에프엔에스테크(083500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-11-20,4030,4030,3925,3980,14991,27922.0,7015485.0
2018-11-21,4015,4015,3915,4010,10272,28132.0,7015485.0
2018-11-22,4000,4000,3900,4000,9959,28062.0,7015485.0
2018-11-23,3990,4040,3850,3925,5773,27536.0,7015485.0
2018-11-26,3915,4040,3825,4040,15309,28343.0,7015485.0
2018-11-27,4040,4040,3915,4030,9951,28272.0,7015485.0
2018-11-28,3970,4030,3945,3970,5256,27851.0,7015485.0
2018-11-29,4100,4140,3965,4070,5454,28553.0,7015485.0
2018-11-30,4070,4070,3925,4000,20819,28062.0,7015485.0
2018-12-03,3940,4040,3910,4000,11709,28062.0,7015485.0
2018-12-04,4000,4060,3970,4030,30821,28272.0,7015485.0
2018-12-05,4030,4070,3950,4070,5940,28553.0,7015485.0
2018-12-06,4070,4150,3915,3975,11128,27887.0,7015485.0
2018-12-07,4000,4000,3900,3985,5065,27957.0,7015485.0
2018-12-10,3930,3970,3880,3900,10533,27360.0,7015485.0
2018-12-11,3900,3940,3870,3870,6606,27150.0,7015485.0
2018-12-12,3765,3910,3500,3860,13916,27080.0,7015485.0
2018-12-13,3900,4000,3865,3910,7015,27431.0,7015485.0
2018-12-14,3910,3910,3815,3860,9009,27080.0,7015485.0
2018-12-17,3900,3935,3740,3780,8186,26519.0,7015485.0
2018-12-18,3900,4250,3790,4000,97472,28062.0,7015485.0
2018-12-19,4000,4010,3855,3920,14720,27501.0,7015485.0
2018-12-20,3900,3920,3845,3875,10560,27185.0,7015485.0
2018-12-21,3875,3910,3850,3900,7013,27360.0,7015485.0
2018-12-24,3900,3900,3730,3810,12068,26729.0,7015485.0
2018-12-26,3810,4175,3770,3815,35050,26764.0,7015485.0
2018-12-27,3850,4340,3815,3920,107296,27501.0,7015485.0
2018-12-28,3920,4145,3920,4135,24029,29009.0,7015485.0
2019-01-02,4140,5370,4140,5370,842717,37673.0,7015485.0
2019-01-03,5660,5700,5140,5230,923753,36691.0,7015485.0
2019-01-04,5190,5320,5050,5320,241962,37322.0,7015485.0
2019-01-07,5250,5880,5080,5400,1210835,37884.0,7015485.0
2019-01-08,5310,5340,5120,5190,127836,36410.0,7015485.0
2019-01-09,5190,5240,5080,5150,70067,36130.0,7015485.0
2019-01-10,5100,5480,4970,5470,261043,38375.0,7015485.0
2019-01-11,5580,5590,5080,5270,268652,36972.0,7015485.0
2019-01-14,5350,5350,5000,5070,103258,35569.0,7015485.0
2019-01-15,5050,5120,4970,5010,58100,35148.0,7015485.0
2019-01-16,5010,5210,5000,5060,35703,35498.0,7015485.0
2019-01-17,5060,5110,4850,4970,39596,34867.0,7015485.0
2019-01-18,5010,5150,4905,5150,55209,36130.0,7015485.0
2019-01-21,5180,5260,5040,5190,41999,36410.0,7015485.0
2019-01-22,5450,5450,5130,5190,127096,36410.0,7015485.0
2019-01-23,5200,5200,5080,5080,34276,35639.0,7015485.0
2019-01-24,5100,5190,5000,5190,27711,36410.0,7015485.0
2019-01-25,5190,5430,5120,5300,123472,37182.0,7015485.0
2019-01-28,5310,5400,5260,5340,72867,37463.0,7015485.0
2019-01-29,5370,5500,5210,5230,64027,36691.0,7015485.0
2019-01-30,5230,5290,5180,5230,28774,36691.0,7015485.0
2019-01-31,5290,5750,5080,5110,266535,35849.0,7015485.0
2019-02-01,5110,5170,5030,5080,36639,35639.0,7015485.0
2019-02-07,5140,5260,5080,5150,42139,36130.0,7015485.0
2019-02-08,5070,5250,5070,5220,17666,36621.0,7015485.0
2019-02-11,5150,5600,5150,5580,148620,39146.0,7015485.0
2019-02-12,5640,5980,5450,5540,328478,38866.0,7015485.0
2019-02-13,5640,6640,5570,6610,1694543,46372.0,7015485.0
2019-02-14,6770,7470,6540,7390,1325842,51844.0,7015485.0
2019-02-15,7350,7610,7030,7320,385089,51353.0,7015485.0
2019-02-18,7330,7930,7280,7570,276593,53107.0,7015485.0
2019-02-19,7510,8430,7350,8100,630905,56825.0,7015485.0
2019-02-20,7980,8100,7770,7780,170885,54580.0,7015485.0
2019-02-21,7730,8500,7320,7830,495120,54931.0,7015485.0
2019-02-22,7750,7920,7280,7480,138214,52476.0,7015485.0
2019-02-25,7400,8020,7400,7980,125840,55984.0,7015485.0
2019-02-26,8010,8060,7420,7530,96488,52827.0,7015485.0
2019-02-27,7530,7720,7400,7670,49839,53809.0,7015485.0
2019-02-28,7670,7780,7110,7300,53361,51213.0,7015485.0
2019-03-04,7280,7560,7040,7560,133937,53037.0,7015485.0
2019-03-05,7360,7470,6950,7060,192104,49529.0,7015485.0
2019-03-06,7080,8250,7040,8070,885794,56615.0,7015485.0
2019-03-07,8010,8750,7990,8250,344785,57878.0,7015485.0
2019-03-08,8250,8330,7700,8170,257133,57317.0,7015485.0
2019-03-11,8180,8190,7830,7960,66010,55843.0,7015485.0
2019-03-12,7940,8020,7510,7910,205767,55492.0,7015485.0
2019-03-13,7890,7890,7480,7780,108608,54580.0,7015485.0
2019-03-14,7780,7780,7330,7490,134921,52546.0,7015485.0
2019-03-15,7420,7460,6800,6990,215144,49038.0,7015485.0
2019-03-18,7060,7240,7010,7240,81866,50792.0,7015485.0
2019-03-19,7240,8110,7230,8080,396101,56685.0,7015485.0
2019-03-20,8100,8260,7530,8000,222550,56124.0,7015485.0
2019-03-21,7880,8110,7800,7810,95338,54791.0,7015485.0
2019-03-22,7720,8200,7720,8100,77532,56825.0,7015485.0
2019-03-25,7930,8260,7610,7780,142405,54580.0,7015485.0
2019-03-26,7780,8780,7710,8540,273507,59912.0,7015485.0
2019-03-27,8600,8670,7900,8150,285092,57176.0,7015485.0
2019-03-28,8000,8020,7580,7930,159860,55633.0,7015485.0
2019-03-29,7930,8130,7690,8080,73347,56685.0,7015485.0
2019-04-01,8200,8300,7910,8070,50364,56615.0,7015485.0
2019-04-02,8070,8320,7560,8070,195639,56615.0,7015485.0
2019-04-03,8020,8060,7600,7970,166951,55913.0,7015485.0
2019-04-04,7990,8480,7980,8450,218309,59281.0,7015485.0
2019-04-05,8500,8540,8010,8030,111638,56334.0,7015485.0
2019-04-08,8100,8630,8050,8390,203107,58860.0,7015485.0
2019-04-09,8400,9140,8400,8990,540371,63069.0,7015485.0
2019-04-10,8940,9180,8800,9090,211757,63771.0,7015485.0
2019-04-11,9150,9150,8690,9080,179913,63701.0,7015485.0
2019-04-12,9120,9370,8910,9310,167569,65314.0,7015485.0
2019-04-15,9260,9440,9060,9060,79999,63560.0,7015485.0
2019-04-16,9000,9000,8650,8750,64733,61385.0,7015485.0
2019-04-17,8750,9030,8690,8960,71671,62859.0,7015485.0
2019-04-18,8960,9000,8290,8340,102945,58509.0,7015485.0
2019-04-19,8380,8770,8380,8650,94858,60684.0,7015485.0
2019-04-22,8740,8750,8250,8430,104342,59141.0,7015485.0
2019-04-23,8430,8580,8280,8450,65231,59281.0,7015485.0
2019-04-24,8400,8450,7760,7840,211478,55001.0,7015485.0
2019-04-25,7840,7980,7560,7720,58026,54160.0,7015485.0
2019-04-26,7600,7760,7090,7290,155296,51143.0,7015485.0
2019-04-29,7290,7420,7160,7400,51830,51915.0,7015485.0
2019-04-30,7400,7500,7100,7480,35719,52476.0,7015485.0
2019-05-02,7480,7480,7170,7380,24778,51774.0,7015485.0
2019-05-03,7380,7380,7090,7180,66918,50371.0,7015485.0
2019-05-07,7090,7100,6800,6940,100487,48687.0,7015485.0
2019-05-08,6900,6900,6660,6790,49324,47635.0,7015485.0
2019-05-09,6790,6870,6300,6360,201047,44618.0,7015485.0
2019-05-10,6370,6620,6160,6360,104268,44618.0,7015485.0
2019-05-13,6230,6480,6200,6320,34641,44338.0,7015485.0
2019-05-14,6150,6440,6070,6190,73760,45961.0,7425062.0
2019-05-15,6160,6420,6110,6400,62085,47520.0,7425062.0
2019-05-16,6340,6350,5890,6130,95481,45516.0,7425062.0
2019-05-17,6130,6220,6030,6150,47701,45664.0,7425062.0
2019-05-20,6180,6450,6000,6080,59629,45144.0,7425062.0
2019-05-21,6070,6110,5880,6000,48975,44550.0,7425062.0
2019-05-22,6000,6040,5820,5950,46466,44179.0,7425062.0
2019-05-23,5950,6090,5710,5810,30134,43140.0,7425062.0
2019-05-24,5680,5810,5110,5200,162455,38610.0,7425062.0
2019-05-27,5210,5450,5210,5300,80995,39353.0,7425062.0
2019-05-28,5430,5500,5260,5400,44748,40095.0,7425062.0
2019-05-29,5410,5480,5250,5380,48084,39947.0,7425062.0
2019-05-30,5380,5380,5250,5340,19555,39650.0,7425062.0
2019-05-31,5340,5640,5300,5420,73052,40244.0,7425062.0
2019-06-03,5440,5570,5420,5500,61331,40838.0,7425062.0
2019-06-04,5500,5610,5440,5460,35839,40541.0,7425062.0
2019-06-05,5520,6230,5520,5830,392827,43288.0,7425062.0
2019-06-07,5830,5860,5750,5840,92556,43362.0,7425062.0
2019-06-10,5930,5930,5680,5800,99271,43065.0,7425062.0
2019-06-11,5800,5930,5590,5890,103598,43734.0,7425062.0
2019-06-12,5920,5950,5740,5800,68504,43065.0,7425062.0
2019-06-13,5860,5860,5530,5530,121663,41061.0,7425062.0
2019-06-14,5490,5560,5270,5360,89178,39798.0,7425062.0
2019-06-17,5360,5410,5100,5200,105821,38610.0,7425062.0
2019-06-18,5200,5520,5200,5300,46252,39353.0,7425062.0
2019-06-19,5360,6600,5300,6190,1374814,45961.0,7425062.0
2019-06-20,6160,7380,6120,7200,1728352,53460.0,7425062.0
2019-06-21,7200,7300,6850,7000,423402,51975.0,7425062.0
2019-06-24,7110,7670,6910,7000,763388,51975.0,7425062.0
2019-06-25,7020,7090,6080,6330,484877,47001.0,7425062.0
2019-06-26,6310,6490,6140,6470,156620,48040.0,7425062.0
2019-06-27,6430,6450,6110,6290,120347,46704.0,7425062.0
2019-06-28,6290,6550,6110,6230,123541,46258.0,7425062.0
2019-07-01,6250,6290,6020,6150,122946,45664.0,7425062.0
2019-07-02,6150,7680,6110,7360,1638765,54648.0,7425062.0
2019-07-03,7370,8250,7170,7510,2237143,55762.0,7425062.0
2019-07-04,7510,8290,7220,7750,1081142,57544.0,7425062.0
2019-07-05,7680,7800,7450,7500,204498,55688.0,7425062.0
2019-07-08,7430,7500,6750,6840,337660,50787.0,7425062.0
2019-07-09,6840,7100,6650,6950,219846,51604.0,7425062.0
2019-07-10,6980,7600,6940,7350,376578,54574.0,7425062.0
2019-07-11,7330,7930,7290,7680,645821,57024.0,7425062.0
2019-07-12,7550,7660,7230,7380,263854,54797.0,7425062.0
2019-07-15,7530,8290,7450,8200,1103050,60886.0,7425062.0
2019-07-16,8140,8150,7800,7880,431592,58509.0,7425062.0
2019-07-17,8020,8260,7500,7650,616293,56802.0,7425062.0
2019-07-18,7700,7700,7220,7230,306699,53683.0,7425062.0
2019-07-19,7270,7330,6760,6960,286383,51678.0,7425062.0
2019-07-22,7000,7110,6690,7060,250758,52421.0,7425062.0
2019-07-23,7030,7060,6720,6750,192332,50119.0,7425062.0
2019-07-24,6740,6960,6510,6510,131793,48337.0,7425062.0
2019-07-25,6500,6630,6150,6310,97144,46852.0,7425062.0
2019-07-26,6270,6390,5800,5950,265909,44179.0,7425062.0
2019-07-29,5950,6000,5530,5700,115729,42323.0,7425062.0
2019-07-30,5610,5900,5540,5560,85928,41283.0,7425062.0
2019-07-31,5550,6080,5250,5620,310152,41729.0,7425062.0
2019-08-01,5500,5590,5240,5240,183594,38907.0,7425062.0
2019-08-02,5170,5620,5170,5340,175485,39650.0,7425062.0
2019-08-05,5340,5440,4640,4785,207693,35529.0,7425062.0
2019-08-06,4550,5020,4100,4615,207942,34267.0,7425062.0
2019-08-07,4600,4855,4460,4600,188951,34155.0,7425062.0
2019-08-08,4880,4885,4635,4760,120095,35343.0,7425062.0
2019-08-09,4870,4870,4700,4750,101039,35269.0,7425062.0
2019-08-12,4720,4960,4720,4855,111439,36049.0,7425062.0
2019-08-13,4835,4940,4775,4865,58928,36123.0,7425062.0
2019-08-14,4900,5160,4845,5110,168352,37942.0,7425062.0
2019-08-16,4990,5110,4910,4995,89170,37088.0,7425062.0
2019-08-19,5100,5250,4975,5240,91312,38907.0,7425062.0
2019-08-20,5170,5430,5100,5400,85600,40095.0,7425062.0
2019-08-21,5400,5590,5300,5300,69803,39353.0,7425062.0
2019-08-22,5320,5490,5010,5010,71105,37200.0,7425062.0
2019-08-23,4970,5120,4905,5100,69446,37868.0,7425062.0
2019-08-26,4870,4955,4650,4660,152514,34601.0,7425062.0
2019-08-27,4710,4970,4700,4840,72048,35937.0,7425062.0
2019-08-28,4870,5350,4870,5300,221654,39353.0,7425062.0
2019-08-29,5300,5310,4960,5000,90853,37125.0,7425062.0
2019-08-30,5010,5240,4940,5010,84417,37200.0,7425062.0
2019-09-02,4995,5180,4930,5010,59703,37200.0,7425062.0
2019-09-03,4990,5120,4855,5010,113497,37200.0,7425062.0
2019-09-04,4980,5420,4980,5390,222645,40021.0,7425062.0
2019-09-05,5530,6250,5360,6070,627158,45070.0,7425062.0
2019-09-06,6060,6080,5780,5780,162192,42917.0,7425062.0
2019-09-09,5700,6230,5690,5850,258191,43437.0,7425062.0
2019-09-10,5860,6320,5850,6190,203116,45961.0,7425062.0
2019-09-11,6180,6230,6050,6180,90350,45887.0,7425062.0
2019-09-16,6180,6220,6050,6190,35029,45961.0,7425062.0
2019-09-17,6190,6240,6100,6180,30285,45887.0,7425062.0
2019-09-18,6190,6680,6090,6220,242096,46184.0,7425062.0
2019-09-19,6200,6450,6200,6430,75370,47743.0,7425062.0
2019-09-20,6450,6600,6180,6360,59101,47223.0,7425062.0
2019-09-23,6390,6390,6090,6100,41250,45293.0,7425062.0
2019-09-24,6120,6670,6120,6280,364363,46629.0,7425062.0
2019-09-25,6270,6290,6080,6160,82251,45738.0,7425062.0
2019-09-26,6200,6290,6040,6150,34871,45664.0,7425062.0
2019-09-27,6050,6200,6020,6200,24884,46035.0,7425062.0
2019-09-30,6110,6170,6020,6120,19173,45441.0,7425062.0
2019-10-01,6070,6110,5940,6070,29991,45070.0,7425062.0
2019-10-02,5910,6140,5910,6000,14680,44550.0,7425062.0
2019-10-04,6000,6400,5910,6220,76767,46184.0,7425062.0
2019-10-07,6190,6310,6070,6250,65524,46407.0,7425062.0
