퓨전데이타(195440),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-09-11,2078,2148,2068,2135,54393,53813.0,8408250.0
2018-09-12,2135,2168,2105,2135,13035,53813.0,8408250.0
2018-09-13,2135,2168,2081,2082,16689,52467.0,8408250.0
2018-09-14,2088,2108,1994,2015,66320,50786.0,8408250.0
2018-09-17,2001,2034,1941,2022,23565,50954.0,8408250.0
2018-09-18,2021,2148,2021,2125,47464,53561.0,8408250.0
2018-09-19,2125,2655,2125,2469,1821551,62221.0,8408250.0
2018-09-20,2805,2862,2562,2599,1010208,65500.0,8408250.0
2018-09-21,2682,2682,2458,2599,218087,65500.0,8408250.0
2018-09-27,2585,2692,2552,2662,121649,67098.0,8408250.0
2018-09-28,2702,2712,2578,2629,115731,66257.0,8408250.0
2018-10-01,2665,2665,2518,2552,101170,64323.0,8408250.0
2018-10-02,2542,2768,2542,2729,164047,68779.0,8408250.0
2018-10-04,2745,2932,2642,2869,414972,72311.0,8408250.0
2018-10-05,2869,2982,2849,2926,200138,73740.0,8408250.0
2018-10-08,2855,2995,2855,2912,145240,73404.0,8408250.0
2018-10-10,2872,2945,2778,2819,148869,71050.0,8408250.0
2018-10-11,2702,2802,2682,2702,70430,68107.0,8408250.0
2018-10-12,2702,3069,2702,2972,597239,74918.0,8408250.0
2018-10-15,2972,3069,2939,2952,176754,74413.0,8408250.0
2018-10-16,2952,3085,2802,2869,168055,72311.0,8408250.0
2018-10-17,2875,2962,2528,2582,316991,65080.0,8408250.0
2018-10-18,2585,2628,2555,2625,75810,66173.0,8408250.0
2018-10-19,2665,2665,2401,2605,164059,65668.0,8408250.0
2018-10-22,2592,2885,2555,2769,267417,69788.0,8408250.0
2018-10-23,2772,2865,2668,2826,210667,71218.0,8408250.0
2018-10-24,2902,3065,2879,3002,721255,75674.0,8408250.0
2018-10-25,2935,3019,2772,3002,273062,75674.0,8408250.0
2018-10-26,3025,3169,2985,3169,543916,79878.0,8408250.0
2018-10-29,3202,3235,3049,3163,331278,79710.0,8408250.0
2018-10-30,3145,3266,3052,3229,387609,81392.0,8408250.0
2018-10-31,3249,3252,3002,3199,270412,80635.0,8408250.0
2018-11-01,3169,3169,2939,2972,219546,74918.0,8408250.0
2018-11-02,2935,3215,2935,3193,421693,80467.0,8408250.0
2018-11-05,3215,3262,3002,3116,297878,78533.0,8408250.0
2018-11-06,2939,2965,2698,2849,538153,71806.0,8408250.0
2018-11-07,2849,2932,2768,2779,160456,70041.0,8408250.0
2018-11-08,2838,2889,2685,2712,128269,68359.0,8408250.0
2018-11-09,2678,2802,2588,2749,171907,69284.0,8408250.0
2018-11-12,2732,2852,2732,2799,56235,70545.0,8408250.0
2018-11-13,2798,2832,2688,2749,95501,69284.0,8408250.0
2018-11-14,2748,2752,2625,2736,74417,68948.0,8408250.0
2018-11-15,2735,2879,2688,2876,132084,72479.0,8408250.0
2018-11-16,2875,2919,2835,2882,96028,72647.0,8408250.0
2018-11-19,2902,3062,2889,3009,129072,75842.0,8408250.0
2018-11-20,2965,3095,2942,3019,128155,76095.0,8408250.0
2018-11-21,3019,3159,2992,3103,180578,78197.0,8408250.0
2018-11-22,3072,3162,3009,3156,118178,79542.0,8408250.0
2018-11-23,3122,3169,3045,3133,220034,78953.0,8408250.0
2018-11-26,3125,3125,2712,2822,331003,71134.0,8408250.0
2018-11-27,2852,2969,2705,2812,208103,70882.0,8408250.0
2018-11-28,2822,2929,2748,2886,165560,72731.0,8408250.0
2018-11-29,2955,2955,2728,2806,160924,70713.0,8408250.0
2018-11-30,2859,2955,2702,2799,268493,70545.0,8408250.0
2018-12-03,2832,2852,2725,2779,74750,70041.0,8408250.0
2018-12-04,2748,2848,2698,2719,119322,68527.0,8408250.0
2018-12-05,2835,2835,2365,2365,846841,59614.0,8408250.0
2018-12-06,2255,2318,1928,2015,1123789,50786.0,8408250.0
2018-12-07,2068,2135,2011,2078,304890,52383.0,8408250.0
2018-12-10,2078,2435,2034,2292,569170,57765.0,8408250.0
2018-12-11,2245,2308,2208,2242,108551,56503.0,8408250.0
2018-12-12,2228,2281,2085,2085,194426,52552.0,8408250.0
2018-12-13,2101,2185,2018,2068,322007,52131.0,8408250.0
2018-12-14,2085,2118,1994,2038,290864,51374.0,8408250.0
2018-12-17,1881,2024,1868,1898,247684,47843.0,8408250.0
2018-12-18,1914,2048,1914,2035,294662,51290.0,8408250.0
2018-12-19,2250,2280,1860,2070,1135358,17405.0,8408250.0
2018-12-20,2065,2080,1875,1895,547189,15934.0,8408250.0
2018-12-21,1925,1925,1425,1500,5710093,12612.0,8408250.0
2018-12-24,1510,1585,1485,1515,878605,12738.0,8408250.0
2018-12-26,1460,1510,1440,1445,395091,12150.0,8408250.0
2018-12-27,1470,1555,1455,1490,557824,12528.0,8408250.0
2018-12-28,1490,1540,1480,1530,267355,12865.0,8408250.0
2019-01-02,1510,1510,1385,1405,576373,11814.0,8408250.0
2019-01-03,1405,1415,1265,1270,691534,10678.0,8408250.0
2019-01-04,1270,1350,1175,1280,922481,10763.0,8408250.0
2019-01-07,1320,1360,1250,1280,576356,10763.0,8408250.0
2019-01-08,1280,1300,1235,1250,313257,10510.0,8408250.0
2019-01-09,1205,1235,1165,1185,1903563,9964.0,8408250.0
2019-01-10,1165,1190,968,1000,4358933,8408.0,8408250.0
2019-01-11,986,1130,971,1030,4384087,26885.0,26102208.0
2019-01-14,1050,1170,1025,1125,3595675,29365.0,26102208.0
2019-01-15,1085,1150,1045,1075,2070843,28060.0,26102208.0
2019-01-16,1080,1260,1055,1210,6241480,31584.0,26102208.0
2019-01-17,1220,1360,1105,1170,6247730,30540.0,26102208.0
2019-01-18,1175,1265,1150,1225,3022436,31975.0,26102208.0
2019-01-21,1270,1310,1230,1280,1953100,33411.0,26102208.0
2019-01-22,1305,1320,1235,1235,1342787,32236.0,26102208.0
2019-01-23,1220,1260,1165,1230,844066,32106.0,26102208.0
2019-01-24,1250,1585,1250,1525,10975893,39806.0,26102208.0
2019-01-25,1555,1735,1540,1625,5807024,42416.0,26102208.0
2019-01-28,1645,1700,1495,1540,4220648,40197.0,26102208.0
2019-01-29,1550,1570,1440,1535,2663216,40067.0,26102208.0
2019-01-30,1635,1875,1630,1680,6597931,43852.0,26102208.0
2019-01-31,1715,1755,1600,1660,2696344,43330.0,26102208.0
2019-02-01,0,0,0,1660,0,43330.0,26102208.0
2019-02-07,1650,1695,1360,1505,5176207,39284.0,26102208.0
2019-02-08,1450,1495,1355,1485,3172228,38762.0,26102208.0
2019-02-11,1530,1530,1420,1490,1308920,38892.0,26102208.0
2019-02-12,1425,1690,1400,1640,4988406,44616.0,27204743.0
2019-02-13,1620,1735,1620,1680,2005511,45704.0,27204743.0
2019-02-14,1695,1750,1635,1650,934802,44888.0,27204743.0
2019-02-15,1675,1780,1615,1705,2795553,46384.0,27204743.0
2019-02-18,1715,1725,1455,1515,3728991,41215.0,27204743.0
2019-02-19,1530,1530,1240,1290,9111268,36872.0,28583322.0
2019-02-20,1310,1325,1175,1185,4330680,33871.0,28583322.0
2019-02-21,1150,1165,1015,1020,13088023,29155.0,28583322.0
2019-02-22,1000,1035,968,977,5921790,28864.0,29543014.0
2019-02-25,988,990,883,902,9307869,26648.0,29543014.0
2019-02-26,914,936,888,894,4312256,26411.0,29543014.0
2019-02-27,895,923,891,898,2005354,26530.0,29543014.0
2019-02-28,901,904,782,803,3970097,23723.0,29543014.0
2019-03-04,810,861,765,817,4455332,24137.0,29543014.0
2019-03-05,815,818,754,775,3723268,22896.0,29543014.0
2019-03-06,775,845,761,775,4668402,23144.0,29862911.0
2019-03-07,774,840,770,804,6848762,24010.0,29862911.0
2019-03-08,802,876,802,845,9279663,25234.0,29862911.0
2019-03-11,841,844,800,802,2602374,23950.0,29862911.0
2019-03-12,802,835,788,800,2783650,23890.0,29862911.0
2019-03-13,797,804,755,764,2502863,22815.0,29862911.0
2019-03-14,765,798,757,763,2355653,22785.0,29862911.0
2019-03-15,620,690,601,640,8428807,19112.0,29862911.0
2019-03-18,640,666,606,613,2954561,18306.0,29862911.0
2019-03-19,611,611,550,576,5502418,17201.0,29862911.0
2019-03-20,662,737,635,702,22239064,20964.0,29862911.0
2019-03-21,690,698,606,606,5562749,18097.0,29862911.0
2019-03-22,602,616,580,590,1824724,17619.0,29862911.0
2019-03-25,585,585,537,537,2152468,16036.0,29862911.0
2019-03-26,542,660,540,620,12042887,18515.0,29862911.0
2019-03-27,644,665,591,601,4429006,17948.0,29862911.0
2019-03-28,619,758,596,600,24933018,17918.0,29862911.0
2019-03-29,658,735,640,719,27203636,21471.0,29862911.0
2019-04-01,724,743,668,703,5808742,20994.0,29862911.0
2019-04-02,679,890,668,733,34921209,21890.0,29862911.0
2019-04-03,715,805,700,734,16461051,21919.0,29862911.0
2019-04-04,745,770,713,717,5450902,21412.0,29862911.0
2019-04-05,710,731,697,700,4574696,20904.0,29862911.0
2019-04-08,632,690,631,650,5540972,19411.0,29862911.0
2019-04-09,657,677,635,677,3321213,20217.0,29862911.0
2019-04-10,0,0,0,677,0,20217.0,29862911.0
2019-04-11,682,850,682,822,24781675,30992.0,37703379.0
2019-04-12,835,914,834,837,10288064,31558.0,37703379.0
2019-04-15,840,848,781,791,3693481,29823.0,37703379.0
2019-04-16,795,795,746,767,1826721,28918.0,37703379.0
2019-04-17,765,795,751,773,1429228,29145.0,37703379.0
2019-04-18,762,773,749,757,980234,28541.0,37703379.0
2019-04-19,751,759,720,737,1223459,27787.0,37703379.0
2019-04-22,727,740,693,701,1316572,26430.0,37703379.0
2019-04-23,702,706,670,676,1308847,25487.0,37703379.0
2019-04-24,672,787,645,710,5642785,26769.0,37703379.0
2019-04-25,703,713,681,687,839949,25902.0,37703379.0
2019-04-26,694,771,680,700,3092617,26392.0,37703379.0
2019-04-29,704,711,690,696,494361,26242.0,37703379.0
2019-04-30,710,710,688,692,425783,26091.0,37703379.0
2019-05-02,700,731,696,709,954275,26732.0,37703379.0
2019-05-03,708,732,701,705,526848,26581.0,37703379.0
2019-05-07,700,712,688,695,517375,26204.0,37703379.0
2019-05-08,695,704,678,688,318267,25940.0,37703379.0
2019-05-09,689,695,679,694,579128,26166.0,37703379.0
2019-05-10,695,700,667,694,607044,26166.0,37703379.0
2019-05-13,695,712,680,684,298964,25789.0,37703379.0
2019-05-14,677,699,664,699,361985,26355.0,37703379.0
2019-05-15,702,739,681,731,1332223,27561.0,37703379.0
2019-05-16,725,738,703,725,435568,27335.0,37703379.0
2019-05-17,723,729,711,725,351182,27335.0,37703379.0
2019-05-20,725,757,717,747,1099632,28164.0,37703379.0
2019-05-21,741,755,731,733,524022,27637.0,37703379.0
2019-05-22,745,745,711,726,299577,27373.0,37703379.0
2019-05-23,726,734,680,689,648403,25978.0,37703379.0
2019-05-24,695,696,664,693,883712,26128.0,37703379.0
2019-05-27,682,686,486,589,10237234,22207.0,37703379.0
2019-05-28,600,649,560,623,1128657,23489.0,37703379.0
2019-05-29,629,633,600,633,678010,23866.0,37703379.0
2019-05-30,636,677,616,663,912496,24997.0,37703379.0
2019-05-31,652,717,652,713,1416984,26883.0,37703379.0
2019-06-03,709,804,708,774,2523122,29182.0,37703379.0
2019-06-04,751,795,738,770,1077040,29032.0,37703379.0
2019-06-05,760,780,744,762,607903,28730.0,37703379.0
2019-06-07,762,845,762,833,3456343,31407.0,37703379.0
2019-06-10,845,849,785,829,1500114,31256.0,37703379.0
2019-06-11,829,829,785,809,1720509,30502.0,37703379.0
2019-06-12,808,888,795,830,4086621,31294.0,37703379.0
2019-06-13,845,845,764,783,3136005,29522.0,37703379.0
2019-06-14,765,834,735,808,3016002,30464.0,37703379.0
2019-06-17,830,830,750,754,1596529,28428.0,37703379.0
2019-06-18,710,738,660,681,2976391,25676.0,37703379.0
2019-06-19,700,785,640,643,4883572,24243.0,37703379.0
2019-06-20,645,662,636,648,1256368,24432.0,37703379.0
2019-06-21,648,659,622,632,1024589,23829.0,37703379.0
2019-06-24,523,536,520,528,20211569,19907.0,37703379.0
2019-06-25,523,527,503,518,6664854,19530.0,37703379.0
2019-06-26,519,530,516,527,4558704,50594.0,96003379.0
2019-06-27,529,534,525,528,6672903,50690.0,96003379.0
2019-06-28,560,575,504,507,23155552,48674.0,96003379.0
2019-07-01,495,495,446,460,8389763,44162.0,96003379.0
2019-07-02,463,490,444,476,5888005,45698.0,96003379.0
2019-07-03,489,514,477,505,6096550,48482.0,96003379.0
2019-07-04,505,507,478,485,3792160,46562.0,96003379.0
2019-07-05,479,485,462,475,1951572,45602.0,96003379.0
2019-07-08,479,481,441,451,2271052,43298.0,96003379.0
2019-07-09,451,460,440,454,1684680,43586.0,96003379.0
2019-07-10,455,455,382,401,17953838,38497.0,96003379.0
2019-07-11,415,416,385,389,6330918,37345.0,96003379.0
2019-07-12,382,390,374,374,3674447,35905.0,96003379.0
2019-07-15,379,380,342,358,4724598,34369.0,96003379.0
2019-07-16,358,358,341,344,3482430,33025.0,96003379.0
2019-07-17,349,447,344,447,46536880,42914.0,96003379.0
2019-07-18,460,527,409,429,55103070,41185.0,96003379.0
2019-07-19,425,451,394,408,9192117,39169.0,96003379.0
2019-07-22,405,412,382,387,5509106,37153.0,96003379.0
2019-07-23,379,429,375,387,7453923,37153.0,96003379.0
2019-07-24,387,404,376,379,4043669,36385.0,96003379.0
2019-07-25,374,389,366,374,2337907,35905.0,96003379.0
2019-07-26,366,374,342,358,4741859,34369.0,96003379.0
2019-07-29,358,404,345,370,11441098,35521.0,96003379.0
2019-07-30,365,373,352,357,3423355,34273.0,96003379.0
2019-07-31,350,365,337,352,2902468,33793.0,96003379.0
2019-08-01,351,416,339,353,7486803,33889.0,96003379.0
2019-08-02,369,405,357,372,5924626,35713.0,96003379.0
2019-08-05,367,374,320,328,3378163,31489.0,96003379.0
2019-08-06,320,324,230,294,5512977,28225.0,96003379.0
2019-08-07,301,310,278,288,2778618,27649.0,96003379.0
2019-08-08,297,310,283,307,2884487,29473.0,96003379.0
2019-08-09,299,307,281,282,4792960,27073.0,96003379.0
2019-08-12,262,278,254,275,4403100,26401.0,96003379.0
2019-08-13,273,314,264,292,7431824,28033.0,96003379.0
2019-08-14,287,296,258,265,8543127,25441.0,96003379.0
2019-08-16,280,344,278,344,12550132,33025.0,96003379.0
2019-08-19,344,357,297,306,32524029,29377.0,96003379.0
2019-08-20,302,389,302,385,32728748,36961.0,96003379.0
2019-08-21,380,408,361,370,31510352,35521.0,96003379.0
2019-08-22,377,467,352,357,78599683,34273.0,96003379.0
2019-08-23,373,418,365,397,34751701,38113.0,96003379.0
2019-08-26,389,422,381,394,15775942,37825.0,96003379.0
2019-08-27,394,415,378,390,10593259,37441.0,96003379.0
2019-08-28,390,396,360,365,6543687,35041.0,96003379.0
2019-08-29,364,370,342,353,5604476,33889.0,96003379.0
2019-08-30,370,392,357,371,16321293,35617.0,96003379.0
2019-09-02,368,370,353,358,5634832,34369.0,96003379.0
2019-09-03,360,360,334,346,4548888,33217.0,96003379.0
2019-09-04,348,354,340,346,2999851,33217.0,96003379.0
2019-09-05,343,353,343,350,3205659,33601.0,96003379.0
2019-09-06,350,361,345,352,2679131,33793.0,96003379.0
2019-09-09,353,388,335,340,11485389,32641.0,96003379.0
2019-09-10,345,356,340,341,2748373,32737.0,96003379.0
2019-09-11,341,348,338,345,1579863,33121.0,96003379.0
2019-09-16,346,355,341,350,1495084,33601.0,96003379.0
2019-09-17,347,352,344,348,1345099,33409.0,96003379.0
2019-09-18,347,350,341,344,1877965,33025.0,96003379.0
2019-09-19,347,359,344,348,2658153,33409.0,96003379.0
2019-09-20,351,354,343,351,1611786,33697.0,96003379.0
2019-09-23,353,355,345,346,2315892,33217.0,96003379.0
2019-09-24,344,350,343,344,1940527,33025.0,96003379.0
2019-09-25,347,347,319,320,3429462,30721.0,96003379.0
2019-09-26,320,325,291,300,4690471,28801.0,96003379.0
2019-09-27,300,311,287,307,2996564,29473.0,96003379.0
2019-09-30,300,307,288,303,1370955,,
2019-10-01,300,304,266,285,4914153,,
2019-10-02,285,322,278,291,7384783,,
2019-10-04,285,306,285,292,2257657,,
2019-10-07,297,315,285,297,2411393,,
