유앤아이(056090),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-07-28,14050,14200,13900,13950,23389,107173.0,7682642.0
2017-07-31,13650,13900,13500,13650,27656,104868.0,7682642.0
2017-08-01,13500,13800,13300,13800,23584,106020.0,7682642.0
2017-08-02,13800,14100,13700,13900,9592,106789.0,7682642.0
2017-08-03,14050,14050,13300,13400,30998,102947.0,7682642.0
2017-08-04,13250,13550,13150,13450,21641,103332.0,7682642.0
2017-08-07,13450,13650,13400,13450,8758,103332.0,7682642.0
2017-08-08,13700,14000,13600,13700,7921,105252.0,7682642.0
2017-08-09,13600,13700,13400,13700,17735,105252.0,7682642.0
2017-08-10,13650,13650,13400,13500,16079,103716.0,7682642.0
2017-08-11,13300,13400,12850,13050,46125,100258.0,7682642.0
2017-08-14,12900,13100,12850,13050,29579,100258.0,7682642.0
2017-08-16,13050,13250,12850,13000,17440,99874.0,7682642.0
2017-08-17,13100,13250,13000,13100,6282,100643.0,7682642.0
2017-08-18,12900,13750,12900,13300,38608,102179.0,7682642.0
2017-08-21,13250,13400,13100,13150,16273,101027.0,7682642.0
2017-08-22,13400,13400,12850,13000,39377,99874.0,7682642.0
2017-08-23,13000,13150,12800,12900,23289,99106.0,7682642.0
2017-08-24,12900,13050,12800,12850,20855,98722.0,7682642.0
2017-08-25,12850,12950,12700,12850,20761,98722.0,7682642.0
2017-08-28,12850,13200,12850,13200,21239,101411.0,7682642.0
2017-08-29,13200,13200,12850,13000,17715,99874.0,7682642.0
2017-08-30,13050,13050,12700,12850,30508,98722.0,7682642.0
2017-08-31,12950,12950,12750,12900,22179,99106.0,7682642.0
2017-09-01,12850,13000,12600,12750,39640,97954.0,7682642.0
2017-09-04,12500,12750,12350,12550,23207,96417.0,7682642.0
2017-09-05,12550,12750,12350,12500,12835,96033.0,7682642.0
2017-09-06,12250,12450,12250,12250,15093,94112.0,7682642.0
2017-09-07,12100,12500,12100,12200,30909,93728.0,7682642.0
2017-09-08,12200,12300,12050,12200,16479,93728.0,7682642.0
2017-09-11,12150,12350,12100,12300,12759,94496.0,7682642.0
2017-09-12,12250,12400,12150,12200,21565,93728.0,7682642.0
2017-09-13,12300,12300,12000,12000,24341,92192.0,7682642.0
2017-09-14,12100,12100,11500,11650,47239,89503.0,7682642.0
2017-09-15,11700,11750,11400,11650,29031,89503.0,7682642.0
2017-09-18,11450,12100,11450,11950,19340,91808.0,7682642.0
2017-09-19,12150,12150,11750,11950,11541,91808.0,7682642.0
2017-09-20,12050,12050,11900,11900,11088,91423.0,7682642.0
2017-09-21,11850,12000,11650,11800,10351,90655.0,7682642.0
2017-09-22,11850,11850,11250,11250,34571,86430.0,7682642.0
2017-09-25,11250,11450,10400,10600,50073,81436.0,7682642.0
2017-09-26,10400,10900,10400,10750,24721,82588.0,7682642.0
2017-09-27,10650,10900,10600,10700,9123,82204.0,7682642.0
2017-09-28,10700,10800,10600,10700,14653,82204.0,7682642.0
2017-09-29,10700,11500,10700,11200,30618,86046.0,7682642.0
2017-10-10,11000,11300,10300,10300,67380,79131.0,7682642.0
2017-10-11,10250,10450,10050,10350,31451,79515.0,7682642.0
2017-10-12,10500,10500,10200,10400,11822,79899.0,7682642.0
2017-10-13,10400,10400,10000,10000,36053,76826.0,7682642.0
2017-10-16,10000,10100,9850,10000,18670,76826.0,7682642.0
2017-10-17,10000,11050,10000,10600,50270,81436.0,7682642.0
2017-10-18,10600,12200,10550,11400,167339,87582.0,7682642.0
2017-10-19,11400,11500,11100,11450,21936,87966.0,7682642.0
2017-10-20,11400,11500,11100,11200,20679,86046.0,7682642.0
2017-10-23,11250,11450,11100,11300,11588,86814.0,7682642.0
2017-10-24,11250,11250,10950,11150,14294,85661.0,7682642.0
2017-10-25,11150,11450,10950,11150,11704,85661.0,7682642.0
2017-10-26,11050,11200,10650,10700,17884,82204.0,7682642.0
2017-10-27,10700,11000,10700,11000,16368,84509.0,7682642.0
2017-10-30,10900,11100,10750,10950,16462,84125.0,7682642.0
2017-10-31,10850,11100,10800,10850,12685,83357.0,7682642.0
2017-11-01,10950,11000,10850,10900,5504,83741.0,7682642.0
2017-11-02,11050,11100,10700,10900,19103,83741.0,7682642.0
2017-11-03,11000,11600,10900,11500,41481,88350.0,7682642.0
2017-11-06,11450,11550,11350,11450,16115,87966.0,7682642.0
2017-11-07,11600,11800,11450,11750,17734,90271.0,7682642.0
2017-11-08,11700,11700,11500,11500,11378,88350.0,7682642.0
2017-11-09,11700,12650,11400,11850,92690,91039.0,7682642.0
2017-11-10,12050,12050,11500,11600,20801,89119.0,7682642.0
2017-11-13,11600,11900,11500,11750,12700,90271.0,7682642.0
2017-11-14,12400,12450,11950,12200,35574,93728.0,7682642.0
2017-11-15,12350,12350,11850,12200,40774,93728.0,7682642.0
2017-11-16,12100,12300,11950,12100,24802,92960.0,7682642.0
2017-11-17,11900,12000,11500,11550,51942,88735.0,7682642.0
2017-11-20,11500,11650,11200,11350,28205,87198.0,7682642.0
2017-11-21,11300,11600,11100,11350,29541,87198.0,7682642.0
2017-11-22,11350,11500,10950,11000,31274,84509.0,7682642.0
2017-11-23,11100,14250,11100,13200,1161637,101411.0,7682642.0
2017-11-24,12900,12950,12450,12700,181894,97570.0,7682642.0
2017-11-27,12600,13650,12600,13200,231132,101411.0,7682642.0
2017-11-28,13350,13450,13000,13200,44759,101411.0,7682642.0
2017-11-29,12950,13250,12900,13000,36947,99874.0,7682642.0
2017-11-30,13150,13200,12400,12450,53306,95649.0,7682642.0
2017-12-01,13200,15250,13050,14000,784085,107557.0,7682642.0
2017-12-04,14500,16000,14000,14000,571967,107557.0,7682642.0
2017-12-05,13700,15050,13600,14050,331125,107941.0,7682642.0
2017-12-06,14500,14500,13450,13700,130214,105252.0,7682642.0
2017-12-07,13700,13950,12600,12950,146278,99490.0,7682642.0
2017-12-08,12950,12950,12150,12300,86246,94496.0,7682642.0
2017-12-11,12300,12450,11950,12100,39302,92960.0,7682642.0
2017-12-12,12050,12550,12050,12150,35169,93344.0,7682642.0
2017-12-13,12300,12500,12000,12350,37699,94881.0,7682642.0
2017-12-14,12500,12550,12200,12200,19435,93728.0,7682642.0
2017-12-15,12200,12850,12200,12550,34355,96417.0,7682642.0
2017-12-18,12800,12800,12400,12500,32363,96033.0,7682642.0
2017-12-19,12500,12500,11900,12150,35552,93344.0,7682642.0
2017-12-20,12050,12200,11800,12150,23443,93344.0,7682642.0
2017-12-21,11950,12350,11850,12000,26424,92192.0,7682642.0
2017-12-22,11850,12100,11050,11650,63223,89503.0,7682642.0
2017-12-26,11800,12150,11450,11850,24917,91039.0,7682642.0
2017-12-27,11750,12400,11700,12250,28241,94112.0,7682642.0
2017-12-28,12500,12950,12350,12500,38505,96033.0,7682642.0
2018-01-02,12500,12500,12200,12400,36122,95265.0,7682642.0
2018-01-03,12450,12600,12250,12350,24828,94881.0,7682642.0
2018-01-04,12450,12450,11800,11900,54298,91423.0,7682642.0
2018-01-05,12150,13350,12000,13300,250005,102179.0,7682642.0
2018-01-08,13700,13700,12800,13550,130968,104100.0,7682642.0
2018-01-09,13600,13600,12750,12850,107486,98722.0,7682642.0
2018-01-10,12850,13100,12350,12750,47413,97954.0,7682642.0
2018-01-11,12700,12900,12450,12900,34713,99106.0,7682642.0
2018-01-12,12800,13400,12750,13100,73762,100708.0,7687642.0
2018-01-15,13000,13200,12650,13000,41529,99939.0,7687642.0
2018-01-16,13000,14000,12950,13600,202169,104552.0,7687642.0
2018-01-17,13550,14150,13400,14150,126850,108780.0,7687642.0
2018-01-18,14250,14700,13750,14300,107606,109933.0,7687642.0
2018-01-19,14000,14450,13900,13900,63993,106858.0,7687642.0
2018-01-22,13900,14000,13500,13500,40220,103783.0,7687642.0
2018-01-23,13600,13900,13500,13550,29255,104168.0,7687642.0
2018-01-24,13550,14200,13550,13600,45064,104552.0,7687642.0
2018-01-25,13700,13800,13350,13550,37351,104168.0,7687642.0
2018-01-26,13550,13850,13500,13850,28170,106474.0,7687642.0
2018-01-29,14000,14100,13700,13750,44371,105705.0,7687642.0
2018-01-30,13750,13900,13400,13550,40140,104168.0,7687642.0
2018-01-31,13500,13650,12850,13150,57419,101092.0,7687642.0
2018-02-01,13100,13250,12950,13250,37498,101861.0,7687642.0
2018-02-02,13300,13300,12650,12750,50798,98017.0,7687642.0
2018-02-05,12700,13800,12600,13600,128493,104552.0,7687642.0
2018-02-06,12700,13900,12700,13850,116107,106474.0,7687642.0
2018-02-07,14100,14100,13200,13200,83010,101477.0,7687642.0
2018-02-08,13300,13650,13100,13650,49518,104936.0,7687642.0
2018-02-09,13100,13350,12950,13200,36768,101477.0,7687642.0
2018-02-12,13200,13300,12850,12850,50437,98786.0,7687642.0
2018-02-13,12900,13250,12800,12850,26266,98786.0,7687642.0
2018-02-14,12850,13150,12750,12950,31311,99555.0,7687642.0
2018-02-19,13100,13600,13000,13600,44330,104552.0,7687642.0
2018-02-20,13450,13650,13350,13400,15532,103014.0,7687642.0
2018-02-21,13500,14000,13250,13650,41886,104936.0,7687642.0
2018-02-22,13800,14200,13400,14150,106940,108780.0,7687642.0
2018-02-23,14200,14500,13900,14200,101691,109165.0,7687642.0
2018-02-26,14250,14500,13700,13750,53792,105705.0,7687642.0
2018-02-27,13750,13950,13450,13450,26208,103399.0,7687642.0
2018-02-28,13250,13400,13050,13250,37580,101861.0,7687642.0
2018-03-02,12950,13200,12850,13050,38590,100324.0,7687642.0
2018-03-05,12950,13100,12800,12850,30445,98786.0,7687642.0
2018-03-06,12900,13200,12900,13000,21231,100004.0,7692642.0
2018-03-07,12950,13150,12850,13000,22838,100004.0,7692642.0
2018-03-08,13000,13150,12900,13000,13279,100004.0,7692642.0
2018-03-09,13000,13400,12950,13250,24524,101928.0,7692642.0
2018-03-12,13200,13350,13000,13250,27302,101928.0,7692642.0
2018-03-13,13200,13550,13200,13450,28410,103466.0,7692642.0
2018-03-14,13450,13600,13250,13600,27381,104620.0,7692642.0
2018-03-15,13400,13600,13200,13550,40262,104235.0,7692642.0
2018-03-16,13550,13800,13400,13700,37305,105389.0,7692642.0
2018-03-19,13800,13850,13550,13600,27219,104620.0,7692642.0
2018-03-20,13500,13700,13250,13450,27464,103466.0,7692642.0
2018-03-21,13400,13650,13150,13350,56328,102697.0,7692642.0
2018-03-22,13400,13500,13150,13300,31239,102312.0,7692642.0
2018-03-23,13050,13250,12700,12750,63053,98081.0,7692642.0
2018-03-26,12500,12800,12350,12700,30577,97697.0,7692642.0
2018-03-27,12800,12950,12600,12750,33860,98081.0,7692642.0
2018-03-28,12500,12650,12350,12500,20966,96158.0,7692642.0
2018-03-29,12500,12700,12300,12600,19414,96927.0,7692642.0
2018-03-30,12600,12950,12350,12900,16977,99235.0,7692642.0
2018-04-02,12900,12900,12300,12550,55824,96543.0,7692642.0
2018-04-03,12300,12600,12250,12600,27667,96927.0,7692642.0
2018-04-04,12500,12700,12200,12250,41911,94235.0,7692642.0
2018-04-05,12250,12500,12250,12250,23624,94235.0,7692642.0
2018-04-06,12250,12250,11750,11950,56999,91927.0,7692642.0
2018-04-09,11750,12000,11700,11950,10546,91927.0,7692642.0
2018-04-10,11850,12200,11750,12150,19405,93466.0,7692642.0
2018-04-11,12150,13200,12000,13000,85949,100004.0,7692642.0
2018-04-12,13000,13200,12750,13000,43872,100004.0,7692642.0
2018-04-13,13200,13500,12700,13450,48826,103466.0,7692642.0
2018-04-16,13450,13900,13400,13850,58484,106543.0,7692642.0
2018-04-17,14000,14800,13650,14300,156571,110005.0,7692642.0
2018-04-18,14350,18550,14300,16500,3145918,126929.0,7692642.0
2018-04-19,16300,16450,15050,15700,499267,120774.0,7692642.0
2018-04-20,15700,15850,15100,15200,221232,116928.0,7692642.0
2018-04-23,15250,15400,14450,14850,191933,114236.0,7692642.0
2018-04-24,15000,15600,14150,14200,269710,109236.0,7692642.0
2018-04-25,14350,14550,13700,14100,160349,108466.0,7692642.0
2018-04-26,14150,14450,14000,14400,46987,110774.0,7692642.0
2018-04-27,14300,14550,14000,14100,45704,108466.0,7692642.0
2018-04-30,13950,14350,13700,14350,77156,110389.0,7692642.0
2018-05-02,14350,14750,13900,14750,80935,113466.0,7692642.0
2018-05-03,14850,15000,14250,14500,76832,111543.0,7692642.0
2018-05-04,14600,14600,13700,13850,91402,106543.0,7692642.0
2018-05-08,13800,14150,13200,13250,67416,101928.0,7692642.0
2018-05-09,13150,14000,13150,13900,60847,106928.0,7692642.0
2018-05-10,13900,14050,13550,14050,21610,108082.0,7692642.0
2018-05-11,13850,14350,13850,13850,48718,106543.0,7692642.0
2018-05-14,13900,14550,13900,14300,48281,110005.0,7692642.0
2018-05-15,14450,14950,14350,14850,100468,114236.0,7692642.0
2018-05-16,14750,15500,14700,15400,182115,118621.0,7702642.0
2018-05-17,15300,15700,14950,15700,95266,120931.0,7702642.0
2018-05-18,15800,15800,15450,15650,69432,120546.0,7702642.0
2018-05-21,15550,15850,15300,15700,53410,120931.0,7702642.0
2018-05-23,15700,15700,14500,15400,137399,118621.0,7702642.0
2018-05-24,15650,15800,15400,15650,75542,120546.0,7702642.0
2018-05-25,15250,15800,15250,15450,59129,119006.0,7702642.0
2018-05-28,15450,15550,15150,15450,42557,119006.0,7702642.0
2018-05-29,15350,15700,15200,15300,50344,117850.0,7702642.0
2018-05-30,15450,15450,14500,15100,77797,116310.0,7702642.0
2018-05-31,15100,15350,14900,15300,45162,117850.0,7702642.0
2018-06-01,15100,16200,15100,16200,105011,124783.0,7702642.0
2018-06-04,16100,16600,16000,16350,68887,125938.0,7702642.0
2018-06-05,16300,16650,16100,16450,55555,126708.0,7702642.0
2018-06-07,16500,16600,16150,16350,27572,125938.0,7702642.0
2018-06-08,16500,16500,15700,15750,66276,121395.0,7707642.0
2018-06-11,15900,15900,15600,15750,28694,121395.0,7707642.0
2018-06-12,15750,15750,14700,14900,67954,114844.0,7707642.0
2018-06-14,14600,15100,14400,14900,31900,114844.0,7707642.0
2018-06-15,15050,15050,14700,14800,14248,114073.0,7707642.0
2018-06-18,14850,14850,13550,14200,57725,109449.0,7707642.0
2018-06-19,14150,14200,12700,13050,96411,100585.0,7707642.0
2018-06-20,12750,13700,12700,13350,58812,102897.0,7707642.0
2018-06-21,13500,13750,12950,13400,45774,103282.0,7707642.0
2018-06-22,13150,13400,12950,13400,25795,103282.0,7707642.0
2018-06-25,13450,13700,13250,13650,18821,105209.0,7707642.0
2018-06-26,13500,15500,13000,15000,119044,115615.0,7707642.0
2018-06-27,14900,15200,14500,14500,42478,111761.0,7707642.0
2018-06-28,14500,16250,14500,16000,151571,123322.0,7707642.0
2018-06-29,16200,16700,15350,15950,83724,123415.0,7737642.0
2018-07-02,15900,15950,14950,15000,87810,116065.0,7737642.0
2018-07-03,15000,17200,14900,16200,240799,125350.0,7737642.0
2018-07-04,16200,16600,15300,15500,95374,119933.0,7737642.0
2018-07-05,15350,16250,15350,15500,95921,119933.0,7737642.0
2018-07-06,15500,15850,15300,15700,36444,121481.0,7737642.0
2018-07-09,15700,15800,14700,14900,81220,115291.0,7737642.0
2018-07-10,14700,15400,14500,14500,99590,112196.0,7737642.0
2018-07-11,14600,14750,14100,14300,60077,110648.0,7737642.0
2018-07-12,14300,15550,14300,15150,62556,117225.0,7737642.0
2018-07-13,15500,15800,14950,15700,83576,121481.0,7737642.0
2018-07-16,16050,16500,15650,16350,76864,126510.0,7737642.0
2018-07-17,16500,17100,16150,16300,114175,126124.0,7737642.0
2018-07-18,16300,16650,16100,16500,70404,127671.0,7737642.0
2018-07-19,16400,16850,15950,16000,68686,123802.0,7737642.0
2018-07-20,16000,16650,15700,15950,97904,123415.0,7737642.0
2018-07-23,16100,16300,15500,15700,56212,121481.0,7737642.0
2018-07-24,15950,17200,14900,15000,198172,116065.0,7737642.0
2018-07-25,15250,15250,13750,14300,136377,110648.0,7737642.0
2018-07-26,14300,14650,13950,14500,54920,112196.0,7737642.0
2018-07-27,14550,15200,14350,15100,42090,116838.0,7737642.0
2018-07-30,15100,15100,14650,14700,31572,113743.0,7737642.0
2018-07-31,14700,14700,14250,14550,40452,112583.0,7737642.0
2018-08-01,14550,14850,14200,14600,29892,112970.0,7737642.0
2018-08-02,14600,14950,14450,14600,26470,112970.0,7737642.0
2018-08-03,14800,15100,14550,15100,28794,116838.0,7737642.0
2018-08-06,15150,15350,14800,15350,35110,118773.0,7737642.0
2018-08-07,15550,15650,14950,15350,43460,118773.0,7737642.0
2018-08-08,15350,15700,15150,15400,35402,119160.0,7737642.0
2018-08-09,15600,15600,15050,15250,19716,117999.0,7737642.0
2018-08-10,15200,15500,15000,15200,38948,117612.0,7737642.0
2018-08-13,15200,16350,14350,14400,112618,111422.0,7737642.0
2018-08-14,14550,14950,14450,14900,29948,115291.0,7737642.0
2018-08-16,14850,15200,14400,15100,19665,116838.0,7737642.0
2018-08-17,15200,15450,14900,15450,20986,119547.0,7737642.0
2018-08-20,15450,15550,15100,15300,16612,118386.0,7737642.0
2018-08-21,15500,15500,15150,15400,27257,119160.0,7737642.0
2018-08-22,15350,15900,15350,15800,55049,122255.0,7737642.0
2018-08-23,15750,16150,15550,15800,34949,122255.0,7737642.0
2018-08-24,15700,16600,15650,16550,120242,128058.0,7737642.0
2018-08-27,16600,16900,16250,16500,51255,127671.0,7737642.0
2018-08-28,16500,17500,16400,17500,148037,135409.0,7737642.0
2018-08-29,17900,18900,17450,18050,206141,139664.0,7737642.0
2018-08-30,18050,19200,15850,16000,590078,123802.0,7737642.0
2018-08-31,16100,16100,15250,15600,203841,120707.0,7737642.0
2018-09-03,15450,15650,15200,15300,109231,118386.0,7737642.0
2018-09-04,15350,15550,15000,15100,97655,116838.0,7737642.0
2018-09-05,15150,15350,14950,15050,70153,116452.0,7737642.0
2018-09-06,14900,15000,14550,14650,104509,113356.0,7737642.0
2018-09-07,14550,15050,14550,15000,60257,116065.0,7737642.0
2018-09-10,15150,15200,14800,14900,53587,115291.0,7737642.0
2018-09-11,14950,16150,14800,15350,240536,118773.0,7737642.0
2018-09-12,15300,15350,14750,14800,103894,114517.0,7737642.0
2018-09-13,15000,15200,14600,14850,79539,114904.0,7737642.0
2018-09-14,15000,15000,14600,14700,41202,113743.0,7737642.0
2018-09-17,14800,14800,14350,14700,38144,113743.0,7737642.0
2018-09-18,14550,14600,14150,14150,56849,109488.0,7737642.0
2018-09-19,14150,14300,13750,13800,59391,106779.0,7737642.0
2018-09-20,14000,14100,13750,13950,27138,107940.0,7737642.0
2018-09-21,13850,14200,13850,13900,20412,107553.0,7737642.0
2018-09-27,13850,14200,13750,14200,31735,109875.0,7737642.0
2018-09-28,14250,14700,14050,14450,41300,111809.0,7737642.0
2018-10-01,14750,15300,14700,14900,106184,115291.0,7737642.0
2018-10-02,14750,15050,14650,14900,34946,115291.0,7737642.0
2018-10-04,15000,15000,14600,14650,32401,113356.0,7737642.0
2018-10-05,14400,14850,14100,14200,43240,109875.0,7737642.0
2018-10-08,14000,14400,13900,13950,36476,107940.0,7737642.0
2018-10-10,13950,14150,13300,13350,43458,103298.0,7737642.0
2018-10-11,12500,13150,11700,11800,106291,91304.0,7737642.0
2018-10-12,12000,12800,11750,12550,60323,97107.0,7737642.0
2018-10-15,12500,12850,12250,12500,24239,96721.0,7737642.0
2018-10-16,12500,13100,12500,13000,11479,100589.0,7737642.0
2018-10-17,13150,13850,12900,13200,26188,102137.0,7737642.0
2018-10-18,13300,13400,12900,13300,17636,102911.0,7737642.0
2018-10-19,13650,13650,13300,13400,45032,103684.0,7737642.0
2018-10-22,13250,14100,13250,13700,59398,106006.0,7737642.0
2018-10-23,13500,13650,12550,12700,45013,98268.0,7737642.0
2018-10-24,12800,13100,12000,12600,53176,97494.0,7737642.0
2018-10-25,11950,12450,11900,12400,33887,95947.0,7737642.0
2018-10-26,12500,12500,10800,11150,150060,86275.0,7737642.0
2018-10-29,10900,11250,9960,9970,61769,77144.0,7737642.0
2018-10-30,9060,10400,9060,10300,78275,79698.0,7737642.0
2018-10-31,10400,10900,10250,10650,25823,82406.0,7737642.0
2018-11-01,10650,11150,10650,10950,12112,84727.0,7737642.0
2018-11-02,11000,11450,10950,11450,20436,88596.0,7737642.0
2018-11-05,11450,11500,11050,11200,20691,86662.0,7737642.0
2018-11-06,11400,11400,11100,11350,7506,87822.0,7737642.0
2018-11-07,11350,11700,10750,11000,25601,85114.0,7737642.0
2018-11-08,11150,11500,10900,11050,22987,85501.0,7737642.0
2018-11-09,11150,11150,10600,11000,16412,85114.0,7737642.0
2018-11-12,10800,11100,10650,10650,12213,82406.0,7737642.0
2018-11-13,10350,10850,10050,10850,21502,83953.0,7737642.0
2018-11-14,10850,11100,10500,10800,9228,83567.0,7737642.0
2018-11-15,10550,10800,10350,10500,26647,81245.0,7737642.0
2018-11-16,10350,10700,10350,10700,14438,82793.0,7737642.0
2018-11-19,10700,10900,10550,10850,15775,83953.0,7737642.0
2018-11-20,10600,10800,10550,10650,14066,82459.0,7742642.0
2018-11-21,10400,10850,10400,10750,13164,83233.0,7742642.0
2018-11-22,10950,11100,10600,10750,9669,83233.0,7742642.0
2018-11-23,10750,11600,10750,11100,29311,85943.0,7742642.0
2018-11-26,11000,11400,11000,11200,16180,86718.0,7742642.0
2018-11-27,11200,11400,11100,11250,19827,87105.0,7742642.0
2018-11-28,11350,11350,10850,10900,15611,84395.0,7742642.0
2018-11-29,10950,11100,10800,10900,15133,84395.0,7742642.0
2018-11-30,10850,10950,10400,10400,22357,80523.0,7742642.0
2018-12-03,10500,10600,10400,10500,18434,81298.0,7742642.0
2018-12-04,10550,10600,10250,10250,26616,79362.0,7742642.0
2018-12-05,10000,10200,9950,10050,31306,77814.0,7742642.0
2018-12-06,10050,10100,9540,9650,29801,74716.0,7742642.0
2018-12-07,9620,10900,9620,9990,73377,77349.0,7742642.0
2018-12-10,9970,9970,9600,9750,24917,75491.0,7742642.0
2018-12-11,9780,10150,9630,9810,31075,75955.0,7742642.0
2018-12-12,9820,10450,9820,10200,26427,78975.0,7742642.0
2018-12-13,10200,11250,10050,10300,80642,79749.0,7742642.0
2018-12-14,10400,10950,9960,10050,58965,77814.0,7742642.0
2018-12-17,10150,10200,9850,10000,19166,77426.0,7742642.0
2018-12-18,9870,9980,9850,9930,12281,76884.0,7742642.0
2018-12-19,9970,10050,9880,9970,14662,77194.0,7742642.0
2018-12-20,9870,10700,9800,10200,68329,78975.0,7742642.0
2018-12-21,10050,10400,9980,9980,18668,77272.0,7742642.0
2018-12-24,9900,9960,9780,9790,13119,75800.0,7742642.0
2018-12-26,9730,9730,9200,9230,25543,71465.0,7742642.0
2018-12-27,9300,9530,9300,9370,9473,72549.0,7742642.0
2018-12-28,9360,9600,9360,9600,11043,74329.0,7742642.0
2019-01-02,9750,9770,9550,9660,12512,74794.0,7742642.0
2019-01-03,9690,9700,9410,9410,7171,72858.0,7742642.0
2019-01-04,9450,9500,9280,9500,9389,73555.0,7742642.0
2019-01-07,9510,9690,9400,9460,7396,73245.0,7742642.0
2019-01-08,9460,9590,9200,9280,15562,71852.0,7742642.0
2019-01-09,9290,9490,9250,9440,10771,73091.0,7742642.0
2019-01-10,9450,9550,9430,9500,11246,73555.0,7742642.0
2019-01-11,9550,9550,9450,9540,9463,73865.0,7742642.0
2019-01-14,9540,9590,9500,9530,6144,73787.0,7742642.0
2019-01-15,9560,9690,9530,9690,7200,75026.0,7742642.0
2019-01-16,9720,9860,9560,9560,14685,74020.0,7742642.0
2019-01-17,9500,9620,9440,9460,9143,73245.0,7742642.0
2019-01-18,9500,9680,9470,9620,13516,74484.0,7742642.0
2019-01-21,9720,9840,9520,9590,52337,74252.0,7742642.0
2019-01-22,9650,9730,9600,9660,16406,74794.0,7742642.0
2019-01-23,9660,9750,9650,9730,6722,75336.0,7742642.0
2019-01-24,9730,10150,9680,10100,26376,78201.0,7742642.0
2019-01-25,10100,10300,9950,10150,33725,78588.0,7742642.0
2019-01-28,10050,10100,9890,9920,26419,76807.0,7742642.0
2019-01-29,10000,10000,9810,9900,15226,76652.0,7742642.0
2019-01-30,9860,9980,9850,9880,14408,76497.0,7742642.0
2019-01-31,9980,9980,9860,9910,7967,76730.0,7742642.0
2019-02-01,9940,9980,9830,9840,7226,76188.0,7742642.0
2019-02-07,9900,10100,9900,10000,12108,77426.0,7742642.0
2019-02-08,10000,10100,9930,10100,9401,78201.0,7742642.0
2019-02-11,10150,10250,10000,10200,11407,78975.0,7742642.0
2019-02-12,10300,10750,10150,10400,21710,80523.0,7742642.0
2019-02-13,10500,10500,10100,10250,22165,79362.0,7742642.0
2019-02-14,10300,10350,10050,10150,12485,78588.0,7742642.0
2019-02-15,10350,10400,10000,10100,18748,78201.0,7742642.0
2019-02-18,10100,10450,10100,10250,36085,79362.0,7742642.0
2019-02-19,10300,10350,10200,10350,15259,80136.0,7742642.0
2019-02-20,10350,10700,10300,10650,45699,82459.0,7742642.0
2019-02-21,10750,11050,10450,10650,62091,82459.0,7742642.0
2019-02-22,10800,10800,10250,10300,26836,79749.0,7742642.0
2019-02-25,10450,10550,10250,10300,18262,79749.0,7742642.0
2019-02-26,10400,10400,10200,10300,13685,79749.0,7742642.0
2019-02-27,10200,10300,10050,10300,25912,79749.0,7742642.0
2019-02-28,10300,10350,10000,10100,29311,78201.0,7742642.0
2019-03-04,10100,10250,10100,10100,18318,78201.0,7742642.0
2019-03-05,10100,10250,10100,10200,14586,78975.0,7742642.0
2019-03-06,10150,10450,10100,10350,23082,80136.0,7742642.0
2019-03-07,10300,10550,10200,10300,26853,79749.0,7742642.0
2019-03-08,10250,10300,9970,10000,22938,77426.0,7742642.0
2019-03-11,10000,10050,9950,10050,15718,77814.0,7742642.0
2019-03-12,10050,10200,10000,10150,16425,78588.0,7742642.0
2019-03-13,10100,10200,10000,10100,21420,78201.0,7742642.0
2019-03-14,10150,10250,9990,10150,54696,78588.0,7742642.0
2019-03-15,10150,10150,9980,9990,25665,77349.0,7742642.0
2019-03-18,10000,10100,9870,9940,20105,76962.0,7742642.0
2019-03-19,9930,9990,9850,9980,14712,77272.0,7742642.0
2019-03-20,9930,10000,9580,9860,25310,76342.0,7742642.0
2019-03-21,9810,9880,9680,9760,21191,75568.0,7742642.0
2019-03-22,9820,9950,9820,9900,15840,76652.0,7742642.0
2019-03-25,9820,9870,9510,9560,30059,74020.0,7742642.0
2019-03-26,9580,9650,9510,9510,9927,73633.0,7742642.0
2019-03-27,9520,9530,9290,9340,25886,72316.0,7742642.0
2019-03-28,9340,9390,9080,9130,22625,70690.0,7742642.0
2019-03-29,9110,9170,9040,9120,16689,70613.0,7742642.0
2019-04-01,9050,9210,9020,9210,15818,71310.0,7742642.0
2019-04-02,9260,9310,9150,9310,13258,72084.0,7742642.0
2019-04-03,9310,9390,9300,9320,13031,72161.0,7742642.0
2019-04-04,9260,9360,9260,9340,9929,72316.0,7742642.0
2019-04-05,9390,9570,9350,9450,14477,73168.0,7742642.0
2019-04-08,9460,9940,9460,9880,33665,76497.0,7742642.0
2019-04-09,9920,9930,9800,9870,13063,76420.0,7742642.0
2019-04-10,9870,9870,9750,9830,15976,76110.0,7742642.0
2019-04-11,9830,9950,9800,9890,14683,76575.0,7742642.0
2019-04-12,9910,9930,9780,9920,17538,76807.0,7742642.0
2019-04-15,9950,10100,9840,10000,21390,77426.0,7742642.0
2019-04-16,9910,10050,9910,10000,14933,77426.0,7742642.0
2019-04-17,9990,10000,9940,9980,9919,77272.0,7742642.0
2019-04-18,9950,9980,9650,9650,26495,74716.0,7742642.0
2019-04-19,9710,9750,9650,9740,4936,75413.0,7742642.0
2019-04-22,9840,9840,9690,9780,8617,75723.0,7742642.0
2019-04-23,9700,9860,9680,9820,7390,76033.0,7742642.0
