셀트리온헬스케어(091990),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-03-27,68400,68800,65000,65100,1074048,9148278.0,140526549.0
2019-03-28,64300,67200,63600,65800,570328,9246647.0,140526549.0
2019-03-29,65900,67100,65100,66800,564765,9387173.0,140526549.0
2019-04-01,66000,67500,65800,66800,345417,9387173.0,140526549.0
2019-04-02,67300,69000,67100,68000,372328,9555805.0,140526549.0
2019-04-03,68000,69000,67500,68700,319542,9654174.0,140526549.0
2019-04-04,69000,69400,67700,68400,243176,9612016.0,140526549.0
2019-04-05,68300,69000,67600,67900,206163,9541753.0,140526549.0
2019-04-08,68900,69700,68400,69300,298423,9738490.0,140526549.0
2019-04-09,70000,70700,69300,70400,435104,9893069.0,140526549.0
2019-04-10,70400,70800,69600,70000,301186,9836858.0,140526549.0
2019-04-11,70500,71300,69900,71300,512011,10019543.0,140526549.0
2019-04-12,71000,71100,70200,70400,254513,9893069.0,140526549.0
2019-04-15,70400,70400,69300,69700,306918,9794700.0,140526549.0
2019-04-16,69700,71200,69100,71000,297679,9977385.0,140526549.0
2019-04-17,70800,71300,70600,71100,235219,9991438.0,140526549.0
2019-04-18,70700,71000,69200,69400,410436,9752543.0,140526549.0
2019-04-19,69600,77400,69600,76300,1924337,10722176.0,140526549.0
2019-04-22,76000,79200,75700,76800,1142916,10792439.0,140526549.0
2019-04-23,77200,78600,75400,77600,711583,10904860.0,140526549.0
2019-04-24,77500,78300,76200,76800,456094,11006187.0,143309724.0
2019-04-25,76000,76500,74000,74100,528223,10619251.0,143309724.0
2019-04-26,73900,75700,73900,74900,414216,10733898.0,143309724.0
2019-04-29,75300,76500,74800,76500,331791,10963194.0,143309724.0
2019-04-30,76400,76400,74500,75600,370823,10834215.0,143309724.0
2019-05-02,74700,75300,73800,74400,369473,10662243.0,143309724.0
2019-05-03,74600,74700,72800,73800,377755,10576258.0,143309724.0
2019-05-07,73200,74900,72500,74100,368580,10619251.0,143309724.0
2019-05-08,73800,75100,73300,73500,343654,10533265.0,143309724.0
2019-05-09,74400,75900,73100,74100,595725,10619251.0,143309724.0
2019-05-10,74300,74400,69900,70500,720358,10103336.0,143309724.0
2019-05-13,69600,70700,67400,67400,613983,9659075.0,143309724.0
2019-05-14,66500,68400,66300,67300,431946,9644744.0,143309724.0
2019-05-15,68200,69100,67600,68600,411436,9831047.0,143309724.0
2019-05-16,69700,71800,68200,68300,475240,9822773.0,143818048.0
2019-05-17,69300,70200,67500,67600,269131,9722100.0,143818048.0
2019-05-20,67800,68500,65100,65300,493718,9391319.0,143818048.0
2019-05-21,60100,61400,59000,59000,10711275,8485265.0,143818048.0
2019-05-22,59700,60200,58600,59000,1896081,8485265.0,143818048.0
2019-05-23,59100,59400,56300,56500,1258739,8125720.0,143818048.0
2019-05-24,56200,57400,55800,56400,1177774,8111338.0,143818048.0
2019-05-27,56400,56900,53600,54100,1039171,7780556.0,143818048.0
2019-05-28,54500,56900,54500,56900,1073921,8183247.0,143818048.0
2019-05-29,56400,56400,54600,55800,710423,8025047.0,143818048.0
2019-05-30,55900,56300,54900,55900,890800,8039429.0,143818048.0
2019-05-31,55400,57900,54900,56900,791345,8183247.0,143818048.0
2019-06-03,56500,57300,56200,57000,387672,8197629.0,143818048.0
2019-06-04,57000,57800,56700,57400,356334,8255156.0,143818048.0
2019-06-05,58400,58500,57300,57500,392527,8269538.0,143818048.0
2019-06-07,57800,58000,56900,57300,270393,8240774.0,143818048.0
2019-06-10,57600,57700,57000,57600,288941,8283920.0,143818048.0
2019-06-11,57400,59400,57400,58900,505131,8470883.0,143818048.0
2019-06-12,59100,59200,57900,59000,424633,8485265.0,143818048.0
2019-06-13,58900,59700,58300,58800,894847,8456501.0,143818048.0
2019-06-14,59100,59100,56800,57100,439368,8212011.0,143818048.0
2019-06-17,57200,58200,56800,57600,286730,8283920.0,143818048.0
2019-06-18,57600,59200,57500,57700,442858,8298301.0,143818048.0
2019-06-19,58600,59800,58100,58900,560814,8470883.0,143818048.0
2019-06-20,59200,59600,58600,59300,344013,8528410.0,143818048.0
2019-06-21,59500,59600,58100,58800,376906,8456501.0,143818048.0
2019-06-24,58900,58900,57200,57500,327958,8269538.0,143818048.0
2019-06-25,57500,57700,56700,57000,243131,8197629.0,143818048.0
2019-06-26,57000,57800,56300,57400,287179,8255156.0,143818048.0
2019-06-27,57200,58700,55900,56600,524225,8140102.0,143818048.0
2019-06-28,56700,57500,55900,56500,343315,8125720.0,143818048.0
2019-07-01,57100,59300,56700,59000,597434,8485265.0,143818048.0
2019-07-02,59100,59400,56800,57200,423273,8226392.0,143818048.0
2019-07-03,57500,58000,56600,57400,272075,8255156.0,143818048.0
2019-07-04,57200,57400,56100,56700,283548,8154483.0,143818048.0
2019-07-05,56500,58000,56500,58000,227653,8341447.0,143818048.0
2019-07-08,57500,57900,56500,57300,307624,8240774.0,143818048.0
2019-07-09,57700,57700,52000,53000,1030083,7622357.0,143818048.0
2019-07-10,53500,54100,52000,52800,486572,7593593.0,143818048.0
2019-07-11,52900,54100,52400,53200,434285,7651120.0,143818048.0
2019-07-12,52900,53400,52500,52700,456801,7579211.0,143818048.0
2019-07-15,52600,52900,50400,50600,515896,7277193.0,143818048.0
2019-07-16,50400,52600,50400,51400,491122,7392248.0,143818048.0
2019-07-17,51500,51700,50500,50600,292802,7277193.0,143818048.0
2019-07-18,50300,50400,48900,49400,547619,7104612.0,143818048.0
2019-07-19,49400,51400,49400,51400,500485,7392248.0,143818048.0
2019-07-22,51500,52700,51400,51500,272599,7406629.0,143818048.0
2019-07-23,51300,51800,50300,51000,271080,7334720.0,143818048.0
2019-07-24,51000,51800,50300,50800,217175,7305957.0,143818048.0
2019-07-25,50800,51500,49900,50000,358037,7190902.0,143818048.0
2019-07-26,49650,51300,49650,51000,343210,7334720.0,143818048.0
2019-07-29,50700,50700,49500,49500,372540,7118993.0,143818048.0
2019-07-30,49950,50400,48400,48400,419284,6960794.0,143818048.0
2019-07-31,47600,48000,44300,46200,1493678,6644394.0,143818048.0
2019-08-01,46050,47250,45400,45400,674439,6529339.0,143818048.0
2019-08-02,44500,46350,43150,44200,846326,6356758.0,143818048.0
2019-08-05,44000,44150,40000,40000,1860023,5752722.0,143818048.0
2019-08-06,39000,42850,38200,40350,2246674,5803058.0,143818048.0
2019-08-07,41650,42050,39400,40300,1514134,5795867.0,143818048.0
2019-08-08,41000,41700,40650,41550,654228,5975640.0,143818048.0
2019-08-09,41900,42350,41100,41200,712581,5925304.0,143818048.0
2019-08-12,41200,41700,40600,41350,454036,5946876.0,143818048.0
2019-08-13,41050,41100,40350,40400,645280,5814289.0,143918048.0
2019-08-14,43000,43200,40550,40750,1161335,5864660.0,143918048.0
2019-08-16,40400,41550,40150,41450,602818,5965403.0,143918048.0
2019-08-19,41750,42100,41100,41150,416794,5922228.0,143918048.0
2019-08-20,41300,42000,41000,41700,462077,6001383.0,143918048.0
2019-08-21,41500,43150,41500,42300,937870,6087733.0,143918048.0
2019-08-22,42600,43150,41400,41600,756916,5986991.0,143918048.0
2019-08-23,40800,41350,40550,41000,557534,5900640.0,143918048.0
2019-08-26,39600,40150,37700,37700,1254753,5425710.0,143918048.0
2019-08-27,38700,39450,38300,38600,729247,5555237.0,143918048.0
2019-08-28,38600,42650,38400,42650,1559437,6138105.0,143918048.0
2019-08-29,42650,44500,41900,43650,1812957,6282023.0,143918048.0
2019-08-30,44400,45450,44100,44450,954713,6397157.0,143918048.0
2019-09-02,44000,45750,43400,45500,698930,6548271.0,143918048.0
2019-09-03,45500,46600,45000,45350,717423,6526683.0,143918048.0
2019-09-04,44950,46750,44900,46350,658702,6670602.0,143918048.0
2019-09-05,46850,46950,45450,46100,636485,6634622.0,143918048.0
2019-09-06,46600,46600,45250,46400,439320,6677797.0,143918048.0
2019-09-09,46800,46800,45600,46050,399281,6627426.0,143918048.0
2019-09-10,46000,46500,45350,45350,345296,6526683.0,143918048.0
2019-09-11,46100,48300,45950,47750,1222634,6872087.0,143918048.0
2019-09-16,48500,51000,47550,50900,1190681,7325429.0,143918048.0
2019-09-17,50900,53800,50300,52100,1331435,7498130.0,143918048.0
2019-09-18,52400,53200,50900,51500,675825,7411779.0,143918048.0
2019-09-19,52200,52500,49700,50500,786245,7267861.0,143918048.0
2019-09-20,51000,52800,50900,52800,751584,7598873.0,143918048.0
2019-09-23,53800,53800,50700,51100,877870,7354212.0,143918048.0
2019-09-24,50300,52200,49800,50900,754355,7325429.0,143918048.0
2019-09-25,50900,52700,50600,51400,845328,7397388.0,143918048.0
2019-09-26,52900,52900,50500,51400,541060,7397388.0,143918048.0
2019-09-27,51800,51800,50300,51000,368402,7339820.0,143918048.0
2019-09-30,51300,51400,49600,50400,533763,7253470.0,143918048.0
2019-10-01,51500,55200,50900,54800,1734071,7886709.0,143918048.0
2019-10-02,54000,55300,53300,53300,1001070,7670832.0,143918048.0
2019-10-04,53100,53900,52500,52800,598668,7598873.0,143918048.0
2019-10-07,53600,55500,53100,55100,1103145,7929884.0,143918048.0
