교보7호스팩(267320),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-03-25,2100,2100,2100,2100,2,8442.0,4020000.0
2019-03-26,2130,2130,2065,2120,4,8522.0,4020000.0
2019-03-27,2120,2120,2120,2120,50,8522.0,4020000.0
2019-03-28,2120,2120,2095,2115,208,8502.0,4020000.0
2019-03-29,2135,2135,2100,2130,5003,8563.0,4020000.0
2019-04-01,2120,2120,2120,2120,0,8522.0,4020000.0
2019-04-02,2080,2115,2080,2110,2403,8482.0,4020000.0
2019-04-03,2090,2110,2090,2110,601,8482.0,4020000.0
2019-04-04,2070,2110,2070,2090,707,8402.0,4020000.0
2019-04-05,2110,2110,2090,2105,1750,8462.0,4020000.0
2019-04-08,2100,2100,2090,2100,1152,8442.0,4020000.0
2019-04-09,2110,2110,2110,2110,1,8482.0,4020000.0
2019-04-10,2100,2110,2100,2110,16,8482.0,4020000.0
2019-04-11,2115,2115,2065,2110,5157,8482.0,4020000.0
2019-04-12,2105,2120,2095,2120,12040,8522.0,4020000.0
2019-04-15,2120,2125,2090,2115,1066,8502.0,4020000.0
2019-04-16,2130,2130,2095,2115,12383,8502.0,4020000.0
2019-04-17,2105,2125,2105,2125,418,8542.0,4020000.0
2019-04-18,2085,2135,2080,2130,5028,8563.0,4020000.0
2019-04-19,2135,2135,2090,2135,459,8583.0,4020000.0
2019-04-22,2090,2135,2090,2130,4712,8563.0,4020000.0
2019-04-23,2100,2140,2100,2135,1111,8583.0,4020000.0
2019-04-24,2135,2140,2085,2135,1565,8583.0,4020000.0
2019-04-25,2120,2125,2085,2125,5176,8542.0,4020000.0
2019-04-26,2130,2130,2120,2120,4334,8522.0,4020000.0
2019-04-29,2130,2130,2095,2105,1746,8462.0,4020000.0
2019-04-30,2130,2130,2105,2120,506,8522.0,4020000.0
2019-05-02,2130,2130,2100,2120,509,8522.0,4020000.0
2019-05-03,2105,2125,2100,2125,9266,8542.0,4020000.0
2019-05-07,2135,2390,2135,2200,104801,8844.0,4020000.0
2019-05-08,2190,2290,2185,2220,71699,8924.0,4020000.0
2019-05-09,2200,2250,2200,2225,12605,8944.0,4020000.0
2019-05-10,2240,2300,2170,2235,125542,8985.0,4020000.0
2019-05-13,2235,2245,2150,2200,28562,8844.0,4020000.0
2019-05-14,2235,2300,2195,2200,63226,8844.0,4020000.0
2019-05-15,2105,2200,2105,2190,70722,8804.0,4020000.0
2019-05-16,2150,2235,2150,2205,45825,8864.0,4020000.0
2019-05-17,2205,2245,2200,2210,10638,8884.0,4020000.0
2019-05-20,2210,2240,2185,2185,12660,8784.0,4020000.0
2019-05-21,2170,2225,2150,2215,11702,8904.0,4020000.0
2019-05-22,2220,2240,2105,2235,19050,8985.0,4020000.0
2019-05-23,2240,2240,2185,2230,129,8965.0,4020000.0
2019-05-24,2240,2250,2230,2250,2166,9045.0,4020000.0
2019-05-27,2210,2250,2210,2250,5041,9045.0,4020000.0
2019-05-28,2250,2270,2130,2205,13459,8864.0,4020000.0
2019-05-29,2205,2215,2200,2200,2512,8844.0,4020000.0
2019-05-30,2165,2200,2165,2200,1007,8844.0,4020000.0
2019-05-31,2165,2200,2165,2195,1909,8824.0,4020000.0
2019-06-03,2230,2230,2165,2220,3022,8924.0,4020000.0
2019-06-04,2280,2280,2200,2210,9260,8884.0,4020000.0
2019-06-05,2225,2225,2185,2215,1575,8904.0,4020000.0
2019-06-07,2210,2230,2210,2225,3577,8944.0,4020000.0
2019-06-10,2230,2350,2185,2290,22921,9206.0,4020000.0
2019-06-11,2200,2280,2200,2260,1988,9085.0,4020000.0
2019-06-12,2270,2270,2210,2250,3158,9045.0,4020000.0
2019-06-13,2300,2325,2200,2320,22505,9326.0,4020000.0
2019-06-14,2340,2340,2265,2300,19348,9246.0,4020000.0
2019-06-17,2340,2340,2300,2330,18975,9367.0,4020000.0
2019-06-18,2345,2345,2335,2335,551,9387.0,4020000.0
2019-06-19,2385,2385,2300,2330,13838,9367.0,4020000.0
2019-06-20,2320,2330,2300,2330,18919,9367.0,4020000.0
2019-06-21,2330,2360,2285,2345,41714,9427.0,4020000.0
2019-06-24,2330,2380,2250,2270,12181,9125.0,4020000.0
2019-06-25,2245,2295,2245,2260,47634,9085.0,4020000.0
2019-06-26,2285,2285,2155,2235,61932,8985.0,4020000.0
2019-06-27,2270,2300,2250,2285,10639,9186.0,4020000.0
2019-06-28,2315,2350,2260,2350,15509,9447.0,4020000.0
2019-07-01,2385,2385,2320,2370,7876,9527.0,4020000.0
2019-07-02,2375,2480,2310,2435,34046,9789.0,4020000.0
2019-07-03,2470,2470,2430,2445,6074,9829.0,4020000.0
2019-07-04,2440,2445,2345,2420,4559,9728.0,4020000.0
2019-07-05,0,0,0,2420,0,9728.0,4020000.0
2019-07-08,0,0,0,2420,0,,
2019-07-09,0,0,0,2420,0,,
2019-07-10,0,0,0,2420,0,,
2019-07-11,0,0,0,2420,0,,
2019-07-12,0,0,0,2420,0,,
2019-07-15,0,0,0,2420,0,,
2019-07-16,0,0,0,2420,0,,
2019-07-17,0,0,0,2420,0,,
2019-07-18,0,0,0,2420,0,,
2019-07-19,0,0,0,2420,0,,
2019-07-22,0,0,0,2420,0,,
2019-07-23,0,0,0,2420,0,,
2019-07-24,0,0,0,2420,0,,
2019-07-25,0,0,0,2420,0,,
2019-07-26,0,0,0,2420,0,,
2019-07-29,0,0,0,2420,0,,
2019-07-30,0,0,0,2420,0,,
2019-07-31,0,0,0,2420,0,,
2019-08-01,0,0,0,2420,0,,
2019-08-02,0,0,0,2420,0,,
2019-08-05,0,0,0,2420,0,,
2019-08-06,0,0,0,2420,0,,
2019-08-07,0,0,0,2420,0,,
2019-08-08,0,0,0,2420,0,,
2019-08-09,0,0,0,2420,0,,
2019-08-12,0,0,0,2420,0,,
2019-08-13,0,0,0,2420,0,,
2019-08-14,0,0,0,2420,0,,
2019-08-16,0,0,0,2420,0,,
2019-08-19,0,0,0,2420,0,,
2019-08-20,0,0,0,2420,0,,
2019-08-21,0,0,0,2420,0,,
2019-08-22,0,0,0,2420,0,,
2019-08-23,0,0,0,2420,0,,
2019-08-26,0,0,0,2420,0,,
2019-08-27,0,0,0,2420,0,,
2019-08-28,0,0,0,2420,0,,
2019-08-29,0,0,0,2420,0,,
2019-08-30,0,0,0,2420,0,,
2019-09-02,0,0,0,2420,0,,
2019-09-03,0,0,0,2420,0,,
2019-09-04,0,0,0,2420,0,,
2019-09-05,0,0,0,2420,0,,
2019-09-06,0,0,0,2420,0,,
2019-09-09,0,0,0,2420,0,,
2019-09-10,0,0,0,2420,0,,
2019-09-11,0,0,0,2420,0,,
2019-09-16,0,0,0,2420,0,,
2019-09-17,0,0,0,2420,0,,
2019-09-18,0,0,0,2420,0,,
2019-09-19,0,0,0,2420,0,,
2019-09-20,0,0,0,2420,0,,
2019-09-23,0,0,0,2420,0,,
2019-09-24,0,0,0,2420,0,,
2019-09-25,0,0,0,2420,0,,
2019-09-26,0,0,0,2420,0,,
2019-09-27,0,0,0,2420,0,,
2019-09-30,0,0,0,2420,0,,
2019-10-01,0,0,0,2420,0,,
2019-10-02,0,0,0,2420,0,,
2019-10-04,0,0,0,2420,0,,
2019-10-07,0,0,0,2420,0,,
