대원(007680),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-08-22,12400,12650,12050,12350,31830,136468.0,11050000.0
2019-08-23,12150,12200,11950,12050,20910,133152.0,11050000.0
2019-08-26,11700,11900,11400,11500,28602,127075.0,11050000.0
2019-08-27,11600,13950,11600,12400,206177,137020.0,11050000.0
2019-08-28,12300,12500,12150,12350,20275,136468.0,11050000.0
2019-08-29,12400,12500,12200,12450,20014,137572.0,11050000.0
2019-08-30,12350,12450,12250,12250,11970,135362.0,11050000.0
2019-09-02,12150,12350,11950,12050,19908,133152.0,11050000.0
2019-09-03,12150,12350,12050,12250,11140,135362.0,11050000.0
2019-09-04,12250,12300,12100,12250,7403,135362.0,11050000.0
2019-09-05,12400,12600,12050,12150,21814,134258.0,11050000.0
2019-09-06,12150,13250,12150,12900,108831,142545.0,11050000.0
2019-09-09,12800,12900,12550,12550,28414,138678.0,11050000.0
2019-09-10,12500,12750,12450,12500,15565,138125.0,11050000.0
2019-09-11,12650,12850,12300,12550,23209,138678.0,11050000.0
2019-09-16,12500,13300,12450,13200,64967,145860.0,11050000.0
2019-09-17,13050,13750,12850,13250,137810,146412.0,11050000.0
2019-09-18,13250,13400,13150,13250,26106,146412.0,11050000.0
2019-09-19,13250,13450,13100,13100,18728,144755.0,11050000.0
2019-09-20,13100,13200,12900,13000,19435,143650.0,11050000.0
2019-09-23,12800,12950,12750,12750,18695,140888.0,11050000.0
2019-09-24,12850,12900,12750,12850,12008,141992.0,11050000.0
2019-09-25,12750,12950,12500,12500,21537,138125.0,11050000.0
2019-09-26,12800,12800,12300,12350,19982,136468.0,11050000.0
2019-09-27,12500,12500,12150,12200,12667,134810.0,11050000.0
2019-09-30,12250,12350,11950,11950,18586,132048.0,11050000.0
2019-10-01,11850,12150,11850,12000,20817,132600.0,11050000.0
2019-10-02,11850,11950,11550,11550,21577,127628.0,11050000.0
2019-10-04,11450,11600,11250,11250,24009,124312.0,11050000.0
2019-10-07,11200,11400,10850,10900,38894,120445.0,11050000.0
