헬릭스미스(084990),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-12-09,75880,78944,75645,78159,89283,1587648.0,15956260.0
2016-12-12,78708,84128,78708,82087,155312,1667429.0,15956260.0
2016-12-13,82714,83500,81300,82794,60139,1681790.0,15956260.0
2016-12-14,82950,83578,81614,82479,68376,1675407.0,15956260.0
2016-12-15,81300,84442,81300,84050,78140,1707320.0,15956260.0
2016-12-16,84050,84050,81772,82479,72818,1675407.0,15956260.0
2016-12-19,83342,83342,79337,80280,82058,1630730.0,15956260.0
2016-12-20,80201,80986,78158,78159,79977,1587648.0,15956260.0
2016-12-21,78551,78551,75801,76981,100088,1563713.0,15956260.0
2016-12-22,76509,77137,74073,75803,104864,1539779.0,15956260.0
2016-12-23,76038,78472,75173,78159,106773,1587648.0,15956260.0
2016-12-26,78708,80044,77530,77688,127286,1578074.0,15956260.0
2016-12-27,77766,78316,76823,78238,126116,1589243.0,15956260.0
2016-12-28,79572,82400,79337,82244,170764,1670620.0,15956260.0
2016-12-29,80907,82164,79572,81301,114560,1651473.0,15956260.0
2017-01-02,81536,82950,80122,82165,64045,1669025.0,15956260.0
2017-01-03,82479,82950,81457,82872,74366,1683385.0,15956260.0
2017-01-04,83342,89863,83342,89549,278585,1819014.0,15956260.0
2017-01-05,89626,93633,88763,91121,230518,1850926.0,15956260.0
2017-01-06,91748,93004,88998,89942,168684,1826992.0,15956260.0
2017-01-09,90098,92219,89234,90728,91141,1842948.0,15956260.0
2017-01-10,90726,90884,86956,87193,117331,1771145.0,15956260.0
2017-01-11,87192,88920,86956,87585,103183,1779123.0,15956260.0
2017-01-12,86013,87270,84521,86643,90725,1759975.0,15956260.0
2017-01-13,87192,91276,86328,90806,116398,1844544.0,15956260.0
2017-01-16,91276,93397,90648,91041,80575,1849331.0,15956260.0
2017-01-17,90726,91905,88056,88763,81271,1803057.0,15956260.0
2017-01-18,88841,89706,87820,89235,42477,1812631.0,15956260.0
2017-01-19,88763,89706,87820,88057,36842,1788697.0,15956260.0
2017-01-20,88606,89470,86485,86485,48489,1756784.0,15956260.0
2017-01-23,86013,87428,85070,86485,46466,1756784.0,15956260.0
2017-01-24,86485,87741,85463,85465,33203,1736041.0,15956260.0
2017-01-25,85620,86328,82400,84600,83092,1718489.0,15956260.0
2017-01-26,84835,85463,83107,83972,63785,1705724.0,15956260.0
2017-01-31,83657,84835,81143,81380,71475,1653069.0,15956260.0
2017-02-01,82322,85620,81850,85072,93846,1728063.0,15956260.0
2017-02-02,85070,85935,83814,83815,55344,1702533.0,15956260.0
2017-02-03,84050,84050,80907,81930,63028,1664238.0,15956260.0
2017-02-06,81457,83342,81222,83108,38472,1688172.0,15956260.0
2017-02-07,82557,84678,81929,82479,55067,1675407.0,15956260.0
2017-02-08,82479,83107,80986,82165,32127,1669025.0,15956260.0
2017-02-09,82164,83578,79101,79102,92464,1606795.0,15956260.0
2017-02-10,79808,80986,77609,78944,94583,1603604.0,15956260.0
2017-02-13,78394,79101,78316,78944,36623,1603604.0,15956260.0
2017-02-14,79101,79179,78158,78944,33882,1603604.0,15956260.0
2017-02-15,78944,81614,78708,81537,58877,1656260.0,15956260.0
2017-02-16,82086,82086,80122,80987,34824,1645090.0,15956260.0
2017-02-17,80986,81536,79729,80909,52357,1643495.0,15956260.0
2017-02-20,81300,81300,78787,78788,45562,1600413.0,15956260.0
2017-02-21,78787,79729,78394,79337,42181,1611582.0,15956260.0
2017-02-22,79494,79808,78237,78552,53826,1595626.0,15956260.0
2017-02-23,78236,78236,74780,75017,217752,1523823.0,15956260.0
2017-02-24,74702,76116,73838,74231,96966,1507867.0,15956260.0
2017-02-27,74702,76430,74309,74703,57083,1517440.0,15956260.0
2017-02-28,75016,75881,71953,73446,101938,1491910.0,15956260.0
2017-03-02,74073,75801,73759,75331,90390,1530205.0,15956260.0
2017-03-03,74702,75723,73603,75096,50148,1525418.0,15956260.0
2017-03-06,74781,77609,74702,75803,57308,1539779.0,15956260.0
2017-03-07,75723,76116,74859,75253,32838,1528610.0,15956260.0
2017-03-08,75566,75644,72424,72739,75517,1477550.0,15956260.0
2017-03-09,73053,73053,70539,70697,123190,1436063.0,15956260.0
2017-03-10,71325,73603,70695,73132,81888,1485528.0,15956260.0
2017-03-13,72973,74231,72345,72582,45432,1474358.0,15956260.0
2017-03-14,72973,72973,71088,72268,57251,1467976.0,15956260.0
2017-03-15,72267,72738,70775,70932,51848,1440850.0,15956260.0
2017-03-16,71638,72188,70695,71011,61291,1442446.0,15956260.0
2017-03-17,71010,71245,66925,67947,200246,1380216.0,15956260.0
2017-03-20,68575,69675,67789,68026,87197,1381812.0,15956260.0
2017-03-21,68104,69360,68104,69362,53570,1408938.0,15956260.0
2017-03-22,69125,70382,68732,69362,62918,1408938.0,15956260.0
2017-03-23,69282,69439,66061,66769,135695,1356282.0,15956260.0
2017-03-24,66768,67632,66219,66534,77293,1351495.0,15956260.0
2017-03-27,66140,67947,66140,67005,55151,1361069.0,15956260.0
2017-03-28,67554,70067,66768,70068,101262,1423298.0,15956260.0
2017-03-29,70225,73838,69047,72110,111707,1464785.0,15956260.0
2017-03-30,72345,73995,72345,73053,74250,1483932.0,15956260.0
2017-03-31,73288,74623,71403,74075,114102,1504675.0,15956260.0
2017-04-03,74072,75644,73366,75017,78123,1523823.0,15956260.0
2017-04-04,75409,77137,74388,74860,86698,1520632.0,15956260.0
2017-04-05,74859,76273,72817,73132,81790,1485528.0,15956260.0
2017-04-06,72424,77059,72424,76824,125217,1560522.0,15956260.0
2017-04-07,77294,79886,76666,77138,149388,1566905.0,15956260.0
2017-04-10,76980,77059,73681,74703,92697,1517440.0,15956260.0
2017-04-11,74388,76430,72581,73996,92900,1503080.0,15956260.0
2017-04-12,74545,74623,72110,72503,68194,1472763.0,15956260.0
2017-04-13,72895,74388,72660,73682,48019,1496697.0,15956260.0
2017-04-14,73288,76509,73288,75960,87080,1542970.0,15956260.0
2017-04-17,76351,76351,74859,76116,37927,1546162.0,15956260.0
2017-04-18,76038,77530,74623,75646,82857,1536588.0,15956260.0
2017-04-19,75487,75487,73916,75017,41750,1523823.0,15956260.0
2017-04-20,74781,75723,74231,75096,52961,1525418.0,15956260.0
2017-04-21,75409,75409,74073,74310,47253,1509462.0,15956260.0
2017-04-24,74466,74466,72110,72268,71387,1467976.0,15956260.0
2017-04-25,72345,73759,72110,72975,39957,1482337.0,15956260.0
2017-04-26,73053,73288,72267,72739,31729,1477550.0,15956260.0
2017-04-27,72424,72973,70695,71404,49479,1450424.0,15956260.0
2017-04-28,72267,72817,71403,72425,45512,1471167.0,15956260.0
2017-05-02,72424,72895,71403,71640,38714,1455211.0,15956260.0
2017-05-04,71874,72503,71560,72503,34904,1472763.0,15956260.0
2017-05-08,72738,75409,72267,75253,101190,1528610.0,15956260.0
2017-05-10,75409,75881,73523,74860,54092,1520632.0,15956260.0
2017-05-11,74231,75645,73681,75096,44505,1525418.0,15956260.0
2017-05-12,74781,75331,73288,73289,52980,1488719.0,15956260.0
2017-05-15,73288,74938,73053,74231,44814,1507867.0,15956260.0
2017-05-16,74388,74545,71795,72032,63474,1463189.0,15956260.0
2017-05-17,72267,72738,71325,72032,48300,1463189.0,15956260.0
2017-05-18,70853,71717,69360,70854,101935,1439255.0,15956260.0
2017-05-19,71403,73210,70617,73053,65632,1483932.0,15956260.0
2017-05-22,73130,75094,73052,75017,99865,1523823.0,15956260.0
2017-05-23,75409,76351,74702,75881,88059,1541375.0,15956260.0
2017-05-24,75881,76351,75016,75803,71567,1539779.0,15956260.0
2017-05-25,75959,76351,73916,74781,57290,1519036.0,15956260.0
2017-05-26,74938,75881,73916,75803,51975,1539779.0,15956260.0
2017-05-29,76116,76980,74623,74624,67939,1515845.0,15956260.0
2017-05-30,74859,76116,74073,75646,59460,1536588.0,15956260.0
2017-05-31,75723,79179,75566,79181,273041,1608391.0,15956260.0
2017-06-01,79965,80750,78629,79809,118416,1621156.0,15956260.0
2017-06-02,80515,81379,79022,81222,110136,1649877.0,15956260.0
2017-06-05,81693,83578,81065,82794,116740,1681790.0,15956260.0
2017-06-07,82635,83029,81222,82794,82846,1681790.0,15956260.0
2017-06-08,83107,83342,80672,81615,111102,1657855.0,15956260.0
2017-06-09,81693,81850,79101,79809,156392,1621156.0,15956260.0
2017-06-12,79179,79179,77137,77688,135329,1578074.0,15956260.0
2017-06-13,78079,82714,77294,82479,168567,1675407.0,15956260.0
2017-06-14,83657,84442,80750,81380,143607,1653069.0,15956260.0
2017-06-15,81300,82086,79337,81930,71758,1664238.0,15956260.0
2017-06-16,81300,82164,80122,80123,77032,1627539.0,15956260.0
2017-06-19,80122,86799,79101,86407,299696,1755189.0,15956260.0
2017-06-20,87113,87428,84050,84679,137741,1720085.0,15956260.0
2017-06-21,84678,84757,82557,84443,79078,1715298.0,15956260.0
2017-06-22,85620,87978,84207,85386,127019,1734445.0,15956260.0
2017-06-23,85620,86013,83264,84286,80772,1712107.0,15956260.0
2017-06-26,84364,84364,81693,82087,91384,1667429.0,15956260.0
2017-06-27,82086,83578,80044,80044,109907,1625943.0,15956260.0
2017-06-28,80201,81614,78551,78866,108244,1602009.0,15956260.0
2017-06-29,79651,82635,78394,82322,103185,1672216.0,15956260.0
2017-06-30,81143,82479,79651,80830,74459,1641899.0,15956260.0
2017-07-03,81457,81457,78865,79181,51542,1608391.0,15956260.0
2017-07-04,79729,80515,78394,78944,67028,1603604.0,15956260.0
2017-07-05,79101,80515,78708,79573,42554,1616369.0,15956260.0
2017-07-06,83735,86328,81614,82087,261834,1667429.0,15956260.0
2017-07-07,82714,84835,81772,84207,114601,1710511.0,15956260.0
2017-07-10,84442,84914,81536,81851,80773,1662642.0,15956260.0
2017-07-11,82557,83185,80672,81772,62871,1661047.0,15956260.0
2017-07-12,81693,82793,80672,81144,63644,1648282.0,15956260.0
2017-07-13,81222,81929,79415,81066,69960,1646686.0,15956260.0
2017-07-14,81065,82479,80594,82479,48524,1675407.0,15956260.0
2017-07-17,82793,84207,81614,82244,65042,1670620.0,15956260.0
2017-07-18,82479,82714,80201,80909,60262,1643495.0,15956260.0
2017-07-19,81379,81379,79651,80437,64268,1633921.0,15956260.0
2017-07-20,80907,81143,79886,80437,70512,1633921.0,15956260.0
2017-07-21,81222,82164,80436,80987,78992,1645090.0,15956260.0
2017-07-24,81300,81379,79337,79809,64567,1621156.0,15956260.0
2017-07-25,80122,80357,78316,79416,91655,1613178.0,15956260.0
2017-07-26,78865,82322,78629,80909,101502,1643495.0,15956260.0
2017-07-27,80907,81143,79494,80044,45712,1625943.0,15956260.0
2017-07-28,80594,80750,78865,79023,54571,1605200.0,15956260.0
2017-07-31,79022,80201,77844,80202,72712,1629134.0,15956260.0
2017-08-01,80750,81065,79337,80123,44551,1627539.0,15956260.0
2017-08-02,80672,83107,80357,82244,147064,1670620.0,15956260.0
2017-08-03,82635,83264,81300,83265,141148,1691364.0,15956260.0
2017-08-04,84442,84992,83264,83422,163887,1694555.0,15956260.0
2017-08-07,82714,84600,82714,84129,71212,1708915.0,15956260.0
2017-08-08,84600,85070,82479,82872,82173,1683385.0,15956260.0
2017-08-09,82164,83264,81222,81380,58985,1653069.0,15956260.0
2017-08-10,81143,82793,79965,80830,84919,1641899.0,15956260.0
2017-08-11,79415,80436,79101,79730,78365,1619560.0,15956260.0
2017-08-14,80357,81143,79494,80516,50374,1635517.0,15956260.0
2017-08-16,80672,81065,79886,81066,44040,1646686.0,15956260.0
2017-08-17,81379,82400,80750,81694,41110,1659451.0,15956260.0
2017-08-18,80907,81379,80357,81301,41946,1651473.0,15956260.0
2017-08-21,81065,81222,79729,79887,52004,1622752.0,15956260.0
2017-08-22,79886,81614,79808,81066,67809,1646686.0,15956260.0
2017-08-23,81379,88448,80750,88450,332296,1796675.0,15956260.0
2017-08-24,88448,93712,86799,93556,425383,1900391.0,15956260.0
2017-08-25,94654,97247,93004,96069,415150,1951451.0,15956260.0
2017-08-28,96854,100153,96147,96776,259459,1965811.0,15956260.0
2017-08-29,96461,99682,96068,98897,202640,2008893.0,15956260.0
2017-08-30,100310,101331,95204,95441,246665,1938686.0,15956260.0
2017-08-31,95440,98032,94104,97797,236433,1986554.0,15956260.0
2017-09-01,98189,101174,98189,98975,201822,2010489.0,15956260.0
2017-09-04,96618,104473,96304,102825,222743,2088674.0,15956260.0
2017-09-05,104238,105651,101881,102903,224104,2090270.0,15956260.0
2017-09-06,101645,103688,101331,103610,139519,2104631.0,15956260.0
2017-09-07,103923,112092,103766,110758,451300,2249833.0,15956260.0
2017-09-08,112014,113900,109736,113036,300551,2296106.0,15956260.0
2017-09-11,113507,115235,107222,109187,384462,2217920.0,15956260.0
2017-09-12,109736,109736,99682,100860,731099,2048784.0,15956260.0
2017-09-13,100703,102273,96775,99997,537797,2031232.0,15956260.0
2017-09-14,100388,102509,98975,99682,263192,2024849.0,15956260.0
2017-09-15,99132,102666,99053,101253,205527,2056762.0,15956260.0
2017-09-18,101253,101803,92141,92141,497052,1871669.0,15956260.0
2017-09-19,92533,95282,92141,94734,243275,1924325.0,15956260.0
2017-09-20,94811,95675,92769,92769,152380,1884434.0,15956260.0
2017-09-21,92141,95597,91984,91984,141654,1868478.0,15956260.0
2017-09-22,92376,92691,88291,89392,173637,1815822.0,15956260.0
2017-09-25,89706,90413,86013,86015,172790,1747210.0,15956260.0
2017-09-26,86485,95125,86092,93319,246159,1895604.0,15956260.0
2017-09-27,93869,94654,91119,91670,125515,1862096.0,15956260.0
2017-09-28,91748,93162,89863,89863,80923,1825396.0,15956260.0
2017-09-29,90569,95832,89706,92063,163866,1870074.0,15956260.0
2017-10-10,93004,94890,92298,92299,103715,1874861.0,15956260.0
2017-10-11,94969,98739,94419,95441,257773,1938686.0,15956260.0
2017-10-12,96618,96618,94340,95126,95657,1932303.0,15956260.0
2017-10-13,95597,98032,94104,95205,176988,1933899.0,15956260.0
2017-10-16,95518,95911,91669,91749,132041,1863691.0,15956260.0
2017-10-17,91748,92533,90726,91513,113997,1858904.0,15956260.0
2017-10-18,91434,95754,90648,93948,175590,1908369.0,15956260.0
2017-10-19,95047,98582,94969,97797,228661,1986554.0,15956260.0
2017-10-20,100310,101723,98189,99604,223940,2023254.0,15956260.0
2017-10-23,99838,100388,96539,97090,124271,1972194.0,15956260.0
2017-10-24,97168,98975,96147,97012,110050,1970598.0,15956260.0
2017-10-25,97797,99995,97089,98582,153269,2002511.0,15956260.0
2017-10-26,98975,101410,97403,98425,222258,1999319.0,15956260.0
2017-10-27,99132,114842,97325,114215,969571,2320040.0,15956260.0
2017-10-30,113900,117356,110600,114293,557464,2321636.0,15956260.0
2017-10-31,114370,119006,114135,116414,541341,2364718.0,15956260.0
2017-11-01,116098,118534,115078,118221,291642,2401417.0,15956260.0
2017-11-02,118298,121833,106516,109972,941587,2233876.0,15956260.0
2017-11-03,108951,111622,106280,110837,326230,2251428.0,15956260.0
2017-11-06,112485,112564,106437,107459,246238,2182816.0,15956260.0
2017-11-07,97717,106829,95597,105496,848604,2142926.0,15956260.0
2017-11-08,106437,106594,102116,103846,250834,2109418.0,15956260.0
2017-11-09,103452,111307,102038,109187,429245,2217920.0,15956260.0
2017-11-10,109422,113428,108794,109972,282340,2233876.0,15956260.0
2017-11-13,111385,114213,107851,113979,323834,2315253.0,15956260.0
2017-11-14,115392,119712,114057,118849,402525,2414182.0,15956260.0
2017-11-15,119791,131731,119006,126390,932647,2567362.0,15956260.0
2017-11-16,129767,133066,122854,131968,571485,2680652.0,15956260.0
2017-11-17,134559,135894,129374,131888,549823,2679056.0,15956260.0
2017-11-20,131023,134951,125682,127882,446744,2597679.0,15956260.0
2017-11-21,130631,146891,127646,133460,1133916,2710969.0,15956260.0
2017-11-22,137622,138250,123954,125997,722270,2559384.0,15956260.0
2017-11-23,124347,134323,123404,134246,486612,2726925.0,15956260.0
2017-11-24,134323,145320,134166,140294,884400,2849788.0,15956260.0
2017-11-27,138800,142963,136444,139115,376712,2825854.0,15956260.0
2017-11-28,139900,141628,127489,127647,505929,2592892.0,15956260.0
2017-11-29,128825,131966,126232,129610,279540,2632783.0,15956260.0
2017-11-30,130710,131731,123797,123798,286270,2514707.0,15956260.0
2017-12-01,125682,129217,123561,128668,251982,2613635.0,15956260.0
2017-12-04,129217,129531,125289,126076,133694,2560980.0,15956260.0
2017-12-05,125682,126075,116256,117043,364204,2377483.0,15956260.0
2017-12-06,117906,119948,113664,116335,282427,2363122.0,15956260.0
2017-12-07,117041,117748,110679,112172,268918,2278554.0,15956260.0
2017-12-08,112250,114135,110600,110994,207960,2254620.0,15956260.0
2017-12-11,110993,115470,110207,115471,217132,2345570.0,15956260.0
2017-12-12,117670,119084,114842,115550,225744,2347166.0,15956260.0
2017-12-13,116256,119712,115942,118692,173682,2410991.0,15956260.0
2017-12-14,118691,119398,115078,115785,236304,2351953.0,15956260.0
2017-12-15,115235,117906,113821,115943,130635,2355144.0,15956260.0
2017-12-18,116963,117198,112721,112722,116471,2289723.0,15956260.0
2017-12-19,113114,113350,109815,112879,211403,2292915.0,15956260.0
2017-12-20,111778,116098,111464,112565,194598,2286532.0,15956260.0
2017-12-21,112014,114135,110443,110444,150837,2243450.0,15956260.0
2017-12-22,110286,115628,110129,115471,275108,2345570.0,15956260.0
2017-12-26,116806,120419,115156,115707,420817,2350357.0,15956260.0
2017-12-27,120734,125682,119006,125683,456216,2553002.0,15956260.0
2017-12-28,125211,128275,124425,128275,240015,2605657.0,15956260.0
2018-01-02,129688,131731,126625,130632,270651,2653526.0,15956260.0
2018-01-03,130631,133223,127253,128982,317847,2620018.0,15956260.0
2018-01-04,128981,136365,127489,129140,451203,2623209.0,15956260.0
2018-01-05,128667,133930,128588,133931,207233,2720542.0,15956260.0
2018-01-08,136679,136994,131731,133696,273568,2715755.0,15956260.0
2018-01-09,133773,137386,127646,128825,331101,2616827.0,15956260.0
2018-01-10,130003,130553,121597,128825,377722,2616827.0,15956260.0
2018-01-11,127017,134401,126389,132753,289764,2696608.0,15956260.0
2018-01-12,133537,141157,132988,139430,784372,2832236.0,15956260.0
2018-01-15,143749,181219,141392,181219,2353157,3681109.0,15956260.0
2018-01-16,187738,189309,168807,180434,1709033,3665153.0,15956260.0
2018-01-17,183889,214210,178312,195752,2483216,3976300.0,15956260.0
2018-01-18,197400,208319,193865,197950,1015578,4020978.0,15956260.0
2018-01-19,203056,205805,179097,185382,860824,3765677.0,15956260.0
2018-01-22,181768,189231,175720,184518,524973,3748125.0,15956260.0
2018-01-23,192373,193865,184517,190724,635312,3874180.0,15956260.0
2018-01-24,190723,234634,190723,220259,2198525,4474135.0,15956260.0
2018-01-25,224500,227878,210990,216725,967983,4402332.0,15956260.0
2018-01-26,219551,223165,213660,215546,557666,4378398.0,15956260.0
2018-01-29,221044,238640,215624,227800,1089899,4627315.0,15956260.0
2018-01-30,230156,233691,224500,228036,493132,4632102.0,15956260.0
2018-01-31,218609,224265,208240,209734,739856,4260321.0,15956260.0
2018-02-01,210518,212325,190644,192766,1091766,3915666.0,15956260.0
2018-02-02,193315,199757,190566,198972,592432,4041721.0,15956260.0
2018-02-05,188523,193079,169671,169672,862384,3446552.0,15956260.0
2018-02-06,158281,184046,157888,181612,1345169,3689087.0,15956260.0
2018-02-07,187110,187188,164958,164959,590011,3350815.0,15956260.0
2018-02-08,169357,175956,161266,173443,788734,3523142.0,15956260.0
2018-02-09,162209,168729,155610,160168,1080167,3253481.0,15956260.0
2018-02-12,164958,176034,162601,170065,703058,3454530.0,15956260.0
2018-02-13,167865,170928,157103,157261,838921,3194443.0,15956260.0
2018-02-14,158674,163309,157731,161503,374066,3280607.0,15956260.0
2018-02-19,162209,172420,161973,172421,431487,3502399.0,15956260.0
2018-02-20,172420,174228,167865,168887,354255,3430596.0,15956260.0
2018-02-21,168885,175641,167000,173757,289150,3529525.0,15956260.0
2018-02-22,170771,172813,169671,172265,208561,3499208.0,15956260.0
2018-02-23,176741,176819,172263,174935,205215,3553459.0,15956260.0
2018-02-26,177447,179961,173205,176192,213311,3578989.0,15956260.0
2018-02-27,178391,179333,174777,176899,242395,3593350.0,15956260.0
2018-02-28,176741,189702,174620,183812,711420,3733765.0,15956260.0
2018-03-02,181847,188523,181061,187739,327549,3813546.0,15956260.0
2018-03-05,189466,190095,179804,179805,354547,3652388.0,15956260.0
2018-03-06,182240,186245,179804,185932,219086,3776847.0,15956260.0
2018-03-07,184125,185931,175720,175721,264150,3569415.0,15956260.0
2018-03-08,178391,184360,178076,184047,208326,3738552.0,15956260.0
2018-03-09,184596,195279,183025,191038,394201,3880562.0,15956260.0
2018-03-12,195436,200699,192609,200543,330715,4073633.0,15956260.0
2018-03-13,199913,201563,195436,201093,244981,4084803.0,15956260.0
2018-03-14,198735,198735,189781,191274,344303,3885349.0,15956260.0
2018-03-15,191666,195907,184360,188525,376166,3829502.0,15956260.0
2018-03-16,190331,191587,186245,189310,202044,3845459.0,15956260.0
2018-03-19,186953,191587,183025,183026,207805,3717809.0,15956260.0
2018-03-20,179097,188995,179019,188996,235315,3839076.0,15956260.0
2018-03-21,189623,195044,186953,189310,272361,3845459.0,15956260.0
2018-03-22,189623,192373,173520,179019,349889,3636432.0,15956260.0
2018-03-23,167472,173442,155532,158282,945967,3215186.0,15956260.0
2018-03-26,158910,164566,153254,163859,463025,3328476.0,15956260.0
2018-03-27,166922,170457,163779,167394,319792,3400279.0,15956260.0
2018-03-28,164172,166529,160481,166530,229519,3382727.0,15956260.0
2018-03-29,168572,173913,168336,173600,237269,3526333.0,15956260.0
2018-03-30,176348,179490,173598,176663,150704,3588563.0,15956260.0
2018-04-02,177134,181375,175170,175956,153397,3574202.0,15956260.0
2018-04-03,171635,189309,170850,186403,375340,3786420.0,15956260.0
2018-04-04,186403,194179,182632,189781,491065,3855032.0,15956260.0
2018-04-05,194807,194886,185381,188838,217726,3835885.0,15956260.0
2018-04-06,186953,191273,186246,189781,170572,3855032.0,15956260.0
2018-04-09,188366,200856,184596,200386,442256,4070442.0,15956260.0
2018-04-10,204234,209811,199364,204392,547236,4151819.0,15956260.0
2018-04-11,205490,206040,197635,201485,252728,4092781.0,15956260.0
2018-04-12,201249,201328,182318,182319,596153,3703448.0,15956260.0
2018-04-13,181454,189231,168885,185382,367597,3765677.0,15956260.0
2018-04-16,185460,188053,178234,178549,225378,3626858.0,15956260.0
2018-04-17,180904,187974,180904,183890,238983,3735360.0,15956260.0
2018-04-18,185775,189938,183025,183419,202207,3725787.0,15956260.0
2018-04-19,180669,183025,172028,175328,287099,3561437.0,15956260.0
2018-04-20,175327,180432,173128,176113,206322,3577393.0,15956260.0
2018-04-23,174306,174306,165351,168101,328720,3414640.0,15956260.0
2018-04-24,167707,172185,163544,164095,225954,3333263.0,15956260.0
2018-04-25,163387,168885,159460,168887,230782,3430596.0,15956260.0
2018-04-26,170692,172342,168885,171793,143168,3489634.0,15956260.0
2018-04-27,173442,175798,172813,175171,116956,3558246.0,15956260.0
2018-04-30,174306,175091,168336,170065,138674,3454530.0,15956260.0
2018-05-02,163544,172263,160245,168651,223823,3425809.0,15956260.0
2018-05-03,168257,171321,163151,163152,125532,3314115.0,15956260.0
2018-05-04,160638,165822,157260,157261,223119,3194443.0,15956260.0
2018-05-08,157653,164722,146656,152784,300540,3103493.0,15956260.0
2018-05-09,154747,159145,149326,158596,329450,3221569.0,15956260.0
2018-05-10,158595,160245,153961,156004,176773,3168913.0,15956260.0
2018-05-11,155610,161659,154354,156083,169164,3170509.0,15956260.0
2018-05-14,157182,157575,147363,147442,272989,2994990.0,15956260.0
2018-05-15,154668,157103,149719,154669,426094,3141788.0,15956260.0
2018-05-16,156867,164801,152547,161424,346216,3279011.0,15956260.0
2018-05-17,164329,167550,159853,167315,203979,3398683.0,15956260.0
2018-05-18,167315,175170,165979,172893,307551,3511973.0,15956260.0
2018-05-21,174069,179175,173991,176192,176089,3578989.0,15956260.0
2018-05-23,177526,203606,170378,201093,1222330,4084803.0,15956260.0
2018-05-24,201563,206198,198107,200307,532269,4068846.0,15956260.0
2018-05-25,197400,205412,197400,204078,430426,4145436.0,15956260.0
2018-05-28,200306,208004,199600,205021,292642,4164584.0,15956260.0
2018-05-29,203998,210282,183653,195594,432923,3973109.0,15956260.0
2018-05-30,202585,205334,194651,205335,437342,4170966.0,15956260.0
2018-05-31,209497,210990,202506,208162,1606921,4228409.0,15956260.0
2018-06-01,206904,211540,204077,206984,248060,4204475.0,15956260.0
2018-06-04,206826,211147,196379,198737,318336,4036934.0,15956260.0
2018-06-05,200778,202035,188366,192452,257409,3909284.0,15956260.0
2018-06-07,193944,201956,190881,201957,191974,4102354.0,15956260.0
2018-06-08,201878,202349,193001,195044,116148,3961939.0,15956260.0
2018-06-11,194651,197635,189231,192452,129701,3909284.0,15956260.0
2018-06-12,193237,200228,191587,193631,165579,3933218.0,15956260.0
2018-06-14,192451,195201,184910,185461,235662,3767273.0,15956260.0
2018-06-15,187660,189702,182789,182790,187810,3713022.0,15956260.0
2018-06-18,182240,184989,169828,171950,248874,3492825.0,15956260.0
2018-06-19,171950,177369,166215,174621,246977,3547077.0,15956260.0
2018-06-20,177134,185538,176426,184125,187793,3740147.0,15956260.0
2018-06-21,183025,185853,180982,181455,91982,3685896.0,15956260.0
2018-06-22,180354,186325,178940,182240,120039,3701852.0,15956260.0
2018-06-25,183182,183732,180669,181377,96866,3684300.0,15956260.0
2018-06-26,177684,178940,175406,175799,178606,3571011.0,15956260.0
2018-06-27,176819,182161,176506,178391,100306,3623667.0,15956260.0
2018-06-28,176191,183810,176113,178784,98652,3631645.0,15956260.0
2018-06-29,180747,185617,178154,185068,145448,3759295.0,15956260.0
2018-07-02,185067,187660,175563,175878,140757,3572607.0,15956260.0
2018-07-03,177841,180512,171950,174385,142344,3542290.0,15956260.0
2018-07-04,174384,175641,168022,169279,149279,3438574.0,15956260.0
2018-07-05,168257,170614,159460,164331,788738,3338050.0,15956260.0
2018-07-06,163466,175170,158910,170536,447197,3464104.0,15956260.0
2018-07-09,172892,180433,171242,179649,261305,3649197.0,15956260.0
2018-07-10,182632,183968,179883,181455,184302,3685896.0,15956260.0
2018-07-11,179647,185617,176662,178313,209533,3622071.0,15956260.0
2018-07-12,179097,181768,177212,179256,102097,3641219.0,15956260.0
2018-07-13,178704,184989,178234,184990,172252,3757699.0,15956260.0
2018-07-16,187660,198735,187188,192374,223155,3907688.0,15956260.0
2018-07-17,193629,196379,184753,185225,168186,3762486.0,15956260.0
2018-07-18,191666,194337,184832,186718,239682,3792803.0,15956260.0
2018-07-19,189702,190409,176426,182005,209049,3697065.0,15956260.0
2018-07-20,180982,181219,170378,176271,245788,3580585.0,15956260.0
2018-07-23,171321,175170,164487,164566,203240,3342836.0,15956260.0
2018-07-24,165979,168572,159460,160481,193284,3259864.0,15956260.0
2018-07-25,160559,161816,148855,152077,354551,3089132.0,15956260.0
2018-07-26,154747,158281,150033,155847,276141,3165722.0,15956260.0
2018-07-27,155846,158831,152704,156711,148554,3183274.0,15956260.0
2018-07-30,155296,155689,149169,151055,195054,3068389.0,15956260.0
2018-07-31,150740,156788,149248,156790,142105,3184869.0,15956260.0
2018-08-01,158124,164329,157731,162759,151742,3306137.0,15956260.0
2018-08-02,161659,161659,153647,155768,183962,3164126.0,15956260.0
2018-08-03,157731,163151,155610,163152,140371,3314115.0,15956260.0
2018-08-06,163309,163937,155846,156083,141343,3170509.0,15956260.0
2018-08-07,156317,161581,152704,161267,128797,3275820.0,15956260.0
2018-08-08,161816,163779,154982,156318,132018,3175296.0,15956260.0
2018-08-09,156553,161973,155846,160168,137255,3253481.0,15956260.0
2018-08-10,160245,161345,156946,159068,84896,3231143.0,15956260.0
2018-08-13,161188,161188,151997,154276,128619,3133809.0,15956260.0
