헬릭스미스(084990),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-02-24,4752,4782,4483,4615,187204,63909.0,10616101.0
2009-02-25,4744,4889,4407,4423,194809,61255.0,10616101.0
2009-02-26,4422,4537,4131,4293,163816,59450.0,10616101.0
2009-02-27,4215,4499,4199,4446,83439,61573.0,10616101.0
2009-03-02,4444,5111,4444,5113,943910,70809.0,10616101.0
2009-03-03,5288,5679,4752,4829,2983768,66881.0,10616101.0
2009-03-04,4882,5135,4797,5113,971054,70809.0,10616101.0
2009-03-05,5211,5250,4851,4906,519408,67943.0,10616101.0
2009-03-06,4797,4966,4675,4814,276841,66669.0,10616101.0
2009-03-09,5119,5533,5065,5535,1042333,76648.0,10616101.0
2009-03-10,5817,6361,5710,6078,2991659,84186.0,10616101.0
2009-03-11,6154,6277,5855,6133,1203939,84929.0,10616101.0
2009-03-12,6277,6392,5955,5956,512634,82487.0,10616101.0
2009-03-13,6055,6092,5732,5734,398202,79408.0,10616101.0
2009-03-16,5794,6469,5541,6055,910043,83867.0,10616101.0
2009-03-17,5985,6185,5894,5986,256585,82912.0,10616101.0
2009-03-18,6131,6476,5978,6324,538133,87583.0,10616101.0
2009-03-19,6491,6514,6124,6247,253284,86521.0,10616101.0
2009-03-20,6246,6292,6055,6202,165073,85884.0,10616101.0
2009-03-23,6147,6269,6147,6202,114923,85884.0,10616101.0
2009-03-24,6246,6469,6154,6232,215826,86309.0,10616101.0
2009-03-25,6216,6269,6039,6041,194172,83655.0,10616101.0
2009-03-26,6077,6231,5993,6125,166953,84823.0,10616101.0
2009-03-27,6169,7036,6077,7037,1141387,97456.0,10616101.0
2009-03-30,7549,7741,7059,7298,1505021,101065.0,10616101.0
2009-03-31,7296,8162,7281,7489,2021094,103719.0,10616101.0
2009-04-01,7526,7703,7204,7658,566999,106055.0,10616101.0
2009-04-02,7933,8124,7656,7780,603434,107753.0,10616101.0
2009-04-03,7703,7741,7457,7619,333140,105524.0,10616101.0
2009-04-06,7664,8546,7656,8202,801017,113592.0,10616101.0
2009-04-07,8239,8814,7664,8011,801897,110938.0,10616101.0
2009-04-08,7856,8201,7741,8011,268302,110938.0,10616101.0
2009-04-09,8201,9197,7970,9199,1169329,127393.0,10616101.0
2009-04-10,9581,10500,9427,9888,1264622,136948.0,10616101.0
2009-04-13,10040,10040,9197,9467,671436,131109.0,10616101.0
2009-04-14,9197,10884,8814,9888,2092526,136948.0,10616101.0
2009-04-15,9657,10271,8661,9428,448106,130578.0,10616101.0
2009-04-16,9810,9963,9044,9045,324663,125270.0,10616101.0
2009-04-17,9082,9427,8470,8662,301807,119962.0,10616101.0
2009-04-20,8699,9618,8430,9428,420951,130578.0,10616101.0
2009-04-21,9082,10271,8968,9659,961857,133763.0,10616101.0
2009-04-22,9581,9810,9273,9467,283741,131109.0,10616101.0
2009-04-23,9581,9695,9273,9467,228223,131109.0,10616101.0
2009-04-24,9465,9810,8968,9123,222399,126332.0,10616101.0
2009-04-27,9351,9581,9044,9237,287930,127924.0,10616101.0
2009-04-28,9235,9351,7856,7857,394046,108815.0,10616101.0
2009-04-29,8009,8278,7595,8087,261488,112000.0,10616101.0
2009-04-30,8354,8470,7970,8011,172650,110938.0,10616101.0
2009-05-04,8201,8699,8009,8585,168621,118900.0,10616101.0
2009-05-06,8584,8814,8354,8509,85785,117839.0,10616101.0
2009-05-07,8737,9197,8470,8854,367790,122616.0,10616101.0
2009-05-08,8814,9120,8661,9006,184363,124739.0,10616101.0
2009-05-11,9006,9120,8775,9123,222218,126332.0,10616101.0
2009-05-12,9120,10424,9082,10042,1153623,139071.0,10616101.0
2009-05-13,10194,10194,9504,9505,327873,131640.0,10616101.0
2009-05-14,9235,9887,9197,9812,213224,135886.0,10616101.0
2009-05-15,9887,10232,9581,9850,201788,136417.0,10616101.0
2009-05-18,9963,10002,9351,9351,141298,129516.0,10616101.0
2009-05-19,9465,9618,8775,9045,307124,125270.0,10616101.0
2009-05-20,9082,9235,8814,9006,141739,124739.0,10616101.0
2009-05-21,8891,9273,8661,8662,167989,119962.0,10616101.0
2009-05-22,8470,8814,8430,8777,90068,121554.0,10616101.0
2009-05-25,8546,8852,7472,8317,209181,115185.0,10616101.0
2009-05-26,8239,9082,7779,8048,421494,111469.0,10616101.0
2009-05-27,8278,8315,7641,7780,150855,107753.0,10616101.0
2009-05-28,7472,7779,7472,7703,147973,106692.0,10616101.0
2009-05-29,7703,7933,7641,7703,97926,106692.0,10616101.0
2009-06-01,8661,8852,8124,8202,370325,113592.0,10616101.0
2009-06-02,8278,8354,7970,8048,138957,111469.0,10616101.0
2009-06-03,8124,8315,8009,8317,95922,115185.0,10616101.0
2009-06-04,8201,8354,7817,7895,95054,109346.0,10616101.0
2009-06-05,8048,8278,7664,8279,105227,114654.0,10616101.0
2009-06-08,8354,8354,8048,8125,44017,112531.0,10616101.0
2009-06-09,8430,8661,8009,8202,208057,113592.0,10616101.0
2009-06-10,8354,8354,8124,8279,59730,114654.0,10616101.0
2009-06-11,8162,8584,8048,8432,112596,116777.0,10616101.0
2009-06-12,8507,8814,8354,8623,156740,119431.0,10616101.0
2009-06-15,8699,8775,8315,8509,103475,117839.0,10616101.0
2009-06-16,8278,8775,8239,8701,78282,120538.0,10620101.0
2009-06-17,8699,9389,8584,9084,273921,125848.0,10620101.0
2009-06-18,9273,9273,8814,8815,108005,122131.0,10620101.0
2009-06-19,8891,9082,8814,9006,67402,124786.0,10620101.0
2009-06-22,9082,9159,8814,8892,92473,123193.0,10620101.0
2009-06-23,8584,8737,8354,8470,80619,117352.0,10620101.0
2009-06-24,8470,8584,8086,8164,82401,113104.0,10620101.0
2009-06-25,8278,8623,8201,8394,50817,116290.0,10620101.0
2009-06-26,8546,8546,8278,8279,60432,114697.0,10620101.0
2009-06-29,8278,8546,8086,8087,49386,112042.0,10620101.0
2009-06-30,8278,8278,7894,8087,85579,112042.0,10620101.0
2009-07-01,8086,8315,8009,8279,61032,114697.0,10620101.0
2009-07-02,8278,8392,8162,8240,33380,114166.0,10620101.0
2009-07-03,8048,8546,8009,8547,55277,118414.0,10620101.0
2009-07-06,8470,8891,8470,8585,72200,118945.0,10620101.0
2009-07-07,8584,8661,8392,8470,46124,117352.0,10620101.0
2009-07-08,8470,8507,8278,8432,38911,116821.0,10620101.0
2009-07-09,8546,9504,8430,9199,252698,127441.0,10620101.0
2009-07-10,9159,9351,8814,9123,118230,126379.0,10620101.0
2009-07-13,9159,9810,8968,8968,185008,124255.0,10620101.0
2009-07-14,9197,9389,8775,9314,102077,129034.0,10620101.0
2009-07-15,9427,9504,9235,9314,98809,129034.0,10620101.0
2009-07-16,9313,9427,8968,8968,81782,124255.0,10620101.0
2009-07-17,8968,9082,8699,9084,78407,125848.0,10620101.0
2009-07-20,9235,9427,8891,9084,69439,125848.0,10620101.0
2009-07-21,9082,10079,9044,9160,744105,126910.0,10620101.0
2009-07-22,9197,9389,8891,8892,165104,123193.0,10620101.0
2009-07-23,8968,9351,8814,9006,187191,124786.0,10620101.0
2009-07-24,9197,9465,9082,9390,166519,130096.0,10620101.0
2009-07-27,9542,9963,9427,9659,171561,133813.0,10620101.0
2009-07-28,9695,9849,9351,9582,93895,132751.0,10620101.0
2009-07-29,9465,9542,9197,9199,92611,127441.0,10620101.0
2009-07-30,9082,9313,9082,9275,39120,128503.0,10620101.0
2009-07-31,9313,9313,8968,9123,63567,126379.0,10620101.0
2009-08-03,9044,9389,9044,9390,70941,130096.0,10620101.0
2009-08-04,9581,9657,9197,9390,226326,130096.0,10620101.0
2009-08-05,9773,10155,9504,9505,253247,131689.0,10620101.0
2009-08-06,9465,9581,9197,9582,69066,132751.0,10620101.0
2009-08-07,9542,9963,9427,9735,183500,134875.0,10620101.0
2009-08-10,9695,10462,9695,10080,262191,139654.0,10620101.0
2009-08-11,10040,10309,9734,9735,192998,134875.0,10620101.0
2009-08-12,9734,9963,9504,9965,112017,138061.0,10620101.0
2009-08-13,9963,10271,9887,9888,76718,136999.0,10620101.0
2009-08-14,9926,10040,9734,9850,55965,136468.0,10620101.0
2009-08-17,9887,10002,9618,9696,52032,134344.0,10620101.0
2009-08-18,9657,9773,9313,9467,79674,131158.0,10620101.0
2009-08-19,9465,9581,9313,9351,38027,129565.0,10620101.0
2009-08-20,9351,9504,9197,9275,86879,128503.0,10620101.0
2009-08-21,9313,9734,9273,9505,99405,131689.0,10620101.0
2009-08-24,9734,9849,9351,9582,107296,132751.0,10620101.0
2009-08-25,10194,10999,9810,9850,1552603,136468.0,10620101.0
2009-08-26,9849,10769,9504,10234,532135,141778.0,10620101.0
2009-08-27,10117,11037,9849,10042,544872,139123.0,10620101.0
2009-08-28,10194,10538,10002,10234,156316,141778.0,10620101.0
2009-08-31,10309,10424,10155,10195,96300,141247.0,10620101.0
2009-09-01,10117,10155,9810,10004,114479,138592.0,10620101.0
2009-09-02,9849,10155,9773,10004,80006,138592.0,10620101.0
2009-09-03,10002,10040,9849,9850,63547,136468.0,10620101.0
2009-09-04,9887,9963,9618,9888,72448,136999.0,10620101.0
2009-09-07,9887,9963,9695,9696,45779,134344.0,10620101.0
2009-09-08,9695,9810,9465,9582,79075,132751.0,10620101.0
2009-09-09,9618,9618,9273,9275,96378,128503.0,10620101.0
2009-09-10,9273,9465,9235,9275,57861,128503.0,10620101.0
2009-09-11,9273,10654,9273,10195,900278,141247.0,10620101.0
2009-09-14,10040,10155,9542,9620,135571,133282.0,10620101.0
2009-09-15,9810,9926,9542,9582,74433,132751.0,10620101.0
2009-09-16,9695,9849,9504,9544,65648,132220.0,10620101.0
2009-09-17,9465,9657,9427,9582,60443,132751.0,10620101.0
2009-09-18,9695,9734,9542,9735,44580,134875.0,10620101.0
2009-09-21,9810,9810,9581,9582,26281,132751.0,10620101.0
2009-09-22,9734,10194,9542,9620,126976,133282.0,10620101.0
2009-09-23,9657,9773,9581,9582,55882,132751.0,10620101.0
2009-09-24,9581,9695,9351,9351,58177,129565.0,10620101.0
2009-09-25,9273,9351,9120,9275,62230,128503.0,10620101.0
2009-09-28,9197,9427,9006,9006,42847,124786.0,10620101.0
2009-09-29,9082,9197,8661,8739,89146,121069.0,10620101.0
2009-09-30,8814,8852,8584,8585,60694,118945.0,10620101.0
2009-10-01,8546,8661,8201,8662,58545,120007.0,10620101.0
2009-10-05,8814,9044,8584,8815,37326,122131.0,10620101.0
2009-10-06,8814,9120,8623,8777,33928,121600.0,10620101.0
2009-10-07,8775,9197,8737,8892,49485,123193.0,10620101.0
2009-10-08,9006,9006,8584,8662,33410,120007.0,10620101.0
2009-10-09,8775,9159,8661,9045,25652,125317.0,10620101.0
2009-10-12,9197,9695,8968,9123,177546,126379.0,10620101.0
2009-10-13,9197,9235,9006,9160,25672,126910.0,10620101.0
2009-10-14,9044,9197,8891,8930,29967,123724.0,10620101.0
2009-10-15,8968,9120,8891,9084,33345,125848.0,10620101.0
2009-10-16,9082,9235,8968,9123,24547,126379.0,10620101.0
2009-10-19,9273,9542,8737,8815,219482,122131.0,10620101.0
2009-10-20,8891,8968,8699,8701,48845,120538.0,10620101.0
2009-10-21,8661,9044,8546,8662,105686,120007.0,10620101.0
2009-10-22,8814,9044,8623,8854,119766,122662.0,10620101.0
2009-10-23,8775,8929,8699,8892,25550,123193.0,10620101.0
2009-10-26,8968,9427,8775,8854,211615,122662.0,10620101.0
2009-10-27,8699,8891,8584,8777,43848,121600.0,10620101.0
2009-10-28,8814,8891,8661,8662,34029,120007.0,10620101.0
2009-10-29,8661,8737,8354,8739,29607,121069.0,10620101.0
2009-10-30,8814,8929,8699,8701,14114,120538.0,10620101.0
2009-11-02,8661,8775,8470,8777,18295,121600.0,10620101.0
2009-11-03,8775,9044,8546,8547,34862,118414.0,10620101.0
2009-11-04,8661,8699,8546,8585,18339,118945.0,10620101.0
2009-11-05,8661,8661,8430,8470,14801,117352.0,10620101.0
2009-11-06,8507,8584,8430,8432,16807,116821.0,10620101.0
2009-11-09,8392,8546,8278,8394,10792,116290.0,10620101.0
2009-11-10,8430,8507,8278,8279,18553,114697.0,10620101.0
2009-11-11,8278,8470,8162,8164,43766,113104.0,10620101.0
2009-11-12,8201,8546,8162,8356,45857,115759.0,10620101.0
2009-11-13,8315,8430,8278,8394,7450,116290.0,10620101.0
2009-11-16,8315,8392,8162,8164,18700,113104.0,10620101.0
2009-11-17,8201,8239,7741,7857,37529,108856.0,10620101.0
2009-11-18,7933,7933,7542,7635,38653,105776.0,10620101.0
2009-11-19,7603,7703,7434,7474,33647,103546.0,10620101.0
2009-11-20,7472,7549,7350,7382,34034,102272.0,10620101.0
2009-11-23,7450,7580,7335,7542,20770,104502.0,10620101.0
2009-11-24,7588,7779,7472,7703,32044,106732.0,10620101.0
2009-11-25,7817,7817,7588,7665,12923,106201.0,10620101.0
2009-11-26,7588,7933,7588,7819,64953,123221.0,12080515.0
2009-11-27,7703,7894,7281,7482,39197,117906.0,12080515.0
2009-11-30,7480,7664,7480,7589,27275,119597.0,12080515.0
2009-12-01,7519,7611,7457,7550,33847,118993.0,12080515.0
2009-12-02,7526,7580,7419,7436,24472,117181.0,12080515.0
2009-12-03,7496,7496,7204,7282,39133,114765.0,12080515.0
2009-12-04,7289,7388,7166,7374,16999,116215.0,12080515.0
2009-12-07,7396,7464,7281,7282,16499,114765.0,12080515.0
2009-12-08,7281,7365,6974,7053,45806,111141.0,12080515.0
2009-12-09,7051,7105,6906,7053,32384,111141.0,12080515.0
2009-12-10,7059,7159,7051,7129,6978,112349.0,12080515.0
2009-12-11,7127,7243,7120,7137,20464,112470.0,12080515.0
2009-12-14,7243,7380,7243,7306,28410,115127.0,12080515.0
2009-12-15,7358,7358,7258,7320,14334,115369.0,12080515.0
2009-12-16,7549,7779,7434,7665,61421,120805.0,12080515.0
2009-12-17,7556,7817,7549,7742,22341,122013.0,12080515.0
2009-12-18,7664,7856,7595,7703,21674,121409.0,12080515.0
2009-12-21,7656,7779,7519,7527,15018,118631.0,12080515.0
2009-12-22,7526,7626,7450,7450,17077,117423.0,12080515.0
2009-12-23,7626,7626,7396,7482,19545,117906.0,12080515.0
2009-12-24,7526,7664,7396,7512,19187,118389.0,12080515.0
2009-12-28,7472,7580,7204,7282,21563,114765.0,12080515.0
2009-12-29,7281,7404,7059,7206,18998,113557.0,12080515.0
2009-12-30,7075,7342,7075,7282,13223,114765.0,12080515.0
2010-01-04,7281,7365,7204,7366,22412,116094.0,12080515.0
2010-01-05,7426,7595,7303,7512,41182,118389.0,12080515.0
2010-01-06,7549,8315,7496,7972,132759,125637.0,12080515.0
2010-01-07,8124,8201,7856,8048,65054,126845.0,12080515.0
2010-01-08,8124,8162,7933,8048,32744,126845.0,12080515.0
2010-01-11,8048,8430,8009,8202,32086,129262.0,12080515.0
2010-01-12,8124,8278,8086,8202,17368,129262.0,12080515.0
2010-01-13,8201,8201,7856,7857,27399,123825.0,12080515.0
2010-01-14,7856,8048,7779,8048,24659,126845.0,12080515.0
2010-01-15,8239,8775,8201,8547,121282,134698.0,12080515.0
2010-01-18,8699,8775,8430,8739,60418,137718.0,12080515.0
2010-01-19,8775,8968,8354,8356,25884,131678.0,12080515.0
2010-01-20,8354,8584,8239,8240,37466,129866.0,12080515.0
2010-01-21,8201,8315,8086,8087,23444,127449.0,12080515.0
2010-01-22,8048,8201,7894,7934,23946,125033.0,12080515.0
2010-01-25,7933,8048,7703,7742,33698,122013.0,12080515.0
2010-01-26,7817,7933,7434,7581,40610,119476.0,12080515.0
2010-01-27,7741,7741,7380,7420,34601,116939.0,12080515.0
2010-01-28,7319,8086,7303,7651,66873,120564.0,12080515.0
2010-01-29,7572,7664,7404,7589,19284,119597.0,12080515.0
2010-02-01,7588,7656,7412,7436,11273,117181.0,12080515.0
2010-02-02,7511,7588,7412,7466,12713,117664.0,12080515.0
2010-02-03,7503,7526,7335,7512,34212,118389.0,12080515.0
2010-02-04,7542,7588,7396,7589,10407,119597.0,12080515.0
2010-02-05,7396,7442,7135,7175,54966,113074.0,12080515.0
2010-02-08,7197,7281,7051,7105,25938,111986.0,12080515.0
2010-02-09,7127,7166,7082,7159,18289,112832.0,12080515.0
2010-02-10,7258,7303,7151,7159,10075,112832.0,12080515.0
2010-02-11,7112,7243,7082,7145,16368,112590.0,12080515.0
2010-02-12,7151,7373,7089,7236,27499,114040.0,12080515.0
2010-02-16,7273,7388,7197,7358,14756,115973.0,12080515.0
2010-02-17,7396,7618,7319,7442,15257,117302.0,12080515.0
2010-02-18,7480,7626,7365,7458,11010,117543.0,12080515.0
2010-02-19,7404,7656,7358,7458,24787,117543.0,12080515.0
2010-02-22,7580,7580,7358,7398,20611,116577.0,12080515.0
2010-02-23,7281,7464,7281,7398,17131,116577.0,12080515.0
2010-02-24,7412,7412,7243,7336,18066,115611.0,12080515.0
2010-02-25,7404,7404,7219,7221,14522,113798.0,12080515.0
2010-02-26,7135,7289,7135,7244,14044,114161.0,12080515.0
2010-03-02,7281,7426,7204,7320,21931,115369.0,12080515.0
2010-03-03,7303,7319,7211,7274,6595,114644.0,12080515.0
2010-03-04,7273,7319,7105,7274,10355,114644.0,12080515.0
2010-03-05,7243,7388,7204,7390,14832,116456.0,12080515.0
2010-03-08,7519,7595,7419,7428,40277,117060.0,12080515.0
2010-03-09,7450,7572,7450,7550,17413,118993.0,12080515.0
2010-03-10,7580,7603,7519,7589,15695,119597.0,12080515.0
2010-03-11,7595,7603,7457,7550,9664,118993.0,12080515.0
2010-03-12,7542,7542,7350,7428,18684,117060.0,12080515.0
2010-03-15,7426,7542,7281,7390,28564,116456.0,12080515.0
2010-03-16,7434,7434,7350,7398,11527,116577.0,12080515.0
2010-03-17,7396,7434,7266,7366,17409,116094.0,12080515.0
2010-03-18,7365,7450,7303,7374,21806,116215.0,12080515.0
2010-03-19,7434,7434,7296,7398,15453,116577.0,12080515.0
2010-03-22,7380,7380,7243,7267,19274,114523.0,12080515.0
2010-03-23,7266,7350,7189,7206,32614,113557.0,12080515.0
2010-03-24,7204,7289,7067,7105,44536,111986.0,12080515.0
2010-03-25,7059,7059,6859,6899,72288,108725.0,12080515.0
2010-03-26,6906,7043,6859,6937,37493,109329.0,12080515.0
2010-03-29,6936,7012,6882,6930,22591,109208.0,12080515.0
2010-03-30,6951,6990,6859,6930,14040,109208.0,12080515.0
2010-03-31,6936,6936,6759,6776,40987,106792.0,12080515.0
2010-04-01,6775,6790,6706,6715,21400,105825.0,12080515.0
2010-04-02,6759,6783,6223,6316,84652,99543.0,12080515.0
2010-04-05,6284,6361,6070,6278,34108,98939.0,12080515.0
2010-04-06,6292,6583,6277,6339,17987,99906.0,12080515.0
2010-04-07,6361,6484,6361,6408,32325,100993.0,12080515.0
2010-04-08,6407,6530,6407,6516,14077,102684.0,12080515.0
2010-04-09,6537,6561,6438,6500,10323,102443.0,12080515.0
2010-04-12,6499,6545,6353,6363,64893,100268.0,12080515.0
2010-04-13,6353,6591,6261,6278,20990,98939.0,12080515.0
2010-04-14,6300,6353,6185,6209,31027,97852.0,12080515.0
2010-04-15,6246,6323,6208,6263,11448,98698.0,12080515.0
2010-04-16,6284,6284,6092,6286,42325,99060.0,12080515.0
2010-04-19,6284,6284,6169,6286,12884,99060.0,12080515.0
2010-04-20,6284,6361,6200,6363,41467,100268.0,12080515.0
2010-04-21,6284,6522,6284,6516,28273,102684.0,12080515.0
2010-04-22,6530,6859,6292,6355,136611,100147.0,12080515.0
2010-04-23,6591,6591,6361,6400,43598,100872.0,12080515.0
2010-04-26,6400,6476,6300,6370,34756,100389.0,12080515.0
2010-04-27,6361,6369,6208,6247,39928,98456.0,12080515.0
2010-04-28,6231,6238,6108,6163,37956,97127.0,12080515.0
2010-04-29,6147,6269,6108,6209,23309,97852.0,12080515.0
2010-04-30,6261,6261,6131,6147,21329,96886.0,12080515.0
2010-05-03,6154,6269,6092,6163,20021,97127.0,12080515.0
2010-05-04,6177,6269,6131,6194,18727,97611.0,12080515.0
2010-05-06,6161,6161,5978,6055,17220,95436.0,12080515.0
2010-05-07,5901,5901,5747,5902,32097,93020.0,12080515.0
2010-05-10,5832,6016,5832,5925,11377,93382.0,12080515.0
2010-05-11,5924,6323,5924,6294,42350,99181.0,12080515.0
2010-05-12,6269,6315,6092,6202,20136,97731.0,12080515.0
2010-05-13,6284,6284,6092,6133,23752,96644.0,12080515.0
2010-05-14,6192,6192,6047,6133,26296,96644.0,12080515.0
2010-05-17,6092,6092,5839,5979,27196,94228.0,12080515.0
2010-05-18,5978,6047,5755,5826,13344,91812.0,12080515.0
2010-05-19,5824,5824,5595,5680,22023,89517.0,12080515.0
2010-05-20,5595,5710,5364,5366,65906,84564.0,12080515.0
2010-05-24,5357,5457,5211,5405,26222,85168.0,12080515.0
2010-05-25,5303,5472,4598,5128,75110,80819.0,12080515.0
2010-05-26,5127,5234,5111,5189,29817,81785.0,12080515.0
2010-05-27,5157,5710,5135,5519,24366,86980.0,12080515.0
2010-05-28,5525,5786,5518,5788,27852,91208.0,12080515.0
2010-05-31,5747,5863,5671,5834,25897,91933.0,12080515.0
2010-06-01,5778,5863,5687,5750,11668,90604.0,12080515.0
2010-06-03,5747,5940,5747,5941,23868,93624.0,12080515.0
2010-06-04,5940,5970,5832,5880,8380,92658.0,12080515.0
2010-06-07,5832,5832,5595,5665,11750,89275.0,12080515.0
2010-06-08,5633,5870,5595,5780,22479,91087.0,12080515.0
2010-06-09,5824,5978,5732,5788,22418,91208.0,12080515.0
2010-06-10,5763,5901,5679,5826,20847,91812.0,12080515.0
2010-06-11,5794,5863,5747,5826,14077,91812.0,12080515.0
2010-06-14,5755,5901,5717,5872,6152,92537.0,12080515.0
2010-06-15,5824,5940,5747,5864,9140,92416.0,12080515.0
2010-06-16,5824,5863,5633,5750,21402,90604.0,12080515.0
2010-06-17,5747,5855,5603,5718,15015,90121.0,12080515.0
2010-06-18,5725,5732,5571,5641,6901,88913.0,12080515.0
2010-06-21,5725,5855,5679,5780,10898,91087.0,12080515.0
2010-06-22,5725,6116,5725,6048,34159,95315.0,12080515.0
2010-06-23,6024,6131,5978,6055,11640,95436.0,12080515.0
2010-06-24,6092,6092,5870,5941,18281,93624.0,12080515.0
2010-06-25,5901,5955,5817,5941,19054,93624.0,12080515.0
2010-06-28,5863,5970,5839,5941,11929,93624.0,12080515.0
2010-06-29,5901,5940,5809,5918,7724,93262.0,12080515.0
2010-06-30,5863,5863,5710,5826,11079,91812.0,12080515.0
2010-07-01,5786,5824,5679,5826,6614,91812.0,12080515.0
2010-07-02,5824,5824,5410,5596,46341,88188.0,12080515.0
2010-07-05,5595,5595,5449,5527,12835,87101.0,12080515.0
2010-07-06,5494,5533,5357,5519,14963,86980.0,12080515.0
2010-07-07,5541,5541,5449,5481,7268,86376.0,12080515.0
2010-07-08,5502,5579,5441,5511,7203,86859.0,12080515.0
2010-07-09,5518,5579,5479,5581,6186,87946.0,12080515.0
2010-07-12,5633,5732,5525,5535,13433,87221.0,12080515.0
2010-07-13,5426,5556,5395,5504,12860,86738.0,12080515.0
2010-07-14,5502,5556,5434,5465,17691,86134.0,12080515.0
2010-07-15,5449,5479,5402,5473,8950,86255.0,12080515.0
2010-07-16,5472,5549,5395,5473,10861,86255.0,12080515.0
2010-07-19,5441,5494,5211,5481,12930,86376.0,12080515.0
2010-07-20,5595,5595,5410,5458,10092,86013.0,12080515.0
2010-07-21,5464,5479,5357,5366,15709,84564.0,12080515.0
2010-07-22,5326,5472,5318,5389,16336,84926.0,12080515.0
2010-07-23,5395,5479,5280,5405,30395,85168.0,12080515.0
2010-07-26,5410,5487,5388,5443,5897,85772.0,12080515.0
2010-07-27,5441,5518,5372,5443,15679,85772.0,12080515.0
2010-07-28,5364,5472,5364,5405,13096,85168.0,12080515.0
2010-07-29,5410,5410,5326,5381,16240,84805.0,12080515.0
2010-07-30,5326,5410,5296,5374,20554,84684.0,12080515.0
2010-08-02,5342,5402,5296,5381,12949,84805.0,12080515.0
2010-08-03,5326,5402,5288,5366,13035,84564.0,12080515.0
2010-08-04,5402,5418,5272,5366,8970,84564.0,12080515.0
2010-08-05,5342,5402,5311,5328,18358,83960.0,12080515.0
2010-08-06,5288,5364,5272,5289,14676,83356.0,12080515.0
2010-08-09,5288,5564,5266,5542,25311,87342.0,12080515.0
2010-08-10,5541,5579,5434,5519,18746,86980.0,12080515.0
2010-08-11,5402,5671,5388,5557,27597,87584.0,12080515.0
2010-08-12,5518,6384,5372,6386,267543,100631.0,12080515.0
2010-08-13,6591,6614,6070,6194,178644,97611.0,12080515.0
2010-08-16,6169,7036,6169,6355,370717,100147.0,12080515.0
2010-08-17,6284,6537,6246,6516,133064,102684.0,12080515.0
2010-08-18,6476,6506,6246,6386,50317,100631.0,12080515.0
2010-08-19,6384,6484,6208,6209,46083,97852.0,12080515.0
2010-08-20,6223,6790,6154,6600,126120,104013.0,12080515.0
2010-08-23,6599,7097,6491,6906,249149,108845.0,12080515.0
2010-08-24,6936,7028,6675,6784,114828,106913.0,12080515.0
2010-08-25,6744,6882,6645,6784,86655,106913.0,12080515.0
2010-08-26,6790,7036,6016,6147,116989,96886.0,12080515.0
2010-08-27,6284,6637,6216,6500,66401,102443.0,12080515.0
2010-08-30,6530,6629,6292,6400,52245,100872.0,12080515.0
2010-08-31,6169,6469,6169,6255,36262,98577.0,12080515.0
2010-09-01,6407,6461,6284,6324,40806,99664.0,12080515.0
2010-09-02,6438,6438,6300,6324,15741,99664.0,12080515.0
2010-09-03,6514,6514,6223,6224,24103,98094.0,12080515.0
2010-09-06,6384,6729,6377,6531,92882,102926.0,12080515.0
2010-09-07,6476,6553,6185,6217,65240,97973.0,12080515.0
2010-09-08,6216,6323,6154,6294,30729,99181.0,12080515.0
2010-09-09,6208,6292,6131,6209,28647,97852.0,12080515.0
2010-09-10,6208,6338,6055,6301,26599,99302.0,12080515.0
2010-09-13,6238,6323,6208,6263,14816,98698.0,12080515.0
2010-09-14,6284,6323,6216,6286,17118,99060.0,12080515.0
2010-09-15,6284,6346,6192,6286,16661,99060.0,12080515.0
2010-09-16,6284,6392,6231,6232,15396,98215.0,12080515.0
2010-09-17,6231,6323,6131,6239,14768,98335.0,12080515.0
2010-09-20,6238,6269,6139,6194,16200,97611.0,12080515.0
2010-09-24,6062,6169,5963,5994,32944,94470.0,12080515.0
2010-09-27,5916,5978,5824,5826,50013,91812.0,12080515.0
2010-09-28,5763,5824,5648,5672,36178,89396.0,12080515.0
2010-09-29,5671,5755,5655,5711,21724,90000.0,12080515.0
2010-09-30,5710,5710,5579,5672,23028,89396.0,12080515.0
2010-10-01,5617,5655,5510,5549,33533,87463.0,12080515.0
2010-10-04,5564,5595,5402,5473,26373,86255.0,12080515.0
2010-10-05,5441,5533,5326,5497,16174,86617.0,12080515.0
2010-10-06,5518,5595,5494,5573,17036,87825.0,12080515.0
2010-10-07,5533,5579,5402,5497,25400,86617.0,12080515.0
2010-10-08,5494,5533,5410,5497,28013,86617.0,12080515.0
2010-10-11,5494,5510,5410,5497,13975,86617.0,12080515.0
2010-10-12,5464,5541,5441,5497,15669,86617.0,12080515.0
2010-10-13,5502,5556,5457,5542,16011,87342.0,12080515.0
2010-10-14,5541,5579,5510,5527,19064,87101.0,12080515.0
2010-10-15,5518,5641,5510,5627,15755,88671.0,12080515.0
2010-10-18,5641,5747,5579,5633,29514,88792.0,12080515.0
2010-10-19,5633,5747,5595,5672,10694,89396.0,12080515.0
2010-10-20,5603,5710,5571,5672,25830,89396.0,12080515.0
2010-10-21,5740,5824,5671,5780,30053,91087.0,12080515.0
2010-10-22,5786,6100,5732,5894,112651,92899.0,12080515.0
2010-10-25,5901,5978,5771,5941,30060,93624.0,12080515.0
2010-10-26,5940,6062,5832,6017,33527,94832.0,12080515.0
