세원(234100),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-08-05,2395,2460,2160,2200,377153,49243.0,22382985.0
2019-08-06,2075,2205,1845,2080,455592,46557.0,22382985.0
2019-08-07,2020,2165,2020,2150,204695,48123.0,22382985.0
2019-08-08,2190,2225,2170,2225,122378,49802.0,22382985.0
2019-08-09,2235,2265,2180,2230,140741,49914.0,22382985.0
2019-08-12,2270,2290,2200,2280,107384,51033.0,22382985.0
2019-08-13,2260,2555,2260,2500,548782,55957.0,22382985.0
2019-08-14,2500,2655,2500,2625,453976,58755.0,22382985.0
2019-08-16,2680,2905,2580,2800,1096980,62672.0,22382985.0
2019-08-19,2800,2875,2765,2780,360684,62225.0,22382985.0
2019-08-20,2780,2895,2760,2800,406880,62672.0,22382985.0
2019-08-21,2805,2860,2750,2765,226028,61889.0,22382985.0
2019-08-22,2800,2825,2710,2760,201567,61777.0,22382985.0
2019-08-23,2700,2755,2650,2720,171835,60882.0,22382985.0
2019-08-26,2645,2740,2555,2600,208445,58196.0,22382985.0
2019-08-27,2615,2695,2560,2600,217915,58196.0,22382985.0
2019-08-28,2605,2680,2550,2630,193970,58867.0,22382985.0
2019-08-29,2625,2700,2590,2700,171538,60434.0,22382985.0
2019-08-30,2710,2760,2670,2740,304098,61329.0,22382985.0
2019-09-02,2715,2895,2715,2840,498298,63568.0,22382985.0
2019-09-03,2825,2960,2750,2760,567554,61777.0,22382985.0
2019-09-04,2750,2860,2735,2820,321787,63120.0,22382985.0
2019-09-05,2835,2870,2810,2820,182063,63120.0,22382985.0
2019-09-06,2855,2860,2750,2785,135057,62337.0,22382985.0
2019-09-09,2795,2885,2790,2850,325848,63792.0,22382985.0
2019-09-10,2850,2875,2820,2850,152347,63792.0,22382985.0
2019-09-11,2845,2910,2825,2900,207892,64911.0,22382985.0
2019-09-16,2900,2915,2825,2845,197956,63680.0,22382985.0
2019-09-17,2845,2885,2765,2785,236213,62337.0,22382985.0
2019-09-18,2750,2805,2650,2775,265758,62113.0,22382985.0
2019-09-19,2785,2805,2715,2745,132602,61441.0,22382985.0
2019-09-20,2745,2760,2665,2685,217325,60098.0,22382985.0
2019-09-23,2665,2865,2640,2820,1196954,63120.0,22382985.0
2019-09-24,2800,2880,2785,2850,633318,63792.0,22382985.0
2019-09-25,2840,2885,2710,2715,508788,60770.0,22382985.0
2019-09-26,2720,2810,2600,2685,342336,60098.0,22382985.0
2019-09-27,2700,2700,2500,2590,280433,57972.0,22382985.0
2019-09-30,2590,2605,2470,2495,328842,55846.0,22382985.0
2019-10-01,2480,2530,2460,2525,165499,56517.0,22382985.0
2019-10-02,2460,2525,2460,2525,65349,56517.0,22382985.0
2019-10-04,2510,2555,2450,2485,157678,55622.0,22382985.0
2019-10-07,2500,2520,2455,2495,104745,55846.0,22382985.0
