로고스바이오(238120),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-07-24,13500,13950,13300,13800,14925,49607.0,3594724.0
2018-07-25,13800,14000,12900,13450,17602,48349.0,3594724.0
2018-07-26,13400,13550,13100,13550,5755,48709.0,3594724.0
2018-07-27,13550,13550,13300,13450,3317,48349.0,3594724.0
2018-07-30,13450,13700,13100,13700,11444,49248.0,3594724.0
2018-07-31,13700,14350,13450,14150,15071,50865.0,3594724.0
2018-08-01,14000,14400,14000,14400,7489,51764.0,3594724.0
2018-08-02,14450,14700,14300,14600,17522,52483.0,3594724.0
2018-08-03,14550,15900,14350,15050,89812,54101.0,3594724.0
2018-08-06,14750,15350,14600,14700,38816,52842.0,3594724.0
2018-08-07,14600,15200,14600,14650,47551,52663.0,3594724.0
2018-08-08,14700,15500,14550,14800,51680,53202.0,3594724.0
2018-08-09,14800,19100,14700,16250,1107480,58414.0,3594724.0
2018-08-10,15900,16000,15550,15950,120223,57336.0,3594724.0
2018-08-13,15800,15800,14550,14550,95746,52303.0,3594724.0
2018-08-14,14350,14850,13650,13650,88648,49068.0,3594724.0
2018-08-16,13600,13650,13200,13400,43384,48169.0,3594724.0
2018-08-17,13550,14050,13500,13800,45336,49607.0,3594724.0
2018-08-20,13850,14050,13650,13750,37143,49427.0,3594724.0
2018-08-21,13850,15500,13750,15000,185796,53921.0,3594724.0
2018-08-22,15100,15400,14850,15250,45146,54820.0,3594724.0
2018-08-23,15350,15500,14950,15500,29997,55718.0,3594724.0
2018-08-24,15650,20150,15200,20150,1094676,72434.0,3594724.0
2018-08-27,21800,22400,19750,19900,1346375,71535.0,3594724.0
2018-08-28,20100,20350,19100,19950,392209,71715.0,3594724.0
2018-08-29,19850,21250,18650,18650,767890,67042.0,3594724.0
2018-08-30,18650,19250,18100,18800,221299,67581.0,3594724.0
2018-08-31,19300,19500,18550,18600,246115,66862.0,3594724.0
2018-09-03,18600,19400,18500,19150,138994,68839.0,3594724.0
2018-09-04,19450,19450,18800,18900,90037,67940.0,3594724.0
2018-09-05,19150,19450,18750,18800,128251,67581.0,3594724.0
2018-09-06,18650,18750,18050,18050,97522,64885.0,3594724.0
2018-09-07,18050,19150,18000,18400,95236,66143.0,3594724.0
2018-09-10,18400,18500,17950,17950,59151,64525.0,3594724.0
2018-09-11,18150,18550,17650,18500,44274,66502.0,3594724.0
2018-09-12,18500,18800,18300,18500,53667,66502.0,3594724.0
2018-09-13,18700,18950,18100,18300,56044,65783.0,3594724.0
2018-09-14,18300,19500,18200,18850,177017,67761.0,3594724.0
2018-09-17,18750,19000,18100,18100,56270,65065.0,3594724.0
2018-09-18,17850,18050,17400,17950,68474,64525.0,3594724.0
2018-09-19,18100,18500,17350,17550,62449,63087.0,3594724.0
2018-09-20,17600,18300,17400,17650,51083,63447.0,3594724.0
2018-09-21,17850,17900,17550,17650,19527,63447.0,3594724.0
2018-09-27,17700,18450,17150,18300,46524,65783.0,3594724.0
2018-09-28,18400,18400,17550,17750,29086,63806.0,3594724.0
2018-10-01,17550,17600,16500,16650,67176,59852.0,3594724.0
2018-10-02,16650,16900,16100,16150,29756,58055.0,3594724.0
2018-10-04,16400,16850,15950,16700,30391,60032.0,3594724.0
2018-10-05,16550,16700,15850,15850,16529,56976.0,3594724.0
2018-10-08,15650,16150,15600,15700,17404,56437.0,3594724.0
2018-10-10,15750,16150,15450,15500,17934,55718.0,3594724.0
2018-10-11,14900,15450,14350,14700,35776,52842.0,3594724.0
2018-10-12,14300,15300,14300,15000,16843,53921.0,3594724.0
2018-10-15,15300,19500,14750,18050,1313935,64885.0,3594724.0
2018-10-16,17500,18000,16850,17450,406112,62728.0,3594724.0
2018-10-17,17650,17950,17000,17700,311601,63627.0,3594724.0
2018-10-18,17650,17850,17000,17300,129314,62189.0,3594724.0
2018-10-19,17050,17950,17000,17150,146653,61650.0,3594724.0
2018-10-22,17100,17250,16400,16850,81858,60571.0,3594724.0
2018-10-23,16850,16950,15800,15800,59390,56797.0,3594724.0
2018-10-24,16000,16200,15000,15150,79376,54460.0,3594724.0
2018-10-25,14400,14950,14150,14750,48375,53022.0,3594724.0
2018-10-26,14800,15050,13500,13600,53636,48888.0,3594724.0
2018-10-29,13300,14000,12300,12300,53900,44215.0,3594724.0
2018-10-30,11400,12700,11400,12700,84550,45653.0,3594724.0
2018-10-31,12650,13050,12350,12850,31001,46192.0,3594724.0
2018-11-01,12850,13400,12850,13050,35369,46911.0,3594724.0
2018-11-02,13250,13800,13000,13550,38999,48709.0,3594724.0
2018-11-05,13500,14100,13200,13850,27332,49787.0,3594724.0
2018-11-06,13950,14200,13300,13450,24258,48349.0,3594724.0
2018-11-07,13500,13900,13100,13500,18581,48529.0,3594724.0
2018-11-08,13700,14000,13500,13700,17438,49248.0,3594724.0
2018-11-09,13600,13800,13250,13350,21209,47990.0,3594724.0
2018-11-12,13200,13250,12600,12700,29580,45653.0,3594724.0
2018-11-13,12300,13200,12050,13050,19985,46911.0,3594724.0
2018-11-14,13050,13350,12600,13000,10897,46731.0,3594724.0
2018-11-15,13050,13050,12700,12950,12383,46552.0,3594724.0
2018-11-16,12950,13550,12950,13450,16641,48349.0,3594724.0
2018-11-19,13350,14400,13350,13900,53367,49967.0,3594724.0
2018-11-20,13650,14350,13650,13750,21502,49427.0,3594724.0
2018-11-21,13500,14050,13500,14050,16340,50506.0,3594724.0
2018-11-22,14050,14150,13800,14000,15679,50326.0,3594724.0
2018-11-23,13900,14300,13200,13200,27812,47450.0,3594724.0
2018-11-26,13150,13550,13150,13400,10135,48169.0,3594724.0
2018-11-27,13400,13700,13250,13650,11153,49068.0,3594724.0
2018-11-28,13550,14100,13550,13700,10173,49248.0,3594724.0
2018-11-29,13950,14000,13300,13550,17616,48709.0,3594724.0
2018-11-30,13600,13600,13250,13550,7711,48709.0,3594724.0
2018-12-03,13550,13750,13450,13700,13395,49248.0,3594724.0
2018-12-04,13700,13950,13400,13700,18273,49248.0,3594724.0
2018-12-05,13450,13650,13000,13400,18668,48169.0,3594724.0
2018-12-06,13450,13450,12750,12850,20476,46192.0,3594724.0
2018-12-07,12850,13050,12750,12800,12979,46012.0,3594724.0
2018-12-10,12800,13300,12350,12750,12141,45833.0,3594724.0
2018-12-11,12650,13250,12450,12750,8665,45833.0,3594724.0
2018-12-12,12750,12950,12600,12750,9269,45833.0,3594724.0
2018-12-13,12700,13150,12650,13150,12258,47271.0,3594724.0
2018-12-14,13000,13100,12800,13100,21515,47091.0,3594724.0
2018-12-17,13050,13050,12550,12650,14194,45473.0,3594724.0
2018-12-18,12250,12700,12200,12550,16079,45114.0,3594724.0
2018-12-19,12350,12650,12250,12650,9352,45473.0,3594724.0
2018-12-20,12600,12600,12100,12300,16554,44215.0,3594724.0
2018-12-21,12150,12450,12150,12300,4892,44215.0,3594724.0
2018-12-24,12100,12300,12000,12150,9454,43676.0,3594724.0
2018-12-26,11800,12500,11800,12350,11308,44395.0,3594724.0
2018-12-27,12350,12700,12350,12600,3631,45294.0,3594724.0
2018-12-28,12500,14500,12500,13100,136754,47091.0,3594724.0
2019-01-02,13200,13350,13000,13300,21811,47810.0,3594724.0
2019-01-03,13350,13400,12750,12750,14304,45833.0,3594724.0
2019-01-04,12750,12950,12450,12950,10770,46552.0,3594724.0
2019-01-07,13150,13150,12650,12750,16301,45833.0,3594724.0
2019-01-08,12600,12950,12600,12850,6300,46192.0,3594724.0
2019-01-09,12700,13050,12550,12900,13386,46372.0,3594724.0
2019-01-10,12800,13350,12800,13300,11160,47810.0,3594724.0
2019-01-11,13250,13400,13000,13000,12520,46731.0,3594724.0
2019-01-14,13000,13200,12800,13200,9741,47450.0,3594724.0
2019-01-15,13000,13250,13000,13150,8745,47271.0,3594724.0
2019-01-16,13100,13300,13000,13200,7741,47450.0,3594724.0
2019-01-17,13200,13200,12800,13000,18202,46731.0,3594724.0
2019-01-18,13150,13150,12850,13000,13401,46731.0,3594724.0
2019-01-21,13000,13650,12950,13450,35240,48349.0,3594724.0
2019-01-22,13450,13700,13200,13200,15233,47450.0,3594724.0
2019-01-23,13150,13500,13100,13500,9939,48529.0,3594724.0
2019-01-24,13500,13900,13400,13750,21390,49427.0,3594724.0
2019-01-25,13900,13900,13250,13550,10877,48709.0,3594724.0
2019-01-28,13650,13700,13250,13500,12424,48529.0,3594724.0
2019-01-29,13450,13450,13100,13350,16223,47990.0,3594724.0
2019-01-30,13250,13650,13250,13400,19251,48169.0,3594724.0
2019-01-31,13400,13650,13400,13450,10784,48349.0,3594724.0
2019-02-01,13450,13850,13400,13550,16476,48709.0,3594724.0
2019-02-07,13450,13700,13200,13500,11418,48529.0,3594724.0
2019-02-08,13500,13550,13200,13350,12515,47990.0,3594724.0
2019-02-11,13300,13600,13250,13450,12434,48349.0,3594724.0
2019-02-12,13550,13550,13200,13350,6492,47990.0,3594724.0
2019-02-13,13500,13550,13250,13350,5996,47990.0,3594724.0
2019-02-14,13350,13450,13250,13300,4861,47810.0,3594724.0
2019-02-15,13300,13500,13200,13450,7701,48349.0,3594724.0
2019-02-18,13350,13650,13350,13550,6216,48709.0,3594724.0
2019-02-19,13550,13750,13350,13450,8400,48349.0,3594724.0
2019-02-20,13600,14200,13400,14100,48896,50686.0,3594724.0
2019-02-21,14300,14300,13800,13900,14924,49967.0,3594724.0
2019-02-22,13750,14250,13700,13850,16494,49787.0,3594724.0
2019-02-25,14000,14000,13650,13650,9735,49068.0,3594724.0
2019-02-26,13650,13850,13500,13500,11862,48529.0,3594724.0
2019-02-27,13550,13600,13400,13500,9765,48529.0,3594724.0
2019-02-28,13500,13750,13150,13200,27963,47450.0,3594724.0
2019-03-04,13200,13850,13200,13850,14846,49787.0,3594724.0
2019-03-05,13650,14100,13650,13850,10078,49787.0,3594724.0
2019-03-06,13950,14150,13500,13700,17106,49248.0,3594724.0
2019-03-07,13600,14100,13550,13600,24951,48888.0,3594724.0
2019-03-08,13500,13750,13400,13750,7340,49427.0,3594724.0
2019-03-11,13850,13850,13500,13600,6920,48888.0,3594724.0
2019-03-12,13800,14050,13550,14000,14647,50326.0,3594724.0
2019-03-13,14050,14450,13750,14100,18969,50686.0,3594724.0
2019-03-14,14350,14400,14000,14000,9533,50326.0,3594724.0
2019-03-15,14000,14100,13600,13650,14838,49068.0,3594724.0
2019-03-18,13700,14150,13650,14050,11586,50506.0,3594724.0
2019-03-19,14050,15250,14050,14550,95154,52303.0,3594724.0
2019-03-20,14700,14700,14100,14350,24204,51584.0,3594724.0
2019-03-21,14300,14400,13800,13850,28440,49787.0,3594724.0
2019-03-22,13600,14000,13600,13800,9715,49607.0,3594724.0
2019-03-25,13650,13650,13300,13650,29207,49068.0,3594724.0
2019-03-26,13650,13650,13450,13650,9508,49068.0,3594724.0
2019-03-27,13750,13750,13350,13650,12409,49068.0,3594724.0
2019-03-28,13600,13650,13300,13600,6619,48888.0,3594724.0
2019-03-29,13600,13600,13250,13600,9362,48888.0,3594724.0
2019-04-01,13450,13600,13400,13500,11825,48529.0,3594724.0
2019-04-02,13600,13750,13400,13650,5421,49068.0,3594724.0
2019-04-03,13600,14000,13600,13900,18358,49967.0,3594724.0
2019-04-04,14000,14000,13700,13950,14178,50146.0,3594724.0
2019-04-05,14000,14150,13750,14000,15031,50326.0,3594724.0
2019-04-08,13900,14150,13850,14050,16056,50506.0,3594724.0
2019-04-09,14100,17300,14000,15000,659601,53921.0,3594724.0
2019-04-10,15150,17600,14800,15850,604470,56976.0,3594724.0
2019-04-11,16050,16050,15450,15650,85900,56257.0,3594724.0
2019-04-12,15650,15850,15250,15550,54221,55898.0,3594724.0
2019-04-15,15650,15700,14900,14900,53954,53561.0,3594724.0
2019-04-16,15050,15350,14600,15300,43804,54999.0,3594724.0
2019-04-17,15300,15350,14950,15100,21542,54280.0,3594724.0
2019-04-18,15000,15350,14550,14600,42756,52483.0,3594724.0
2019-04-19,14500,14900,14500,14550,18936,52303.0,3594724.0
2019-04-22,14450,15200,14450,15000,26211,53921.0,3594724.0
2019-04-23,15100,15100,14700,14800,22406,53202.0,3594724.0
2019-04-24,14750,14950,14450,14550,16556,52303.0,3594724.0
2019-04-25,14600,14800,14250,14500,15296,52123.0,3594724.0
2019-04-26,14350,14700,14100,14250,13545,51225.0,3594724.0
2019-04-29,14200,14700,14100,14650,8738,52663.0,3594724.0
2019-04-30,14750,14800,14350,14650,8044,52663.0,3594724.0
2019-05-02,14600,15350,14500,15200,34484,54640.0,3594724.0
2019-05-03,15300,15300,14800,14900,11134,53561.0,3594724.0
2019-05-07,14600,14750,14450,14750,17771,53022.0,3594724.0
2019-05-08,14600,14750,14250,14550,19632,52303.0,3594724.0
2019-05-09,14700,14700,13650,13900,27300,49967.0,3594724.0
2019-05-10,13900,14300,13650,14050,16054,50506.0,3594724.0
2019-05-13,13950,14100,13300,13350,13216,47990.0,3594724.0
2019-05-14,13000,14800,12950,13300,63287,47810.0,3594724.0
2019-05-15,13400,13950,13350,13650,10798,49068.0,3594724.0
2019-05-16,13650,13850,13550,13800,2824,49607.0,3594724.0
2019-05-17,13800,14000,13750,13750,5270,49427.0,3594724.0
2019-05-20,13750,13750,13200,13650,14745,49068.0,3594724.0
2019-05-21,13650,13750,13450,13650,5408,49068.0,3594724.0
2019-05-22,13750,13950,13550,13950,5051,50146.0,3594724.0
2019-05-23,13750,14100,13750,14000,7383,50326.0,3594724.0
2019-05-24,14100,14100,13400,13700,16188,49248.0,3594724.0
2019-05-27,13650,14000,13400,13800,7615,49607.0,3594724.0
2019-05-28,13750,13950,13500,13700,4072,49248.0,3594724.0
2019-05-29,13600,13900,12900,13100,15145,47091.0,3594724.0
2019-05-30,13100,13300,12750,12950,11057,46552.0,3594724.0
2019-05-31,12850,13200,12800,13100,5109,47091.0,3594724.0
2019-06-03,12800,13250,12800,13150,6734,47271.0,3594724.0
2019-06-04,13000,13550,13000,13350,4361,47990.0,3594724.0
2019-06-05,13350,14500,13350,14050,45428,50506.0,3594724.0
2019-06-07,14050,14950,14050,14650,26573,52663.0,3594724.0
2019-06-10,14650,15200,14500,14700,11114,52842.0,3594724.0
2019-06-11,15100,15100,14550,14550,7137,52303.0,3594724.0
2019-06-12,14550,14800,14450,14700,6232,52842.0,3594724.0
2019-06-13,14500,14850,14500,14700,3740,52842.0,3594724.0
2019-06-14,14750,14750,14200,14300,4240,51405.0,3594724.0
2019-06-17,14300,14650,14100,14300,3196,51405.0,3594724.0
2019-06-18,14250,14450,14250,14400,4757,51764.0,3594724.0
2019-06-19,14700,14700,14100,14250,4694,51225.0,3594724.0
2019-06-20,14250,14550,14050,14550,4213,52303.0,3594724.0
2019-06-21,14700,14700,14050,14300,4161,51405.0,3594724.0
2019-06-24,14300,14300,13900,14150,3274,50865.0,3594724.0
2019-06-25,14100,14150,13650,14100,2849,50686.0,3594724.0
2019-06-26,13900,14100,13700,13750,7474,49427.0,3594724.0
2019-06-27,13600,13800,13000,13200,20426,47450.0,3594724.0
2019-06-28,13100,13550,13000,13550,7956,48709.0,3594724.0
2019-07-01,13550,13700,13300,13350,18768,47990.0,3594724.0
2019-07-02,13350,13500,13300,13450,5339,48349.0,3594724.0
2019-07-03,13650,13650,13350,13500,2947,48529.0,3594724.0
2019-07-04,13800,13800,13050,13300,5122,47810.0,3594724.0
2019-07-05,13300,13300,12950,13100,10676,47091.0,3594724.0
2019-07-08,13500,13600,12500,13000,17223,46731.0,3594724.0
2019-07-09,12550,12950,12400,12400,13275,44575.0,3594724.0
2019-07-10,12150,12700,12150,12650,4572,45473.0,3594724.0
2019-07-11,12550,12900,12500,12750,4046,45833.0,3594724.0
2019-07-12,12600,12900,12600,12800,2297,46012.0,3594724.0
2019-07-15,12750,13000,12450,12850,5055,46192.0,3594724.0
2019-07-16,12650,13000,12550,12850,6084,46192.0,3594724.0
2019-07-17,12800,13500,12650,13050,10718,46911.0,3594724.0
2019-07-18,12900,13300,12600,13000,7283,46731.0,3594724.0
2019-07-19,13000,13200,12900,13050,5363,46911.0,3594724.0
2019-07-22,12950,13250,12950,13000,3960,46731.0,3594724.0
2019-07-23,13300,15300,12700,12700,228528,45653.0,3594724.0
2019-07-24,12700,12900,12400,12800,16803,46012.0,3594724.0
2019-07-25,12600,12900,12300,12450,15640,44754.0,3594724.0
2019-07-26,12250,12600,12250,12600,3894,45294.0,3594724.0
2019-07-29,12600,12600,12000,12450,7422,44754.0,3594724.0
2019-07-30,12500,12550,12100,12550,10662,45114.0,3594724.0
2019-07-31,12550,12550,11900,12250,13584,44035.0,3594724.0
2019-08-01,12500,12650,12250,12400,4720,44575.0,3594724.0
2019-08-02,12150,12150,11800,12050,8810,43316.0,3594724.0
2019-08-05,12050,12050,10550,11000,32410,39542.0,3594724.0
2019-08-06,10450,10900,10000,10250,19502,36846.0,3594724.0
2019-08-07,10100,10550,9870,10250,19282,36846.0,3594724.0
2019-08-08,10250,10650,10250,10500,3923,37745.0,3594724.0
2019-08-09,10500,10850,10400,10550,4228,37924.0,3594724.0
2019-08-12,10550,10850,10450,10750,2283,38643.0,3594724.0
2019-08-13,10750,10750,10550,10700,2275,38464.0,3594724.0
2019-08-14,10700,10950,10650,10700,2976,38464.0,3594724.0
2019-08-16,10650,10650,10150,10300,5353,37026.0,3594724.0
2019-08-19,10300,10750,10200,10600,10636,38104.0,3594724.0
2019-08-20,10700,10900,10350,10850,5993,39003.0,3594724.0
2019-08-21,10900,11150,10650,11000,5610,39542.0,3594724.0
2019-08-22,11050,11050,10750,10800,3476,38823.0,3594724.0
2019-08-23,10800,11150,10650,11150,5198,40081.0,3594724.0
2019-08-26,11150,11150,10500,10700,8731,38464.0,3594724.0
2019-08-27,10900,10900,10600,10700,3151,38464.0,3594724.0
2019-08-28,10600,10850,10550,10700,4130,38464.0,3594724.0
2019-08-29,10700,10900,10600,10700,2430,38464.0,3594724.0
2019-08-30,10700,11000,10600,10950,11416,39362.0,3594724.0
2019-09-02,10900,11150,10800,11100,2170,39901.0,3594724.0
2019-09-03,11100,11600,10950,11600,4634,41699.0,3594724.0
2019-09-04,11350,11700,11350,11600,2066,41699.0,3594724.0
2019-09-05,11600,12200,11500,11850,4926,42597.0,3594724.0
2019-09-06,11900,11900,11450,11500,5817,41339.0,3594724.0
2019-09-09,11500,11700,11100,11100,4527,39901.0,3594724.0
2019-09-10,11100,11250,11050,11200,1432,40261.0,3594724.0
2019-09-11,11100,11400,11050,11350,2355,40800.0,3594724.0
2019-09-16,11350,11350,11100,11300,4166,40620.0,3594724.0
2019-09-17,11300,11850,11200,11550,10197,41519.0,3594724.0
2019-09-18,11550,11700,11250,11600,4043,41699.0,3594724.0
2019-09-19,11500,11800,11450,11800,7490,42418.0,3594724.0
2019-09-20,11700,12000,11700,11850,4551,42597.0,3594724.0
2019-09-23,11800,11950,11550,11850,2795,42597.0,3594724.0
2019-09-24,11850,12000,11650,11900,2035,42777.0,3594724.0
2019-09-25,11900,12000,11400,11700,6905,42058.0,3594724.0
2019-09-26,11800,11800,11350,11550,3181,41519.0,3594724.0
2019-09-27,11400,11600,11250,11500,3885,41339.0,3594724.0
2019-09-30,11500,11500,11050,11050,3949,39722.0,3594724.0
2019-10-01,11050,11100,10600,10700,16926,38464.0,3594724.0
2019-10-02,10650,10750,10350,10400,11234,37385.0,3594724.0
2019-10-04,10400,10700,10250,10500,3239,37745.0,3594724.0
2019-10-07,10550,10900,10500,10750,7806,,
