미투온(201490),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-06-19,7450,7580,7140,7150,380701,222885.0,31172770.0
2018-06-20,7120,7480,7120,7350,245452,229120.0,31172770.0
2018-06-21,7380,7450,7230,7290,188602,227249.0,31172770.0
2018-06-22,7290,7420,7180,7260,166074,226314.0,31172770.0
2018-06-25,7250,7400,7230,7310,120722,227873.0,31172770.0
2018-06-26,7210,7480,7210,7400,164840,230678.0,31172770.0
2018-06-27,7400,7460,7350,7360,142559,229432.0,31172770.0
2018-06-28,7410,7410,7160,7180,187740,223820.0,31172770.0
2018-06-29,7150,7320,7150,7250,122719,226003.0,31172770.0
2018-07-02,7200,7340,6840,6850,387395,213533.0,31172770.0
2018-07-03,6830,6970,6600,6630,449513,206675.0,31172770.0
2018-07-04,6630,6900,6630,6800,232257,211975.0,31172770.0
2018-07-05,6810,7010,6650,6670,287034,207922.0,31172770.0
2018-07-06,6700,6790,6490,6790,273774,211663.0,31172770.0
2018-07-09,6820,6820,6690,6790,142585,211663.0,31172770.0
2018-07-10,6850,7170,6810,7100,253768,221327.0,31172770.0
2018-07-11,7050,7090,6950,6980,133425,217586.0,31172770.0
2018-07-12,6970,7150,6960,7080,135821,220703.0,31172770.0
2018-07-13,7130,7220,7050,7060,127054,220080.0,31172770.0
2018-07-16,7020,7440,7020,7350,412049,229120.0,31172770.0
2018-07-17,7300,7410,7170,7350,196774,229120.0,31172770.0
2018-07-18,7330,7400,7210,7250,235271,226003.0,31172770.0
2018-07-19,7200,7260,7040,7050,161029,219768.0,31172770.0
2018-07-20,7050,7220,7000,7060,111512,220080.0,31172770.0
2018-07-23,7070,7160,6720,6750,236923,210416.0,31172770.0
2018-07-24,6630,6880,6630,6700,208549,208858.0,31172770.0
2018-07-25,6630,6850,6600,6740,232773,210104.0,31172770.0
2018-07-26,6850,6850,6650,6810,165011,212287.0,31172770.0
2018-07-27,6850,6850,6560,6610,1766942,206052.0,31172770.0
2018-07-30,6700,6730,6600,6640,401511,206987.0,31172770.0
2018-07-31,6610,6760,6610,6630,305182,206675.0,31172770.0
2018-08-01,6660,6750,6640,6710,393313,209169.0,31172770.0
2018-08-02,6700,6780,6620,6640,323756,206987.0,31172770.0
2018-08-03,6650,6660,6560,6580,302502,205117.0,31172770.0
2018-08-06,6560,6620,6530,6590,242732,205429.0,31172770.0
2018-08-07,6600,6630,6520,6620,207489,206364.0,31172770.0
2018-08-08,6640,6840,6620,6680,532672,208234.0,31172770.0
2018-08-09,6690,7090,6610,7010,1690026,218521.0,31172770.0
2018-08-10,7030,7190,6900,7060,1126859,220080.0,31172770.0
2018-08-13,7040,7040,6620,6660,711257,207611.0,31172770.0
2018-08-14,6690,6780,6620,6750,515242,210416.0,31172770.0
2018-08-16,6600,6680,6440,6520,944640,203246.0,31172770.0
2018-08-17,6550,6650,6500,6630,367310,206675.0,31172770.0
2018-08-20,6680,6750,6610,6670,316595,207922.0,31172770.0
2018-08-21,6660,6900,6620,6840,546704,213222.0,31172770.0
2018-08-22,6860,7050,6820,6850,476679,213533.0,31172770.0
2018-08-23,6870,7020,6830,6880,390313,214469.0,31172770.0
2018-08-24,6890,7000,6840,6970,337732,217274.0,31172770.0
2018-08-27,7020,7050,6910,7050,424531,219768.0,31172770.0
2018-08-28,7070,7150,6990,7080,419497,220703.0,31172770.0
2018-08-29,7080,7420,7050,7190,938949,224132.0,31172770.0
2018-08-30,7220,7320,7150,7220,352877,225067.0,31172770.0
2018-08-31,7250,7320,7180,7270,334616,226626.0,31172770.0
2018-09-03,7210,7300,7120,7190,261536,224132.0,31172770.0
2018-09-04,7190,7210,7100,7170,248975,223509.0,31172770.0
2018-09-05,7200,7240,7120,7120,239861,221950.0,31172770.0
2018-09-06,7120,7450,7110,7250,662614,226003.0,31172770.0
2018-09-07,7270,7310,7030,7120,344646,221950.0,31172770.0
2018-09-10,7100,7140,6860,6930,261265,216027.0,31172770.0
2018-09-11,6930,7080,6840,7000,188157,218209.0,31172770.0
2018-09-12,7010,7080,6830,6870,215441,214157.0,31172770.0
2018-09-13,6870,6960,6750,6840,215257,213222.0,31172770.0
2018-09-14,6870,6900,6780,6800,216486,211975.0,31172770.0
2018-09-17,6830,6860,6690,6710,219936,209169.0,31172770.0
2018-09-18,6700,6960,6700,6900,314778,215092.0,31172770.0
2018-09-19,6910,7020,6800,7000,298877,218209.0,31172770.0
2018-09-20,7010,7200,6980,7000,367740,218209.0,31172770.0
2018-09-21,7000,7340,6940,7270,605413,226626.0,31172770.0
2018-09-27,7340,7450,7290,7370,464283,229743.0,31172770.0
2018-09-28,7370,7380,7180,7230,310767,225379.0,31172770.0
2018-10-01,7280,7380,7100,7150,237087,222885.0,31172770.0
2018-10-02,7250,7250,6990,7000,232673,218209.0,31172770.0
2018-10-04,7010,7040,6850,6950,165745,216651.0,31172770.0
2018-10-05,6820,7000,6740,6840,160870,213222.0,31172770.0
2018-10-08,6810,6950,6760,6850,82941,213533.0,31172770.0
2018-10-10,6840,6960,6590,6600,289569,205740.0,31172770.0
2018-10-11,6300,6480,6110,6110,511110,190466.0,31172770.0
2018-10-12,6000,6280,5990,6120,345610,190777.0,31172770.0
2018-10-15,6110,6720,6030,6250,298814,194830.0,31172770.0
2018-10-16,6240,6470,6240,6440,182497,200753.0,31172770.0
2018-10-17,6570,6600,6390,6450,170282,201064.0,31172770.0
2018-10-18,6410,6570,6400,6460,149402,201376.0,31172770.0
2018-10-19,6400,6500,6330,6490,131325,202311.0,31172770.0
2018-10-22,6600,6600,6380,6430,73617,200441.0,31172770.0
2018-10-23,6390,6440,6110,6230,149122,194206.0,31172770.0
2018-10-24,6210,6420,6020,6050,179117,188595.0,31172770.0
2018-10-25,5840,5970,5680,5860,332491,182672.0,31172770.0
2018-10-26,5950,5950,5590,5600,326756,174568.0,31172770.0
2018-10-29,5520,5640,5010,5180,453297,161475.0,31172770.0
2018-10-30,5010,5280,4850,5190,556956,161787.0,31172770.0
2018-10-31,5200,5440,5090,5330,370832,166151.0,31172770.0
2018-11-01,5360,5550,5340,5500,269786,171918.0,31257770.0
2018-11-02,5510,5850,5510,5810,352159,181608.0,31257770.0
2018-11-05,5800,6340,5680,6040,509225,188797.0,31257770.0
2018-11-06,6040,6340,5960,6160,302266,192548.0,31257770.0
2018-11-07,6160,6360,6130,6220,374244,194423.0,31257770.0
2018-11-08,6400,6660,6190,6290,744751,196611.0,31257770.0
2018-11-09,6290,6300,6070,6200,232815,193798.0,31257770.0
2018-11-12,6170,6300,6000,6020,205850,188172.0,31257770.0
2018-11-13,5840,6010,5770,6010,178029,187859.0,31257770.0
2018-11-14,6020,6180,5960,6020,181679,188172.0,31257770.0
2018-11-15,6040,6160,5990,6140,158899,191923.0,31257770.0
2018-11-16,6200,6280,6170,6190,151740,193486.0,31257770.0
2018-11-19,6220,6340,6200,6290,180094,196611.0,31257770.0
2018-11-20,6230,6270,6160,6200,139231,193798.0,31257770.0
2018-11-21,6130,6260,6090,6160,166317,192548.0,31257770.0
2018-11-22,6160,6460,6160,6350,379329,198487.0,31257770.0
2018-11-23,6410,6440,6060,6160,271606,192548.0,31257770.0
2018-11-26,6110,6270,6110,6240,156978,195048.0,31257770.0
2018-11-27,6240,6410,6230,6330,194922,197862.0,31257770.0
2018-11-28,6290,6360,6260,6270,149646,195986.0,31257770.0
2018-11-29,6330,6690,6320,6500,512377,203176.0,31257770.0
2018-11-30,6460,6590,6360,6400,156941,200050.0,31257770.0
2018-12-03,6500,6500,6270,6360,228356,198799.0,31257770.0
2018-12-04,6300,6410,6290,6300,143865,196924.0,31257770.0
2018-12-05,6210,6300,6080,6110,214077,190985.0,31257770.0
2018-12-06,6060,6080,5850,5900,270274,184421.0,31257770.0
2018-12-07,5920,6030,5850,5910,140963,184733.0,31257770.0
2018-12-10,5870,5890,5620,5690,164531,177857.0,31257770.0
2018-12-11,5700,5950,5630,5640,195542,176294.0,31257770.0
2018-12-12,5660,5800,5630,5800,94108,181295.0,31257770.0
2018-12-13,5760,5940,5760,5850,115075,182858.0,31257770.0
2018-12-14,5850,5900,5690,5690,101523,177857.0,31257770.0
2018-12-17,5610,5680,5440,5490,179212,171605.0,31257770.0
2018-12-18,5440,5600,5330,5440,104847,170042.0,31257770.0
2018-12-19,5450,5550,5440,5490,128351,171605.0,31257770.0
2018-12-20,5510,5590,5400,5470,121592,170980.0,31257770.0
2018-12-21,5400,5850,5400,5770,420683,180357.0,31257770.0
2018-12-24,5760,5920,5680,5750,187788,179732.0,31257770.0
2018-12-26,5620,5680,5430,5440,186243,170042.0,31257770.0
2018-12-27,5580,5660,5430,5440,149783,170042.0,31257770.0
2018-12-28,5450,5650,5450,5600,145216,175044.0,31257770.0
2019-01-02,5630,5700,5480,5560,175595,173793.0,31257770.0
2019-01-03,5520,5620,5450,5460,202690,170667.0,31257770.0
2019-01-04,5460,5560,5320,5510,235998,172230.0,31257770.0
2019-01-07,5620,5620,5490,5540,114062,173168.0,31257770.0
2019-01-08,5550,5590,5500,5530,86721,172855.0,31257770.0
2019-01-09,5580,5750,5510,5670,247341,177232.0,31257770.0
2019-01-10,5840,5850,5620,5740,274086,179420.0,31257770.0
2019-01-11,5800,5800,5690,5750,207942,179732.0,31257770.0
2019-01-14,5740,5870,5720,5800,240548,181295.0,31257770.0
2019-01-15,5800,6100,5800,5940,688790,185671.0,31257770.0
2019-01-16,5960,6040,5880,6010,323528,187859.0,31257770.0
2019-01-17,6030,6050,5850,5910,188738,184733.0,31257770.0
2019-01-18,5930,6080,5910,5960,233266,186296.0,31257770.0
2019-01-21,6070,6070,5870,5890,136368,184108.0,31257770.0
2019-01-22,5930,5960,5800,5920,207984,185046.0,31257770.0
2019-01-23,5920,6090,5860,5990,213919,187234.0,31257770.0
2019-01-24,6020,6020,5940,5970,137444,186609.0,31257770.0
2019-01-25,6000,6090,5830,5960,390721,186296.0,31257770.0
2019-01-28,5980,6030,5940,6010,213813,187859.0,31257770.0
2019-01-29,6020,6020,5920,5970,143379,186609.0,31257770.0
2019-01-30,6030,6170,5970,6030,394989,188484.0,31257770.0
2019-01-31,6060,6210,5900,6210,499447,194111.0,31257770.0
2019-02-01,6260,6290,5990,6060,550611,189422.0,31257770.0
2019-02-07,6080,6180,5950,6060,283748,189422.0,31257770.0
2019-02-08,6070,6600,6070,6500,1385807,203176.0,31257770.0
2019-02-11,6510,6550,6310,6520,503232,203801.0,31257770.0
2019-02-12,6580,6670,6340,6580,679499,205676.0,31257770.0
2019-02-13,6590,6600,6500,6580,260657,205676.0,31257770.0
2019-02-14,6600,6870,6460,6540,929156,204426.0,31257770.0
2019-02-15,6590,6590,6400,6450,384637,201613.0,31257770.0
2019-02-18,6500,6540,6430,6430,322873,200987.0,31257770.0
2019-02-19,6450,6460,6290,6290,307340,196611.0,31257770.0
2019-02-20,6280,6450,6280,6380,208856,199425.0,31257770.0
2019-02-21,6460,6530,6390,6420,265859,200675.0,31257770.0
2019-02-22,6420,6480,6290,6290,168741,196611.0,31257770.0
2019-02-25,6300,6430,6280,6310,236282,197237.0,31257770.0
2019-02-26,6330,6380,6290,6310,141532,197237.0,31257770.0
2019-02-27,6330,6370,6300,6330,146826,197862.0,31257770.0
2019-02-28,6350,6440,5950,6090,275127,190360.0,31257770.0
2019-03-04,6130,6280,6120,6260,164098,195674.0,31257770.0
2019-03-05,6230,6270,6100,6130,193839,191610.0,31257770.0
2019-03-06,6130,6220,6040,6130,120163,191610.0,31257770.0
2019-03-07,6130,6170,5830,6010,214860,187859.0,31257770.0
2019-03-08,5990,6050,5860,5900,155400,184421.0,31257770.0
2019-03-11,5940,6010,5740,5790,173555,180982.0,31257770.0
2019-03-12,5800,5940,5800,5900,112181,184421.0,31257770.0
2019-03-13,5860,6200,5860,6130,433917,191610.0,31257770.0
2019-03-14,6150,6200,6000,6100,184862,190672.0,31257770.0
2019-03-15,6110,6140,5990,6010,130531,187859.0,31257770.0
2019-03-18,6060,6150,6030,6150,118732,192235.0,31257770.0
2019-03-19,6160,6260,6110,6200,179818,193798.0,31257770.0
2019-03-20,6200,6210,5990,6050,178741,189110.0,31257770.0
2019-03-21,6060,6110,6020,6080,249710,190047.0,31257770.0
2019-03-22,6390,6500,6160,6300,807204,196924.0,31257770.0
2019-03-25,6160,6400,6160,6330,477450,197862.0,31257770.0
2019-03-26,6330,6460,6280,6330,328006,197862.0,31257770.0
2019-03-27,6410,6460,6330,6370,292137,199112.0,31257770.0
2019-03-28,6390,6390,6250,6350,227724,198487.0,31257770.0
2019-03-29,6310,6400,6140,6380,231356,199425.0,31257770.0
2019-04-01,6400,6540,6380,6480,390264,202550.0,31257770.0
2019-04-02,6530,6540,6380,6440,231268,201300.0,31257770.0
2019-04-03,6470,6600,6460,6500,294994,203176.0,31257770.0
2019-04-04,6520,6600,6460,6550,208638,204738.0,31257770.0
2019-04-05,6510,6600,6510,6580,188471,205676.0,31257770.0
2019-04-08,6640,6830,6600,6830,731493,213491.0,31257770.0
2019-04-09,6800,6870,6700,6770,282975,211615.0,31257770.0
2019-04-10,6800,6960,6750,6930,469242,216616.0,31257770.0
2019-04-11,6960,6960,6840,6850,277472,214116.0,31257770.0
2019-04-12,6810,6930,6720,6880,250213,215053.0,31257770.0
2019-04-15,6940,7110,6850,6960,487241,217554.0,31257770.0
2019-04-16,7000,7320,6930,7000,606000,218804.0,31257770.0
2019-04-17,7090,7130,6880,7010,273208,219117.0,31257770.0
2019-04-18,7030,7040,6740,6760,284876,211303.0,31257770.0
2019-04-19,6810,7910,6810,7750,4203422,242248.0,31257770.0
2019-04-22,8190,8390,7860,7940,3571720,248187.0,31257770.0
2019-04-23,7900,8210,7690,8210,2070920,256626.0,31257770.0
2019-04-24,8150,8410,7960,8230,1526491,257251.0,31257770.0
2019-04-25,8140,8640,8090,8370,2419285,261628.0,31257770.0
2019-04-26,8380,8460,8190,8200,1156639,256314.0,31257770.0
2019-04-29,8190,8480,8130,8400,1374336,262565.0,31257770.0
2019-04-30,8420,8480,8250,8390,867340,262253.0,31257770.0
2019-05-02,8420,8900,8340,8770,2040062,274131.0,31257770.0
2019-05-03,8830,8930,8480,8650,882891,270380.0,31257770.0
2019-05-07,8430,8750,8380,8450,1031673,264128.0,31257770.0
2019-05-08,8320,8900,8230,8620,1963636,269442.0,31257770.0
2019-05-09,8670,8730,8290,8300,1302319,259439.0,31257770.0
2019-05-10,8300,8490,8150,8350,816697,261002.0,31257770.0
2019-05-13,8260,8470,7920,8020,1314180,250687.0,31257770.0
2019-05-14,7820,8260,7750,8110,943868,253501.0,31257770.0
2019-05-15,8200,8220,8060,8200,557295,256314.0,31257770.0
2019-05-16,8260,8290,7790,7790,938880,243498.0,31257770.0
2019-05-17,7860,8100,7790,7850,661834,245373.0,31257770.0
2019-05-20,7800,8020,7440,7440,901425,232558.0,31257770.0
2019-05-21,7440,7720,7440,7520,554717,235058.0,31257770.0
2019-05-22,7520,7710,7300,7570,853460,236621.0,31257770.0
2019-05-23,7580,7600,7110,7160,724283,223806.0,31257770.0
2019-05-24,7100,7320,7030,7120,606096,222555.0,31257770.0
2019-05-27,7050,7190,6930,7040,642234,220055.0,31257770.0
2019-05-28,7070,7230,7070,7200,410692,225056.0,31257770.0
2019-05-29,7110,7150,6780,6810,556945,212865.0,31257770.0
2019-05-30,6780,6940,6780,6860,281969,214428.0,31257770.0
2019-05-31,6850,6950,6780,6830,259008,213491.0,31257770.0
2019-06-03,6810,6990,6740,6870,256715,214741.0,31257770.0
2019-06-04,6850,6930,6720,6740,276199,210677.0,31257770.0
2019-06-05,6840,7900,6770,7710,2776834,240997.0,31257770.0
2019-06-07,7790,8080,7670,8060,1842216,251938.0,31257770.0
2019-06-10,8000,8130,7980,8070,408722,252250.0,31257770.0
2019-06-11,8100,8130,7700,7840,595015,245061.0,31257770.0
2019-06-12,7820,8090,7610,7650,676687,239122.0,31257770.0
2019-06-13,7700,7830,7340,7500,935681,234433.0,31257770.0
2019-06-14,7550,7560,7040,7080,1117542,221305.0,31257770.0
2019-06-17,7090,7150,6960,7010,354530,219117.0,31257770.0
2019-06-18,7020,7190,6940,7150,404485,223493.0,31257770.0
2019-06-19,7350,7370,6980,7060,514418,220680.0,31257770.0
2019-06-20,7070,7430,7060,7300,835957,228182.0,31257770.0
2019-06-21,7240,7260,7050,7050,488530,220367.0,31257770.0
2019-06-24,7060,7090,6870,6920,394487,216304.0,31257770.0
2019-06-25,6990,7100,6770,6790,514051,212240.0,31257770.0
2019-06-26,6860,6890,6650,6770,241160,211615.0,31257770.0
2019-06-27,6780,6890,6730,6730,249633,210365.0,31257770.0
2019-06-28,6730,6800,6550,6610,319901,206614.0,31257770.0
2019-07-01,6640,6730,6610,6680,205101,208802.0,31257770.0
2019-07-02,6620,6720,6600,6670,160520,208489.0,31257770.0
2019-07-03,6700,6970,6690,6790,457499,212240.0,31257770.0
2019-07-04,6820,6860,6600,6700,254565,209427.0,31257770.0
2019-07-05,6750,7060,6680,6950,540396,217242.0,31257770.0
2019-07-08,6910,6950,6480,6550,537939,204738.0,31257770.0
2019-07-09,6510,6670,6410,6410,337017,200362.0,31257770.0
2019-07-10,6390,6550,6390,6400,231450,200050.0,31257770.0
2019-07-11,6470,6850,6430,6750,592620,210990.0,31257770.0
2019-07-12,6740,6820,6660,6690,245833,209114.0,31257770.0
2019-07-15,6700,6730,6400,6450,319365,201613.0,31257770.0
2019-07-16,6510,6580,6360,6370,277537,199112.0,31257770.0
2019-07-17,6320,6450,6020,6120,449406,191298.0,31257770.0
2019-07-18,6070,6240,6040,6170,232374,192860.0,31257770.0
2019-07-19,6110,6250,6110,6190,178247,193486.0,31257770.0
2019-07-22,6200,6300,6170,6190,183599,193486.0,31257770.0
2019-07-23,6210,6360,6150,6170,216100,192860.0,31257770.0
2019-07-24,6180,6340,6030,6030,304387,188484.0,31257770.0
2019-07-25,5970,6070,5840,5930,350996,185359.0,31257770.0
2019-07-26,6080,6270,5930,5940,539989,185671.0,31257770.0
2019-07-29,5910,5990,5590,5590,351036,174731.0,31257770.0
2019-07-30,5500,5710,5500,5590,298230,174731.0,31257770.0
2019-07-31,5500,5670,5300,5580,339304,174418.0,31257770.0
2019-08-01,5560,5600,5350,5400,317048,168792.0,31257770.0
2019-08-02,5310,5600,5240,5420,397789,169417.0,31257770.0
2019-08-05,5350,5450,4950,4950,614065,154726.0,31257770.0
2019-08-06,4700,6090,4655,4930,4679446,154101.0,31257770.0
2019-08-07,4925,5430,4905,5300,1385021,165666.0,31257770.0
2019-08-08,5310,5460,5230,5300,550266,165666.0,31257770.0
2019-08-09,5400,5540,5260,5420,624356,169417.0,31257770.0
2019-08-12,5420,5530,5260,5450,347234,170355.0,31257770.0
2019-08-13,5330,5990,5330,5530,1693029,172855.0,31257770.0
2019-08-14,5600,5640,5400,5510,544526,172230.0,31257770.0
2019-08-16,5450,5490,5290,5320,433225,166291.0,31257770.0
2019-08-19,5370,5560,5300,5510,439665,172230.0,31257770.0
2019-08-20,5540,5740,5480,5640,444919,176294.0,31257770.0
2019-08-21,5600,5700,5560,5620,281678,175669.0,31257770.0
2019-08-22,5660,6000,5640,5890,974484,184108.0,31257770.0
2019-08-23,5800,5850,5700,5810,549732,181608.0,31257770.0
2019-08-26,5610,5690,5450,5470,332879,170980.0,31257770.0
2019-08-27,5580,5660,5500,5500,200121,171918.0,31257770.0
2019-08-28,5460,5560,5450,5540,183936,173168.0,31257770.0
2019-08-29,5540,5740,5500,5590,390080,174731.0,31257770.0
2019-08-30,5660,5820,5640,5690,290725,177857.0,31257770.0
2019-09-02,5690,5850,5690,5780,223715,180670.0,31257770.0
2019-09-03,5810,5980,5770,5980,530122,186921.0,31257770.0
2019-09-04,5950,6310,5930,6310,728498,197237.0,31257770.0
2019-09-05,6350,6470,6240,6340,559885,198174.0,31257770.0
2019-09-06,6380,6670,6290,6430,868210,200987.0,31257770.0
2019-09-09,6460,6610,6410,6490,334478,202863.0,31257770.0
2019-09-10,6640,6640,6430,6530,300737,204113.0,31257770.0
2019-09-11,6490,6580,6480,6550,206848,204738.0,31257770.0
2019-09-16,6550,6590,6430,6540,212345,204426.0,31257770.0
2019-09-17,6490,6650,6400,6630,267804,207239.0,31257770.0
2019-09-18,6630,6660,6550,6620,117772,206926.0,31257770.0
2019-09-19,6660,7000,6630,6820,494505,213178.0,31257770.0
2019-09-20,6820,6870,6700,6800,199450,212553.0,31257770.0
2019-09-23,6790,6870,6700,6780,195781,211928.0,31257770.0
2019-09-24,6780,6830,6690,6830,136684,213491.0,31257770.0
2019-09-25,6780,7050,6750,6870,396690,214741.0,31257770.0
2019-09-26,6920,6960,6640,6660,239884,208177.0,31257770.0
2019-09-27,6610,6840,6600,6690,274851,209114.0,31257770.0
2019-09-30,6640,6930,6500,6900,465195,215679.0,31257770.0
2019-10-01,6920,6930,6790,6880,187908,215053.0,31257770.0
2019-10-02,6860,6950,6760,6880,263624,215053.0,31257770.0
2019-10-04,6870,7090,6800,7000,524333,218804.0,31257770.0
2019-10-07,7020,7140,6980,7030,522027,,
