줌인터넷(239340),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-03-06,2029,2034,2029,2035,2594,9720.0,4800000.0
2018-03-07,2024,2039,2024,2040,13918,9744.0,4800000.0
2018-03-08,2024,2039,2024,2040,2,9744.0,4800000.0
2018-03-09,2039,2039,2039,2040,5773,9744.0,4800000.0
2018-03-12,2029,2039,2029,2040,998,9744.0,4800000.0
2018-03-13,2024,2039,2024,2040,3779,9744.0,4800000.0
2018-03-14,2039,2039,2029,2040,2338,9744.0,4800000.0
2018-03-15,2034,2054,2034,2055,6347,9816.0,4800000.0
2018-03-16,2054,2054,2029,2050,3100,9792.0,4800000.0
2018-03-19,2049,2049,2049,2050,600,9792.0,4800000.0
2018-03-20,2034,2044,2034,2040,5,9744.0,4800000.0
2018-03-21,2044,2044,2039,2040,2446,9744.0,4800000.0
2018-03-22,2054,2054,2039,2040,2468,9744.0,4800000.0
2018-03-23,2054,2054,2039,2040,2959,9744.0,4800000.0
2018-03-26,2039,2039,2039,2040,1354,9744.0,4800000.0
2018-03-27,2049,2049,2039,2040,1585,9744.0,4800000.0
2018-03-28,2044,2044,2039,2040,1155,9744.0,4800000.0
2018-03-29,2039,2049,2039,2050,7001,9792.0,4800000.0
2018-03-30,2054,2059,2054,2060,601,9840.0,4800000.0
2018-04-02,2039,2059,2039,2055,2781,9816.0,4800000.0
2018-04-03,2069,2069,2039,2060,214,9840.0,4800000.0
2018-04-04,2059,2079,2039,2040,767,9744.0,4800000.0
2018-04-05,2059,2059,2059,2060,1,9840.0,4800000.0
2018-04-06,2044,2059,2044,2060,1474,9840.0,4800000.0
2018-04-09,2039,2049,2039,2045,6749,9768.0,4800000.0
2018-04-10,2039,2059,2039,2045,2877,9768.0,4800000.0
2018-04-11,2044,2044,2044,2045,487,9768.0,4800000.0
2018-04-12,2029,2054,2029,2055,453,9816.0,4800000.0
2018-04-13,2049,2049,2044,2045,2777,9768.0,4800000.0
2018-04-16,2049,2054,2044,2050,7788,9792.0,4800000.0
2018-04-17,2044,2054,2039,2055,13631,9816.0,4800000.0
2018-04-18,2039,2044,2039,2040,1236,9744.0,4800000.0
2018-04-19,2039,2039,2039,2040,5830,9744.0,4800000.0
2018-04-20,2039,2049,2039,2050,11691,9792.0,4800000.0
2018-04-23,2034,2054,2034,2040,8771,9744.0,4800000.0
2018-04-24,2039,2039,2034,2035,2566,9720.0,4800000.0
2018-04-25,2034,2039,2034,2035,1521,9720.0,4800000.0
2018-04-26,2034,2039,2034,2035,4385,9720.0,4800000.0
2018-04-27,2029,2039,2024,2040,4576,9744.0,4800000.0
2018-04-30,2029,2029,2024,2025,1223,9672.0,4800000.0
2018-05-02,2029,2034,2024,2025,289,9672.0,4800000.0
2018-05-03,2024,2024,2014,2025,25382,9672.0,4800000.0
2018-05-04,2024,2029,2024,2030,1339,9696.0,4800000.0
2018-05-08,2019,2019,2019,2020,10000,9648.0,4800000.0
2018-05-09,2024,2039,2019,2040,5501,9744.0,4800000.0
2018-05-10,2039,2044,2024,2040,1112,9744.0,4800000.0
2018-05-11,2039,2039,2019,2030,7121,9696.0,4800000.0
2018-05-14,2019,2019,2019,2020,502,9648.0,4800000.0
2018-05-15,2019,2019,2014,2015,22767,9624.0,4800000.0
2018-05-16,2014,2019,2014,2020,8001,9648.0,4800000.0
2018-05-17,2019,2054,2014,2025,2474,9672.0,4800000.0
2018-05-18,2019,2024,2019,2025,6679,9672.0,4800000.0
2018-05-21,2024,2024,2024,2025,3400,9672.0,4800000.0
2018-05-23,2024,2024,2024,2025,12967,9672.0,4800000.0
2018-05-24,2029,2034,2019,2025,25245,9672.0,4800000.0
2018-05-25,2024,2049,2024,2050,18800,9792.0,4800000.0
2018-05-28,2054,2054,2034,2050,3182,9792.0,4800000.0
2018-05-29,2039,2049,2039,2050,4950,9792.0,4800000.0
2018-05-30,2049,2049,2049,2050,1442,9792.0,4800000.0
2018-05-31,2039,2049,2034,2045,6938,9768.0,4800000.0
2018-06-01,2044,2059,2044,2055,4501,9816.0,4800000.0
2018-06-04,2054,2064,2054,2060,18400,9840.0,4800000.0
2018-06-05,2059,2064,2059,2060,5093,9840.0,4800000.0
2018-06-07,2054,2059,2054,2055,394,9816.0,4800000.0
2018-06-08,2049,2064,2049,2055,3241,9816.0,4800000.0
2018-06-11,2049,2054,2049,2055,1933,9816.0,4800000.0
2018-06-12,2049,2059,2049,2060,7088,9840.0,4800000.0
2018-06-14,2059,2059,2049,2050,1256,9792.0,4800000.0
2018-06-15,2049,2059,2049,2060,900,9840.0,4800000.0
2018-06-18,2059,2059,2059,2060,804,9840.0,4800000.0
2018-06-19,2059,2059,2059,2060,0,9840.0,4800000.0
2018-06-20,2064,2064,2064,2065,1,9864.0,4800000.0
2018-06-21,2064,2064,2064,2065,1101,9864.0,4800000.0
2018-06-22,2064,2074,2054,2075,10830,9912.0,4800000.0
2018-06-25,2074,2074,2074,2075,0,9912.0,4800000.0
2018-06-26,2059,2069,2059,2070,601,9888.0,4800000.0
2018-06-27,2059,2064,2059,2065,2651,9864.0,4800000.0
2018-06-28,2064,2064,2064,2065,0,9864.0,4800000.0
2018-06-29,2064,2064,2064,2065,0,,
2018-07-02,2069,2069,2054,2055,15801,9816.0,4800000.0
2018-07-03,2054,2095,2054,2095,23734,10008.0,4800000.0
2018-07-04,2100,2100,2069,2085,14176,9960.0,4800000.0
2018-07-05,2074,2084,2074,2080,6677,9936.0,4800000.0
2018-07-06,2100,2100,2079,2100,149,10032.0,4800000.0
2018-07-09,2089,2115,2089,2100,26290,10032.0,4800000.0
2018-07-10,2100,2110,2089,2100,9327,10032.0,4800000.0
2018-07-11,2105,2110,2105,2105,6168,10056.0,4800000.0
2018-07-12,2105,2105,2105,2105,1377,10056.0,4800000.0
2018-07-13,2089,2110,2084,2085,5402,9960.0,4800000.0
2018-07-16,2079,2095,2079,2095,1374,10008.0,4800000.0
2018-07-17,2084,2095,2084,2095,902,10008.0,4800000.0
2018-07-18,2084,2110,2084,2105,16926,10056.0,4800000.0
2018-07-19,2095,2095,2095,2095,1605,10008.0,4800000.0
2018-07-20,2095,2095,2095,2095,0,10008.0,4800000.0
2018-07-23,2084,2084,2084,2085,2,9960.0,4800000.0
2018-07-24,2084,2084,2084,2085,10,9960.0,4800000.0
2018-07-25,2120,2120,2074,2075,16825,9912.0,4800000.0
2018-07-26,2100,2100,2089,2100,10288,10032.0,4800000.0
2018-07-27,2074,2105,2074,2105,3506,10056.0,4800000.0
2018-07-30,2079,2079,2079,2080,17000,9936.0,4800000.0
2018-07-31,2079,2084,2079,2080,14718,9936.0,4800000.0
2018-08-01,2089,2089,2089,2090,1001,9984.0,4800000.0
2018-08-02,2089,2089,2089,2090,9500,9984.0,4800000.0
2018-08-03,2079,2089,2079,2090,5602,9984.0,4800000.0
2018-08-06,2089,2089,2089,2090,0,9984.0,4800000.0
2018-08-07,2079,2089,2074,2090,5001,9984.0,4800000.0
2018-08-08,2089,2089,2079,2090,1483,9984.0,4800000.0
2018-08-09,2079,2079,2079,2080,81,9936.0,4800000.0
2018-08-10,2079,2079,2079,2080,0,9936.0,4800000.0
2018-08-13,2069,2079,2069,2070,20187,9888.0,4800000.0
2018-08-14,2069,2069,2069,2070,8725,9888.0,4800000.0
2018-08-16,2064,2064,2064,2065,11400,9864.0,4800000.0
2018-08-17,2100,2100,2100,2100,1,10032.0,4800000.0
2018-08-20,2100,2100,2095,2100,7500,10032.0,4800000.0
2018-08-21,2089,2089,2084,2085,1268,9960.0,4800000.0
2018-08-22,2084,2084,2084,2085,1,9960.0,4800000.0
2018-08-23,2089,2095,2084,2095,2694,10008.0,4800000.0
2018-08-24,2089,2100,2089,2100,4980,10032.0,4800000.0
2018-08-27,2095,2100,2095,2100,1988,10032.0,4800000.0
2018-08-28,2100,2100,2100,2100,7000,10032.0,4800000.0
2018-08-29,2100,2100,2100,2100,0,10032.0,4800000.0
2018-08-30,2100,2100,2100,2100,847,10032.0,4800000.0
2018-08-31,2100,2110,2100,2110,20393,10080.0,4800000.0
2018-09-03,2095,2125,2089,2125,7046,10152.0,4800000.0
2018-09-04,2095,2120,2095,2115,1033,10104.0,4800000.0
2018-09-05,2105,2110,2095,2110,6101,10080.0,4800000.0
2018-09-06,2110,2110,2084,2105,7458,10056.0,4800000.0
2018-09-07,2094,2094,2084,2085,3040,9960.0,4800000.0
2018-09-10,2079,2100,2074,2100,26502,10032.0,4800000.0
2018-09-11,2100,2100,2100,2100,1,10032.0,4800000.0
2018-09-12,2089,2100,2089,2090,2999,9984.0,4800000.0
2018-09-13,2089,2089,2079,2080,1686,9936.0,4800000.0
2018-09-14,2069,2100,2069,2100,1222,10032.0,4800000.0
2018-09-17,2084,2084,2064,2070,50249,9888.0,4800000.0
2018-09-18,2069,2100,2069,2095,4441,10008.0,4800000.0
2018-09-19,0,0,0,2095,0,,
2018-09-20,0,0,0,2095,0,,
2018-09-21,0,0,0,2095,0,,
2018-09-27,0,0,0,2095,0,,
2018-09-28,0,0,0,2095,0,,
2018-10-01,0,0,0,2095,0,,
2018-10-02,0,0,0,2095,0,,
2018-10-04,0,0,0,2095,0,,
2018-10-05,0,0,0,2095,0,,
2018-10-08,0,0,0,2095,0,,
2018-10-10,0,0,0,2095,0,,
2018-10-11,0,0,0,2095,0,,
2018-10-12,0,0,0,2095,0,,
2018-10-15,0,0,0,2095,0,,
2018-10-16,0,0,0,2095,0,,
2018-10-17,0,0,0,2095,0,,
2018-10-18,0,0,0,2095,0,,
2018-10-19,0,0,0,2095,0,,
2018-10-22,0,0,0,2095,0,,
2018-10-23,0,0,0,2095,0,,
2018-10-24,0,0,0,2095,0,,
2018-10-25,0,0,0,2095,0,,
2018-10-26,0,0,0,2095,0,,
2018-10-29,0,0,0,2095,0,,
2018-10-30,0,0,0,2095,0,,
2018-10-31,0,0,0,2095,0,,
2018-11-01,0,0,0,2095,0,,
2018-11-02,0,0,0,2095,0,,
2018-11-05,0,0,0,2095,0,,
2018-11-06,0,0,0,2095,0,,
2018-11-07,0,0,0,2095,0,,
2018-11-08,0,0,0,2095,0,,
2018-11-09,0,0,0,2095,0,,
2018-11-12,0,0,0,2095,0,,
2018-11-13,0,0,0,2095,0,,
2018-11-14,0,0,0,2095,0,,
2018-11-15,0,0,0,2095,0,,
2018-11-16,0,0,0,2095,0,,
2018-11-19,0,0,0,2095,0,,
2018-11-20,0,0,0,2095,0,,
2018-11-21,0,0,0,2095,0,,
2018-11-22,0,0,0,2095,0,,
2018-11-23,0,0,0,2095,0,,
2018-11-26,0,0,0,2095,0,,
2018-11-27,0,0,0,2095,0,,
2018-11-28,0,0,0,2095,0,,
2018-11-29,0,0,0,2095,0,,
2018-11-30,0,0,0,2095,0,,
2018-12-03,0,0,0,2095,0,,
2018-12-04,0,0,0,2095,0,,
2018-12-05,0,0,0,2095,0,,
2018-12-06,0,0,0,2095,0,,
2018-12-07,0,0,0,2095,0,,
2018-12-10,0,0,0,2095,0,,
2018-12-11,0,0,0,2095,0,,
2018-12-12,0,0,0,2095,0,,
2018-12-13,0,0,0,2095,0,,
2018-12-14,0,0,0,2095,0,,
2018-12-17,0,0,0,2095,0,,
2018-12-18,0,0,0,2095,0,,
2018-12-19,0,0,0,2095,0,,
2018-12-20,0,0,0,2095,0,,
2018-12-21,0,0,0,2095,0,,
2018-12-24,0,0,0,2095,0,,
2018-12-26,0,0,0,2095,0,,
2018-12-27,0,0,0,2095,0,,
2018-12-28,0,0,0,2095,0,,
2019-01-02,0,0,0,2095,0,,
2019-01-03,0,0,0,2095,0,,
2019-01-04,0,0,0,2095,0,,
2019-01-07,0,0,0,2095,0,,
2019-01-08,0,0,0,2095,0,,
2019-01-09,0,0,0,2095,0,,
2019-01-10,0,0,0,2095,0,,
2019-01-11,0,0,0,2095,0,,
2019-01-14,0,0,0,2095,0,,
2019-01-15,0,0,0,2095,0,,
2019-01-16,0,0,0,2095,0,,
2019-01-17,0,0,0,2095,0,,
2019-01-18,0,0,0,2095,0,,
2019-01-21,0,0,0,2095,0,,
2019-01-22,0,0,0,2095,0,,
2019-01-23,0,0,0,2095,0,,
2019-01-24,0,0,0,2095,0,,
2019-01-25,0,0,0,2095,0,,
2019-01-28,0,0,0,2095,0,,
2019-01-29,0,0,0,2095,0,,
2019-01-30,0,0,0,2095,0,,
2019-01-31,0,0,0,2095,0,,
2019-02-01,0,0,0,2095,0,,
2019-02-07,0,0,0,2095,0,,
2019-02-08,0,0,0,2095,0,,
2019-02-11,0,0,0,2095,0,,
2019-02-12,0,0,0,2095,0,,
2019-02-13,0,0,0,2095,0,,
2019-02-14,0,0,0,2095,0,,
2019-02-15,2095,2165,2090,2130,295680,10224.0,4800000.0
2019-02-18,2130,2150,2090,2100,125641,10080.0,4800000.0
2019-02-19,2105,2105,2065,2090,106797,10032.0,4800000.0
2019-02-20,2090,2120,2090,2115,132907,10152.0,4800000.0
2019-02-21,2115,2135,2075,2100,13287,10080.0,4800000.0
2019-02-22,2100,2120,2080,2080,11020,9984.0,4800000.0
2019-02-25,2080,2100,2050,2085,64780,10008.0,4800000.0
2019-02-26,2065,2085,2065,2085,16226,10008.0,4800000.0
2019-02-27,2070,2140,2070,2130,160624,10224.0,4800000.0
2019-02-28,2130,2150,2115,2120,101710,10176.0,4800000.0
2019-03-04,2120,2165,2120,2130,74518,10224.0,4800000.0
2019-03-05,2135,2145,2120,2135,34207,10248.0,4800000.0
2019-03-06,2135,2140,2120,2130,26933,10224.0,4800000.0
2019-03-07,2130,2145,2120,2130,11295,10224.0,4800000.0
2019-03-08,2130,2765,2120,2545,6615811,12216.0,4800000.0
2019-03-11,2595,3295,2545,3270,6515575,15696.0,4800000.0
2019-03-12,3245,3910,3055,3470,6051722,16656.0,4800000.0
2019-03-13,3480,3750,3350,3630,2023541,17424.0,4800000.0
2019-03-14,3630,3735,3555,3690,552067,17712.0,4800000.0
2019-03-15,3670,3670,3380,3560,729189,17088.0,4800000.0
2019-03-18,3600,3600,3180,3180,656028,15264.0,4800000.0
2019-03-19,3140,3350,3075,3230,610052,15504.0,4800000.0
2019-03-20,3185,3400,3105,3265,426085,15672.0,4800000.0
2019-03-21,3200,3260,2940,3010,458191,14448.0,4800000.0
2019-03-22,3030,3070,2905,3070,239005,14736.0,4800000.0
2019-03-25,3070,3250,3005,3245,434299,15576.0,4800000.0
2019-03-26,3210,3380,3170,3330,323018,15984.0,4800000.0
2019-03-27,3275,3370,3240,3365,211379,16152.0,4800000.0
2019-03-28,3270,3390,3230,3355,199037,16104.0,4800000.0
2019-03-29,3345,3675,3250,3445,1036084,16536.0,4800000.0
2019-04-01,3450,3490,3375,3435,241740,16488.0,4800000.0
2019-04-02,3435,3450,3340,3400,197602,16320.0,4800000.0
2019-04-03,3390,3570,3330,3470,285719,16656.0,4800000.0
2019-04-04,3470,3635,3420,3495,627160,16776.0,4800000.0
2019-04-05,3455,3650,3430,3650,380793,17520.0,4800000.0
2019-04-08,3670,4440,3670,4210,3168483,20208.0,4800000.0
2019-04-09,4300,5000,4150,5000,1344553,24000.0,4800000.0
2019-04-10,5060,6300,4920,6100,3178268,29280.0,4800000.0
2019-04-11,6110,7110,5800,6670,2757693,32016.0,4800000.0
2019-04-12,6640,6970,5500,6220,1984398,29856.0,4800000.0
2019-04-15,5980,6000,5690,5780,1284946,27744.0,4800000.0
2019-04-16,5810,6120,5230,5890,1629356,28272.0,4800000.0
2019-04-17,5890,6030,5840,6020,590289,28896.0,4800000.0
2019-04-18,6120,6130,5860,6070,393114,29136.0,4800000.0
2019-04-19,6090,6320,5620,5680,649348,27264.0,4800000.0
2019-04-22,5450,5450,4700,4815,1511446,23112.0,4800000.0
2019-04-23,4765,4895,4710,4760,576168,22848.0,4800000.0
2019-04-24,4770,4800,4140,4145,651576,19896.0,4800000.0
2019-04-25,4200,4670,4000,4165,1324655,19992.0,4800000.0
2019-04-26,4375,4475,3915,3960,724662,19008.0,4800000.0
2019-04-29,3955,4100,3560,3815,1018928,18312.0,4800000.0
2019-04-30,3850,4230,3665,3780,1142875,18144.0,4800000.0
2019-05-02,3840,4055,3795,3990,657685,19152.0,4800000.0
2019-05-03,3990,4060,3830,3930,338876,18864.0,4800000.0
2019-05-07,3800,3960,3675,3700,449900,17760.0,4800000.0
2019-05-08,3745,3745,3480,3585,387724,17208.0,4800000.0
2019-05-09,3600,3765,3420,3420,406389,16416.0,4800000.0
2019-05-10,3420,3555,3170,3360,345508,16128.0,4800000.0
2019-05-13,3450,3950,3255,3580,941303,17184.0,4800000.0
2019-05-14,3685,4140,3430,3600,2650351,17280.0,4800000.0
2019-05-15,3710,3810,3555,3810,443239,18288.0,4800000.0
2019-05-16,3810,4050,3660,4020,842685,19296.0,4800000.0
2019-05-17,4065,4780,4035,4185,1803101,20088.0,4800000.0
2019-05-20,4135,4185,4005,4090,269744,19632.0,4800000.0
2019-05-21,4005,4070,3635,3855,583054,18504.0,4800000.0
2019-05-22,3815,3820,3510,3510,359801,16848.0,4800000.0
2019-05-23,3580,4080,3355,3670,901829,17616.0,4800000.0
2019-05-24,3790,4770,3605,4770,4679098,22896.0,4800000.0
2019-05-27,5150,5430,4220,4240,3018531,20352.0,4800000.0
2019-05-28,4085,4115,3840,3935,931427,18888.0,4800000.0
2019-05-29,3890,4190,3675,3750,1084413,18000.0,4800000.0
2019-05-30,3715,3860,3690,3860,343458,18528.0,4800000.0
2019-05-31,3820,3945,3750,3840,228922,18432.0,4800000.0
2019-06-03,3750,4565,3750,4075,3234716,19560.0,4800000.0
2019-06-04,4150,4170,3930,3980,452529,19104.0,4800000.0
2019-06-05,4030,4140,3820,4000,458161,19200.0,4800000.0
2019-06-07,4005,5200,3990,5200,7165301,24960.0,4800000.0
2019-06-10,4920,5550,4515,4845,4561840,114927.0,23720695.0
2019-06-11,5140,6290,5020,6290,4585027,149203.0,23720695.0
2019-06-12,7070,7170,5770,6290,16029804,149203.0,23720695.0
2019-06-13,6590,8170,6490,8170,21478183,193798.0,23720695.0
2019-06-14,8650,10600,8330,10600,20960360,251439.0,23720695.0
2019-06-17,11000,11500,9970,10700,8465430,253811.0,23720695.0
2019-06-18,10300,11050,9280,10850,7788312,257370.0,23720695.0
2019-06-19,10350,10450,9640,10000,3808690,237207.0,23720695.0
2019-06-20,9570,9720,8920,8920,4284490,211589.0,23720695.0
2019-06-21,8720,9290,8400,8510,4926223,201863.0,23720695.0
2019-06-24,8320,8420,7800,7900,2872115,187393.0,23720695.0
2019-06-25,8030,8760,7320,7440,5663793,176482.0,23720695.0
2019-06-26,7350,8020,7120,7650,3521424,181463.0,23720695.0
2019-06-27,7530,8230,7430,7880,2982541,186919.0,23720695.0
2019-06-28,7900,8170,7730,8150,1594957,193324.0,23720695.0
2019-07-01,7900,7920,7400,7500,1304813,177905.0,23720695.0
2019-07-02,7150,7560,7060,7070,1279655,167705.0,23720695.0
2019-07-03,7100,7210,6670,6850,2164608,162487.0,23720695.0
2019-07-04,6730,6780,6490,6650,1177920,157743.0,23720695.0
2019-07-05,6710,8640,6640,8640,15972550,204947.0,23720695.0
2019-07-08,8790,10200,8500,9510,18608951,225584.0,23720695.0
2019-07-09,9150,9680,9010,9420,3960056,223449.0,23720695.0
2019-07-10,9360,9580,8650,8850,4125648,209928.0,23720695.0
2019-07-11,8640,9490,8230,8770,8576222,208030.0,23720695.0
2019-07-12,8970,9430,8710,8890,3985210,210877.0,23720695.0
2019-07-15,9270,9980,9150,9310,8892983,220840.0,23720695.0
2019-07-16,9100,9150,8570,8700,2018459,206370.0,23720695.0
2019-07-17,8620,8630,7950,7950,1843652,188580.0,23720695.0
2019-07-18,7900,7900,7230,7250,1636386,171975.0,23720695.0
2019-07-19,7330,8760,7330,7700,11176656,182649.0,23720695.0
2019-07-22,7400,8920,7320,8180,5929411,194035.0,23720695.0
2019-07-23,8390,8940,8250,8420,6055636,199728.0,23720695.0
2019-07-24,8600,8750,7700,7780,2783564,184547.0,23720695.0
2019-07-25,8170,8810,8010,8400,6824762,199254.0,23720695.0
2019-07-26,8300,9350,8190,9000,9734586,213486.0,23720695.0
2019-07-29,9120,9800,8680,8790,6784177,208505.0,23720695.0
2019-07-30,9100,9150,8660,8830,2623795,209454.0,23720695.0
2019-07-31,8550,8650,7940,8020,2611837,190240.0,23720695.0
2019-08-01,7420,7950,7300,7420,1532882,176008.0,23720695.0
2019-08-02,7200,7280,6850,6850,2486710,162487.0,23720695.0
2019-08-05,6660,6830,5760,5770,2177263,136868.0,23720695.0
2019-08-06,5480,6560,5070,5800,5720224,143699.0,24775664.0
2019-08-07,6050,6350,5900,6000,2017426,148654.0,24775664.0
2019-08-08,6170,6590,6080,6290,2909702,155839.0,24775664.0
2019-08-09,6450,6620,6340,6400,1841294,158564.0,24775664.0
2019-08-12,6420,6590,6200,6410,1034632,158812.0,24775664.0
2019-08-13,6330,6480,6250,6330,565151,156830.0,24775664.0
2019-08-14,6420,7600,6360,6920,12539907,171448.0,24775664.0
2019-08-16,6690,7180,6600,6880,3120442,170457.0,24775664.0
2019-08-19,7040,7120,6870,7000,1707777,173430.0,24775664.0
2019-08-20,7000,7150,6950,7000,1383554,173430.0,24775664.0
2019-08-21,7120,7270,6650,6660,2288618,165006.0,24775664.0
2019-08-22,6760,6770,6490,6570,987993,162776.0,24775664.0
2019-08-23,6520,6630,6420,6450,725839,165682.0,25687117.0
2019-08-26,6230,6350,6010,6040,807131,155150.0,25687117.0
2019-08-27,6130,6600,6050,6090,1275261,156435.0,25687117.0
2019-08-28,6100,6330,6100,6250,816389,160544.0,25687117.0
2019-08-29,6300,6320,6040,6080,636668,156178.0,25687117.0
2019-08-30,6180,6470,6110,6320,1086066,162343.0,25687117.0
2019-09-02,6450,6460,6230,6290,758604,161572.0,25687117.0
2019-09-03,6300,6880,6270,6540,3946663,167994.0,25687117.0
2019-09-04,6500,6860,6490,6690,2651827,171847.0,25687117.0
2019-09-05,6750,6930,6650,6660,1822527,171076.0,25687117.0
2019-09-06,6740,6850,6640,6750,939135,173388.0,25687117.0
2019-09-09,6850,6870,6450,6530,952366,167737.0,25687117.0
2019-09-10,6570,6590,6230,6250,703566,160544.0,25687117.0
2019-09-11,6250,6360,6230,6270,320288,161058.0,25687117.0
2019-09-16,6300,6420,6240,6270,496932,161058.0,25687117.0
2019-09-17,6270,6290,6110,6200,435449,159260.0,25687117.0
2019-09-18,6200,6240,6060,6060,461691,155664.0,25687117.0
2019-09-19,6020,6230,6020,6150,605754,157976.0,25687117.0
2019-09-20,6200,6230,6080,6120,334376,157205.0,25687117.0
2019-09-23,6100,6180,6070,6080,275802,156178.0,25687117.0
2019-09-24,6080,6120,5890,5940,467497,152581.0,25687117.0
2019-09-25,5980,5980,5550,5610,515283,144105.0,25687117.0
2019-09-26,5650,5840,5350,5440,441138,139738.0,25687117.0
2019-09-27,5480,5580,5330,5400,323519,138710.0,25687117.0
2019-09-30,5400,5500,5100,5280,303272,135628.0,25687117.0
2019-10-01,5280,5740,5250,5510,1098628,141536.0,25687117.0
2019-10-02,5390,5480,5260,5360,334346,137683.0,25687117.0
2019-10-04,5310,5410,5200,5200,266877,133573.0,25687117.0
2019-10-07,5240,5390,5220,5230,327035,134344.0,25687117.0
