원익IPS(240810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-01-08,33000,33100,31300,31650,506528,1306304.0,41273436.0
2018-01-09,31300,32450,31200,31250,416925,1289795.0,41273436.0
2018-01-10,31650,31650,30150,30150,517876,1244394.0,41273436.0
2018-01-11,30450,32150,30400,32150,514361,1326941.0,41273436.0
2018-01-12,32700,32700,31050,32100,381300,1324877.0,41273436.0
2018-01-15,32100,33700,32000,33000,404998,1362023.0,41273436.0
2018-01-16,33000,33700,32450,33650,303579,1388851.0,41273436.0
2018-01-17,33600,34150,33150,34000,337312,1403297.0,41273436.0
2018-01-18,34500,35900,34400,35450,627553,1463143.0,41273436.0
2018-01-19,35800,35850,33750,34200,433327,1411552.0,41273436.0
2018-01-22,34200,34200,32400,32950,294460,1359960.0,41273436.0
2018-01-23,32950,35000,32950,35000,298082,1444570.0,41273436.0
2018-01-24,35000,35150,34200,34600,218025,1428061.0,41273436.0
2018-01-25,34300,35600,34100,35600,262526,1469334.0,41273436.0
2018-01-26,35850,36400,34850,35350,327199,1459016.0,41273436.0
2018-01-29,35500,35900,34300,34650,165539,1430125.0,41273436.0
2018-01-30,34300,34350,33200,33350,351415,1376469.0,41273436.0
2018-01-31,33000,33650,32900,32950,241753,1359960.0,41273436.0
2018-02-01,33250,34300,33250,34200,276856,1411552.0,41273436.0
2018-02-02,34050,34050,32300,32700,377070,1349641.0,41273436.0
2018-02-05,31500,32800,31400,32000,245552,1320750.0,41273436.0
2018-02-06,30950,34600,30750,34000,542955,1403297.0,41273436.0
2018-02-07,35000,35200,33500,33500,683825,1382660.0,41273436.0
2018-02-08,33800,35400,33500,34700,696746,1432188.0,41273436.0
2018-02-09,33350,34400,33250,33550,401663,1384724.0,41273436.0
2018-02-12,33750,35800,33750,34900,341722,1440443.0,41273436.0
2018-02-13,35250,35500,34350,34350,250261,1417743.0,41273436.0
2018-02-14,34350,36600,34350,36600,420346,1510608.0,41273436.0
2018-02-19,37500,37500,36400,37300,407553,1539499.0,41273436.0
2018-02-20,36900,36900,35450,35500,439047,1465207.0,41273436.0
2018-02-21,35450,37600,35450,36650,598970,1512671.0,41273436.0
2018-02-22,36300,36950,36050,36550,256210,1508544.0,41273436.0
2018-02-23,36550,37400,35800,37250,250709,1537435.0,41273436.0
2018-02-26,36150,37850,36150,37200,184445,1535372.0,41273436.0
2018-02-27,37500,37800,35900,36000,231600,1485844.0,41273436.0
2018-02-28,36050,36200,35100,35600,266018,1469334.0,41273436.0
2018-03-02,35100,35600,34950,35450,208737,1463143.0,41273436.0
2018-03-05,35200,35850,34650,35250,135372,1454889.0,41273436.0
2018-03-06,35600,37100,35500,36850,336676,1520926.0,41273436.0
2018-03-07,36750,36950,35450,35550,179877,1467271.0,41273436.0
2018-03-08,36250,36250,35200,35700,144908,1473462.0,41273436.0
2018-03-09,35700,36800,35600,36100,153717,1489971.0,41273436.0
2018-03-12,36200,36850,36150,36500,167866,1506480.0,41273436.0
2018-03-13,36500,37250,36050,37000,216217,1527117.0,41273436.0
2018-03-14,36650,36950,36050,36150,190142,1492035.0,41273436.0
2018-03-15,36050,36100,34800,35250,366254,1454889.0,41273436.0
2018-03-16,35300,35650,34500,35350,181481,1459016.0,41273436.0
2018-03-19,35250,36200,35200,35400,107361,1461080.0,41273436.0
2018-03-20,35400,35600,34900,35600,136100,1469334.0,41273436.0
2018-03-21,35300,35900,35100,35150,110482,1450761.0,41273436.0
2018-03-22,35200,36250,34300,34300,255470,1415679.0,41273436.0
2018-03-23,33350,34200,32200,32300,345234,1333132.0,41273436.0
2018-03-26,32300,33550,31700,33450,174836,1380596.0,41273436.0
2018-03-27,33550,33700,32550,32550,192391,1343450.0,41273436.0
2018-03-28,32000,32500,31200,31600,222070,1304241.0,41273436.0
2018-03-29,31700,32850,31400,32850,186380,1355832.0,41273436.0
2018-03-30,32700,33300,32150,33300,165535,1374405.0,41273436.0
2018-04-02,33150,33200,32000,32100,268053,1324877.0,41273436.0
2018-04-03,31500,31750,31250,31600,291701,1304241.0,41273436.0
2018-04-04,31800,32000,30800,30800,263686,1271222.0,41273436.0
2018-04-05,31150,32900,31150,32850,304245,1355832.0,41273436.0
2018-04-06,32500,33000,32150,33000,141832,1362023.0,41273436.0
2018-04-09,32900,33150,32400,33100,112876,1366151.0,41273436.0
2018-04-10,32900,33300,32650,33150,88654,1368214.0,41273436.0
2018-04-11,33500,34050,33150,33250,185167,1372342.0,41273436.0
2018-04-12,33300,34300,32850,34000,258722,1403297.0,41273436.0
2018-04-13,34450,34700,33750,34600,153955,1428061.0,41273436.0
2018-04-16,34600,34850,33800,34750,157436,1434252.0,41273436.0
2018-04-17,34800,34850,34000,34050,109729,1405360.0,41273436.0
2018-04-18,34600,34600,34000,34000,123268,1403297.0,41273436.0
2018-04-19,34000,34650,33850,34050,264675,1405360.0,41273436.0
2018-04-20,33500,34000,33300,33750,126331,1392978.0,41273436.0
2018-04-23,34000,34450,33700,33700,119359,1390915.0,41273436.0
2018-04-24,33900,34100,32350,32650,289774,1347578.0,41273436.0
2018-04-25,32700,32850,31800,32650,150368,1347578.0,41273436.0
2018-04-26,32700,33850,32550,33500,269773,1382660.0,41273436.0
2018-04-27,33550,34850,33550,34850,241750,1438379.0,41273436.0
2018-04-30,34850,34850,33800,34200,194321,1411552.0,41273436.0
2018-05-02,33900,34450,33150,33150,297411,1368214.0,41273436.0
2018-05-03,32850,33100,32050,32350,254015,1335196.0,41273436.0
2018-05-04,31900,32700,31800,32100,347917,1324877.0,41273436.0
2018-05-08,32500,33150,31700,31750,239828,1310432.0,41273436.0
2018-05-09,32100,32950,31300,32700,188319,1349641.0,41273436.0
2018-05-10,32700,33300,32050,32300,95207,1333132.0,41273436.0
2018-05-11,32600,32900,32250,32650,138298,1347578.0,41273436.0
2018-05-14,32550,32900,31950,32000,109273,1320750.0,41273436.0
2018-05-15,32050,32300,31650,32050,134461,1322814.0,41273436.0
2018-05-16,31950,32400,31300,31550,110769,1302177.0,41273436.0
2018-05-17,31500,32350,31200,32000,134752,1320750.0,41273436.0
2018-05-18,31650,32250,31300,32000,218054,1320750.0,41273436.0
2018-05-21,31700,31700,30500,30700,306917,1267094.0,41273436.0
2018-05-23,31050,32850,30850,32650,346639,1347578.0,41273436.0
2018-05-24,33000,33550,32700,32850,284550,1355832.0,41273436.0
2018-05-25,32850,34200,32600,34150,305101,1409488.0,41273436.0
2018-05-28,33900,34400,33700,34300,178683,1415679.0,41273436.0
2018-05-29,34050,34300,33850,34000,162000,1403297.0,41273436.0
2018-05-30,33900,34150,33200,34000,143005,1403297.0,41273436.0
2018-05-31,34300,34300,33550,34100,117324,1407424.0,41273436.0
2018-06-01,34100,34200,33000,33200,176504,1370278.0,41273436.0
2018-06-04,32800,33150,32200,32250,128347,1331068.0,41273436.0
2018-06-05,32200,34500,32200,33800,226647,1395042.0,41273436.0
2018-06-07,33550,34700,33550,34050,204303,1405360.0,41273436.0
2018-06-08,33900,33900,32500,32750,165112,1351705.0,41273436.0
2018-06-11,32450,34100,32450,34100,160614,1407424.0,41273436.0
2018-06-12,33800,34800,33800,34400,243767,1419806.0,41273436.0
2018-06-14,34400,35000,33350,33700,328595,1390915.0,41273436.0
2018-06-15,33400,33450,30950,31200,531249,1287731.0,41273436.0
2018-06-18,30750,30950,29100,29600,420637,1221694.0,41273436.0
2018-06-19,30000,30100,28650,28900,264578,1192802.0,41273436.0
2018-06-20,28800,30550,28800,30550,291159,1260903.0,41273436.0
2018-06-21,30500,30550,29500,29650,149087,1223757.0,41273436.0
2018-06-22,29600,29600,28200,29150,269286,1203121.0,41273436.0
2018-06-25,29050,29150,28100,29100,136557,1201057.0,41273436.0
2018-06-26,28450,30700,28300,30700,244403,1267094.0,41273436.0
2018-06-27,31000,31100,29150,29350,208046,1211375.0,41273436.0
2018-06-28,28850,29450,27600,27750,280240,1145338.0,41273436.0
2018-06-29,28200,28450,27250,28100,169239,1159784.0,41273436.0
2018-07-02,28200,28550,26950,27000,210417,1114383.0,41273436.0
2018-07-03,27800,28250,27550,27850,182912,1149465.0,41273436.0
2018-07-04,28200,28250,27500,28250,92313,1165975.0,41273436.0
2018-07-05,28300,28400,27700,28300,115495,1168038.0,41273436.0
2018-07-06,28450,28950,28000,28950,124223,1194866.0,41273436.0
2018-07-09,29000,29500,28800,29000,73273,1196930.0,41273436.0
2018-07-10,29500,29500,28000,28450,168341,1174229.0,41273436.0
2018-07-11,28200,29400,28200,28300,234264,1168038.0,41273436.0
2018-07-12,28500,28650,27950,28150,169779,1161847.0,41273436.0
2018-07-13,28300,28750,28300,28600,81915,1180420.0,41273436.0
2018-07-16,28850,28850,28150,28300,77874,1168038.0,41273436.0
2018-07-17,28300,29300,28050,28900,172870,1192802.0,41273436.0
2018-07-18,29050,29600,28700,28800,141731,1188675.0,41273436.0
2018-07-19,28900,29750,28900,29100,244347,1201057.0,41273436.0
2018-07-20,28850,29200,28000,28200,150122,1163911.0,41273436.0
2018-07-23,28400,28400,26700,26700,239891,1102001.0,41273436.0
2018-07-24,26600,27200,25650,25800,230701,1064855.0,41273436.0
2018-07-25,25800,26200,24000,24550,527575,1013263.0,41273436.0
2018-07-26,24950,25900,24450,25750,306629,1062791.0,41273436.0
2018-07-27,26000,29350,25900,28700,749899,1184548.0,41273436.0
2018-07-30,28750,29450,28350,28900,208803,1192802.0,41273436.0
2018-07-31,28700,29400,28450,29400,145618,1213439.0,41273436.0
2018-08-01,29400,29400,28400,28800,242507,1188675.0,41273436.0
2018-08-02,28500,28700,27550,27550,308521,1137083.0,41273436.0
2018-08-03,27750,29600,27750,28700,473963,1184548.0,41273436.0
2018-08-06,29100,29100,27650,27800,175149,1147402.0,41273436.0
2018-08-07,27800,28550,27700,27950,132108,1153593.0,41273436.0
2018-08-08,27950,29600,27850,28500,379781,1176293.0,41273436.0
2018-08-09,29150,29550,28050,28100,278817,1159784.0,41273436.0
2018-08-10,28150,28300,26500,27100,387888,1118510.0,41273436.0
2018-08-13,26650,26650,25200,25300,308236,1044218.0,41273436.0
2018-08-14,25050,26400,25050,25900,180419,1068982.0,41273436.0
2018-08-16,25300,26300,24700,26200,223243,1081364.0,41273436.0
2018-08-17,26300,26350,25050,25250,269881,1042154.0,41273436.0
2018-08-20,25400,25550,24250,24550,246130,1013263.0,41273436.0
2018-08-21,24550,25800,24500,25450,217023,1050409.0,41273436.0
2018-08-22,25650,25800,25200,25350,128582,1046282.0,41273436.0
2018-08-23,25500,25500,24600,25000,262294,1031836.0,41273436.0
2018-08-24,25000,25000,24450,24650,248928,1017390.0,41273436.0
2018-08-27,24750,25450,24500,25350,262612,1046282.0,41273436.0
2018-08-28,25900,25900,25100,25100,177748,1035963.0,41273436.0
2018-08-29,25300,27400,25100,26350,912812,1087555.0,41273436.0
2018-08-30,26750,27050,25750,25850,258434,1066918.0,41273436.0
2018-08-31,25850,27250,25400,26700,423146,1102001.0,41273436.0
2018-09-03,26700,26800,26250,26700,191752,1102001.0,41273436.0
2018-09-04,26800,27200,26700,27000,200564,1114383.0,41273436.0
2018-09-05,27300,27500,26750,26800,261751,1106128.0,41273436.0
2018-09-06,26750,26800,26150,26300,148293,1085491.0,41273436.0
2018-09-07,25700,25750,24500,24900,534139,1027709.0,41273436.0
2018-09-10,24900,25000,24500,24600,256728,1015327.0,41273436.0
2018-09-11,24900,25000,24550,24850,227381,1025645.0,41273436.0
2018-09-12,25000,25000,24050,24200,315030,998817.0,41273436.0
2018-09-13,24050,24050,23400,23450,438574,967862.0,41273436.0
2018-09-14,23950,24250,23500,24250,332561,1000881.0,41273436.0
2018-09-17,24250,24350,23950,24100,149105,994690.0,41273436.0
2018-09-18,23900,24350,23650,24100,135339,994690.0,41273436.0
2018-09-19,24450,24450,23900,24000,193119,990562.0,41273436.0
2018-09-20,24150,24200,22950,23150,520398,955480.0,41273436.0
2018-09-21,23200,23300,22050,22200,554503,916270.0,41273436.0
2018-09-27,22400,23250,22350,22950,354873,947225.0,41273436.0
2018-09-28,23000,23200,22300,22400,320501,924525.0,41273436.0
2018-10-01,22350,22500,21800,21800,280580,899761.0,41273436.0
2018-10-02,22000,22200,21500,21550,254911,889443.0,41273436.0
2018-10-04,21700,21900,20950,21000,198241,866742.0,41273436.0
2018-10-05,20750,21250,20550,20700,188838,854360.0,41273436.0
2018-10-08,20400,21150,19850,19850,297264,819278.0,41273436.0
2018-10-10,19850,20050,19400,19800,303499,817214.0,41273436.0
2018-10-11,19250,19850,18550,18600,437887,767686.0,41273436.0
2018-10-12,18400,19350,18400,19050,246843,786259.0,41273436.0
2018-10-15,19150,19200,18400,18500,216157,763559.0,41273436.0
2018-10-16,18600,19450,18600,19100,272234,788323.0,41273436.0
2018-10-17,19650,20200,19350,19800,295531,817214.0,41273436.0
2018-10-18,19900,19900,18600,18800,270915,775941.0,41273436.0
2018-10-19,18550,19550,18450,19550,232322,806896.0,41273436.0
2018-10-22,19550,19550,18800,19350,150709,798641.0,41273436.0
2018-10-23,19400,19600,18350,18550,203996,765622.0,41273436.0
2018-10-24,18900,19200,18400,18550,248123,765622.0,41273436.0
2018-10-25,18000,18550,17850,18350,194153,757368.0,41273436.0
2018-10-26,18550,18550,17650,18050,218435,744986.0,41273436.0
2018-10-29,18050,18900,17650,17750,334207,732603.0,41273436.0
2018-10-30,17900,20050,17900,19600,1139500,808959.0,41273436.0
2018-10-31,19600,19600,18850,19000,492159,784195.0,41273436.0
2018-11-01,19000,19050,17800,17900,602898,738795.0,41273436.0
2018-11-02,18250,19100,18100,19100,626790,788323.0,41273436.0
2018-11-05,18950,19100,18450,18900,336056,780068.0,41273436.0
2018-11-06,19050,19500,18900,19450,426178,802768.0,41273436.0
2018-11-07,19650,19650,18300,18450,462161,761495.0,41273436.0
2018-11-08,18800,19250,18600,18750,357302,773877.0,41273436.0
2018-11-09,18800,19800,18800,19550,466985,806896.0,41273436.0
2018-11-12,19450,20300,19300,20000,610203,825469.0,41273436.0
2018-11-13,19700,20050,19100,19850,375537,819278.0,41273436.0
2018-11-14,20200,20450,19450,19500,316851,804832.0,41273436.0
2018-11-15,19400,20050,19350,20050,242953,827532.0,41273436.0
2018-11-16,20100,20300,19400,19700,295757,813087.0,41273436.0
2018-11-19,19550,19700,19250,19600,360220,808959.0,41273436.0
2018-11-20,19300,19950,19200,19400,472588,800705.0,41273436.0
2018-11-21,19250,20900,19200,20850,855914,860551.0,41273436.0
2018-11-22,20900,20900,20050,20100,504769,829596.0,41273436.0
2018-11-23,20200,20250,19800,20000,379459,825469.0,41273436.0
2018-11-26,19800,20500,19800,20200,458767,833723.0,41273436.0
2018-11-27,20300,21400,20000,21400,608147,883252.0,41273436.0
2018-11-28,21450,22650,21300,21900,979497,903888.0,41273436.0
2018-11-29,22300,22650,22100,22150,535238,914207.0,41273436.0
2018-11-30,22150,22300,21550,21850,295706,901825.0,41273436.0
2018-12-03,22100,22500,22100,22450,219055,926589.0,41273436.0
2018-12-04,22450,22550,21500,21500,280403,887379.0,41273436.0
2018-12-05,21150,22400,20750,22200,370687,916270.0,41273436.0
2018-12-06,21850,22050,20200,20250,609921,835787.0,41273436.0
2018-12-07,20600,20850,20150,20500,278188,846105.0,41273436.0
2018-12-10,20000,20100,19250,19350,433767,798641.0,41273436.0
2018-12-11,19550,19750,19400,19400,191386,800705.0,41273436.0
2018-12-12,19600,20450,19600,20400,285357,841978.0,41273436.0
2018-12-13,20450,21200,20150,20800,424681,858487.0,41273436.0
2018-12-14,21000,21000,19600,19850,405280,819278.0,41273436.0
2018-12-17,19700,20200,19600,19950,149031,823405.0,41273436.0
2018-12-18,19550,19950,19550,19900,106576,821341.0,41273436.0
2018-12-19,19950,20550,19750,20350,197209,839914.0,41273436.0
2018-12-20,19950,20200,19600,19800,175499,817214.0,41273436.0
2018-12-21,19650,20200,19650,20200,126108,833723.0,41273436.0
2018-12-24,20200,20350,19700,20300,144112,837851.0,41273436.0
2018-12-26,19800,20200,19300,19600,250634,808959.0,41273436.0
2018-12-27,20000,20150,19600,19700,135645,813087.0,41273436.0
2018-12-28,19900,20200,19650,20100,162641,829596.0,41273436.0
2019-01-02,20050,20050,19350,19450,187786,802768.0,41273436.0
2019-01-03,19400,19700,18000,18050,314235,744986.0,41273436.0
2019-01-04,17850,18000,16100,16800,990269,693394.0,41273436.0
2019-01-07,17050,17300,16800,16900,376914,697521.0,41273436.0
2019-01-08,16950,17550,16800,17200,374504,709903.0,41273436.0
2019-01-09,17300,18650,17200,18400,473580,759431.0,41273436.0
2019-01-10,18450,18900,18000,18400,263572,759431.0,41273436.0
2019-01-11,18550,19300,18400,18600,292393,767686.0,41273436.0
2019-01-14,18600,18750,17450,17550,451606,724349.0,41273436.0
2019-01-15,17700,18050,17550,17800,371943,734667.0,41273436.0
2019-01-16,17950,18100,17700,17850,245449,736731.0,41273436.0
2019-01-17,18000,18450,17850,17900,271757,738795.0,41273436.0
2019-01-18,18050,18500,17950,18500,241610,763559.0,41273436.0
2019-01-21,18700,20250,18650,20100,928048,829596.0,41273436.0
2019-01-22,20000,20000,19450,19850,387585,819278.0,41273436.0
2019-01-23,19400,19700,19050,19250,349074,794514.0,41273436.0
2019-01-24,19250,19900,19150,19650,338656,811023.0,41273436.0
2019-01-25,19900,20450,19850,20100,551798,829596.0,41273436.0
2019-01-28,20250,21550,19700,21300,817502,879124.0,41273436.0
2019-01-29,21000,22150,20700,21700,921836,895634.0,41273436.0
2019-01-30,21600,23200,21350,22800,756727,941034.0,41273436.0
2019-01-31,22800,23300,22200,22900,461253,945162.0,41273436.0
2019-02-01,22700,24000,22600,23050,648844,951353.0,41273436.0
2019-02-07,23350,24950,23150,24750,604619,1021518.0,41273436.0
2019-02-08,24750,24750,23750,24100,348356,994690.0,41273436.0
2019-02-11,23750,23900,22850,23400,582843,965798.0,41273436.0
2019-02-12,23450,24600,23300,24050,461748,992626.0,41273436.0
2019-02-13,24200,25000,24000,24100,406154,994690.0,41273436.0
2019-02-14,24150,25200,23550,25150,519305,1038027.0,41273436.0
2019-02-15,25150,25150,22900,23250,868680,959607.0,41273436.0
2019-02-18,23200,24100,23000,23350,534732,963735.0,41273436.0
2019-02-19,23450,24000,23250,23650,509234,976117.0,41273436.0
2019-02-20,23350,24250,22700,23900,832747,1173105.0,49083901.0
2019-02-21,24200,24650,23500,24050,544039,1180468.0,49083901.0
2019-02-22,24000,24450,23650,23850,360536,1170651.0,49083901.0
2019-02-25,24000,25450,24000,24900,980329,1222189.0,49083901.0
2019-02-26,24950,25150,24100,24250,363784,1190285.0,49083901.0
2019-02-27,24300,24400,23900,24050,169460,1180468.0,49083901.0
2019-02-28,24250,24250,23050,23050,479476,1131384.0,49083901.0
2019-03-04,23250,23500,22850,23050,260169,1131384.0,49083901.0
2019-03-05,22700,22850,21800,22100,542353,1084754.0,49083901.0
2019-03-06,22250,22900,21900,22350,458612,1097025.0,49083901.0
2019-03-07,22200,22600,21500,21750,413633,1067575.0,49083901.0
2019-03-08,21450,22250,21450,21900,314268,1074937.0,49083901.0
2019-03-11,22050,23400,21900,23400,439826,1148563.0,49083901.0
2019-03-12,23350,24000,23200,23700,508438,1163288.0,49083901.0
2019-03-13,24000,24950,23800,24850,621177,1219735.0,49083901.0
2019-03-14,24750,27050,24600,26050,1576911,1278636.0,49083901.0
2019-03-15,25900,26200,25450,26050,467541,1278636.0,49083901.0
2019-03-18,26250,26300,25550,25900,309590,1271273.0,49083901.0
2019-03-19,25900,25900,24500,24600,557903,1207464.0,49083901.0
2019-03-20,24700,25450,24450,25200,355843,1236914.0,49083901.0
2019-03-21,25600,26950,25400,25700,929934,1261456.0,49083901.0
2019-03-22,26400,26750,25600,25950,389580,1273727.0,49083901.0
2019-03-25,25450,25600,23850,23900,666066,1173105.0,49083901.0
2019-03-26,23950,24400,23350,24050,411222,1180468.0,49083901.0
2019-03-27,24150,24200,23350,23750,218217,1165743.0,49083901.0
2019-03-28,23650,24100,22900,22900,403537,1124021.0,49083901.0
2019-03-29,23250,23600,22900,23400,423605,1148563.0,49083901.0
2019-04-01,23500,24750,23500,24500,396450,1202556.0,49083901.0
2019-04-02,24900,24900,24300,24350,266718,1195193.0,49083901.0
2019-04-03,24350,25300,24250,25300,378497,1241823.0,49083901.0
2019-04-04,25300,26500,25050,25800,738504,1266365.0,49083901.0
2019-04-05,25800,25950,25100,25900,275236,1271273.0,49083901.0
2019-04-08,26150,26150,25050,25100,207569,1232006.0,49083901.0
2019-04-09,25100,25550,24900,25400,279704,1246731.0,49083901.0
2019-04-10,25150,25200,24650,24900,394587,1222189.0,49083901.0
2019-04-11,25000,25350,25000,25200,226609,1236914.0,49083901.0
2019-04-12,25050,25400,24800,25050,205884,1229552.0,49083901.0
2019-04-15,25050,25700,25000,25400,238161,1246731.0,49083901.0
2019-04-16,25550,25550,25000,25000,174126,1227098.0,49083901.0
2019-04-17,25200,27150,25200,26850,1149289,1317903.0,49083901.0
2019-04-18,27150,28200,26650,27050,1274574,1327720.0,49083901.0
2019-04-19,27100,27950,26650,27600,487077,1354716.0,49083901.0
2019-04-22,27450,27650,26650,27000,282089,1325265.0,49083901.0
2019-04-23,27150,27850,27050,27100,464753,1330174.0,49083901.0
2019-04-24,27350,27550,26450,26700,270291,1310540.0,49083901.0
2019-04-25,27250,28200,27100,27300,547084,1339990.0,49083901.0
2019-04-26,27000,27400,26200,26250,417904,1288452.0,49083901.0
2019-04-29,26450,27450,26400,27450,263597,1347353.0,49083901.0
2019-04-30,27600,28050,26850,27950,430799,1371895.0,49083901.0
2019-05-02,28250,28300,27400,27550,395864,1352261.0,49083901.0
2019-05-03,27550,28000,27400,27500,322127,1349807.0,49083901.0
2019-05-07,27400,27850,27000,27250,329367,1337536.0,49083901.0
2019-05-08,26700,26850,25750,26000,822560,1276181.0,49083901.0
2019-05-09,26050,26400,25350,25550,403992,1254094.0,49083901.0
2019-05-10,25500,25750,24700,25400,394151,1246731.0,49083901.0
2019-05-13,25250,25400,24000,24250,385452,1190285.0,49083901.0
2019-05-14,23700,25000,23550,24500,443453,1202556.0,49083901.0
2019-05-15,24850,25000,24300,24650,336088,1209918.0,49083901.0
2019-05-16,25000,25150,23650,24100,324725,1182922.0,49083901.0
2019-05-17,24200,25100,24000,24200,245005,1187830.0,49083901.0
2019-05-20,24200,24550,23050,23050,326787,1131384.0,49083901.0
2019-05-21,22950,24000,22950,23400,249618,1148563.0,49083901.0
2019-05-22,23650,23750,22900,23050,260329,1131384.0,49083901.0
2019-05-23,23200,23300,21700,21800,685935,1070029.0,49083901.0
2019-05-24,21600,21950,21350,21450,270902,1052850.0,49083901.0
2019-05-27,21500,21800,20850,21750,274441,1067575.0,49083901.0
2019-05-28,21750,22400,21600,22250,317173,1092117.0,49083901.0
2019-05-29,22250,22250,21550,21900,291440,1074937.0,49083901.0
2019-05-30,22050,22500,21800,22200,337008,1089663.0,49083901.0
2019-05-31,22350,22500,22100,22100,260467,1084754.0,49083901.0
2019-06-03,21800,22900,21650,22900,260446,1124021.0,49083901.0
2019-06-04,22900,23200,22450,22900,284745,1124021.0,49083901.0
2019-06-05,23600,24350,23450,23500,590085,1153472.0,49083901.0
2019-06-07,23500,23650,22800,22950,444121,1126476.0,49083901.0
2019-06-10,23050,23500,22900,23400,286605,1148563.0,49083901.0
2019-06-11,23650,24500,23650,24400,384099,1197647.0,49083901.0
2019-06-12,24400,24600,23800,23850,228037,1170651.0,49083901.0
2019-06-13,23650,23750,22650,23000,712511,1128930.0,49083901.0
2019-06-14,23000,23250,22750,22900,305321,1124021.0,49083901.0
2019-06-17,22900,22900,22400,22500,315269,1104388.0,49083901.0
2019-06-18,22650,23050,22600,22900,230667,1124021.0,49083901.0
2019-06-19,23650,23950,23000,23200,488134,1138747.0,49083901.0
2019-06-20,23400,23950,23050,23900,254842,1173105.0,49083901.0
2019-06-21,24000,24150,23150,23650,343327,1160834.0,49083901.0
2019-06-24,23850,24250,23400,23550,326957,1155926.0,49083901.0
2019-06-25,23450,23600,23050,23100,190270,1133838.0,49083901.0
2019-06-26,23150,23650,23000,23300,220623,1143655.0,49083901.0
2019-06-27,23600,24450,23350,24300,586823,1192739.0,49083901.0
2019-06-28,24550,24600,23550,23950,362520,1175559.0,49083901.0
2019-07-01,24150,24350,23700,24300,247725,1192739.0,49083901.0
2019-07-02,24300,24300,23700,24150,161183,1185376.0,49083901.0
2019-07-03,24300,24550,23850,24250,242796,1190285.0,49083901.0
2019-07-04,24600,25500,24000,24850,644771,1219735.0,49083901.0
2019-07-05,24850,24950,23950,24450,207450,1200101.0,49083901.0
2019-07-08,24200,24200,22550,22550,424897,1106842.0,49083901.0
2019-07-09,22600,23350,22500,22800,272551,1119113.0,49083901.0
2019-07-10,23100,23800,23100,23700,252210,1163288.0,49083901.0
2019-07-11,24100,24700,23750,24300,325656,1192739.0,49083901.0
2019-07-12,24650,24700,24150,24650,255999,1209918.0,49083901.0
2019-07-15,24700,24700,23850,24400,259070,1197647.0,49083901.0
2019-07-16,24650,24850,24300,24500,214900,1202556.0,49083901.0
2019-07-17,24500,24500,23450,23700,254121,1163288.0,49083901.0
2019-07-18,24950,25600,24600,24700,982655,1212372.0,49083901.0
2019-07-19,24850,24900,24100,24850,254201,1219735.0,49083901.0
2019-07-22,25100,26100,24600,26050,610991,1278636.0,49083901.0
2019-07-23,26250,26450,25300,25500,409730,1251639.0,49083901.0
2019-07-24,25450,26100,25200,25350,406610,1244277.0,49083901.0
2019-07-25,25400,25600,24250,25000,313871,1227098.0,49083901.0
2019-07-26,24800,24950,23800,24400,371548,1197647.0,49083901.0
2019-07-29,24250,24300,23100,23200,274075,1138747.0,49083901.0
2019-07-30,23600,24150,23400,24050,185774,1180468.0,49083901.0
2019-07-31,24100,25200,23550,24850,419225,1219735.0,49083901.0
2019-08-01,24500,24650,23650,23650,268968,1160834.0,49083901.0
2019-08-02,23400,24450,23000,23900,321943,1173105.0,49083901.0
2019-08-05,24950,24950,23100,23150,420270,1136292.0,49083901.0
2019-08-06,23150,23300,21050,21750,607979,1067575.0,49083901.0
2019-08-07,21800,23000,21800,22950,408678,1126476.0,49083901.0
2019-08-08,23250,23750,23050,23350,197857,1146109.0,49083901.0
2019-08-09,23400,23700,23100,23400,226942,1148563.0,49083901.0
2019-08-12,23400,23600,23050,23450,164435,1151017.0,49083901.0
2019-08-13,23100,23450,23050,23050,198539,1131384.0,49083901.0
2019-08-14,23650,24600,23450,23850,348332,1170651.0,49083901.0
2019-08-16,23850,24400,23450,24400,258928,1197647.0,49083901.0
2019-08-19,24800,24800,23750,23900,247208,1173105.0,49083901.0
2019-08-20,24200,24450,23750,24350,162465,1195193.0,49083901.0
2019-08-21,24200,24550,24150,24500,167562,1202556.0,49083901.0
2019-08-22,24850,24850,23850,24100,222581,1182922.0,49083901.0
2019-08-23,23850,24350,23750,24250,126657,1190285.0,49083901.0
2019-08-26,23300,23600,22500,22650,379908,1111750.0,49083901.0
2019-08-27,23400,24050,23200,23200,418970,1138747.0,49083901.0
2019-08-28,23200,23500,22950,23500,238442,1153472.0,49083901.0
2019-08-29,23450,23700,22300,22600,431983,1109296.0,49083901.0
2019-08-30,23200,23650,22950,23500,261707,1153472.0,49083901.0
2019-09-02,23650,24200,23300,24200,206076,1187830.0,49083901.0
2019-09-03,24000,24300,23850,23900,122782,1173105.0,49083901.0
2019-09-04,24700,25750,24300,25700,642610,1261456.0,49083901.0
2019-09-05,26100,27400,26000,26850,847967,1317903.0,49083901.0
2019-09-06,27150,27650,26850,27350,441671,1342445.0,49083901.0
2019-09-09,27800,27950,26950,27050,287753,1327720.0,49083901.0
2019-09-10,27100,27850,27050,27400,212960,1344899.0,49083901.0
2019-09-11,27400,27500,26150,26600,419268,1305632.0,49083901.0
