현대해상(001450),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-03-10,4500,4530,4460,4500,34945,402300.0,8940000.0
2004-03-11,4500,4500,4200,4410,120717,394254.0,8940000.0
2004-03-12,4395,4490,4210,4340,40940,387996.0,8940000.0
2004-03-15,4300,4305,4110,4200,38213,375480.0,8940000.0
2004-03-16,4180,4230,4150,4200,9973,375480.0,8940000.0
2004-03-17,4200,4300,4160,4250,78261,379950.0,8940000.0
2004-03-18,4325,4350,4220,4220,23308,377268.0,8940000.0
2004-03-19,4250,4290,4160,4255,19148,380397.0,8940000.0
2004-03-22,4200,4270,4175,4180,9210,373692.0,8940000.0
2004-03-23,4060,4130,4030,4080,18620,364752.0,8940000.0
2004-03-24,4030,4070,3900,3900,32477,348660.0,8940000.0
2004-03-25,3905,4015,3825,3825,26910,341955.0,8940000.0
2004-03-26,3860,3970,3860,3970,31924,354918.0,8940000.0
2004-03-29,3910,4010,3910,3990,23490,356706.0,8940000.0
2004-03-30,3980,3980,3865,3880,19300,346872.0,8940000.0
2004-03-31,3900,4015,3900,4015,28391,358941.0,8940000.0
2004-04-01,4000,4035,3920,3925,10520,350895.0,8940000.0
2004-04-02,4000,4020,3910,3980,16200,355812.0,8940000.0
2004-04-06,4045,4090,3955,4090,42300,365646.0,8940000.0
2004-04-07,4230,4230,4100,4100,41350,366540.0,8940000.0
2004-04-08,4170,4435,4140,4400,44520,393360.0,8940000.0
2004-04-09,4400,4400,4250,4265,16760,381291.0,8940000.0
2004-04-12,4170,4340,4170,4260,10860,380844.0,8940000.0
2004-04-13,4280,4440,4280,4350,25520,388890.0,8940000.0
2004-04-14,4340,4340,4255,4290,11970,383526.0,8940000.0
2004-04-16,4220,4295,4220,4260,3100,380844.0,8940000.0
2004-04-19,4150,4280,4150,4240,9063,379056.0,8940000.0
2004-04-20,4360,4450,4300,4370,23070,390678.0,8940000.0
2004-04-21,4300,4380,4300,4330,11440,387102.0,8940000.0
2004-04-22,4325,4330,4245,4245,12350,379503.0,8940000.0
2004-04-23,4345,4345,4260,4260,7257,380844.0,8940000.0
2004-04-26,4255,4380,4130,4130,8260,369222.0,8940000.0
2004-04-27,4170,4420,4160,4400,16320,393360.0,8940000.0
2004-04-28,4325,4500,4325,4470,37860,399618.0,8940000.0
2004-04-29,4470,4750,4400,4690,51190,419286.0,8940000.0
2004-04-30,4510,4590,4495,4500,16395,402300.0,8940000.0
2004-05-03,4500,4630,4480,4500,10715,402300.0,8940000.0
2004-05-04,4565,4600,4400,4500,29990,402300.0,8940000.0
2004-05-06,4500,4500,4100,4140,36580,370116.0,8940000.0
2004-05-07,4140,4260,3900,4200,20310,375480.0,8940000.0
2004-05-10,4200,4200,3970,4080,9930,364752.0,8940000.0
2004-05-11,3925,4130,3925,3930,4570,351342.0,8940000.0
2004-05-12,3980,4000,3955,3955,8340,353577.0,8940000.0
2004-05-13,3900,4000,3700,3710,15710,331674.0,8940000.0
2004-05-14,3700,3870,3390,3500,52472,312900.0,8940000.0
2004-05-17,3530,3535,3230,3365,16150,300831.0,8940000.0
2004-05-18,3240,3390,3195,3365,18752,300831.0,8940000.0
2004-05-19,3400,3550,3365,3445,41704,307983.0,8940000.0
2004-05-20,3485,3600,3425,3500,31680,312900.0,8940000.0
2004-05-21,3500,3660,3500,3610,11900,322734.0,8940000.0
2004-05-24,3625,3765,3545,3605,23461,322287.0,8940000.0
2004-05-25,3600,3600,3515,3560,8685,318264.0,8940000.0
2004-05-27,3600,3700,3600,3640,6160,325416.0,8940000.0
2004-05-28,3680,3680,3540,3660,13400,327204.0,8940000.0
2004-05-31,3705,3735,3530,3670,33114,328098.0,8940000.0
2004-06-01,3630,3765,3630,3725,28680,333015.0,8940000.0
2004-06-02,3720,3830,3670,3830,28710,342402.0,8940000.0
2004-06-03,3810,3810,3635,3670,28930,328098.0,8940000.0
2004-06-04,3610,3700,3610,3670,24470,328098.0,8940000.0
2004-06-07,3700,3795,3650,3755,11870,335697.0,8940000.0
2004-06-08,3755,3795,3755,3760,7810,336144.0,8940000.0
2004-06-09,3785,3950,3760,3900,16040,348660.0,8940000.0
2004-06-10,3825,3890,3820,3850,4960,344190.0,8940000.0
2004-06-11,3940,3940,3710,3750,10150,335250.0,8940000.0
2004-06-14,3750,3850,3750,3810,21607,340614.0,8940000.0
2004-06-15,3850,3850,3730,3840,20470,343296.0,8940000.0
2004-06-16,3780,3890,3780,3780,9950,337932.0,8940000.0
2004-06-17,3780,3790,3780,3780,5092,337932.0,8940000.0
2004-06-18,3780,3780,3720,3725,2279,333015.0,8940000.0
2004-06-21,3670,3800,3670,3780,5490,337932.0,8940000.0
2004-06-22,3720,3745,3700,3720,14560,332568.0,8940000.0
2004-06-23,3700,3705,3665,3700,7361,330780.0,8940000.0
2004-06-24,3650,3710,3650,3710,6910,331674.0,8940000.0
2004-06-25,3710,3770,3670,3760,7950,336144.0,8940000.0
2004-06-28,3820,3820,3665,3720,15740,332568.0,8940000.0
2004-06-29,3700,3770,3700,3770,3585,337038.0,8940000.0
2004-06-30,3810,3890,3800,3880,26470,346872.0,8940000.0
2004-07-01,3940,3940,3810,3820,10365,341508.0,8940000.0
2004-07-02,3840,3870,3800,3850,13480,344190.0,8940000.0
2004-07-05,3805,3850,3800,3850,4500,344190.0,8940000.0
2004-07-06,3850,3975,3850,3960,30340,354024.0,8940000.0
2004-07-07,3960,3960,3960,3960,0,354024.0,8940000.0
2004-07-08,3960,3960,3960,3960,0,,
2004-07-09,3960,3960,3960,3960,0,,
2004-07-12,3960,3960,3960,3960,0,,
2004-07-13,4005,4550,3965,3995,426290,357153.0,89400000.0
2004-07-14,4050,4145,3800,3895,181990,348213.0,89400000.0
2004-07-15,3755,3880,3580,3680,73330,328992.0,89400000.0
2004-07-16,3610,3700,3560,3620,107250,323628.0,89400000.0
2004-07-19,3540,3580,3460,3520,96340,314688.0,89400000.0
2004-07-20,3455,3490,3400,3400,77440,303960.0,89400000.0
2004-07-21,3465,3770,3465,3605,259190,322287.0,89400000.0
2004-07-22,3550,3720,3500,3700,84190,330780.0,89400000.0
2004-07-23,3625,3735,3620,3670,48130,328098.0,89400000.0
2004-07-26,3480,3680,3480,3650,81840,326310.0,89400000.0
2004-07-27,3640,3660,3560,3600,136710,321840.0,89400000.0
2004-07-28,3610,3730,3610,3660,56920,327204.0,89400000.0
2004-07-29,3680,3680,3515,3600,107520,321840.0,89400000.0
2004-07-30,3650,3650,3520,3600,119260,321840.0,89400000.0
2004-08-02,3520,3600,3350,3400,170860,303960.0,89400000.0
2004-08-03,3400,3520,3400,3500,115780,312900.0,89400000.0
2004-08-04,3450,3570,3400,3490,92350,312006.0,89400000.0
2004-08-05,3600,3600,3500,3590,382680,320946.0,89400000.0
2004-08-06,3500,3590,3490,3500,721660,312900.0,89400000.0
2004-08-09,3550,3550,3460,3485,127040,311559.0,89400000.0
2004-08-10,3485,3520,3430,3460,184910,309324.0,89400000.0
2004-08-11,3470,3490,3435,3450,83360,308430.0,89400000.0
2004-08-12,3480,3480,3370,3400,136098,303960.0,89400000.0
2004-08-13,3395,3525,3370,3490,350600,312006.0,89400000.0
2004-08-16,3500,3505,3385,3400,196420,303960.0,89400000.0
2004-08-17,3425,3485,3345,3360,130030,300384.0,89400000.0
2004-08-18,3330,3375,3310,3310,110860,295914.0,89400000.0
2004-08-19,3320,3380,3300,3310,496100,295914.0,89400000.0
2004-08-20,3310,3320,3175,3180,577545,284292.0,89400000.0
2004-08-23,3220,3235,3180,3200,346620,286080.0,89400000.0
2004-08-24,3235,3320,3210,3300,617820,295020.0,89400000.0
2004-08-25,3320,3335,3240,3270,402020,292338.0,89400000.0
2004-08-26,3300,3300,3255,3255,414030,290997.0,89400000.0
2004-08-27,3255,3300,3250,3300,203052,295020.0,89400000.0
2004-08-30,3315,3315,3260,3270,287770,292338.0,89400000.0
2004-08-31,3250,3335,3230,3330,489845,297702.0,89400000.0
2004-09-01,3300,3425,3280,3405,666975,304407.0,89400000.0
2004-09-02,3405,3480,3370,3405,888940,304407.0,89400000.0
2004-09-03,3435,3515,3380,3495,466500,312453.0,89400000.0
2004-09-06,3520,3590,3470,3580,506288,320052.0,89400000.0
2004-09-07,3560,3685,3540,3650,492730,326310.0,89400000.0
2004-09-08,3680,3720,3620,3680,192341,328992.0,89400000.0
2004-09-09,3625,3780,3600,3750,247761,335250.0,89400000.0
2004-09-10,3700,3780,3580,3700,256634,330780.0,89400000.0
2004-09-13,3640,3690,3620,3620,105449,323628.0,89400000.0
2004-09-14,3590,3620,3525,3590,153400,320946.0,89400000.0
2004-09-15,3630,3630,3505,3505,100680,313347.0,89400000.0
2004-09-16,3455,3520,3435,3445,233660,307983.0,89400000.0
2004-09-17,3490,3500,3430,3460,104374,309324.0,89400000.0
2004-09-20,3460,3530,3440,3460,210400,309324.0,89400000.0
2004-09-21,3460,3505,3425,3455,186380,308877.0,89400000.0
2004-09-22,3450,3480,3335,3345,258263,299043.0,89400000.0
2004-09-23,3285,3435,3285,3340,113540,298596.0,89400000.0
2004-09-24,3400,3485,3400,3450,106737,308430.0,89400000.0
2004-09-30,3450,3520,3450,3500,170170,312900.0,89400000.0
2004-10-01,3500,3700,3470,3605,241993,322287.0,89400000.0
2004-10-04,3680,3810,3610,3750,776608,335250.0,89400000.0
2004-10-05,3785,3785,3580,3650,331160,326310.0,89400000.0
2004-10-06,3700,3910,3700,3890,550034,347766.0,89400000.0
2004-10-07,3895,3950,3760,3810,150147,340614.0,89400000.0
2004-10-08,3840,4140,3740,4110,580870,367434.0,89400000.0
2004-10-11,4100,4250,3980,4150,376097,371010.0,89400000.0
2004-10-12,4150,4150,3920,4000,435031,357600.0,89400000.0
2004-10-13,4010,4130,3920,3920,293856,350448.0,89400000.0
2004-10-14,3860,4100,3850,4100,273271,366540.0,89400000.0
2004-10-15,4100,4100,3950,4025,58231,359835.0,89400000.0
2004-10-18,3955,4025,3850,3890,211911,347766.0,89400000.0
2004-10-19,4000,4080,3955,4000,176760,357600.0,89400000.0
2004-10-20,3930,4050,3850,3900,93550,348660.0,89400000.0
2004-10-21,3850,3970,3790,3820,115832,341508.0,89400000.0
2004-10-22,3800,3880,3800,3875,37750,346425.0,89400000.0
2004-10-25,3735,3820,3600,3810,171960,340614.0,89400000.0
2004-10-26,3780,3850,3660,3735,73442,333909.0,89400000.0
2004-10-27,3750,3840,3740,3740,70040,334356.0,89400000.0
2004-10-28,3770,3880,3770,3880,81152,346872.0,89400000.0
2004-10-29,3900,3930,3805,3850,68670,344190.0,89400000.0
2004-11-01,3850,3955,3850,3910,54950,349554.0,89400000.0
2004-11-02,3940,4050,3940,4000,362260,357600.0,89400000.0
2004-11-03,4000,4120,3930,4100,237500,366540.0,89400000.0
2004-11-04,4095,4290,4005,4060,230390,362964.0,89400000.0
2004-11-05,4120,4200,3930,3930,293652,351342.0,89400000.0
2004-11-08,3930,3970,3900,3930,48230,351342.0,89400000.0
2004-11-09,3910,4000,3910,3920,202440,350448.0,89400000.0
2004-11-10,3915,4080,3840,4070,230800,363858.0,89400000.0
2004-11-11,4070,4180,4000,4100,158730,366540.0,89400000.0
2004-11-12,4160,4190,4000,4100,339570,366540.0,89400000.0
2004-11-15,4065,4135,4055,4090,72510,365646.0,89400000.0
2004-11-16,4055,4055,3915,3915,253770,350001.0,89400000.0
2004-11-17,3910,3970,3865,3970,468620,354918.0,89400000.0
2004-11-18,3970,3995,3900,3990,162880,356706.0,89400000.0
2004-11-19,3930,3980,3915,3975,153070,355365.0,89400000.0
2004-11-22,3905,3940,3875,3930,77740,351342.0,89400000.0
2004-11-23,3930,4130,3905,4130,195290,369222.0,89400000.0
2004-11-24,4130,4180,4080,4130,289850,369222.0,89400000.0
2004-11-25,4130,4130,4015,4070,97670,363858.0,89400000.0
2004-11-26,4070,4070,4000,4060,93100,362964.0,89400000.0
2004-11-29,4060,4060,3950,4000,109100,357600.0,89400000.0
2004-11-30,4005,4045,3910,4045,92255,361623.0,89400000.0
2004-12-01,4080,4170,4000,4170,279180,372798.0,89400000.0
2004-12-02,4240,4240,4130,4175,206900,373245.0,89400000.0
2004-12-03,4205,4205,4025,4100,135800,366540.0,89400000.0
2004-12-06,4060,4090,4015,4090,47760,365646.0,89400000.0
2004-12-07,4040,4140,4040,4075,84660,364305.0,89400000.0
2004-12-08,4070,4170,4000,4170,204380,372798.0,89400000.0
2004-12-09,4170,4170,4050,4080,147390,364752.0,89400000.0
2004-12-10,4030,4070,3920,3990,140750,356706.0,89400000.0
2004-12-13,3920,4025,3920,4025,41500,359835.0,89400000.0
2004-12-14,4050,4050,3935,3965,67966,354471.0,89400000.0
2004-12-15,3920,4000,3900,3970,110340,354918.0,89400000.0
2004-12-16,4030,4030,3945,4020,61180,359388.0,89400000.0
2004-12-17,4025,4025,3945,3985,131310,356259.0,89400000.0
2004-12-20,3950,4015,3950,4000,130690,357600.0,89400000.0
2004-12-21,4000,4000,3900,3960,192450,354024.0,89400000.0
2004-12-22,3970,3970,3870,3935,251250,351789.0,89400000.0
2004-12-23,3935,3935,3765,3765,303070,336591.0,89400000.0
2004-12-24,3650,3765,3650,3715,300630,332121.0,89400000.0
2004-12-27,3725,3800,3725,3800,104630,339720.0,89400000.0
2004-12-28,3750,3835,3745,3835,54980,342849.0,89400000.0
2004-12-29,3840,3880,3830,3835,255930,342849.0,89400000.0
2004-12-30,3850,3915,3835,3880,249870,346872.0,89400000.0
2005-01-03,3995,4050,3950,4000,175160,357600.0,89400000.0
2005-01-04,3960,4080,3960,4080,330960,364752.0,89400000.0
2005-01-05,4080,4230,4030,4210,323241,376374.0,89400000.0
2005-01-06,4205,4260,4170,4250,223600,379950.0,89400000.0
2005-01-07,4230,4260,4170,4220,166660,377268.0,89400000.0
2005-01-10,4250,4250,4155,4200,191240,375480.0,89400000.0
2005-01-11,4180,4220,4120,4200,177680,375480.0,89400000.0
2005-01-12,4200,4200,4125,4155,103420,371457.0,89400000.0
2005-01-13,4190,4220,4150,4220,127520,377268.0,89400000.0
2005-01-14,4200,4200,4100,4195,133480,375033.0,89400000.0
2005-01-17,4200,4290,4155,4270,368740,381738.0,89400000.0
2005-01-18,4285,4285,4180,4270,313160,381738.0,89400000.0
2005-01-19,4220,4410,4220,4350,752406,388890.0,89400000.0
2005-01-20,4360,4360,4185,4220,174820,377268.0,89400000.0
2005-01-21,4180,4280,4180,4280,94150,382632.0,89400000.0
2005-01-24,4280,4330,4240,4260,303150,380844.0,89400000.0
2005-01-25,4280,4280,4180,4220,215037,377268.0,89400000.0
2005-01-26,4250,4380,4220,4305,300613,384867.0,89400000.0
2005-01-27,4310,4360,4190,4280,393500,382632.0,89400000.0
2005-01-28,4250,4260,4175,4185,190680,374139.0,89400000.0
2005-01-31,4200,4235,4140,4200,308020,375480.0,89400000.0
2005-02-01,4330,4330,4025,4080,480720,364752.0,89400000.0
2005-02-02,4195,4690,4150,4690,2308940,419286.0,89400000.0
2005-02-03,4650,4685,4450,4485,618320,400959.0,89400000.0
2005-02-04,4510,4540,4450,4515,307880,403641.0,89400000.0
2005-02-07,4700,4850,4650,4780,748250,427332.0,89400000.0
2005-02-11,4800,5100,4780,5010,579658,447894.0,89400000.0
2005-02-14,5250,5250,5020,5090,1082688,455046.0,89400000.0
2005-02-15,5180,5180,5060,5100,456120,455940.0,89400000.0
2005-02-16,5190,5190,4900,4980,835693,445212.0,89400000.0
2005-02-17,4950,5020,4905,4970,497930,444318.0,89400000.0
2005-02-18,4950,5120,4940,4985,762597,445659.0,89400000.0
2005-02-21,4985,5040,4970,4995,383500,446553.0,89400000.0
2005-02-22,5070,5070,4945,4950,319019,442530.0,89400000.0
2005-02-23,4900,5050,4900,4950,328912,442530.0,89400000.0
2005-02-24,4960,5050,4950,4985,418480,445659.0,89400000.0
2005-02-25,5000,5150,5000,5080,668400,454152.0,89400000.0
2005-02-28,5150,5490,5100,5400,1185730,482760.0,89400000.0
2005-03-02,5570,5570,5220,5320,895201,475608.0,89400000.0
2005-03-03,5390,5560,5310,5440,766033,486336.0,89400000.0
2005-03-04,5550,5590,5440,5580,669136,498852.0,89400000.0
2005-03-07,5660,5750,5550,5650,620806,505110.0,89400000.0
2005-03-08,5600,5650,5370,5400,614266,482760.0,89400000.0
2005-03-09,5350,5400,5200,5300,1341580,473820.0,89400000.0
2005-03-10,5300,5350,5240,5300,218720,473820.0,89400000.0
2005-03-11,5220,5380,5220,5330,369175,476502.0,89400000.0
2005-03-14,5380,5400,5250,5250,386960,469350.0,89400000.0
2005-03-15,5300,5340,4990,5030,717829,449682.0,89400000.0
2005-03-16,5060,5120,4960,5000,739300,447000.0,89400000.0
2005-03-17,4950,4950,4830,4845,405796,433143.0,89400000.0
2005-03-18,4880,4940,4745,4755,409740,425097.0,89400000.0
2005-03-21,4720,4850,4685,4765,403282,425991.0,89400000.0
2005-03-22,4810,4950,4795,4885,284729,436719.0,89400000.0
2005-03-23,4810,4940,4810,4860,289850,434484.0,89400000.0
2005-03-24,4890,4950,4790,4810,391878,430014.0,89400000.0
2005-03-25,4890,5230,4790,5210,596470,465774.0,89400000.0
2005-03-28,5220,5360,5140,5240,592187,468456.0,89400000.0
2005-03-29,5230,5330,5080,5100,665685,455940.0,89400000.0
2005-03-30,4900,4945,4770,4770,1085420,426438.0,89400000.0
2005-03-31,4820,4830,4730,4730,354492,422862.0,89400000.0
2005-04-01,4625,4740,4580,4700,643485,420180.0,89400000.0
2005-04-04,4790,4835,4620,4650,401534,415710.0,89400000.0
2005-04-06,4610,4730,4600,4660,746673,416604.0,89400000.0
2005-04-07,4700,4935,4660,4680,882379,418392.0,89400000.0
2005-04-08,4800,4890,4700,4730,804329,422862.0,89400000.0
2005-04-11,4750,4750,4650,4660,288495,416604.0,89400000.0
2005-04-12,4615,4700,4615,4655,256895,416157.0,89400000.0
2005-04-13,4705,4705,4630,4650,145020,415710.0,89400000.0
2005-04-14,4580,4675,4570,4665,220906,417051.0,89400000.0
2005-04-15,4650,4800,4600,4700,360340,420180.0,89400000.0
2005-04-18,4650,4650,4370,4500,290720,402300.0,89400000.0
2005-04-19,4510,4580,4440,4500,281271,402300.0,89400000.0
2005-04-20,4530,4660,4500,4640,271440,414816.0,89400000.0
2005-04-21,4555,4810,4545,4750,574635,424650.0,89400000.0
2005-04-22,4820,4830,4720,4730,178266,422862.0,89400000.0
2005-04-25,4730,4760,4690,4730,154601,422862.0,89400000.0
2005-04-26,4790,4800,4690,4690,878730,419286.0,89400000.0
2005-04-27,4560,4690,4560,4660,158290,416604.0,89400000.0
2005-04-28,4600,4690,4590,4620,249240,413028.0,89400000.0
2005-04-29,4550,4640,4500,4620,164170,413028.0,89400000.0
2005-05-02,4610,4750,4610,4685,159402,418839.0,89400000.0
2005-05-03,4690,4730,4665,4700,180789,420180.0,89400000.0
2005-05-04,4710,4790,4675,4760,1206550,425544.0,89400000.0
2005-05-06,4765,4830,4760,4810,329918,430014.0,89400000.0
2005-05-09,4760,4765,4690,4700,279940,420180.0,89400000.0
2005-05-10,4690,4800,4690,4725,247660,422415.0,89400000.0
2005-05-11,4660,4710,4660,4700,130809,420180.0,89400000.0
2005-05-12,4660,4720,4660,4660,155651,416604.0,89400000.0
2005-05-13,4740,4740,4595,4650,97517,415710.0,89400000.0
2005-05-16,4630,4820,4620,4690,177674,419286.0,89400000.0
2005-05-17,4700,4725,4660,4695,274970,419733.0,89400000.0
2005-05-18,4780,4780,4670,4670,179458,417498.0,89400000.0
2005-05-19,4720,4810,4675,4785,382542,427779.0,89400000.0
2005-05-20,4820,4955,4820,4890,837280,437166.0,89400000.0
2005-05-23,4960,4995,4870,4925,167480,440295.0,89400000.0
2005-05-24,4930,5000,4930,4930,765340,440742.0,89400000.0
2005-05-25,4950,4995,4900,4955,837250,442977.0,89400000.0
2005-05-26,4955,5060,4930,5050,587300,451470.0,89400000.0
2005-05-27,5100,5210,5070,5170,788686,462198.0,89400000.0
2005-05-30,5250,5460,5190,5430,886624,485442.0,89400000.0
2005-05-31,5460,5550,5340,5550,1277846,496170.0,89400000.0
2005-06-01,5460,5540,5460,5500,594830,491700.0,89400000.0
2005-06-02,5540,5720,5540,5600,683000,500640.0,89400000.0
2005-06-03,5640,5960,5580,5900,1539193,527460.0,89400000.0
2005-06-07,5900,5930,5740,5870,838520,524778.0,89400000.0
2005-06-08,5900,5900,5700,5790,428190,517626.0,89400000.0
2005-06-09,5750,5900,5690,5900,698030,527460.0,89400000.0
2005-06-10,5890,6040,5790,5950,431590,531930.0,89400000.0
2005-06-13,5900,6020,5890,5930,854779,530142.0,89400000.0
2005-06-14,5960,5960,5700,5800,392900,518520.0,89400000.0
2005-06-15,5680,5910,5680,5900,522523,527460.0,89400000.0
2005-06-16,5950,5970,5870,5880,334160,525672.0,89400000.0
2005-06-17,5900,6000,5850,5850,351935,522990.0,89400000.0
2005-06-20,5850,5930,5850,5900,245410,527460.0,89400000.0
2005-06-21,5900,5940,5800,5900,238200,527460.0,89400000.0
2005-06-22,5900,6500,5500,6130,767570,548022.0,89400000.0
2005-06-23,6190,6450,6140,6450,718380,576630.0,89400000.0
2005-06-24,6440,6670,6310,6600,592580,590040.0,89400000.0
2005-06-27,6590,6750,6450,6750,552160,603450.0,89400000.0
2005-06-28,6800,7500,6760,6900,2521034,616860.0,89400000.0
2005-06-29,6990,6990,6720,6830,736440,610602.0,89400000.0
2005-06-30,6860,7260,6830,7000,933740,625800.0,89400000.0
2005-07-01,6920,7650,6920,7600,1726050,679440.0,89400000.0
2005-07-04,7700,7700,7240,7360,1180320,657984.0,89400000.0
2005-07-05,7360,7470,7070,7260,897514,649044.0,89400000.0
2005-07-06,7160,7250,6790,7000,784136,625800.0,89400000.0
2005-07-07,6800,6920,6730,6850,814400,612390.0,89400000.0
2005-07-08,6800,6990,6740,6850,605040,612390.0,89400000.0
2005-07-11,6950,6980,6640,6680,827000,597192.0,89400000.0
2005-07-12,6750,6980,6660,6950,716379,621330.0,89400000.0
2005-07-13,6950,7050,6850,6980,326410,624012.0,89400000.0
2005-07-14,6950,7160,6930,7100,405005,634740.0,89400000.0
2005-07-15,7170,7180,6920,7140,452113,638316.0,89400000.0
2005-07-18,7320,7340,7090,7110,470480,635634.0,89400000.0
2005-07-19,7150,7400,7110,7370,822758,658878.0,89400000.0
2005-07-20,7460,7730,7350,7500,1226090,670500.0,89400000.0
2005-07-21,7500,7630,7270,7500,538349,670500.0,89400000.0
2005-07-22,7250,7450,7250,7390,204520,660666.0,89400000.0
2005-07-25,7300,7300,7130,7220,446567,645468.0,89400000.0
2005-07-26,7150,7450,7130,7380,447650,659772.0,89400000.0
2005-07-27,7380,7500,7230,7500,471381,670500.0,89400000.0
2005-07-28,7690,7690,7400,7400,934284,661560.0,89400000.0
2005-07-29,7500,7960,7450,7730,1326607,691062.0,89400000.0
2005-08-01,7920,8010,7700,8010,928944,716094.0,89400000.0
2005-08-02,8020,8020,7750,7830,504423,700002.0,89400000.0
2005-08-03,7880,7880,7760,7780,364630,695532.0,89400000.0
2005-08-04,7660,7950,7500,7740,475990,691956.0,89400000.0
2005-08-05,7510,7590,7360,7520,355608,672288.0,89400000.0
2005-08-08,7250,7590,7250,7580,268740,677652.0,89400000.0
2005-08-09,7410,7580,7410,7570,294210,676758.0,89400000.0
2005-08-10,7510,7690,7200,7500,677639,670500.0,89400000.0
2005-08-11,7430,7520,7250,7420,527570,663348.0,89400000.0
2005-08-12,7420,7520,7370,7400,619302,661560.0,89400000.0
2005-08-16,7300,7490,7260,7280,318630,650832.0,89400000.0
2005-08-17,7070,7200,7030,7130,497771,637422.0,89400000.0
2005-08-18,7250,7290,7060,7100,592877,634740.0,89400000.0
2005-08-19,7020,7220,7000,7050,319200,630270.0,89400000.0
2005-08-22,7010,7270,7010,7270,498468,649938.0,89400000.0
2005-08-23,7220,7720,7220,7720,901955,690168.0,89400000.0
2005-08-24,7690,7900,7550,7880,818275,704472.0,89400000.0
2005-08-25,7880,8300,7820,8270,1032353,739338.0,89400000.0
2005-08-26,8290,8350,8100,8170,386550,730398.0,89400000.0
2005-08-29,7900,8090,7770,8060,291120,720564.0,89400000.0
2005-08-30,8070,8290,7870,8290,368788,741126.0,89400000.0
2005-08-31,8300,8530,8290,8450,765299,755430.0,89400000.0
2005-09-01,8500,8780,8440,8710,570407,778674.0,89400000.0
2005-09-02,8590,8710,8400,8590,418610,767946.0,89400000.0
2005-09-05,8470,8580,8350,8580,266764,767052.0,89400000.0
2005-09-06,8600,8690,8450,8460,376158,756324.0,89400000.0
2005-09-07,8480,8590,8370,8580,627446,767052.0,89400000.0
2005-09-08,8590,8610,8300,8350,523338,746490.0,89400000.0
2005-09-09,8300,8700,8230,8650,996367,773310.0,89400000.0
2005-09-12,8650,8700,8500,8590,790595,767946.0,89400000.0
2005-09-13,8590,8660,8450,8600,590580,768840.0,89400000.0
2005-09-14,8600,9350,8600,9350,1094982,835890.0,89400000.0
2005-09-15,9200,9350,9000,9090,793892,812646.0,89400000.0
2005-09-16,9100,9260,9060,9250,858736,826950.0,89400000.0
2005-09-20,9450,9500,9190,9350,1039098,835890.0,89400000.0
2005-09-21,9110,9620,9110,9610,1179910,859134.0,89400000.0
2005-09-22,9630,9950,9440,9800,733321,876120.0,89400000.0
2005-09-23,9890,9890,9500,9500,319741,849300.0,89400000.0
2005-09-26,9510,9800,9490,9790,1142955,875226.0,89400000.0
2005-09-27,9850,10400,9790,10350,1619854,925290.0,89400000.0
2005-09-28,10300,11200,10250,10600,1635160,947640.0,89400000.0
2005-09-29,10500,10900,10250,10700,873601,956580.0,89400000.0
2005-09-30,10900,10900,10350,10350,788694,925290.0,89400000.0
2005-10-04,10200,10250,9920,10150,855220,907410.0,89400000.0
2005-10-05,10100,10400,10050,10350,559940,925290.0,89400000.0
2005-10-06,10100,10250,9640,9700,1235954,867180.0,89400000.0
2005-10-07,9700,10350,9650,9710,2251615,868074.0,89400000.0
2005-10-10,9880,10250,9730,10250,885492,916350.0,89400000.0
2005-10-11,10300,10650,10100,10550,846308,943170.0,89400000.0
2005-10-12,10750,10750,10050,10150,708382,907410.0,89400000.0
2005-10-13,10050,10300,9980,10200,1096410,911880.0,89400000.0
2005-10-14,10250,10350,9550,9610,859660,859134.0,89400000.0
2005-10-17,9500,9750,9020,9200,761196,822480.0,89400000.0
2005-10-18,9200,9450,9200,9390,401352,839466.0,89400000.0
2005-10-19,9110,9240,8990,9100,394242,813540.0,89400000.0
2005-10-20,9210,9330,9170,9290,386740,830526.0,89400000.0
2005-10-21,9140,9530,9130,9470,794638,846618.0,89400000.0
2005-10-24,9470,9470,9080,9200,510550,822480.0,89400000.0
2005-10-25,9360,9540,9350,9420,699252,842148.0,89400000.0
2005-10-26,9360,9540,9200,9200,521441,822480.0,89400000.0
2005-10-27,9150,9250,9000,9000,688160,804600.0,89400000.0
2005-10-28,8800,9000,8740,8820,580456,788508.0,89400000.0
2005-10-31,8900,9380,8900,9350,418911,835890.0,89400000.0
2005-11-01,9350,9790,9350,9640,659517,861816.0,89400000.0
2005-11-02,9510,9600,9140,9250,1638969,826950.0,89400000.0
2005-11-03,9330,9360,9070,9100,887330,813540.0,89400000.0
2005-11-04,9100,9310,9100,9180,660838,820692.0,89400000.0
2005-11-07,9190,9570,9190,9480,1116512,847512.0,89400000.0
2005-11-08,9590,10000,9490,9990,1114218,893106.0,89400000.0
2005-11-09,9990,10050,9720,9880,630045,883272.0,89400000.0
2005-11-10,9800,9960,9800,9910,609323,885954.0,89400000.0
2005-11-11,10000,10100,9640,9800,1024185,876120.0,89400000.0
2005-11-14,9950,9950,9420,9500,999210,849300.0,89400000.0
2005-11-15,9450,9500,9000,9090,1713942,812646.0,89400000.0
2005-11-16,9100,9200,8900,8950,1796356,800130.0,89400000.0
