아세아제지(002310),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-04-09,4550,4550,4455,4470,5020,27006.0,6041660.0
2004-04-12,4470,4500,4455,4470,21260,27006.0,6041660.0
2004-04-13,4495,4495,4450,4450,11950,26885.0,6041660.0
2004-04-14,4440,4685,4425,4485,9010,27097.0,6041660.0
2004-04-16,4450,4500,4435,4480,3610,27067.0,6041660.0
2004-04-19,4450,4450,4410,4450,9480,26885.0,6041660.0
2004-04-20,4500,4530,4415,4420,8980,26704.0,6041660.0
2004-04-21,4475,4475,4400,4400,14590,26583.0,6041660.0
2004-04-22,4365,4470,4360,4400,9370,26583.0,6041660.0
2004-04-23,4400,4440,4400,4400,9960,26583.0,6041660.0
2004-04-26,4450,4475,4400,4460,16760,26946.0,6041660.0
2004-04-27,4430,4460,4400,4460,30760,26946.0,6041660.0
2004-04-28,4480,4480,4400,4400,34860,26583.0,6041660.0
2004-04-29,4400,4435,4400,4405,17910,26614.0,6041660.0
2004-04-30,4400,4445,4400,4435,7900,26795.0,6041660.0
2004-05-03,4440,4475,4440,4465,5250,26976.0,6041660.0
2004-05-04,4400,4490,4400,4480,5830,27067.0,6041660.0
2004-05-06,4410,4480,4410,4440,14350,26825.0,6041660.0
2004-05-07,4430,4780,4430,4650,51930,28094.0,6041660.0
2004-05-10,4650,4740,4215,4400,12030,26583.0,6041660.0
2004-05-11,4400,4485,4240,4430,56490,26765.0,6041660.0
2004-05-12,4365,4585,4365,4500,5260,27187.0,6041660.0
2004-05-13,4460,4640,4460,4600,2090,27792.0,6041660.0
2004-05-14,4600,4600,4255,4255,2670,25707.0,6041660.0
2004-05-17,4265,4780,4255,4375,3530,26432.0,6041660.0
2004-05-18,4200,4375,4200,4340,472,26221.0,6041660.0
2004-05-19,4370,4370,4010,4270,5210,25798.0,6041660.0
2004-05-20,4100,4270,4080,4180,9250,25254.0,6041660.0
2004-05-21,4180,4385,4165,4250,2470,25677.0,6041660.0
2004-05-24,4350,4350,4200,4240,1770,25617.0,6041660.0
2004-05-25,4400,4400,4060,4100,3140,24771.0,6041660.0
2004-05-27,4100,4255,4080,4180,5400,25254.0,6041660.0
2004-05-28,4080,4150,4080,4115,4320,24861.0,6041660.0
2004-05-31,4195,4325,4070,4120,1220,24892.0,6041660.0
2004-06-01,4060,4330,4060,4150,660,25073.0,6041660.0
2004-06-02,4080,4195,4080,4190,310,25315.0,6041660.0
2004-06-03,4100,4190,4085,4085,1810,24680.0,6041660.0
2004-06-04,4100,4100,4030,4030,4270,24348.0,6041660.0
2004-06-07,4095,4150,4050,4100,5260,24771.0,6041660.0
2004-06-08,4095,4100,4070,4100,1090,24771.0,6041660.0
2004-06-09,4060,4100,4020,4100,10300,24771.0,6041660.0
2004-06-10,4060,4135,4015,4100,1400,24771.0,6041660.0
2004-06-11,4050,4090,4000,4090,4243,24710.0,6041660.0
2004-06-14,3960,4090,3960,4070,6180,24590.0,6041660.0
2004-06-15,3970,4050,3970,4050,590,24469.0,6041660.0
2004-06-16,4000,4045,4000,4045,50,24439.0,6041660.0
2004-06-17,3970,4045,3970,4045,1060,24439.0,6041660.0
2004-06-18,4045,4080,3955,4050,1040,24469.0,6041660.0
2004-06-21,3930,4050,3930,4050,1740,24469.0,6041660.0
2004-06-22,4005,4050,3950,4045,2312,24439.0,6041660.0
2004-06-23,4140,4140,3950,4050,4080,24469.0,6041660.0
2004-06-24,4050,4050,3940,4050,40,24469.0,6041660.0
2004-06-25,4005,4070,3930,4045,2880,24439.0,6041660.0
2004-06-28,3930,4010,3930,4010,62,24227.0,6041660.0
2004-06-29,4000,4055,3990,4055,1750,24499.0,6041660.0
2004-06-30,4065,4070,3970,4060,460,24529.0,6041660.0
2004-07-01,4005,4055,4005,4055,230,24499.0,6041660.0
2004-07-02,4005,4050,4000,4000,3323,24167.0,6041660.0
2004-07-05,3995,4050,3995,4050,15730,24469.0,6041660.0
2004-07-06,4080,4350,4030,4180,14070,25254.0,6041660.0
2004-07-07,4020,4270,4020,4050,9060,24469.0,6041660.0
2004-07-08,4060,4200,4050,4150,4230,25073.0,6041660.0
2004-07-09,4190,4195,4150,4195,810,25345.0,6041660.0
2004-07-12,4240,4240,4090,4090,560,24710.0,6041660.0
2004-07-13,4090,4170,3970,4135,4700,24982.0,6041660.0
2004-07-14,4015,4050,4000,4000,1660,24167.0,6041660.0
2004-07-15,4090,4090,3960,4030,3650,24348.0,6041660.0
2004-07-16,3945,4080,3945,4060,270,24529.0,6041660.0
2004-07-19,4050,4050,4050,4050,0,24469.0,6041660.0
2004-07-20,4005,4080,3935,4070,4570,24590.0,6041660.0
2004-07-21,4070,4090,4050,4050,7520,24469.0,6041660.0
2004-07-22,3890,4080,3890,4080,30,24650.0,6041660.0
2004-07-23,4000,4060,3985,3985,3770,24076.0,6041660.0
2004-07-26,3975,4000,3975,4000,640,24167.0,6041660.0
2004-07-27,3920,4040,3920,4040,380,24408.0,6041660.0
2004-07-28,4060,4060,4060,4060,150,24529.0,6041660.0
2004-07-29,4055,4055,4055,4055,0,24499.0,6041660.0
2004-07-30,3915,4050,3915,4050,5050,24469.0,6041660.0
2004-08-02,4045,4045,3905,4045,5460,24439.0,6041660.0
2004-08-03,3915,4010,3910,4010,5540,24227.0,6041660.0
2004-08-04,3950,4015,3900,4015,3920,24257.0,6041660.0
2004-08-05,4010,4010,4010,4010,0,24227.0,6041660.0
2004-08-06,4030,4030,3970,4030,740,24348.0,6041660.0
2004-08-09,4030,4055,4000,4025,1390,24318.0,6041660.0
2004-08-10,4030,4030,3810,3995,15030,24136.0,6041660.0
2004-08-11,4010,4080,3920,3995,1110,24136.0,6041660.0
2004-08-12,4005,4005,3900,3990,2651,24106.0,6041660.0
2004-08-13,3950,3990,3950,3990,1510,24106.0,6041660.0
2004-08-16,3950,4000,3950,3995,6640,24136.0,6041660.0
2004-08-17,3995,4020,3970,4000,1300,24167.0,6041660.0
2004-08-18,3995,3995,3930,3950,16611,23865.0,6041660.0
2004-08-19,3970,3980,3950,3975,1060,24016.0,6041660.0
2004-08-20,3950,3975,3950,3975,60,24016.0,6041660.0
2004-08-23,3930,3990,3930,3990,5040,24106.0,6041660.0
2004-08-24,3990,3990,3940,3990,1061,24106.0,6041660.0
2004-08-25,3955,4030,3940,4000,53892,24167.0,6041660.0
2004-08-26,3950,4035,3950,3990,7750,24106.0,6041660.0
2004-08-27,3995,3995,3990,3990,1380,24106.0,6041660.0
2004-08-30,3990,4000,3970,3970,2250,23985.0,6041660.0
2004-08-31,3900,3980,3900,3900,16002,23562.0,6041660.0
2004-09-01,3900,3940,3880,3900,38070,23562.0,6041660.0
2004-09-02,3900,3920,3860,3885,12172,23472.0,6041660.0
2004-09-03,3900,3910,3900,3910,4070,23623.0,6041660.0
2004-09-06,3920,3920,3900,3920,7790,23683.0,6041660.0
2004-09-07,3935,3935,3900,3920,8610,23683.0,6041660.0
2004-09-08,3910,3920,3900,3920,4080,23683.0,6041660.0
2004-09-09,3910,3920,3900,3920,2950,23683.0,6041660.0
2004-09-10,3900,3920,3900,3900,2600,23562.0,6041660.0
2004-09-13,3885,3945,3885,3940,2610,23804.0,6041660.0
2004-09-14,3910,3945,3910,3945,1750,23834.0,6041660.0
2004-09-15,3920,3955,3920,3945,210,23834.0,6041660.0
2004-09-16,3930,3985,3915,3915,2330,23653.0,6041660.0
2004-09-17,3940,3940,3905,3935,4990,23774.0,6041660.0
2004-09-20,3890,3920,3860,3920,118110,23683.0,6041660.0
2004-09-21,3925,4000,3910,4000,9610,24167.0,6041660.0
2004-09-22,3920,4040,3920,3985,4793,24076.0,6041660.0
2004-09-23,3985,3985,3900,3900,28306,23562.0,6041660.0
2004-09-24,3950,3950,3895,3930,5110,23744.0,6041660.0
2004-09-30,3880,3960,3880,3950,3823,23865.0,6041660.0
2004-10-01,3980,4030,3980,4030,13980,24348.0,6041660.0
2004-10-04,4040,4115,4040,4050,29075,24469.0,6041660.0
2004-10-05,4055,4180,4030,4160,23620,25133.0,6041660.0
2004-10-06,4100,4170,4100,4160,5740,25133.0,6041660.0
2004-10-07,4160,4180,4110,4160,1830,25133.0,6041660.0
2004-10-08,4060,4130,4060,4100,4911,24771.0,6041660.0
2004-10-11,4100,4150,4100,4145,7651,25043.0,6041660.0
2004-10-12,4100,4110,4055,4070,3350,24590.0,6041660.0
2004-10-13,4120,4120,4020,4110,7900,24831.0,6041660.0
2004-10-14,4080,4110,4050,4090,3030,24710.0,6041660.0
2004-10-15,4010,4150,4010,4150,2530,25073.0,6041660.0
2004-10-18,4145,4150,4145,4150,330,25073.0,6041660.0
2004-10-19,4180,4195,4120,4150,4210,25073.0,6041660.0
2004-10-20,4150,4150,4065,4145,980,25043.0,6041660.0
2004-10-21,4070,4115,4065,4065,1010,24559.0,6041660.0
2004-10-22,3950,4105,3950,4070,1420,24590.0,6041660.0
2004-10-25,4030,4065,4015,4065,650,24559.0,6041660.0
2004-10-26,4030,4050,4000,4050,1420,24469.0,6041660.0
2004-10-27,4000,4035,3970,4035,4600,24378.0,6041660.0
2004-10-28,4035,4050,4010,4010,4260,24227.0,6041660.0
2004-10-29,4015,4035,4010,4035,3240,24378.0,6041660.0
2004-11-01,4035,4060,4005,4045,2850,24439.0,6041660.0
2004-11-02,4045,4045,4005,4005,1380,24197.0,6041660.0
2004-11-03,4010,4010,3980,4000,3670,24167.0,6041660.0
2004-11-04,4005,4045,4000,4045,1300,24439.0,6041660.0
2004-11-05,4090,4090,4015,4065,1950,24559.0,6041660.0
2004-11-08,4020,4065,4020,4035,2730,24378.0,6041660.0
2004-11-09,4005,4120,4005,4100,10260,24771.0,6041660.0
2004-11-10,4100,4160,4050,4110,9972,24831.0,6041660.0
2004-11-11,4090,4170,4090,4170,12210,25194.0,6041660.0
2004-11-12,4170,4240,4125,4200,10512,25375.0,6041660.0
2004-11-15,4240,4250,4140,4140,10636,25012.0,6041660.0
2004-11-16,4120,4200,4060,4110,27470,24831.0,6041660.0
2004-11-17,4120,4120,4050,4100,9440,24771.0,6041660.0
2004-11-18,4055,4095,4005,4015,18940,24257.0,6041660.0
2004-11-19,4015,4050,3990,3990,6530,24106.0,6041660.0
2004-11-22,3995,4015,3975,4015,2350,24257.0,6041660.0
2004-11-23,4010,4020,3970,4015,7110,24257.0,6041660.0
2004-11-24,4000,4050,3990,4035,1588,24378.0,6041660.0
2004-11-25,4035,4035,3990,4020,3860,24287.0,6041660.0
2004-11-26,3980,4025,3980,4025,3270,24318.0,6041660.0
2004-11-29,3990,4025,3990,4020,1980,24287.0,6041660.0
2004-11-30,4000,4075,4000,4020,7280,24287.0,6041660.0
2004-12-01,4050,4130,4020,4100,22840,24771.0,6041660.0
2004-12-02,4100,4100,4090,4100,1830,24771.0,6041660.0
2004-12-03,4100,4120,4100,4120,1540,24892.0,6041660.0
2004-12-06,4100,4120,4080,4080,22170,24650.0,6041660.0
2004-12-07,4080,4120,4070,4120,14370,24892.0,6041660.0
2004-12-08,4125,4130,4100,4130,5110,24952.0,6041660.0
2004-12-09,4070,4120,4070,4120,1010,24892.0,6041660.0
2004-12-10,4040,4070,3970,4060,4970,24529.0,6041660.0
2004-12-13,4010,4080,4010,4080,1970,24650.0,6041660.0
2004-12-14,4060,4100,4020,4070,1850,24590.0,6041660.0
2004-12-15,4100,4100,4015,4025,12332,24318.0,6041660.0
2004-12-16,4050,4050,3985,4040,23910,24408.0,6041660.0
2004-12-17,4040,4045,4000,4045,15779,24439.0,6041660.0
2004-12-20,4010,4050,4000,4045,6660,24439.0,6041660.0
2004-12-21,4050,4060,4000,4035,7210,24378.0,6041660.0
2004-12-22,4010,4070,3985,4035,25700,24378.0,6041660.0
2004-12-23,4060,4060,4020,4030,2360,24348.0,6041660.0
2004-12-24,4000,4070,3995,4030,23470,24348.0,6041660.0
2004-12-27,4045,4045,4000,4000,7340,24167.0,6041660.0
2004-12-28,4020,4040,3990,4030,9590,24348.0,6041660.0
2004-12-29,3930,3980,3880,3980,2470,24046.0,6041660.0
2004-12-30,3900,4000,3900,3985,1070,24076.0,6041660.0
2005-01-03,3970,3970,3865,3885,5181,23472.0,6041660.0
2005-01-04,3870,3890,3865,3875,30240,23411.0,6041660.0
2005-01-05,3860,3930,3860,3870,5440,23381.0,6041660.0
2005-01-06,3870,3930,3825,3925,44070,23714.0,6041660.0
2005-01-07,3865,3940,3865,3915,9000,23653.0,6041660.0
2005-01-10,3905,3925,3895,3910,2680,23623.0,6041660.0
2005-01-11,3900,3930,3900,3925,10000,23714.0,6041660.0
2005-01-12,3900,3920,3890,3900,2690,23562.0,6041660.0
2005-01-13,3900,3900,3880,3880,6799,23442.0,6041660.0
2005-01-14,3895,3925,3860,3900,28013,23562.0,6041660.0
2005-01-17,3900,3950,3885,3950,14750,23865.0,6041660.0
2005-01-18,3900,3990,3900,3940,94410,23804.0,6041660.0
2005-01-19,3980,4050,3930,4035,55449,24378.0,6041660.0
2005-01-20,3975,4040,3965,3985,13560,24076.0,6041660.0
2005-01-21,3920,4050,3920,4050,20240,24469.0,6041660.0
2005-01-24,4050,4080,4040,4050,19290,24469.0,6041660.0
2005-01-25,4060,4070,4025,4040,16980,24408.0,6041660.0
2005-01-26,4050,4180,4050,4170,18490,25194.0,6041660.0
2005-01-27,4190,4200,4100,4170,5930,25194.0,6041660.0
2005-01-28,4150,4170,4100,4160,5770,25133.0,6041660.0
2005-01-31,4170,4170,4050,4140,10510,25012.0,6041660.0
2005-02-01,4170,4190,4105,4175,12110,25224.0,6041660.0
2005-02-02,4160,4170,4125,4160,20740,25133.0,6041660.0
2005-02-03,4160,4200,4130,4200,16180,25375.0,6041660.0
2005-02-04,4200,4370,4200,4345,31730,26251.0,6041660.0
2005-02-07,4260,4435,4260,4375,14220,26432.0,6041660.0
2005-02-11,4375,4475,4375,4440,11990,26825.0,6041660.0
2005-02-14,4440,4500,4420,4500,38420,27187.0,6041660.0
2005-02-15,4410,4480,4400,4405,106640,26614.0,6041660.0
2005-02-16,4400,4490,4380,4470,20850,27006.0,6041660.0
2005-02-17,4480,4560,4450,4550,20570,27490.0,6041660.0
2005-02-18,4550,4780,4550,4750,65470,28698.0,6041660.0
2005-02-21,4700,4880,4700,4840,65417,29242.0,6041660.0
2005-02-22,4900,4920,4720,4770,38920,28819.0,6041660.0
2005-02-23,4630,4790,4630,4640,20016,28033.0,6041660.0
2005-02-24,4650,4750,4650,4710,22363,28456.0,6041660.0
2005-02-25,4710,4770,4650,4700,27500,28396.0,6041660.0
2005-02-28,4740,4840,4700,4840,38620,29242.0,6041660.0
2005-03-02,4900,5020,4900,4940,22961,29846.0,6041660.0
2005-03-03,4970,5050,4950,4950,13680,29906.0,6041660.0
2005-03-04,5000,5130,4950,5130,44170,30994.0,6041660.0
2005-03-07,5230,5230,5020,5080,38786,30692.0,6041660.0
2005-03-08,5000,5090,5000,5000,29780,30208.0,6041660.0
2005-03-09,5000,5000,4860,4905,18642,29634.0,6041660.0
2005-03-10,4950,5140,4920,4980,12135,30087.0,6041660.0
2005-03-11,4980,5100,4955,5020,11636,30329.0,6041660.0
2005-03-14,4980,4980,4900,4940,16180,29846.0,6041660.0
2005-03-15,4940,5010,4790,4790,18450,28940.0,6041660.0
2005-03-16,4800,4800,4620,4740,5615,28637.0,6041660.0
2005-03-17,4750,4750,4610,4700,15050,28396.0,6041660.0
2005-03-18,4690,4790,4420,4495,16700,27157.0,6041660.0
2005-03-21,4450,4550,4450,4550,9460,27490.0,6041660.0
2005-03-22,5000,5000,4470,4620,7490,27912.0,6041660.0
2005-03-23,4600,4695,4400,4615,10760,27882.0,6041660.0
2005-03-24,4620,4620,4420,4550,1750,27490.0,6041660.0
2005-03-25,4435,4590,4435,4565,4440,27580.0,6041660.0
2005-03-28,4500,4630,4500,4630,8050,27973.0,6041660.0
2005-03-29,4600,4600,4415,4575,4110,27641.0,6041660.0
2005-03-30,4440,4550,4440,4550,230,27490.0,6041660.0
2005-03-31,4565,4615,4475,4615,7800,27882.0,6041660.0
2005-04-01,4500,4625,4500,4600,3751,27792.0,6041660.0
2005-04-04,4480,4560,4480,4480,13200,27067.0,6041660.0
2005-04-06,4500,4530,4500,4530,6011,27369.0,6041660.0
2005-04-07,4515,4570,4515,4530,1910,27369.0,6041660.0
2005-04-08,4510,4600,4510,4560,7170,27550.0,6041660.0
2005-04-11,4560,4590,4505,4520,6961,27308.0,6041660.0
2005-04-12,4555,4600,4515,4590,3460,27731.0,6041660.0
2005-04-13,4570,4600,4550,4580,2310,27671.0,6041660.0
2005-04-14,4580,4625,4550,4600,12880,27792.0,6041660.0
2005-04-15,4600,4600,4525,4540,6440,27429.0,6041660.0
2005-04-18,4500,4500,4405,4490,10960,27127.0,6041660.0
2005-04-19,4420,4500,4420,4450,3690,26885.0,6041660.0
2005-04-20,4500,4525,4420,4525,4560,27339.0,6041660.0
2005-04-21,4430,4510,4425,4510,1530,27248.0,6041660.0
2005-04-22,4600,4600,4480,4570,3840,27610.0,6041660.0
2005-04-25,4470,4550,4470,4550,60,27490.0,6041660.0
2005-04-26,4550,4550,4500,4550,400,27490.0,6041660.0
2005-04-27,4530,4530,4400,4500,3640,27187.0,6041660.0
2005-04-28,4500,4500,4500,4500,110,27187.0,6041660.0
2005-04-29,4415,4850,4370,4550,10640,27490.0,6041660.0
2005-05-02,4500,4690,4500,4500,4140,27187.0,6041660.0
2005-05-03,4540,4540,4400,4470,7230,27006.0,6041660.0
2005-05-04,4500,4500,4410,4490,140,27127.0,6041660.0
2005-05-06,4430,4500,4400,4460,6290,26946.0,6041660.0
2005-05-09,4485,4485,4355,4475,1430,27036.0,6041660.0
2005-05-10,4445,4450,4340,4430,1900,26765.0,6041660.0
2005-05-11,4330,4395,4310,4390,5280,26523.0,6041660.0
2005-05-12,4310,4380,4310,4380,2830,26462.0,6041660.0
2005-05-13,4250,4350,4210,4255,1780,25707.0,6041660.0
2005-05-16,4320,4330,4220,4290,4380,25919.0,6041660.0
2005-05-17,4290,4290,4220,4280,18260,25858.0,6041660.0
2005-05-18,4250,4295,4230,4295,2900,25949.0,6041660.0
2005-05-19,4325,4325,4240,4240,630,25617.0,6041660.0
2005-05-20,4330,4435,4235,4435,19906,26795.0,6041660.0
2005-05-23,4435,4450,4435,4450,20,26885.0,6041660.0
2005-05-24,4400,4400,4400,4400,0,26583.0,6041660.0
2005-05-25,4370,4370,4250,4310,4630,26040.0,6041660.0
2005-05-26,4250,4290,4250,4250,2460,25677.0,6041660.0
2005-05-27,4250,4340,4250,4250,5952,25677.0,6041660.0
2005-05-30,4285,4300,4255,4300,1440,25979.0,6041660.0
2005-05-31,4330,4330,4230,4255,2170,25707.0,6041660.0
2005-06-01,4245,4300,4245,4255,2280,25707.0,6041660.0
2005-06-02,4335,4340,4335,4340,110,26221.0,6041660.0
2005-06-03,4330,4330,4260,4260,3620,25737.0,6041660.0
2005-06-07,4260,4300,4260,4290,310,25919.0,6041660.0
2005-06-08,4245,4295,4245,4260,4820,25737.0,6041660.0
2005-06-09,4240,4310,4240,4260,4700,25737.0,6041660.0
2005-06-10,4340,4350,4260,4350,10850,26281.0,6041660.0
2005-06-13,4340,4400,4300,4350,17910,26281.0,6041660.0
2005-06-14,4395,4395,4350,4395,6170,26553.0,6041660.0
2005-06-15,4420,4420,4350,4400,4970,26583.0,6041660.0
2005-06-16,4400,4450,4380,4390,11520,26523.0,6041660.0
2005-06-17,4325,4375,4305,4375,21202,26432.0,6041660.0
2005-06-20,4375,4390,4350,4390,2640,26523.0,6041660.0
2005-06-21,4350,4350,4340,4340,1030,26221.0,6041660.0
2005-06-22,4305,4320,4270,4270,18830,25798.0,6041660.0
2005-06-23,4280,4345,4280,4315,730,26070.0,6041660.0
2005-06-24,4270,4385,4270,4350,4360,26281.0,6041660.0
2005-06-27,4310,4330,4250,4275,10400,25828.0,6041660.0
2005-06-28,4250,4370,4240,4300,6540,25979.0,6041660.0
2005-06-29,4270,4300,4270,4300,14300,25979.0,6041660.0
2005-06-30,4300,4430,4300,4430,26160,26765.0,6041660.0
2005-07-01,4480,4480,4400,4460,10200,26946.0,6041660.0
2005-07-04,4460,4600,4460,4510,35620,27248.0,6041660.0
2005-07-05,4545,4620,4540,4615,3680,27882.0,6041660.0
2005-07-06,4535,4695,4530,4675,20070,28245.0,6041660.0
2005-07-07,4650,4760,4545,4760,10530,28758.0,6041660.0
2005-07-08,4740,4900,4690,4690,23330,28335.0,6041660.0
2005-07-11,4600,4730,4600,4690,16020,28335.0,6041660.0
2005-07-12,4740,4900,4700,4790,24120,28940.0,6041660.0
2005-07-13,4750,4790,4700,4790,5370,28940.0,6041660.0
2005-07-14,4670,4800,4670,4790,9270,28940.0,6041660.0
2005-07-15,4710,4790,4695,4695,6690,28366.0,6041660.0
2005-07-18,4670,4690,4630,4630,20210,27973.0,6041660.0
2005-07-19,4640,4685,4625,4685,23200,28305.0,6041660.0
2005-07-20,4665,4730,4665,4690,13320,28335.0,6041660.0
2005-07-21,4680,4800,4680,4710,28200,28456.0,6041660.0
2005-07-22,4745,4745,4570,4710,17500,28456.0,6041660.0
2005-07-25,4760,4845,4700,4810,22330,29060.0,6041660.0
2005-07-26,4800,4995,4800,4945,38648,29876.0,6041660.0
2005-07-27,4945,5030,4945,5030,44400,30390.0,6041660.0
2005-07-28,5000,5070,4950,5040,38070,30450.0,6041660.0
2005-07-29,5000,5240,4960,5130,52060,30994.0,6041660.0
2005-08-01,5050,5170,5050,5100,11380,30812.0,6041660.0
2005-08-02,5100,5100,4980,5050,16440,30510.0,6041660.0
2005-08-03,5000,5020,4910,5020,31360,30329.0,6041660.0
2005-08-04,5020,5030,4720,4880,24860,29483.0,6041660.0
2005-08-05,4880,4880,4600,4645,16220,28064.0,6041660.0
2005-08-08,4640,4670,4620,4630,6700,27973.0,6041660.0
2005-08-09,4600,4695,4600,4665,6510,28184.0,6041660.0
2005-08-10,4780,4780,4670,4695,3720,28366.0,6041660.0
2005-08-11,4770,4785,4680,4780,14260,28879.0,6041660.0
2005-08-12,4780,4850,4720,4720,10860,28517.0,6041660.0
2005-08-16,4705,4715,4535,4595,33220,27761.0,6041660.0
2005-08-17,4620,4700,4430,4450,42050,26885.0,6041660.0
2005-08-18,4480,4500,4410,4435,20340,26795.0,6041660.0
2005-08-19,4360,4435,4360,4430,12590,26765.0,6041660.0
2005-08-22,4520,4520,4380,4470,4990,27006.0,6041660.0
2005-08-23,4590,4590,4430,4435,7160,26795.0,6041660.0
2005-08-24,4435,4465,4410,4440,7270,26825.0,6041660.0
2005-08-25,4500,4510,4440,4500,12410,27187.0,6041660.0
2005-08-26,4545,4545,4460,4495,7960,27157.0,6041660.0
2005-08-29,4600,4600,4300,4435,3010,26795.0,6041660.0
2005-08-30,4455,4495,4375,4425,1890,26734.0,6041660.0
2005-08-31,4380,4390,4355,4390,10890,26523.0,6041660.0
2005-09-01,4450,4465,4350,4450,24300,26885.0,6041660.0
2005-09-02,4485,4485,4360,4395,16890,26553.0,6041660.0
2005-09-05,4395,4430,4380,4405,17060,26614.0,6041660.0
2005-09-06,4400,4510,4400,4470,25104,27006.0,6041660.0
2005-09-07,4470,4590,4450,4575,26840,27641.0,6041660.0
2005-09-08,4565,4600,4520,4580,9510,27671.0,6041660.0
2005-09-09,4570,4595,4545,4550,5158,27490.0,6041660.0
2005-09-12,4550,4650,4500,4580,8580,27671.0,6041660.0
2005-09-13,4590,4600,4500,4530,14620,27369.0,6041660.0
2005-09-14,4450,4540,4450,4495,22470,27157.0,6041660.0
2005-09-15,4460,4530,4450,4495,14250,27157.0,6041660.0
2005-09-16,4460,4550,4460,4530,3500,27369.0,6041660.0
2005-09-20,4530,4625,4530,4620,14840,27912.0,6041660.0
2005-09-21,4620,4645,4540,4635,12593,28003.0,6041660.0
2005-09-22,4660,4720,4575,4720,10482,28517.0,6041660.0
2005-09-23,4740,4750,4615,4625,13770,27943.0,6041660.0
2005-09-26,4630,4800,4500,4770,21875,28819.0,6041660.0
2005-09-27,4840,4840,4710,4795,12310,28970.0,6041660.0
2005-09-28,4780,4830,4780,4810,10840,29060.0,6041660.0
2005-09-29,4800,4840,4750,4790,5560,28940.0,6041660.0
2005-09-30,4790,4800,4740,4800,4820,29000.0,6041660.0
2005-10-04,4800,5100,4750,5100,54930,30812.0,6041660.0
2005-10-05,5100,5300,5100,5300,37091,32021.0,6041660.0
2005-10-06,5380,5430,5100,5350,48492,32323.0,6041660.0
2005-10-07,5150,5370,5150,5180,26840,31296.0,6041660.0
2005-10-10,5270,5300,5160,5250,9250,31719.0,6041660.0
2005-10-11,5250,5300,5170,5250,6400,31719.0,6041660.0
2005-10-12,5350,5490,5220,5390,53380,32565.0,6041660.0
2005-10-13,5300,5300,5130,5190,18560,31356.0,6041660.0
2005-10-14,5200,5230,5100,5190,9482,31356.0,6041660.0
2005-10-17,5200,5300,5080,5250,25310,31719.0,6041660.0
2005-10-18,5110,5280,5100,5220,18500,31537.0,6041660.0
2005-10-19,5110,5110,5050,5080,10750,30692.0,6041660.0
2005-10-20,5020,5150,5020,5110,16360,30873.0,6041660.0
2005-10-21,5090,5240,5010,5230,6110,31598.0,6041660.0
2005-10-24,5250,5480,5250,5330,20173,32202.0,6041660.0
2005-10-25,5330,5390,5280,5320,4890,32142.0,6041660.0
2005-10-26,5300,5320,5190,5290,15900,31960.0,6041660.0
2005-10-27,5340,5340,5220,5290,8350,31960.0,6041660.0
2005-10-28,5300,5300,5110,5240,8180,31658.0,6041660.0
2005-10-31,5160,5220,5160,5220,1260,31537.0,6041660.0
2005-11-01,5190,5300,5190,5280,2460,31900.0,6041660.0
2005-11-02,5210,5370,5200,5370,11460,32444.0,6041660.0
2005-11-03,5330,5370,5260,5330,3400,32202.0,6041660.0
2005-11-04,5320,5410,5270,5350,20720,32323.0,6041660.0
2005-11-07,5310,5470,5260,5350,44680,32323.0,6041660.0
2005-11-08,5500,5520,5350,5460,40980,32987.0,6041660.0
2005-11-09,5460,5540,5400,5520,21990,33350.0,6041660.0
2005-11-10,5420,5550,5420,5460,9500,32987.0,6041660.0
2005-11-11,5500,5630,5500,5590,62003,33773.0,6041660.0
2005-11-14,5590,5820,5590,5740,58570,34679.0,6041660.0
2005-11-15,5720,5800,5600,5770,29720,34860.0,6041660.0
2005-11-16,5730,5920,5720,5890,77160,35585.0,6041660.0
2005-11-17,6010,6080,5850,6000,68130,36250.0,6041660.0
2005-11-18,6000,6380,6000,6370,99371,38485.0,6041660.0
2005-11-21,6380,6480,6300,6460,36750,39029.0,6041660.0
2005-11-22,6500,6500,6220,6450,26145,38969.0,6041660.0
2005-11-23,6470,6770,6450,6690,58636,40419.0,6041660.0
2005-11-24,6530,7000,6530,7000,62870,42292.0,6041660.0
2005-11-25,7090,7200,6920,7000,17994,42292.0,6041660.0
2005-11-28,6960,7100,6930,7030,19920,42473.0,6041660.0
2005-11-29,6950,7100,6950,7000,37043,42292.0,6041660.0
2005-11-30,7000,7230,7000,7200,25880,43500.0,6041660.0
2005-12-01,7370,7370,7100,7240,7560,43742.0,6041660.0
2005-12-02,7230,7240,7020,7020,19580,42412.0,6041660.0
2005-12-05,7020,7100,6700,6900,25060,41687.0,6041660.0
2005-12-06,6960,7000,6780,6850,19200,41385.0,6041660.0
2005-12-07,6810,6980,6800,6810,28120,41144.0,6041660.0
2005-12-08,6810,7050,6810,6920,15730,41808.0,6041660.0
2005-12-09,6830,7000,6810,6990,7370,42231.0,6041660.0
2005-12-12,6990,7100,6900,7090,7350,42835.0,6041660.0
2005-12-13,7010,7150,6920,6990,19940,42231.0,6041660.0
2005-12-14,6990,7010,6750,6970,21970,42110.0,6041660.0
2005-12-15,6850,6950,6850,6900,26850,41687.0,6041660.0
2005-12-16,6980,6980,6700,6740,8400,40721.0,6041660.0
