대우조선해양(042660),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-02-17,74500,76500,74250,75750,876588,2914720.0,192390758.0
2004-02-18,75750,77250,74500,76250,583439,2933959.0,192390758.0
2004-02-19,75500,76750,74000,74250,576853,2857003.0,192390758.0
2004-02-20,73750,73750,68750,70000,1749265,2693471.0,192390758.0
2004-02-23,70000,70500,69250,69750,738338,2683851.0,192390758.0
2004-02-24,69500,70250,65250,66500,1291580,2558797.0,192390758.0
2004-02-25,66000,67500,64250,66250,937441,2549178.0,192390758.0
2004-02-26,67250,68250,65000,65750,736503,2529938.0,192390758.0
2004-02-27,65750,68500,65500,68500,676845,2635753.0,192390758.0
2004-03-02,69500,70750,68000,70500,1217271,2712710.0,192390758.0
2004-03-03,70750,70750,68750,69000,717298,2654992.0,192390758.0
2004-03-04,68750,69000,65750,66250,1302769,2549178.0,192390758.0
2004-03-05,66000,67000,63750,64750,1259552,2491460.0,192390758.0
2004-03-08,65500,66000,61250,61750,3602233,2376026.0,192390758.0
2004-03-09,61500,63000,60000,60750,2268560,2337548.0,192390758.0
2004-03-10,61000,63750,61000,63250,2753070,2433743.0,192390758.0
2004-03-11,63000,66250,62750,65250,2688647,2510699.0,192390758.0
2004-03-12,64749,66500,61750,66250,2791737,2549178.0,192390758.0
2004-03-15,67000,67250,63000,63000,1395221,2424124.0,192390758.0
2004-03-16,62000,62750,61000,61500,1115071,2366406.0,192390758.0
2004-03-17,63000,66250,62500,65750,1866711,2529938.0,192390758.0
2004-03-18,66250,67750,65250,66750,1401766,2568417.0,192390758.0
2004-03-19,65750,68250,65499,67750,952061,2606895.0,192390758.0
2004-03-22,66500,67000,63000,64000,1658144,2462602.0,192390758.0
2004-03-23,62750,64500,62500,63500,735045,2443363.0,192390758.0
2004-03-24,62750,63000,61500,61750,1044963,2376026.0,192390758.0
2004-03-25,61250,65500,61250,62750,1254281,2414504.0,192390758.0
2004-03-26,64000,64500,62250,63500,1083020,2443363.0,192390758.0
2004-03-29,63500,64000,61500,62500,1338244,2404884.0,192390758.0
2004-03-30,62500,62999,61000,61500,1135543,2366406.0,192390758.0
2004-03-31,62499,63000,60000,60750,1194395,2337548.0,192390758.0
2004-04-01,61750,64250,61500,64250,1681210,2472221.0,192390758.0
2004-04-02,64750,67000,64250,66500,1723667,2558797.0,192390758.0
2004-04-06,68000,68000,66000,66750,1415895,2568417.0,192390758.0
2004-04-07,67250,67250,65000,65500,1640083,2520319.0,192390758.0
2004-04-08,65249,66750,65249,66000,1046829,2539558.0,192390758.0
2004-04-09,66000,68000,65250,67250,1042204,2587656.0,192390758.0
2004-04-12,67750,68500,67250,67500,1095734,2597275.0,192390758.0
2004-04-13,67750,68500,67500,68250,685360,2626134.0,192390758.0
2004-04-14,67500,69500,67000,68000,1203380,2616514.0,192390758.0
2004-04-16,67750,69000,67250,67500,797770,2597275.0,192390758.0
2004-04-19,67750,68250,64499,65000,923222,2501080.0,192390758.0
2004-04-20,65250,65500,63250,65000,894545,2501080.0,192390758.0
2004-04-21,64250,67750,63750,67500,1202691,2597275.0,192390758.0
2004-04-22,67250,69250,67000,68500,1586216,2635753.0,192390758.0
2004-04-23,69500,69500,67000,67500,964417,2597275.0,192390758.0
2004-04-26,67500,67500,64500,65250,675797,2510699.0,192390758.0
2004-04-27,64750,65750,63000,63000,877523,2424124.0,192390758.0
2004-04-28,62750,64000,62750,63750,619170,2452982.0,192390758.0
2004-04-29,62000,63499,59250,60000,2526660,2308689.0,192390758.0
2004-04-30,58500,62750,58500,60000,1423794,2308689.0,192390758.0
2004-05-03,60000,61250,59250,59250,592432,2279830.0,192390758.0
2004-05-04,59500,60250,58500,58500,894690,2250972.0,192390758.0
2004-05-06,58500,58999,52750,53500,1366737,2058581.0,192390758.0
2004-05-07,53500,54249,50750,52750,1966320,2029722.0,192390758.0
2004-05-10,53750,54750,48950,51000,1542368,1962386.0,192390758.0
2004-05-11,52500,58500,51500,55250,4107586,2125918.0,192390758.0
2004-05-12,56499,58250,55999,57750,1698940,2222113.0,192390758.0
2004-05-13,58250,60500,57250,58500,2267646,2250972.0,192390758.0
2004-05-14,58500,59750,57000,59250,1397067,2279830.0,192390758.0
2004-05-17,59500,60250,55749,56500,1286176,2174016.0,192390758.0
2004-05-18,55250,57749,54750,57000,1187260,2193255.0,192390758.0
2004-05-19,57750,60500,57750,59500,1347281,2289450.0,192390758.0
2004-05-20,58500,58750,56000,57500,731071,2212494.0,192390758.0
2004-05-21,59250,63000,57750,61250,1247817,2356787.0,192390758.0
2004-05-24,62250,62500,59749,60500,585270,2327928.0,192390758.0
2004-05-25,60250,60750,59000,60000,736750,2308689.0,192390758.0
2004-05-27,62000,63250,61000,61250,1052090,2356787.0,192390758.0
2004-05-28,61999,63250,61999,62750,833731,2414504.0,192390758.0
2004-05-31,62749,63250,62000,62000,1208417,2385645.0,192390758.0
2004-06-01,62999,65500,62500,65500,1110653,2520319.0,192390758.0
2004-06-02,65499,68500,65000,67750,1238500,2606895.0,192390758.0
2004-06-03,69750,70750,63750,65000,1818604,2501080.0,192390758.0
2004-06-04,65499,69000,65499,69000,977229,2654992.0,192390758.0
2004-06-07,68500,72500,68500,71750,1452380,2760807.0,192390758.0
2004-06-08,72250,72750,71000,71500,824410,2751188.0,192390758.0
2004-06-09,72500,72500,67750,68750,884798,2645373.0,192390758.0
2004-06-10,69250,70500,67500,69250,849098,2664612.0,192390758.0
2004-06-11,69500,69750,65750,67750,744640,2606895.0,192390758.0
2004-06-14,69000,77249,68500,73750,2539002,2837764.0,192390758.0
2004-06-15,75500,76250,70750,72250,924980,2780046.0,192390758.0
2004-06-16,73000,75249,71000,71750,1093819,2760807.0,192390758.0
2004-06-17,72000,75000,72000,74750,988430,2876242.0,192390758.0
2004-06-18,74000,74750,70500,73000,738767,2808905.0,192390758.0
2004-06-21,74000,76000,71250,72250,1188964,2780046.0,192390758.0
2004-06-22,72000,72750,69000,71250,780210,2741568.0,192390758.0
2004-06-23,70250,71500,66250,67250,1479670,2587656.0,192390758.0
2004-06-24,67000,67500,64750,65750,1489652,2529938.0,192390758.0
2004-06-25,66000,69000,65249,68500,1167051,2635753.0,192390758.0
2004-06-28,68250,68500,66750,67500,412961,2597275.0,192390758.0
2004-06-29,68000,70500,67750,70000,1125156,2693471.0,192390758.0
2004-06-30,71000,71000,68500,69750,813330,2683851.0,192390758.0
2004-07-01,69500,70000,67000,67250,682195,2587656.0,192390758.0
2004-07-02,66000,66500,64750,65500,770362,2520319.0,192390758.0
2004-07-05,64750,67000,64250,65500,1032194,2520319.0,192390758.0
2004-07-06,66000,67500,66000,67250,703722,2587656.0,192390758.0
2004-07-07,65250,68250,64250,68250,560622,2626134.0,192390758.0
2004-07-08,67000,67750,65000,65000,811499,2501080.0,192390758.0
2004-07-09,65000,67250,65000,66000,370530,2539558.0,192390758.0
2004-07-12,66500,68000,65500,66500,449791,2558797.0,192390758.0
2004-07-13,67500,67750,66000,67000,471021,2578036.0,192390758.0
2004-07-14,66500,66750,64750,64750,611064,2491460.0,192390758.0
2004-07-15,65000,65000,60500,62750,849796,2414504.0,192390758.0
2004-07-16,62500,63500,61500,62750,878833,2414504.0,192390758.0
2004-07-19,61250,64999,60999,64500,472534,2481841.0,192390758.0
2004-07-20,63500,65750,63250,63250,419225,2433743.0,192390758.0
2004-07-21,65499,67000,64000,67000,562620,2578036.0,192390758.0
2004-07-22,64749,66750,64249,66750,444495,2568417.0,192390758.0
2004-07-23,66250,66750,64249,66000,674870,2539558.0,192390758.0
2004-07-26,65000,66250,64750,65250,289818,2510699.0,192390758.0
2004-07-27,66000,66250,64750,65000,410658,2501080.0,192390758.0
2004-07-28,66500,67750,65750,67500,750632,2597275.0,192390758.0
2004-07-29,68500,69000,67500,68500,639794,2635753.0,192390758.0
2004-07-30,69250,70250,67750,68750,573858,2645373.0,192390758.0
2004-08-02,68000,69250,67250,67500,711288,2597275.0,192390758.0
2004-08-03,69000,70750,68500,70500,496260,2712710.0,192390758.0
2004-08-04,70500,70500,66250,68750,885494,2645373.0,192390758.0
2004-08-05,69250,71000,68500,70750,453080,2722329.0,192390758.0
2004-08-06,69500,72500,67750,67750,656786,2606895.0,192390758.0
2004-08-09,67750,71000,66750,70500,333858,2712710.0,192390758.0
2004-08-10,70500,70500,67000,68000,742875,2616514.0,192390758.0
2004-08-11,68500,68750,65500,65750,932314,2529938.0,192390758.0
2004-08-12,65750,67250,64500,67250,962428,2587656.0,192390758.0
2004-08-13,67000,67750,65750,67000,745520,2578036.0,192390758.0
2004-08-16,65500,66000,64500,64750,939448,2491460.0,192390758.0
2004-08-17,65500,65750,63000,63750,586186,2452982.0,192390758.0
2004-08-18,63500,64000,63000,63750,535924,2452982.0,192390758.0
2004-08-19,64500,65500,64250,64250,718717,2472221.0,192390758.0
2004-08-20,64000,65250,64000,64750,666099,2491460.0,192390758.0
2004-08-23,65500,65750,64499,65000,427898,2501080.0,192390758.0
2004-08-24,67000,67500,66000,67500,985930,2597275.0,192390758.0
2004-08-25,67500,67500,66500,66750,297753,2568417.0,192390758.0
2004-08-26,67000,67250,66000,66500,564131,2558797.0,192390758.0
2004-08-27,66250,66500,64750,65500,709320,2520319.0,192390758.0
2004-08-30,65750,66250,64750,65750,428652,2529938.0,192390758.0
2004-08-31,65250,66250,64750,64750,616081,2491460.0,192390758.0
2004-09-01,64750,65500,64250,65250,574567,2510699.0,192390758.0
2004-09-02,65250,66500,64999,66500,634664,2558797.0,192390758.0
2004-09-03,67250,68250,66750,68000,1023907,2616514.0,192390758.0
2004-09-06,68750,71500,68250,71250,1413183,2741568.0,192390758.0
2004-09-07,71500,71750,69500,70500,517072,2712710.0,192390758.0
2004-09-08,70500,73250,70500,72250,1445124,2780046.0,192390758.0
2004-09-09,71500,72750,69500,71000,906092,2731949.0,192390758.0
2004-09-10,71000,71500,69000,70750,1336284,2722329.0,192390758.0
2004-09-13,71500,74000,71500,72500,1707602,2789666.0,192390758.0
2004-09-14,73250,74000,72500,72500,741156,2789666.0,192390758.0
2004-09-15,72250,75250,71250,73750,1171256,2837764.0,192390758.0
2004-09-16,74750,75250,73500,75000,740980,2885861.0,192390758.0
2004-09-17,74000,75500,73750,75250,533467,2895481.0,192390758.0
2004-09-20,75250,78000,75250,78000,880214,3001296.0,192390758.0
2004-09-21,78000,80250,76750,77250,1666441,2972437.0,192390758.0
2004-09-22,77250,78750,74500,75250,1532150,2895481.0,192390758.0
2004-09-23,75750,78250,75000,76750,996597,2953198.0,192390758.0
2004-09-24,77000,82500,77000,82250,1280354,3164828.0,192390758.0
2004-09-30,82250,85000,81250,83750,1130270,3222545.0,192390758.0
2004-10-01,85250,85500,83500,85250,926278,3280262.0,192390758.0
2004-10-04,85500,87500,84750,87500,1003810,3366838.0,192390758.0
2004-10-05,85250,86000,81500,84750,1636790,3261023.0,192390758.0
2004-10-06,84750,85750,80000,80000,1717800,3078252.0,192390758.0
2004-10-07,83000,83500,80500,82250,2408753,3164828.0,192390758.0
2004-10-08,80250,83500,80250,80500,1550345,3097491.0,192390758.0
2004-10-11,81500,87500,81500,86750,2163060,3337980.0,192390758.0
2004-10-12,86250,86750,83000,83500,770274,3212926.0,192390758.0
2004-10-13,85000,85250,83250,83750,1107164,3222545.0,192390758.0
2004-10-14,84000,85000,80750,81500,1178561,3135969.0,192390758.0
2004-10-15,79500,84000,79000,82000,1106074,3155208.0,192390758.0
2004-10-18,82000,84750,80750,83500,1362010,3212926.0,192390758.0
2004-10-19,85250,86000,80750,82750,1497230,3184067.0,192390758.0
2004-10-20,81750,84000,78500,78500,1453485,3020535.0,192390758.0
2004-10-21,78500,79250,74750,76250,1597899,2933959.0,192390758.0
2004-10-22,75000,78000,74750,76250,1055005,2933959.0,192390758.0
2004-10-25,75000,75250,72750,73500,1339042,2828144.0,192390758.0
2004-10-26,72750,74250,70500,72500,1175603,2789666.0,192390758.0
2004-10-27,73000,76750,73000,75000,1479700,2885861.0,192390758.0
2004-10-28,76500,79250,75750,78750,927963,3030154.0,192390758.0
2004-10-29,79250,83000,77250,82500,1350650,3174448.0,192390758.0
2004-11-01,81250,82500,80000,82000,352760,3155208.0,192390758.0
2004-11-02,83000,83500,80000,81250,702787,3126350.0,192390758.0
2004-11-03,81250,82500,80500,82000,476460,3155208.0,192390758.0
2004-11-04,82500,84500,81500,83500,837635,3196226.0,191390758.0
2004-11-05,83500,84750,80500,82500,813516,3157948.0,191390758.0
2004-11-08,83000,83000,77250,77250,809470,2956987.0,191390758.0
2004-11-09,77500,78500,75750,77500,1122225,2966557.0,191390758.0
2004-11-10,77500,78500,76250,78250,661842,2995265.0,191390758.0
2004-11-11,77500,79750,77500,78500,821534,3004835.0,191390758.0
2004-11-12,80250,81000,78500,78750,566136,3014404.0,191390758.0
2004-11-15,77750,78500,76250,76500,930953,2928279.0,191390758.0
2004-11-16,75750,78000,74500,76500,991201,2928279.0,191390758.0
2004-11-17,76500,78750,76000,76500,987909,2928279.0,191390758.0
2004-11-18,77000,77750,74999,75000,848785,2870861.0,191390758.0
2004-11-19,75000,75500,72250,73250,1700639,2803875.0,191390758.0
2004-11-22,72250,72500,70500,70750,1210610,2708179.0,191390758.0
2004-11-23,72000,73000,71750,72500,794800,2775166.0,191390758.0
2004-11-24,74000,76000,73749,76000,1222517,2909140.0,191390758.0
2004-11-25,76500,77250,75250,75500,666583,2890000.0,191390758.0
2004-11-26,76750,77500,74500,74500,997853,2851722.0,191390758.0
2004-11-29,74750,76250,74500,75750,443184,2899570.0,191390758.0
2004-11-30,76500,77999,74000,77500,626294,2966557.0,191390758.0
2004-12-01,77500,78250,76000,77500,347005,2966557.0,191390758.0
2004-12-02,78250,78750,75500,77000,498822,2947418.0,191390758.0
2004-12-03,76499,77250,72500,74000,1211769,2832583.0,191390758.0
2004-12-06,73500,74500,72500,73250,440591,2803875.0,191390758.0
2004-12-07,72750,74250,72500,72500,819562,2775166.0,191390758.0
2004-12-08,71250,74999,71250,75000,435013,2870861.0,191390758.0
2004-12-09,76250,76250,73750,73750,1078807,2823014.0,191390758.0
2004-12-10,73000,75000,73000,74500,375580,2851722.0,191390758.0
2004-12-13,75000,77500,75000,77500,1024270,2966557.0,191390758.0
2004-12-14,77500,78000,76500,77250,448094,2956987.0,191390758.0
2004-12-15,78000,78000,75750,76500,700612,2928279.0,191390758.0
2004-12-16,75750,77500,75750,76250,521806,2918709.0,191390758.0
2004-12-17,77500,78250,77500,77500,1135691,2966557.0,191390758.0
2004-12-20,77500,78750,77500,78500,363648,3004835.0,191390758.0
2004-12-21,79000,79250,77500,77500,526560,2966557.0,191390758.0
2004-12-22,78000,78500,75750,76750,323017,2937848.0,191390758.0
2004-12-23,75000,75750,72500,74500,955055,2851722.0,191390758.0
2004-12-24,73750,75250,73500,75250,314545,2880431.0,191390758.0
2004-12-27,74250,75500,74250,75000,265321,2870861.0,191390758.0
2004-12-28,73999,75500,73999,74500,410347,2851722.0,191390758.0
2004-12-29,73000,77000,73000,76250,412921,2918709.0,191390758.0
2004-12-30,76750,78500,76250,77000,384601,2947418.0,191390758.0
2005-01-03,78000,78250,75750,78000,217796,2985696.0,191390758.0
2005-01-04,78250,80500,77000,80500,853850,3081391.0,191390758.0
2005-01-05,80000,85000,79750,84250,1438550,3224934.0,191390758.0
2005-01-06,83000,85750,82000,82000,695266,3138808.0,191390758.0
2005-01-07,86000,86000,82500,84250,643307,3224934.0,191390758.0
2005-01-10,82750,84750,82500,82750,576157,3167517.0,191390758.0
2005-01-11,81750,83500,81000,83000,507563,3177087.0,191390758.0
2005-01-12,80500,82500,80000,82000,656390,3138808.0,191390758.0
2005-01-13,81000,84500,81000,84500,564620,3234504.0,191390758.0
2005-01-14,83000,85500,82250,84250,651293,3224934.0,191390758.0
2005-01-17,84000,89250,83000,88000,678473,3368477.0,191390758.0
2005-01-18,88250,88250,85750,85750,540191,3282351.0,191390758.0
2005-01-19,86250,89000,85750,86250,583639,3301491.0,191390758.0
2005-01-20,86500,86500,83500,85750,463259,3282351.0,191390758.0
2005-01-21,85000,90500,84500,90500,1006740,3464173.0,191390758.0
2005-01-24,91750,94500,90500,93500,1606942,3579007.0,191390758.0
2005-01-25,94750,95249,91250,92750,1058535,3550299.0,191390758.0
2005-01-26,92999,99750,92999,97500,2211996,3732120.0,191390758.0
2005-01-27,97500,98000,93250,94500,1488814,3617285.0,191390758.0
2005-01-28,93500,93999,90000,93000,701322,3559868.0,191390758.0
2005-01-31,91250,95500,91250,92250,563103,3531159.0,191390758.0
2005-02-01,94500,94750,92750,92750,718470,3550299.0,191390758.0
2005-02-02,91750,92750,89000,89250,564439,3416325.0,191390758.0
2005-02-03,89500,92000,88500,90750,540122,3473742.0,191390758.0
2005-02-04,90750,100750,90750,97500,1182341,3732120.0,191390758.0
2005-02-07,96250,98500,94750,96500,644664,3693842.0,191390758.0
2005-02-11,97000,100750,94250,99750,783290,3818246.0,191390758.0
2005-02-14,98500,103000,98000,101750,835420,3894802.0,191390758.0
2005-02-15,99750,101500,99500,100500,833629,3846954.0,191390758.0
2005-02-16,99750,102250,94999,99750,627053,3818246.0,191390758.0
2005-02-17,98500,100250,97750,98750,471937,3779967.0,191390758.0
2005-02-18,97750,101750,97750,101750,502126,3894802.0,191390758.0
2005-02-21,98750,100000,96750,98750,769936,3779967.0,191390758.0
2005-02-22,98000,100000,95000,96000,641123,3674703.0,191390758.0
2005-02-23,94250,98500,92500,95500,1053945,3655563.0,191390758.0
2005-02-24,97500,97750,93750,95750,1435915,3665133.0,191390758.0
2005-02-25,95750,97500,93500,95500,813801,3655563.0,191390758.0
2005-02-28,95500,97249,92000,93000,1341378,3559868.0,191390758.0
2005-03-02,92999,97500,92750,97500,1559320,3732120.0,191390758.0
2005-03-03,97500,98500,94750,96250,910080,3684272.0,191390758.0
2005-03-04,100000,101500,96499,99250,1500890,3799107.0,191390758.0
2005-03-07,102249,104500,100500,101250,2204600,3875663.0,191390758.0
2005-03-08,102000,103000,99250,99500,1123739,3808676.0,191390758.0
2005-03-09,98000,98499,94750,97000,967100,3712981.0,191390758.0
2005-03-10,95500,99749,95250,95750,1899177,3665133.0,191390758.0
2005-03-11,96500,101500,96250,101250,995480,3875663.0,191390758.0
2005-03-14,98750,104999,98750,103500,1106481,3961789.0,191390758.0
2005-03-15,103500,103500,98750,100000,695182,3827815.0,191390758.0
2005-03-16,99000,105250,98250,103000,1947830,3942650.0,191390758.0
2005-03-17,103000,109250,100000,108250,1735965,4143610.0,191390758.0
2005-03-18,109500,110249,106750,108750,1018360,4162749.0,191390758.0
2005-03-21,109500,109999,107500,108250,1102199,4143610.0,191390758.0
2005-03-22,105249,108999,103750,105500,559613,4038345.0,191390758.0
2005-03-23,108500,108750,101000,103500,711110,3961789.0,191390758.0
2005-03-24,101500,103500,94500,95000,1209783,3636424.0,191390758.0
2005-03-25,95499,98500,95250,98000,420246,3751259.0,191390758.0
2005-03-28,97000,99500,95999,96750,596691,3703411.0,191390758.0
2005-03-29,97250,98000,92500,92750,1261900,3550299.0,191390758.0
2005-03-30,91500,94750,90500,93000,813244,3559868.0,191390758.0
2005-03-31,94499,96500,93750,95500,916211,3655563.0,191390758.0
2005-04-01,95500,104250,95500,103500,1365863,3961789.0,191390758.0
2005-04-04,103500,110499,101249,107500,1252459,4114901.0,191390758.0
2005-04-06,107750,109250,103500,105250,893183,4028775.0,191390758.0
2005-04-07,105000,105000,101500,102250,838503,3913941.0,191390758.0
2005-04-08,102500,105750,102000,102750,510306,3933080.0,191390758.0
2005-04-11,102500,105999,100999,102750,564260,3933080.0,191390758.0
2005-04-12,101749,103250,99500,100000,561645,3827815.0,191390758.0
2005-04-13,100000,104750,100000,103000,484907,3942650.0,191390758.0
2005-04-14,101999,103750,97750,97750,882116,3741689.0,191390758.0
2005-04-15,97999,98750,94500,97750,938554,3741689.0,191390758.0
2005-04-18,95000,97000,93750,93750,533848,3588577.0,191390758.0
2005-04-19,95000,96250,93500,95750,896837,3665133.0,191390758.0
2005-04-20,97000,98000,94500,95750,719228,3665133.0,191390758.0
2005-04-21,94000,96000,92500,94000,861386,3598146.0,191390758.0
2005-04-22,96000,96250,94500,94500,810975,3617285.0,191390758.0
2005-04-25,92750,97000,92249,97000,648320,3712981.0,191390758.0
2005-04-26,98999,101000,97500,98000,886903,3751259.0,191390758.0
2005-04-27,97500,97500,93250,94000,746662,3598146.0,191390758.0
2005-04-28,94500,94750,90500,90500,933841,3464173.0,191390758.0
2005-04-29,90250,91250,86000,89000,1410448,3406755.0,191390758.0
2005-05-02,88750,89750,88000,89000,583870,3406755.0,191390758.0
2005-05-03,89000,91250,89000,91250,890876,3492881.0,191390758.0
2005-05-04,91250,94250,90500,92750,713196,3550299.0,191390758.0
2005-05-06,93000,95250,93000,94500,807791,3617285.0,191390758.0
2005-05-09,94500,94750,90250,92750,706284,3550299.0,191390758.0
2005-05-10,93250,93750,90000,90500,425632,3464173.0,191390758.0
2005-05-11,89000,90750,87000,89000,848637,3406755.0,191390758.0
2005-05-12,88000,90500,88000,89000,533180,3406755.0,191390758.0
2005-05-13,89000,89250,87000,88000,640321,3368477.0,191390758.0
2005-05-16,87750,90500,87750,89250,408155,3416325.0,191390758.0
2005-05-17,91000,92000,89250,89500,780494,3425895.0,191390758.0
2005-05-18,91000,91500,89250,90000,922501,3445034.0,191390758.0
2005-05-19,91000,93000,91000,93000,428737,3559868.0,191390758.0
2005-05-20,92500,93250,91250,92250,262554,3531159.0,191390758.0
2005-05-23,93749,95250,91999,94500,329598,3617285.0,191390758.0
2005-05-24,94750,97250,93999,96500,569303,3693842.0,191390758.0
2005-05-25,97500,98000,94250,97500,541640,3732120.0,191390758.0
2005-05-26,98000,98000,96000,97000,295391,3712981.0,191390758.0
2005-05-27,97999,102250,97999,100000,586175,3827815.0,191390758.0
2005-05-30,101500,101500,100000,100750,445828,3856524.0,191390758.0
2005-05-31,100500,102000,99000,102000,589112,3904371.0,191390758.0
2005-06-01,101500,106000,101000,103250,587789,3952219.0,191390758.0
2005-06-02,105250,105250,100750,101250,732501,3875663.0,191390758.0
2005-06-03,102250,105250,102250,105000,648522,4019206.0,191390758.0
2005-06-07,106249,106249,103500,104250,302608,3990497.0,191390758.0
2005-06-08,105999,108000,105500,106750,750549,4086193.0,191390758.0
2005-06-09,106749,114250,105250,114250,1012430,4373279.0,191390758.0
2005-06-10,112500,113499,107500,108500,1077239,4153179.0,191390758.0
2005-06-13,107749,108749,104000,104500,924238,4000067.0,191390758.0
2005-06-14,102249,103000,96750,99250,1686603,3799107.0,191390758.0
2005-06-15,97000,99750,95250,99250,2274313,3799107.0,191390758.0
2005-06-16,99500,100750,97750,98750,1105581,3779967.0,191390758.0
2005-06-17,99500,100999,99250,100250,961915,3837385.0,191390758.0
2005-06-20,99249,99750,96500,96750,859227,3703411.0,191390758.0
2005-06-21,96000,97000,93999,94250,1032638,3607716.0,191390758.0
2005-06-22,93500,96000,93500,96000,709510,3674703.0,191390758.0
2005-06-23,96250,103000,96000,101000,1393459,3866093.0,191390758.0
2005-06-24,98999,103250,98250,101000,518349,3866093.0,191390758.0
2005-06-27,99249,100750,95500,96750,693983,3703411.0,191390758.0
2005-06-28,96250,99000,96250,98500,556575,3770398.0,191390758.0
2005-06-29,100500,101250,98500,98500,409248,3770398.0,191390758.0
2005-06-30,97500,100250,97500,99250,369705,3799107.0,191390758.0
2005-07-01,98499,99000,96750,97000,438956,3712981.0,191390758.0
2005-07-04,97250,98000,96000,96250,899406,3684272.0,191390758.0
2005-07-05,97500,97500,94499,95500,756521,3655563.0,191390758.0
2005-07-06,96000,97250,95000,95500,1070609,3655563.0,191390758.0
2005-07-07,94000,97000,94000,95500,907250,3655563.0,191390758.0
2005-07-08,95000,96250,92500,93000,863864,3559868.0,191390758.0
2005-07-11,94499,95250,93000,93750,1540462,3588577.0,191390758.0
2005-07-12,93750,95000,92000,92500,1194012,3540729.0,191390758.0
2005-07-13,93249,98000,93000,98000,2140241,3751259.0,191390758.0
2005-07-14,99250,103000,99000,103000,2072544,3942650.0,191390758.0
2005-07-15,103249,103500,100500,101250,603551,3875663.0,191390758.0
2005-07-18,100500,101500,98750,100750,517121,3856524.0,191390758.0
2005-07-19,100500,102500,99250,101500,907180,3885232.0,191390758.0
2005-07-20,102750,105500,102000,105000,1152021,4019206.0,191390758.0
2005-07-21,105000,106000,103500,103750,668396,3971358.0,191390758.0
2005-07-22,101500,102750,97250,98500,800044,3770398.0,191390758.0
2005-07-25,100000,100750,97749,99000,733778,3789537.0,191390758.0
2005-07-26,98500,100000,98000,98500,672896,3770398.0,191390758.0
2005-07-27,98999,100500,98000,98000,735829,3751259.0,191390758.0
2005-07-28,99250,100750,96750,97000,1031736,3712981.0,191390758.0
2005-07-29,97250,98000,94500,97000,827082,3712981.0,191390758.0
2005-08-01,97249,105750,96500,104500,1866639,4000067.0,191390758.0
2005-08-02,104750,105000,101500,101750,809619,3894802.0,191390758.0
2005-08-03,102499,103500,99250,99250,602159,3799107.0,191390758.0
2005-08-04,98499,103250,97000,100250,1064590,3837385.0,191390758.0
2005-08-05,99500,102500,98500,99750,994743,3818246.0,191390758.0
2005-08-08,100500,101500,97250,97250,477999,3722550.0,191390758.0
2005-08-09,97250,104999,97250,104750,956661,4009636.0,191390758.0
2005-08-10,105499,108500,104500,107500,1473166,4114901.0,191390758.0
2005-08-11,107249,111999,106500,109500,1163492,4191458.0,191390758.0
2005-08-12,110999,111750,107000,108500,538222,4153179.0,191390758.0
2005-08-16,108500,112250,108000,108000,728200,4134040.0,191390758.0
2005-08-17,105000,108999,105000,105500,533794,4038345.0,191390758.0
2005-08-18,105000,105499,103000,105250,680291,4028775.0,191390758.0
2005-08-19,105250,107249,101250,102000,770366,3904371.0,191390758.0
2005-08-22,102750,103249,100750,102250,939929,3913941.0,191390758.0
2005-08-23,102750,103249,101000,102250,1259090,3913941.0,191390758.0
2005-08-24,102500,102750,99750,99750,1002324,3818246.0,191390758.0
2005-08-25,99750,101000,97750,98250,1425067,3760828.0,191390758.0
2005-08-26,98750,101750,98750,100250,1155494,3837385.0,191390758.0
2005-08-29,99500,101499,95500,95500,819679,3655563.0,191390758.0
2005-08-30,97500,98000,93749,96000,919894,3674703.0,191390758.0
2005-08-31,95250,100000,94250,100000,1169017,3827815.0,191390758.0
2005-09-01,101500,102750,100750,101500,588922,3885232.0,191390758.0
2005-09-02,101750,102750,100499,102500,929864,3923511.0,191390758.0
2005-09-05,102500,103250,100750,100750,454066,3856524.0,191390758.0
2005-09-06,101000,103000,100750,101000,855854,3866093.0,191390758.0
2005-09-07,102500,105750,101750,104250,897850,3990497.0,191390758.0
2005-09-08,105500,105500,103750,105000,1384746,4019206.0,191390758.0
2005-09-09,104750,108250,103750,107750,1265466,4124471.0,191390758.0
2005-09-12,108499,112750,108000,111000,1464962,4248875.0,191390758.0
2005-09-13,111500,111750,109000,109000,1271727,4172319.0,191390758.0
2005-09-14,108000,108749,102750,105000,1503716,4019206.0,191390758.0
2005-09-15,104499,106499,101500,104750,985600,4009636.0,191390758.0
2005-09-16,105500,107249,104749,106750,892915,4086193.0,191390758.0
2005-09-20,107000,108000,104500,107000,1271730,4095762.0,191390758.0
2005-09-21,105500,109250,104750,107750,1227676,4124471.0,191390758.0
2005-09-22,106000,111000,106000,107000,1662174,4095762.0,191390758.0
2005-09-23,107500,111250,107500,108750,1365998,4162749.0,191390758.0
2005-09-26,110500,117750,110000,117000,2261754,4478544.0,191390758.0
2005-09-27,117500,118000,114250,118000,1104807,4516822.0,191390758.0
2005-09-28,117000,122750,116250,120250,1625353,4602948.0,191390758.0
2005-09-29,119500,122500,118250,118750,1079200,4545531.0,191390758.0
