삼성공조(006660),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-08-17,4570,4675,4570,4575,9600,37178.0,8126314.0
2004-08-18,4410,4570,4410,4480,9468,36406.0,8126314.0
2004-08-19,4550,4625,4510,4570,10691,37137.0,8126314.0
2004-08-20,4570,4615,4480,4540,5760,36893.0,8126314.0
2004-08-23,4880,4880,4540,4570,8320,37137.0,8126314.0
2004-08-24,4520,4545,4460,4545,9550,36934.0,8126314.0
2004-08-25,4540,4770,4540,4570,6474,37137.0,8126314.0
2004-08-26,4580,4690,4570,4615,10410,37503.0,8126314.0
2004-08-27,4685,4720,4620,4620,13140,37544.0,8126314.0
2004-08-30,4700,4750,4600,4740,15690,38519.0,8126314.0
2004-08-31,4710,4950,4710,4900,30020,39819.0,8126314.0
2004-09-01,4900,4970,4760,4905,12590,39860.0,8126314.0
2004-09-02,4780,4940,4780,4835,12970,39291.0,8126314.0
2004-09-03,4825,4940,4820,4890,8130,39738.0,8126314.0
2004-09-06,4940,4940,4800,4920,8850,39981.0,8126314.0
2004-09-07,4870,4880,4750,4750,20680,38600.0,8126314.0
2004-09-08,4720,4780,4720,4730,1920,38437.0,8126314.0
2004-09-09,4730,4760,4700,4760,5610,38681.0,8126314.0
2004-09-10,4800,4845,4760,4765,6220,38722.0,8126314.0
2004-09-13,4770,4880,4770,4880,7660,39656.0,8126314.0
2004-09-14,4900,4950,4805,4805,10851,39047.0,8126314.0
2004-09-15,4800,4940,4800,4935,14480,40103.0,8126314.0
2004-09-16,4940,5000,4880,4935,36830,40103.0,8126314.0
2004-09-17,4935,5300,4870,4935,24340,40103.0,8126314.0
2004-09-20,4900,5170,4900,5100,72380,41444.0,8126314.0
2004-09-21,5300,5300,5100,5170,59180,42013.0,8126314.0
2004-09-22,5180,5280,5070,5070,32330,41200.0,8126314.0
2004-09-23,5070,5790,5070,5400,195910,43882.0,8126314.0
2004-09-24,5460,5460,5210,5230,31210,42501.0,8126314.0
2004-09-30,5130,5240,5000,5040,72420,40957.0,8126314.0
2004-10-01,5010,5250,5010,5250,25730,42663.0,8126314.0
2004-10-04,5250,5350,5250,5250,44340,42663.0,8126314.0
2004-10-05,5280,5300,5150,5150,20770,41851.0,8126314.0
2004-10-06,5170,5280,5170,5250,30270,42663.0,8126314.0
2004-10-07,5250,5250,5170,5170,5480,42013.0,8126314.0
2004-10-08,5150,5300,5150,5300,30190,43069.0,8126314.0
2004-10-11,5300,5350,5250,5290,53690,42988.0,8126314.0
2004-10-12,5290,5310,5120,5120,62338,41607.0,8126314.0
2004-10-13,5300,5300,5160,5200,19900,42257.0,8126314.0
2004-10-14,5230,5230,5150,5160,9620,41932.0,8126314.0
2004-10-15,5050,5190,4970,5070,27010,41200.0,8126314.0
2004-10-18,5070,5150,4990,5080,6430,41282.0,8126314.0
2004-10-19,5010,5230,5010,5110,11980,41525.0,8126314.0
2004-10-20,5220,5220,4980,5050,3930,41038.0,8126314.0
2004-10-21,5100,5100,4960,4970,13020,40388.0,8126314.0
2004-10-22,4870,5030,4870,4990,7810,40550.0,8126314.0
2004-10-25,4900,4930,4860,4890,18100,39738.0,8126314.0
2004-10-26,4950,5150,4850,4950,7240,40225.0,8126314.0
2004-10-27,5100,5100,4900,4970,12700,40388.0,8126314.0
2004-10-28,5100,5150,5060,5130,20290,41688.0,8126314.0
2004-10-29,5100,5230,5100,5130,24100,41688.0,8126314.0
2004-11-01,5230,5230,5110,5200,5510,42257.0,8126314.0
2004-11-02,5110,5260,5110,5230,73030,42501.0,8126314.0
2004-11-03,5230,5410,5200,5390,30690,43801.0,8126314.0
2004-11-04,5450,5450,5210,5320,12450,43232.0,8126314.0
2004-11-05,5380,5380,5200,5200,13430,42257.0,8126314.0
2004-11-08,5180,5320,5180,5320,14210,43232.0,8126314.0
2004-11-09,5320,5320,5230,5270,9170,42826.0,8126314.0
2004-11-10,5230,5310,5210,5310,27540,43151.0,8126314.0
2004-11-11,5360,5360,5230,5290,7830,42988.0,8126314.0
2004-11-12,5400,5450,5240,5380,25890,43720.0,8126314.0
2004-11-15,5330,5420,5330,5390,13210,43801.0,8126314.0
2004-11-16,5470,5550,5400,5500,57160,44695.0,8126314.0
2004-11-17,5480,5780,5480,5600,46760,45507.0,8126314.0
2004-11-18,5600,5700,5500,5570,15620,45264.0,8126314.0
2004-11-19,5550,5670,5550,5630,15850,45751.0,8126314.0
2004-11-22,5630,5630,5500,5600,22850,45507.0,8126314.0
2004-11-23,5520,5700,5520,5700,18560,46320.0,8126314.0
2004-11-24,5650,5800,5650,5670,6410,46076.0,8126314.0
2004-11-25,5750,6200,5700,5900,84470,47945.0,8126314.0
2004-11-26,5900,6090,5900,6000,21900,48758.0,8126314.0
2004-11-29,6090,6090,5850,6000,21855,48758.0,8126314.0
2004-11-30,6070,6100,5920,6050,13670,49164.0,8126314.0
2004-12-01,5900,6100,5900,5990,5620,48677.0,8126314.0
2004-12-02,5940,6080,5910,5910,13790,48027.0,8126314.0
2004-12-03,5820,5950,5740,5750,20560,46726.0,8126314.0
2004-12-06,5840,5850,5690,5690,17360,46239.0,8126314.0
2004-12-07,5630,5800,5630,5650,8090,45914.0,8126314.0
2004-12-08,5650,5750,5600,5730,2750,46564.0,8126314.0
2004-12-09,5730,5730,5620,5660,19650,45995.0,8126314.0
2004-12-10,5660,5660,5520,5640,6790,45832.0,8126314.0
2004-12-13,5630,5680,5420,5680,3640,46157.0,8126314.0
2004-12-14,5680,5730,5620,5690,22110,46239.0,8126314.0
2004-12-15,5650,5840,5640,5800,17824,47133.0,8126314.0
2004-12-16,5810,5940,5810,5910,22945,48027.0,8126314.0
2004-12-17,5690,5980,5690,5980,13362,48595.0,8126314.0
2004-12-20,5910,6200,5880,6170,14730,50139.0,8126314.0
2004-12-21,6170,6250,6000,6250,34305,50789.0,8126314.0
2004-12-22,6220,6410,6220,6410,34030,52090.0,8126314.0
2004-12-23,6410,6470,6300,6380,61650,51846.0,8126314.0
2004-12-24,6210,6500,6210,6500,38250,52821.0,8126314.0
2004-12-27,6370,6760,6370,6380,9460,51846.0,8126314.0
2004-12-28,6210,6410,6110,6300,10800,51196.0,8126314.0
2004-12-29,6150,6300,6100,6180,4290,50221.0,8126314.0
2004-12-30,6280,6380,6150,6370,12420,51765.0,8126314.0
2005-01-03,6270,6390,6220,6360,4850,51683.0,8126314.0
2005-01-04,6360,6360,6230,6330,6230,51440.0,8126314.0
2005-01-05,6370,6370,6240,6320,9850,51358.0,8126314.0
2005-01-06,6270,6320,5910,6140,16420,49896.0,8126314.0
2005-01-07,6130,6140,6010,6100,4730,49571.0,8126314.0
2005-01-10,6050,6050,5900,5950,14760,48352.0,8126314.0
2005-01-11,5940,6100,5900,6100,7220,49571.0,8126314.0
2005-01-12,6100,6100,5900,6050,7250,49164.0,8126314.0
2005-01-13,6050,6050,6050,6050,4420,49164.0,8126314.0
2005-01-14,5990,6230,5990,6140,6410,49896.0,8126314.0
2005-01-17,6140,6250,6070,6100,9750,49571.0,8126314.0
2005-01-18,6200,6200,6040,6100,44580,49571.0,8126314.0
2005-01-19,6100,6100,5960,6000,34510,48758.0,8126314.0
2005-01-20,6000,6150,5980,6120,10860,49733.0,8126314.0
2005-01-21,6000,6120,6000,6120,7670,49733.0,8126314.0
2005-01-24,6120,6370,6120,6240,27570,50708.0,8126314.0
2005-01-25,6340,6340,6160,6160,5189,50058.0,8126314.0
2005-01-26,6150,6320,6150,6300,12160,51196.0,8126314.0
2005-01-27,6300,6430,6250,6250,4170,50789.0,8126314.0
2005-01-28,6480,6480,6000,6260,23850,50871.0,8126314.0
2005-01-31,6260,6350,6110,6260,12860,50871.0,8126314.0
2005-02-01,6300,6440,6170,6300,23660,51196.0,8126314.0
2005-02-02,6300,6400,6280,6350,67640,51602.0,8126314.0
2005-02-03,6350,7290,6350,7000,89490,56884.0,8126314.0
2005-02-04,7150,7200,6720,6990,30690,56803.0,8126314.0
2005-02-07,6990,7130,6910,6990,26745,56803.0,8126314.0
2005-02-11,6990,7140,6900,6970,42123,56640.0,8126314.0
2005-02-14,6990,7230,6920,7010,41220,56965.0,8126314.0
2005-02-15,7140,7140,6900,6900,11730,56072.0,8126314.0
2005-02-16,6900,6930,6770,6770,16895,55015.0,8126314.0
2005-02-17,6770,6850,6740,6830,11860,55503.0,8126314.0
2005-02-18,6730,6990,6560,6990,44300,56803.0,8126314.0
2005-02-21,7000,7000,6800,6900,20440,56072.0,8126314.0
2005-02-22,6850,6890,6700,6700,9420,54446.0,8126314.0
2005-02-23,6600,6680,6550,6670,9110,54203.0,8126314.0
2005-02-24,6590,6840,6590,6780,6770,55096.0,8126314.0
2005-02-25,6780,6900,6680,6740,17850,54771.0,8126314.0
2005-02-28,6670,6900,6650,6750,17470,54853.0,8126314.0
2005-03-02,6800,7100,6750,7100,29910,57697.0,8126314.0
2005-03-03,7100,7100,6880,6970,23820,56640.0,8126314.0
2005-03-04,7000,7250,7000,7020,49910,57047.0,8126314.0
2005-03-07,7120,7180,6800,6840,43530,55584.0,8126314.0
2005-03-08,6800,6800,6580,6600,24840,53634.0,8126314.0
2005-03-09,6460,6600,6460,6600,12500,53634.0,8126314.0
2005-03-10,6670,6800,6530,6760,15810,54934.0,8126314.0
2005-03-11,6610,7000,6610,6890,19950,55990.0,8126314.0
2005-03-14,6890,6890,6890,6890,390,55990.0,8126314.0
2005-03-15,6740,6850,6580,6600,15170,53634.0,8126314.0
2005-03-16,6500,6600,6450,6600,5540,53634.0,8126314.0
2005-03-17,6410,6550,6410,6440,20540,52333.0,8126314.0
2005-03-18,6210,6600,6210,6250,17328,50789.0,8126314.0
2005-03-21,6120,6330,6120,6130,12610,49814.0,8126314.0
2005-03-22,6120,6120,5870,6000,17250,48758.0,8126314.0
2005-03-23,5800,5960,5720,5730,50720,46564.0,8126314.0
2005-03-24,5700,5840,5700,5710,9120,46401.0,8126314.0
2005-03-25,5770,5810,5700,5800,6780,47133.0,8126314.0
2005-03-28,5900,6030,5820,6020,11912,48920.0,8126314.0
2005-03-29,5910,6080,5830,5940,1920,48270.0,8126314.0
2005-03-30,5750,5990,5750,5980,360,48595.0,8126314.0
2005-03-31,6170,6170,5800,5930,17900,48189.0,8126314.0
2005-04-01,5850,5930,5800,5800,16450,47133.0,8126314.0
2005-04-04,5800,5820,5680,5690,18940,46239.0,8126314.0
2005-04-06,5710,5760,5670,5700,10780,46320.0,8126314.0
2005-04-07,5700,5710,5590,5640,10840,45832.0,8126314.0
2005-04-08,5630,5720,5630,5700,29470,46320.0,8126314.0
2005-04-11,5750,5750,5700,5720,16420,46483.0,8126314.0
2005-04-12,5720,5750,5580,5580,18840,45345.0,8126314.0
2005-04-13,5620,5640,5600,5610,22470,45589.0,8126314.0
2005-04-14,5580,5600,5500,5600,6820,45507.0,8126314.0
2005-04-15,5510,5550,5500,5500,29090,44695.0,8126314.0
2005-04-18,5400,5440,5320,5400,21640,43882.0,8126314.0
2005-04-19,5670,5670,5420,5500,5410,44695.0,8126314.0
2005-04-20,5510,5640,5510,5600,3480,45507.0,8126314.0
2005-04-21,5500,5600,5500,5550,6090,45101.0,8126314.0
2005-04-22,5690,5690,5550,5550,14000,45101.0,8126314.0
2005-04-25,5430,5590,5420,5500,5380,44695.0,8126314.0
2005-04-26,5500,5500,5450,5500,7140,44695.0,8126314.0
2005-04-27,5510,5510,5500,5500,16630,44695.0,8126314.0
2005-04-28,5550,5550,5400,5500,3570,44695.0,8126314.0
2005-04-29,5400,5460,5260,5460,7430,44370.0,8126314.0
2005-05-02,5350,5580,5320,5540,3180,45020.0,8126314.0
2005-05-03,5600,5670,5520,5630,3990,45751.0,8126314.0
2005-05-04,5680,5680,5550,5550,4400,45101.0,8126314.0
2005-05-06,5590,5660,5550,5600,2930,45507.0,8126314.0
2005-05-09,5550,5640,5500,5500,320,44695.0,8126314.0
2005-05-10,5510,5510,5110,5450,16000,44288.0,8126314.0
2005-05-11,5400,5400,5320,5320,250,43232.0,8126314.0
2005-05-12,5290,5350,5290,5300,20790,43069.0,8126314.0
2005-05-13,5300,5350,5280,5280,15341,42907.0,8126314.0
2005-05-16,5280,5350,5200,5210,36070,42338.0,8126314.0
2005-05-17,5500,5500,5240,5250,2080,42663.0,8126314.0
2005-05-18,5230,5310,5230,5230,1729,42501.0,8126314.0
2005-05-19,5340,5340,5270,5300,800,43069.0,8126314.0
2005-05-20,5370,5370,5280,5300,400,43069.0,8126314.0
2005-05-23,5300,5300,5250,5280,9280,42907.0,8126314.0
2005-05-24,5260,5300,5230,5280,4790,42907.0,8126314.0
2005-05-25,5300,5350,5280,5350,2110,43476.0,8126314.0
2005-05-26,5350,5350,5330,5330,256,43313.0,8126314.0
2005-05-27,5330,5390,5290,5320,11930,43232.0,8126314.0
2005-05-30,5320,5500,5320,5500,9270,44695.0,8126314.0
2005-05-31,5450,5450,5330,5350,3289,43476.0,8126314.0
2005-06-01,5350,5500,5350,5450,2740,44288.0,8126314.0
2005-06-02,5450,5580,5450,5570,4300,45264.0,8126314.0
2005-06-03,5460,5560,5460,5550,1120,45101.0,8126314.0
2005-06-07,5550,5550,5430,5500,2390,44695.0,8126314.0
2005-06-08,5500,5530,5430,5500,10890,44695.0,8126314.0
2005-06-09,5600,5600,5450,5500,5390,44695.0,8126314.0
2005-06-10,5510,5550,5460,5470,6061,44451.0,8126314.0
2005-06-13,5510,5590,5460,5500,8070,44695.0,8126314.0
2005-06-14,5500,5580,5500,5580,9460,45345.0,8126314.0
2005-06-15,5580,5630,5460,5630,3780,45751.0,8126314.0
2005-06-16,5550,5670,5550,5570,2180,45264.0,8126314.0
2005-06-17,5620,5630,5580,5600,520,45507.0,8126314.0
2005-06-20,5550,5800,5550,5750,12590,46726.0,8126314.0
2005-06-21,5830,5830,5600,5740,4750,46645.0,8126314.0
2005-06-22,5800,5800,5560,5670,7120,46076.0,8126314.0
2005-06-23,5670,5700,5570,5650,13900,45914.0,8126314.0
2005-06-24,5650,5650,5560,5570,16740,45264.0,8126314.0
2005-06-27,5520,5530,5470,5520,7420,44857.0,8126314.0
2005-06-28,5520,5640,5500,5500,6200,44695.0,8126314.0
2005-06-29,5590,5620,5500,5600,20630,45507.0,8126314.0
2005-06-30,5600,5670,5500,5620,18630,45670.0,8126314.0
2005-07-01,5620,5640,5500,5600,30739,45507.0,8126314.0
2005-07-04,5600,5680,5510,5600,24760,45507.0,8126314.0
2005-07-05,5620,6400,5620,6400,121849,52008.0,8126314.0
2005-07-06,6570,6570,5990,6010,62730,48839.0,8126314.0
2005-07-07,6000,6170,5970,6090,29420,49489.0,8126314.0
2005-07-08,6050,6090,5890,5900,29490,47945.0,8126314.0
2005-07-11,5980,6100,5850,5900,40532,47945.0,8126314.0
2005-07-12,5950,5950,5710,5840,45070,47458.0,8126314.0
2005-07-13,5820,6000,5810,5990,54949,48677.0,8126314.0
2005-07-14,6050,6050,5930,6030,48320,49002.0,8126314.0
2005-07-15,6130,6180,6000,6150,36530,49977.0,8126314.0
2005-07-18,6180,6370,6100,6370,31900,51765.0,8126314.0
2005-07-19,6400,6400,6200,6390,31011,51927.0,8126314.0
2005-07-20,6440,6440,6220,6340,21690,51521.0,8126314.0
2005-07-21,6340,6350,6200,6250,23355,50789.0,8126314.0
2005-07-22,6210,6360,6150,6360,12270,51683.0,8126314.0
2005-07-25,6360,6430,6300,6400,20980,52008.0,8126314.0
2005-07-26,6410,6450,6400,6400,10658,52008.0,8126314.0
2005-07-27,6370,6500,6290,6450,12450,52415.0,8126314.0
2005-07-28,6350,6550,6350,6520,14643,52984.0,8126314.0
2005-07-29,6590,6800,6540,6750,28310,54853.0,8126314.0
2005-08-01,6700,6700,6530,6570,9660,53390.0,8126314.0
2005-08-02,6700,6700,6420,6440,13790,52333.0,8126314.0
2005-08-03,6600,6600,6410,6590,20920,53552.0,8126314.0
2005-08-04,6640,6640,6300,6300,20080,51196.0,8126314.0
2005-08-05,6300,6450,6280,6400,61220,52008.0,8126314.0
2005-08-08,6430,6500,6350,6350,49360,51602.0,8126314.0
2005-08-09,6390,6500,6350,6400,57205,52008.0,8126314.0
2005-08-10,6510,6560,6340,6400,17690,52008.0,8126314.0
2005-08-11,6370,6460,6360,6400,45770,52008.0,8126314.0
2005-08-12,6410,6540,6250,6400,63758,52008.0,8126314.0
2005-08-16,6350,6400,6060,6150,51940,49977.0,8126314.0
2005-08-17,6120,6180,6100,6170,46057,50139.0,8126314.0
2005-08-18,6200,6200,6060,6100,66870,49571.0,8126314.0
2005-08-19,6020,6190,6020,6100,28200,49571.0,8126314.0
2005-08-22,6100,6150,5990,6010,29129,48839.0,8126314.0
2005-08-23,6060,6060,5950,6000,20461,48758.0,8126314.0
2005-08-24,6030,6090,5910,5950,7380,48352.0,8126314.0
2005-08-25,6070,6070,5900,5900,6547,47945.0,8126314.0
2005-08-26,5910,6030,5900,5980,18108,48595.0,8126314.0
2005-08-29,5900,5980,5900,5910,23680,48027.0,8126314.0
2005-08-30,6100,6100,5910,6000,15260,48758.0,8126314.0
2005-08-31,6000,6090,5880,5980,7590,48595.0,8126314.0
2005-09-01,5990,6050,5960,5980,52930,48595.0,8126314.0
2005-09-02,6080,6080,5990,6040,18151,49083.0,8126314.0
2005-09-05,6040,6070,6000,6070,11030,49327.0,8126314.0
2005-09-06,6890,6890,6220,6310,61141,51277.0,8126314.0
2005-09-07,6310,6310,6020,6100,61940,49571.0,8126314.0
2005-09-08,6100,6100,5970,6020,52650,48920.0,8126314.0
2005-09-09,6000,6140,5950,6000,27264,48758.0,8126314.0
2005-09-12,6010,6100,5990,6030,32205,49002.0,8126314.0
2005-09-13,6010,6050,6000,6020,31270,48920.0,8126314.0
2005-09-14,6070,6090,5990,6010,19970,48839.0,8126314.0
2005-09-15,6030,6150,6030,6040,22095,49083.0,8126314.0
2005-09-16,6090,6150,6060,6060,10180,49245.0,8126314.0
2005-09-20,6100,6130,6050,6100,18140,49571.0,8126314.0
2005-09-21,6190,6190,6090,6120,28114,49733.0,8126314.0
2005-09-22,6120,6280,6110,6250,16430,50789.0,8126314.0
2005-09-23,6320,6410,6180,6380,34924,51846.0,8126314.0
2005-09-26,6380,6580,6310,6580,34326,53471.0,8126314.0
2005-09-27,6400,6800,6400,6690,21131,54365.0,8126314.0
2005-09-28,6750,6750,6600,6720,28090,54609.0,8126314.0
2005-09-29,6700,6750,6600,6680,20230,54284.0,8126314.0
2005-09-30,6750,6750,6560,6570,21342,53390.0,8126314.0
2005-10-04,6680,6680,6580,6640,11013,53959.0,8126314.0
2005-10-05,6640,6640,6400,6520,16050,52984.0,8126314.0
2005-10-06,6410,6470,6250,6300,25611,51196.0,8126314.0
2005-10-07,6300,6380,6240,6380,26070,51846.0,8126314.0
2005-10-10,6470,6640,6400,6580,15751,53471.0,8126314.0
2005-10-11,6550,6600,6540,6590,26831,53552.0,8126314.0
2005-10-12,6650,6800,6570,6610,18400,53715.0,8126314.0
2005-10-13,6670,6740,6550,6700,16228,54446.0,8126314.0
2005-10-14,6760,6760,6580,6590,17456,53552.0,8126314.0
2005-10-17,6430,6650,6310,6400,24750,52008.0,8126314.0
2005-10-18,6400,6400,6340,6400,11530,52008.0,8126314.0
2005-10-19,6400,6400,6220,6220,14876,50546.0,8126314.0
2005-10-20,6210,6400,6170,6230,19490,50627.0,8126314.0
2005-10-21,6200,6280,6200,6280,12500,51033.0,8126314.0
2005-10-24,6280,6500,6200,6300,20770,51196.0,8126314.0
2005-10-25,6410,6500,6330,6330,6580,51440.0,8126314.0
2005-10-26,6360,6760,6340,6450,7170,52415.0,8126314.0
2005-10-27,6430,6470,6330,6390,21324,51927.0,8126314.0
2005-10-28,6270,6280,6150,6220,44422,50546.0,8126314.0
2005-10-31,6230,6340,6160,6250,22250,50789.0,8126314.0
2005-11-01,6220,6320,6220,6240,55009,50708.0,8126314.0
2005-11-02,6300,6470,6270,6450,43710,52415.0,8126314.0
2005-11-03,6500,6650,6380,6430,33810,52252.0,8126314.0
2005-11-04,6430,6480,6330,6390,19367,51927.0,8126314.0
2005-11-07,6350,6380,6330,6370,30000,51765.0,8126314.0
2005-11-08,6450,6480,6370,6480,20599,52659.0,8126314.0
2005-11-09,6490,6700,6490,6700,25520,54446.0,8126314.0
2005-11-10,6700,7170,6700,6950,42527,56478.0,8126314.0
2005-11-11,7360,7360,7080,7100,83402,57697.0,8126314.0
2005-11-14,7180,7180,6850,6960,30240,56559.0,8126314.0
2005-11-15,7050,7050,6720,6820,15610,55421.0,8126314.0
2005-11-16,6820,6860,6610,6860,34375,55747.0,8126314.0
2005-11-17,6750,7150,6750,7100,38590,57697.0,8126314.0
2005-11-18,7200,7200,7000,7040,27976,57209.0,8126314.0
2005-11-21,7100,7290,7090,7120,29660,57859.0,8126314.0
2005-11-22,7080,7120,6940,7030,13024,57128.0,8126314.0
2005-11-23,7040,7400,7040,7350,42955,59728.0,8126314.0
2005-11-24,7600,7600,7210,7250,28910,58916.0,8126314.0
2005-11-25,7250,7650,7100,7500,40330,60947.0,8126314.0
2005-11-28,7510,7980,7420,7680,98370,62410.0,8126314.0
2005-11-29,7680,7890,7560,7650,21210,62166.0,8126314.0
2005-11-30,7700,7800,7510,7550,21970,61354.0,8126314.0
2005-12-01,7550,7660,7360,7530,19205,61191.0,8126314.0
2005-12-02,7410,7650,7410,7440,11945,60460.0,8126314.0
2005-12-05,7700,7700,7360,7470,10485,60704.0,8126314.0
2005-12-06,7460,7500,7370,7450,23214,60541.0,8126314.0
2005-12-07,7450,7600,7450,7470,25480,60704.0,8126314.0
2005-12-08,7300,7500,7300,7490,36231,60866.0,8126314.0
2005-12-09,7500,7550,7450,7550,9916,61354.0,8126314.0
2005-12-12,7580,7580,7470,7480,54680,60785.0,8126314.0
2005-12-13,7420,7620,7300,7620,40900,61923.0,8126314.0
2005-12-14,7650,7690,7600,7620,9860,61923.0,8126314.0
2005-12-15,7620,7650,7550,7640,13690,62085.0,8126314.0
2005-12-16,7510,7540,7200,7200,25513,58509.0,8126314.0
2005-12-19,7270,7360,7200,7340,8590,59647.0,8126314.0
2005-12-20,7390,7460,7300,7460,15990,60622.0,8126314.0
2005-12-21,7380,7600,7380,7460,13610,60622.0,8126314.0
2005-12-22,7380,7450,7250,7300,31152,59322.0,8126314.0
2005-12-23,7400,8280,7400,7800,55760,63385.0,8126314.0
2005-12-26,7910,7990,7740,7740,22030,62898.0,8126314.0
2005-12-27,7750,7820,7500,7550,29440,61354.0,8126314.0
2005-12-28,7380,7770,7030,7270,48000,59078.0,8126314.0
2005-12-29,7190,7700,7170,7700,16100,62573.0,8126314.0
2006-01-02,7640,7700,7480,7540,28988,61272.0,8126314.0
2006-01-03,7680,7680,7350,7480,17800,60785.0,8126314.0
2006-01-04,7370,7540,7350,7500,29120,60947.0,8126314.0
2006-01-05,7510,7510,7230,7350,17790,59728.0,8126314.0
2006-01-06,7230,7470,7230,7450,50930,60541.0,8126314.0
2006-01-09,7450,7800,7450,7600,21316,61760.0,8126314.0
2006-01-10,7800,7800,7560,7700,54100,62573.0,8126314.0
2006-01-11,7700,7700,7550,7690,42970,62491.0,8126314.0
2006-01-12,7750,8400,7700,8200,77258,66636.0,8126314.0
2006-01-13,8200,8200,7920,8040,17520,65336.0,8126314.0
2006-01-16,8060,8600,8060,8480,34542,68911.0,8126314.0
2006-01-17,8500,8500,8120,8200,24671,66636.0,8126314.0
2006-01-18,8200,8200,7800,7900,39450,64198.0,8126314.0
2006-01-19,7850,8100,7850,7880,18217,64035.0,8126314.0
2006-01-20,7900,7980,7800,7880,20200,64035.0,8126314.0
2006-01-23,7850,7850,7450,7500,43260,60947.0,8126314.0
2006-01-24,7430,8000,7400,7760,14669,63060.0,8126314.0
2006-01-25,7870,8140,7870,8000,8080,65011.0,8126314.0
2006-01-26,7880,8300,7880,8070,5501,65579.0,8126314.0
2006-01-27,8350,8490,8100,8350,23530,67855.0,8126314.0
2006-01-31,8450,8450,8300,8350,13850,67855.0,8126314.0
2006-02-01,8300,8590,8250,8350,26481,67855.0,8126314.0
2006-02-02,8600,8600,8400,8500,28090,69074.0,8126314.0
2006-02-03,8300,8530,8300,8500,15450,69074.0,8126314.0
2006-02-06,8430,8430,8200,8360,11420,67936.0,8126314.0
2006-02-07,8350,8450,8300,8400,3880,68261.0,8126314.0
2006-02-08,8400,8400,7900,8070,10290,65579.0,8126314.0
2006-02-09,8070,8200,7900,8070,8320,65579.0,8126314.0
2006-02-10,8270,8270,8030,8050,1411,65417.0,8126314.0
2006-02-13,8010,8060,7910,8050,6390,65417.0,8126314.0
2006-02-14,8000,8190,8000,8160,3460,66311.0,8126314.0
2006-02-15,8160,8300,8060,8130,2930,66067.0,8126314.0
2006-02-16,8090,8120,7850,8100,3990,65823.0,8126314.0
2006-02-17,8240,8240,7950,7990,7230,64929.0,8126314.0
2006-02-20,8000,8040,7870,7930,5912,64442.0,8126314.0
2006-02-21,8180,8180,7950,8050,7930,65417.0,8126314.0
2006-02-22,8010,8150,7990,8040,33310,65336.0,8126314.0
2006-02-23,8120,8180,8120,8120,12650,65986.0,8126314.0
2006-02-24,8150,8280,8120,8220,7770,66798.0,8126314.0
2006-02-27,8400,8400,8220,8300,5370,67448.0,8126314.0
2006-02-28,8300,8400,8300,8390,4770,68180.0,8126314.0
2006-03-02,8440,8700,8420,8650,19740,70293.0,8126314.0
2006-03-03,8600,8600,8400,8560,7380,69561.0,8126314.0
2006-03-06,8560,8570,8410,8520,2230,69236.0,8126314.0
2006-03-07,8520,8520,8190,8200,5410,66636.0,8126314.0
2006-03-08,8400,8480,8120,8290,10260,67367.0,8126314.0
2006-03-09,8490,8490,8100,8300,5400,67448.0,8126314.0
2006-03-10,8300,8500,8300,8500,6220,69074.0,8126314.0
2006-03-13,8550,8590,8310,8520,19700,69236.0,8126314.0
2006-03-14,8510,8570,8500,8550,2230,69480.0,8126314.0
2006-03-15,8590,8590,8480,8480,7720,68911.0,8126314.0
2006-03-16,8500,8500,8400,8400,5190,68261.0,8126314.0
2006-03-17,8350,8500,8300,8470,1950,68830.0,8126314.0
2006-03-20,8470,8470,8360,8460,4050,68749.0,8126314.0
2006-03-21,8550,8550,8400,8450,3560,68667.0,8126314.0
2006-03-22,8280,8420,8270,8420,3100,68424.0,8126314.0
2006-03-23,8580,8580,8490,8500,15310,69074.0,8126314.0
2006-03-24,8460,8650,8460,8480,7670,68911.0,8126314.0
2006-03-27,8530,8530,8440,8480,5170,68911.0,8126314.0
2006-03-28,8440,8500,8430,8470,5220,68830.0,8126314.0
2006-03-29,8470,8470,8370,8420,6350,68424.0,8126314.0
2006-03-30,8310,8400,8310,8320,8280,67611.0,8126314.0
2006-03-31,8320,8330,8260,8320,12610,67611.0,8126314.0
2006-04-03,8330,8440,8320,8360,20070,67936.0,8126314.0
2006-04-04,8380,8590,8380,8500,25390,69074.0,8126314.0
2006-04-05,8500,8550,8470,8490,9810,68992.0,8126314.0
2006-04-06,8480,8610,8470,8600,12280,69886.0,8126314.0
2006-04-07,8510,8550,8470,8500,29380,69074.0,8126314.0
2006-04-10,8510,8600,8510,8550,8543,69480.0,8126314.0
2006-04-11,8540,8550,8500,8530,6120,69317.0,8126314.0
2006-04-12,8530,8530,8480,8480,4060,68911.0,8126314.0
2006-04-13,8400,8620,8400,8460,1840,68749.0,8126314.0
2006-04-14,8450,8470,8360,8410,23498,68342.0,8126314.0
2006-04-17,8330,8350,8260,8300,9110,67448.0,8126314.0
2006-04-18,8230,8350,8020,8130,9560,66067.0,8126314.0
2006-04-19,8010,8160,8010,8010,7290,65092.0,8126314.0
2006-04-20,8050,8050,7860,8000,5770,65011.0,8126314.0
2006-04-21,8000,8000,7920,7980,6160,64848.0,8126314.0
2006-04-24,7870,7980,7850,7950,3050,64604.0,8126314.0
