아세아시멘트(183190),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-01-03,105500,106000,102000,102000,7349,397373.0,3895809.0
2019-01-04,102000,103500,100000,101500,10473,395425.0,3895809.0
2019-01-07,103000,104500,102000,103000,5654,401268.0,3895809.0
2019-01-08,106000,111500,104500,106500,28977,414904.0,3895809.0
2019-01-09,108000,108000,105000,105500,13203,411008.0,3895809.0
2019-01-10,106500,107500,104500,107000,10687,416852.0,3895809.0
2019-01-11,107000,112000,107000,111000,12243,432435.0,3895809.0
2019-01-14,113000,117000,111000,117000,17211,455810.0,3895809.0
2019-01-15,116500,118000,113000,117000,11241,455810.0,3895809.0
2019-01-16,117000,120000,116000,119500,12049,465549.0,3895809.0
2019-01-17,119500,119500,112500,113000,14479,440226.0,3895809.0
2019-01-18,114000,115500,113000,115500,9092,449966.0,3895809.0
2019-01-21,117500,117500,114000,116000,13509,451914.0,3895809.0
2019-01-22,116500,117000,114000,115000,9420,448018.0,3895809.0
2019-01-23,113500,118000,112500,116500,12594,453862.0,3895809.0
2019-01-24,117500,121500,116500,118500,14857,461653.0,3895809.0
2019-01-25,118000,121000,117000,118000,11939,459705.0,3895809.0
2019-01-28,119000,121500,117000,119500,14225,465549.0,3895809.0
2019-01-29,119000,121000,115000,116500,14261,453862.0,3895809.0
2019-01-30,116500,129500,116000,128500,68571,500611.0,3895809.0
2019-01-31,128500,128500,123500,127500,19061,496716.0,3895809.0
2019-02-01,128500,135500,126000,134000,43375,522038.0,3895809.0
2019-02-07,141500,144000,135000,139500,42371,543465.0,3895809.0
2019-02-08,137000,140000,134000,138000,18080,537622.0,3895809.0
2019-02-11,141500,143500,135500,136000,19460,529830.0,3895809.0
2019-02-12,137000,137000,132500,135000,13343,525934.0,3895809.0
2019-02-13,135000,136500,133000,136500,13532,531778.0,3895809.0
2019-02-14,136500,136500,132500,134500,7484,523986.0,3895809.0
2019-02-15,135000,139500,134500,137500,13477,535674.0,3895809.0
2019-02-18,138000,140500,130000,138500,21865,539570.0,3895809.0
2019-02-19,139500,139500,136500,137000,13962,533726.0,3895809.0
2019-02-20,137500,139000,134500,135500,11652,527882.0,3895809.0
2019-02-21,134500,135000,130500,134000,11785,522038.0,3895809.0
2019-02-22,133000,134000,129000,131500,9152,512299.0,3895809.0
2019-02-25,133000,133000,127000,128500,15389,500611.0,3895809.0
2019-02-26,129500,133000,128500,132500,10243,516195.0,3895809.0
2019-02-27,134000,134000,128500,133000,12200,518143.0,3895809.0
2019-02-28,131000,134000,124000,124000,25992,483080.0,3895809.0
2019-03-04,118500,122000,117000,118000,37937,459705.0,3895809.0
2019-03-05,118500,120000,117000,120000,11702,467497.0,3895809.0
2019-03-06,120500,122000,118500,118500,8509,461653.0,3895809.0
2019-03-07,118000,119500,112000,113000,15632,440226.0,3895809.0
2019-03-08,111500,113500,108500,110000,12450,428539.0,3895809.0
2019-03-11,109500,109500,106500,107500,15552,418799.0,3895809.0
2019-03-12,108000,113000,108000,112500,9410,438279.0,3895809.0
2019-03-13,113500,117000,112500,116000,17565,451914.0,3895809.0
2019-03-14,114000,122500,114000,119000,19821,463601.0,3895809.0
2019-03-15,120000,122500,116000,117500,12703,457758.0,3895809.0
2019-03-18,118000,120500,115500,118500,10201,461653.0,3895809.0
2019-03-19,118500,119500,115500,116500,9435,453862.0,3895809.0
2019-03-20,116000,116000,110500,111000,46421,432435.0,3895809.0
2019-03-21,111000,112000,108000,110000,10688,428539.0,3895809.0
2019-03-22,110500,110500,106000,108500,14455,422695.0,3895809.0
2019-03-25,105500,110500,105500,109000,10329,424643.0,3895809.0
2019-03-26,109000,112000,108500,111500,8485,434383.0,3895809.0
2019-03-27,113500,113500,108000,112500,11247,438279.0,3895809.0
2019-03-28,111500,113500,108000,112500,31009,438279.0,3895809.0
2019-03-29,110500,118500,109500,118000,23064,459705.0,3895809.0
2019-04-01,118500,120500,118000,119500,10383,465549.0,3895809.0
2019-04-02,120500,120500,119000,120000,4546,467497.0,3895809.0
2019-04-03,117500,121500,117500,120000,4841,467497.0,3895809.0
2019-04-04,121000,121000,117500,119000,4131,463601.0,3895809.0
2019-04-05,120000,120000,115500,117000,8786,455810.0,3895809.0
2019-04-08,117000,118000,114500,115500,6019,449966.0,3895809.0
2019-04-09,115500,115500,113500,115000,3063,448018.0,3895809.0
2019-04-10,114000,116000,113000,115000,5788,448018.0,3895809.0
2019-04-11,115500,116500,113500,115000,8977,448018.0,3895809.0
2019-04-12,113500,114500,111500,113000,14961,440226.0,3895809.0
2019-04-15,114000,114000,110500,111500,9489,434383.0,3895809.0
2019-04-16,113000,113000,110000,112000,7435,436331.0,3895809.0
2019-04-17,112000,112000,109000,110500,6373,430487.0,3895809.0
2019-04-18,110000,110500,107000,108000,8444,420747.0,3895809.0
2019-04-19,108000,110500,107500,110500,3774,430487.0,3895809.0
2019-04-22,111000,111000,108000,109000,7565,424643.0,3895809.0
2019-04-23,109000,109000,106500,107000,11181,416852.0,3895809.0
2019-04-24,107500,108500,104000,106500,16996,414904.0,3895809.0
2019-04-25,106000,106000,102000,103000,16924,401268.0,3895809.0
2019-04-26,103000,104500,101500,103000,14497,401268.0,3895809.0
2019-04-29,103000,103000,100500,102500,13316,399320.0,3895809.0
2019-04-30,102000,102500,100000,101500,21068,395425.0,3895809.0
2019-05-02,101500,103000,100500,101500,11360,395425.0,3895809.0
2019-05-03,102000,102500,100500,102000,10151,397373.0,3895809.0
2019-05-07,100000,102000,99600,101000,11675,393477.0,3895809.0
2019-05-08,101000,103500,100000,103000,8212,401268.0,3895809.0
2019-05-09,103000,103000,99700,100000,17414,389581.0,3895809.0
2019-05-10,99200,100500,95900,97700,17306,380621.0,3895809.0
2019-05-13,97800,98000,94000,94500,11432,368154.0,3895809.0
2019-05-14,93200,95000,91000,94900,8354,369712.0,3895809.0
2019-05-15,95900,97200,94500,97200,5974,378673.0,3895809.0
2019-05-16,97600,97600,93500,96100,11571,374387.0,3895809.0
2019-05-17,96300,96300,94000,94300,8136,367375.0,3895809.0
2019-05-20,94400,95300,92900,93000,4450,362310.0,3895809.0
2019-05-21,92800,94400,92800,93100,3349,362700.0,3895809.0
2019-05-22,94200,94200,90800,92700,3990,361141.0,3895809.0
2019-05-23,92700,92800,90700,91500,7355,356467.0,3895809.0
2019-05-24,91000,91000,88700,90500,8972,352571.0,3895809.0
2019-05-27,89500,90300,87800,88600,8941,345169.0,3895809.0
2019-05-28,88100,94900,88100,94900,9418,369712.0,3895809.0
2019-05-29,94300,94300,90800,91400,4592,356077.0,3895809.0
2019-05-30,91400,91600,90000,90300,6776,351792.0,3895809.0
2019-05-31,90400,91400,89000,90400,5553,352181.0,3895809.0
2019-06-03,90400,90500,88900,89500,5624,348675.0,3895809.0
2019-06-04,89000,94300,89000,91000,13168,354519.0,3895809.0
2019-06-05,92800,92800,89000,89500,11738,348675.0,3895809.0
2019-06-07,90400,90400,88400,89500,13216,348675.0,3895809.0
2019-06-10,89500,90600,89400,90400,8000,352181.0,3895809.0
2019-06-11,90200,95300,90200,94900,15596,369712.0,3895809.0
2019-06-12,96500,98500,95600,97700,12077,380621.0,3895809.0
2019-06-13,98000,98400,96500,98400,8431,383348.0,3895809.0
2019-06-14,98800,98800,96200,96600,5033,376335.0,3895809.0
2019-06-17,96700,97100,95100,96200,3436,374777.0,3895809.0
2019-06-18,96000,97000,93700,94900,4898,369712.0,3895809.0
2019-06-19,95000,99700,95000,98800,8565,384906.0,3895809.0
2019-06-20,98000,99900,97700,99300,4339,386854.0,3895809.0
2019-06-21,100000,100500,98400,99100,5049,386075.0,3895809.0
2019-06-24,100500,101500,96700,99900,8733,389191.0,3895809.0
2019-06-25,99900,101000,95500,96500,8806,375946.0,3895809.0
2019-06-26,96600,99500,95800,98500,5787,383737.0,3895809.0
2019-06-27,98000,99800,97200,97800,2332,381010.0,3895809.0
2019-06-28,97900,99600,95100,95600,4579,372439.0,3895809.0
2019-07-01,101000,101000,98400,99300,8596,386854.0,3895809.0
2019-07-02,99600,101000,98300,100000,3376,389581.0,3895809.0
2019-07-03,101000,101000,97000,99000,6510,385685.0,3895809.0
2019-07-04,99000,99500,97600,97600,2149,380231.0,3895809.0
2019-07-05,97600,99700,96500,99500,8586,387633.0,3895809.0
2019-07-08,99900,99900,94300,94500,5865,368154.0,3895809.0
2019-07-09,93700,94300,92300,92500,5809,360362.0,3895809.0
2019-07-10,91200,93500,91200,93000,2376,362310.0,3895809.0
2019-07-11,93000,95300,92000,95300,2643,371271.0,3895809.0
2019-07-12,94100,94500,93100,93100,3018,362700.0,3895809.0
2019-07-15,94400,94900,92700,92900,2307,361921.0,3895809.0
2019-07-16,93900,93900,91700,92300,2197,359583.0,3895809.0
2019-07-17,92500,92600,88100,91800,8563,357635.0,3895809.0
2019-07-18,91000,92600,89500,91400,7236,356077.0,3895809.0
2019-07-19,90900,91900,90500,91200,1718,355298.0,3895809.0
2019-07-22,90500,90500,89500,89700,5554,349454.0,3895809.0
2019-07-23,89500,90400,89100,89100,4884,347117.0,3895809.0
2019-07-24,89100,90000,88800,88900,2069,346337.0,3895809.0
2019-07-25,88000,88300,86500,86600,6368,337377.0,3895809.0
2019-07-26,86600,86600,83000,83100,9232,323742.0,3895809.0
2019-07-29,83100,83400,80500,80800,6755,314781.0,3895809.0
2019-07-30,80000,82700,80000,82400,4035,321015.0,3895809.0
2019-07-31,82200,86600,81300,81300,4615,316729.0,3895809.0
2019-08-01,81300,82900,81000,81600,2599,317898.0,3895809.0
2019-08-02,81000,82800,80000,82000,3529,319456.0,3895809.0
2019-08-05,81500,83200,77200,77900,9780,303484.0,3895809.0
2019-08-06,73000,77200,73000,74000,9622,288290.0,3895809.0
2019-08-07,73200,79200,73200,76100,5523,296471.0,3895809.0
2019-08-08,76200,80400,76200,80300,4402,312833.0,3895809.0
2019-08-09,82000,88000,80300,80800,13113,314781.0,3895809.0
2019-08-12,81000,83400,81000,82900,2640,322963.0,3895809.0
2019-08-13,82800,82800,79900,80200,7300,312444.0,3895809.0
2019-08-14,80300,81800,80100,80300,4988,312833.0,3895809.0
2019-08-16,80100,82600,79900,81100,7273,315950.0,3895809.0
2019-08-19,81300,86900,81300,86300,9625,336208.0,3895809.0
2019-08-20,87000,87400,85000,86100,3579,335429.0,3895809.0
2019-08-21,84700,90900,84600,90300,7277,351792.0,3895809.0
2019-08-22,90300,90500,88200,88400,3797,344390.0,3895809.0
2019-08-23,88000,88000,83800,85500,7997,333092.0,3895809.0
2019-08-26,84500,87500,83700,85100,6027,331533.0,3895809.0
2019-08-27,85100,87400,85000,85200,2447,331923.0,3895809.0
2019-08-28,85200,85900,83800,85100,3878,331533.0,3895809.0
2019-08-29,85900,86200,84500,85800,3792,334260.0,3895809.0
2019-08-30,86100,87700,85300,86700,3372,337767.0,3895809.0
2019-09-02,86400,86600,85100,85200,2953,331923.0,3895809.0
2019-09-03,85000,86300,85000,85300,1750,332313.0,3895809.0
2019-09-04,85000,86800,85000,86200,1724,335819.0,3895809.0
2019-09-05,87000,88100,86200,86900,2397,338546.0,3895809.0
2019-09-06,88500,88500,86700,86700,1622,337767.0,3895809.0
2019-09-09,86500,87800,85200,86300,3170,336208.0,3895809.0
2019-09-10,87800,91800,87100,91300,8967,355687.0,3895809.0
2019-09-11,93000,93500,91300,92100,3895,358804.0,3895809.0
2019-09-16,92300,97900,92300,97000,7714,377893.0,3895809.0
2019-09-17,97000,97000,93800,95000,6375,370102.0,3895809.0
2019-09-18,95000,95900,93800,95900,3789,373608.0,3895809.0
2019-09-19,95800,96900,95000,95300,2156,371271.0,3895809.0
2019-09-20,95600,96400,93900,93900,2031,365816.0,3895809.0
2019-09-23,95000,99000,93300,94300,6321,367375.0,3895809.0
2019-09-24,94300,95800,92000,94900,4188,369712.0,3895809.0
2019-09-25,94100,95800,91900,91900,3316,358025.0,3895809.0
2019-09-26,93500,96300,91700,94200,3514,366985.0,3895809.0
2019-09-27,93400,95500,92600,92600,1679,360752.0,3895809.0
2019-09-30,91800,94900,91300,92800,2905,361531.0,3895809.0
2019-10-01,92800,94000,92700,93900,1135,365816.0,3895809.0
2019-10-02,95000,95300,93400,94100,2450,366596.0,3895809.0
2019-10-04,95200,95200,93200,93700,1360,365037.0,3895809.0
2019-10-07,90100,91200,88400,88600,6730,345169.0,3895809.0
