엔에스쇼핑(138250),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-12-08,14250,15050,14250,15050,8904,507125.0,3369600.0
2016-12-09,14749,14850,14550,14600,8479,491962.0,3369600.0
2016-12-12,14700,14899,14450,14700,3503,495331.0,3369600.0
2016-12-13,14800,15050,14600,14950,3879,503755.0,3369600.0
2016-12-14,14850,15099,14800,15050,1392,507125.0,3369600.0
2016-12-15,14950,15150,14850,15150,3965,510494.0,3369600.0
2016-12-16,15000,15250,14800,14800,7746,498701.0,3369600.0
2016-12-19,14900,14950,14550,14750,5539,497016.0,3369600.0
2016-12-20,14750,14850,14600,14800,4224,498701.0,3369600.0
2016-12-21,14749,15200,14650,15100,7852,508810.0,3369600.0
2016-12-22,15150,15200,14700,15000,7738,505440.0,3369600.0
2016-12-23,14850,15100,14800,15000,4994,505440.0,3369600.0
2016-12-26,15000,15500,14850,15400,9767,518918.0,3369600.0
2016-12-27,15250,15449,15150,15450,5059,520603.0,3369600.0
2016-12-28,15300,15399,15150,15400,4153,518918.0,3369600.0
2016-12-29,15350,15750,15150,15350,5018,517234.0,3369600.0
2017-01-02,15399,15600,15300,15400,1940,518918.0,3369600.0
2017-01-03,15400,15650,15250,15650,4214,527342.0,3369600.0
2017-01-04,15649,15649,15400,15550,4855,523973.0,3369600.0
2017-01-05,15449,15600,15350,15450,2877,520603.0,3369600.0
2017-01-06,15450,15549,15049,15100,6783,508810.0,3369600.0
2017-01-09,15150,15249,15100,15150,1472,510494.0,3369600.0
2017-01-10,15200,15250,14950,15100,4055,508810.0,3369600.0
2017-01-11,15000,15200,15000,15100,2682,508810.0,3369600.0
2017-01-12,15100,15300,15000,15200,4822,512179.0,3369600.0
2017-01-13,15200,15349,15100,15200,2756,512179.0,3369600.0
2017-01-16,15199,15300,14949,14950,3737,503755.0,3369600.0
2017-01-17,15000,15050,14850,14950,3004,503755.0,3369600.0
2017-01-18,14800,15100,14800,15000,1106,505440.0,3369600.0
2017-01-19,15000,15250,14850,15100,4385,508810.0,3369600.0
2017-01-20,15050,15249,15000,15150,3042,510494.0,3369600.0
2017-01-23,15150,15450,15100,15400,3464,518918.0,3369600.0
2017-01-24,15400,15600,15250,15550,6215,523973.0,3369600.0
2017-01-25,15450,15700,15250,15350,5535,517234.0,3369600.0
2017-01-26,15250,15600,14900,14950,11589,503755.0,3369600.0
2017-01-31,14950,15250,14899,15050,6084,507125.0,3369600.0
2017-02-01,15100,15349,15050,15200,4888,512179.0,3369600.0
2017-02-02,15200,15350,15149,15250,5257,513864.0,3369600.0
2017-02-03,15150,16400,15150,16000,19148,539136.0,3369600.0
2017-02-06,16000,16050,15700,15750,9953,530712.0,3369600.0
2017-02-07,15900,16000,15700,15900,7738,535766.0,3369600.0
2017-02-08,15750,15799,15250,15250,16766,513864.0,3369600.0
2017-02-09,15300,15400,14950,15050,11788,507125.0,3369600.0
2017-02-10,15100,15300,14800,15200,10204,512179.0,3369600.0
2017-02-13,15100,15399,15050,15350,6010,517234.0,3369600.0
2017-02-14,15450,15700,15350,15650,6065,527342.0,3369600.0
2017-02-15,15650,15800,15500,15750,5515,530712.0,3369600.0
2017-02-16,15850,16100,15749,16100,4719,542506.0,3369600.0
2017-02-17,16100,16150,16000,16000,3160,539136.0,3369600.0
2017-02-20,16100,16200,15850,16000,3989,539136.0,3369600.0
2017-02-21,15900,16349,15900,16200,8674,545875.0,3369600.0
2017-02-22,16150,16199,16000,16200,4322,545875.0,3369600.0
2017-02-23,16200,16500,16100,16500,8865,555984.0,3369600.0
2017-02-24,16600,16650,16400,16550,11610,557669.0,3369600.0
2017-02-27,16450,16650,16450,16650,3668,561038.0,3369600.0
2017-02-28,16500,16650,16450,16500,3540,555984.0,3369600.0
2017-03-02,16550,16600,16350,16550,4707,557669.0,3369600.0
2017-03-03,16350,16550,16200,16300,8783,549245.0,3369600.0
2017-03-06,16199,16450,15949,16350,5167,550930.0,3369600.0
2017-03-07,16200,16550,16150,16550,5498,557669.0,3369600.0
2017-03-08,16550,16850,16350,16650,6968,561038.0,3369600.0
2017-03-09,16600,17000,16550,16950,12023,571147.0,3369600.0
2017-03-10,16750,16950,16650,16800,5526,566093.0,3369600.0
2017-03-13,16850,16900,16600,16750,5923,564408.0,3369600.0
2017-03-14,16650,16800,16249,16600,12159,559354.0,3369600.0
2017-03-15,16600,16650,16350,16400,5933,552614.0,3369600.0
2017-03-16,16600,16650,16350,16500,5445,555984.0,3369600.0
2017-03-17,16550,16800,16350,16800,6638,566093.0,3369600.0
2017-03-20,16750,16850,16600,16750,5699,564408.0,3369600.0
2017-03-21,16600,16800,16249,16800,7833,566093.0,3369600.0
2017-03-22,16550,16650,16450,16650,4386,561038.0,3369600.0
2017-03-23,16500,16700,16450,16450,6081,554299.0,3369600.0
2017-03-24,16450,16950,16350,16850,6771,567778.0,3369600.0
2017-03-27,16850,16950,16600,16800,7498,566093.0,3369600.0
2017-03-28,16800,16900,16500,16550,7044,557669.0,3369600.0
2017-03-29,16550,16850,16500,16800,6008,566093.0,3369600.0
2017-03-30,16700,16850,16600,16800,5625,566093.0,3369600.0
2017-03-31,16700,17000,16700,16950,8235,571147.0,3369600.0
2017-04-03,16950,17050,16900,17000,5914,572832.0,3369600.0
2017-04-04,17000,17100,16950,17000,4837,572832.0,3369600.0
2017-04-05,17000,17300,16850,17050,10400,574517.0,3369600.0
2017-04-06,17050,17050,16650,16950,3677,571147.0,3369600.0
2017-04-07,16950,17250,16800,17000,4427,572832.0,3369600.0
2017-04-10,16950,17100,16650,16900,9534,569462.0,3369600.0
2017-04-11,16750,16850,16450,16500,8989,555984.0,3369600.0
2017-04-12,16500,16600,16400,16400,4628,552614.0,3369600.0
2017-04-13,16600,16600,16350,16400,4587,552614.0,3369600.0
2017-04-14,16600,16950,16500,16900,10975,569462.0,3369600.0
2017-04-17,16950,17400,16950,17400,10656,586310.0,3369600.0
2017-04-18,17400,17500,16850,17000,26196,572832.0,3369600.0
2017-04-19,0,0,0,17000,0,572832.0,3369600.0
2017-04-20,0,0,0,17000,0,,
2017-04-21,0,0,0,17000,0,,
2017-04-24,0,0,0,17000,0,,
2017-04-25,0,0,0,17000,0,,
2017-04-26,0,0,0,17000,0,,
2017-04-27,0,0,0,17000,0,,
2017-04-28,0,0,0,17000,0,,
2017-05-02,0,0,0,17000,0,,
2017-05-04,0,0,0,17000,0,,
2017-05-08,0,0,0,17000,0,,
2017-05-10,0,0,0,17000,0,,
2017-05-11,17800,17900,16050,16150,618470,544190.0,33696000.0
2017-05-12,16250,16250,15300,16000,379548,539136.0,33696000.0
2017-05-15,16250,16350,16050,16150,72659,544190.0,33696000.0
2017-05-16,16100,16350,15900,16350,62399,550930.0,33696000.0
2017-05-17,16350,16450,16050,16450,101701,554299.0,33696000.0
2017-05-18,16100,16600,16100,16550,75251,557669.0,33696000.0
2017-05-19,16400,16750,16400,16700,86853,562723.0,33696000.0
2017-05-22,16700,16700,16500,16500,39645,555984.0,33696000.0
2017-05-23,16500,16600,16200,16550,62206,557669.0,33696000.0
2017-05-24,16400,16600,16250,16300,77402,549245.0,33696000.0
2017-05-25,16300,16450,16100,16450,58450,554299.0,33696000.0
2017-05-26,16450,16500,16350,16450,26787,554299.0,33696000.0
2017-05-29,16350,16450,16200,16450,38525,554299.0,33696000.0
2017-05-30,16300,16600,16300,16350,34030,550930.0,33696000.0
2017-05-31,16600,17300,16350,17300,553241,582941.0,33696000.0
2017-06-01,17150,18050,17100,18000,195136,606528.0,33696000.0
2017-06-02,18000,18150,17700,18050,146105,608213.0,33696000.0
2017-06-05,17900,18350,17900,18200,78655,613267.0,33696000.0
2017-06-07,18000,18350,17900,18350,76169,618322.0,33696000.0
2017-06-08,18350,18350,17650,17900,78886,603158.0,33696000.0
2017-06-09,17850,18050,17650,17950,92867,604843.0,33696000.0
2017-06-12,17900,18000,17500,17600,70702,593050.0,33696000.0
2017-06-13,17550,18150,17500,17850,87434,601474.0,33696000.0
2017-06-14,18150,18150,17250,17500,59540,589680.0,33696000.0
2017-06-15,17500,17750,17200,17650,56176,594734.0,33696000.0
2017-06-16,17700,17700,17150,17400,65005,586310.0,33696000.0
2017-06-19,17450,17450,16950,17000,88911,572832.0,33696000.0
2017-06-20,17000,17150,16700,17100,82097,576202.0,33696000.0
2017-06-21,16950,17150,16950,16950,38122,571147.0,33696000.0
2017-06-22,17100,17200,16650,17200,76778,579571.0,33696000.0
2017-06-23,17150,17250,16900,16900,49302,569462.0,33696000.0
2017-06-26,16900,17250,16700,17250,57781,581256.0,33696000.0
2017-06-27,17300,17350,17050,17300,52976,582941.0,33696000.0
2017-06-28,17300,17300,16950,16950,46395,571147.0,33696000.0
2017-06-29,17000,17200,16900,16950,27793,571147.0,33696000.0
2017-06-30,16900,17250,16750,17200,48856,579571.0,33696000.0
2017-07-03,17200,17200,16750,16800,42420,566093.0,33696000.0
2017-07-04,16800,17100,16600,17100,42849,576202.0,33696000.0
2017-07-05,16900,17150,16600,17150,77609,577886.0,33696000.0
2017-07-06,17100,17100,16900,16900,27915,569462.0,33696000.0
2017-07-07,17050,17100,16850,17050,22266,574517.0,33696000.0
2017-07-10,16950,17100,16750,16850,41784,567778.0,33696000.0
2017-07-11,16900,17000,16650,16650,36101,561038.0,33696000.0
2017-07-12,16850,16950,16650,16700,29537,562723.0,33696000.0
2017-07-13,16700,17200,16600,17000,54576,572832.0,33696000.0
2017-07-14,17050,17050,16700,16700,45224,562723.0,33696000.0
2017-07-17,16850,16900,16600,16850,53925,567778.0,33696000.0
2017-07-18,16850,17050,16750,17000,44793,572832.0,33696000.0
2017-07-19,17050,17100,16800,16900,54100,569462.0,33696000.0
2017-07-20,17000,17000,16700,16800,51426,566093.0,33696000.0
2017-07-21,16700,16750,16250,16500,123438,555984.0,33696000.0
2017-07-24,16550,16600,16200,16450,57878,554299.0,33696000.0
2017-07-25,16450,16600,16050,16400,74498,552614.0,33696000.0
2017-07-26,16400,16600,16150,16550,96197,557669.0,33696000.0
2017-07-27,16350,16850,16350,16700,36026,562723.0,33696000.0
2017-07-28,16800,17350,16700,16900,97376,569462.0,33696000.0
2017-07-31,16750,16900,16450,16700,70733,562723.0,33696000.0
2017-08-01,16650,17050,16500,16950,42590,571147.0,33696000.0
2017-08-02,16950,17000,16700,16850,44214,567778.0,33696000.0
2017-08-03,16550,16650,16150,16250,71632,547560.0,33696000.0
2017-08-04,16200,16700,15900,16550,72445,557669.0,33696000.0
2017-08-07,16550,16700,16150,16300,34140,549245.0,33696000.0
2017-08-08,16300,17100,16250,16900,133620,569462.0,33696000.0
2017-08-09,16950,17250,16800,17000,101314,572832.0,33696000.0
2017-08-10,16900,17050,16700,17000,60614,572832.0,33696000.0
2017-08-11,16700,17000,16550,16850,80267,567778.0,33696000.0
2017-08-14,16800,16800,16450,16550,32379,557669.0,33696000.0
2017-08-16,16650,17200,16600,16650,72082,561038.0,33696000.0
2017-08-17,16600,17050,16600,16900,26068,569462.0,33696000.0
2017-08-18,16850,17000,16700,16850,22868,567778.0,33696000.0
2017-08-21,17000,17050,16650,16850,35234,567778.0,33696000.0
2017-08-22,16700,16850,16450,16450,45381,554299.0,33696000.0
2017-08-23,16550,16600,16450,16600,12798,559354.0,33696000.0
2017-08-24,16600,16600,16350,16500,30665,555984.0,33696000.0
2017-08-25,16450,16500,16350,16450,25572,554299.0,33696000.0
2017-08-28,16350,16600,16250,16500,43633,555984.0,33696000.0
2017-08-29,16300,16650,16250,16450,52742,554299.0,33696000.0
2017-08-30,16400,16550,16200,16300,44460,549245.0,33696000.0
2017-08-31,16200,16400,16150,16400,24812,552614.0,33696000.0
2017-09-01,16300,16400,16250,16350,24326,550930.0,33696000.0
2017-09-04,16200,16250,16000,16050,40386,540821.0,33696000.0
2017-09-05,16000,16150,15850,16150,24088,544190.0,33696000.0
2017-09-06,16050,16200,15900,16100,12716,542506.0,33696000.0
2017-09-07,16000,16150,15950,16150,12683,544190.0,33696000.0
2017-09-08,16100,16100,15850,16050,9842,540821.0,33696000.0
2017-09-11,16000,16000,15500,15550,53185,523973.0,33696000.0
2017-09-12,15550,15950,15550,15750,16279,530712.0,33696000.0
2017-09-13,15700,15800,15450,15450,16604,520603.0,33696000.0
2017-09-14,15550,15550,14750,15150,81963,510494.0,33696000.0
2017-09-15,14950,15500,14850,15500,39421,522288.0,33696000.0
2017-09-18,15450,15450,15000,15000,55519,505440.0,33696000.0
2017-09-19,14900,14900,14550,14600,86102,491962.0,33696000.0
2017-09-20,14600,15050,14600,14800,35219,498701.0,33696000.0
2017-09-21,14800,15000,14600,14950,23445,503755.0,33696000.0
2017-09-22,14900,15000,14600,14900,20596,502070.0,33696000.0
2017-09-25,14800,14900,14600,14900,30855,502070.0,33696000.0
2017-09-26,14650,15100,14550,15000,61912,505440.0,33696000.0
2017-09-27,15050,15050,14350,14350,66956,483538.0,33696000.0
2017-09-28,14400,14750,14400,14750,19480,497016.0,33696000.0
2017-09-29,14550,15000,14550,15000,32873,505440.0,33696000.0
2017-10-10,14950,15200,14700,15200,17804,512179.0,33696000.0
2017-10-11,15100,15150,14700,14950,35962,503755.0,33696000.0
2017-10-12,14700,15200,14700,15150,35277,510494.0,33696000.0
2017-10-13,15150,15150,14550,14600,47435,491962.0,33696000.0
2017-10-16,14600,14700,14250,14700,97697,495331.0,33696000.0
2017-10-17,14750,14750,14450,14550,24501,490277.0,33696000.0
2017-10-18,14550,14600,14300,14500,56869,488592.0,33696000.0
2017-10-19,14450,14500,14300,14450,18923,486907.0,33696000.0
2017-10-20,14450,15700,14250,15700,105882,529027.0,33696000.0
2017-10-23,15450,15500,15000,15100,39226,508810.0,33696000.0
2017-10-24,15100,15200,14850,15000,36125,505440.0,33696000.0
2017-10-25,15000,15200,14850,15100,53526,508810.0,33696000.0
2017-10-26,15100,15100,14650,14700,127050,495331.0,33696000.0
2017-10-27,14850,15100,14700,14900,31207,502070.0,33696000.0
2017-10-30,15000,15150,14850,14900,37477,502070.0,33696000.0
2017-10-31,14900,15050,14850,15050,55764,507125.0,33696000.0
2017-11-01,15050,15100,14700,14850,62136,500386.0,33696000.0
2017-11-02,14850,15200,14700,15000,74356,505440.0,33696000.0
2017-11-03,14900,15100,14750,15000,53952,505440.0,33696000.0
2017-11-06,14900,15050,14800,15000,66670,505440.0,33696000.0
2017-11-07,15050,15900,14900,15550,244633,523973.0,33696000.0
2017-11-08,15600,15600,15200,15500,91554,522288.0,33696000.0
2017-11-09,15450,15550,15000,15100,134616,508810.0,33696000.0
2017-11-10,15100,15200,14800,14850,143794,500386.0,33696000.0
2017-11-13,14950,15200,14750,14900,151554,502070.0,33696000.0
2017-11-14,14900,15400,14850,15300,116153,515549.0,33696000.0
2017-11-15,15300,15400,14800,15000,153790,505440.0,33696000.0
2017-11-16,15000,15150,14850,15050,85109,507125.0,33696000.0
2017-11-17,15000,15100,14850,14950,106016,503755.0,33696000.0
2017-11-20,14950,15200,14950,15150,139914,510494.0,33696000.0
2017-11-21,15100,15600,15100,15500,139439,522288.0,33696000.0
2017-11-22,15450,15650,15150,15500,96105,522288.0,33696000.0
2017-11-23,15450,15900,15200,15900,106574,535766.0,33696000.0
2017-11-24,15750,15850,15500,15650,72574,527342.0,33696000.0
2017-11-27,15500,15750,15500,15700,38508,529027.0,33696000.0
2017-11-28,15700,16050,15650,16000,97267,539136.0,33696000.0
2017-11-29,15950,16000,15500,15500,61536,522288.0,33696000.0
2017-11-30,15550,16000,15400,15800,84468,532397.0,33696000.0
2017-12-01,15900,15950,15600,15900,66392,535766.0,33696000.0
2017-12-04,15900,16250,15900,16100,90918,542506.0,33696000.0
2017-12-05,16100,16850,16000,16700,163582,562723.0,33696000.0
2017-12-06,16650,16650,16150,16350,69771,550930.0,33696000.0
2017-12-07,16350,16400,15800,16000,118426,539136.0,33696000.0
2017-12-08,16000,16400,16000,16250,87448,547560.0,33696000.0
2017-12-11,16350,16400,15950,16300,75038,549245.0,33696000.0
2017-12-12,16300,16300,16150,16300,23634,549245.0,33696000.0
2017-12-13,16300,16650,16150,16550,70672,557669.0,33696000.0
2017-12-14,16650,16800,16350,16750,65306,564408.0,33696000.0
2017-12-15,16750,17350,16650,17350,174650,584626.0,33696000.0
2017-12-18,17050,17300,16850,17150,77406,577886.0,33696000.0
2017-12-19,17100,17100,16600,16850,65255,567778.0,33696000.0
2017-12-20,16850,17000,16350,16550,89527,557669.0,33696000.0
2017-12-21,16550,16850,16350,16850,30160,567778.0,33696000.0
2017-12-22,16950,16950,16500,16850,43788,567778.0,33696000.0
2017-12-26,16950,17100,16700,17100,71052,576202.0,33696000.0
2017-12-27,16600,16700,16200,16300,55103,549245.0,33696000.0
2017-12-28,16300,16450,16100,16300,30765,549245.0,33696000.0
2018-01-02,16350,16350,15900,16050,35689,540821.0,33696000.0
2018-01-03,15900,15950,15600,15750,84463,530712.0,33696000.0
2018-01-04,15800,15850,15600,15750,64774,530712.0,33696000.0
2018-01-05,15850,15850,15500,15650,22091,527342.0,33696000.0
2018-01-08,15650,15900,15400,15850,34684,534082.0,33696000.0
2018-01-09,15750,15800,15400,15450,56462,520603.0,33696000.0
2018-01-10,15650,15900,15500,15900,48980,535766.0,33696000.0
2018-01-11,15750,15950,15550,15700,85822,529027.0,33696000.0
2018-01-12,15750,15750,15400,15550,59810,523973.0,33696000.0
2018-01-15,15600,15600,15100,15100,67182,508810.0,33696000.0
2018-01-16,15150,15350,15100,15300,27045,515549.0,33696000.0
2018-01-17,15300,15650,15200,15400,102037,518918.0,33696000.0
2018-01-18,15500,15550,15200,15350,72392,517234.0,33696000.0
2018-01-19,15350,15500,15200,15450,52284,520603.0,33696000.0
2018-01-22,15300,15400,15200,15350,52418,517234.0,33696000.0
2018-01-23,15350,15500,15250,15350,30501,517234.0,33696000.0
2018-01-24,15350,15500,15300,15450,48895,520603.0,33696000.0
2018-01-25,15500,16050,15450,16000,93052,539136.0,33696000.0
2018-01-26,16000,16000,15700,15950,96614,537451.0,33696000.0
2018-01-29,15950,15950,15650,15750,83927,530712.0,33696000.0
2018-01-30,15750,15950,15650,15900,86397,535766.0,33696000.0
2018-01-31,15950,16350,15650,16150,189103,544190.0,33696000.0
2018-02-01,16200,16350,16000,16250,117129,547560.0,33696000.0
2018-02-02,16150,16200,15750,15900,94445,535766.0,33696000.0
2018-02-05,15800,16100,15450,15500,88788,522288.0,33696000.0
2018-02-06,15150,15600,15050,15600,92778,525658.0,33696000.0
2018-02-07,15700,15850,15300,15400,62557,518918.0,33696000.0
2018-02-08,15400,15450,15150,15250,44000,513864.0,33696000.0
2018-02-09,15000,15150,14650,14700,82191,495331.0,33696000.0
2018-02-12,14700,14900,14550,14650,44730,493646.0,33696000.0
2018-02-13,14850,14850,14450,14500,41201,488592.0,33696000.0
2018-02-14,14500,14550,14200,14550,62284,490277.0,33696000.0
2018-02-19,14700,15000,14450,14850,103652,500386.0,33696000.0
2018-02-20,14850,14900,14500,14500,74102,488592.0,33696000.0
2018-02-21,14600,14900,14400,14650,31293,493646.0,33696000.0
2018-02-22,14650,14650,14400,14500,12161,488592.0,33696000.0
2018-02-23,14500,14900,14500,14850,38503,500386.0,33696000.0
2018-02-26,14800,14900,14650,14850,18321,500386.0,33696000.0
2018-02-27,14800,14800,14350,14450,61787,486907.0,33696000.0
2018-02-28,14350,14500,14150,14150,33189,476798.0,33696000.0
2018-03-02,14200,14300,14000,14300,27083,481853.0,33696000.0
2018-03-05,14300,14500,14000,14400,51809,485222.0,33696000.0
2018-03-06,14400,14450,14000,14200,57210,478483.0,33696000.0
2018-03-07,14200,14350,14050,14250,34459,480168.0,33696000.0
2018-03-08,14150,14250,13950,14100,40310,475114.0,33696000.0
2018-03-09,14050,14150,13900,14100,44608,475114.0,33696000.0
2018-03-12,14150,14200,13900,14100,75027,475114.0,33696000.0
2018-03-13,14100,14100,13900,14000,35142,471744.0,33696000.0
2018-03-14,14000,14050,13700,13750,55822,463320.0,33696000.0
2018-03-15,13800,13900,13600,13700,47006,461635.0,33696000.0
2018-03-16,13850,14050,13700,14000,45898,471744.0,33696000.0
2018-03-19,14050,14050,13650,13900,66670,468374.0,33696000.0
2018-03-20,13900,14050,13750,14050,29429,473429.0,33696000.0
2018-03-21,14000,14150,13850,14150,34345,476798.0,33696000.0
2018-03-22,14050,14200,13850,14000,49986,471744.0,33696000.0
2018-03-23,13900,14100,13550,13950,82896,470059.0,33696000.0
2018-03-26,13900,14400,13900,14250,35799,480168.0,33696000.0
2018-03-27,14250,14400,14100,14250,25762,480168.0,33696000.0
2018-03-28,14250,14250,13950,14050,32538,473429.0,33696000.0
2018-03-29,14050,14300,13750,13900,62517,468374.0,33696000.0
2018-03-30,14000,14150,13850,13850,36139,466690.0,33696000.0
2018-04-02,13900,14350,13900,14100,69499,475114.0,33696000.0
2018-04-03,14100,14150,13950,14150,25067,476798.0,33696000.0
2018-04-04,14200,14200,13900,13900,38336,468374.0,33696000.0
2018-04-05,14050,14600,14050,14400,89942,485222.0,33696000.0
2018-04-06,14300,14450,14150,14350,35075,483538.0,33696000.0
2018-04-09,14250,14350,13800,13800,69928,465005.0,33696000.0
2018-04-10,13850,14000,13300,13900,107088,468374.0,33696000.0
2018-04-11,13800,13950,13650,13700,42465,461635.0,33696000.0
2018-04-12,13700,13850,13500,13800,56219,465005.0,33696000.0
2018-04-13,13750,13850,13500,13600,55023,458266.0,33696000.0
2018-04-16,13550,13750,13450,13550,28464,456581.0,33696000.0
2018-04-17,13500,13750,13500,13650,44988,459950.0,33696000.0
2018-04-18,13700,13900,13550,13850,58844,466690.0,33696000.0
2018-04-19,13850,13900,13700,13850,48016,466690.0,33696000.0
2018-04-20,13850,14000,13700,13900,38887,468374.0,33696000.0
2018-04-23,13900,13950,13700,13800,25633,465005.0,33696000.0
2018-04-24,13850,14000,13750,13950,34727,470059.0,33696000.0
2018-04-25,13950,14100,13650,13900,44691,468374.0,33696000.0
2018-04-26,13900,14250,13900,14200,42388,478483.0,33696000.0
2018-04-27,14150,14650,13950,14400,106629,485222.0,33696000.0
2018-04-30,14450,14500,14000,14000,58015,471744.0,33696000.0
2018-05-02,14100,14200,13850,14050,103233,473429.0,33696000.0
2018-05-03,14100,14200,13950,14150,61583,476798.0,33696000.0
2018-05-04,14150,14300,13850,14050,45409,473429.0,33696000.0
2018-05-08,14000,14100,13550,13700,74893,461635.0,33696000.0
2018-05-09,13750,13750,13400,13600,64903,458266.0,33696000.0
2018-05-10,13600,13750,13350,13700,75253,461635.0,33696000.0
2018-05-11,13700,13900,13600,13850,65995,466690.0,33696000.0
2018-05-14,13900,14000,13800,13850,53514,466690.0,33696000.0
2018-05-15,13850,14250,13850,14200,79248,478483.0,33696000.0
2018-05-16,14200,14200,13800,14100,71018,475114.0,33696000.0
2018-05-17,14200,14200,13950,14150,83913,476798.0,33696000.0
2018-05-18,14150,14300,13950,14150,84760,476798.0,33696000.0
2018-05-21,14250,14300,13900,14200,45108,478483.0,33696000.0
2018-05-23,14200,14250,13900,13900,66971,468374.0,33696000.0
2018-05-24,14000,14000,13750,13850,33352,466690.0,33696000.0
2018-05-25,13750,13900,13600,13750,53268,463320.0,33696000.0
2018-05-28,13750,13950,13700,13950,28115,470059.0,33696000.0
2018-05-29,13900,13950,13650,13950,54025,470059.0,33696000.0
2018-05-30,13750,13850,13500,13700,62550,461635.0,33696000.0
2018-05-31,13700,13750,13400,13400,66396,451526.0,33696000.0
2018-06-01,13450,13800,13400,13600,56235,458266.0,33696000.0
2018-06-04,13700,13750,13450,13650,45348,459950.0,33696000.0
2018-06-05,13600,13850,13600,13800,30419,465005.0,33696000.0
2018-06-07,13850,14150,13850,14050,54497,473429.0,33696000.0
2018-06-08,14050,14100,13850,14050,44632,473429.0,33696000.0
2018-06-11,14100,14100,13750,13950,21687,470059.0,33696000.0
2018-06-12,13950,14200,13900,14050,17241,473429.0,33696000.0
2018-06-14,14100,14100,13700,13700,36266,461635.0,33696000.0
2018-06-15,13750,14200,13650,14200,79120,478483.0,33696000.0
2018-06-18,14150,14200,13650,13650,51218,459950.0,33696000.0
2018-06-19,13800,13800,13450,13450,87347,453211.0,33696000.0
2018-06-20,13500,13750,13350,13650,42977,459950.0,33696000.0
2018-06-21,13650,13650,13300,13300,51835,448157.0,33696000.0
2018-06-22,13250,13550,13000,13300,46076,448157.0,33696000.0
2018-06-25,13200,13500,13100,13200,40168,444787.0,33696000.0
2018-06-26,13200,13250,12850,13200,77481,444787.0,33696000.0
2018-06-27,13000,13300,13000,13200,81388,444787.0,33696000.0
2018-06-28,13200,13200,13000,13150,21887,443102.0,33696000.0
2018-06-29,13150,13200,12900,13200,49238,444787.0,33696000.0
2018-07-02,13100,13400,12800,12900,51497,434678.0,33696000.0
2018-07-03,12900,13100,12550,13000,46091,438048.0,33696000.0
2018-07-04,13000,13000,12500,12800,75190,431309.0,33696000.0
2018-07-05,12800,12800,12300,12650,69183,426254.0,33696000.0
2018-07-06,12650,13200,12600,13100,62487,441418.0,33696000.0
2018-07-09,13050,13050,12850,12950,23384,436363.0,33696000.0
2018-07-10,12950,13150,12800,13000,52245,438048.0,33696000.0
2018-07-11,13050,13300,12850,13200,39028,444787.0,33696000.0
2018-07-12,13200,13200,13000,13100,24533,441418.0,33696000.0
2018-07-13,13100,13300,13000,13100,20215,441418.0,33696000.0
2018-07-16,13000,13200,13000,13150,8720,443102.0,33696000.0
2018-07-17,13200,13200,12850,13050,33540,439733.0,33696000.0
2018-07-18,13050,13150,12800,13100,38079,441418.0,33696000.0
2018-07-19,13100,13100,12700,12750,46088,429624.0,33696000.0
2018-07-20,12700,12900,12700,12850,5776,432994.0,33696000.0
2018-07-23,12800,12950,12400,12600,32746,424570.0,33696000.0
2018-07-24,12550,12750,12450,12750,32599,429624.0,33696000.0
2018-07-25,12700,12750,12350,12350,48082,416146.0,33696000.0
2018-07-26,12300,12650,12300,12500,29226,421200.0,33696000.0
2018-07-27,12400,12600,12400,12550,9216,422885.0,33696000.0
2018-07-30,12650,12700,12400,12700,19491,427939.0,33696000.0
2018-07-31,12650,12750,12450,12550,57133,422885.0,33696000.0
2018-08-01,12650,12700,12450,12550,35790,422885.0,33696000.0
2018-08-02,12600,12600,12200,12200,36566,411091.0,33696000.0
2018-08-03,12250,12400,12200,12350,19845,416146.0,33696000.0
2018-08-06,12350,12600,12350,12550,25114,422885.0,33696000.0
2018-08-07,12600,12600,12450,12600,5413,424570.0,33696000.0
2018-08-08,12500,12650,12450,12500,11328,421200.0,33696000.0
2018-08-09,12600,12600,12400,12550,9388,422885.0,33696000.0
2018-08-10,12450,13200,12300,12550,47859,422885.0,33696000.0
2018-08-13,12550,12550,12000,12200,52813,411091.0,33696000.0
2018-08-14,12200,12200,11950,12150,50272,409406.0,33696000.0
2018-08-16,12250,12250,11900,12000,28860,404352.0,33696000.0
2018-08-17,12150,12550,12000,12350,24552,416146.0,33696000.0
2018-08-20,12500,12500,12150,12400,9309,417830.0,33696000.0
2018-08-21,12200,12500,12200,12400,13522,417830.0,33696000.0
2018-08-22,12400,12650,11950,12200,46027,411091.0,33696000.0
2018-08-23,12200,12200,11850,12050,56258,406037.0,33696000.0
2018-08-24,12050,12350,11950,12300,52613,414461.0,33696000.0
2018-08-27,12250,12400,12200,12400,21034,417830.0,33696000.0
2018-08-28,12350,12500,12250,12350,20888,416146.0,33696000.0
2018-08-29,12350,12500,12250,12350,22129,416146.0,33696000.0
2018-08-30,12300,12450,12200,12350,26510,416146.0,33696000.0
2018-08-31,12400,12400,12250,12400,22099,417830.0,33696000.0
2018-09-03,12400,12500,12200,12500,22532,421200.0,33696000.0
2018-09-04,12450,12500,12100,12150,35417,409406.0,33696000.0
2018-09-05,12150,12650,12100,12600,86309,424570.0,33696000.0
