SK디앤디(210980),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-03-07,25914,26314,25814,26315,6072,424876.0,10770000.0
2017-03-08,26348,26448,26181,26381,8557,425954.0,10770000.0
2017-03-09,26414,26448,26114,26381,6883,425954.0,10770000.0
2017-03-10,26381,26381,25881,26381,9467,425954.0,10770000.0
2017-03-13,26381,26381,26081,26315,4701,424876.0,10770000.0
2017-03-14,26381,26381,25714,25915,9068,418414.0,10770000.0
2017-03-15,26014,26014,25514,25681,11219,414645.0,10770000.0
2017-03-16,25580,25814,25514,25748,5116,415722.0,10770000.0
2017-03-17,25747,25881,25547,25881,8163,417876.0,10770000.0
2017-03-20,26014,26014,25547,25814,6267,416799.0,10770000.0
2017-03-21,25814,25814,25580,25748,6943,415722.0,10770000.0
2017-03-22,25747,25747,25380,25548,15724,412491.0,10770000.0
2017-03-23,25747,25747,25414,25681,10360,414645.0,10770000.0
2017-03-24,25681,26281,25681,26015,17394,420030.0,10770000.0
2017-03-27,27015,28349,26981,27315,79184,441032.0,10770000.0
2017-03-28,27482,27482,26381,27048,24478,436724.0,10770000.0
2017-03-29,27281,27582,27115,27582,24650,445340.0,10770000.0
2017-03-30,27848,28215,27515,27916,33707,450724.0,10770000.0
2017-03-31,28015,29349,28015,29183,43813,471188.0,10770000.0
2017-04-03,29549,30283,29249,29850,39735,481958.0,10770000.0
2017-04-04,29850,29850,29349,29350,17947,473880.0,10770000.0
2017-04-05,29383,29649,28482,28783,29093,464726.0,10770000.0
2017-04-06,28749,29750,28749,29750,45856,480342.0,10770000.0
2017-04-07,30350,30800,28500,28900,91307,311253.0,10770000.0
2017-04-10,28900,28900,27700,28050,27651,302098.0,10770000.0
2017-04-11,27650,28150,27650,27950,30071,301022.0,10770000.0
2017-04-12,27900,28050,27750,28000,13649,301560.0,10770000.0
2017-04-13,27900,28450,27650,28450,15808,306406.0,10770000.0
2017-04-14,28450,28450,27600,28050,25327,302098.0,10770000.0
2017-04-17,28050,28150,27850,28100,16690,302637.0,10770000.0
2017-04-18,28150,28150,27700,28100,11703,302637.0,10770000.0
2017-04-19,28250,28250,27600,27900,15991,300483.0,10770000.0
2017-04-20,27900,28250,27550,28250,20123,304252.0,10770000.0
2017-04-21,28350,28350,27850,28150,25278,303176.0,10770000.0
2017-04-24,28150,28150,27700,28050,14092,302098.0,10770000.0
2017-04-25,28050,28100,27750,28000,12007,301560.0,10770000.0
2017-04-26,27650,27950,27650,27900,32913,300483.0,10770000.0
2017-04-27,27800,27950,27600,27850,16216,299944.0,10770000.0
2017-04-28,27300,27650,26950,27600,44437,445878.0,16155000.0
2017-05-02,27600,27600,26950,27150,39948,438608.0,16155000.0
2017-05-04,27250,27250,26850,27050,28021,436993.0,16155000.0
2017-05-08,27050,27300,26500,27200,37803,439416.0,16155000.0
2017-05-10,26950,27300,26800,26900,32072,434570.0,16155000.0
2017-05-11,26700,27100,26700,27100,21158,437800.0,16155000.0
2017-05-12,27050,27100,26650,26750,19711,432146.0,16155000.0
2017-05-15,26900,27500,26800,27300,31052,441032.0,16155000.0
2017-05-16,27300,29000,27200,28850,146937,466072.0,16155000.0
2017-05-17,28850,29650,28450,29300,64258,473342.0,16155000.0
2017-05-18,29200,31650,29050,31050,321244,501613.0,16155000.0
2017-05-19,31350,31450,30750,31050,56169,501613.0,16155000.0
2017-05-22,31300,31950,30850,31050,61815,501613.0,16155000.0
2017-05-23,31250,31300,30650,30700,52882,495958.0,16155000.0
2017-05-24,30950,31950,30700,31500,96464,508882.0,16155000.0
2017-05-25,31650,31650,30750,31400,53293,507267.0,16155000.0
2017-05-26,31400,31450,30900,31250,41108,504844.0,16155000.0
2017-05-29,31500,32250,31300,32200,110212,520191.0,16155000.0
2017-05-30,32100,32350,31150,31350,66966,506459.0,16155000.0
2017-05-31,31200,31300,30150,30300,83750,489496.0,16155000.0
2017-06-01,30600,30750,30300,30500,38662,492728.0,16155000.0
2017-06-02,30900,30900,30600,30900,42479,499190.0,16155000.0
2017-06-05,31450,31450,30150,30400,50551,491112.0,16155000.0
2017-06-07,30400,30750,30000,30200,34706,487881.0,16155000.0
2017-06-08,30800,30800,30150,30450,36649,491920.0,16155000.0
2017-06-09,30800,32200,30450,32000,100800,516960.0,16155000.0
2017-06-12,31900,32750,31500,31700,44485,512114.0,16155000.0
2017-06-13,31750,32100,30950,31300,38800,505652.0,16155000.0
2017-06-14,31500,31600,30900,31450,31130,508075.0,16155000.0
2017-06-15,31600,31600,30600,31450,45042,508075.0,16155000.0
2017-06-16,31450,35500,31150,34000,395815,549270.0,16155000.0
2017-06-19,34550,36200,34100,34500,283404,557348.0,16155000.0
2017-06-20,35000,36200,34600,34800,165437,562194.0,16155000.0
2017-06-21,34700,36100,33900,35650,157557,575926.0,16155000.0
2017-06-22,36150,36650,34750,35000,172335,565425.0,16155000.0
2017-06-23,34800,35350,34450,34950,61301,564617.0,16155000.0
2017-06-26,34950,35350,34300,34950,319883,564617.0,16155000.0
2017-06-27,35450,35750,34050,34100,96495,550886.0,16155000.0
2017-06-28,34100,34500,33800,34100,42356,550886.0,16155000.0
2017-06-29,34400,34400,33900,34000,26070,549270.0,16155000.0
2017-06-30,33900,34950,33500,34800,64719,562194.0,16155000.0
2017-07-03,34700,34700,33800,34250,44068,553309.0,16155000.0
2017-07-04,34000,34250,33650,33750,24211,545231.0,16155000.0
2017-07-05,34200,34500,33800,34250,38124,553309.0,16155000.0
2017-07-06,34000,34900,33950,34700,40624,560578.0,16155000.0
2017-07-07,34700,35750,34150,35450,95916,572695.0,16155000.0
2017-07-10,35750,35750,34800,35050,47997,566233.0,16155000.0
2017-07-11,35350,35600,34800,35150,46229,567848.0,16155000.0
2017-07-12,35250,35250,34300,34750,40569,561386.0,16155000.0
2017-07-13,35200,36150,34900,36000,113734,581580.0,16155000.0
2017-07-14,36300,36450,35350,35800,41873,578349.0,16155000.0
2017-07-17,35850,35850,34800,35250,38096,569464.0,16155000.0
2017-07-18,34750,35700,34450,35500,59107,573502.0,16155000.0
2017-07-19,35700,35700,34850,35200,45037,568656.0,16155000.0
2017-07-20,35500,35500,34100,34850,73444,563002.0,16155000.0
2017-07-21,34550,35100,34550,34800,44978,562194.0,16155000.0
2017-07-24,35000,35200,34250,34600,69579,558963.0,16155000.0
2017-07-25,34400,34800,34150,34600,104061,558963.0,16155000.0
2017-07-26,34900,34900,34200,34500,52368,557348.0,16155000.0
2017-07-27,34250,36100,34200,34400,76072,555732.0,16155000.0
2017-07-28,34200,34500,33550,34200,57756,552501.0,16155000.0
2017-07-31,33650,34450,33650,34250,37487,553309.0,16155000.0
2017-08-01,34150,35200,34150,35100,49462,567040.0,16155000.0
2017-08-02,34700,35200,34600,34900,24097,563810.0,16155000.0
2017-08-03,34700,34700,32700,33250,108712,537154.0,16155000.0
2017-08-04,33250,34000,33000,33500,31660,541192.0,16155000.0
2017-08-07,34250,34250,33100,33400,35259,539577.0,16155000.0
2017-08-08,33550,33700,32900,33500,29349,541192.0,16155000.0
2017-08-09,33500,33500,32850,33000,36458,533115.0,16155000.0
2017-08-10,32900,34000,32500,33600,54961,542808.0,16155000.0
2017-08-11,33500,33500,32900,32950,43773,532307.0,16155000.0
2017-08-14,32850,33500,32500,32850,36041,530692.0,16155000.0
2017-08-16,33400,33400,32200,32600,96526,526653.0,16155000.0
2017-08-17,32750,33200,31800,32000,44010,516960.0,16155000.0
2017-08-18,31750,31900,31250,31800,34040,513729.0,16155000.0
2017-08-21,31800,32000,30800,31250,40175,504844.0,16155000.0
2017-08-22,31150,31350,30000,30200,118437,487881.0,16155000.0
2017-08-23,30200,30700,29750,30150,63165,487073.0,16155000.0
2017-08-24,30150,30350,29150,29550,93567,477380.0,16155000.0
2017-08-25,29700,29850,28700,28950,118952,467687.0,16155000.0
2017-08-28,28800,29500,28800,29300,44680,473342.0,16155000.0
2017-08-29,29100,29450,28550,29300,41963,473342.0,16155000.0
2017-08-30,29300,29750,29300,29750,51676,480611.0,16155000.0
2017-08-31,29900,29950,29100,29850,87615,482227.0,16155000.0
2017-09-01,29800,30700,29500,30450,65832,491920.0,16155000.0
2017-09-04,29500,29900,29450,29650,62010,478996.0,16155000.0
2017-09-05,29750,30250,29200,30100,47493,486266.0,16155000.0
2017-09-06,30100,30100,29550,29700,20405,479804.0,16155000.0
2017-09-07,29700,30200,29300,30000,19020,484650.0,16155000.0
2017-09-08,30200,30200,29650,29800,16724,481419.0,16155000.0
2017-09-11,29800,30150,29450,29600,29459,478188.0,16155000.0
2017-09-12,29600,29700,29250,29350,21255,474149.0,16155000.0
2017-09-13,29350,30000,29300,30000,32516,484650.0,16155000.0
2017-09-14,30000,30850,30000,30600,32519,494343.0,16155000.0
2017-09-15,29900,30250,28150,28350,172123,457994.0,16155000.0
2017-09-18,28450,28450,26850,27400,155610,442647.0,16155000.0
2017-09-19,27100,28150,27100,27900,54923,450724.0,16155000.0
2017-09-20,28150,28150,26950,27050,97921,436993.0,16155000.0
2017-09-21,27050,27400,26900,27200,55699,439416.0,16155000.0
2017-09-22,26700,27100,26050,26550,113745,428915.0,16155000.0
2017-09-25,26100,26550,25400,26000,86686,420030.0,16155000.0
2017-09-26,25500,26050,25500,25750,60701,415991.0,16155000.0
2017-09-27,25750,26700,25650,26700,40194,431338.0,16155000.0
2017-09-28,26850,28400,26800,28150,75779,454763.0,16155000.0
2017-09-29,28000,28350,27950,28200,41917,455571.0,16155000.0
2017-10-10,28450,28450,28000,28300,25314,457186.0,16155000.0
2017-10-11,28400,28400,28050,28250,20500,456379.0,16155000.0
2017-10-12,28250,28300,26950,27500,47267,444262.0,16155000.0
2017-10-13,27600,27900,26750,27050,52806,436993.0,16155000.0
2017-10-16,27400,27400,26850,26950,24737,435377.0,16155000.0
2017-10-17,26700,27750,26700,27600,23067,445878.0,16155000.0
2017-10-18,27600,27900,27050,27750,24204,448301.0,16155000.0
2017-10-19,27750,28250,27100,28150,29080,454763.0,16155000.0
2017-10-20,28000,29550,28000,29200,81292,471726.0,16155000.0
2017-10-23,29600,29600,28700,29500,49873,476572.0,16155000.0
2017-10-24,29400,30200,29200,29900,70042,483034.0,16155000.0
2017-10-25,30150,30300,29750,29900,30917,483034.0,16155000.0
2017-10-26,30200,30350,29800,30200,41295,487881.0,16155000.0
2017-10-27,30200,30400,30050,30350,42528,490304.0,16155000.0
2017-10-30,30450,30500,29450,30100,34604,486266.0,16155000.0
2017-10-31,30350,30350,29550,30100,24217,486266.0,16155000.0
2017-11-01,30350,30350,29150,29500,39001,476572.0,16155000.0
2017-11-02,29550,30050,29200,30050,19042,485458.0,16155000.0
2017-11-03,30200,30200,28750,29000,40549,468495.0,16155000.0
2017-11-06,29200,29300,28900,29250,21153,472534.0,16155000.0
2017-11-07,29400,30000,29150,29850,26185,482227.0,16155000.0
2017-11-08,30150,30150,29450,30000,20154,484650.0,16155000.0
2017-11-09,29900,30000,29550,29950,32379,483842.0,16155000.0
2017-11-10,30000,30000,29550,30000,29971,484650.0,16155000.0
2017-11-13,30100,30100,29500,30050,37307,485458.0,16155000.0
2017-11-14,30000,30450,29600,30250,51393,488689.0,16155000.0
2017-11-15,30250,30300,29500,29650,43869,478996.0,16155000.0
2017-11-16,29700,30100,29000,29650,51854,478996.0,16155000.0
2017-11-17,29750,30200,29500,29850,28198,482227.0,16155000.0
2017-11-20,30100,30100,29500,30000,22167,484650.0,16155000.0
2017-11-21,29750,30050,29500,29950,29823,483842.0,16155000.0
2017-11-22,29950,30050,29350,29600,33314,478188.0,16155000.0
2017-11-23,29300,30400,29200,30400,48069,491112.0,16155000.0
2017-11-24,30450,31200,30250,31200,56158,504036.0,16155000.0
2017-11-27,31450,31450,30900,30950,42568,499997.0,16155000.0
2017-11-28,31200,31900,31000,31450,61407,508075.0,16155000.0
2017-11-29,31450,31500,31150,31400,21896,507267.0,16155000.0
2017-11-30,31450,31600,31050,31500,40870,508882.0,16155000.0
2017-12-01,31200,31800,30950,31300,31142,505652.0,16155000.0
2017-12-04,31250,31850,30500,31600,45954,510498.0,16155000.0
2017-12-05,31150,32800,31150,32400,69372,523422.0,16155000.0
2017-12-06,32600,33500,32500,32650,74580,527461.0,16155000.0
2017-12-07,33000,33300,31800,32350,65566,522614.0,16155000.0
2017-12-08,32400,32900,31850,32850,53835,530692.0,16155000.0
2017-12-11,32950,33100,31850,32900,76583,531500.0,16155000.0
2017-12-12,32550,33050,32550,32750,32884,529076.0,16155000.0
2017-12-13,32750,33000,32200,32550,46852,525845.0,16155000.0
2017-12-14,32600,32800,31900,31900,33543,515344.0,16155000.0
2017-12-15,32700,32700,32000,32700,39998,528268.0,16155000.0
2017-12-18,32700,33050,32300,32900,41019,531500.0,16155000.0
2017-12-19,32900,33150,32350,32450,12775,524230.0,16155000.0
2017-12-20,33000,33000,32000,32150,16697,519383.0,16155000.0
2017-12-21,32200,32750,31300,32450,35399,524230.0,16155000.0
2017-12-22,32450,32450,31850,32200,29632,520191.0,16155000.0
2017-12-26,32200,32350,31450,31450,56099,508075.0,16155000.0
2017-12-27,30900,32500,30850,32000,51612,516960.0,16155000.0
2017-12-28,32400,33900,31750,33650,88347,543616.0,16155000.0
2018-01-02,33750,34900,33300,34700,57961,560578.0,16155000.0
2018-01-03,34700,34700,34050,34500,36727,557348.0,16155000.0
2018-01-04,34500,35200,33500,33600,51815,542808.0,16155000.0
2018-01-05,33350,34300,33100,33700,23662,544424.0,16155000.0
2018-01-08,33600,33600,31450,31600,84459,510498.0,16155000.0
2018-01-09,31950,32350,31200,32050,49235,517768.0,16155000.0
2018-01-10,31800,32400,31300,31350,42124,506459.0,16155000.0
2018-01-11,31500,31750,31150,31300,31682,505652.0,16155000.0
2018-01-12,31300,32200,31050,31850,31846,514537.0,16155000.0
2018-01-15,31850,32850,31650,32350,39815,522614.0,16155000.0
2018-01-16,32350,32550,31700,32400,35719,523422.0,16155000.0
2018-01-17,32300,32500,31600,31750,25556,512921.0,16155000.0
2018-01-18,31600,32350,31500,32100,28439,518576.0,16155000.0
2018-01-19,32500,32500,31600,31650,27467,511306.0,16155000.0
2018-01-22,31500,32050,30950,30950,22351,499997.0,16155000.0
2018-01-23,31000,31800,31000,31750,14396,512921.0,16155000.0
2018-01-24,31900,32300,31550,32200,19436,520191.0,16155000.0
2018-01-25,32450,32450,31750,32100,12274,518576.0,16155000.0
2018-01-26,32300,32300,31350,31900,52003,515344.0,16155000.0
2018-01-29,32250,32850,31900,32850,48699,530692.0,16155000.0
2018-01-30,32850,33250,32650,32950,32109,532307.0,16155000.0
2018-01-31,32850,33350,32300,33150,20771,535538.0,16155000.0
2018-02-01,33050,34100,32800,33800,48606,546039.0,16155000.0
2018-02-02,34000,34000,33200,33550,33212,542000.0,16155000.0
2018-02-05,32700,33300,31900,32600,45241,526653.0,16155000.0
2018-02-06,31900,33000,31200,32700,36003,528268.0,16155000.0
2018-02-07,33000,33000,31150,31150,32612,503228.0,16155000.0
2018-02-08,31050,31800,31050,31300,24665,505652.0,16155000.0
2018-02-09,30900,31600,30600,31250,31266,504844.0,16155000.0
2018-02-12,31300,31700,30900,30950,18219,499997.0,16155000.0
2018-02-13,31050,31750,29600,29600,54882,478188.0,16155000.0
2018-02-14,29600,29900,28500,28700,68423,463648.0,16155000.0
2018-02-19,29000,29750,28800,29150,44289,470918.0,16155000.0
2018-02-20,29550,30000,29100,29100,40962,470110.0,16155000.0
2018-02-21,29500,29500,29050,29100,26840,470110.0,16155000.0
2018-02-22,29400,29500,29000,29100,20166,470110.0,16155000.0
2018-02-23,29350,29750,29100,29600,9307,478188.0,16155000.0
2018-02-26,29900,29900,29450,29450,14714,475765.0,16155000.0
2018-02-27,29900,30800,29500,30050,23550,485458.0,16155000.0
2018-02-28,30800,30800,30000,30450,37219,491920.0,16155000.0
2018-03-02,30200,30500,29800,29900,10120,483034.0,16155000.0
2018-03-05,30000,30050,29050,29150,22022,470918.0,16155000.0
2018-03-06,29850,30500,29100,30100,17563,486266.0,16155000.0
2018-03-07,30100,30650,29400,29800,21988,481419.0,16155000.0
2018-03-08,30100,30400,29800,29800,10280,481419.0,16155000.0
2018-03-09,29600,30000,29500,29650,27041,478996.0,16155000.0
2018-03-12,30000,31350,29900,30600,68974,494343.0,16155000.0
2018-03-13,31150,31150,30200,30400,41599,491112.0,16155000.0
2018-03-14,30600,31150,30100,30550,37433,493535.0,16155000.0
2018-03-15,30700,31150,30200,30700,25204,495958.0,16155000.0
2018-03-16,30650,30800,29750,30400,32368,491112.0,16155000.0
2018-03-19,30200,30200,29100,29500,52027,476572.0,16155000.0
2018-03-20,29550,29800,29100,29400,20322,474957.0,16155000.0
2018-03-21,29500,29650,28450,28550,51545,461225.0,16155000.0
2018-03-22,28650,28750,28150,28150,46423,454763.0,16155000.0
2018-03-23,27950,27950,27450,27450,39047,443455.0,16155000.0
2018-03-26,27450,27750,26700,27300,58077,441032.0,16155000.0
2018-03-27,27400,28600,26900,28300,48619,457186.0,16155000.0
2018-03-28,28300,28300,27500,27950,9756,451532.0,16155000.0
2018-03-29,27900,29000,27700,28900,21436,466880.0,16155000.0
2018-03-30,28900,29050,28750,28900,6564,466880.0,16155000.0
2018-04-02,28900,29050,28300,29050,16233,469303.0,16155000.0
2018-04-03,28800,29300,28500,28950,11093,467687.0,16155000.0
2018-04-04,28950,29050,28400,28850,12543,466072.0,16155000.0
2018-04-05,28850,29400,28850,29150,13533,470918.0,16155000.0
2018-04-06,28950,29200,28650,29100,7511,470110.0,16155000.0
2018-04-09,28600,29450,27800,29200,40610,471726.0,16155000.0
2018-04-10,28950,29050,28100,28400,31325,458802.0,16155000.0
2018-04-11,28500,29050,27450,28500,49539,460418.0,16155000.0
2018-04-12,28650,28650,27900,27950,32387,451532.0,16155000.0
2018-04-13,27900,28250,27600,28000,27889,452340.0,16155000.0
2018-04-16,28100,28300,27650,28200,24807,455571.0,16155000.0
2018-04-17,28500,28550,27400,27800,50456,449109.0,16155000.0
2018-04-18,28250,28400,27700,28150,32954,454763.0,16155000.0
2018-04-19,27950,28350,27600,28150,39357,454763.0,16155000.0
2018-04-20,28150,29000,28100,28950,21886,467687.0,16155000.0
2018-04-23,29000,29700,29000,29650,32545,478996.0,16155000.0
2018-04-24,29650,29850,29000,29650,27339,478996.0,16155000.0
2018-04-25,29650,29650,29000,29150,14347,470918.0,16155000.0
2018-04-26,29450,29450,28750,29000,23624,468495.0,16155000.0
2018-04-27,29400,29600,28900,29500,18965,476572.0,16155000.0
2018-04-30,29750,29800,29100,29600,20272,478188.0,16155000.0
2018-05-02,30550,31450,29800,30850,100833,498382.0,16155000.0
2018-05-03,30850,30900,30150,30650,26913,495151.0,16155000.0
2018-05-04,31000,31650,30650,31450,64541,508075.0,16155000.0
2018-05-08,31700,31700,30450,30450,41966,491920.0,16155000.0
2018-05-09,30450,30750,29000,30300,41533,489496.0,16155000.0
2018-05-10,30450,31200,29600,30800,24870,497574.0,16155000.0
2018-05-11,30800,31450,30350,31400,29221,507267.0,16155000.0
2018-05-14,31700,32000,31250,31650,53762,511306.0,16155000.0
2018-05-15,31800,32100,30950,31500,23710,508882.0,16155000.0
2018-05-16,30850,31600,30100,31550,41004,509690.0,16155000.0
2018-05-17,31550,31850,30500,30900,33516,499190.0,16155000.0
2018-05-18,31300,31300,30350,30400,23007,491112.0,16155000.0
2018-05-21,30100,30400,29800,29950,17934,483842.0,16155000.0
2018-05-23,29950,30200,29300,30000,20630,484650.0,16155000.0
2018-05-24,30450,30450,29750,30200,16839,487881.0,16155000.0
2018-05-25,30250,30350,29550,30100,19866,486266.0,16155000.0
2018-05-28,30950,32450,30450,32400,137316,523422.0,16155000.0
2018-05-29,32600,32600,31400,32150,75597,519383.0,16155000.0
2018-05-30,31800,31850,30950,31700,45714,512114.0,16155000.0
2018-05-31,31700,33000,31650,32600,96363,526653.0,16155000.0
2018-06-01,32350,32800,31450,32550,69411,525845.0,16155000.0
2018-06-04,32050,32900,31950,32650,43499,527461.0,16155000.0
2018-06-05,32650,32950,32600,32850,42248,530692.0,16155000.0
2018-06-07,32900,33150,32650,32700,46231,528268.0,16155000.0
2018-06-08,32600,32900,32300,32600,24830,526653.0,16155000.0
2018-06-11,32700,32900,32050,32500,34056,525038.0,16155000.0
2018-06-12,32500,32750,32000,32650,15595,527461.0,16155000.0
2018-06-14,32600,32900,31600,32900,32051,531500.0,16155000.0
2018-06-15,32800,32800,32200,32400,20788,523422.0,16155000.0
2018-06-18,32400,32850,31250,32400,30723,523422.0,16155000.0
2018-06-19,32400,32700,32000,32200,34081,520191.0,16155000.0
2018-06-20,31550,32400,31450,32300,22522,521806.0,16155000.0
2018-06-21,32300,32300,30750,30900,13669,499190.0,16155000.0
2018-06-22,30900,31400,30850,31400,41258,507267.0,16155000.0
2018-06-25,31850,31850,31100,31600,8829,510498.0,16155000.0
2018-06-26,31450,31900,30900,31800,15395,513729.0,16155000.0
2018-06-27,31650,31800,31150,31200,9416,504036.0,16155000.0
2018-06-28,31050,31750,30750,31000,12295,500805.0,16155000.0
2018-06-29,30900,31350,30500,31000,6523,500805.0,16155000.0
2018-07-02,30800,31100,30500,30800,9141,497574.0,16155000.0
2018-07-03,30700,31200,29900,30900,20770,499190.0,16155000.0
2018-07-04,31000,33000,30900,31200,40674,504036.0,16155000.0
2018-07-05,31100,32300,31100,31900,36447,515344.0,16155000.0
2018-07-06,31900,32800,31500,32500,23758,525038.0,16155000.0
2018-07-09,32900,32900,32150,32700,23467,528268.0,16155000.0
2018-07-10,33000,33100,32450,32900,26010,531500.0,16155000.0
2018-07-11,32900,32900,32050,32600,9793,526653.0,16155000.0
2018-07-12,32450,33150,32050,33050,35722,533923.0,16155000.0
2018-07-13,33150,33150,32600,33100,31686,534730.0,16155000.0
2018-07-16,33200,33250,32350,32700,19224,528268.0,16155000.0
2018-07-17,32700,33050,32250,32750,18849,529076.0,16155000.0
2018-07-18,32450,33050,32450,33000,11209,533115.0,16155000.0
2018-07-19,32900,32900,32250,32450,10157,524230.0,16155000.0
2018-07-20,32200,33000,31650,31900,7931,515344.0,16155000.0
2018-07-23,31900,32850,30900,31800,26213,513729.0,16155000.0
2018-07-24,31100,32100,31100,31850,8341,514537.0,16155000.0
2018-07-25,31700,31900,31450,31500,8140,508882.0,16155000.0
2018-07-26,31500,31900,31100,31750,13339,512921.0,16155000.0
2018-07-27,31750,32100,31700,32100,6151,518576.0,16155000.0
2018-07-30,32250,32900,31950,32600,14056,526653.0,16155000.0
2018-07-31,32400,33000,32000,33000,21434,533115.0,16155000.0
2018-08-01,33000,33050,32200,33050,21948,533923.0,16155000.0
2018-08-02,33150,33200,32600,33000,8956,533115.0,16155000.0
2018-08-03,33400,33400,32700,33000,16646,533115.0,16155000.0
2018-08-06,33400,33400,32600,33050,17830,533923.0,16155000.0
2018-08-07,33300,33300,32050,32300,13341,521806.0,16155000.0
2018-08-08,32300,32900,32150,32750,5525,529076.0,16155000.0
2018-08-09,32500,32900,32200,32900,8219,531500.0,16155000.0
2018-08-10,32950,33000,32300,32350,8087,522614.0,16155000.0
2018-08-13,32500,32500,31400,32050,26845,517768.0,16155000.0
2018-08-14,32900,33200,31750,32350,23513,522614.0,16155000.0
2018-08-16,32500,32500,31750,32300,15446,521806.0,16155000.0
2018-08-17,32650,32650,31550,32350,19537,522614.0,16155000.0
2018-08-20,32000,32350,31750,32200,17284,520191.0,16155000.0
2018-08-21,32350,32900,31900,32450,25172,524230.0,16155000.0
2018-08-22,32550,32650,32100,32200,9803,520191.0,16155000.0
2018-08-23,32300,32600,32200,32250,12299,520999.0,16155000.0
2018-08-24,32550,32550,32050,32200,9470,520191.0,16155000.0
2018-08-27,32200,32450,32050,32400,9647,523422.0,16155000.0
2018-08-28,32600,32700,32100,32550,12990,525845.0,16155000.0
2018-08-29,32500,32650,32200,32500,7021,525038.0,16155000.0
2018-08-30,32500,32500,31800,31900,10080,515344.0,16155000.0
2018-08-31,32500,32500,31350,31650,19712,511306.0,16155000.0
2018-09-03,31650,31650,30800,31050,19199,501613.0,16155000.0
2018-09-04,31050,31150,30350,31050,21978,501613.0,16155000.0
2018-09-05,31100,31100,30650,30700,6880,495958.0,16155000.0
2018-09-06,30700,31050,30700,30950,4156,499997.0,16155000.0
2018-09-07,30850,30900,30000,30300,16661,489496.0,16155000.0
2018-09-10,30800,30950,30100,30700,9944,495958.0,16155000.0
2018-09-11,30700,31700,30700,31350,11729,506459.0,16155000.0
2018-09-12,31750,31750,31050,31300,6602,505652.0,16155000.0
2018-09-13,31300,31500,31000,31450,10435,508075.0,16155000.0
2018-09-14,31600,31950,31200,31750,17017,512921.0,16155000.0
2018-09-17,32050,32250,31600,32000,15753,516960.0,16155000.0
2018-09-18,31900,32250,30950,31200,29026,504036.0,16155000.0
2018-09-19,30500,32250,30350,32100,38036,518576.0,16155000.0
2018-09-20,32150,33850,32050,32400,69132,523422.0,16155000.0
2018-09-21,32400,33300,32400,33250,25490,537154.0,16155000.0
2018-09-27,33250,34800,32800,34600,48286,558963.0,16155000.0
2018-09-28,34600,34800,34350,34600,26579,558963.0,16155000.0
2018-10-01,35000,36650,34600,36650,122518,592081.0,16155000.0
2018-10-02,36650,38350,36300,37400,111318,604197.0,16155000.0
2018-10-04,38000,38000,35000,36400,55627,588042.0,16155000.0
2018-10-05,36400,36400,35050,35550,13737,574310.0,16155000.0
2018-10-08,35450,35450,34400,34450,18842,556540.0,16155000.0
2018-10-10,34450,35000,33000,33150,39939,535538.0,16155000.0
2018-10-11,32900,34400,32050,32850,27844,530692.0,16155000.0
2018-10-12,32200,33750,32200,33700,20476,544424.0,16155000.0
2018-10-15,33700,33900,33100,33850,8194,546847.0,16155000.0
2018-10-16,33850,34200,33150,33800,6867,546039.0,16155000.0
2018-10-17,34050,34200,33400,33700,5826,544424.0,16155000.0
2018-10-18,33950,33950,32600,32700,10323,528268.0,16155000.0
2018-10-19,32500,32500,30000,31650,11530,511306.0,16155000.0
2018-10-22,31400,31850,31100,31650,6572,511306.0,16155000.0
2018-10-23,31350,31750,30700,31650,55092,511306.0,16155000.0
2018-10-24,31700,32000,30950,31450,16455,508075.0,16155000.0
2018-10-25,31000,31450,30600,31000,6461,500805.0,16155000.0
2018-10-26,31000,31000,29450,30350,18430,490304.0,16155000.0
2018-10-29,30000,31000,29600,29600,14262,478188.0,16155000.0
2018-10-30,29350,30800,29200,30250,16006,488689.0,16155000.0
2018-10-31,30550,30600,29700,30600,11218,494343.0,16155000.0
2018-11-01,30600,31850,30150,30750,12851,496766.0,16155000.0
2018-11-02,30750,31900,30750,31350,19850,506459.0,16155000.0
2018-11-05,31450,31450,30200,30300,10249,489496.0,16155000.0
2018-11-06,30950,30950,30200,30550,8079,493535.0,16155000.0
2018-11-07,30800,32050,28650,29150,183150,470918.0,16155000.0
2018-11-08,29400,30400,28650,29300,122782,473342.0,16155000.0
2018-11-09,29400,29400,28800,29200,79047,471726.0,16155000.0
2018-11-12,29400,29400,28800,29400,65639,474957.0,16155000.0
2018-11-13,29150,29150,27850,28400,49973,458802.0,16155000.0
2018-11-14,28000,28400,27850,28250,64129,456379.0,16155000.0
2018-11-15,28000,28100,26350,26850,137466,433762.0,16155000.0
2018-11-16,26900,27400,26800,27100,56972,437800.0,16155000.0
2018-11-19,27400,27400,26650,26900,31301,434570.0,16155000.0
2018-11-20,26750,26900,26000,26150,43656,422453.0,16155000.0
2018-11-21,26050,26050,25400,25650,77101,414376.0,16155000.0
2018-11-22,25650,25900,24950,25100,61325,405490.0,16155000.0
2018-11-23,25100,25200,23850,23950,76409,386912.0,16155000.0
2018-11-26,23950,25350,23700,25200,63798,407106.0,16155000.0
2018-11-27,25800,26750,25100,26150,110606,422453.0,16155000.0
