오렌지라이프(079440),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-01-14,27200,27450,26800,27450,99718,2250900.0,82000000.0
2019-01-15,27450,27650,27100,27400,90376,2246800.0,82000000.0
2019-01-16,27450,27900,27100,27700,89079,2271400.0,82000000.0
2019-01-17,28100,29050,28000,29000,208549,2378000.0,82000000.0
2019-01-18,29250,29450,28500,28900,374925,2369800.0,82000000.0
2019-01-21,28850,29150,28100,28900,98582,2369800.0,82000000.0
2019-01-22,28500,29450,28500,29450,108248,2414900.0,82000000.0
2019-01-23,28950,29500,28900,29400,99641,2410800.0,82000000.0
2019-01-24,28950,30050,28950,30050,93911,2464100.0,82000000.0
2019-01-25,30300,30350,29750,29950,80073,2455900.0,82000000.0
2019-01-28,29900,30150,29350,29700,124966,2435400.0,82000000.0
2019-01-29,29400,29450,28650,29250,113990,2398500.0,82000000.0
2019-01-30,29000,29000,28300,28500,112970,2337000.0,82000000.0
2019-01-31,28700,29950,28500,29950,133309,2455900.0,82000000.0
2019-02-01,29950,29950,29300,29700,67296,2435400.0,82000000.0
2019-02-07,29700,29700,29150,29300,82747,2402600.0,82000000.0
2019-02-08,29600,30900,29200,30650,270062,2513300.0,82000000.0
2019-02-11,30650,31000,30250,30750,135522,2521500.0,82000000.0
2019-02-12,32700,35200,32650,33500,765075,2747000.0,82000000.0
2019-02-13,34300,34950,34000,34450,278695,2824900.0,82000000.0
2019-02-14,34400,34800,34150,34150,192969,2800300.0,82000000.0
2019-02-15,33950,34550,33900,34200,140610,2804400.0,82000000.0
2019-02-18,34300,34500,33800,34000,125164,2788000.0,82000000.0
2019-02-19,34350,34350,33050,34000,114882,2788000.0,82000000.0
2019-02-20,34050,34450,33850,34050,71182,2792100.0,82000000.0
2019-02-21,34100,34350,33700,34050,111745,2792100.0,82000000.0
2019-02-22,33950,34000,33500,33750,56388,2767500.0,82000000.0
2019-02-25,33750,34300,33450,34200,83222,2804400.0,82000000.0
2019-02-26,34000,34700,33800,34400,204856,2820800.0,82000000.0
2019-02-27,34400,35450,34000,35400,229079,2902800.0,82000000.0
2019-02-28,35400,35700,34500,35700,241690,2927400.0,82000000.0
2019-03-04,35400,35800,34500,35250,226661,2890500.0,82000000.0
2019-03-05,35150,35550,34950,35050,93909,2874100.0,82000000.0
2019-03-06,34900,35550,34850,35050,71521,2874100.0,82000000.0
2019-03-07,34900,35150,34850,35050,75719,2874100.0,82000000.0
2019-03-08,35150,35650,34850,35250,124353,2890500.0,82000000.0
2019-03-11,35200,36050,34900,35700,104882,2927400.0,82000000.0
2019-03-12,35700,36750,35700,36500,137901,2993000.0,82000000.0
2019-03-13,36950,37850,36600,37400,227173,3066800.0,82000000.0
2019-03-14,37400,37950,37400,37800,195466,3099600.0,82000000.0
2019-03-15,37550,37950,37300,37950,112921,3111900.0,82000000.0
2019-03-18,37950,38750,37850,38250,123152,3136500.0,82000000.0
2019-03-19,38400,38750,38200,38500,90760,3157000.0,82000000.0
2019-03-20,38500,38500,37500,37850,107243,3103700.0,82000000.0
2019-03-21,37500,38150,36750,37200,133777,3050400.0,82000000.0
2019-03-22,37100,37600,36850,37000,70638,3034000.0,82000000.0
2019-03-25,36850,37250,36050,37250,103850,3054500.0,82000000.0
2019-03-26,37250,37250,36100,37000,131082,3034000.0,82000000.0
2019-03-27,37200,37200,36100,36100,90002,2960200.0,82000000.0
2019-03-28,36250,36500,35300,35300,110866,2894600.0,82000000.0
2019-03-29,35500,36200,35200,36000,122232,2952000.0,82000000.0
2019-04-01,35950,36000,34800,35150,150869,2882300.0,82000000.0
2019-04-02,35400,36900,35200,36450,154356,2988900.0,82000000.0
2019-04-03,35600,36050,34600,34800,175874,2853600.0,82000000.0
2019-04-04,35000,35600,34850,35600,128782,2919200.0,82000000.0
2019-04-05,35100,35300,34850,34950,83130,2865900.0,82000000.0
2019-04-08,34750,35300,34750,35050,450388,2874100.0,82000000.0
2019-04-09,34900,35100,34500,34800,201529,2853600.0,82000000.0
2019-04-10,34600,34950,34600,34800,70547,2853600.0,82000000.0
2019-04-11,34850,35200,34800,35000,222947,2870000.0,82000000.0
2019-04-12,35200,35200,34850,35000,77534,2870000.0,82000000.0
2019-04-15,35000,35050,34550,34550,80787,2833100.0,82000000.0
2019-04-16,34600,35200,34550,34700,63976,2845400.0,82000000.0
2019-04-17,34950,34950,34500,34850,53070,2857700.0,82000000.0
2019-04-18,34850,34950,34600,34650,192971,2841300.0,82000000.0
2019-04-19,34650,35200,34600,35150,28077,2882300.0,82000000.0
2019-04-22,35050,35050,34600,34850,40346,2857700.0,82000000.0
2019-04-23,35200,35250,34550,35250,71351,2890500.0,82000000.0
2019-04-24,35500,36800,35050,36800,206083,3017600.0,82000000.0
2019-04-25,36400,36400,35900,36100,155292,2960200.0,82000000.0
2019-04-26,36100,36500,34550,34600,234208,2837200.0,82000000.0
2019-04-29,34550,35800,34550,35450,73908,2906900.0,82000000.0
2019-04-30,35750,36100,35450,35600,109351,2919200.0,82000000.0
2019-05-02,36100,36100,35350,35500,60488,2911000.0,82000000.0
2019-05-03,35650,36100,35450,35750,39439,2931500.0,82000000.0
2019-05-07,35450,35650,35150,35200,58867,2886400.0,82000000.0
2019-05-08,35500,35500,34600,34650,72588,2841300.0,82000000.0
2019-05-09,34700,34950,34200,34200,76784,2804400.0,82000000.0
2019-05-10,34700,34700,34100,34350,37570,2816700.0,82000000.0
2019-05-13,34550,35000,34200,34450,44587,2824900.0,82000000.0
2019-05-14,34200,34650,33350,33650,122370,2759300.0,82000000.0
2019-05-15,33900,34900,33750,34250,71362,2808500.0,82000000.0
2019-05-16,34900,34900,34000,34000,50864,2788000.0,82000000.0
2019-05-17,34600,34600,33800,33800,40479,2771600.0,82000000.0
2019-05-20,33800,34500,33600,34300,41583,2812600.0,82000000.0
2019-05-21,34600,34600,33900,34150,36178,2800300.0,82000000.0
2019-05-22,34500,34500,33300,33350,75327,2734700.0,82000000.0
2019-05-23,33500,33700,33100,33150,45656,2718300.0,82000000.0
2019-05-24,32950,33200,32700,32850,37961,2693700.0,82000000.0
2019-05-27,32900,33100,32850,33100,25478,2714200.0,82000000.0
2019-05-28,33000,33250,32700,32700,157932,2681400.0,82000000.0
2019-05-29,32700,33000,32600,32800,51271,2689600.0,82000000.0
2019-05-30,32700,34300,32700,33900,73920,2779800.0,82000000.0
2019-05-31,33900,36300,33450,36300,88980,2976600.0,82000000.0
2019-06-03,36200,36200,34250,34500,78080,2829000.0,82000000.0
2019-06-04,34500,34950,34500,34650,46499,2841300.0,82000000.0
2019-06-05,34850,34850,32800,32800,165326,2689600.0,82000000.0
2019-06-07,32850,33550,32650,33450,89985,2742900.0,82000000.0
2019-06-10,33450,33900,33000,33900,48164,2779800.0,82000000.0
2019-06-11,33950,34600,33650,34550,136709,2833100.0,82000000.0
2019-06-12,34600,34600,33800,34000,79186,2788000.0,82000000.0
2019-06-13,34000,34000,33000,33050,164604,2710100.0,82000000.0
2019-06-14,33050,33150,32750,32800,104082,2689600.0,82000000.0
2019-06-17,32850,33300,32150,32400,165657,2656800.0,82000000.0
2019-06-18,32300,32400,30700,31450,236780,2578900.0,82000000.0
2019-06-19,31550,32450,31500,32350,133352,2652700.0,82000000.0
2019-06-20,32700,33250,32500,33150,105325,2718300.0,82000000.0
2019-06-21,33250,33600,32900,33000,116702,2706000.0,82000000.0
2019-06-24,33350,33850,32900,33250,107482,2726500.0,82000000.0
2019-06-25,33450,33750,32950,33200,149005,2722400.0,82000000.0
2019-06-26,33250,34050,33200,34050,297767,2792100.0,82000000.0
2019-06-27,33350,33450,32600,32850,126358,2693700.0,82000000.0
2019-06-28,32650,32650,31550,31650,167085,2595300.0,82000000.0
2019-07-01,31900,31950,31150,31400,100947,2574800.0,82000000.0
2019-07-02,31400,31750,31300,31550,106127,2587100.0,82000000.0
2019-07-03,31350,31400,30850,30900,132566,2533800.0,82000000.0
2019-07-04,31000,31150,30550,30900,92640,2533800.0,82000000.0
2019-07-05,30900,31100,30700,31050,61237,2546100.0,82000000.0
2019-07-08,30850,31050,30450,30500,102923,2501000.0,82000000.0
2019-07-09,30400,30700,29550,29600,164618,2427200.0,82000000.0
2019-07-10,29600,30350,29600,29950,143791,2455900.0,82000000.0
2019-07-11,29950,30100,29350,29550,137908,2423100.0,82000000.0
2019-07-12,29850,29850,29200,29300,123687,2402600.0,82000000.0
2019-07-15,29250,29850,29250,29550,206171,2423100.0,82000000.0
2019-07-16,29550,29950,29400,29750,130208,2439500.0,82000000.0
2019-07-17,29500,29750,29300,29500,106986,2419000.0,82000000.0
2019-07-18,29600,29600,29150,29200,61063,2394400.0,82000000.0
2019-07-19,29300,29500,29150,29200,74870,2394400.0,82000000.0
2019-07-22,29300,29500,29200,29300,57182,2402600.0,82000000.0
2019-07-23,29400,29600,29250,29250,109888,2398500.0,82000000.0
2019-07-24,29200,29550,28950,28950,78705,2373900.0,82000000.0
2019-07-25,29000,29450,28950,29000,82144,2378000.0,82000000.0
2019-07-26,28850,29100,28350,28350,103384,2324700.0,82000000.0
2019-07-29,28450,28600,28000,28100,61153,2304200.0,82000000.0
2019-07-30,28000,28450,27950,28250,60187,2316500.0,82000000.0
2019-07-31,28350,28900,27950,28400,174340,2328800.0,82000000.0
2019-08-01,28100,28800,28100,28550,145666,2341100.0,82000000.0
2019-08-02,28400,28400,27650,27650,89681,2267300.0,82000000.0
2019-08-05,27000,27500,26750,26750,117144,2193500.0,82000000.0
2019-08-06,26000,27050,25550,25900,142967,2123800.0,82000000.0
2019-08-07,26150,26800,26000,26000,70601,2132000.0,82000000.0
2019-08-08,26350,26650,25950,26150,83810,2144300.0,82000000.0
2019-08-09,26200,26500,25700,25800,113117,2115600.0,82000000.0
2019-08-12,26000,26200,25600,25900,74749,2123800.0,82000000.0
2019-08-13,26000,26150,25100,25300,114801,2074600.0,82000000.0
2019-08-14,25400,25550,24450,24450,188098,2004900.0,82000000.0
2019-08-16,24300,24300,23800,23800,199444,1951600.0,82000000.0
2019-08-19,23850,24100,23600,23900,145780,1959800.0,82000000.0
2019-08-20,24050,24200,23800,23850,126130,1955700.0,82000000.0
2019-08-21,23850,24300,23700,24100,96819,1976200.0,82000000.0
2019-08-22,24100,24500,24050,24300,117077,1992600.0,82000000.0
2019-08-23,24300,25100,24000,24850,276725,2037700.0,82000000.0
2019-08-26,24600,25500,24100,24750,165993,2029500.0,82000000.0
2019-08-27,24900,25200,24700,25050,220259,2054100.0,82000000.0
2019-08-28,25050,26200,25050,25950,217510,2127900.0,82000000.0
2019-08-29,25950,26150,25500,25950,132175,2127900.0,82000000.0
2019-08-30,26100,26950,25850,26950,239086,2209900.0,82000000.0
2019-09-02,26850,26950,26350,26350,117647,2160700.0,82000000.0
2019-09-03,26550,26600,26000,26000,102143,2132000.0,82000000.0
2019-09-04,26150,26200,25550,25750,146937,2111500.0,82000000.0
2019-09-05,25950,26100,25650,25700,172607,2107400.0,82000000.0
2019-09-06,25800,25950,25250,25550,213454,2095100.0,82000000.0
2019-09-09,25550,26450,25500,26050,120964,2136100.0,82000000.0
2019-09-10,26100,26650,26100,26600,119619,2181200.0,82000000.0
2019-09-11,26650,26700,26450,26650,141543,2185300.0,82000000.0
2019-09-16,26600,27350,26600,27200,148270,2230400.0,82000000.0
2019-09-17,27200,27500,26750,27000,78922,2214000.0,82000000.0
2019-09-18,27050,27300,26700,27300,97080,2238600.0,82000000.0
2019-09-19,27300,27300,26850,26950,111555,2209900.0,82000000.0
2019-09-20,26800,27250,26750,27250,101686,2234500.0,82000000.0
2019-09-23,27250,27400,27050,27300,86144,2238600.0,82000000.0
2019-09-24,27500,27500,26800,27100,107975,2222200.0,82000000.0
2019-09-25,27100,28100,27100,27950,213774,2291900.0,82000000.0
2019-09-26,27950,28000,27400,27400,158420,2246800.0,82000000.0
2019-09-27,27400,27550,26650,26900,112545,2205800.0,82000000.0
2019-09-30,26900,27100,26400,27050,76768,2218100.0,82000000.0
2019-10-01,27000,27350,26850,27250,70497,2234500.0,82000000.0
2019-10-02,27000,27200,26800,27200,49983,2230400.0,82000000.0
2019-10-04,27300,27300,26800,26800,76198,2197600.0,82000000.0
2019-10-07,26700,27150,26700,27000,54087,2214000.0,82000000.0
