하나투어(039130),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-08-23,7388,7455,7212,7278,23092,74250.0,4500000.0
2002-08-26,7190,7433,7146,7189,22338,73350.0,4500000.0
2002-08-27,7102,7322,7102,7234,25566,73800.0,4500000.0
2002-08-28,7190,7256,6903,7013,44505,71550.0,4500000.0
2002-08-29,7013,7036,6881,6991,19802,71325.0,4500000.0
2002-08-30,7058,7080,6947,7035,21364,71775.0,4500000.0
2002-09-02,7058,7102,6991,7057,22947,72000.0,4500000.0
2002-09-03,7058,7124,7036,7057,20907,72000.0,4500000.0
2002-09-04,7013,7058,6925,6969,26256,71100.0,4500000.0
2002-09-05,7190,7190,6969,7057,49909,72000.0,4500000.0
2002-09-06,6947,6991,6727,6837,30618,69750.0,4500000.0
2002-09-09,6925,6925,6308,6307,50855,64350.0,4500000.0
2002-09-10,6396,6705,6264,6395,62045,65250.0,4500000.0
2002-09-11,6330,6528,6330,6528,28560,66600.0,4500000.0
2002-09-12,6528,6572,6374,6550,25744,66825.0,4500000.0
2002-09-13,6352,6550,6352,6484,21470,66150.0,4500000.0
2002-09-16,6462,6528,6109,6175,36416,63000.0,4500000.0
2002-09-17,6264,6440,6242,6329,32525,64575.0,4500000.0
2002-09-18,6109,6264,6043,6087,20062,62100.0,4500000.0
2002-09-19,5955,6153,5911,5998,38002,61200.0,4500000.0
2002-09-23,5911,6087,5690,5844,25380,59625.0,4500000.0
2002-09-24,5734,5999,5734,5954,52339,60750.0,4500000.0
2002-09-25,6043,6352,5911,6043,83439,61650.0,4500000.0
2002-09-26,6749,6749,6308,6748,163157,68850.0,4500000.0
2002-09-27,6837,7013,6616,6682,70437,68175.0,4500000.0
2002-09-30,6528,6594,5955,6175,37745,63000.0,4500000.0
2002-10-01,6197,6903,6197,6638,63069,67725.0,4500000.0
2002-10-02,6837,6925,6462,6594,35884,67275.0,4500000.0
2002-10-04,6616,6727,6484,6616,24115,67500.0,4500000.0
2002-10-07,6572,6793,6396,6440,21724,65700.0,4500000.0
2002-10-08,6440,7124,6396,7057,81878,72000.0,4500000.0
2002-10-09,7058,7080,6550,6550,21539,66825.0,4500000.0
2002-10-10,6572,6793,6440,6572,37606,67050.0,4500000.0
2002-10-11,6661,6947,6572,6660,21785,67950.0,4500000.0
2002-10-14,6705,6881,6661,6792,22008,69300.0,4500000.0
2002-10-15,6925,6925,6661,6792,42411,69300.0,4500000.0
2002-10-16,6881,6947,6683,6792,52941,69300.0,4500000.0
2002-10-17,6705,6837,6639,6726,37424,68625.0,4500000.0
2002-10-18,6705,7234,6639,6837,127576,69750.0,4500000.0
2002-10-21,6903,6903,6683,6682,34476,68175.0,4500000.0
2002-10-22,6749,6881,6616,6616,37142,67500.0,4500000.0
2002-10-23,6572,6705,6484,6484,31874,66150.0,4500000.0
2002-10-24,6506,6572,6264,6307,29135,64350.0,4500000.0
2002-10-25,6352,6550,6219,6285,35622,64125.0,4500000.0
2002-10-28,6484,6616,6396,6462,39404,65925.0,4500000.0
2002-10-29,6594,6594,6418,6484,22086,66150.0,4500000.0
2002-10-30,6374,6484,6264,6351,16042,64800.0,4500000.0
2002-10-31,6286,6396,6197,6307,23851,64350.0,4500000.0
2002-11-01,6308,6484,6219,6241,24797,63675.0,4500000.0
2002-11-04,6153,6374,6131,6175,27955,63000.0,4500000.0
2002-11-05,6308,6308,5955,6065,50036,61875.0,4500000.0
2002-11-06,6087,6374,6087,6131,80170,62550.0,4500000.0
2002-11-07,6197,6352,6109,6109,47111,62325.0,4500000.0
2002-11-08,6087,6109,5955,6020,29695,61425.0,4500000.0
2002-11-11,6153,6153,5911,5954,36567,60750.0,4500000.0
2002-11-12,5778,5911,5778,5866,14605,59850.0,4500000.0
2002-11-13,5823,5977,5823,5888,31132,60075.0,4500000.0
2002-11-14,5889,6131,5889,5954,41230,60750.0,4500000.0
2002-11-15,6153,6264,6021,6109,42300,62325.0,4500000.0
2002-11-18,6131,6242,6065,6131,12586,62550.0,4500000.0
2002-11-19,6131,6219,6043,6153,11738,62775.0,4500000.0
2002-11-20,6175,6264,6087,6241,19321,63675.0,4500000.0
2002-11-21,6197,6440,6087,6153,29761,62775.0,4500000.0
2002-11-22,6197,6352,6175,6241,48078,63675.0,4500000.0
2002-11-25,6286,6374,6219,6329,33134,64575.0,4500000.0
2002-11-26,6308,6462,6264,6395,25345,65250.0,4500000.0
2002-11-27,6396,6462,6264,6395,14984,65250.0,4500000.0
2002-11-28,6484,6550,6374,6550,22189,66825.0,4500000.0
2002-11-29,6462,6616,6462,6550,13302,66825.0,4500000.0
2002-12-02,6594,6616,6484,6616,19100,67500.0,4500000.0
2002-12-03,6837,6837,6683,6704,20643,68400.0,4500000.0
2002-12-04,6705,6705,6418,6484,20603,66150.0,4500000.0
2002-12-05,6396,6661,6396,6660,14291,67950.0,4500000.0
2002-12-06,6484,6572,6440,6528,10508,66600.0,4500000.0
2002-12-09,6396,6550,6396,6395,9448,65250.0,4500000.0
2002-12-10,6396,6396,6043,6263,7765,63900.0,4500000.0
2002-12-11,6396,6396,6330,6373,12884,65025.0,4500000.0
2002-12-12,6396,6506,6396,6462,5088,65925.0,4500000.0
2002-12-13,6462,6528,6462,6484,11998,66150.0,4500000.0
2002-12-16,6572,6572,6175,6351,15547,64800.0,4500000.0
2002-12-17,6330,6506,6330,6373,7357,65025.0,4500000.0
2002-12-18,6175,6330,6175,6285,10900,64125.0,4500000.0
2002-12-20,6396,6793,6308,6307,20892,64350.0,4500000.0
2002-12-23,6352,6506,6131,6307,32068,64350.0,4500000.0
2002-12-24,6396,6396,5889,6175,33934,63000.0,4500000.0
2002-12-26,5955,6131,5955,5998,14873,61200.0,4500000.0
2002-12-27,5867,5999,5867,5976,9572,60975.0,4500000.0
2002-12-30,5867,5955,5646,5734,41693,58500.0,4500000.0
2003-01-02,5734,5933,5734,5778,53126,58950.0,4500000.0
2003-01-03,5955,5955,5778,5910,64232,60300.0,4500000.0
2003-01-06,5911,6153,5778,6109,63744,62325.0,4500000.0
2003-01-07,6043,6242,6021,6131,37004,62550.0,4500000.0
2003-01-08,6021,6219,6021,6131,18531,62550.0,4500000.0
2003-01-09,5999,6396,5999,6153,49116,62775.0,4500000.0
2003-01-10,6396,6550,6131,6440,72853,65700.0,4500000.0
2003-01-13,6572,6661,6396,6484,39520,66150.0,4500000.0
2003-01-14,6418,6639,6396,6594,33028,67275.0,4500000.0
2003-01-15,6528,6661,6506,6550,15693,66825.0,4500000.0
2003-01-16,6418,6705,6374,6638,14176,67725.0,4500000.0
2003-01-17,6616,6793,6484,6616,21337,67500.0,4500000.0
2003-01-20,6572,6793,6528,6704,38035,68400.0,4500000.0
2003-01-21,6661,6705,6484,6616,37270,67500.0,4500000.0
2003-01-22,6616,6749,6594,6660,23342,67950.0,4500000.0
2003-01-23,6572,6616,6572,6616,5453,67500.0,4500000.0
2003-01-24,6550,6727,6440,6616,31696,67500.0,4500000.0
2003-01-27,6374,6616,6374,6616,7616,67500.0,4500000.0
2003-01-28,6572,6572,6462,6462,3417,65925.0,4500000.0
2003-01-29,6440,6484,6396,6484,7421,66150.0,4500000.0
2003-01-30,6484,6484,6374,6440,3202,65700.0,4500000.0
2003-02-03,6616,6616,6440,6572,4034,67050.0,4500000.0
2003-02-04,6528,6594,6484,6528,3783,66600.0,4500000.0
2003-02-05,6528,6572,6440,6528,5895,66600.0,4500000.0
2003-02-06,6572,6572,6462,6506,9776,66375.0,4500000.0
2003-02-07,6506,6550,6396,6528,19008,66600.0,4500000.0
2003-02-10,6440,6528,6440,6506,5736,66375.0,4500000.0
2003-02-11,6594,6594,6506,6506,12954,66375.0,4500000.0
2003-02-12,6440,6506,6396,6440,4003,65700.0,4500000.0
2003-02-13,6396,6440,6264,6440,60156,65700.0,4500000.0
2003-02-14,6484,6484,6264,6395,13871,65250.0,4500000.0
2003-02-17,6440,6572,6396,6572,12685,67050.0,4500000.0
2003-02-18,6572,6616,6484,6528,7146,66600.0,4500000.0
2003-02-19,6705,6815,6661,6660,28610,67950.0,4500000.0
2003-02-20,6793,6793,6484,6660,8844,67950.0,4500000.0
2003-02-21,6528,6661,6484,6660,8076,67950.0,4500000.0
2003-02-24,6749,6837,6572,6638,19249,67725.0,4500000.0
2003-02-25,6639,6661,6572,6660,4160,67950.0,4500000.0
2003-02-26,6661,6661,6550,6660,1577,67950.0,4500000.0
2003-02-27,6661,6661,6484,6660,5557,67950.0,4500000.0
2003-02-28,6550,6749,6550,6638,13521,67725.0,4500000.0
2003-03-03,6639,6771,6639,6770,20221,69075.0,4500000.0
2003-03-04,6815,6837,6749,6814,15152,69525.0,4500000.0
2003-03-05,6771,6793,6616,6704,24258,68400.0,4500000.0
2003-03-06,6639,6771,6352,6351,6536,64800.0,4500000.0
2003-03-07,6021,6440,5933,6351,16851,64800.0,4500000.0
2003-03-10,6175,6352,5999,6109,8935,62325.0,4500000.0
2003-03-11,5867,6175,5778,6175,13629,63000.0,4500000.0
2003-03-12,6065,6175,6043,6043,3755,61650.0,4500000.0
2003-03-13,6043,6131,5734,5866,3449,59850.0,4500000.0
2003-03-14,5999,6219,5734,5866,27120,59850.0,4500000.0
2003-03-17,5800,5800,5227,5513,42353,56250.0,4500000.0
2003-03-18,5580,5602,4852,5028,370756,51300.0,4500000.0
2003-03-19,4896,5337,4874,5249,167632,53550.0,4500000.0
2003-03-20,5514,5646,5183,5535,133268,56475.0,4500000.0
2003-03-21,5602,5602,5359,5447,63674,55575.0,4500000.0
2003-03-24,5448,5470,5315,5315,67978,54225.0,4500000.0
2003-03-25,5293,5293,4984,5050,59394,51525.0,4500000.0
2003-03-26,5183,5448,5117,5315,55997,54225.0,4500000.0
2003-03-27,5315,5359,5117,5271,38638,53775.0,4500000.0
2003-03-28,5315,5337,5095,5138,76643,52425.0,4500000.0
2003-03-31,5117,5227,4632,4940,57820,50400.0,4500000.0
2003-04-01,4808,5006,4764,4807,42001,49050.0,4500000.0
2003-04-02,4742,5139,4742,5028,54473,51300.0,4500000.0
2003-04-03,5205,5205,4874,5160,63158,52650.0,4500000.0
2003-04-04,5205,5734,5139,5513,77252,56250.0,4500000.0
2003-04-07,5470,5646,5293,5579,163734,56925.0,4500000.0
2003-04-08,5403,5800,5403,5579,125243,56925.0,4500000.0
2003-04-09,5646,5734,5029,5138,163698,52425.0,4500000.0
2003-04-10,5227,5403,5161,5315,65047,54225.0,4500000.0
2003-04-11,5426,5426,5117,5293,84454,54000.0,4500000.0
2003-04-14,5183,5514,5183,5425,70352,55350.0,4500000.0
2003-04-15,5580,5646,5426,5624,81345,57375.0,4500000.0
2003-04-16,5646,5712,5514,5712,68740,58275.0,4500000.0
2003-04-17,5624,5646,5492,5557,45890,56700.0,4500000.0
2003-04-18,5602,5690,5514,5557,50312,56700.0,4500000.0
2003-04-21,5426,5514,5293,5491,74242,56025.0,4500000.0
2003-04-22,5315,5448,5293,5315,72714,54225.0,4500000.0
2003-04-23,5381,5470,5249,5293,85632,54000.0,4500000.0
2003-04-24,5315,5359,5227,5227,66820,53325.0,4500000.0
2003-04-25,5139,5161,4874,5028,54762,51300.0,4500000.0
2003-04-28,4940,5139,4764,5028,53475,51300.0,4500000.0
2003-04-29,5249,5624,5183,5624,176165,57375.0,4500000.0
2003-04-30,5514,6043,5381,5866,135118,59850.0,4500000.0
2003-05-02,5933,6087,5690,5866,94258,59850.0,4500000.0
2003-05-06,5977,6109,5734,5756,52070,58725.0,4500000.0
2003-05-07,5734,5822,5580,5668,42824,57825.0,4500000.0
2003-05-09,5602,5624,5514,5601,32173,57150.0,4500000.0
2003-05-12,5778,5911,5712,5822,62062,59400.0,4500000.0
2003-05-13,5823,5823,5602,5601,37860,57150.0,4500000.0
2003-05-14,5602,5690,5536,5690,38323,58050.0,4500000.0
2003-05-15,5690,5845,5668,5668,19286,57825.0,4500000.0
2003-05-16,5558,5889,5558,5778,39790,58950.0,4500000.0
2003-05-19,5800,5800,5624,5690,22953,58050.0,4500000.0
2003-05-20,5580,5734,5470,5690,55689,58050.0,4500000.0
2003-05-21,5646,5756,5602,5646,30709,57600.0,4500000.0
2003-05-22,5646,5845,5558,5690,48633,58050.0,4500000.0
2003-05-23,5646,5756,5624,5690,27426,58050.0,4500000.0
2003-05-26,5734,6219,5602,6219,159339,63450.0,4500000.0
2003-05-27,6043,6242,5845,5932,55660,60525.0,4500000.0
2003-05-28,6043,6065,5889,5888,43550,60075.0,4500000.0
2003-05-29,5800,6175,5778,6131,47394,62550.0,4500000.0
2003-05-30,6396,6528,6131,6175,134213,63000.0,4500000.0
2003-06-02,6396,6903,6352,6616,220884,67500.0,4500000.0
2003-06-03,6661,6903,6440,6903,111882,70425.0,4500000.0
2003-06-04,6837,6881,6661,6704,71503,68400.0,4500000.0
2003-06-05,6793,6969,6661,6814,88154,69525.0,4500000.0
2003-06-09,6925,7190,6749,7035,84520,71775.0,4500000.0
2003-06-10,6969,7168,6793,6947,70943,70875.0,4500000.0
2003-06-11,6991,7036,6837,6859,44726,69975.0,4500000.0
2003-06-12,6881,7587,6727,7167,194854,73125.0,4500000.0
2003-06-13,7322,7344,6991,7123,76120,72675.0,4500000.0
2003-06-16,7190,7278,6969,6969,54633,71100.0,4500000.0
2003-06-17,7124,7168,6969,6969,86399,71100.0,4500000.0
2003-06-18,6991,7124,6969,7013,39155,71550.0,4500000.0
2003-06-19,7058,7234,7013,7234,49954,73800.0,4500000.0
2003-06-20,7234,7587,7080,7410,63185,75600.0,4500000.0
2003-06-23,7410,7499,7212,7344,29266,74925.0,4500000.0
2003-06-24,7102,7499,6991,7344,41162,74925.0,4500000.0
2003-06-25,7146,7322,7146,7211,16853,73575.0,4500000.0
2003-06-26,7058,7212,6925,6991,39596,71325.0,4500000.0
2003-06-27,6991,7344,6991,7079,33926,72225.0,4500000.0
2003-06-30,7013,7344,6925,7322,38424,74700.0,4500000.0
2003-07-01,7366,7366,7190,7300,12583,74475.0,4500000.0
2003-07-02,7499,7565,7322,7454,51248,76050.0,4500000.0
2003-07-03,7499,7499,7256,7498,31394,76500.0,4500000.0
2003-07-04,7499,7499,7344,7344,11789,74925.0,4500000.0
2003-07-07,7366,7543,7344,7476,24430,76275.0,4500000.0
2003-07-08,7565,7587,7322,7542,35919,76950.0,4500000.0
2003-07-09,7410,7543,7410,7410,21115,75600.0,4500000.0
2003-07-10,7322,7366,7212,7256,15258,74025.0,4500000.0
2003-07-11,7036,7212,7036,7145,18601,72900.0,4500000.0
2003-07-14,7146,7190,7058,7101,25334,72450.0,4500000.0
2003-07-15,7256,7322,7102,7101,23642,72450.0,4500000.0
2003-07-16,7124,7124,7013,7101,10063,72450.0,4500000.0
2003-07-18,7013,7013,6859,6947,13657,70875.0,4500000.0
2003-07-21,6771,6991,6440,6484,13948,66150.0,4500000.0
2003-07-22,6418,6616,6374,6572,23039,67050.0,4500000.0
2003-07-23,6462,6639,6462,6484,12766,66150.0,4500000.0
2003-07-24,6396,6639,6396,6594,19105,67275.0,4500000.0
2003-07-25,6572,6749,6484,6572,12396,67050.0,4500000.0
2003-07-28,6616,6727,6572,6682,27735,68175.0,4500000.0
2003-07-29,6749,6969,6705,6748,33109,68850.0,4500000.0
2003-07-30,6705,6749,6550,6550,27511,66825.0,4500000.0
2003-07-31,6462,6550,6264,6263,33473,63900.0,4500000.0
2003-08-01,6219,6330,6131,6153,41633,62775.0,4500000.0
2003-08-04,6131,6462,6043,6417,65323,65475.0,4500000.0
2003-08-05,6440,6793,6043,6792,32773,69300.0,4500000.0
2003-08-06,6572,6683,6506,6638,22465,67725.0,4500000.0
2003-08-07,6639,6705,6440,6704,12776,68400.0,4500000.0
2003-08-08,6661,6705,6462,6616,4326,67500.0,4500000.0
2003-08-11,6661,6661,6308,6307,5354,64350.0,4500000.0
2003-08-12,6308,6506,6264,6395,13241,65250.0,4500000.0
2003-08-13,6440,6661,6440,6638,63719,67725.0,4500000.0
2003-08-14,6616,6705,6528,6594,24036,67275.0,4500000.0
2003-08-18,6528,6683,6440,6616,56239,67500.0,4500000.0
2003-08-19,6639,6859,6308,6440,55243,65700.0,4500000.0
2003-08-20,6528,6683,6528,6638,33484,67725.0,4500000.0
2003-08-21,6925,7433,6925,7432,282428,75825.0,4500000.0
2003-08-22,7499,7874,7499,7719,176842,78750.0,4500000.0
2003-08-25,7874,8469,7807,8182,187880,83475.0,4500000.0
2003-08-26,8557,9020,7741,7939,667782,81000.0,4500000.0
2003-08-27,8116,8447,8006,8027,229589,81900.0,4500000.0
2003-08-28,8028,8116,7587,7608,89518,77625.0,4500000.0
2003-08-29,7565,8028,7565,7763,94768,79200.0,4500000.0
2003-09-01,8249,8690,8249,8689,279812,88650.0,4500000.0
2003-09-02,9263,9263,8579,8733,321850,89100.0,4500000.0
2003-09-03,8800,8888,8293,8424,171566,85950.0,4500000.0
2003-09-04,8447,8513,7918,7917,146995,80775.0,4500000.0
2003-09-05,7852,8160,7829,7983,143837,81450.0,4500000.0
2003-09-08,8006,8094,7763,7763,135700,79200.0,4500000.0
2003-09-09,7488,7755,7245,7447,207051,41400.0,4500000.0
2003-09-15,7367,7448,7213,7285,91873,40500.0,4500000.0
2003-09-16,7245,7690,7245,7690,76874,42750.0,4500000.0
2003-09-17,7844,8581,7844,8580,273979,47700.0,4500000.0
2003-09-18,8419,8824,8022,8661,192258,48150.0,4500000.0
2003-09-19,8662,8905,8176,8378,82911,46575.0,4500000.0
2003-09-22,8379,8379,7529,7852,101773,43650.0,4500000.0
2003-09-23,7618,8095,7618,7941,59677,44145.0,4500000.0
2003-09-24,7860,8071,7820,8022,52478,44595.0,4500000.0
2003-09-25,7569,8824,7569,8022,153359,44595.0,4500000.0
2003-09-26,7933,8176,7933,8022,47446,44595.0,4500000.0
2003-09-29,8030,8071,7788,7811,75336,43425.0,4500000.0
2003-09-30,7618,7763,7456,7609,177719,77682.0,8264034.0
2003-10-01,7529,7715,7278,7382,112205,75368.0,8264034.0
2003-10-02,7456,7844,7448,7771,187476,79335.0,8264034.0
2003-10-06,8055,8702,8014,8702,344589,88838.0,8264034.0
2003-10-07,8945,8986,8581,8783,483062,89665.0,8264034.0
2003-10-08,8986,8986,8298,8297,328073,84706.0,8264034.0
2003-10-09,8419,8621,8217,8338,184815,85120.0,8264034.0
2003-10-10,8581,9229,8581,9066,486435,92557.0,8264034.0
2003-10-13,9350,10119,9188,10119,463535,103300.0,8264034.0
2003-10-14,10443,10929,9957,10119,800292,103300.0,8264034.0
2003-10-15,10524,10848,9917,10159,279625,103714.0,8264034.0
2003-10-16,10483,10483,9674,9957,234375,101648.0,8264034.0
2003-10-17,9957,10524,9755,9997,426802,102061.0,8264034.0
2003-10-20,9836,10038,9471,9552,240909,97516.0,8264034.0
2003-10-21,9714,10119,9552,9916,308484,101234.0,8264034.0
2003-10-22,9795,9957,9552,9633,130634,98342.0,8264034.0
2003-10-23,9552,10402,9431,9633,368883,98342.0,8264034.0
2003-10-24,9674,10038,9512,9633,108104,98342.0,8264034.0
2003-10-27,9795,9876,9552,9714,119978,99168.0,8264034.0
2003-10-28,9795,10605,9795,10402,506998,106193.0,8264034.0
2003-10-29,10686,11617,10524,10523,722347,107432.0,8264034.0
2003-10-30,10767,10807,9957,10159,339168,103714.0,8264034.0
2003-10-31,10281,10321,9714,9916,225905,101234.0,8264034.0
2003-11-03,10079,10564,10038,10483,311841,107019.0,8264034.0
2003-11-04,10645,11333,10645,11090,550766,113217.0,8264034.0
2003-11-05,11293,11293,10686,11171,229231,114044.0,8264034.0
2003-11-06,11171,11171,10848,10969,155074,111978.0,8264034.0
2003-11-07,11293,12021,10969,12021,442032,122721.0,8264034.0
2003-11-10,11698,12305,11657,11819,289923,120655.0,8264034.0
2003-11-11,11819,11900,10929,11333,197873,115696.0,8264034.0
2003-11-12,11333,11495,11171,11454,86417,116936.0,8264034.0
2003-11-13,11536,12062,11495,12061,257311,123134.0,8264034.0
2003-11-14,11657,11860,11131,11252,206843,114870.0,8264034.0
2003-11-17,11010,11374,11010,11009,84279,112391.0,8264034.0
2003-11-18,11414,11981,11414,11859,322425,121068.0,8264034.0
2003-11-19,11576,12710,11252,11738,398038,119828.0,8264034.0
2003-11-20,12062,12548,11900,11980,304532,122308.0,8264034.0
2003-11-21,11900,12224,11414,11576,108834,118176.0,8264034.0
2003-11-24,11495,11495,10929,11373,102006,116110.0,8264034.0
2003-11-25,11900,12224,11819,12142,281804,123961.0,8264034.0
2003-11-26,12021,12426,11900,11980,105648,122308.0,8264034.0
2003-11-27,12143,12224,11860,12061,64754,123134.0,8264034.0
2003-11-28,12305,12305,12021,12142,59825,123961.0,8264034.0
2003-12-01,12143,12548,12143,12142,119217,123961.0,8264034.0
2003-12-02,12548,13600,12386,12992,503092,132638.0,8264034.0
2003-12-03,13195,13479,12831,13033,163395,133051.0,8264034.0
2003-12-04,13033,13317,12952,12992,61572,132638.0,8264034.0
2003-12-05,12952,13033,12588,12709,53387,129745.0,8264034.0
2003-12-08,12467,12790,12467,12709,51613,129745.0,8264034.0
2003-12-09,12750,12993,12669,12709,46609,129745.0,8264034.0
2003-12-10,12871,12912,12629,12669,51529,129332.0,8264034.0
2003-12-11,12912,12912,12629,12709,44988,129745.0,8264034.0
2003-12-12,12710,12912,12467,12709,76740,129745.0,8264034.0
2003-12-15,13033,13114,12710,12911,55195,131811.0,8264034.0
2003-12-16,12548,12952,12548,12790,36129,130572.0,8264034.0
2003-12-17,12952,13357,12021,12223,245580,124787.0,8264034.0
2003-12-18,11900,12062,11536,12061,105337,123134.0,8264034.0
2003-12-19,12143,12143,11657,11738,45112,119828.0,8264034.0
2003-12-22,11333,11981,11333,11738,55475,119828.0,8264034.0
2003-12-23,11657,11860,11657,11738,51460,119828.0,8264034.0
2003-12-24,11738,11738,11576,11697,64330,119415.0,8264034.0
2003-12-26,11495,11819,11495,11819,29021,120655.0,8264034.0
2003-12-29,11576,11779,11252,11778,42520,120242.0,8264034.0
2003-12-30,11738,12102,11738,11900,63014,121481.0,8264034.0
2004-01-02,12021,12345,11779,11900,92456,121481.0,8264034.0
2004-01-05,12143,12507,12143,12507,62442,127679.0,8264034.0
2004-01-06,12710,12710,12224,12547,46729,128093.0,8264034.0
2004-01-07,12548,13357,12548,13114,99158,133877.0,8264034.0
2004-01-08,13357,13762,13033,13721,115284,140075.0,8264034.0
2004-01-09,13721,13721,13236,13438,50014,137183.0,8264034.0
2004-01-12,13681,13883,13479,13478,50538,137596.0,8264034.0
2004-01-13,13762,13762,13560,13680,28935,139662.0,8264034.0
2004-01-14,15057,15057,14005,14207,76771,145034.0,8264034.0
2004-01-15,14531,14733,14248,14571,63729,148753.0,8264034.0
2004-01-16,14571,14895,14329,14328,73144,146273.0,8264034.0
2004-01-19,14329,14571,14005,14004,71519,142968.0,8264034.0
2004-01-20,13721,14571,13640,13761,39340,140489.0,8264034.0
2004-01-26,13357,14490,13357,14409,46778,147100.0,8264034.0
2004-01-27,14086,14126,13438,13519,124340,138009.0,8264034.0
2004-01-28,12952,13114,11900,11900,227361,121481.0,8264034.0
2004-01-29,11576,11617,11010,11211,252219,114457.0,8264034.0
2004-01-30,11374,11940,11374,11738,296726,119828.0,8264034.0
2004-02-02,11900,12912,11900,12790,199414,130572.0,8264034.0
2004-02-03,12710,12871,12143,12871,111237,131398.0,8264034.0
2004-02-04,12548,13074,12386,12952,140462,132225.0,8264034.0
2004-02-05,12467,12952,12467,12547,60611,128093.0,8264034.0
2004-02-06,12790,12831,12467,12588,18958,128506.0,8264034.0
2004-02-09,12386,13843,12386,13397,78845,136770.0,8264034.0
2004-02-10,13600,13924,13033,13761,72617,140489.0,8264034.0
2004-02-11,13762,13762,13479,13559,14521,138423.0,8264034.0
2004-02-12,13883,13883,13438,13519,15404,138009.0,8264034.0
2004-02-13,13357,13600,13357,13519,11726,138009.0,8264034.0
2004-02-16,14005,14450,14005,14288,54946,145860.0,8264034.0
2004-02-17,14329,14612,13802,13842,32425,141315.0,8264034.0
2004-02-18,13681,14005,13438,13761,50641,140489.0,8264034.0
2004-02-19,13762,13762,13195,13316,136282,135943.0,8264034.0
2004-02-20,13317,13357,12993,13033,34495,133051.0,8264034.0
2004-02-23,12993,13195,12952,13033,21486,133051.0,8264034.0
2004-02-24,12831,13074,12831,12911,23624,131811.0,8264034.0
2004-02-25,12912,12952,12548,12588,31987,128506.0,8264034.0
2004-02-26,12831,12952,12629,12669,42926,129332.0,8264034.0
2004-02-27,13195,14167,12952,13559,289073,138423.0,8264034.0
2004-03-02,13721,13924,13560,13680,134982,139662.0,8264034.0
2004-03-03,13843,15138,13762,14571,299037,148753.0,8264034.0
2004-03-04,14936,15138,14045,14247,135879,145447.0,8264034.0
2004-03-05,14126,14450,13640,13761,80961,140489.0,8264034.0
2004-03-08,13883,14086,13600,13600,56759,138836.0,8264034.0
2004-03-09,13479,13762,13357,13600,87904,138836.0,8264034.0
2004-03-10,13357,13398,13236,13357,57632,136357.0,8264034.0
