LG유플러스(032640),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-07-29,10850,11150,10700,10950,2177990,4780894.0,436611361.0
2016-08-01,11000,11450,10950,11400,1470038,4977370.0,436611361.0
2016-08-02,11400,11750,11350,11550,2709683,5042861.0,436611361.0
2016-08-03,11550,11750,11400,11500,2427491,5021031.0,436611361.0
2016-08-04,11550,11700,11400,11650,1797727,5086522.0,436611361.0
2016-08-05,11700,11800,11650,11800,1570844,5152014.0,436611361.0
2016-08-08,11800,11850,11450,11500,1477006,5021031.0,436611361.0
2016-08-09,11600,11850,11550,11700,1571198,5108353.0,436611361.0
2016-08-10,11650,11700,11450,11500,1100539,5021031.0,436611361.0
2016-08-11,11450,11850,11450,11800,1318211,5152014.0,436611361.0
2016-08-12,11850,11950,11700,11800,1483842,5152014.0,436611361.0
2016-08-16,11900,11900,11450,11550,1435993,5042861.0,436611361.0
2016-08-17,11500,11750,11500,11700,853613,5108353.0,436611361.0
2016-08-18,11650,11650,11450,11500,1139934,5021031.0,436611361.0
2016-08-19,11450,11550,11300,11350,994625,4955539.0,436611361.0
2016-08-22,11400,11400,11150,11250,727813,4911878.0,436611361.0
2016-08-23,11350,11400,11200,11400,796232,4977370.0,436611361.0
2016-08-24,11350,11500,11250,11350,979964,4955539.0,436611361.0
2016-08-25,11350,11650,11300,11650,1347878,5086522.0,436611361.0
2016-08-26,11750,11800,11550,11800,1288576,5152014.0,436611361.0
2016-08-29,11700,11750,11300,11400,1399577,4977370.0,436611361.0
2016-08-30,11350,11550,11300,11400,1163585,4977370.0,436611361.0
2016-08-31,11400,11650,11350,11650,1438079,5086522.0,436611361.0
2016-09-01,11700,11700,11500,11550,1120836,5042861.0,436611361.0
2016-09-02,11500,11600,11300,11350,627781,4955539.0,436611361.0
2016-09-05,11450,11550,11400,11500,370685,5021031.0,436611361.0
2016-09-06,11500,11500,11300,11350,603688,4955539.0,436611361.0
2016-09-07,11350,11500,11300,11350,482426,4955539.0,436611361.0
2016-09-08,11400,11500,11350,11350,742983,4955539.0,436611361.0
2016-09-09,11350,11500,11350,11500,828264,5021031.0,436611361.0
2016-09-12,11500,11600,11350,11500,740737,5021031.0,436611361.0
2016-09-13,11550,11600,11450,11550,1094575,5042861.0,436611361.0
2016-09-19,11450,11600,11400,11550,1016909,5042861.0,436611361.0
2016-09-20,11600,11650,11450,11450,985518,4999200.0,436611361.0
2016-09-21,11450,11650,11450,11600,927022,5064692.0,436611361.0
2016-09-22,11700,11700,11500,11600,658739,5064692.0,436611361.0
2016-09-23,11650,11700,11500,11600,508077,5064692.0,436611361.0
2016-09-26,11650,11800,11550,11550,528774,5042861.0,436611361.0
2016-09-27,11600,11800,11500,11750,828851,5130183.0,436611361.0
2016-09-28,11750,11850,11700,11750,738733,5130183.0,436611361.0
2016-09-29,11800,11900,11750,11750,442846,5130183.0,436611361.0
2016-09-30,11700,11750,11650,11750,565445,5130183.0,436611361.0
2016-10-04,11700,11850,11650,11700,674896,5108353.0,436611361.0
2016-10-05,11700,11750,11500,11700,856953,5108353.0,436611361.0
2016-10-06,11650,11700,11500,11550,823758,5042861.0,436611361.0
2016-10-07,11550,11650,11400,11450,786280,4999200.0,436611361.0
2016-10-10,11550,11650,11450,11600,725867,5064692.0,436611361.0
2016-10-11,11700,11800,11500,11500,1097980,5021031.0,436611361.0
2016-10-12,11500,11550,11250,11350,1339169,4955539.0,436611361.0
2016-10-13,11300,11350,11150,11250,1442936,4911878.0,436611361.0
2016-10-14,11350,11700,11300,11550,913162,5042861.0,436611361.0
2016-10-17,11600,11700,11550,11650,577907,5086522.0,436611361.0
2016-10-18,11700,11750,11600,11650,588990,5086522.0,436611361.0
2016-10-19,11650,11700,11450,11500,598474,5021031.0,436611361.0
2016-10-20,11450,11600,11450,11600,342668,5064692.0,436611361.0
2016-10-21,11650,11650,11450,11500,651126,5021031.0,436611361.0
2016-10-24,11550,12150,11500,12150,1594124,5304828.0,436611361.0
2016-10-25,12100,12350,12000,12150,1127915,5304828.0,436611361.0
2016-10-26,12050,12150,11850,12100,1044066,5282997.0,436611361.0
2016-10-27,12000,12050,11800,11850,1004313,5173845.0,436611361.0
2016-10-28,11900,12100,11700,11800,984404,5152014.0,436611361.0
2016-10-31,11750,12400,11750,11800,2118658,5152014.0,436611361.0
2016-11-01,11950,12400,11900,12300,1652538,5370320.0,436611361.0
2016-11-02,12400,12700,12250,12550,1968622,5479473.0,436611361.0
2016-11-03,12550,12700,12400,12400,878663,5413981.0,436611361.0
2016-11-04,12500,12550,12100,12250,1130159,5348489.0,436611361.0
2016-11-07,12200,12300,12050,12050,822100,5261167.0,436611361.0
2016-11-08,12150,12500,12000,12050,1181627,5261167.0,436611361.0
2016-11-09,12100,12150,11500,11700,2127448,5108353.0,436611361.0
2016-11-10,11800,11850,11650,11800,1283490,5152014.0,436611361.0
2016-11-11,11700,11800,11150,11450,3100560,4999200.0,436611361.0
2016-11-14,11300,11600,11300,11500,797766,5021031.0,436611361.0
2016-11-15,11650,12050,11550,12000,1581714,5239336.0,436611361.0
2016-11-16,12000,12000,11600,11600,970114,5064692.0,436611361.0
2016-11-17,11650,11700,11550,11650,719781,5086522.0,436611361.0
2016-11-18,11650,11900,11600,11750,1122734,5130183.0,436611361.0
2016-11-21,11750,11950,11650,11950,819524,5217506.0,436611361.0
2016-11-22,11950,11950,11550,11550,882061,5042861.0,436611361.0
2016-11-23,11550,11900,11550,11750,1123960,5130183.0,436611361.0
2016-11-24,11750,11900,11700,11750,513046,5130183.0,436611361.0
2016-11-25,11800,11900,11700,11700,380564,5108353.0,436611361.0
2016-11-28,11750,11900,11600,11600,554866,5064692.0,436611361.0
2016-11-29,11550,11650,11450,11550,526322,5042861.0,436611361.0
2016-11-30,11500,11700,11450,11450,1415992,4999200.0,436611361.0
2016-12-01,11500,11750,11450,11750,1183743,5130183.0,436611361.0
2016-12-02,11700,11900,11650,11850,831196,5173845.0,436611361.0
2016-12-05,11850,11900,11700,11850,393929,5173845.0,436611361.0
2016-12-06,11900,12100,11850,12100,691835,5282997.0,436611361.0
2016-12-07,12150,12200,11700,11700,687326,5108353.0,436611361.0
2016-12-08,11800,12100,11750,12100,1278179,5282997.0,436611361.0
2016-12-09,12000,12150,11850,11950,535859,5217506.0,436611361.0
2016-12-12,12050,12150,11750,11850,725254,5173845.0,436611361.0
2016-12-13,11900,12300,11900,12300,917584,5370320.0,436611361.0
2016-12-14,12300,12300,11950,12000,822918,5239336.0,436611361.0
2016-12-15,11950,12200,11850,12150,678543,5304828.0,436611361.0
2016-12-16,12050,12100,11900,11900,953438,5195675.0,436611361.0
2016-12-19,11900,11950,11700,11800,633450,5152014.0,436611361.0
2016-12-20,11850,12050,11800,12050,1078296,5261167.0,436611361.0
2016-12-21,12100,12100,11900,11900,1043038,5195675.0,436611361.0
2016-12-22,11900,12000,11800,11850,765273,5173845.0,436611361.0
2016-12-23,11850,11950,11750,11950,731368,5217506.0,436611361.0
2016-12-26,11900,11950,11750,11850,503836,5173845.0,436611361.0
2016-12-27,11850,11950,11750,11800,745882,5152014.0,436611361.0
2016-12-28,11600,11700,11500,11600,795030,5064692.0,436611361.0
2016-12-29,11550,11650,11400,11450,1050949,4999200.0,436611361.0
2017-01-02,11550,11750,11500,11700,502234,5108353.0,436611361.0
2017-01-03,11700,11700,11450,11500,1202691,5021031.0,436611361.0
2017-01-04,11450,11500,11300,11300,1218426,4933708.0,436611361.0
2017-01-05,11350,11600,11350,11600,1272210,5064692.0,436611361.0
2017-01-06,11600,11600,11350,11400,954329,4977370.0,436611361.0
2017-01-09,11400,11450,11300,11400,730266,4977370.0,436611361.0
2017-01-10,11400,11500,11350,11500,920328,5021031.0,436611361.0
2017-01-11,11550,11600,11450,11500,906833,5021031.0,436611361.0
2017-01-12,11500,11550,11350,11450,814773,4999200.0,436611361.0
2017-01-13,11500,11500,11300,11400,841098,4977370.0,436611361.0
2017-01-16,11450,11500,11350,11350,568563,4955539.0,436611361.0
2017-01-17,11350,11650,11350,11550,775661,5042861.0,436611361.0
2017-01-18,11600,11750,11550,11600,1046233,5064692.0,436611361.0
2017-01-19,11600,11650,11400,11400,664738,4977370.0,436611361.0
2017-01-20,11450,11700,11450,11600,915111,5064692.0,436611361.0
2017-01-23,11750,11950,11650,11850,1372617,5173845.0,436611361.0
2017-01-24,11900,11950,11550,11600,953231,5064692.0,436611361.0
2017-01-25,11650,11650,11450,11450,721191,4999200.0,436611361.0
2017-01-26,11450,11600,11350,11600,998498,5064692.0,436611361.0
2017-01-31,11500,11600,11400,11400,3929949,4977370.0,436611361.0
2017-02-01,11500,11550,11150,11200,1526405,4890047.0,436611361.0
2017-02-02,11400,11700,11350,11550,2590067,5042861.0,436611361.0
2017-02-03,11600,12100,11600,12100,3147031,5282997.0,436611361.0
2017-02-06,12300,12350,12000,12050,1503547,5261167.0,436611361.0
2017-02-07,12200,12550,12050,12350,2237389,5392150.0,436611361.0
2017-02-08,12400,12850,12400,12600,2756671,5501303.0,436611361.0
2017-02-09,12550,12750,12400,12750,1548309,5566795.0,436611361.0
2017-02-10,12800,12800,12350,12400,3139701,5413981.0,436611361.0
2017-02-13,12500,12750,12450,12600,1732521,5501303.0,436611361.0
2017-02-14,12750,12750,12550,12700,1474671,5544964.0,436611361.0
2017-02-15,12650,12750,12500,12650,1121402,5523134.0,436611361.0
2017-02-16,12700,12800,12600,12600,1112806,5501303.0,436611361.0
2017-02-17,12650,12700,12500,12500,980350,5457642.0,436611361.0
2017-02-20,12550,12600,12450,12550,618040,5479473.0,436611361.0
2017-02-21,12600,12800,12550,12650,771990,5523134.0,436611361.0
2017-02-22,12750,13150,12550,13150,2077805,5741439.0,436611361.0
2017-02-23,13350,13500,13050,13300,2787002,5806931.0,436611361.0
2017-02-24,13250,13350,12950,13100,1364863,5719609.0,436611361.0
2017-02-27,13100,13200,12700,12750,1225382,5566795.0,436611361.0
2017-02-28,12750,12950,12650,12800,9229756,5588625.0,436611361.0
2017-03-02,13450,13650,13350,13550,3428244,5916084.0,436611361.0
2017-03-03,13550,13750,13400,13450,1809120,5872423.0,436611361.0
2017-03-06,13550,13550,13000,13250,1856417,5785101.0,436611361.0
2017-03-07,13300,13700,13150,13600,1267435,5937915.0,436611361.0
2017-03-08,13600,14200,13500,13850,2362297,6047067.0,436611361.0
2017-03-09,13950,14100,13650,13650,2012572,5959745.0,436611361.0
2017-03-10,13600,14050,13550,13900,2272466,6068898.0,436611361.0
2017-03-13,13950,14250,13900,14200,1406228,6199881.0,436611361.0
2017-03-14,14100,14350,14050,14050,1270355,6134390.0,436611361.0
2017-03-15,14150,15000,14050,14700,2594425,6418187.0,436611361.0
2017-03-16,14750,15200,14600,14750,2099469,6440018.0,436611361.0
2017-03-17,14750,14900,14300,14300,1804201,6243542.0,436611361.0
2017-03-20,14450,15000,14400,14700,1648497,6418187.0,436611361.0
2017-03-21,14850,14850,14200,14400,2330704,6287204.0,436611361.0
2017-03-22,14650,15000,14550,15000,2549757,6549170.0,436611361.0
2017-03-23,15100,15200,14800,14850,1784344,6483679.0,436611361.0
2017-03-24,15000,15400,14950,15000,2147757,6549170.0,436611361.0
2017-03-27,14950,15350,14950,15100,1181415,6592832.0,436611361.0
2017-03-28,15300,15300,14850,15050,1615757,6571001.0,436611361.0
2017-03-29,15050,15100,14600,14700,2612778,6418187.0,436611361.0
2017-03-30,14750,14900,14550,14800,1359685,6461848.0,436611361.0
2017-03-31,14800,14850,14300,14300,2355019,6243542.0,436611361.0
2017-04-03,14400,14700,14350,14550,1496164,6352695.0,436611361.0
2017-04-04,14650,14700,14350,14500,759175,6330865.0,436611361.0
2017-04-05,14600,14600,13900,14200,2886197,6199881.0,436611361.0
2017-04-06,14200,14450,14100,14350,1858809,6265373.0,436611361.0
2017-04-07,14450,15000,14350,14800,2278169,6461848.0,436611361.0
2017-04-10,14800,15100,14600,14700,1465777,6418187.0,436611361.0
2017-04-11,14850,15050,13750,14200,4158929,6199881.0,436611361.0
2017-04-12,14100,14150,13750,13950,1485041,6090728.0,436611361.0
2017-04-13,14100,14500,14050,14300,1471183,6243542.0,436611361.0
2017-04-14,14300,14350,14100,14250,1295484,6221712.0,436611361.0
2017-04-17,14200,14400,14000,14200,752203,6199881.0,436611361.0
2017-04-18,14300,14350,14100,14250,897976,6221712.0,436611361.0
2017-04-19,14300,14550,14200,14250,1142289,6221712.0,436611361.0
2017-04-20,14200,14300,13950,14050,1234898,6134390.0,436611361.0
2017-04-21,14150,14400,14100,14250,1014526,6221712.0,436611361.0
2017-04-24,14500,14800,14400,14650,1419482,6396356.0,436611361.0
2017-04-25,14600,14600,14200,14350,1711045,6265373.0,436611361.0
2017-04-26,14400,14550,14250,14400,1301874,6287204.0,436611361.0
2017-04-27,14550,14600,14150,14200,1297617,6199881.0,436611361.0
2017-04-28,14100,14450,13950,14450,1604508,6309034.0,436611361.0
2017-05-02,14500,14500,14000,14000,1588383,6112559.0,436611361.0
2017-05-04,14050,14150,13600,13750,1870597,6003406.0,436611361.0
2017-05-08,13850,14050,13750,13950,2468786,6090728.0,436611361.0
2017-05-10,14100,14150,13650,13850,2825797,6047067.0,436611361.0
2017-05-11,13850,13900,13200,13500,3584913,5894253.0,436611361.0
2017-05-12,13600,14000,13550,13750,3004241,6003406.0,436611361.0
2017-05-15,13900,13950,13100,13200,2616713,5763270.0,436611361.0
2017-05-16,13300,13650,13250,13650,2222207,5959745.0,436611361.0
2017-05-17,13700,13900,13500,13800,1728858,6025237.0,436611361.0
2017-05-18,13400,14600,13400,14600,3688795,6374526.0,436611361.0
2017-05-19,14700,14950,14550,14700,2273623,6418187.0,436611361.0
2017-05-22,14950,14950,14600,14850,2611819,6483679.0,436611361.0
2017-05-23,14700,14950,14550,14800,1833688,6461848.0,436611361.0
2017-05-24,14950,15300,14700,15150,1893815,6614662.0,436611361.0
2017-05-25,15250,16200,15250,15650,3640473,6832968.0,436611361.0
2017-05-26,15700,15800,15500,15700,2356101,6854798.0,436611361.0
2017-05-29,15650,16000,15250,15900,2274359,6942121.0,436611361.0
2017-05-30,16050,16050,15450,15550,1577050,6789307.0,436611361.0
2017-05-31,15650,16300,15600,16200,3688113,7073104.0,436611361.0
2017-06-01,16200,16450,16000,16200,1803349,7073104.0,436611361.0
2017-06-02,16200,17050,16150,16400,3749774,7160426.0,436611361.0
2017-06-05,16700,16900,16300,16300,869875,7116765.0,436611361.0
2017-06-07,16000,16400,16000,16250,1709901,7094935.0,436611361.0
2017-06-08,16250,16800,15850,16800,2119828,7335071.0,436611361.0
2017-06-09,16900,16950,16000,16150,2353691,7051273.0,436611361.0
2017-06-12,16300,16350,16050,16150,1688017,7051273.0,436611361.0
2017-06-13,16300,16300,15950,16050,1116772,7007612.0,436611361.0
2017-06-14,16000,16300,15900,16000,2423233,6985782.0,436611361.0
2017-06-15,16000,16200,15950,16000,971394,6985782.0,436611361.0
2017-06-16,16000,16650,15950,16600,3331527,7247749.0,436611361.0
2017-06-19,16600,16700,16400,16500,1462168,7204087.0,436611361.0
2017-06-20,16500,17300,16450,17000,2429615,7422393.0,436611361.0
2017-06-21,17000,17150,16450,16800,2158966,7335071.0,436611361.0
2017-06-22,16800,17250,16800,17000,2126798,7422393.0,436611361.0
2017-06-23,16900,16950,16550,16700,3582920,7291410.0,436611361.0
2017-06-26,16550,16800,16350,16750,2803164,7313240.0,436611361.0
2017-06-27,16800,17900,16600,17000,6293996,7422393.0,436611361.0
2017-06-28,17250,17300,15950,15950,9148927,6963951.0,436611361.0
2017-06-29,16050,16400,16000,16150,2549179,7051273.0,436611361.0
2017-06-30,16050,16250,15550,15600,1940282,6811137.0,436611361.0
2017-07-03,15600,15950,15550,15650,1572107,6832968.0,436611361.0
2017-07-04,15700,15850,15250,15400,1370267,6723815.0,436611361.0
2017-07-05,15300,15450,15050,15150,1485331,6614662.0,436611361.0
2017-07-06,15150,15250,14550,14700,1359653,6418187.0,436611361.0
2017-07-07,14650,15200,14600,15000,1879419,6549170.0,436611361.0
2017-07-10,15000,15800,15000,15600,1452818,6811137.0,436611361.0
2017-07-11,15600,16000,15450,15550,1149720,6789307.0,436611361.0
2017-07-12,15500,15500,15100,15200,1039182,6636493.0,436611361.0
2017-07-13,15300,15500,15050,15050,1200677,6571001.0,436611361.0
2017-07-14,15100,15250,15100,15150,568294,6614662.0,436611361.0
2017-07-17,15300,15600,15200,15450,947651,6745646.0,436611361.0
2017-07-18,15550,15700,15250,15450,998795,6745646.0,436611361.0
2017-07-19,15650,15700,15500,15550,579364,6789307.0,436611361.0
2017-07-20,15700,15700,15300,15350,774089,6701984.0,436611361.0
2017-07-21,15400,15900,15350,15800,1171958,6898460.0,436611361.0
2017-07-24,15900,16450,15900,16000,1441658,6985782.0,436611361.0
2017-07-25,16150,16500,16150,16200,1103500,7073104.0,436611361.0
2017-07-26,16300,16650,16200,16400,1178125,7160426.0,436611361.0
2017-07-27,16550,17000,16550,16700,1519748,7291410.0,436611361.0
2017-07-28,16450,16600,16200,16300,1246051,7116765.0,436611361.0
2017-07-31,16300,16750,16250,16650,1627814,7269579.0,436611361.0
2017-08-01,16650,16850,16250,16400,909024,7160426.0,436611361.0
2017-08-02,16500,17200,16300,16900,1050871,7378732.0,436611361.0
2017-08-03,16900,17200,16800,16950,979563,7400563.0,436611361.0
2017-08-04,16900,17100,16450,16650,635677,7269579.0,436611361.0
2017-08-07,16650,16700,16300,16400,683298,7160426.0,436611361.0
2017-08-08,16450,16450,15900,16050,1355597,7007612.0,436611361.0
2017-08-09,16000,16300,16000,16150,781942,7051273.0,436611361.0
2017-08-10,16200,16300,15450,15650,1665355,6832968.0,436611361.0
2017-08-11,15500,15550,14450,14950,4641479,6527340.0,436611361.0
2017-08-14,15050,15300,14700,15050,1486622,6571001.0,436611361.0
2017-08-16,15450,15600,15050,15350,1657677,6701984.0,436611361.0
2017-08-17,15100,15150,14650,15000,1266415,6549170.0,436611361.0
2017-08-18,14950,15100,14300,14900,2622160,6505509.0,436611361.0
2017-08-21,14950,15350,14850,15250,908961,6658323.0,436611361.0
2017-08-22,15400,15550,15300,15300,1641085,6680154.0,436611361.0
2017-08-23,15300,15600,15200,15250,1136117,6658323.0,436611361.0
2017-08-24,15250,15450,14700,14750,2114732,6440018.0,436611361.0
2017-08-25,14850,14850,13650,14750,3246354,6440018.0,436611361.0
2017-08-28,14750,15050,14650,14650,931696,6396356.0,436611361.0
2017-08-29,14650,14700,14300,14500,1236968,6330865.0,436611361.0
2017-08-30,14600,15000,14600,14750,1730466,6440018.0,436611361.0
2017-08-31,14650,14750,13800,13800,16069220,6025237.0,436611361.0
2017-09-01,14250,14500,14000,14350,4679181,6265373.0,436611361.0
2017-09-04,14000,14400,14000,14000,1272951,6112559.0,436611361.0
2017-09-05,14050,14150,13700,13750,1515507,6003406.0,436611361.0
2017-09-06,13700,13750,13250,13500,3326099,5894253.0,436611361.0
2017-09-07,13450,13950,13300,13800,1960201,6025237.0,436611361.0
2017-09-08,13850,14100,13700,13800,1230739,6025237.0,436611361.0
2017-09-11,13900,13950,13500,13600,2824321,5937915.0,436611361.0
2017-09-12,13650,13800,13550,13550,1106394,5916084.0,436611361.0
2017-09-13,13550,13850,13550,13850,1887072,6047067.0,436611361.0
2017-09-14,13850,13850,13400,13550,2080412,5916084.0,436611361.0
2017-09-15,13400,13800,13350,13700,1741478,5981576.0,436611361.0
2017-09-18,13750,13950,13550,13650,849050,5959745.0,436611361.0
2017-09-19,13500,13550,13050,13150,2293765,5741439.0,436611361.0
2017-09-20,13050,13250,12900,13100,2120451,5719609.0,436611361.0
2017-09-21,13050,13150,12700,13100,2369013,5719609.0,436611361.0
2017-09-22,13100,13300,12900,13100,2706224,5719609.0,436611361.0
2017-09-25,13100,13150,12900,13000,982029,5675948.0,436611361.0
2017-09-26,12950,13250,12700,13100,1620168,5719609.0,436611361.0
2017-09-27,13100,13150,12850,13000,1450633,5675948.0,436611361.0
2017-09-28,13000,13100,12850,13000,1223130,5675948.0,436611361.0
2017-09-29,13150,13400,13100,13350,1756663,5828762.0,436611361.0
2017-10-10,13450,13450,12900,13000,3811631,5675948.0,436611361.0
2017-10-11,12950,13000,12700,12750,2378495,5566795.0,436611361.0
2017-10-12,12750,13050,12750,12900,2955889,5632287.0,436611361.0
2017-10-13,12950,13200,12950,13100,2175014,5719609.0,436611361.0
2017-10-16,13050,13500,13000,13450,2016787,5872423.0,436611361.0
2017-10-17,13500,13500,13150,13200,1322891,5763270.0,436611361.0
2017-10-18,13250,13700,13250,13650,2109675,5959745.0,436611361.0
2017-10-19,13650,13800,13450,13450,1277320,5872423.0,436611361.0
2017-10-20,13500,13550,13200,13400,1454107,5850592.0,436611361.0
2017-10-23,13350,13500,13200,13350,1000481,5828762.0,436611361.0
2017-10-24,13350,13450,13250,13400,910128,5850592.0,436611361.0
2017-10-25,13350,13550,13300,13550,1577596,5916084.0,436611361.0
2017-10-26,13550,13600,13000,13050,1695308,5697778.0,436611361.0
2017-10-27,13050,13100,12850,12950,1615817,5654117.0,436611361.0
2017-10-30,13000,13150,12900,12950,1178256,5654117.0,436611361.0
2017-10-31,13000,13000,12750,12850,1891261,5610456.0,436611361.0
2017-11-01,12750,12950,12650,12900,2650639,5632287.0,436611361.0
2017-11-02,13050,13350,12950,13250,2880189,5785101.0,436611361.0
2017-11-03,13400,13550,13250,13350,2458357,5828762.0,436611361.0
2017-11-06,13350,13350,12850,13000,2551645,5675948.0,436611361.0
2017-11-07,12900,13050,12800,12850,1663243,5610456.0,436611361.0
2017-11-08,12800,12800,12400,12500,3269568,5457642.0,436611361.0
2017-11-09,12600,12650,12350,12400,3030287,5413981.0,436611361.0
2017-11-10,12450,12700,12450,12550,2544126,5479473.0,436611361.0
2017-11-13,12600,12700,12400,12450,1332879,5435811.0,436611361.0
2017-11-14,12450,12500,12150,12250,1585924,5348489.0,436611361.0
2017-11-15,12200,12700,12150,12650,1960398,5523134.0,436611361.0
2017-11-16,12650,12700,12350,12350,1457484,5392150.0,436611361.0
2017-11-17,12350,12550,12300,12500,1216546,5457642.0,436611361.0
2017-11-20,12500,12600,12300,12300,997682,5370320.0,436611361.0
2017-11-21,12350,12600,12300,12500,1107778,5457642.0,436611361.0
2017-11-22,12600,13200,12500,13050,3206135,5697778.0,436611361.0
2017-11-23,13150,13300,13000,13050,2381553,5697778.0,436611361.0
2017-11-24,13250,13700,13050,13650,2578389,5959745.0,436611361.0
2017-11-27,13750,13800,13250,13400,1653309,5850592.0,436611361.0
2017-11-28,13500,13750,13500,13550,2105546,5916084.0,436611361.0
2017-11-29,13500,13650,13250,13250,902410,5785101.0,436611361.0
2017-11-30,13450,14050,13300,13850,5122236,6047067.0,436611361.0
2017-12-01,14000,14000,13750,13850,1966568,6047067.0,436611361.0
2017-12-04,13950,14550,13900,14200,4286125,6199881.0,436611361.0
2017-12-05,14450,14950,14350,14850,3897750,6483679.0,436611361.0
2017-12-06,14950,14950,14400,14550,3344060,6352695.0,436611361.0
2017-12-07,14500,15050,14300,14500,3275596,6330865.0,436611361.0
2017-12-08,14550,14600,13700,13700,3663185,5981576.0,436611361.0
2017-12-11,13750,14100,13700,14100,1629088,6156220.0,436611361.0
2017-12-12,14100,14100,13700,13850,1193415,6047067.0,436611361.0
2017-12-13,13900,14700,13750,14550,2563821,6352695.0,436611361.0
2017-12-14,14600,14900,14400,14400,2976747,6287204.0,436611361.0
2017-12-15,14500,14900,14450,14600,1852639,6374526.0,436611361.0
2017-12-18,14650,14850,14200,14450,1265602,6309034.0,436611361.0
2017-12-19,14350,14550,14050,14250,1318814,6221712.0,436611361.0
2017-12-20,14100,14300,14000,14150,1531833,6178051.0,436611361.0
2017-12-21,14150,14450,14050,14400,1208824,6287204.0,436611361.0
2017-12-22,14450,14550,14200,14400,1120026,6287204.0,436611361.0
2017-12-26,14400,14650,14350,14450,1453424,6309034.0,436611361.0
2017-12-27,14200,14400,13800,14350,1197220,6265373.0,436611361.0
2017-12-28,14300,14500,14000,14000,997478,6112559.0,436611361.0
2018-01-02,14000,14200,13900,14050,1181090,6134390.0,436611361.0
2018-01-03,14000,14300,13950,14200,1126109,6199881.0,436611361.0
2018-01-04,14150,14200,13900,13900,1451970,6068898.0,436611361.0
2018-01-05,13850,14100,13750,14050,1168086,6134390.0,436611361.0
2018-01-08,14100,14150,13900,14050,850858,6134390.0,436611361.0
2018-01-09,14000,15300,14000,15150,3807655,6614662.0,436611361.0
2018-01-10,15250,15300,14900,14900,2057762,6505509.0,436611361.0
2018-01-11,15000,15250,14750,14800,1585626,6461848.0,436611361.0
2018-01-12,14850,15000,14550,14950,1301406,6527340.0,436611361.0
2018-01-15,15000,15050,14600,14800,1452458,6461848.0,436611361.0
2018-01-16,14850,14950,14700,14750,972712,6440018.0,436611361.0
2018-01-17,14650,14900,14300,14400,1802361,6287204.0,436611361.0
2018-01-18,14600,15400,14550,15050,3853961,6571001.0,436611361.0
2018-01-19,15050,15700,14800,15600,2169214,6811137.0,436611361.0
2018-01-22,15500,15600,15150,15300,1676053,6680154.0,436611361.0
2018-01-23,15400,15800,15200,15400,1654174,6723815.0,436611361.0
2018-01-24,15500,15700,15350,15350,1042037,6701984.0,436611361.0
2018-01-25,15250,15350,14800,14900,2505863,6505509.0,436611361.0
2018-01-26,14850,15200,14800,15000,2003143,6549170.0,436611361.0
2018-01-29,15150,15150,14850,14900,1424122,6505509.0,436611361.0
2018-01-30,14850,15050,14700,14700,1554217,6418187.0,436611361.0
2018-01-31,14650,14850,14300,14300,2456882,6243542.0,436611361.0
2018-02-01,14300,14500,14150,14300,2344652,6243542.0,436611361.0
2018-02-02,14300,14550,14100,14450,1991942,6309034.0,436611361.0
2018-02-05,14200,14450,13850,13850,1707131,6047067.0,436611361.0
2018-02-06,13400,13700,13250,13650,1938164,5959745.0,436611361.0
2018-02-07,13800,13850,13050,13050,3427259,5697778.0,436611361.0
2018-02-08,12900,13350,12900,13100,2031804,5719609.0,436611361.0
2018-02-09,12850,13450,12800,13050,2142420,5697778.0,436611361.0
2018-02-12,13100,13150,12800,12950,1763392,5654117.0,436611361.0
2018-02-13,13000,13150,12900,13000,1310260,5675948.0,436611361.0
2018-02-14,13100,13350,12950,13100,1620359,5719609.0,436611361.0
2018-02-19,13300,13350,13150,13200,969919,5763270.0,436611361.0
2018-02-20,13200,13400,12950,13000,1007640,5675948.0,436611361.0
2018-02-21,13000,13050,12800,12850,2340764,5610456.0,436611361.0
2018-02-22,12850,12950,12550,12750,2430401,5566795.0,436611361.0
2018-02-23,12750,12850,12600,12750,1264479,5566795.0,436611361.0
2018-02-26,12750,13000,12700,12950,1279290,5654117.0,436611361.0
2018-02-27,13050,13100,12900,12900,823047,5632287.0,436611361.0
2018-02-28,12850,13000,12550,12550,1873595,5479473.0,436611361.0
2018-03-02,12500,12550,12300,12400,1171235,5413981.0,436611361.0
2018-03-05,12400,12700,12400,12600,1026756,5501303.0,436611361.0
2018-03-06,12750,12900,12550,12650,1816835,5523134.0,436611361.0
2018-03-07,12600,12650,12300,12300,1504147,5370320.0,436611361.0
2018-03-08,12350,12450,12150,12200,1342254,5326659.0,436611361.0
2018-03-09,12300,12600,12150,12400,2107992,5413981.0,436611361.0
2018-03-12,12500,12750,12450,12600,1272395,5501303.0,436611361.0
2018-03-13,12600,12750,12500,12650,1525447,5523134.0,436611361.0
2018-03-14,12600,12650,12300,12300,1930724,5370320.0,436611361.0
2018-03-15,12300,12550,12300,12450,1157715,5435811.0,436611361.0
2018-03-16,12450,13000,12400,12850,2580405,5610456.0,436611361.0
2018-03-19,12950,13100,12800,13050,1826578,5697778.0,436611361.0
2018-03-20,12950,12950,12650,12700,1753005,5544964.0,436611361.0
