LG유플러스(032640),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-10-28,4120,4165,4010,4065,847994,1127137.0,277278430.0
2004-10-29,4070,4175,4070,4150,827162,1150705.0,277278430.0
2004-11-01,4160,4235,4150,4160,898401,1153478.0,277278430.0
2004-11-02,4160,4200,4120,4180,1125091,1159024.0,277278430.0
2004-11-03,4190,4215,4095,4150,1179265,1150705.0,277278430.0
2004-11-04,4110,4170,4100,4170,1304952,1156251.0,277278430.0
2004-11-05,4190,4215,4050,4055,2151053,1124364.0,277278430.0
2004-11-08,4060,4080,3940,3965,1374257,1099409.0,277278430.0
2004-11-09,3965,4050,3965,4005,818944,1110500.0,277278430.0
2004-11-10,3990,4005,3880,3895,1361461,1079999.0,277278430.0
2004-11-11,3865,3925,3865,3905,729713,1082772.0,277278430.0
2004-11-12,3920,3980,3865,3965,1495081,1099409.0,277278430.0
2004-11-15,4000,4020,3975,4000,990731,1109114.0,277278430.0
2004-11-16,4000,4010,3975,3975,453344,1102182.0,277278430.0
2004-11-17,3950,4050,3950,4050,1187731,1122978.0,277278430.0
2004-11-18,4090,4110,4030,4095,758122,1135455.0,277278430.0
2004-11-19,4070,4100,4020,4090,491070,1134069.0,277278430.0
2004-11-22,4040,4050,3985,3985,452047,1104955.0,277278430.0
2004-11-23,3945,4040,3945,4000,1019258,1109114.0,277278430.0
2004-11-24,4000,4035,3965,3990,1075845,1106341.0,277278430.0
2004-11-25,4000,4025,3970,3970,449331,1100795.0,277278430.0
2004-11-26,3965,3990,3905,3905,780411,1082772.0,277278430.0
2004-11-29,3875,3920,3865,3865,807586,1071681.0,277278430.0
2004-11-30,3870,4050,3870,4040,1426660,1120205.0,277278430.0
2004-12-01,4050,4055,3995,4030,610428,1117432.0,277278430.0
2004-12-02,4065,4070,4000,4050,1060530,1122978.0,277278430.0
2004-12-03,4030,4055,3970,4005,959342,1110500.0,277278430.0
2004-12-06,4030,4065,3940,3955,1019939,1096636.0,277278430.0
2004-12-07,3915,4025,3915,4010,738748,1111887.0,277278430.0
2004-12-08,4060,4060,3990,4030,635611,1117432.0,277278430.0
2004-12-09,4015,4090,4010,4090,1174202,1134069.0,277278430.0
2004-12-10,4110,4230,4110,4190,2171849,1161797.0,277278430.0
2004-12-13,4190,4245,4185,4205,1452614,1165956.0,277278430.0
2004-12-14,4230,4260,4190,4260,834436,1181206.0,277278430.0
2004-12-15,4275,4295,4130,4200,843353,1164569.0,277278430.0
2004-12-16,4200,4200,4055,4065,1079330,1127137.0,277278430.0
2004-12-17,4050,4095,4020,4030,536791,1117432.0,277278430.0
2004-12-20,4015,4095,4010,4085,645687,1132682.0,277278430.0
2004-12-21,4100,4130,4080,4095,689431,1135455.0,277278430.0
2004-12-22,4110,4170,4100,4100,722805,1136842.0,277278430.0
2004-12-23,4115,4130,4050,4050,497834,1122978.0,277278430.0
2004-12-24,4050,4095,4050,4090,415279,1134069.0,277278430.0
2004-12-27,4090,4100,3990,4000,729513,1109114.0,277278430.0
2004-12-28,3980,4000,3930,3930,747782,1089704.0,277278430.0
2004-12-29,3945,3980,3935,3940,629091,1092477.0,277278430.0
2004-12-30,3925,4000,3925,4000,671571,1109114.0,277278430.0
2005-01-03,3980,3990,3935,3950,874721,1095250.0,277278430.0
2005-01-04,3935,3995,3935,3945,725769,1093863.0,277278430.0
2005-01-05,3955,4050,3950,4010,1058434,1111887.0,277278430.0
2005-01-06,4025,4055,4000,4055,1024804,1124364.0,277278430.0
2005-01-07,4055,4075,4000,4010,580650,1111887.0,277278430.0
2005-01-10,4020,4095,4015,4060,848512,1125750.0,277278430.0
2005-01-11,4105,4135,4065,4105,1165195,1138228.0,277278430.0
2005-01-12,4140,4190,4130,4190,954693,1161797.0,277278430.0
2005-01-13,4200,4240,4145,4180,722653,1159024.0,277278430.0
2005-01-14,4185,4280,4185,4270,1202173,1183979.0,277278430.0
2005-01-17,4305,4500,4275,4480,2206178,1242207.0,277278430.0
2005-01-18,4500,4500,4360,4450,2070860,1233889.0,277278430.0
2005-01-19,4490,4495,4400,4430,1103628,1228343.0,277278430.0
2005-01-20,4350,4390,4285,4320,1263239,1197843.0,277278430.0
2005-01-21,4300,4450,4295,4425,1752028,1226957.0,277278430.0
2005-01-24,4450,4550,4405,4455,1071080,1235275.0,277278430.0
2005-01-25,4400,4430,4290,4350,1014402,1206161.0,277278430.0
2005-01-26,4350,4440,4300,4420,817467,1225571.0,277278430.0
2005-01-27,4440,4490,4315,4370,536560,1211707.0,277278430.0
2005-01-28,4330,4370,4305,4310,329510,1195070.0,277278430.0
2005-01-31,4310,4330,4300,4320,451611,1197843.0,277278430.0
2005-02-01,4400,4400,4320,4355,574906,1207548.0,277278430.0
2005-02-02,4350,4365,4260,4300,679861,1192297.0,277278430.0
2005-02-03,4260,4325,4260,4300,619688,1192297.0,277278430.0
2005-02-04,4200,4250,4180,4215,726883,1168729.0,277278430.0
2005-02-07,4225,4260,4170,4240,1001240,1175661.0,277278430.0
2005-02-11,4240,4250,4180,4200,621201,1164569.0,277278430.0
2005-02-14,4190,4280,4190,4280,936019,1186752.0,277278430.0
2005-02-15,4285,4385,4285,4340,1222910,1203388.0,277278430.0
2005-02-16,4380,4380,4260,4305,913811,1193684.0,277278430.0
2005-02-17,4370,4370,4270,4270,746445,1183979.0,277278430.0
2005-02-18,4240,4350,4240,4335,623863,1202002.0,277278430.0
2005-02-21,4500,4720,4455,4570,4847682,1267162.0,277278430.0
2005-02-22,4560,4560,4380,4400,1282871,1220025.0,277278430.0
2005-02-23,4415,4485,4345,4480,1466709,1242207.0,277278430.0
2005-02-24,4410,4495,4410,4460,895205,1236662.0,277278430.0
2005-02-25,4455,4490,4355,4365,900690,1210320.0,277278430.0
2005-02-28,4370,4420,4355,4360,943029,1208934.0,277278430.0
2005-03-02,4360,4390,4290,4360,1224481,1208934.0,277278430.0
2005-03-03,4425,4430,4320,4370,1622503,1211707.0,277278430.0
2005-03-04,4395,4400,4340,4365,1009163,1210320.0,277278430.0
2005-03-07,4400,4405,4255,4280,1230177,1186752.0,277278430.0
2005-03-08,4280,4315,4230,4230,673371,1172888.0,277278430.0
2005-03-09,4210,4300,4205,4280,511008,1186752.0,277278430.0
2005-03-10,4250,4400,4250,4400,607136,1220025.0,277278430.0
2005-03-11,4350,4390,4300,4365,596414,1210320.0,277278430.0
2005-03-14,4355,4355,4285,4300,450193,1192297.0,277278430.0
2005-03-15,4300,4310,4185,4195,951331,1163183.0,277278430.0
2005-03-16,4200,4245,4145,4205,656863,1165956.0,277278430.0
2005-03-17,4160,4210,4150,4150,484327,1150705.0,277278430.0
2005-03-18,4155,4195,4130,4130,432357,1145160.0,277278430.0
2005-03-21,4130,4165,4105,4155,422163,1152092.0,277278430.0
2005-03-22,4115,4185,4115,4115,319134,1141001.0,277278430.0
2005-03-23,4045,4080,4035,4040,473853,1120205.0,277278430.0
2005-03-24,4040,4080,3980,3995,456202,1107727.0,277278430.0
2005-03-25,3990,4040,3990,4000,259960,1109114.0,277278430.0
2005-03-28,4010,4050,4010,4030,374245,1117432.0,277278430.0
2005-03-29,4040,4040,3910,3930,979523,1089704.0,277278430.0
2005-03-30,3990,4000,3935,3990,704102,1106341.0,277278430.0
2005-03-31,4050,4050,3985,3990,419768,1106341.0,277278430.0
2005-04-01,3950,4015,3930,4000,379515,1109114.0,277278430.0
2005-04-04,4000,4000,3950,3980,453374,1103568.0,277278430.0
2005-04-06,3965,3995,3950,3980,247762,1103568.0,277278430.0
2005-04-07,3990,3995,3965,3965,226334,1099409.0,277278430.0
2005-04-08,3975,4015,3975,3985,319825,1104955.0,277278430.0
2005-04-11,4010,4015,3915,3915,384196,1085545.0,277278430.0
2005-04-12,3910,3945,3910,3920,305182,1086931.0,277278430.0
2005-04-13,3930,3990,3920,3985,427921,1104955.0,277278430.0
2005-04-14,3960,3980,3870,3880,418062,1075840.0,277278430.0
2005-04-15,3910,3940,3870,3890,343712,1078613.0,277278430.0
2005-04-18,3870,3880,3835,3835,388646,1063363.0,277278430.0
2005-04-19,3835,3870,3830,3835,338519,1063363.0,277278430.0
2005-04-20,3840,3900,3840,3875,342858,1074454.0,277278430.0
2005-04-21,3825,3925,3825,3920,328343,1086931.0,277278430.0
2005-04-22,3960,3990,3945,3945,310402,1093863.0,277278430.0
2005-04-25,3925,3985,3870,3935,372786,1091091.0,277278430.0
2005-04-26,3935,3955,3890,3910,173314,1084159.0,277278430.0
2005-04-27,3885,4050,3885,3985,1814883,1104955.0,277278430.0
2005-04-28,4000,4020,3925,3930,309296,1089704.0,277278430.0
2005-04-29,3855,3910,3855,3880,317413,1075840.0,277278430.0
2005-05-02,3865,3880,3845,3875,214324,1074454.0,277278430.0
2005-05-03,3870,3885,3855,3855,631185,1068908.0,277278430.0
2005-05-04,3875,3950,3870,3900,145499,1081386.0,277278430.0
2005-05-06,3900,3925,3890,3905,240008,1082772.0,277278430.0
2005-05-09,3900,3905,3845,3845,204778,1066136.0,277278430.0
2005-05-10,3845,3895,3845,3895,258487,1079999.0,277278430.0
2005-05-11,3900,3935,3860,3865,178143,1071681.0,277278430.0
2005-05-12,3865,3870,3830,3835,239132,1063363.0,277278430.0
2005-05-13,3830,3860,3825,3835,225861,1063363.0,277278430.0
2005-05-16,3855,3870,3835,3835,274936,1063363.0,277278430.0
2005-05-17,3845,3855,3765,3765,562369,1043953.0,277278430.0
2005-05-18,3765,3770,3715,3715,688861,1030089.0,277278430.0
2005-05-19,3750,3765,3690,3730,941868,1034249.0,277278430.0
2005-05-20,3730,3795,3720,3775,608413,1046726.0,277278430.0
2005-05-23,3770,3820,3765,3790,900309,1050885.0,277278430.0
2005-05-24,3800,3840,3800,3820,1110972,1059204.0,277278430.0
2005-05-25,3840,3915,3830,3870,891069,1073068.0,277278430.0
2005-05-26,3850,3895,3845,3850,252724,1067522.0,277278430.0
2005-05-27,3895,3910,3865,3900,445129,1081386.0,277278430.0
2005-05-30,3915,3920,3890,3910,425783,1084159.0,277278430.0
2005-05-31,3900,3985,3865,3965,370105,1099409.0,277278430.0
2005-06-01,3940,3980,3930,3930,287738,1089704.0,277278430.0
2005-06-02,3950,3965,3890,3890,310736,1078613.0,277278430.0
2005-06-03,3905,3920,3865,3880,304802,1075840.0,277278430.0
2005-06-07,3890,3945,3885,3900,210513,1081386.0,277278430.0
2005-06-08,3900,3940,3840,3865,486336,1071681.0,277278430.0
2005-06-09,3870,3880,3845,3860,805436,1070295.0,277278430.0
2005-06-10,3895,3895,3845,3845,391936,1066136.0,277278430.0
2005-06-13,3835,3865,3835,3860,601327,1070295.0,277278430.0
2005-06-14,3870,3920,3860,3860,326613,1070295.0,277278430.0
2005-06-15,3860,3995,3860,3980,1333416,1103568.0,277278430.0
2005-06-16,3945,3995,3925,3950,539682,1095250.0,277278430.0
2005-06-17,3985,4200,3960,4075,1386673,1129910.0,277278430.0
2005-06-20,4050,4080,4000,4050,447069,1122978.0,277278430.0
2005-06-21,4040,4100,4020,4050,831376,1122978.0,277278430.0
2005-06-22,4070,4145,4070,4100,1187055,1136842.0,277278430.0
2005-06-23,4130,4190,4100,4130,1216516,1145160.0,277278430.0
2005-06-24,4070,4180,4070,4175,781061,1157637.0,277278430.0
2005-06-27,4185,4325,4185,4320,2842216,1197843.0,277278430.0
2005-06-28,4315,4340,4255,4300,1662196,1192297.0,277278430.0
2005-06-29,4350,4350,4285,4330,1343210,1200616.0,277278430.0
2005-06-30,4300,4425,4300,4400,1426745,1220025.0,277278430.0
2005-07-01,4400,4450,4395,4440,1164465,1231116.0,277278430.0
2005-07-04,4440,4470,4345,4380,1647641,1214480.0,277278430.0
2005-07-05,4395,4415,4345,4350,734300,1206161.0,277278430.0
2005-07-06,4300,4375,4290,4335,575791,1202002.0,277278430.0
2005-07-07,4210,4340,4210,4325,599844,1199229.0,277278430.0
2005-07-08,4320,4325,4285,4285,378615,1188138.0,277278430.0
2005-07-11,4285,4420,4275,4415,1186197,1224184.0,277278430.0
2005-07-12,4440,4490,4385,4480,1426907,1242207.0,277278430.0
2005-07-13,4465,4615,4450,4595,2301306,1274094.0,277278430.0
2005-07-14,4635,4685,4550,4670,2072498,1294890.0,277278430.0
2005-07-15,4670,4735,4665,4675,1251907,1296277.0,277278430.0
2005-07-18,4700,4710,4640,4650,877319,1289345.0,277278430.0
2005-07-19,4645,4685,4600,4675,779014,1296277.0,277278430.0
2005-07-20,4720,4760,4630,4675,897723,1296277.0,277278430.0
2005-07-21,4655,4760,4655,4710,853533,1305981.0,277278430.0
2005-07-22,4710,5100,4710,4800,2121138,1330936.0,277278430.0
2005-07-25,4880,4880,4720,4720,1295204,1308754.0,277278430.0
2005-07-26,4770,4775,4710,4745,1352150,1315686.0,277278430.0
2005-07-27,4750,4910,4675,4680,4824637,1297663.0,277278430.0
2005-07-28,4720,5300,4720,5150,10114068,1427984.0,277278430.0
2005-07-29,5260,5490,5030,5050,5794725,1400256.0,277278430.0
2005-08-01,5100,5150,4980,5110,2489328,1416893.0,277278430.0
2005-08-02,5070,5120,4985,5000,2112108,1386392.0,277278430.0
2005-08-03,4940,5050,4895,4960,2212706,1375301.0,277278430.0
2005-08-04,4930,4980,4790,4795,1782365,1329550.0,277278430.0
2005-08-05,4795,4795,4515,4670,1867921,1294890.0,277278430.0
2005-08-08,4560,4680,4560,4630,958919,1283799.0,277278430.0
2005-08-09,4580,4960,4580,4900,2517823,1358664.0,277278430.0
2005-08-10,4955,5450,4955,5450,5651560,1511167.0,277278430.0
2005-08-11,5500,5680,5350,5630,3727857,1561078.0,277278430.0
2005-08-12,5630,5730,5440,5630,2880632,1561078.0,277278430.0
2005-08-16,5580,5600,5190,5210,2108245,1444621.0,277278430.0
2005-08-17,5100,5310,5040,5280,2674360,1464030.0,277278430.0
2005-08-18,5280,5370,5150,5150,1299456,1427984.0,277278430.0
2005-08-19,5110,5850,5110,5550,3635782,1538895.0,277278430.0
2005-08-22,5600,5660,5500,5550,3282527,1538895.0,277278430.0
2005-08-23,5640,5940,5630,5830,4876185,1616533.0,277278430.0
2005-08-24,5830,5830,5590,5710,2533686,1583260.0,277278430.0
2005-08-25,5620,5670,5350,5480,3192182,1519486.0,277278430.0
2005-08-26,5380,5570,5100,5330,3084949,1477894.0,277278430.0
2005-08-29,5160,5220,4995,5100,1487704,1414120.0,277278430.0
2005-08-30,5120,5440,5120,5430,2961808,1505622.0,277278430.0
2005-08-31,5370,5600,5370,5580,2404860,1547214.0,277278430.0
2005-09-01,5620,5680,5410,5600,2278653,1552759.0,277278430.0
2005-09-02,5520,5560,5420,5430,1119567,1505622.0,277278430.0
2005-09-05,5460,5530,5380,5470,1408067,1516713.0,277278430.0
2005-09-06,5450,5560,5440,5540,1593190,1536123.0,277278430.0
2005-09-07,5590,5810,5550,5790,2984870,1605442.0,277278430.0
2005-09-08,5900,5920,5590,5720,2383222,1586033.0,277278430.0
2005-09-09,5720,6210,5720,6170,6157168,1710808.0,277278430.0
2005-09-12,6200,6300,6070,6200,2883466,1719126.0,277278430.0
2005-09-13,6230,6270,5820,5820,3177229,1613760.0,277278430.0
2005-09-14,5830,6150,5820,6150,2641176,1705262.0,277278430.0
2005-09-15,6030,6370,6030,6250,2882864,1732990.0,277278430.0
2005-09-16,6280,6600,6280,6490,5164256,1799537.0,277278430.0
2005-09-20,6560,6620,6370,6420,4351314,1780128.0,277278430.0
2005-09-21,6340,6340,5860,5930,8708996,1644261.0,277278430.0
2005-09-22,5860,5970,5730,5810,8310579,1610988.0,277278430.0
2005-09-23,5820,5960,5710,5710,4268398,1583260.0,277278430.0
2005-09-26,5710,5780,5580,5630,4683756,1561078.0,277278430.0
2005-09-27,5640,5810,5580,5750,5363777,1594351.0,277278430.0
2005-09-28,5720,5860,5720,5730,4109052,1588805.0,277278430.0
2005-09-29,5750,5840,5590,5600,4635756,1552759.0,277278430.0
2005-09-30,5600,5680,5530,5540,3229069,1536123.0,277278430.0
2005-10-04,5570,5990,5570,5950,6577095,1649807.0,277278430.0
2005-10-05,5980,6050,5690,5780,3916143,1602669.0,277278430.0
2005-10-06,5750,5790,5590,5650,2262814,1566623.0,277278430.0
2005-10-07,5650,5840,5650,5670,3138194,1572169.0,277278430.0
2005-10-10,5770,5880,5750,5840,2647314,1619306.0,277278430.0
2005-10-11,5890,5910,5760,5830,1746757,1616533.0,277278430.0
2005-10-12,5900,5900,5660,5670,2696687,1572169.0,277278430.0
2005-10-13,5670,5790,5640,5700,2338925,1580487.0,277278430.0
2005-10-14,5720,5770,5610,5620,2012874,1558305.0,277278430.0
2005-10-17,5600,5700,5380,5410,2556245,1500076.0,277278430.0
2005-10-18,5400,5420,5250,5310,2474673,1472348.0,277278430.0
2005-10-19,5180,5190,4855,4860,5325038,1347573.0,277278430.0
2005-10-20,4960,5410,4960,5210,8940964,1444621.0,277278430.0
2005-10-21,5170,5440,5150,5440,3647468,1508395.0,277278430.0
2005-10-24,5510,5520,5340,5370,1942864,1488985.0,277278430.0
2005-10-25,5420,5460,5190,5220,1344089,1447393.0,277278430.0
2005-10-26,5170,5200,4890,4925,5906207,1365596.0,277278430.0
2005-10-27,4970,5080,4970,5060,4885103,1403029.0,277278430.0
2005-10-28,5040,5090,4995,5000,2040990,1386392.0,277278430.0
2005-10-31,5000,5170,5000,5150,1690632,1427984.0,277278430.0
2005-11-01,5260,5520,5250,5340,4188560,1480667.0,277278430.0
2005-11-02,5450,5500,5330,5400,2324054,1497304.0,277278430.0
2005-11-03,5410,5480,5320,5470,2701092,1516713.0,277278430.0
2005-11-04,5460,5470,5350,5430,1351310,1505622.0,277278430.0
2005-11-07,5470,5560,5430,5530,1735731,1533350.0,277278430.0
2005-11-08,5560,5560,5370,5430,1364990,1505622.0,277278430.0
2005-11-09,5360,5420,5350,5360,812573,1486212.0,277278430.0
2005-11-10,5310,5500,5310,5460,1570748,1513940.0,277278430.0
2005-11-11,5490,5660,5490,5600,2301114,1552759.0,277278430.0
2005-11-14,5660,5690,5590,5650,1458958,1566623.0,277278430.0
2005-11-15,5610,5640,5520,5580,1149577,1547214.0,277278430.0
2005-11-16,5540,5550,5400,5460,2125226,1513940.0,277278430.0
2005-11-17,5560,5580,5420,5420,2318947,1502849.0,277278430.0
2005-11-18,5500,5600,5460,5600,3020860,1552759.0,277278430.0
2005-11-21,5610,5750,5610,5700,2488929,1580487.0,277278430.0
2005-11-22,5770,5800,5600,5610,1828076,1555532.0,277278430.0
2005-11-23,5620,5650,5490,5540,2030873,1536123.0,277278430.0
2005-11-24,5570,5780,5570,5750,2658132,1594351.0,277278430.0
2005-11-25,5800,6020,5790,5900,4815503,1635943.0,277278430.0
2005-11-28,6050,6310,6000,6120,5697478,1696944.0,277278430.0
2005-11-29,6140,6190,5950,5950,5112722,1649807.0,277278430.0
2005-11-30,6070,6450,6070,6450,9912189,1788446.0,277278430.0
2005-12-01,6490,6530,6300,6390,3689673,1771809.0,277278430.0
2005-12-02,6620,6680,6360,6400,4361399,1774582.0,277278430.0
2005-12-05,6330,6400,6240,6310,2547601,1749627.0,277278430.0
2005-12-06,6310,6420,6210,6330,2915508,1755172.0,277278430.0
2005-12-07,6330,6350,6010,6030,2973527,1671989.0,277278430.0
2005-12-08,5940,6100,5870,6090,2544595,1688626.0,277278430.0
2005-12-09,6090,6390,6000,6200,3417900,1719126.0,277278430.0
2005-12-12,6200,6330,6200,6270,1876664,1738536.0,277278430.0
2005-12-13,6300,6510,6300,6470,2762629,1793991.0,277278430.0
2005-12-14,6530,6580,6390,6450,2141933,1788446.0,277278430.0
2005-12-15,6400,6540,6360,6500,2039974,1802310.0,277278430.0
2005-12-16,6400,6710,6330,6600,3883384,1830038.0,277278430.0
2005-12-19,6550,6780,6520,6680,2452521,1852220.0,277278430.0
2005-12-20,6650,6750,6610,6680,1369745,1852220.0,277278430.0
2005-12-21,6700,6770,6540,6600,2044925,1830038.0,277278430.0
2005-12-22,6540,6630,6320,6440,2599448,1785673.0,277278430.0
2005-12-23,6450,6500,6260,6300,1397820,1746854.0,277278430.0
2005-12-26,6310,6480,6310,6380,1599079,1769036.0,277278430.0
2005-12-27,6220,6380,6070,6110,2469868,1694171.0,277278430.0
2005-12-28,6050,6180,6010,6120,1538419,1696944.0,277278430.0
2005-12-29,6110,6710,6110,6640,3676809,1841129.0,277278430.0
2006-01-02,6920,7090,6800,6970,4366745,1932631.0,277278430.0
2006-01-03,7000,7090,6830,7010,4515056,1943722.0,277278430.0
2006-01-04,6900,7000,6780,6900,4397114,1913221.0,277278430.0
2006-01-05,6890,7070,6780,7050,3971395,1954813.0,277278430.0
2006-01-06,7220,7570,7180,7450,8032425,2065724.0,277278430.0
2006-01-09,7620,7730,7350,7400,3974982,2051860.0,277278430.0
2006-01-10,7550,7620,7230,7330,2776723,2032451.0,277278430.0
2006-01-11,7270,7340,7070,7250,2736664,2010269.0,277278430.0
2006-01-12,7190,7310,6890,6950,3768971,1927085.0,277278430.0
2006-01-13,7000,7160,6960,7060,2390495,1957586.0,277278430.0
2006-01-16,7110,7180,6960,6960,2025171,1929858.0,277278430.0
2006-01-17,6950,7110,6890,6890,2585549,1910448.0,277278430.0
2006-01-18,6800,6890,6310,6600,2845754,1830038.0,277278430.0
2006-01-19,6520,7180,6520,7100,5792358,1968677.0,277278430.0
2006-01-20,7210,7260,6800,6900,2498518,1913221.0,277278430.0
2006-01-23,6700,6740,6190,6190,3256957,1716353.0,277278430.0
2006-01-24,6200,6650,6080,6540,4254451,1813401.0,277278430.0
2006-01-25,6600,7030,6600,6800,3638612,1885493.0,277278430.0
2006-01-26,6950,7150,6850,7080,4164810,1963131.0,277278430.0
2006-01-27,7230,7370,7160,7280,2445591,2018587.0,277278430.0
2006-01-31,7280,7640,7270,7440,3612991,2062952.0,277278430.0
2006-02-01,7440,7550,7340,7500,4557941,2079588.0,277278430.0
2006-02-02,7620,7880,7580,7730,7197377,2143362.0,277278430.0
2006-02-03,7600,7710,7390,7480,4283451,2074043.0,277278430.0
2006-02-06,7400,7540,7210,7260,3518174,2013041.0,277278430.0
2006-02-07,7270,7370,6970,7040,4804656,1952040.0,277278430.0
2006-02-08,7070,7310,7070,7280,3084395,2018587.0,277278430.0
2006-02-09,7400,7530,7330,7410,2348731,2054633.0,277278430.0
2006-02-10,7410,7480,7230,7430,1628790,2060179.0,277278430.0
2006-02-13,7390,7430,7180,7200,1997735,1996405.0,277278430.0
2006-02-14,7130,7340,7110,7290,1308053,2021360.0,277278430.0
2006-02-15,7400,7440,7250,7260,2488548,2013041.0,277278430.0
2006-02-16,7260,7410,7240,7410,1610838,2054633.0,277278430.0
2006-02-17,7500,7550,7370,7410,2184721,2054633.0,277278430.0
2006-02-20,7400,7480,7350,7450,1681314,2065724.0,277278430.0
2006-02-21,7450,7720,7450,7640,2383046,2118407.0,277278430.0
2006-02-22,7640,7640,7490,7500,1358450,2079588.0,277278430.0
2006-02-23,7460,7760,7460,7700,1867514,2135044.0,277278430.0
2006-02-24,7600,8020,7600,7950,2796869,2204364.0,277278430.0
2006-02-27,8060,8250,8040,8250,2283013,2287547.0,277278430.0
2006-02-28,8310,8340,7980,8070,2128848,2237637.0,277278430.0
2006-03-02,8000,8230,8000,8000,1441159,2218227.0,277278430.0
2006-03-03,8100,8250,8020,8020,2566339,2223773.0,277278430.0
2006-03-06,8040,8170,8040,8070,1372332,2237637.0,277278430.0
2006-03-07,8030,8100,7980,8000,1694598,2218227.0,277278430.0
2006-03-08,7930,8540,7930,8540,3967357,2367958.0,277278430.0
2006-03-09,8500,8720,8200,8290,3307981,2298638.0,277278430.0
2006-03-10,8270,8600,8220,8530,2617330,2365185.0,277278430.0
2006-03-13,8530,8830,8510,8560,2745443,2373503.0,277278430.0
2006-03-14,8470,8560,8300,8460,1891398,2345776.0,277278430.0
2006-03-15,8470,8700,8470,8480,1876438,2351321.0,277278430.0
2006-03-16,8550,8730,8490,8550,2222155,2370731.0,277278430.0
2006-03-17,8500,8630,8390,8420,1595431,2334684.0,277278430.0
2006-03-20,8350,8420,8190,8280,2015589,2295865.0,277278430.0
2006-03-21,8320,8380,8200,8200,1426783,2273683.0,277278430.0
2006-03-22,8080,8290,8080,8160,2023156,2262592.0,277278430.0
2006-03-23,8230,8410,8210,8370,2184366,2320820.0,277278430.0
2006-03-24,8300,8430,8160,8220,1252650,2279229.0,277278430.0
2006-03-27,8220,8380,8050,8380,1698153,2323593.0,277278430.0
2006-03-28,8320,8390,8150,8150,814795,2259819.0,277278430.0
2006-03-29,8100,8140,7870,7910,1878623,2193272.0,277278430.0
2006-03-30,7940,8290,7930,8220,2590797,2279229.0,277278430.0
2006-03-31,8210,8280,8110,8180,1720258,2268138.0,277278430.0
2006-04-03,8210,8510,8190,8480,2467115,2351321.0,277278430.0
2006-04-04,8560,9030,8420,8900,4195228,2467778.0,277278430.0
2006-04-05,9050,9170,8920,8950,2403460,2481642.0,277278430.0
2006-04-06,9100,9220,9040,9050,2312431,2509370.0,277278430.0
2006-04-07,9000,9110,8930,8970,1672498,2487188.0,277278430.0
2006-04-10,8860,9190,8810,8960,1689328,2484415.0,277278430.0
2006-04-11,8910,9140,8910,9110,2094623,2526006.0,277278430.0
2006-04-12,9170,9170,8970,9060,1767026,2512143.0,277278430.0
2006-04-13,9150,9150,8950,9040,2286278,2506597.0,277278430.0
2006-04-14,9040,9070,8770,8930,3827148,2476096.0,277278430.0
2006-04-17,8850,9020,8770,8770,3038334,2431732.0,277278430.0
2006-04-18,8790,9370,8770,9330,4935371,2587008.0,277278430.0
2006-04-19,9500,9950,9320,9340,6179004,2589781.0,277278430.0
2006-04-20,9340,9620,9260,9590,2858079,2659100.0,277278430.0
2006-04-21,9780,9870,9640,9800,2973658,2717329.0,277278430.0
2006-04-24,9750,10100,9650,10100,4268403,2800512.0,277278430.0
2006-04-25,10200,10250,9820,9920,3555474,2750602.0,277278430.0
2006-04-26,9860,10550,9860,10450,5735844,2897560.0,277278430.0
2006-04-27,10800,10900,10450,10600,5176396,2939151.0,277278430.0
2006-04-28,10650,11000,10350,10600,3826404,2939151.0,277278430.0
2006-05-02,11100,11350,10850,11350,5709563,3147110.0,277278430.0
2006-05-03,11600,11750,10950,11200,4370177,3105518.0,277278430.0
2006-05-04,11250,11350,10900,11200,3423255,3105518.0,277278430.0
2006-05-08,11400,12000,11300,12000,7330464,3327341.0,277278430.0
2006-05-09,11950,12250,11500,11550,3661982,3202566.0,277278430.0
2006-05-10,11550,11900,11400,11900,3194470,3299613.0,277278430.0
2006-05-11,11950,13000,11900,12850,5297294,3563028.0,277278430.0
2006-05-12,12550,13300,12400,13000,5139117,3604620.0,277278430.0
2006-05-15,12650,12800,12300,12300,4103617,3410525.0,277278430.0
2006-05-16,12300,12750,11900,12050,5485315,3341205.0,277278430.0
2006-05-17,12200,13200,12100,13200,6318483,3660075.0,277278430.0
2006-05-18,12550,13600,12400,12850,8812510,3563028.0,277278430.0
2006-05-19,12750,13150,12350,12450,4068017,3452116.0,277278430.0
2006-05-22,12600,12800,11700,11700,4673421,3244158.0,277278430.0
2006-05-23,11700,12350,11500,12150,6553043,3368933.0,277278430.0
2006-05-24,12100,12400,11900,12200,5140874,3382797.0,277278430.0
2006-05-25,12400,12400,11800,11800,2307920,3271885.0,277278430.0
2006-05-26,12100,12900,12100,12750,5123676,3535300.0,277278430.0
2006-05-29,13350,13800,13050,13200,6424413,3660075.0,277278430.0
2006-05-30,13450,13500,12900,13200,3672979,3660075.0,277278430.0
2006-06-01,13100,13750,12950,13500,5102863,3743259.0,277278430.0
2006-06-02,13900,13900,13400,13600,3696366,3770987.0,277278430.0
2006-06-05,13750,13750,12800,12900,3136634,3576892.0,277278430.0
2006-06-07,12500,12650,11600,12000,6399106,3327341.0,277278430.0
