디와이(013570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-04-11,1364,1364,1364,1363,0,,
2003-04-14,1447,1563,1381,1488,1009880,43333.0,24208590.0
2003-04-15,1662,1679,1584,1650,1179640,48054.0,24208590.0
2003-04-16,1671,1713,1596,1625,997860,47328.0,24208590.0
2003-04-17,1579,1608,1542,1555,387630,45270.0,24208590.0
2003-04-18,1571,1612,1512,1596,505380,46480.0,24208590.0
2003-04-21,1596,1617,1546,1571,257550,45754.0,24208590.0
2003-04-22,1563,1568,1521,1530,184518,44544.0,24208590.0
2003-04-23,1522,1543,1505,1505,290650,43818.0,24208590.0
2003-04-24,1513,1546,1467,1496,110400,43575.0,24208590.0
2003-04-25,1463,1472,1405,1438,155820,41881.0,24208590.0
2003-04-28,1364,1472,1364,1430,103820,41639.0,24208590.0
2003-04-29,1439,1484,1439,1472,144220,42849.0,24208590.0
2003-04-30,1501,1555,1484,1492,269680,43454.0,24208590.0
2003-05-02,1521,1542,1513,1530,242950,44544.0,24208590.0
2003-05-06,1580,1663,1547,1600,623950,46602.0,24208590.0
2003-05-07,1605,1617,1588,1600,264140,46602.0,24208590.0
2003-05-09,1579,1612,1563,1613,187090,46965.0,24208590.0
2003-05-12,1621,1662,1621,1646,251690,47933.0,24208590.0
2003-05-13,1654,1662,1600,1613,326770,46965.0,24208590.0
2003-05-14,1596,1655,1580,1654,263740,48175.0,24208590.0
2003-05-15,1663,1663,1622,1638,194960,47691.0,24208590.0
2003-05-16,1596,1634,1596,1621,160860,47207.0,24208590.0
2003-05-19,1596,1646,1584,1625,169490,47328.0,24208590.0
2003-05-20,1596,1646,1596,1646,169740,47933.0,24208590.0
2003-05-21,1612,1650,1612,1650,116380,48054.0,24208590.0
2003-05-22,1650,1700,1633,1646,409080,47933.0,24208590.0
2003-05-23,1621,1680,1621,1679,238060,48901.0,24208590.0
2003-05-26,1662,1879,1646,1787,643439,52048.0,24208590.0
2003-05-27,1829,1846,1746,1804,355010,52533.0,24208590.0
2003-05-28,1871,1904,1779,1821,478370,53017.0,24208590.0
2003-05-29,1795,1833,1788,1812,273920,52775.0,24208590.0
2003-05-30,1795,1829,1788,1792,160630,52170.0,24208590.0
2003-06-02,1788,1829,1779,1787,279700,52048.0,24208590.0
2003-06-03,1821,1995,1821,1871,1222190,54469.0,24208590.0
2003-06-04,1946,1946,1838,1842,389090,53622.0,24208590.0
2003-06-05,1854,1975,1854,1912,763630,55680.0,24208590.0
2003-06-09,1912,2057,1895,2016,1058584,58706.0,24208590.0
2003-06-10,2016,2066,1954,2029,465556,59069.0,24208590.0
2003-06-11,2037,2062,1978,1995,313850,58101.0,24208590.0
2003-06-12,1995,2053,1978,2020,368746,58827.0,24208590.0
2003-06-13,2020,2053,1987,2033,382550,59190.0,24208590.0
2003-06-16,1996,2045,1983,2012,252450,58585.0,24208590.0
2003-06-17,2041,2041,1966,1970,685580,57374.0,24208590.0
2003-06-18,1999,2020,1940,2004,768998,58343.0,24208590.0
2003-06-19,2041,2273,2041,2162,2377200,62942.0,24208590.0
2003-06-20,2195,2485,2178,2394,2520010,69721.0,24208590.0
2003-06-23,2460,2469,2286,2315,947730,67421.0,24208590.0
2003-06-24,2319,2369,2244,2357,1084030,68631.0,24208590.0
2003-06-25,2352,2403,2298,2336,837030,68026.0,24208590.0
2003-06-26,2282,2378,2245,2378,1157120,69237.0,24208590.0
2003-06-27,2386,2474,2336,2403,818790,69963.0,24208590.0
2003-06-30,2411,2411,2303,2345,279240,68268.0,24208590.0
2003-07-01,2291,2319,2244,2278,282030,66332.0,24208590.0
2003-07-02,2261,2453,2245,2249,664573,65484.0,24208590.0
2003-07-03,2303,2303,2195,2253,557560,65605.0,24208590.0
2003-07-04,2270,2345,2233,2303,433090,67058.0,24208590.0
2003-07-07,2361,2361,2261,2274,353840,66210.0,24208590.0
2003-07-08,2273,2310,2219,2245,442190,65363.0,24208590.0
2003-07-09,2254,2320,2203,2249,559030,65484.0,24208590.0
2003-07-10,2261,2287,2212,2211,265650,64395.0,24208590.0
2003-07-11,2145,2212,2116,2162,267400,62942.0,24208590.0
2003-07-14,2125,2345,2095,2303,901603,67058.0,24208590.0
2003-07-15,2361,2361,2261,2270,355023,66089.0,24208590.0
2003-07-16,2311,2353,2270,2303,496876,67058.0,24208590.0
2003-07-18,2253,2344,2253,2282,279489,66453.0,24208590.0
2003-07-21,2286,2348,2277,2278,499739,66332.0,24208590.0
2003-07-22,2303,2340,2170,2295,407920,66816.0,24208590.0
2003-07-23,2286,2336,2270,2295,239730,66816.0,24208590.0
2003-07-24,2286,2328,2270,2311,174506,67300.0,24208590.0
2003-07-25,2320,2444,2291,2432,656140,70810.0,24208590.0
2003-07-28,2519,2603,2465,2544,972720,74078.0,24208590.0
2003-07-29,2544,2669,2544,2619,685280,76257.0,24208590.0
2003-07-30,2619,2677,2535,2660,462739,77467.0,24208590.0
2003-07-31,2710,2715,2610,2627,233310,76499.0,24208590.0
2003-08-01,2619,2698,2610,2660,278560,77467.0,24208590.0
2003-08-04,2702,2702,2594,2619,150690,76257.0,24208590.0
2003-08-05,2603,2652,2470,2544,338340,74078.0,24208590.0
2003-08-06,2511,2511,2416,2469,238710,71900.0,24208590.0
2003-08-07,2503,2565,2453,2527,220569,73594.0,24208590.0
2003-08-08,2577,2598,2518,2523,237001,73473.0,24208590.0
2003-08-11,2490,2577,2486,2573,158020,74926.0,24208590.0
2003-08-12,2635,2635,2551,2561,186490,74562.0,24208590.0
2003-08-13,2540,2786,2540,2785,953939,81099.0,24208590.0
2003-08-14,2848,2964,2848,2918,1770200,84972.0,24208590.0
2003-08-18,2956,2977,2743,2976,829419,86667.0,24208590.0
2003-08-19,3014,3017,2872,2872,575550,83641.0,24208590.0
2003-08-20,2868,2993,2827,2902,800780,84488.0,24208590.0
2003-08-21,2909,3201,2909,3188,1202180,92840.0,24208590.0
2003-08-22,3242,3276,3068,3084,626644,89814.0,24208590.0
2003-08-25,3084,3146,3014,3134,263480,91266.0,24208590.0
2003-08-26,3151,3151,3035,3035,221070,88361.0,24208590.0
2003-08-27,3026,3159,3026,3118,521162,90782.0,24208590.0
2003-08-28,3089,3118,2910,2918,350379,84972.0,24208590.0
2003-08-29,2868,2977,2851,2943,174399,85698.0,24208590.0
2003-09-01,2943,3118,2926,3084,378309,89814.0,24208590.0
2003-09-02,3085,3147,2968,3010,115220,87635.0,24208590.0
2003-09-03,3035,3035,2918,2968,219028,86425.0,24208590.0
2003-09-04,2993,2993,2931,2935,127010,85456.0,24208590.0
2003-09-05,3035,3035,2909,2910,266282,84730.0,24208590.0
2003-09-08,2851,2902,2785,2827,289080,82309.0,24208590.0
2003-09-09,2976,2984,2902,2910,360810,84730.0,24208590.0
2003-09-15,2872,2985,2835,2843,190590,82793.0,24208590.0
2003-09-16,2831,2947,2827,2902,289920,84488.0,24208590.0
2003-09-17,2910,2951,2843,2868,185640,83520.0,24208590.0
2003-09-18,2868,2926,2835,2835,147114,82551.0,24208590.0
2003-09-19,2951,2951,2743,2744,242173,79888.0,24208590.0
2003-09-22,2748,2748,2536,2602,319380,75773.0,24208590.0
2003-09-23,2544,2577,2478,2577,167770,75047.0,24208590.0
2003-09-24,2577,2603,2552,2586,107260,75289.0,24208590.0
2003-09-25,2486,2586,2461,2544,217920,74078.0,24208590.0
2003-09-26,2544,2610,2544,2569,140440,74805.0,24208590.0
2003-09-29,2577,2577,2457,2494,112810,72626.0,24208590.0
2003-09-30,2485,2544,2464,2486,143500,72384.0,24208590.0
2003-10-01,2427,2453,2319,2386,229550,69479.0,24208590.0
2003-10-02,2453,2694,2436,2602,316270,75773.0,24208590.0
2003-10-06,2623,2752,2560,2727,396730,79404.0,24208590.0
2003-10-07,2776,2780,2668,2744,121070,79888.0,24208590.0
2003-10-08,2701,2731,2619,2669,96646,77710.0,24208590.0
2003-10-09,2685,2685,2644,2660,62310,77467.0,24208590.0
2003-10-10,2744,2827,2702,2785,200980,81099.0,24208590.0
2003-10-13,2760,2868,2752,2785,163700,81099.0,24208590.0
2003-10-14,2811,2852,2736,2785,109970,81099.0,24208590.0
2003-10-15,2785,2844,2760,2827,137250,82309.0,24208590.0
2003-10-16,2994,3060,2711,2748,951800,80009.0,24208590.0
2003-10-17,2831,2926,2765,2806,579980,81704.0,24208590.0
2003-10-20,2764,2984,2760,2893,409730,84246.0,24208590.0
2003-10-21,2851,2926,2830,2839,203410,82672.0,24208590.0
2003-10-22,2806,2844,2790,2789,103860,81220.0,24208590.0
2003-10-23,2790,2902,2744,2752,195450,80130.0,24208590.0
2003-10-24,2685,2818,2685,2706,103240,78799.0,24208590.0
2003-10-27,2706,2801,2706,2802,119620,81583.0,24208590.0
2003-10-28,2777,2868,2777,2843,151240,82793.0,24208590.0
2003-10-29,2885,2943,2811,2864,215610,83399.0,24208590.0
2003-10-30,2885,2902,2827,2902,207967,84488.0,24208590.0
2003-10-31,2902,2943,2835,2843,183197,82793.0,24208590.0
2003-11-03,2835,2977,2802,2951,245620,85940.0,24208590.0
2003-11-04,2993,3155,2926,3076,510640,89572.0,24208590.0
2003-11-05,3076,3201,3052,3159,832620,91993.0,24208590.0
2003-11-06,3183,3267,3117,3118,399810,90782.0,24208590.0
2003-11-07,3159,3309,3159,3242,317370,94414.0,24208590.0
2003-11-10,3172,3268,3118,3159,234463,91993.0,24208590.0
2003-11-11,3085,3201,2993,3159,270140,91993.0,24208590.0
2003-11-12,3176,3235,3052,3159,277620,91993.0,24208590.0
2003-11-13,3201,3483,3089,3350,495858,97561.0,24208590.0
2003-11-14,3326,3504,3326,3400,476040,99013.0,24208590.0
2003-11-17,3401,3575,3367,3533,292120,102887.0,24208590.0
2003-11-18,3533,3574,3367,3525,331380,102644.0,24208590.0
2003-11-19,3450,3550,3396,3425,243565,99739.0,24208590.0
2003-11-20,3392,3517,3392,3517,275280,102402.0,24208590.0
2003-11-21,3517,3592,3459,3492,167090,101676.0,24208590.0
2003-11-24,3450,3450,3284,3326,264850,96834.0,24208590.0
2003-11-25,3454,3454,3325,3359,200955,97803.0,24208590.0
2003-11-26,3325,3450,3321,3409,466370,99255.0,24208590.0
2003-11-27,3375,3529,3375,3521,180751,102523.0,24208590.0
2003-11-28,3534,3555,3446,3508,89257,102160.0,24208590.0
2003-12-01,3459,3567,3459,3567,162639,103855.0,24208590.0
2003-12-02,3592,3592,3408,3409,138955,99255.0,24208590.0
2003-12-03,3354,3467,3342,3367,267492,98045.0,24208590.0
2003-12-04,3358,3408,3263,3284,235340,95624.0,24208590.0
2003-12-05,3263,3325,3159,3242,320790,94414.0,24208590.0
2003-12-08,3176,3309,3176,3284,174495,95624.0,24208590.0
2003-12-09,3284,3338,3284,3317,130900,96592.0,24208590.0
2003-12-10,3284,3459,3251,3425,111870,99739.0,24208590.0
2003-12-11,3380,3492,3375,3475,117220,101192.0,24208590.0
2003-12-12,3492,3517,3442,3450,100470,100466.0,24208590.0
2003-12-15,3492,3712,3450,3658,466780,106518.0,24208590.0
2003-12-16,3662,4115,3592,3816,1104360,111117.0,24208590.0
2003-12-17,4007,4074,3866,3920,546902,114144.0,24208590.0
2003-12-18,4066,4066,3791,3849,396770,112086.0,24208590.0
2003-12-19,3866,3949,3783,3924,253900,114265.0,24208590.0
2003-12-22,3891,3979,3841,3957,224455,115233.0,24208590.0
2003-12-23,3957,4198,3957,3991,518786,116201.0,24208590.0
2003-12-24,4040,4040,3425,3741,295400,108939.0,24208590.0
2003-12-26,3638,3771,3638,3750,142898,109181.0,24208590.0
2003-12-29,3662,3820,3662,3820,94307,111238.0,24208590.0
2003-12-30,3982,3982,3783,3908,142700,113780.0,24208590.0
2004-01-02,3911,3949,3841,3908,108080,113780.0,24208590.0
2004-01-05,3907,3990,3824,3991,154736,116201.0,24208590.0
2004-01-06,4016,4057,3799,3924,179580,114265.0,24208590.0
2004-01-07,3924,3924,3761,3783,286755,110149.0,24208590.0
2004-01-08,3816,3850,3574,3575,226674,104097.0,24208590.0
2004-01-09,3567,3712,3475,3533,227530,102887.0,24208590.0
2004-01-12,3509,3617,3314,3342,477035,97319.0,24208590.0
2004-01-13,3408,3558,3367,3533,378880,102887.0,24208590.0
2004-01-14,3534,3646,3525,3533,284239,102887.0,24208590.0
2004-01-15,3616,3616,3417,3450,490660,100466.0,24208590.0
2004-01-16,3475,3574,3424,3434,191300,99981.0,24208590.0
2004-01-19,3438,3480,3226,3238,656640,94292.0,24208590.0
2004-01-20,3267,3326,3076,3147,605808,91630.0,24208590.0
2004-01-26,3147,3276,3127,3251,383920,94656.0,24208590.0
2004-01-27,3284,3284,3192,3201,214536,93203.0,24208590.0
2004-01-28,3118,3259,3118,3159,243180,91993.0,24208590.0
2004-01-29,3143,3180,3084,3093,127670,90056.0,24208590.0
2004-01-30,3072,3209,3072,3143,219830,91508.0,24208590.0
2004-02-02,3159,3242,3118,3222,132340,93808.0,24208590.0
2004-02-03,3176,3217,3108,3118,112040,90782.0,24208590.0
2004-02-04,3055,3188,2943,3130,179420,91145.0,24208590.0
2004-02-05,3076,3127,3052,3068,109230,89330.0,24208590.0
2004-02-06,3043,3122,3017,3039,121572,88482.0,24208590.0
2004-02-09,3059,3188,3051,3168,153909,92235.0,24208590.0
2004-02-10,3242,3242,3126,3143,71770,91508.0,24208590.0
2004-02-11,3143,3192,3068,3097,62790,90177.0,24208590.0
2004-02-12,3063,3143,3030,3059,142990,89088.0,24208590.0
2004-02-13,3035,3043,2943,2960,180410,86183.0,24208590.0
2004-02-16,2947,3018,2902,2956,167058,86062.0,24208590.0
2004-02-17,2910,3143,2910,3122,270940,90903.0,24208590.0
2004-02-18,3168,3268,3093,3251,211680,94656.0,24208590.0
2004-02-19,3263,3267,3146,3147,135980,91630.0,24208590.0
2004-02-20,3089,3126,3047,3076,297000,89572.0,24208590.0
2004-02-23,3134,3193,3118,3138,144060,91387.0,24208590.0
2004-02-24,3092,3159,3042,3043,161080,88603.0,24208590.0
2004-02-25,3076,3076,2977,2993,135300,87151.0,24208590.0
2004-02-26,2972,3005,2960,2968,133450,86425.0,24208590.0
2004-02-27,2984,3167,2984,3118,605900,90782.0,24208590.0
2004-03-02,3196,3342,3159,3209,1165690,93445.0,24208590.0
2004-03-03,3251,3313,3192,3263,448234,95019.0,24208590.0
2004-03-04,3251,3314,3201,3309,308012,96350.0,24208590.0
2004-03-05,3326,3534,3326,3492,889599,101676.0,24208590.0
2004-03-08,3546,3591,3463,3475,468330,101192.0,24208590.0
2004-03-09,3400,3492,3384,3450,209720,100466.0,24208590.0
2004-03-10,3408,3608,3408,3425,652540,99739.0,24208590.0
2004-03-11,3459,3658,3442,3625,1087765,105549.0,24208590.0
2004-03-12,3633,3691,3325,3691,1127193,107486.0,24208590.0
2004-03-15,3857,3857,3567,3575,778974,104097.0,24208590.0
2004-03-16,3534,3654,3517,3625,529040,105549.0,24208590.0
2004-03-17,3658,3683,3558,3558,454060,103613.0,24208590.0
2004-03-18,3595,3633,3433,3450,527375,100466.0,24208590.0
2004-03-19,3425,3492,3359,3384,477830,98529.0,24208590.0
2004-03-22,3405,3434,3143,3251,1124371,94656.0,24208590.0
2004-03-23,3167,3263,3155,3255,285939,94777.0,24208590.0
2004-03-24,3251,3388,3239,3346,733581,97440.0,24208590.0
2004-03-25,3342,3379,3292,3334,526321,97076.0,24208590.0
2004-03-26,3417,3417,3325,3338,425850,97197.0,24208590.0
2004-03-29,3325,3358,3296,3321,437898,96713.0,24208590.0
2004-03-30,3317,3343,3309,3342,2402120,97319.0,24208590.0
2004-03-31,3400,3483,3367,3425,750713,99739.0,24208590.0
2004-04-01,3425,3550,3408,3500,585487,101918.0,24208590.0
2004-04-02,3508,3562,3483,3525,481824,102644.0,24208590.0
2004-04-06,3575,3616,3492,3608,552323,105065.0,24208590.0
2004-04-07,3633,3850,3550,3770,1153799,109786.0,24208590.0
2004-04-08,3853,3999,3824,3970,1002154,115596.0,24208590.0
2004-04-09,4015,4015,3812,3916,471950,114022.0,24208590.0
2004-04-12,3833,3925,3812,3812,510861,110996.0,24208590.0
2004-04-13,3813,3891,3679,3750,447100,109181.0,24208590.0
2004-04-14,3750,3820,3633,3754,502990,109302.0,24208590.0
2004-04-16,3708,3824,3666,3666,374290,106760.0,24208590.0
2004-04-19,3675,3741,3587,3687,597460,107365.0,24208590.0
2004-04-20,3700,3766,3625,3750,481557,109181.0,24208590.0
2004-04-21,3717,3816,3700,3770,224648,109786.0,24208590.0
2004-04-22,3791,3874,3650,3737,471620,108818.0,24208590.0
2004-04-23,3783,3783,3625,3625,250240,105549.0,24208590.0
2004-04-26,3583,3658,3575,3625,258167,105549.0,24208590.0
2004-04-27,3633,3684,3483,3625,425917,105549.0,24208590.0
2004-04-28,3650,3650,3492,3550,346810,103371.0,24208590.0
2004-04-29,3475,3534,3242,3350,536984,97561.0,24208590.0
2004-04-30,3293,3350,3209,3350,249201,97561.0,24208590.0
2004-05-03,3263,3330,3201,3234,351260,94171.0,24208590.0
2004-05-04,3234,3342,3204,3321,289130,96713.0,24208590.0
2004-05-06,3284,3334,3139,3138,169690,91387.0,24208590.0
2004-05-07,3014,3234,2910,3234,508550,94171.0,24208590.0
2004-05-10,3138,3196,2826,3118,216580,90782.0,24208590.0
2004-05-11,2910,3118,2893,3051,279120,88846.0,24208590.0
2004-05-12,3101,3159,3047,3080,309177,89693.0,24208590.0
2004-05-13,3059,3109,2993,3035,381470,88361.0,24208590.0
2004-05-14,3022,3089,2835,2843,237640,84469.0,24698590.0
2004-05-17,2835,2868,2420,2419,1213700,71873.0,24698590.0
2004-05-18,2311,2436,2191,2419,1271751,71873.0,24698590.0
2004-05-19,2428,2582,2428,2544,779231,75578.0,24698590.0
2004-05-20,2569,2569,2336,2369,311768,70391.0,24698590.0
2004-05-21,2411,2470,2378,2469,486355,73355.0,24698590.0
2004-05-24,2485,2839,2481,2839,1141860,84346.0,24698590.0
2004-05-25,2844,2906,2694,2785,507390,82740.0,24698590.0
2004-05-27,2910,2910,2701,2739,263450,81382.0,24698590.0
2004-05-28,2785,2806,2702,2714,183630,80641.0,24698590.0
2004-05-31,2744,2752,2619,2710,156140,80517.0,24698590.0
2004-06-01,2710,2835,2694,2739,406580,81382.0,24698590.0
2004-06-02,2739,2769,2673,2739,151589,81382.0,24698590.0
2004-06-03,2752,2802,2569,2569,361620,76319.0,24698590.0
2004-06-04,2502,2610,2486,2602,186410,77307.0,24698590.0
2004-06-07,2589,2698,2589,2660,215030,79035.0,24698590.0
2004-06-08,2743,2752,2631,2648,292202,78665.0,24698590.0
2004-06-09,2694,2706,2640,2644,260180,78542.0,24698590.0
2004-06-10,2698,2752,2631,2752,227380,81752.0,24698590.0
2004-06-11,2715,2769,2556,2627,215790,78048.0,24698590.0
2004-06-14,2593,2644,2535,2577,157010,76566.0,24698590.0
2004-06-15,2523,2585,2411,2577,300170,76566.0,24698590.0
2004-06-16,2527,2644,2465,2465,85180,73231.0,24698590.0
2004-06-17,2502,2536,2469,2511,88880,74590.0,24698590.0
2004-06-18,2460,2518,2369,2394,104850,71132.0,24698590.0
2004-06-21,2373,2481,2373,2428,257740,72120.0,24698590.0
2004-06-22,2427,2427,2328,2411,112040,71626.0,24698590.0
2004-06-23,2411,2428,2287,2286,82920,67921.0,24698590.0
2004-06-24,2308,2357,2245,2286,339930,67921.0,24698590.0
2004-06-25,2261,2378,2261,2369,466740,70391.0,24698590.0
2004-06-28,2453,2453,2378,2386,259260,70885.0,24698590.0
2004-06-29,2361,2410,2361,2394,241190,71132.0,24698590.0
2004-06-30,2398,2652,2398,2577,628290,76566.0,24698590.0
2004-07-01,2577,2635,2535,2594,207890,77060.0,24698590.0
2004-07-02,2619,2743,2540,2590,851920,76936.0,24698590.0
2004-07-05,2540,2602,2453,2532,333490,75207.0,24698590.0
2004-07-06,2511,2556,2465,2465,219570,73231.0,24698590.0
2004-07-07,2369,2448,2348,2411,166280,71626.0,24698590.0
2004-07-08,2411,2444,2385,2407,146759,71502.0,24698590.0
2004-07-09,2374,2532,2374,2494,278130,74096.0,24698590.0
2004-07-12,2552,2561,2461,2532,237639,75207.0,24698590.0
2004-07-13,2540,2552,2495,2532,161471,75207.0,24698590.0
2004-07-14,2552,2569,2502,2532,275410,75207.0,24698590.0
2004-07-15,2528,2552,2428,2507,205290,75476.0,25033590.0
2004-07-16,2460,2556,2457,2540,328940,76478.0,25033590.0
2004-07-19,2577,2619,2552,2565,297840,77229.0,25033590.0
2004-07-20,2535,2548,2502,2502,143700,75351.0,25033590.0
2004-07-21,2527,2569,2519,2519,212750,75852.0,25033590.0
2004-07-22,2457,2495,2420,2453,123574,73849.0,25033590.0
2004-07-23,2436,2464,2406,2411,107690,72597.0,25033590.0
2004-07-26,2353,2423,2348,2382,142676,71721.0,25033590.0
2004-07-27,2353,2469,2353,2419,392960,72848.0,25033590.0
2004-07-28,2419,2478,2403,2411,166314,72597.0,25033590.0
2004-07-29,2436,2441,2324,2328,166780,70094.0,25033590.0
2004-07-30,2345,2403,2336,2349,156210,70720.0,25033590.0
2004-08-02,2353,2353,2278,2303,96670,69343.0,25033590.0
2004-08-03,2328,2336,2270,2286,54490,68842.0,25033590.0
2004-08-04,2269,2277,2223,2245,112644,67591.0,25033590.0
2004-08-05,2240,2403,2240,2369,176900,71346.0,25033590.0
2004-08-06,2311,2420,2303,2386,139025,71846.0,25033590.0
2004-08-09,2344,2411,2319,2411,86720,72597.0,25033590.0
2004-08-10,2411,2452,2373,2444,195410,73599.0,25033590.0
2004-08-11,2460,2498,2419,2486,233854,74850.0,25033590.0
2004-08-12,2494,2511,2452,2486,133192,74850.0,25033590.0
2004-08-13,2486,2561,2407,2527,387035,76102.0,25033590.0
2004-08-16,2569,2577,2515,2573,254990,77479.0,25033590.0
2004-08-17,2577,2656,2551,2635,332500,79356.0,25033590.0
2004-08-18,2656,2668,2572,2652,215702,79857.0,25033590.0
2004-08-19,2631,2685,2594,2627,200220,79106.0,25033590.0
2004-08-20,2644,2661,2586,2627,96220,79106.0,25033590.0
2004-08-23,2652,2660,2610,2631,126790,79231.0,25033590.0
2004-08-24,2660,2735,2631,2727,445980,82110.0,25033590.0
2004-08-25,2744,2811,2727,2769,522680,83362.0,25033590.0
2004-08-26,2743,2789,2689,2777,334550,83612.0,25033590.0
2004-08-27,2731,2789,2706,2760,227114,83112.0,25033590.0
2004-08-30,2802,2814,2744,2769,222026,83362.0,25033590.0
2004-08-31,2760,2818,2747,2818,183154,84864.0,25033590.0
2004-09-01,2844,2877,2793,2827,226280,85114.0,25033590.0
2004-09-02,2835,2856,2810,2810,99710,84614.0,25033590.0
2004-09-03,2793,2801,2722,2727,160080,82110.0,25033590.0
2004-09-06,2710,2743,2685,2727,236342,82110.0,25033590.0
2004-09-07,2727,2736,2657,2710,130600,81610.0,25033590.0
2004-09-08,2710,2710,2668,2669,105560,80358.0,25033590.0
2004-09-09,2661,2694,2619,2694,139450,81109.0,25033590.0
2004-09-10,2652,2693,2626,2652,240390,79857.0,25033590.0
2004-09-13,2669,2710,2652,2681,400740,80733.0,25033590.0
2004-09-14,2685,2844,2652,2748,985940,82736.0,25033590.0
2004-09-15,2777,3027,2727,3026,1303890,91122.0,25033590.0
2004-09-16,3006,3109,2919,3084,856370,92875.0,25033590.0
2004-09-17,3101,3130,3014,3101,343350,93375.0,25033590.0
2004-09-20,3076,3160,3055,3159,308670,95128.0,25033590.0
2004-09-21,3101,3172,3085,3126,218130,94126.0,25033590.0
2004-09-22,3117,3150,2930,3043,222050,91623.0,25033590.0
2004-09-23,2960,2984,2851,2985,551830,89871.0,25033590.0
2004-09-24,2926,2993,2893,2993,295249,90121.0,25033590.0
2004-09-30,2926,2993,2877,2993,202390,90121.0,25033590.0
2004-10-01,2951,3134,2951,3076,317330,92624.0,25033590.0
2004-10-04,3101,3135,3052,3101,309892,93375.0,25033590.0
2004-10-05,3118,3118,3027,3026,178092,91122.0,25033590.0
2004-10-06,2989,3014,2905,2910,386720,87618.0,25033590.0
2004-10-07,2919,2956,2852,2951,345500,88869.0,25033590.0
2004-10-08,2909,2951,2822,2852,352590,85865.0,25033590.0
2004-10-11,2797,2993,2794,2993,230090,90121.0,25033590.0
2004-10-12,3022,3022,2886,2935,94290,88369.0,25033590.0
2004-10-13,2885,3218,2885,3147,616220,94752.0,25033590.0
2004-10-14,3117,3117,2960,3118,445640,93876.0,25033590.0
2004-10-15,3109,3109,2910,3068,156660,92374.0,25033590.0
2004-10-18,3035,3092,2960,3018,135900,90872.0,25033590.0
2004-10-19,3018,3060,2910,2972,111540,89495.0,25033590.0
2004-10-20,2926,2988,2847,2856,104380,85990.0,25033590.0
2004-10-21,2844,2905,2806,2810,98060,84614.0,25033590.0
2004-10-22,2827,2906,2827,2843,57910,85615.0,25033590.0
2004-10-25,2851,2851,2644,2669,106340,80358.0,25033590.0
2004-10-26,2677,2757,2677,2714,128028,81735.0,25033590.0
2004-10-27,2719,2785,2710,2714,177111,81735.0,25033590.0
2004-10-28,2743,3017,2743,3018,150000,90872.0,25033590.0
2004-10-29,2943,2951,2851,2889,79640,86992.0,25033590.0
2004-11-01,2835,2889,2743,2810,187340,84614.0,25033590.0
2004-11-02,2827,2860,2668,2814,142260,84739.0,25033590.0
2004-11-03,2794,2910,2794,2868,144712,86366.0,25033590.0
2004-11-04,2864,2872,2801,2802,85510,84363.0,25033590.0
2004-11-05,2810,2960,2810,2943,225710,88619.0,25033590.0
2004-11-08,3022,3022,2935,2956,163127,88994.0,25033590.0
2004-11-09,2923,3202,2923,3176,756100,95628.0,25033590.0
2004-11-10,3201,3391,3201,3301,729740,99383.0,25033590.0
2004-11-11,3334,3408,3209,3292,598420,99133.0,25033590.0
2004-11-12,3371,3392,3292,3317,931120,99884.0,25033590.0
2004-11-15,3326,3371,3205,3230,613360,97255.0,25033590.0
2004-11-16,3202,3301,3168,3230,442690,97255.0,25033590.0
2004-11-17,3192,3276,3192,3201,188193,96379.0,25033590.0
2004-11-18,3205,3309,3205,3255,284651,98007.0,25033590.0
2004-11-19,3259,3550,3259,3500,719100,105391.0,25033590.0
2004-11-22,3500,3562,3442,3479,407963,104766.0,25033590.0
2004-11-23,3476,3650,3434,3641,422160,109647.0,25033590.0
2004-11-24,3642,3675,3509,3508,339041,105642.0,25033590.0
2004-11-25,3525,3555,3442,3517,226200,105892.0,25033590.0
2004-11-26,3546,3704,3504,3658,551390,110148.0,25033590.0
2004-11-29,3700,3708,3550,3700,388334,111399.0,25033590.0
2004-11-30,3691,3708,3595,3596,291630,108270.0,25033590.0
2004-12-01,3599,3649,3433,3434,467536,103389.0,25033590.0
2004-12-02,3466,3533,3408,3450,686265,103889.0,25033590.0
2004-12-03,3467,3574,3429,3575,395001,107644.0,25033590.0
2004-12-06,3575,3766,3534,3750,621040,112901.0,25033590.0
2004-12-07,3741,3775,3658,3683,823100,110899.0,25033590.0
2004-12-08,3670,3691,3642,3666,716639,110398.0,25033590.0
2004-12-09,3662,3679,3567,3666,396592,110398.0,25033590.0
2004-12-10,3637,3691,3480,3554,208248,107019.0,25033590.0
2004-12-13,3408,3537,3359,3409,524450,102638.0,25033590.0
2004-12-14,3408,3466,3359,3409,200356,102638.0,25033590.0
2004-12-15,3396,3480,3387,3409,214339,102638.0,25033590.0
2004-12-16,3417,3592,3417,3500,333181,105391.0,25033590.0
2004-12-17,3517,3592,3492,3592,200810,108145.0,25033590.0
2004-12-20,3617,3621,3558,3587,159730,108020.0,25033590.0
2004-12-21,3575,3588,3459,3554,205380,107019.0,25033590.0
2004-12-22,3550,3703,3517,3608,752898,108646.0,25033590.0
2004-12-23,3609,3654,3492,3492,333140,105141.0,25033590.0
2004-12-24,3459,3534,3333,3442,394950,103639.0,25033590.0
