에이리츠(140910),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-03-27,4290,4362,4242,4321,4262,13154.0,3628735.0
2013-03-28,4267,4707,4267,4601,16880,14007.0,3628735.0
2013-03-29,4600,4654,4451,4470,7670,13608.0,3628735.0
2013-04-01,4487,4778,4487,4768,14421,14515.0,3628735.0
2013-04-02,4767,4862,4528,4631,6286,14098.0,3628735.0
2013-04-03,4499,4636,4421,4452,4649,13553.0,3628735.0
2013-04-04,4350,4457,4254,4410,4240,13426.0,3628735.0
2013-04-05,4523,4523,4308,4405,2102,13408.0,3628735.0
2013-04-08,4350,4415,4302,4416,3260,13444.0,3628735.0
2013-04-09,4236,4445,4236,4344,1272,13227.0,3628735.0
2013-04-10,4487,4487,4338,4399,530,13390.0,3628735.0
2013-04-11,4350,4373,4284,4315,2023,13136.0,3628735.0
2013-04-12,4373,4373,4218,4244,2573,12918.0,3628735.0
2013-04-15,4279,4356,4171,4279,2620,13027.0,3628735.0
2013-04-16,4267,4582,4267,4381,1652,13336.0,3628735.0
2013-04-17,4409,4409,4314,4381,2640,13336.0,3628735.0
2013-04-18,4218,4379,4218,4344,1330,13227.0,3628735.0
2013-04-19,4273,4737,4224,4273,8956,13009.0,3628735.0
2013-04-22,4326,4528,4326,4399,250,13390.0,3628735.0
2013-04-23,4314,4481,4290,4387,2110,13354.0,3628735.0
2013-04-24,4344,4385,4320,4381,880,13336.0,3628735.0
2013-04-25,4409,4475,4373,4410,1770,13426.0,3628735.0
2013-04-26,4409,4689,4409,4536,4590,13807.0,3628735.0
2013-04-29,4445,4624,4445,4589,1434,13971.0,3628735.0
2013-04-30,4469,4660,4469,4625,1233,14079.0,3628735.0
2013-05-02,4624,4874,4481,4768,6350,14515.0,3628735.0
2013-05-03,4767,4994,4606,4953,660,15077.0,3628735.0
2013-05-06,5011,5155,4767,5126,6970,15604.0,3628735.0
2013-05-07,5041,5041,4880,4965,1930,15114.0,3628735.0
2013-05-08,4880,5279,4880,5078,1500,15458.0,3628735.0
2013-05-09,5285,5285,4845,4851,984,14769.0,3628735.0
2013-05-10,4868,4957,4684,4953,830,15077.0,3628735.0
2013-05-13,5100,5100,4945,5000,734,15223.0,3628735.0
2013-05-14,4833,5053,4833,4994,310,15204.0,3628735.0
2013-05-15,4845,5000,4845,5000,30,15223.0,3628735.0
2013-05-16,5000,5000,4862,4899,800,14914.0,3628735.0
2013-05-20,4928,4928,4827,4875,1120,14842.0,3628735.0
2013-05-21,4839,4874,4767,4857,1026,14787.0,3628735.0
2013-05-22,4809,4809,4546,4548,7233,13844.0,3628735.0
2013-05-23,4594,4689,4564,4678,1051,14243.0,3628735.0
2013-05-24,4528,4743,4528,4738,1051,14424.0,3628735.0
2013-05-27,5124,5124,4611,5030,3811,15313.0,3628735.0
2013-05-28,4976,4976,4749,4929,1480,15005.0,3628735.0
2013-05-29,4963,5452,4845,5232,5690,15930.0,3628735.0
2013-05-30,5184,5184,4886,4888,1110,14878.0,3628735.0
2013-05-31,4910,5118,4898,5048,80,15368.0,3628735.0
2013-06-03,5047,5309,5047,5126,1090,15604.0,3628735.0
2013-06-04,5416,5416,5006,5006,700,15241.0,3628735.0
2013-06-05,5220,5464,4951,5066,6350,15422.0,3628735.0
2013-06-07,5422,5422,4898,4988,7750,15186.0,3628735.0
2013-06-10,4707,5196,4707,4994,161860,15204.0,3628735.0
2013-06-11,4767,4976,4534,4881,7002,14860.0,3628735.0
2013-06-12,4880,5464,4678,4738,13340,14424.0,3628735.0
2013-06-13,4600,4976,4600,4839,351,14733.0,3628735.0
2013-06-14,5303,5303,4118,4684,7719,14261.0,3628735.0
2013-06-17,4701,4868,4701,4827,642,14696.0,3628735.0
2013-06-18,5178,5178,4684,5084,320,15477.0,3628735.0
2013-06-19,5077,5077,4797,4935,1220,15023.0,3628735.0
2013-06-20,4648,4815,4648,4786,1981,14569.0,3628735.0
2013-06-21,4564,4982,4564,4982,210,15168.0,3628735.0
2013-06-24,4630,4922,4630,4827,1460,14696.0,3628735.0
2013-06-25,4636,4636,4415,4422,950,13463.0,3628735.0
2013-06-26,4373,4994,4350,4684,1530,14261.0,3628735.0
2013-06-27,4707,4886,4707,4839,141,14733.0,3628735.0
2013-06-28,4969,5161,4594,5126,3970,15604.0,3628735.0
2013-07-01,5077,5077,4845,5006,80,15241.0,3628735.0
2013-07-02,4821,5065,4821,5006,430,15241.0,3628735.0
2013-07-03,5006,5006,5006,5006,30,15241.0,3628735.0
2013-07-04,4994,4994,4994,4994,0,15204.0,3628735.0
2013-07-05,4994,4994,4725,4798,2611,14606.0,3628735.0
2013-07-08,4797,4797,4689,4798,2620,14606.0,3628735.0
2013-07-09,4790,5065,4767,4798,9287,14606.0,3628735.0
2013-07-10,4797,4880,4797,4798,3700,14606.0,3628735.0
2013-07-11,4790,4797,4761,4786,3150,14569.0,3628735.0
2013-07-12,4784,4790,4767,4786,2751,14569.0,3628735.0
2013-07-15,4767,4767,4564,4643,1330,14134.0,3628735.0
2013-07-16,4803,4886,4648,4684,1420,14261.0,3628735.0
2013-07-17,5065,5065,4528,4660,1990,14188.0,3628735.0
2013-07-18,4594,4666,4445,4530,3640,13789.0,3628735.0
2013-07-19,4540,4552,4528,4542,2340,13825.0,3628735.0
2013-07-22,4558,4558,4457,4511,2160,13735.0,3628735.0
2013-07-23,4427,4528,4427,4517,780,13753.0,3628735.0
2013-07-24,4540,4719,4469,4571,3329,13916.0,3628735.0
2013-07-25,4534,4707,4469,4530,3809,13789.0,3628735.0
2013-07-26,4528,4528,4201,4416,5130,13444.0,3628735.0
2013-07-29,4415,4415,4267,4405,1590,13408.0,3628735.0
2013-07-30,4385,4385,4171,4202,14095,12791.0,3628735.0
2013-07-31,4201,4261,4201,4202,1721,12791.0,3628735.0
2013-08-01,4218,4588,4218,4410,9610,13426.0,3628735.0
2013-08-02,4409,4463,4409,4464,119,13590.0,3628735.0
2013-08-05,4415,4767,4409,4548,7971,13844.0,3628735.0
2013-08-06,4755,4790,4558,4727,232,14388.0,3628735.0
2013-08-07,4761,4761,4588,4756,1370,14479.0,3628735.0
2013-08-08,4564,4755,4564,4727,720,14388.0,3628735.0
2013-08-09,4725,4778,4636,4780,1120,14551.0,3628735.0
2013-08-12,4778,5041,4660,4750,1750,14461.0,3628735.0
2013-08-13,4684,4755,4576,4715,1381,14352.0,3628735.0
2013-08-14,4564,4767,4564,4756,1750,14479.0,3628735.0
2013-08-16,4611,5006,4611,5006,3210,15241.0,3628735.0
2013-08-19,5184,5184,4731,4971,4250,15132.0,3628735.0
2013-08-20,4945,4945,4945,4947,0,15059.0,3628735.0
2013-08-21,4713,4945,4707,4947,2510,15059.0,3628735.0
2013-08-22,4761,4761,4761,4762,10,14497.0,3628735.0
2013-08-23,4939,4945,4761,4762,390,14497.0,3628735.0
2013-08-26,4689,4904,4528,4827,3140,14696.0,3628735.0
2013-08-27,4910,4910,4767,4839,320,14733.0,3628735.0
2013-08-28,4672,4904,4672,4839,30,14733.0,3628735.0
2013-08-29,4850,4945,4642,4721,1120,14370.0,3628735.0
2013-08-30,4797,4945,4648,4941,6720,15041.0,3628735.0
2013-09-02,4767,4772,4767,4774,171,14533.0,3628735.0
2013-09-03,5124,5178,4672,4947,3490,15059.0,3628735.0
2013-09-04,4994,4994,4778,4982,2050,15168.0,3628735.0
2013-09-05,4933,4933,4933,4935,0,15023.0,3628735.0
2013-09-06,4790,4976,4790,4935,650,15023.0,3628735.0
2013-09-09,4749,4922,4749,4917,220,14969.0,3628735.0
2013-09-10,4922,4933,4719,4905,7720,14932.0,3628735.0
2013-09-11,4778,4982,4731,4888,3621,14878.0,3628735.0
2013-09-12,4755,4874,4725,4804,2420,14624.0,3628735.0
2013-09-13,4576,4767,4576,4768,1810,14515.0,3628735.0
2013-09-16,4772,4815,4772,4810,162,14642.0,3628735.0
2013-09-17,4815,4815,4815,4815,140,14660.0,3628735.0
2013-09-23,4648,4809,4648,4792,510,14588.0,3628735.0
2013-09-24,4761,4761,4528,4601,4091,14007.0,3628735.0
2013-09-25,4600,4666,4367,4566,6930,13898.0,3628735.0
2013-09-26,4546,4648,4534,4607,1011,14025.0,3628735.0
2013-09-27,4648,4648,4505,4548,2891,13844.0,3628735.0
2013-09-30,4552,4552,4415,4476,3380,13626.0,3628735.0
2013-10-01,4469,4475,4463,4464,740,13590.0,3628735.0
2013-10-02,4463,4600,4463,4536,321,13807.0,3628735.0
2013-10-04,4546,4570,4427,4499,222,13698.0,3628735.0
2013-10-07,4534,4564,4183,4410,8611,13426.0,3628735.0
2013-10-08,4403,4511,4403,4405,250,13408.0,3628735.0
2013-10-10,4499,4499,4409,4416,130,13444.0,3628735.0
2013-10-11,4517,4517,4409,4440,150,13517.0,3628735.0
2013-10-14,4296,4397,4236,4326,1100,13172.0,3628735.0
2013-10-15,4415,4415,4290,4369,90,13299.0,3628735.0
2013-10-16,4391,4440,4391,4440,120,13517.0,3628735.0
2013-10-17,4212,4445,4212,4267,1330,12991.0,3628735.0
2013-10-18,4290,4379,4135,4344,1090,13227.0,3628735.0
2013-10-21,4409,4451,4338,4375,1590,13317.0,3628735.0
2013-10-22,4445,4445,4379,4416,490,13444.0,3628735.0
2013-10-23,4457,4457,4338,4440,600,13517.0,3628735.0
2013-10-24,4451,4451,4440,4440,120,13517.0,3628735.0
2013-10-25,4945,4945,4528,4648,2782,14152.0,3628735.0
2013-10-28,4725,4725,4648,4715,230,14352.0,3628735.0
2013-10-29,5124,5124,4695,4863,1270,14805.0,3628735.0
2013-10-30,5279,5279,4624,4684,2070,14261.0,3628735.0
2013-10-31,4409,4672,4409,4648,420,14152.0,3628735.0
2013-11-01,4701,5059,4606,4660,110,14188.0,3628735.0
2013-11-04,4713,4767,4648,4768,1490,14515.0,3628735.0
2013-11-05,4797,4886,4648,4786,4360,14569.0,3628735.0
2013-11-06,4797,4939,4648,4678,1010,14243.0,3628735.0
2013-11-07,4648,4648,4606,4607,220,14025.0,3628735.0
2013-11-08,4606,4611,4588,4613,3080,14043.0,3628735.0
2013-11-11,4611,4660,4611,4660,30,14188.0,3628735.0
2013-11-12,4660,4886,4528,4888,2510,14878.0,3628735.0
2013-11-13,4784,4868,4784,4869,140,14823.0,3628735.0
2013-11-14,4922,4922,4922,4923,10,14987.0,3628735.0
2013-11-15,4767,4874,4767,4833,90,14715.0,3628735.0
2013-11-18,4660,4850,4660,4839,100,14733.0,3628735.0
2013-11-19,4784,4845,4672,4792,2390,14588.0,3628735.0
2013-11-20,4797,4886,4767,4875,400,14842.0,3628735.0
2013-11-21,4862,4945,4743,4947,6280,15059.0,3628735.0
2013-11-22,4945,4976,4945,4976,50,15150.0,3628735.0
2013-11-25,4976,5006,4809,4888,10550,14878.0,3628735.0
2013-11-26,4922,4922,4815,4888,3745,14878.0,3628735.0
2013-11-27,4969,4969,4767,4888,5630,14878.0,3628735.0
2013-11-28,4933,4933,4874,4875,50,14842.0,3628735.0
2013-11-29,4904,4957,4880,4959,280,15096.0,3628735.0
2013-12-02,4797,5006,4784,4786,5424,14569.0,3628735.0
2013-12-03,4856,4988,4778,4845,260,14751.0,3628735.0
2013-12-04,4815,4815,4815,4815,0,14660.0,3628735.0
2013-12-05,4850,4868,4749,4839,100,14733.0,3628735.0
2013-12-06,4833,4988,4833,4947,12180,15059.0,3628735.0
2013-12-09,4945,4945,4767,4869,250,14823.0,3628735.0
2013-12-10,4880,4982,4856,4982,330,15168.0,3628735.0
2013-12-11,4778,4910,4778,4911,360,14950.0,3628735.0
2013-12-12,4684,4904,4672,4888,5320,14878.0,3628735.0
2013-12-13,4850,4868,4850,4869,40,14823.0,3628735.0
2013-12-16,4749,4862,4749,4863,310,14805.0,3628735.0
2013-12-17,4755,4945,4743,4863,10150,14805.0,3628735.0
2013-12-18,4886,4886,4886,4888,11,14878.0,3628735.0
2013-12-19,4772,4874,4772,4863,250,14805.0,3628735.0
2013-12-20,4845,4845,4845,4845,0,14751.0,3628735.0
2013-12-23,4618,4845,4618,4845,3340,14751.0,3628735.0
2013-12-24,4827,4827,4827,4827,0,14696.0,3628735.0
2013-12-26,4654,4821,4654,4821,20,14678.0,3628735.0
2013-12-27,4957,4957,4778,4911,80,14950.0,3628735.0
2013-12-30,4886,4886,4886,4888,0,14878.0,3628735.0
2014-01-02,4684,4868,4684,4869,210,14823.0,3628735.0
2014-01-03,4862,4862,4862,4863,0,14805.0,3628735.0
2014-01-06,4850,4850,4850,4851,0,14769.0,3628735.0
2014-01-07,4660,4833,4660,4810,130,14642.0,3628735.0
2014-01-08,4809,5065,4731,4851,720,14769.0,3628735.0
2014-01-09,4969,4969,4707,4786,240,14569.0,3628735.0
2014-01-10,4809,4809,4778,4792,1960,14588.0,3628735.0
2014-01-13,5077,5077,4767,4839,33110,14733.0,3628735.0
2014-01-14,4790,4850,4767,4768,30,14515.0,3628735.0
2014-01-15,4833,4833,4790,4821,40,14678.0,3628735.0
2014-01-16,4684,4778,4684,4780,130,14551.0,3628735.0
2014-01-17,4778,4784,4761,4786,420,14569.0,3628735.0
2014-01-20,4809,4809,4719,4792,500,14588.0,3628735.0
2014-01-21,4695,4784,4695,4786,110,14569.0,3628735.0
2014-01-22,4701,4772,4695,4774,210,14533.0,3628735.0
2014-01-23,4767,4772,4755,4774,6620,14533.0,3628735.0
2014-01-24,4725,4761,4707,4762,240,14497.0,3628735.0
2014-01-27,4648,4749,4648,4750,41,14461.0,3628735.0
2014-01-28,4660,4743,4660,4738,70,14424.0,3628735.0
2014-01-29,4731,4767,4660,4768,890,14515.0,3628735.0
2014-02-03,4689,4755,4689,4756,520,14479.0,3628735.0
2014-02-04,4672,4749,4212,4750,1330,14461.0,3628735.0
2014-02-05,4707,4767,4564,4625,4050,14079.0,3628735.0
2014-02-06,4731,4743,4660,4732,280,14406.0,3628735.0
2014-02-07,4725,4755,4611,4721,1120,14370.0,3628735.0
2014-02-10,4719,4743,4654,4715,380,14352.0,3628735.0
2014-02-11,4588,4761,4588,4762,880,14497.0,3628735.0
2014-02-12,4654,4755,4648,4756,3170,14479.0,3628735.0
2014-02-13,4755,4945,4654,4750,440,14461.0,3628735.0
2014-02-14,4761,4922,4528,4923,6035,14987.0,3628735.0
2014-02-17,4821,4994,4684,4881,1910,14860.0,3628735.0
2014-02-18,5065,5065,4684,4863,4380,14805.0,3628735.0
2014-02-19,4772,4880,4772,4786,50,14569.0,3628735.0
2014-02-20,4701,4856,4701,4738,350,14424.0,3628735.0
2014-02-21,4827,5124,4731,4888,1140,14878.0,3628735.0
2014-02-24,5000,5000,4945,4947,30,15059.0,3628735.0
2014-02-25,4886,4945,4845,4857,560,14787.0,3628735.0
2014-02-26,5363,5363,4821,4917,730,14969.0,3628735.0
2014-02-27,4939,5065,4767,4804,5919,14624.0,3628735.0
2014-02-28,4767,4886,4767,4888,1060,14878.0,3628735.0
2014-03-03,4660,4880,4660,4881,650,14860.0,3628735.0
2014-03-04,4886,4886,4713,4863,1920,14805.0,3628735.0
2014-03-05,4933,4994,4886,4888,570,14878.0,3628735.0
2014-03-06,4821,5006,4790,4917,820,14969.0,3628735.0
2014-03-07,4957,5118,4957,5108,590,15549.0,3628735.0
2014-03-10,4910,4969,4815,4821,735,14678.0,3628735.0
2014-03-11,4839,4963,4737,4965,2040,15114.0,3628735.0
2014-03-12,4945,4945,4737,4869,5590,14823.0,3628735.0
2014-03-13,4862,4862,4719,4851,410,14769.0,3628735.0
2014-03-14,4778,4850,4743,4851,810,14769.0,3628735.0
2014-03-17,4767,4850,4767,4851,360,14769.0,3628735.0
2014-03-18,4839,4839,4790,4839,111,14733.0,3628735.0
2014-03-19,4839,4839,4839,4839,10,14733.0,3628735.0
2014-03-20,4719,4809,4719,4810,160,14642.0,3628735.0
2014-03-21,4803,4803,4707,4792,2690,14588.0,3628735.0
2014-03-24,4784,4784,4701,4774,170,14533.0,3628735.0
2014-03-25,4666,4880,4648,4815,1530,14660.0,3628735.0
2014-03-26,4719,4933,4719,4935,1180,15023.0,3628735.0
2014-03-27,4778,4839,4737,4738,784,14424.0,3628735.0
2014-03-28,4755,4809,4666,4666,2580,14206.0,3628735.0
2014-03-31,4684,4790,4684,4768,710,14515.0,3628735.0
2014-04-01,4767,4910,4725,4851,1310,14769.0,3628735.0
2014-04-02,4976,4976,4755,4762,13250,14497.0,3628735.0
2014-04-03,4898,4898,4689,4732,610,14406.0,3628735.0
2014-04-04,4767,4850,4767,4768,310,14515.0,3628735.0
2014-04-07,4827,4827,4743,4744,20,14442.0,3628735.0
2014-04-08,4790,5000,4755,4833,1240,14715.0,3628735.0
2014-04-09,4767,4886,4767,4827,960,14696.0,3628735.0
2014-04-10,4767,4933,4707,4762,2570,14497.0,3628735.0
2014-04-11,4761,4797,4689,4690,1780,14279.0,3628735.0
2014-04-14,4755,4755,4242,4684,5200,14261.0,3628735.0
2014-04-15,4684,4695,4624,4690,1080,14279.0,3628735.0
2014-04-16,4678,4678,4660,4678,660,14243.0,3628735.0
2014-04-17,4672,4678,4672,4678,20,14243.0,3628735.0
2014-04-18,4618,4672,4475,4672,1770,14225.0,3628735.0
2014-04-21,4517,4672,4517,4660,700,14188.0,3628735.0
2014-04-22,4570,4767,4302,4672,20251,14225.0,3628735.0
2014-04-23,4672,4672,4672,4672,30,14225.0,3628735.0
2014-04-24,4588,4719,4588,4696,710,14297.0,3628735.0
2014-04-25,4684,4689,4540,4684,1680,14261.0,3628735.0
2014-04-28,4564,4672,4564,4648,4900,14152.0,3628735.0
2014-04-29,4648,4725,4552,4554,2850,13862.0,3628735.0
2014-04-30,4618,4731,4618,4727,1380,14388.0,3628735.0
2014-05-02,4731,4731,4654,4732,130,14406.0,3628735.0
2014-05-07,4743,4743,4743,4744,113,14442.0,3628735.0
2014-05-08,4600,4755,4600,4756,210,14479.0,3628735.0
2014-05-09,4606,4731,4588,4721,1571,14370.0,3628735.0
2014-05-12,4755,4755,4606,4715,2542,14352.0,3628735.0
2014-05-13,4713,4731,4707,4709,120,14334.0,3628735.0
2014-05-14,4719,5363,4552,4601,96441,14007.0,3628735.0
2014-05-15,4588,4778,4552,4709,11260,14334.0,3628735.0
2014-05-16,4737,4827,4594,4768,12700,14515.0,3628735.0
2014-05-19,4827,4827,4672,4721,620,14370.0,3628735.0
2014-05-20,4755,4755,4475,4571,24260,13916.0,3628735.0
2014-05-21,4588,4731,4499,4625,13720,14079.0,3628735.0
2014-05-22,4636,5220,4350,4589,91488,13971.0,3628735.0
2014-05-23,4582,4648,4469,4648,8100,14152.0,3628735.0
2014-05-26,4582,4642,4528,4530,6120,13789.0,3628735.0
2014-05-27,4528,4576,4487,4542,7510,13825.0,3628735.0
2014-05-28,4534,4552,4534,4554,220,13862.0,3628735.0
2014-05-29,4505,4636,4469,4560,14871,13880.0,3628735.0
2014-05-30,4564,4684,4463,4577,8713,13934.0,3628735.0
2014-06-02,4642,4642,4487,4523,12016,13771.0,3628735.0
2014-06-03,4523,4564,4314,4428,5580,13481.0,3628735.0
2014-06-05,4517,4517,4261,4476,961,13626.0,3628735.0
2014-06-09,4457,4481,4373,4482,1889,13644.0,3628735.0
2014-06-10,4481,4517,4481,4493,425,13680.0,3628735.0
2014-06-11,4493,4528,4403,4505,1684,13717.0,3628735.0
2014-06-12,4457,4528,4445,4505,272,13717.0,3628735.0
2014-06-13,4517,4552,4440,4548,2214,13844.0,3628735.0
2014-06-16,4546,4546,4457,4548,1358,13844.0,3628735.0
2014-06-17,4546,4546,4534,4536,193,13807.0,3628735.0
2014-06-18,4457,4517,4326,4464,6069,13590.0,3628735.0
2014-06-19,4356,4469,4314,4458,5635,13571.0,3628735.0
2014-06-20,4457,4457,4344,4422,3366,13463.0,3628735.0
2014-06-23,4421,4440,4290,4351,2843,13245.0,3628735.0
2014-06-24,4421,4421,4254,4338,1527,13209.0,3628735.0
2014-06-25,4279,4320,4236,4285,1535,13045.0,3628735.0
2014-06-26,4296,4344,4195,4273,986,13009.0,3628735.0
2014-06-27,4273,4273,4171,4244,1227,12918.0,3628735.0
2014-06-30,4290,4403,4171,4369,5800,13299.0,3628735.0
2014-07-01,4385,4528,4373,4523,14355,13771.0,3628735.0
2014-07-02,4528,4528,4409,4511,3326,13735.0,3628735.0
2014-07-03,4511,4528,4362,4493,3143,13680.0,3628735.0
2014-07-04,4493,4534,4362,4523,5555,13771.0,3628735.0
2014-07-07,4570,4570,4433,4440,2428,13517.0,3628735.0
2014-07-08,4505,4528,4332,4505,1517,13717.0,3628735.0
2014-07-09,4523,4707,4427,4530,430,13789.0,3628735.0
2014-07-10,4778,4778,4445,4511,526,13735.0,3628735.0
2014-07-11,4606,4707,4487,4595,27159,13989.0,3628735.0
2014-07-14,4772,4772,4558,4744,1648,14442.0,3628735.0
2014-07-15,4767,4767,4552,4762,6169,14497.0,3628735.0
2014-07-16,4790,4790,4611,4643,1409,14134.0,3628735.0
2014-07-17,4648,4790,4576,4696,3909,14297.0,3628735.0
2014-07-18,4778,4778,4540,4631,1239,14098.0,3628735.0
2014-07-21,4707,4707,4588,4648,1635,14152.0,3628735.0
2014-07-22,4684,4772,4576,4666,1529,14206.0,3628735.0
2014-07-23,4743,4743,4582,4672,1032,14225.0,3628735.0
2014-07-24,4648,4731,4433,4684,6066,14261.0,3628735.0
2014-07-25,4707,4761,4600,4678,1355,14243.0,3628735.0
2014-07-28,4684,4684,4433,4530,5702,13789.0,3628735.0
2014-07-29,4511,4511,4409,4476,1832,13626.0,3628735.0
2014-07-30,4475,4481,4427,4428,5524,13481.0,3628735.0
2014-07-31,4463,4469,4350,4369,2703,13299.0,3628735.0
2014-08-01,4367,4493,4367,4487,16454,13662.0,3628735.0
2014-08-04,4469,4523,4391,4440,13564,13517.0,3628735.0
2014-08-05,4409,4511,4409,4464,639,13590.0,3628735.0
2014-08-06,4463,4475,4415,4416,4639,13444.0,3628735.0
2014-08-07,4433,4600,4362,4363,22547,13281.0,3628735.0
2014-08-08,4391,4493,4350,4493,19328,13680.0,3628735.0
2014-08-11,4493,4600,4421,4571,623,13916.0,3628735.0
2014-08-12,4594,4707,4433,4648,1678,14152.0,3628735.0
2014-08-13,4445,4660,4445,4660,461,14188.0,3628735.0
2014-08-14,4695,4850,4534,4696,9201,14297.0,3628735.0
2014-08-18,4695,4778,4648,4780,1222,14551.0,3628735.0
2014-08-19,4790,4790,4648,4648,42587,14152.0,3628735.0
2014-08-20,4648,4761,4528,4560,8371,13880.0,3628735.0
2014-08-21,4528,4648,4528,4589,13115,13971.0,3628735.0
2014-08-22,4564,4778,4534,4607,1015,14025.0,3628735.0
2014-08-25,4546,4701,4546,4690,96,14279.0,3628735.0
2014-08-26,4576,4672,4576,4672,519,14225.0,3628735.0
2014-08-27,4654,4654,4600,4613,1002,14043.0,3628735.0
2014-08-28,4576,4707,4528,4637,3774,14116.0,3628735.0
2014-08-29,4570,4636,4570,4577,500,13934.0,3628735.0
2014-09-01,4755,4755,4576,4619,138,14061.0,3628735.0
2014-09-02,4576,4611,4528,4577,4429,13934.0,3628735.0
2014-09-03,4528,4582,4528,4577,4027,13934.0,3628735.0
2014-09-04,4540,4570,4528,4536,9037,13807.0,3628735.0
2014-09-05,4570,4570,4528,4536,1188,13807.0,3628735.0
2014-09-11,4540,4648,4528,4648,1368,14152.0,3628735.0
2014-09-12,4767,4767,4540,4637,226,14116.0,3628735.0
2014-09-15,4666,4666,4248,4648,8062,14152.0,3628735.0
2014-09-16,4624,4630,4564,4631,218,14098.0,3628735.0
2014-09-17,4630,4630,4564,4577,289,13934.0,3628735.0
2014-09-18,4540,4648,4528,4542,1276,13825.0,3628735.0
2014-09-19,4505,4636,4475,4637,319,14116.0,3628735.0
2014-09-22,4648,4648,4552,4601,1344,14007.0,3628735.0
2014-09-23,4624,4624,4469,4571,8947,13916.0,3628735.0
2014-09-24,4505,4588,4505,4583,2225,13952.0,3628735.0
2014-09-25,4528,4790,4528,4672,14991,14225.0,3628735.0
2014-09-26,4755,4755,4588,4589,122,13971.0,3628735.0
2014-09-29,4600,4606,4588,4595,92,13989.0,3628735.0
2014-09-30,4594,4778,4570,4690,650,14279.0,3628735.0
2014-10-01,4689,4755,4552,4643,2041,14134.0,3628735.0
2014-10-02,4552,4624,4552,4613,139,14043.0,3628735.0
2014-10-06,4534,4600,4534,4583,160,13952.0,3628735.0
2014-10-07,4600,4797,4600,4643,38,14134.0,3628735.0
2014-10-08,4564,4611,4528,4530,7317,13789.0,3628735.0
2014-10-10,4528,4558,4528,4530,11192,13789.0,3628735.0
2014-10-13,4540,4540,4493,4523,11223,13771.0,3628735.0
2014-10-14,4552,4552,4481,4523,2253,13771.0,3628735.0
2014-10-15,4528,4761,4528,4762,1295,14497.0,3628735.0
2014-10-16,4725,4725,4534,4648,36,14152.0,3628735.0
2014-10-17,4642,4642,4540,4566,76060,13898.0,3628735.0
2014-10-20,4600,4600,4534,4583,1486,13952.0,3628735.0
2014-10-21,4576,4767,4493,4750,9076,14461.0,3628735.0
2014-10-22,4672,4910,4558,4768,94955,14515.0,3628735.0
2014-10-23,4684,4803,4648,4768,14343,14515.0,3628735.0
2014-10-24,4827,4827,4725,4780,11905,14551.0,3628735.0
2014-10-27,4827,4827,4778,4804,2077,14624.0,3628735.0
2014-10-28,4803,5357,4772,5304,8550,16148.0,3628735.0
2014-10-29,5041,5363,5041,5185,16788,15785.0,3628735.0
2014-10-30,5381,5721,5208,5226,7367,15912.0,3628735.0
2014-10-31,5226,5250,4898,5132,6662,15622.0,3628735.0
2014-11-03,5124,5244,4969,5245,8074,15966.0,3628735.0
2014-11-04,5351,5363,5065,5245,16947,15966.0,3628735.0
2014-11-05,5351,5351,5041,5185,485,15785.0,3628735.0
2014-11-06,5339,5339,4957,5126,1275,15604.0,3628735.0
2014-11-07,5285,5285,5035,5232,109,15930.0,3628735.0
2014-11-10,5267,5422,5041,5042,738,15350.0,3628735.0
2014-11-11,5059,5065,4606,4839,3671,14733.0,3628735.0
2014-11-12,4839,5244,4778,4792,2461,14588.0,3628735.0
2014-11-13,4790,5226,4678,4959,709,15096.0,3628735.0
2014-11-14,4957,5697,4850,5030,96838,15313.0,3628735.0
2014-11-17,5124,5124,4815,4994,14341,15204.0,3628735.0
2014-11-18,4916,5065,4916,5036,1495,15331.0,3628735.0
2014-11-19,4928,5155,4898,5155,17487,15694.0,3628735.0
2014-11-20,5161,5321,4994,5214,2172,15876.0,3628735.0
2014-11-21,5232,5589,5202,5287,12386,16093.0,3628735.0
2014-11-24,5250,5357,5023,5281,4708,16075.0,3628735.0
2014-11-25,5112,5357,5112,5340,4653,16257.0,3628735.0
2014-11-26,5345,5446,5167,5340,11958,16257.0,3628735.0
2014-11-27,5161,5399,5161,5340,2369,16257.0,3628735.0
2014-11-28,5196,5405,5184,5405,2684,16456.0,3628735.0
2014-12-01,5339,6066,5255,5960,59696,18144.0,3628735.0
2014-12-02,6090,6519,5607,6175,53938,18797.0,3628735.0
2014-12-03,6293,6782,6078,6293,33676,19160.0,3628735.0
2014-12-04,6531,6531,6078,6281,13523,19123.0,3628735.0
2014-12-05,6281,6281,6126,6186,15264,18833.0,3628735.0
2014-12-08,6364,6364,5959,5984,18682,18216.0,3628735.0
2014-12-09,6519,6519,5864,6210,1706,18906.0,3628735.0
2014-12-10,6400,6400,5851,5960,12099,18144.0,3628735.0
2014-12-11,5953,6018,5876,6020,16763,18325.0,3628735.0
2014-12-12,5971,6138,5923,6055,27,18434.0,3628735.0
2014-12-15,6006,6138,5929,5930,197,18053.0,3628735.0
2014-12-16,5929,6126,5929,6127,11150,18652.0,3628735.0
2014-12-17,6126,6197,5894,6198,1256,18869.0,3628735.0
2014-12-18,6782,6782,5994,6436,29483,19595.0,3628735.0
