신송홀딩스(006880),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-01-18,4595,4640,4575,4590,10419,54294.0,11828858.0
2019-01-21,4660,4665,4565,4610,8899,54531.0,11828858.0
2019-01-22,4600,4690,4595,4685,10955,55418.0,11828858.0
2019-01-23,4645,4715,4645,4700,6560,55596.0,11828858.0
2019-01-24,4665,4765,4665,4705,2036,55655.0,11828858.0
2019-01-25,4705,4765,4660,4725,9527,55891.0,11828858.0
2019-01-28,4785,4785,4680,4740,4596,56069.0,11828858.0
2019-01-29,4775,4775,4680,4720,8537,55832.0,11828858.0
2019-01-30,4780,4780,4655,4660,4480,55122.0,11828858.0
2019-01-31,4730,4730,4605,4675,5028,55300.0,11828858.0
2019-02-01,4700,4785,4610,4680,12840,55359.0,11828858.0
2019-02-07,4760,4760,4505,4695,9771,55536.0,11828858.0
2019-02-08,4695,4720,4600,4710,11228,55714.0,11828858.0
2019-02-11,4710,4850,4650,4730,12158,55950.0,11828858.0
2019-02-12,4800,4800,4685,4730,1842,55950.0,11828858.0
2019-02-13,4730,4810,4710,4750,3631,56187.0,11828858.0
2019-02-14,4750,4750,4600,4740,12239,56069.0,11828858.0
2019-02-15,4740,4740,4605,4605,10413,54472.0,11828858.0
2019-02-18,4610,4680,4600,4655,8587,55063.0,11828858.0
2019-02-19,4655,4700,4590,4620,8183,54649.0,11828858.0
2019-02-20,4600,4720,4600,4685,5282,55418.0,11828858.0
2019-02-21,4735,5440,4620,4755,412118,56246.0,11828858.0
2019-02-22,4765,5390,4660,5100,933653,60327.0,11828858.0
2019-02-25,5500,5560,5050,5080,393591,60091.0,11828858.0
2019-02-26,5030,5080,4805,4850,129042,57370.0,11828858.0
2019-02-27,4960,5090,4865,5000,52503,59144.0,11828858.0
2019-02-28,4945,4990,4505,4605,97826,54472.0,11828858.0
2019-03-04,4650,4655,4505,4630,66361,54768.0,11828858.0
2019-03-05,4630,4650,4530,4640,22288,54886.0,11828858.0
2019-03-06,4590,4640,4530,4550,19895,53821.0,11828858.0
2019-03-07,4575,4575,4500,4550,18654,53821.0,11828858.0
2019-03-08,4590,4590,4290,4525,21431,53526.0,11828858.0
2019-03-11,4525,4570,4410,4520,37346,53466.0,11828858.0
2019-03-12,4520,4580,4450,4550,2764,53821.0,11828858.0
2019-03-13,4550,4605,4505,4570,8239,54058.0,11828858.0
2019-03-14,4590,4600,4540,4590,11771,54294.0,11828858.0
2019-03-15,4600,4635,4495,4515,5036,53407.0,11828858.0
2019-03-18,4590,4590,4490,4555,12199,53880.0,11828858.0
2019-03-19,4615,4615,4400,4485,34246,53052.0,11828858.0
2019-03-20,4485,4550,4400,4460,32409,52757.0,11828858.0
2019-03-21,4460,4530,4415,4505,9755,53289.0,11828858.0
2019-03-22,4550,4550,4450,4490,6003,53112.0,11828858.0
2019-03-25,4500,4500,4405,4480,5439,52993.0,11828858.0
2019-03-26,4550,4550,4385,4385,23704,51870.0,11828858.0
2019-03-27,4390,4480,4350,4390,16912,51929.0,11828858.0
2019-03-28,4390,4425,4340,4375,8249,51751.0,11828858.0
2019-03-29,4425,4470,4325,4465,14741,52816.0,11828858.0
2019-04-01,4465,4465,4375,4415,14825,52224.0,11828858.0
2019-04-02,4335,4505,4330,4460,11938,52757.0,11828858.0
2019-04-03,4515,4515,4400,4515,5781,53407.0,11828858.0
2019-04-04,4565,4565,4455,4550,5846,53821.0,11828858.0
2019-04-05,4550,4630,4515,4630,18555,54768.0,11828858.0
2019-04-08,4630,4670,4575,4645,9139,54945.0,11828858.0
2019-04-09,4690,4690,4520,4550,16303,53821.0,11828858.0
2019-04-10,4550,4640,4530,4600,10101,54413.0,11828858.0
2019-04-11,4650,4650,4540,4605,5052,54472.0,11828858.0
2019-04-12,4650,4695,4575,4635,23918,54827.0,11828858.0
2019-04-15,4635,4675,4570,4660,11395,55122.0,11828858.0
2019-04-16,4660,4720,4610,4720,34193,55832.0,11828858.0
2019-04-17,4760,4790,4680,4730,19727,55950.0,11828858.0
2019-04-18,4770,4770,4580,4615,29151,54590.0,11828858.0
2019-04-19,4615,4680,4600,4670,12485,55241.0,11828858.0
2019-04-22,4720,4735,4650,4690,18854,55477.0,11828858.0
2019-04-23,4690,4740,4645,4710,12589,55714.0,11828858.0
2019-04-24,4710,4850,4700,4760,31187,56305.0,11828858.0
2019-04-25,4760,4785,4695,4760,9908,56305.0,11828858.0
2019-04-26,4760,4760,4685,4730,6871,55950.0,11828858.0
2019-04-29,4730,4730,4655,4690,1484,55477.0,11828858.0
2019-04-30,4690,4815,4655,4770,16627,56424.0,11828858.0
2019-05-02,4850,4885,4705,4760,15960,56305.0,11828858.0
2019-05-03,4760,4760,4715,4750,4447,56187.0,11828858.0
2019-05-07,4850,5090,4700,4725,82838,55891.0,11828858.0
2019-05-08,5020,5020,4720,4760,132023,56305.0,11828858.0
2019-05-09,4785,5260,4760,4830,1068335,57133.0,11828858.0
2019-05-10,4800,5170,4655,4740,720286,56069.0,11828858.0
2019-05-13,4830,5050,4810,4810,220783,56897.0,11828858.0
2019-05-14,4985,5500,4840,5140,1387936,60800.0,11828858.0
2019-05-15,5160,5220,5050,5150,168500,60919.0,11828858.0
2019-05-16,5160,5300,5020,5260,229698,62220.0,11828858.0
2019-05-17,5180,5420,5030,5070,224126,59972.0,11828858.0
2019-05-20,5110,5110,4760,4820,115841,57015.0,11828858.0
2019-05-21,4820,4820,4680,4755,32971,56246.0,11828858.0
2019-05-22,4740,4835,4700,4830,32815,57133.0,11828858.0
2019-05-23,4830,4900,4760,4830,19525,57133.0,11828858.0
2019-05-24,4830,4830,4700,4750,44812,56187.0,11828858.0
2019-05-27,4750,4840,4710,4770,35301,56424.0,11828858.0
2019-05-28,4850,4885,4730,4780,35204,56542.0,11828858.0
2019-05-29,4780,4925,4750,4790,52373,56660.0,11828858.0
2019-05-30,4780,4890,4755,4810,40678,56897.0,11828858.0
2019-05-31,5150,5290,4820,4895,325788,57902.0,11828858.0
2019-06-03,4895,4940,4800,4800,48791,56779.0,11828858.0
2019-06-04,4800,4825,4705,4745,31096,56128.0,11828858.0
2019-06-05,4710,4845,4700,4755,22683,56246.0,11828858.0
2019-06-07,4850,4850,4750,4780,27093,56542.0,11828858.0
2019-06-10,4840,4840,4730,4820,31859,57015.0,11828858.0
2019-06-11,4790,4980,4790,4920,35893,58198.0,11828858.0
2019-06-12,4890,5070,4720,4855,70889,57429.0,11828858.0
2019-06-13,4855,4930,4845,4905,38160,58021.0,11828858.0
2019-06-14,4935,4935,4870,4875,21041,57666.0,11828858.0
2019-06-17,4930,4980,4870,4875,47917,57666.0,11828858.0
2019-06-18,4940,4940,4850,4890,35798,57843.0,11828858.0
2019-06-19,4840,5010,4840,4985,69285,58967.0,11828858.0
2019-06-20,5050,5080,4955,4990,29413,59026.0,11828858.0
2019-06-21,5000,5050,4915,4985,27824,58967.0,11828858.0
2019-06-24,5010,5010,4900,4920,25887,58198.0,11828858.0
2019-06-25,4995,4995,4905,4935,16565,58375.0,11828858.0
2019-06-26,4930,4975,4880,4905,31906,58021.0,11828858.0
2019-06-27,4960,6150,4930,5670,5063421,67070.0,11828858.0
2019-06-28,5510,5640,5230,5430,784755,64231.0,11828858.0
2019-07-01,5490,5560,5250,5390,425698,63758.0,11828858.0
2019-07-02,5280,6740,5280,6120,8010843,72393.0,11828858.0
2019-07-03,5980,6020,5750,5870,956062,69435.0,11828858.0
2019-07-04,5810,6270,5650,6030,1325515,71328.0,11828858.0
2019-07-05,5880,6010,5720,5980,496971,70737.0,11828858.0
2019-07-08,5960,6010,5660,5660,399568,66951.0,11828858.0
2019-07-09,5670,5770,5280,5490,327984,64940.0,11828858.0
2019-07-10,5510,5910,5410,5730,430204,67779.0,11828858.0
2019-07-11,5710,5960,5680,5860,197214,69317.0,11828858.0
2019-07-12,5880,5950,5760,5890,180446,69672.0,11828858.0
2019-07-15,5850,5890,5550,5600,182860,66242.0,11828858.0
2019-07-16,5600,5750,5540,5660,140101,66951.0,11828858.0
2019-07-17,5560,5610,5300,5400,212352,63876.0,11828858.0
2019-07-18,5410,5450,5220,5240,111248,61983.0,11828858.0
2019-07-19,5180,5360,5180,5230,85546,61865.0,11828858.0
2019-07-22,5230,5350,5210,5320,51458,62930.0,11828858.0
2019-07-23,5270,5440,5270,5370,96626,63521.0,11828858.0
2019-07-24,5380,5590,5320,5430,207298,64231.0,11828858.0
2019-07-25,5500,5570,5240,5340,123640,63166.0,11828858.0
2019-07-26,5470,5850,5290,5290,326227,62575.0,11828858.0
2019-07-29,5500,5820,5300,5390,508719,63758.0,11828858.0
2019-07-30,5370,5790,5160,5560,519516,65768.0,11828858.0
2019-07-31,5560,5790,5280,5340,322024,63166.0,11828858.0
2019-08-01,5340,5380,5050,5060,135451,59854.0,11828858.0
2019-08-02,4990,5220,4825,5070,187222,59972.0,11828858.0
2019-08-05,5000,5240,4875,5100,350693,60327.0,11828858.0
2019-08-06,5200,5270,4685,4770,308486,56424.0,11828858.0
2019-08-07,4630,4920,4630,4900,231789,57961.0,11828858.0
2019-08-08,4865,5040,4835,4895,191976,57902.0,11828858.0
2019-08-09,4900,5070,4845,4860,218394,57488.0,11828858.0
2019-08-12,4900,4990,4800,4885,82601,57784.0,11828858.0
2019-08-13,4840,5050,4780,4850,164132,57370.0,11828858.0
2019-08-14,4850,4930,4840,4855,76806,57429.0,11828858.0
2019-08-16,4770,4885,4670,4705,143305,55655.0,11828858.0
2019-08-19,4750,4775,4610,4650,91707,55004.0,11828858.0
2019-08-20,4650,4725,4620,4690,51584,55477.0,11828858.0
2019-08-21,4700,4780,4625,4745,47304,56128.0,11828858.0
2019-08-22,4745,4745,4405,4420,259774,52284.0,11828858.0
2019-08-23,4400,4635,4330,4460,124597,52757.0,11828858.0
2019-08-26,4600,4635,4405,4415,146790,52224.0,11828858.0
2019-08-27,4400,4435,4315,4365,71755,51633.0,11828858.0
2019-08-28,4320,4445,4305,4355,43478,51515.0,11828858.0
2019-08-29,4355,4375,4295,4310,51769,50982.0,11828858.0
2019-08-30,4305,4370,4300,4360,46604,51574.0,11828858.0
2019-09-02,4365,5050,4350,4840,1410109,57252.0,11828858.0
2019-09-03,4715,4885,4495,4530,384178,53585.0,11828858.0
2019-09-04,4580,4850,4490,4745,531035,56128.0,11828858.0
2019-09-05,4760,4945,4625,4665,455030,55182.0,11828858.0
2019-09-06,4720,4720,4565,4590,102140,54294.0,11828858.0
2019-09-09,4510,4960,4490,4515,451080,53407.0,11828858.0
2019-09-10,4515,4530,4425,4440,95879,52520.0,11828858.0
2019-09-11,4440,4590,4405,4485,64296,53052.0,11828858.0
2019-09-16,4470,4515,4470,4470,63083,52875.0,11828858.0
2019-09-17,4460,4565,4425,4500,113074,53230.0,11828858.0
2019-09-18,4530,4530,4395,4415,129917,52224.0,11828858.0
2019-09-19,4415,4450,4395,4430,70431,52402.0,11828858.0
2019-09-20,4465,4465,4375,4435,58445,52461.0,11828858.0
2019-09-23,4430,4460,4385,4400,62020,52047.0,11828858.0
2019-09-24,4380,4430,4380,4430,42644,52402.0,11828858.0
2019-09-25,4400,4450,4355,4390,67273,51929.0,11828858.0
2019-09-26,4385,4730,4385,4620,468566,54649.0,11828858.0
2019-09-27,4700,4740,4480,4535,147417,53644.0,11828858.0
2019-09-30,4570,4715,4495,4635,252179,54827.0,11828858.0
2019-10-01,4620,4655,4510,4525,167039,53526.0,11828858.0
2019-10-02,4525,4550,4325,4325,177462,51160.0,11828858.0
2019-10-04,4380,4380,4200,4250,82851,50273.0,11828858.0
2019-10-07,4285,4285,4150,4165,74075,,
