S&T홀딩스(036530),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-07-27,4628,4763,4618,4648,2180,69450.0,7500000.0
2004-07-28,4774,4774,4598,4644,10740,69375.0,7500000.0
2004-07-29,4668,4668,4523,4669,6440,69750.0,7500000.0
2004-07-30,4569,4643,4569,4644,3120,69375.0,7500000.0
2004-08-02,4547,4618,4522,4618,13210,69000.0,7500000.0
2004-08-03,4537,4618,4436,4618,10740,69000.0,7500000.0
2004-08-04,4607,4618,4466,4618,8920,69000.0,7500000.0
2004-08-05,4527,4618,4527,4578,6914,68400.0,7500000.0
2004-08-06,4522,4596,4506,4543,9650,67875.0,7500000.0
2004-08-09,4541,4557,4452,4538,13080,67800.0,7500000.0
2004-08-10,4541,4567,4461,4563,16492,68175.0,7500000.0
2004-08-11,4501,4603,4466,4512,7170,67425.0,7500000.0
2004-08-12,4466,4466,3838,4267,356340,63750.0,7500000.0
2004-08-13,4140,4311,4140,4267,76782,63750.0,7500000.0
2004-08-16,4513,4513,4353,4452,74440,66525.0,7500000.0
2004-08-17,4423,4513,4342,4344,67190,64875.0,7500000.0
2004-08-18,4353,4466,4353,4452,18490,66525.0,7500000.0
2004-08-19,4418,5121,4418,4669,31123,69750.0,7500000.0
2004-08-20,4653,4653,4477,4518,6840,67500.0,7500000.0
2004-08-23,4518,4543,4457,4468,5540,66750.0,7500000.0
2004-08-24,4430,4531,4426,4447,3680,66450.0,7500000.0
2004-08-25,4417,4507,4392,4433,5661,66225.0,7500000.0
2004-08-26,4476,4476,4417,4416,15770,66000.0,7500000.0
2004-08-27,4417,4426,4358,4416,17321,66000.0,7500000.0
2004-08-30,4396,4436,4388,4392,6731,65625.0,7500000.0
2004-08-31,4392,4460,4386,4386,4415,65550.0,7500000.0
2004-09-01,4365,4416,4365,4386,11433,65550.0,7500000.0
2004-09-02,4372,4463,4372,4463,22350,66675.0,7500000.0
2004-09-03,4460,4465,4381,4438,19641,66300.0,7500000.0
2004-09-06,4442,4501,4387,4403,14199,65775.0,7500000.0
2004-09-07,4396,4401,4346,4362,10784,65175.0,7500000.0
2004-09-08,4392,4392,4347,4346,8560,64950.0,7500000.0
2004-09-09,4342,4522,4342,4457,74029,66600.0,7500000.0
2004-09-10,4493,4603,4493,4518,46350,67500.0,7500000.0
2004-09-13,4561,4561,4457,4512,18190,67425.0,7500000.0
2004-09-14,4527,4527,4417,4416,8013,66000.0,7500000.0
2004-09-15,4424,4513,4424,4443,63440,66375.0,7500000.0
2004-09-16,4423,4532,4423,4528,34040,67650.0,7500000.0
2004-09-17,4571,4617,4541,4588,29060,68550.0,7500000.0
2004-09-20,4593,4623,4577,4593,42392,68625.0,7500000.0
2004-09-21,4613,4623,4568,4604,54350,68775.0,7500000.0
2004-09-22,4602,4626,4546,4568,54920,68250.0,7500000.0
2004-09-23,4441,4557,4441,4543,21700,67875.0,7500000.0
2004-09-24,4592,4592,4492,4543,8546,67875.0,7500000.0
2004-09-30,4542,4603,4447,4533,5380,67725.0,7500000.0
2004-10-01,4471,4566,4426,4568,9520,68250.0,7500000.0
2004-10-04,4517,4618,4507,4618,16070,69000.0,7500000.0
2004-10-05,4572,4613,4542,4593,6593,68625.0,7500000.0
2004-10-06,4593,4688,4568,4669,29870,69750.0,7500000.0
2004-10-07,4717,4738,4642,4683,13980,69975.0,7500000.0
2004-10-08,4658,4693,4522,4693,13860,70125.0,7500000.0
2004-10-11,4667,4738,4617,4728,14390,70650.0,7500000.0
2004-10-12,4768,4843,4697,4844,41105,72375.0,7500000.0
2004-10-13,4858,5497,4854,5146,636799,76875.0,7500000.0
2004-10-14,5044,5270,4893,5271,139209,78750.0,7500000.0
2004-10-15,5094,5221,4970,4970,48550,74250.0,7500000.0
2004-10-18,4823,4968,4773,4868,59110,72750.0,7500000.0
2004-10-19,4869,4919,4739,4774,17571,71325.0,7500000.0
2004-10-20,4692,4817,4667,4768,51420,71250.0,7500000.0
2004-10-21,4767,5320,4692,5170,205913,77250.0,7500000.0
2004-10-22,5195,5195,4924,4970,32900,74250.0,7500000.0
2004-10-25,4968,4973,4682,4868,36740,72750.0,7500000.0
2004-10-26,4788,4898,4743,4768,8883,71250.0,7500000.0
2004-10-27,4753,4834,4744,4814,13070,71925.0,7500000.0
2004-10-28,4868,5194,4852,4919,26180,73500.0,7500000.0
2004-10-29,4818,4893,4793,4819,7290,72000.0,7500000.0
2004-11-01,4832,4867,4743,4868,11200,72750.0,7500000.0
2004-11-02,4868,4993,4868,4919,15706,73500.0,7500000.0
2004-11-03,4919,5345,4919,5321,109951,79500.0,7500000.0
2004-11-04,5245,5571,5245,5421,66204,81000.0,7500000.0
2004-11-05,5471,5547,5346,5472,78894,81750.0,7500000.0
2004-11-08,5446,5522,5245,5421,33020,81000.0,7500000.0
2004-11-09,5269,5395,5143,5170,19970,77250.0,7500000.0
2004-11-10,5170,5371,5170,5246,19455,78375.0,7500000.0
2004-11-11,5245,5521,5120,5472,58450,81750.0,7500000.0
2004-11-12,5470,5595,5295,5521,146346,82500.0,7500000.0
2004-11-15,5521,5521,5270,5271,30870,78750.0,7500000.0
2004-11-16,5345,5345,5119,5195,53275,77625.0,7500000.0
2004-11-17,5245,5296,5145,5146,23838,76875.0,7500000.0
2004-11-18,5220,5295,5043,5220,26163,78000.0,7500000.0
2004-11-19,5144,5321,5093,5195,22620,77625.0,7500000.0
2004-11-22,5120,5170,4949,5120,26680,76500.0,7500000.0
2004-11-23,5119,5119,5013,5070,11721,75750.0,7500000.0
2004-11-24,5018,5068,4992,5070,30220,75750.0,7500000.0
2004-11-25,5009,5068,4852,5019,63380,75000.0,7500000.0
2004-11-26,4974,5220,4974,5019,52460,75000.0,7500000.0
2004-11-29,4969,5020,4884,4895,40179,73125.0,7500000.0
2004-11-30,4892,4897,4792,4868,95690,72750.0,7500000.0
2004-12-01,4869,4910,4758,4795,71120,71625.0,7500000.0
2004-12-02,4823,4859,4683,4713,61440,70425.0,7500000.0
2004-12-03,4713,4758,4632,4744,47134,70875.0,7500000.0
2004-12-06,4743,4844,4667,4759,45780,71100.0,7500000.0
2004-12-07,4677,4853,4677,4744,44506,70875.0,7500000.0
2004-12-08,4684,4768,4668,4669,40839,69750.0,7500000.0
2004-12-09,4668,4809,4668,4789,36920,71550.0,7500000.0
2004-12-10,4758,4833,4677,4718,28220,70500.0,7500000.0
2004-12-13,4723,4888,4718,4819,23620,72000.0,7500000.0
2004-12-14,4818,4883,4803,4833,17690,72225.0,7500000.0
2004-12-15,4867,4892,4867,4868,20725,72750.0,7500000.0
2004-12-16,4827,4868,4827,4844,8530,72375.0,7500000.0
2004-12-17,4864,5010,4864,4970,48550,74250.0,7500000.0
2004-12-20,5004,5120,4923,5120,21305,76500.0,7500000.0
2004-12-21,5119,5119,4968,5070,18639,75750.0,7500000.0
2004-12-22,4998,5119,4998,5044,14869,75375.0,7500000.0
2004-12-23,5043,5220,4968,5220,43060,78000.0,7500000.0
2004-12-24,5195,5195,5069,5120,20520,76500.0,7500000.0
2004-12-27,5120,5270,5094,5120,39560,76500.0,7500000.0
2004-12-28,5170,5245,5044,5095,20475,76125.0,7500000.0
2004-12-29,5120,5195,5069,5120,13788,76500.0,7500000.0
2004-12-30,5144,5395,5144,5321,26390,79500.0,7500000.0
2005-01-03,5320,5595,5169,5220,139736,78000.0,7500000.0
2005-01-04,5269,5320,5043,5070,44620,75750.0,7500000.0
2005-01-05,4983,5169,4983,5170,32640,77250.0,7500000.0
2005-01-06,5169,5169,5009,5019,40680,75000.0,7500000.0
2005-01-07,4968,5220,4968,5220,43050,78000.0,7500000.0
2005-01-10,5170,5296,5145,5246,15600,78375.0,7500000.0
2005-01-11,5220,5396,5169,5195,46985,77625.0,7500000.0
2005-01-12,5194,5220,5093,5170,26640,77250.0,7500000.0
2005-01-13,5220,5220,5094,5120,29490,76500.0,7500000.0
2005-01-14,5120,5195,5019,5120,73701,76500.0,7500000.0
2005-01-17,5120,5195,5094,5120,49710,76500.0,7500000.0
2005-01-18,5093,5169,4992,5070,81902,75750.0,7500000.0
2005-01-19,5069,5120,4993,5000,56202,74700.0,7500000.0
2005-01-20,5043,5043,4968,5019,18074,75000.0,7500000.0
2005-01-21,4944,5069,4944,5005,13480,74775.0,7500000.0
2005-01-24,4992,5043,4992,5044,29993,75375.0,7500000.0
2005-01-25,5068,5068,4978,5019,27335,75000.0,7500000.0
2005-01-26,5093,5269,5044,5170,58451,77250.0,7500000.0
2005-01-27,5245,5322,5170,5246,44849,78375.0,7500000.0
2005-01-28,5295,5295,5169,5220,15608,78000.0,7500000.0
2005-01-31,5270,5296,5170,5246,43072,78375.0,7500000.0
2005-02-01,5322,5471,5245,5246,89761,78375.0,7500000.0
2005-02-02,5269,5369,5194,5346,70420,79875.0,7500000.0
2005-02-03,5346,5849,5346,5472,435450,81750.0,7500000.0
2005-02-04,5621,5847,5520,5722,229613,85500.0,7500000.0
2005-02-07,5897,6074,5722,6049,625314,90375.0,7500000.0
2005-02-11,5972,6048,5823,5973,83740,89250.0,7500000.0
2005-02-14,5997,6073,5896,5999,97557,89625.0,7500000.0
2005-02-15,6023,6298,5948,6299,141487,94125.0,7500000.0
2005-02-16,6424,6499,6097,6325,109790,94500.0,7500000.0
2005-02-17,6398,6398,6198,6325,91940,94500.0,7500000.0
2005-02-18,6323,7254,6199,7053,258460,105375.0,7500000.0
2005-02-21,7027,7678,6851,7253,266365,108375.0,7500000.0
2005-02-22,7529,7529,7077,7253,103610,108375.0,7500000.0
2005-02-23,7026,7678,7026,7554,171570,112875.0,7500000.0
2005-02-24,7630,7906,7504,7680,98427,114750.0,7500000.0
2005-02-25,7804,7854,7152,7277,114421,108750.0,7500000.0
2005-02-28,8031,8357,8031,8357,249808,124875.0,7500000.0
2005-03-02,9236,9589,8834,9086,408078,135750.0,7500000.0
2005-03-03,9136,9362,8785,9362,107074,139875.0,7500000.0
2005-03-04,9536,10667,9136,10240,286270,153000.0,7500000.0
2005-03-07,10038,10239,9736,9989,112745,149250.0,7500000.0
2005-03-08,9838,10039,8910,8910,124983,133125.0,7500000.0
2005-03-09,8633,8733,8131,8583,227587,128250.0,7500000.0
2005-03-10,8808,9084,8582,8735,164194,130500.0,7500000.0
2005-03-11,9009,10038,8909,9989,302444,149250.0,7500000.0
2005-03-14,9588,9737,9035,9311,208688,139125.0,7500000.0
2005-03-15,9536,9536,8684,8860,127362,132375.0,7500000.0
2005-03-16,8633,9109,8383,8985,64583,134250.0,7500000.0
2005-03-17,8684,8833,8357,8357,82890,124875.0,7500000.0
2005-03-18,8256,8583,7929,7931,59401,118500.0,7500000.0
2005-03-21,8157,8658,8106,8132,108222,121500.0,7500000.0
2005-03-22,8157,8206,7529,7530,155830,112500.0,7500000.0
2005-03-23,7402,7829,7378,7429,79180,111000.0,7500000.0
2005-03-24,7529,7730,7304,7329,73300,109500.0,7500000.0
2005-03-25,7327,7679,7127,7680,68630,114750.0,7500000.0
2005-03-28,7805,8131,7679,7981,111867,119250.0,7500000.0
2005-03-29,7880,7955,7704,7729,50210,115500.0,7500000.0
2005-03-30,7855,8232,7729,7981,95821,119250.0,7500000.0
2005-03-31,8180,8205,7728,7729,84630,115500.0,7500000.0
2005-04-01,7880,8030,7678,7729,196874,115500.0,7500000.0
2005-04-04,7730,7780,7530,7656,56280,114375.0,7500000.0
2005-04-06,7579,7655,7529,7605,61502,113625.0,7500000.0
2005-04-07,7579,8206,7579,8081,158235,120750.0,7500000.0
2005-04-08,8182,8557,8157,8459,187480,126375.0,7500000.0
2005-04-11,8458,8557,8332,8483,44039,126750.0,7500000.0
2005-04-12,8306,8432,8132,8132,47850,121500.0,7500000.0
2005-04-13,8030,8232,7829,7880,35330,117750.0,7500000.0
2005-04-14,7754,8104,7678,8031,46140,120000.0,7500000.0
2005-04-15,7780,8157,7705,7856,36733,117375.0,7500000.0
2005-04-18,7704,7955,7553,7554,30260,112875.0,7500000.0
2005-04-19,7579,7829,7579,7756,19610,115875.0,7500000.0
2005-04-20,7755,8057,7755,7956,26719,118875.0,7500000.0
2005-04-21,7929,7929,7754,7931,15735,118500.0,7500000.0
2005-04-22,8080,8683,8029,8533,149314,127500.0,7500000.0
2005-04-25,8532,8985,8483,8559,93571,127875.0,7500000.0
2005-04-26,8785,8834,8484,8608,40386,128625.0,7500000.0
2005-04-27,8583,8757,8232,8382,42751,125250.0,7500000.0
2005-04-28,8407,8482,8232,8382,34030,125250.0,7500000.0
2005-04-29,8156,8256,7905,8031,25351,120000.0,7500000.0
2005-05-02,8057,8232,7930,8056,21887,120375.0,7500000.0
2005-05-03,8082,8232,8056,8182,27390,122250.0,7500000.0
2005-05-04,8281,8656,8281,8533,48150,127500.0,7500000.0
2005-05-06,8582,8632,8431,8533,16160,127500.0,7500000.0
2005-05-09,8633,8633,8030,8081,19950,120750.0,7500000.0
2005-05-10,8030,8206,7353,7880,179270,117750.0,7500000.0
2005-05-11,7628,7880,7478,7554,44082,112875.0,7500000.0
2005-05-12,7528,7780,7528,7756,45480,115875.0,7500000.0
2005-05-13,7754,7829,7628,7756,17630,115875.0,7500000.0
2005-05-16,7579,7729,7453,7579,40750,113250.0,7500000.0
2005-05-17,7654,7805,7579,7630,13510,114000.0,7500000.0
2005-05-18,7629,7780,7629,7630,21470,114000.0,7500000.0
2005-05-19,7754,7955,7728,7780,26651,116250.0,7500000.0
2005-05-20,7930,7930,7679,7680,8411,114750.0,7500000.0
2005-05-23,7679,7706,7580,7680,19690,114750.0,7500000.0
2005-05-24,7679,7905,7478,7880,30610,117750.0,7500000.0
2005-05-25,7880,8005,7729,7856,10409,117375.0,7500000.0
2005-05-26,7754,7929,7754,7780,9324,116250.0,7500000.0
2005-05-27,7880,8081,7754,7906,23707,118125.0,7500000.0
2005-05-30,7931,8057,7830,7956,11870,118875.0,7500000.0
2005-05-31,8057,8057,7855,7956,19790,118875.0,7500000.0
2005-06-01,7981,8331,7981,8208,19250,122625.0,7500000.0
2005-06-02,8358,8358,8132,8157,12962,121875.0,7500000.0
2005-06-03,8107,8283,8107,8108,12680,121125.0,7500000.0
2005-06-07,8105,8105,7905,7931,19592,118500.0,7500000.0
2005-06-08,8081,8081,7931,8007,21670,119625.0,7500000.0
2005-06-09,8080,8507,8056,8508,43740,127125.0,7500000.0
2005-06-10,8407,8608,8281,8382,28842,125250.0,7500000.0
2005-06-13,8331,8708,8331,8708,66710,130125.0,7500000.0
2005-06-14,8785,8934,8257,8257,35940,123375.0,7500000.0
2005-06-15,8183,8383,8158,8308,16016,124125.0,7500000.0
2005-06-16,8382,8483,8306,8357,18110,124875.0,7500000.0
2005-06-17,8331,8556,8305,8382,13918,125250.0,7500000.0
2005-06-20,8532,8557,8432,8483,19350,126750.0,7500000.0
2005-06-21,8433,8584,8283,8308,12821,124125.0,7500000.0
2005-06-22,8382,8531,8331,8508,22780,127125.0,7500000.0
2005-06-23,8331,8708,8331,8533,60721,127500.0,7500000.0
2005-06-24,8382,8431,8331,8382,16576,125250.0,7500000.0
2005-06-27,8432,8432,8106,8132,22040,121500.0,7500000.0
2005-06-28,8131,8232,8057,8056,9660,120375.0,7500000.0
2005-06-29,8082,8282,8006,8132,15100,121500.0,7500000.0
2005-06-30,8104,8231,7905,8031,34050,120000.0,7500000.0
2005-07-01,8031,8081,7805,7906,59940,118125.0,7500000.0
2005-07-04,7906,8132,7807,7806,51160,116625.0,7500000.0
2005-07-05,7981,8031,7829,7906,27960,118125.0,7500000.0
2005-07-06,7929,7955,7805,7880,20240,117750.0,7500000.0
2005-07-07,7955,8057,7855,7856,46530,117375.0,7500000.0
2005-07-08,7830,8006,7806,7956,25590,118875.0,7500000.0
2005-07-11,8029,8104,8004,8031,41187,120000.0,7500000.0
2005-07-12,8257,8282,7930,8132,39616,121500.0,7500000.0
2005-07-13,8180,8884,8180,8683,119341,129750.0,7500000.0
2005-07-14,8685,8685,8332,8608,37760,128625.0,7500000.0
2005-07-15,8508,8608,8282,8282,36950,123750.0,7500000.0
2005-07-18,8282,8583,8282,8433,21750,126000.0,7500000.0
2005-07-19,8281,8683,8281,8683,47090,129750.0,7500000.0
2005-07-20,8809,9361,8784,9311,110037,139125.0,7500000.0
2005-07-21,9488,9637,9136,9362,50630,139875.0,7500000.0
2005-07-22,9337,9361,9137,9287,31542,138750.0,7500000.0
2005-07-25,9588,9888,9512,9512,61279,142125.0,7500000.0
2005-07-26,9511,9788,9511,9612,30477,143625.0,7500000.0
2005-07-27,9537,9537,9110,9136,83009,136500.0,7500000.0
2005-07-28,9185,9512,9185,9512,62240,142125.0,7500000.0
2005-07-29,9460,9687,9135,9687,62140,144750.0,7500000.0
2005-08-01,9788,9838,9337,9587,34451,143250.0,7500000.0
2005-08-02,9536,9761,9487,9538,23182,142500.0,7500000.0
2005-08-03,9561,9737,9360,9462,24440,141375.0,7500000.0
2005-08-04,9486,9560,9084,9486,26304,141750.0,7500000.0
2005-08-05,9462,9488,8985,9387,40140,140250.0,7500000.0
2005-08-08,9512,9536,9136,9262,22180,138375.0,7500000.0
2005-08-09,9336,9813,9185,9813,508701,146625.0,7500000.0
2005-08-10,10115,10240,9838,9939,70093,148500.0,7500000.0
2005-08-11,9988,10189,9763,10166,49449,151875.0,7500000.0
2005-08-12,10187,10187,9962,9989,27080,149250.0,7500000.0
2005-08-16,9939,10040,9788,10038,39000,150000.0,7500000.0
2005-08-17,9962,9988,9788,9964,18420,148875.0,7500000.0
2005-08-18,9963,9988,9612,9787,20820,146250.0,7500000.0
2005-08-19,9612,9938,9336,9787,21558,146250.0,7500000.0
2005-08-22,9587,10038,9511,9964,14190,148875.0,7500000.0
2005-08-23,10139,10139,9888,9889,49800,147750.0,7500000.0
2005-08-24,9838,10039,9713,9739,24540,145500.0,7500000.0
2005-08-25,9737,9939,9461,9612,20220,143625.0,7500000.0
2005-08-26,9612,9736,9360,9538,19440,142500.0,7500000.0
2005-08-29,9511,9511,8933,9010,41300,134625.0,7500000.0
2005-08-30,8834,9462,8785,8910,26150,133125.0,7500000.0
2005-08-31,9010,9035,8909,9035,15370,135000.0,7500000.0
2005-09-01,9210,9612,9035,9512,39920,142125.0,7500000.0
2005-09-02,9512,9788,9461,9713,10340,145125.0,7500000.0
2005-09-05,9688,9688,9435,9663,26430,144375.0,7500000.0
2005-09-06,9712,10289,9712,10290,78569,153750.0,7500000.0
2005-09-07,10239,10314,10013,10138,38990,151500.0,7500000.0
2005-09-08,10340,10340,9761,10138,40400,151500.0,7500000.0
2005-09-09,10088,10139,9838,10090,26960,150750.0,7500000.0
2005-09-12,10088,10240,9913,9939,31780,148500.0,7500000.0
2005-09-13,9763,10040,9763,10014,13120,149625.0,7500000.0
2005-09-14,10014,10088,9838,9889,19670,147750.0,7500000.0
2005-09-15,9888,9963,9736,9839,51060,147000.0,7500000.0
2005-09-16,9863,10087,9788,9813,17483,146625.0,7500000.0
2005-09-20,10040,10188,9988,10038,21942,150000.0,7500000.0
2005-09-21,10139,10489,10087,10466,54140,156375.0,7500000.0
2005-09-22,10515,10515,10163,10290,30124,153750.0,7500000.0
2005-09-23,10441,10441,9939,10166,22160,151875.0,7500000.0
2005-09-26,10139,10340,9939,10315,45016,154125.0,7500000.0
2005-09-27,10187,10490,10039,10290,47823,153750.0,7500000.0
2005-09-28,10364,11594,10364,11520,144980,172125.0,7500000.0
2005-09-29,11546,12598,11193,12298,120184,183750.0,7500000.0
2005-09-30,12147,12924,11871,12901,48733,192750.0,7500000.0
2005-10-04,12649,12723,12422,12548,19521,187500.0,7500000.0
2005-10-05,12222,12650,12222,12223,44870,182625.0,7500000.0
2005-10-06,12046,12396,12046,12047,236661,180000.0,7500000.0
2005-10-07,11871,11997,11119,11320,112237,169125.0,7500000.0
2005-10-10,11318,11443,11118,11394,99656,170250.0,7500000.0
2005-10-11,11293,11795,11293,11721,107685,175125.0,7500000.0
2005-10-12,11469,11745,11443,11544,64670,172500.0,7500000.0
2005-10-13,11268,11420,10791,11194,71634,167250.0,7500000.0
2005-10-14,11093,11293,10942,11144,21774,166500.0,7500000.0
2005-10-17,10941,10966,10439,10440,70489,156000.0,7500000.0
2005-10-18,10741,10891,10590,10792,14580,161250.0,7500000.0
2005-10-19,10641,11794,10540,10717,160850,160125.0,7500000.0
2005-10-20,10717,10943,10290,10340,65828,154500.0,7500000.0
2005-10-21,10139,10541,9988,10190,76508,152250.0,7500000.0
2005-10-24,10187,10816,10087,10440,32910,156000.0,7500000.0
2005-10-25,10540,10842,10440,10591,23130,158250.0,7500000.0
2005-10-26,10891,10891,10466,10491,13110,156750.0,7500000.0
2005-10-27,10290,10541,10240,10340,12570,154500.0,7500000.0
2005-10-28,10239,10289,9988,10114,23142,151125.0,7500000.0
2005-10-31,10188,10466,10139,10240,6430,153000.0,7500000.0
2005-11-01,10264,10466,10264,10391,11080,155250.0,7500000.0
2005-11-02,10341,10566,10341,10391,22182,155250.0,7500000.0
2005-11-03,10466,10667,10390,10541,41430,157500.0,7500000.0
2005-11-04,10766,10841,10566,10717,61220,160125.0,7500000.0
2005-11-07,10842,10992,10640,10792,63600,161250.0,7500000.0
2005-11-08,10918,10918,10490,10491,65984,156750.0,7500000.0
2005-11-09,10540,10791,10364,10591,24746,158250.0,7500000.0
2005-11-10,10590,10767,10490,10767,29980,160875.0,7500000.0
2005-11-11,10842,10992,10690,10792,19941,161250.0,7500000.0
2005-11-14,11043,11294,10843,11294,84320,168750.0,7500000.0
2005-11-15,11419,11419,10891,11420,46132,170625.0,7500000.0
2005-11-16,11645,11795,11493,11745,40520,175500.0,7500000.0
2005-11-17,11896,11896,11545,11745,45240,175500.0,7500000.0
2005-11-18,11845,11845,11393,11544,65091,172500.0,7500000.0
2005-11-21,11546,11771,11143,11496,16800,171750.0,7500000.0
2005-11-22,11344,11445,10792,11043,31980,165000.0,7500000.0
2005-11-23,10842,11293,10842,10969,48210,163875.0,7500000.0
2005-11-24,11093,11269,10992,11144,32610,166500.0,7500000.0
2005-11-25,11143,11870,11042,11871,74131,177375.0,7500000.0
2005-11-28,12022,12022,11168,11170,48148,166875.0,7500000.0
2005-11-29,11445,11445,10692,10818,89831,161625.0,7500000.0
2005-11-30,10943,11193,10817,10993,41880,164250.0,7500000.0
2005-12-01,11143,11219,10867,11144,27970,166500.0,7500000.0
2005-12-02,11167,11593,11142,11544,70116,172500.0,7500000.0
2005-12-05,11292,11670,11218,11420,12010,170625.0,7500000.0
2005-12-06,11645,12396,11419,12399,244640,185250.0,7500000.0
2005-12-07,12699,12949,12020,12548,61890,187500.0,7500000.0
2005-12-08,12497,12497,11996,12348,25981,184500.0,7500000.0
2005-12-09,12146,12298,12046,12197,27640,182250.0,7500000.0
2005-12-12,12198,12650,12198,12298,69284,183750.0,7500000.0
2005-12-13,12348,12699,11896,12600,93513,188250.0,7500000.0
2005-12-14,12597,12597,12096,12499,34010,186750.0,7500000.0
2005-12-15,12448,12823,12221,12499,32716,186750.0,7500000.0
2005-12-16,12674,12674,11871,12499,42380,186750.0,7500000.0
2005-12-19,12498,12498,11946,12248,41484,183000.0,7500000.0
2005-12-20,11921,12197,11921,11947,17132,178500.0,7500000.0
2005-12-21,11844,12347,11844,12348,49152,184500.0,7500000.0
2005-12-22,12273,12699,12047,12448,24090,186000.0,7500000.0
2005-12-23,13251,13703,12800,13528,143361,202125.0,7500000.0
2005-12-26,14280,14280,13326,13502,54588,201750.0,7500000.0
2005-12-27,13553,13854,13452,13729,36485,205125.0,7500000.0
2005-12-28,13753,14005,13301,14005,32000,209250.0,7500000.0
2005-12-29,13955,14055,13603,14031,22850,209625.0,7500000.0
2006-01-02,14105,14231,13653,14155,33497,211500.0,7500000.0
2006-01-03,14304,15058,13979,14457,74681,216000.0,7500000.0
2006-01-04,14807,15560,14655,15485,93621,231375.0,7500000.0
2006-01-05,15310,15460,15008,15159,31575,226500.0,7500000.0
2006-01-06,15310,15685,15059,15385,30235,229875.0,7500000.0
2006-01-09,15210,15310,14882,15159,13191,226500.0,7500000.0
2006-01-10,14933,15108,14632,14707,26291,219750.0,7500000.0
2006-01-11,15158,15158,14505,14606,8649,218250.0,7500000.0
2006-01-12,14908,15034,14608,14658,25780,219000.0,7500000.0
2006-01-13,14305,14732,14104,14381,33527,214875.0,7500000.0
2006-01-16,14406,14832,14129,14606,28970,218250.0,7500000.0
2006-01-17,14555,14807,14204,14231,156300,212625.0,7500000.0
2006-01-18,14130,14130,13552,13930,39400,208125.0,7500000.0
2006-01-19,13927,14554,13852,14305,17880,213750.0,7500000.0
2006-01-20,14507,14984,14055,14055,28970,210000.0,7500000.0
2006-01-23,13602,14028,12923,13000,19750,194250.0,7500000.0
2006-01-24,13049,13551,12722,13151,25505,196500.0,7500000.0
2006-01-25,13251,13552,13001,13252,33180,198000.0,7500000.0
2006-01-26,13151,13251,12924,13051,27193,195000.0,7500000.0
2006-01-27,13301,13351,13001,13051,51150,195000.0,7500000.0
2006-01-31,13276,13552,13000,13276,33940,198375.0,7500000.0
2006-02-01,13000,13275,12396,12548,31470,187500.0,7500000.0
2006-02-02,12850,13276,12248,13252,36212,198000.0,7500000.0
2006-02-03,12949,13150,12297,12850,32530,192000.0,7500000.0
2006-02-06,13049,13049,12273,13051,21880,195000.0,7500000.0
2006-02-07,13049,13201,12675,13051,28750,195000.0,7500000.0
2006-02-08,12724,13025,12498,12750,20901,190500.0,7500000.0
2006-02-09,12550,12724,12298,12298,52590,183750.0,7500000.0
2006-02-10,12473,12473,12047,12148,41210,181500.0,7500000.0
2006-02-13,12196,12372,11368,11896,83860,177750.0,7500000.0
2006-02-14,11695,12222,11695,12097,127231,180750.0,7500000.0
2006-02-15,11946,12349,11946,12273,20691,183375.0,7500000.0
2006-02-16,12298,12298,11796,12273,8651,183375.0,7500000.0
2006-02-17,12297,12321,11895,11896,88570,177750.0,7500000.0
2006-02-20,12046,12046,11694,12047,80490,180000.0,7500000.0
2006-02-21,12047,12198,12022,12123,83370,181125.0,7500000.0
2006-02-22,12071,12624,12071,12424,135860,185625.0,7500000.0
2006-02-23,12423,12498,12097,12248,16710,183000.0,7500000.0
2006-02-24,12247,12699,12147,12424,45160,185625.0,7500000.0
2006-02-27,12422,12749,12422,12674,28242,189375.0,7500000.0
2006-02-28,12674,13025,12449,12901,20650,192750.0,7500000.0
2006-03-02,13025,13277,12751,12750,50940,190500.0,7500000.0
2006-03-03,12649,12874,12396,12548,49035,187500.0,7500000.0
2006-03-06,12749,13401,12549,13352,28260,199500.0,7500000.0
2006-03-07,13049,13551,12899,13151,29180,196500.0,7500000.0
2006-03-08,13049,13602,12975,13452,57750,201000.0,7500000.0
2006-03-09,13604,13604,12925,12926,71641,193125.0,7500000.0
2006-03-10,13024,13049,12849,12850,63871,192000.0,7500000.0
2006-03-13,13049,13150,12773,12850,52809,192000.0,7500000.0
2006-03-14,13024,13024,12749,12850,29960,192000.0,7500000.0
2006-03-15,12849,13150,12849,13000,16410,194250.0,7500000.0
2006-03-16,13049,13150,12899,13151,19400,196500.0,7500000.0
2006-03-17,12924,13603,12800,13553,92391,202500.0,7500000.0
2006-03-20,13603,13703,13403,13528,37100,202125.0,7500000.0
2006-03-21,13577,13652,13451,13452,18540,201000.0,7500000.0
2006-03-22,13327,13603,13151,13553,36830,202500.0,7500000.0
2006-03-23,13452,13603,13377,13553,24490,202500.0,7500000.0
2006-03-24,13402,13728,13402,13553,39040,202500.0,7500000.0
2006-03-27,13528,13652,13402,13553,30601,202500.0,7500000.0
2006-03-28,13703,13880,13552,13553,46201,202500.0,7500000.0
2006-03-29,13351,14005,13351,14005,64676,209250.0,7500000.0
2006-03-30,14029,14055,13703,14055,24840,210000.0,7500000.0
2006-03-31,14056,14481,13854,14482,35850,216375.0,7500000.0
