한솔테크닉스(004710),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-01-17,4829,4890,4582,4583,180575,33316.0,4310009.0
2003-01-20,4462,4539,4384,4448,106735,32325.0,4310009.0
2003-01-21,4623,4623,4427,4625,71870,33618.0,4310009.0
2003-01-22,4563,4770,4563,4744,93130,34480.0,4310009.0
2003-01-23,4741,4859,4681,4696,75580,34135.0,4310009.0
2003-01-24,4800,4800,4444,4477,76864,32541.0,4310009.0
2003-01-27,4267,4362,4161,4269,92207,31032.0,4310009.0
2003-01-28,4196,4357,4196,4287,34122,31161.0,4310009.0
2003-01-29,4291,4308,4113,4180,34095,30386.0,4310009.0
2003-01-30,4124,4320,4124,4275,27651,31075.0,4310009.0
2003-02-03,4326,4409,4267,4388,23770,31894.0,4310009.0
2003-02-04,4356,4533,4356,4471,54730,32497.0,4310009.0
2003-02-05,4467,4474,4361,4471,52429,32497.0,4310009.0
2003-02-06,4546,4546,4368,4406,55050,32023.0,4310009.0
2003-02-07,4326,4345,4209,4240,53060,30817.0,4310009.0
2003-02-10,4167,4297,4167,4211,20510,30601.0,4310009.0
2003-02-11,4196,4357,4166,4180,66160,30386.0,4310009.0
2003-02-12,4155,4238,4102,4152,26440,30170.0,4310009.0
2003-02-13,4173,4173,4072,4152,48290,30170.0,4310009.0
2003-02-14,4167,4326,4149,4329,66200,31463.0,4310009.0
2003-02-17,4570,4707,4476,4602,199983,33446.0,4310009.0
2003-02-18,4611,4623,4492,4507,55460,32756.0,4310009.0
2003-02-19,4605,4605,4445,4507,63030,32756.0,4310009.0
2003-02-20,4445,4565,4404,4554,24060,33101.0,4310009.0
2003-02-21,4594,4594,4440,4524,23110,32885.0,4310009.0
2003-02-24,4534,4736,4534,4643,85375,33747.0,4310009.0
2003-02-25,4622,4622,4510,4518,48182,32842.0,4310009.0
2003-02-26,4540,4693,4515,4625,115706,33618.0,4310009.0
2003-02-27,4539,4907,4539,4833,170625,35127.0,4310009.0
2003-02-28,4955,5321,4836,4921,308010,35773.0,4310009.0
2003-03-03,4918,5007,4812,4982,147842,36204.0,4310009.0
2003-03-04,4938,4938,4652,4679,92133,34006.0,4310009.0
2003-03-05,4568,4593,4290,4310,80513,31334.0,4310009.0
2003-03-06,4267,4314,4042,4050,101787,29437.0,4310009.0
2003-03-07,4031,4238,4031,4103,111790,29825.0,4310009.0
2003-03-10,4030,4149,3999,4044,67010,29394.0,4310009.0
2003-03-11,3912,3989,3622,3622,118233,26334.0,4310009.0
2003-03-12,3597,3852,3544,3788,132192,27541.0,4310009.0
2003-03-13,3959,3959,3674,3914,137840,28446.0,4310009.0
2003-03-14,4137,4177,3964,4027,71670,29265.0,4310009.0
2003-03-17,3929,3929,3703,3713,53705,26981.0,4310009.0
2003-03-18,3882,4025,3882,3985,50845,28963.0,4310009.0
2003-03-19,3921,4088,3921,3948,38153,28705.0,4310009.0
2003-03-20,4142,4208,4007,4187,112760,30429.0,4310009.0
2003-03-21,4256,4256,4118,4187,77600,30429.0,4310009.0
2003-03-24,4225,4313,4105,4174,78128,30342.0,4310009.0
2003-03-25,3858,4130,3858,4110,65670,29868.0,4310009.0
2003-03-26,4221,4250,4119,4152,63388,30170.0,4310009.0
2003-03-27,4095,4172,4071,4174,32633,30342.0,4310009.0
2003-03-28,4177,4438,4177,4293,77283,31204.0,4310009.0
2003-03-31,4262,4262,4119,4152,52393,30170.0,4310009.0
2003-04-01,3999,4190,3999,4157,43370,30213.0,4310009.0
2003-04-02,4172,4267,4142,4187,38353,30429.0,4310009.0
2003-04-03,4285,4297,4149,4162,58600,30256.0,4310009.0
2003-04-04,4161,4244,4126,4240,32310,30817.0,4310009.0
2003-04-07,4267,4439,4237,4441,120080,32282.0,4310009.0
2003-04-08,4444,4622,4058,4501,93782,32713.0,4310009.0
2003-04-09,4367,4533,4356,4448,71430,32325.0,4310009.0
2003-04-10,4452,4570,4452,4554,37073,33101.0,4310009.0
2003-04-11,4552,4682,4475,4507,60233,32756.0,4310009.0
2003-04-14,4623,4623,4540,4548,46209,33058.0,4310009.0
2003-04-15,4706,4706,4575,4625,41583,33618.0,4310009.0
2003-04-16,4652,5006,4652,4969,212200,36118.0,4310009.0
2003-04-17,4918,4967,4783,4838,33601,35170.0,4310009.0
2003-04-18,4919,5175,4919,5123,91661,37238.0,4310009.0
2003-04-21,5157,5257,5044,5136,100358,37325.0,4310009.0
2003-04-22,5097,5133,4925,4974,46680,36161.0,4310009.0
2003-04-23,5045,5352,5008,5159,141740,37497.0,4310009.0
2003-04-24,5156,5156,4925,5017,53050,36463.0,4310009.0
2003-04-25,4917,4925,4692,4696,114346,34135.0,4310009.0
2003-04-28,4628,4800,4622,4744,30279,34480.0,4310009.0
2003-04-29,4829,5025,4829,4946,72662,35945.0,4310009.0
2003-04-30,4895,5025,4873,4921,49600,35773.0,4310009.0
2003-05-02,4949,5453,4949,5306,193335,38575.0,4310009.0
2003-05-06,5513,5749,5394,5610,372571,40773.0,4310009.0
2003-05-07,5690,5708,5464,5692,189130,41376.0,4310009.0
2003-05-09,5600,5867,5529,5871,122640,42669.0,4310009.0
2003-05-12,6075,6164,5815,5871,188260,42669.0,4310009.0
2003-05-13,5867,5957,5631,5692,171410,41376.0,4310009.0
2003-05-14,5631,5672,5393,5491,103930,39911.0,4310009.0
2003-05-15,5541,6282,5541,6285,463173,45686.0,4310009.0
2003-05-16,6341,6727,6044,6285,405770,45686.0,4310009.0
2003-05-19,6134,6580,6105,6346,224912,46117.0,4310009.0
2003-05-20,6224,7054,6165,6730,479520,48919.0,4310009.0
2003-05-21,6611,6965,6611,6730,250570,48919.0,4310009.0
2003-05-22,6817,7408,6817,7057,367322,51289.0,4310009.0
2003-05-23,7349,8092,7112,7531,558243,54737.0,4310009.0
2003-05-26,7677,8004,7469,7679,345365,55815.0,4310009.0
2003-05-27,7885,8033,7468,7886,300857,57323.0,4310009.0
2003-05-28,8062,8122,7469,7769,242890,56461.0,4310009.0
2003-05-29,7588,7915,7172,7769,298617,56461.0,4310009.0
2003-05-30,7855,8922,7825,8895,496557,64650.0,4310009.0
2003-06-02,9130,9604,8627,9458,373020,68745.0,4310009.0
2003-06-03,9426,9663,8536,8687,324970,63142.0,4310009.0
2003-06-04,8745,9220,8745,9102,253580,66159.0,4310009.0
2003-06-05,9100,9188,8714,8746,148970,63573.0,4310009.0
2003-06-09,8445,8980,8239,8776,222758,63788.0,4310009.0
2003-06-10,8773,9160,8566,8600,123060,62495.0,4310009.0
2003-06-11,8594,8772,8121,8569,219910,62280.0,4310009.0
2003-06-12,8565,9070,8565,8746,242345,63573.0,4310009.0
2003-06-13,8892,9426,8892,9131,311452,66374.0,4310009.0
2003-06-16,9013,9397,8982,9192,155793,66805.0,4310009.0
2003-06-17,9397,10019,9188,9962,344867,72408.0,4310009.0
2003-06-18,9782,11442,9782,10674,362370,77580.0,4310009.0
2003-06-19,10908,11233,10610,10852,140250,78873.0,4310009.0
2003-06-20,10493,11027,10493,11029,105444,80166.0,4310009.0
2003-06-23,11176,11265,10258,10615,78026,77149.0,4310009.0
2003-06-24,10316,10553,9961,10436,130476,75856.0,4310009.0
2003-06-25,10375,10790,10316,10407,108070,75641.0,4310009.0
2003-06-26,9989,10671,9692,10674,181285,77580.0,4310009.0
2003-06-27,10849,10938,10463,10466,137890,76072.0,4310009.0
2003-06-30,10286,10879,10286,10882,126580,79089.0,4310009.0
2003-07-01,10879,11381,10759,11029,200236,80166.0,4310009.0
2003-07-02,11028,11234,10611,10643,140420,77365.0,4310009.0
2003-07-03,10789,10879,10316,10643,161110,77365.0,4310009.0
2003-07-04,10610,10996,10434,10852,144319,78873.0,4310009.0
2003-07-07,10968,11382,10908,11266,189117,81890.0,4310009.0
2003-07-08,11798,11798,10968,11089,145728,80597.0,4310009.0
2003-07-09,11205,11234,10820,11001,116825,79951.0,4310009.0
2003-07-10,10789,11205,10789,11001,80232,79951.0,4310009.0
2003-07-11,10700,10938,10078,10496,214600,76287.0,4310009.0
2003-07-14,10375,10494,10138,10377,171350,75425.0,4310009.0
2003-07-15,10493,10493,9691,9785,147510,71115.0,4310009.0
2003-07-16,9782,9930,9219,9339,203600,67883.0,4310009.0
2003-07-18,9013,9337,8862,8954,103496,65081.0,4310009.0
2003-07-21,8952,9456,8952,9043,138630,65728.0,4310009.0
2003-07-22,8861,9811,8861,9813,236736,71331.0,4310009.0
2003-07-23,9753,10316,9633,10318,210208,74994.0,4310009.0
2003-07-24,10375,10611,10078,10377,109943,75425.0,4310009.0
2003-07-25,10316,11029,10167,10733,214280,78011.0,4310009.0
2003-07-28,10967,11086,10699,10852,128292,78873.0,4310009.0
2003-07-29,10788,11560,10493,11236,246294,81675.0,4310009.0
2003-07-30,11234,11234,10731,10912,182550,79304.0,4310009.0
2003-07-31,10732,10969,10197,10526,251867,76503.0,4310009.0
2003-08-01,10611,10968,10552,10585,106312,76934.0,4310009.0
2003-08-04,10256,10670,10077,10080,132483,73270.0,4310009.0
2003-08-05,9870,10315,9662,10080,229528,73270.0,4310009.0
2003-08-06,9812,10078,9782,9874,76594,71762.0,4310009.0
2003-08-07,10020,10494,9900,10436,186156,75856.0,4310009.0
2003-08-08,10375,10435,9692,9754,194000,70900.0,4310009.0
2003-08-11,9752,9752,9337,9754,97480,70900.0,4310009.0
2003-08-12,9663,9960,9663,9754,77980,70900.0,4310009.0
2003-08-13,9841,10849,9841,10585,353131,76934.0,4310009.0
2003-08-14,10583,11147,10316,10792,364879,78442.0,4310009.0
2003-08-18,11145,12390,11027,12393,329283,90079.0,4310009.0
2003-08-19,12687,13339,11916,12631,330324,91803.0,4310009.0
2003-08-20,12450,12835,11916,12215,315547,88786.0,4310009.0
2003-08-21,12620,13433,12584,12589,153573,79951.0,4310009.0
2003-08-22,12212,12756,11906,12080,162501,76718.0,4310009.0
2003-08-25,12078,12145,11738,11740,119582,74563.0,4310009.0
2003-08-26,11670,12280,11670,12012,98254,76287.0,4310009.0
2003-08-27,12043,12688,12010,12622,123739,80166.0,4310009.0
2003-08-28,12892,13095,12010,12419,89110,78873.0,4310009.0
2003-08-29,12451,12654,12010,12419,87291,78873.0,4310009.0
2003-09-01,12418,12552,12010,12012,115034,76287.0,4310009.0
2003-09-02,12009,12212,11806,11910,96470,75641.0,4310009.0
2003-09-03,12009,12077,11533,11537,104190,73270.0,4310009.0
2003-09-04,11669,11669,10991,11401,117950,72408.0,4310009.0
2003-09-05,11533,11533,10924,10926,86145,69391.0,4310009.0
2003-09-08,10652,11432,10549,11299,122840,71762.0,4310009.0
2003-09-09,11263,11670,11194,11232,100727,71331.0,4310009.0
2003-09-15,11602,11705,11194,11198,104357,71115.0,4310009.0
2003-09-16,11026,11194,10855,10959,94288,69607.0,4310009.0
2003-09-17,11194,11262,10584,10654,158014,67667.0,4310009.0
2003-09-18,10618,10958,10042,10586,147059,67236.0,4310009.0
2003-09-19,10653,10721,10211,10213,87110,64866.0,4310009.0
2003-09-22,9973,10550,9633,10044,158013,63788.0,4310009.0
2003-09-23,9871,10380,9871,10282,137428,65297.0,4310009.0
2003-09-24,10447,11059,10007,11062,173183,70253.0,4310009.0
2003-09-25,10515,10855,10347,10485,102373,66590.0,4310009.0
2003-09-26,10176,10549,9973,10247,51102,65081.0,4310009.0
2003-09-29,10075,10447,9904,9975,55490,63357.0,4310009.0
2003-09-30,10075,10245,9363,10044,182681,63788.0,4310009.0
2003-10-01,9497,9837,9362,9840,139801,90618.0,6249514.0
2003-10-02,9905,10177,9633,9908,154985,91243.0,6249514.0
2003-10-06,9905,10042,9532,9568,115660,88118.0,6249514.0
2003-10-07,9566,9837,9497,9705,119630,89368.0,6249514.0
2003-10-08,9668,9804,9057,9298,337604,85618.0,6249514.0
2003-10-09,9124,9430,8819,8822,207438,81244.0,6249514.0
2003-10-10,8990,9702,8955,9568,376167,88118.0,6249514.0
2003-10-13,9497,9837,9225,9840,157317,90618.0,6249514.0
2003-10-14,10041,10143,9736,9739,176550,89681.0,6249514.0
2003-10-15,9736,9838,9431,9433,104618,86868.0,6249514.0
2003-10-16,9430,9497,9056,9229,221803,84993.0,6249514.0
2003-10-17,9124,9294,9023,9060,172703,83431.0,6249514.0
2003-10-20,8921,9225,8921,9094,94712,83743.0,6249514.0
2003-10-21,9124,9192,8921,9060,113316,83431.0,6249514.0
2003-10-22,9193,9193,8617,8652,173902,79681.0,6249514.0
2003-10-23,8379,9328,8243,8618,413207,79369.0,6249514.0
2003-10-24,8616,9192,8547,8822,330474,81244.0,6249514.0
2003-10-27,8854,9125,8684,9128,264448,84056.0,6249514.0
2003-10-28,9125,9295,8955,9298,306285,85618.0,6249514.0
2003-10-29,9566,9803,9260,9502,467943,87493.0,6249514.0
2003-10-30,9497,10041,9430,9840,479074,90618.0,6249514.0
2003-10-31,10007,10108,9736,10112,269060,93118.0,6249514.0
2003-11-03,10176,10244,9973,10010,219744,92180.0,6249514.0
2003-11-04,10108,10108,9632,9975,259055,91868.0,6249514.0
2003-11-05,10007,10312,9430,9502,377486,87493.0,6249514.0
2003-11-06,9532,9633,8684,8754,303066,80619.0,6249514.0
2003-11-07,8888,9397,8751,9400,164264,86556.0,6249514.0
2003-11-10,8853,9396,8853,9094,144307,83743.0,6249514.0
2003-11-11,8888,9431,8888,9161,125383,84368.0,6249514.0
2003-11-12,9430,9769,9124,9739,212789,89681.0,6249514.0
2003-11-13,10007,10007,9531,9637,125746,88743.0,6249514.0
2003-11-14,9632,9632,9192,9194,149669,84681.0,6249514.0
2003-11-17,9023,9124,8887,8992,113529,82806.0,6249514.0
2003-11-18,9023,9497,8989,9502,108050,87493.0,6249514.0
2003-11-19,9160,9498,9091,9161,203007,84368.0,6249514.0
2003-11-20,9193,9431,8990,9161,253117,84368.0,6249514.0
2003-11-21,8955,9192,8684,8686,304739,79994.0,6249514.0
2003-11-24,8684,8751,7462,7464,250810,68745.0,6249514.0
2003-11-25,7800,7904,6512,6753,1275018,62183.0,6249514.0
2003-11-26,7055,7462,6953,7227,1469025,66557.0,6249514.0
2003-11-27,7462,7563,6716,7125,886561,65620.0,6249514.0
2003-11-28,7090,7361,6986,7192,300782,66245.0,6249514.0
2003-12-01,7257,7733,7257,7669,370165,70620.0,6249514.0
2003-12-02,7870,8140,7665,8042,629175,74057.0,6249514.0
2003-12-03,8072,8072,7665,7941,264910,73119.0,6249514.0
2003-12-04,7972,8038,7665,7669,196126,70620.0,6249514.0
2003-12-05,7665,7733,7257,7262,262495,66870.0,6249514.0
2003-12-08,7123,7327,6986,7192,110102,66245.0,6249514.0
2003-12-09,7327,7428,7258,7364,124410,67807.0,6249514.0
2003-12-10,7258,7599,7192,7464,159772,68745.0,6249514.0
2003-12-11,7462,7767,7394,7600,126344,69995.0,6249514.0
2003-12-12,7734,7801,7258,7464,258100,68745.0,6249514.0
2003-12-15,7598,7665,7360,7534,155948,69370.0,6249514.0
2003-12-16,7327,7428,7292,7329,102868,67495.0,6249514.0
2003-12-17,7427,7800,7360,7635,439430,70307.0,6249514.0
2003-12-18,7733,7733,7427,7431,192440,68432.0,6249514.0
2003-12-19,7530,7530,7192,7192,178671,66245.0,6249514.0
2003-12-22,7054,7122,6783,6786,190090,62495.0,6249514.0
2003-12-23,6783,6885,6308,6380,300416,58745.0,6249514.0
2003-12-24,6506,6513,5969,6175,224310,56871.0,6249514.0
2003-12-26,6044,6274,6044,6175,76681,56871.0,6249514.0
2003-12-29,6112,6309,6112,6311,103962,58120.0,6249514.0
2003-12-30,6411,7226,6411,7227,455763,66557.0,6249514.0
2004-01-02,7427,8140,7156,7669,1098131,70620.0,6249514.0
2004-01-05,7870,8072,7665,7906,436753,72807.0,6249514.0
2004-01-06,8073,8141,7530,7737,268559,71244.0,6249514.0
2004-01-07,7700,8107,7700,7838,400671,72182.0,6249514.0
2004-01-08,7938,8073,7497,7600,341550,69995.0,6249514.0
2004-01-09,7598,7835,7563,7635,272784,70307.0,6249514.0
2004-01-12,7599,7633,7361,7498,272798,69057.0,6249514.0
2004-01-13,7700,8582,7665,8144,1166636,74994.0,6249514.0
2004-01-14,8208,8514,8073,8483,544003,78119.0,6249514.0
2004-01-15,8684,8751,8243,8483,412510,78119.0,6249514.0
2004-01-16,8412,8582,8311,8517,337846,78431.0,6249514.0
2004-01-19,8716,9294,8716,9094,782824,83743.0,6249514.0
2004-01-20,9159,9328,8887,9229,305441,84993.0,6249514.0
2004-01-26,9225,9225,8887,9060,189928,83431.0,6249514.0
2004-01-27,9192,9667,9124,9502,389926,87493.0,6249514.0
2004-01-28,9497,10074,9430,9705,550444,89368.0,6249514.0
2004-01-29,9804,9804,9328,9433,290912,86868.0,6249514.0
2004-01-30,9396,9599,9056,9094,325761,83743.0,6249514.0
2004-02-02,8955,9295,8820,9298,225861,85618.0,6249514.0
2004-02-03,9192,9225,8750,8992,243480,82806.0,6249514.0
2004-02-04,8989,9260,8819,8992,192132,82806.0,6249514.0
2004-02-05,8989,9973,8853,9840,481995,90618.0,6249514.0
2004-02-06,9973,10041,9702,9840,439645,90618.0,6249514.0
2004-02-09,10041,10312,9769,10112,465319,93118.0,6249514.0
2004-02-10,10042,10313,9770,9806,232860,90305.0,6249514.0
2004-02-11,9769,10007,9566,9840,307030,90618.0,6249514.0
2004-02-12,9837,10075,9599,9840,357470,90618.0,6249514.0
2004-02-13,9973,10075,9702,9739,199580,89681.0,6249514.0
2004-02-16,9702,9804,9498,9568,212616,88118.0,6249514.0
2004-02-17,9567,9702,9532,9670,143278,89056.0,6249514.0
2004-02-18,9769,10278,9599,10247,405350,94368.0,6249514.0
2004-02-19,10313,10313,9973,10180,224195,93743.0,6249514.0
2004-02-20,10041,10278,9973,9975,118210,91868.0,6249514.0
2004-02-23,9769,9973,9632,9975,166820,91868.0,6249514.0
2004-02-24,9769,9939,9497,9637,140071,88743.0,6249514.0
2004-02-25,9633,9633,8854,9298,291655,85618.0,6249514.0
2004-02-26,9295,9465,8922,9161,118420,84368.0,6249514.0
2004-02-27,9024,9328,8955,9161,78201,84368.0,6249514.0
2004-03-02,9225,9531,8955,9094,200750,83743.0,6249514.0
2004-03-03,9057,9125,8820,8889,145589,81869.0,6249514.0
2004-03-04,8887,9091,8785,8958,202206,82494.0,6249514.0
2004-03-05,9023,9056,8750,8822,115438,81244.0,6249514.0
2004-03-08,8819,9124,8650,9094,175527,83743.0,6249514.0
2004-03-09,9023,9260,8955,8992,105040,82806.0,6249514.0
2004-03-10,8887,8887,8650,8686,163820,79994.0,6249514.0
2004-03-11,8548,9024,8548,9026,128440,83119.0,6249514.0
2004-03-12,8853,8955,7800,8450,162832,77806.0,6249514.0
2004-03-15,8514,8514,8243,8483,146122,78119.0,6249514.0
2004-03-16,8278,8379,8038,8347,171770,76869.0,6249514.0
2004-03-17,8311,8717,8006,8347,152488,76869.0,6249514.0
2004-03-18,8582,9193,8548,8754,460900,80619.0,6249514.0
2004-03-19,8887,8921,8616,8822,172704,81244.0,6249514.0
2004-03-22,8887,8887,8684,8686,138209,79994.0,6249514.0
2004-03-23,8514,8684,8514,8686,95433,79994.0,6249514.0
2004-03-24,8582,8750,8547,8551,76210,78744.0,6249514.0
2004-03-25,8480,8582,8006,8144,110622,74994.0,6249514.0
2004-03-26,8344,8412,8006,8144,144000,74994.0,6249514.0
2004-03-29,8072,8378,8038,8314,187045,76557.0,6249514.0
2004-03-30,8412,8480,8107,8110,99291,74682.0,6249514.0
2004-03-31,8311,8480,8208,8483,126920,78119.0,6249514.0
2004-04-01,8547,8750,8479,8585,148437,79056.0,6249514.0
2004-04-02,8651,8786,8445,8517,183886,78431.0,6249514.0
2004-04-06,8819,8819,8514,8686,296653,79994.0,6249514.0
2004-04-07,8717,8717,8412,8483,219253,78119.0,6249514.0
2004-04-08,8479,8616,8378,8415,151664,77494.0,6249514.0
2004-04-09,8344,8412,8141,8144,243612,74994.0,6249514.0
2004-04-12,8412,9091,8412,8754,746103,80619.0,6249514.0
2004-04-13,9160,9397,9024,9161,856646,84368.0,6249514.0
2004-04-14,9225,10515,9192,10282,2384336,94680.0,6249514.0
2004-04-16,10447,10720,10108,10384,690511,95618.0,6249514.0
2004-04-19,10447,10889,10210,10792,748798,99367.0,6249514.0
2004-04-20,10924,11025,10515,10792,641088,99367.0,6249514.0
2004-04-21,10652,11126,10617,11062,595775,101867.0,6249514.0
2004-04-22,11194,11194,10143,10349,882510,95305.0,6249514.0
2004-04-23,10585,11026,10516,10586,527179,97492.0,6249514.0
2004-04-26,10720,10786,10108,10112,327320,93118.0,6249514.0
2004-04-27,10075,10549,9904,10520,282280,96867.0,6249514.0
2004-04-28,10515,10584,10210,10520,159648,96867.0,6249514.0
2004-04-29,10176,10347,9531,9637,259147,88743.0,6249514.0
2004-04-30,9226,9498,8922,9433,406500,86868.0,6249514.0
2004-05-03,9225,9396,8989,8992,325537,82806.0,6249514.0
2004-05-04,8989,9294,8716,8992,664705,82806.0,6249514.0
2004-05-06,9124,9159,8072,8076,530460,74369.0,6249514.0
2004-05-07,8073,8344,7665,8347,372738,76869.0,6249514.0
2004-05-10,8073,8311,7123,7227,412460,66557.0,6249514.0
2004-05-11,7055,7599,7055,7364,309934,67807.0,6249514.0
2004-05-12,7665,8073,7530,8007,323280,73744.0,6249514.0
2004-05-13,7835,8005,7633,7805,173762,71869.0,6249514.0
2004-05-14,7870,8073,7394,7498,233417,69057.0,6249514.0
2004-05-17,7428,7599,6445,6522,256793,60058.0,6249514.0
2004-05-18,6519,6886,6350,6854,390750,63120.0,6249514.0
2004-05-19,6986,7462,6852,7398,304420,68120.0,6249514.0
2004-05-20,7122,7257,6756,6921,361040,63745.0,6249514.0
2004-05-21,7090,7192,6953,7058,206634,65706.0,6317864.0
2004-05-24,7360,7598,7257,7295,325914,67917.0,6317864.0
2004-05-25,7123,7157,6953,7058,156750,65706.0,6317864.0
2004-05-27,7393,7497,7225,7295,204140,67917.0,6317864.0
2004-05-28,7393,7529,7122,7262,205908,67601.0,6317864.0
2004-05-31,7326,7326,7020,7160,98490,66653.0,6317864.0
2004-06-01,7156,7529,7156,7431,228083,69181.0,6317864.0
2004-06-02,7393,7462,7191,7295,134470,67917.0,6317864.0
2004-06-03,7428,7801,7020,7058,533472,65706.0,6317864.0
2004-06-04,7122,7292,7020,7160,227020,66653.0,6317864.0
2004-06-07,7393,7393,7191,7295,299522,67917.0,6317864.0
2004-06-08,7360,7665,7326,7431,467720,69181.0,6317864.0
2004-06-09,7530,7599,7157,7192,268490,66969.0,6317864.0
2004-06-10,7089,7156,6986,7160,169130,66653.0,6317864.0
2004-06-11,7157,7192,6656,6685,283165,62231.0,6317864.0
2004-06-14,6375,6573,5818,5836,352238,54334.0,6317864.0
2004-06-15,5841,6064,5731,6019,212750,56039.0,6317864.0
2004-06-16,6077,6200,5815,5904,191864,54965.0,6317864.0
2004-06-17,5867,5922,5765,5898,93140,54902.0,6317864.0
2004-06-18,5833,5875,5501,5517,141070,51364.0,6317864.0
2004-06-21,5514,5711,5467,5498,162072,51175.0,6317864.0
2004-06-22,5426,5493,4890,5029,413420,46815.0,6317864.0
2004-06-23,5067,5114,4809,4811,259123,44794.0,6317864.0
2004-06-24,4938,5277,4938,5164,432652,48079.0,6317864.0
2004-06-25,5379,5881,5305,5632,462479,52438.0,6317864.0
2004-06-28,5765,6024,5664,5782,296068,53828.0,6317864.0
2004-06-29,5696,5853,5582,5823,175610,54207.0,6317864.0
2004-06-30,5964,5977,5793,5843,190910,54397.0,6317864.0
2004-07-01,5867,5935,5582,5673,152580,52817.0,6317864.0
2004-07-02,5493,5630,5480,5585,184425,51996.0,6317864.0
2004-07-05,5534,5656,5493,5585,81060,51996.0,6317864.0
2004-07-06,5529,5631,5494,5504,85888,51238.0,6317864.0
2004-07-07,5290,5392,5161,5375,79770,50037.0,6317864.0
2004-07-08,5365,5372,5155,5158,103230,48016.0,6317864.0
2004-07-09,5147,5358,5126,5361,91033,49911.0,6317864.0
2004-07-12,5453,5467,5161,5239,87590,48774.0,6317864.0
2004-07-13,5168,5297,5100,5226,113520,48648.0,6317864.0
2004-07-14,5154,5248,5086,5103,91040,47510.0,6317864.0
2004-07-15,5101,5108,4871,4995,103930,46499.0,6317864.0
2004-07-16,4890,5060,4828,5029,97097,46815.0,6317864.0
2004-07-19,4917,5067,4917,5022,64011,46752.0,6317864.0
2004-07-20,4897,4959,4762,4764,186190,44351.0,6317864.0
2004-07-21,4871,4917,4828,4900,156190,45615.0,6317864.0
2004-07-22,4782,4789,4680,4750,95850,44225.0,6317864.0
2004-07-23,4680,4850,4632,4704,147871,43783.0,6317864.0
2004-07-26,4619,4646,4477,4479,108636,41698.0,6317864.0
2004-07-27,4408,4443,4272,4330,137860,40308.0,6317864.0
2004-07-28,4407,4448,4305,4310,128630,40118.0,6317864.0
2004-07-29,4226,4301,3934,3970,158194,36960.0,6317864.0
2004-07-30,4069,4557,4069,4384,710626,40813.0,6317864.0
2004-08-02,4321,4408,4239,4316,171121,40182.0,6317864.0
2004-08-03,4381,4394,4076,4099,139347,38160.0,6317864.0
2004-08-04,4008,4103,3966,4072,86160,37907.0,6317864.0
2004-08-05,4172,4456,4158,4377,193372,40750.0,6317864.0
2004-08-06,4232,4306,4110,4255,121880,39613.0,6317864.0
2004-08-09,4205,4435,4151,4439,129836,41319.0,6317864.0
2004-08-10,4374,4483,4306,4479,105160,41698.0,6317864.0
2004-08-11,4550,4855,4523,4581,290380,42646.0,6317864.0
2004-08-12,4517,4700,4517,4601,102802,42835.0,6317864.0
2004-08-13,4565,4687,4516,4682,163410,43593.0,6317864.0
2004-08-16,4714,5013,4693,4811,246920,44794.0,6317864.0
2004-08-17,5000,5020,4823,4887,162558,45489.0,6317864.0
2004-08-18,4808,4910,4808,4818,97044,44857.0,6317864.0
2004-08-19,4842,5025,4842,4934,220796,45931.0,6317864.0
2004-08-20,4876,4910,4753,4818,110415,44857.0,6317864.0
2004-08-23,4862,5033,4855,4892,143420,45552.0,6317864.0
2004-08-24,5004,5004,4781,4867,99671,45299.0,6317864.0
2004-08-25,4883,5053,4815,4988,187641,46436.0,6317864.0
2004-08-26,5039,5048,4897,4988,139900,46436.0,6317864.0
2004-08-27,4951,4986,4904,4934,79094,45931.0,6317864.0
2004-08-30,4986,4986,4809,4811,123600,44794.0,6317864.0
2004-08-31,4754,4911,4754,4838,114660,45046.0,6317864.0
2004-09-01,4876,4951,4862,4954,104194,46120.0,6317864.0
2004-09-02,4959,5421,4925,5294,455781,49279.0,6317864.0
2004-09-03,5365,5412,5135,5171,164701,48142.0,6317864.0
2004-09-06,5142,5183,5081,5110,93871,47574.0,6317864.0
2004-09-07,5168,5460,5155,5408,438783,50353.0,6317864.0
2004-09-08,5480,5493,5161,5164,202050,48079.0,6317864.0
2004-09-09,5155,5183,5025,5158,145580,48016.0,6317864.0
2004-09-10,5188,5447,5188,5368,251951,49974.0,6317864.0
2004-09-13,5535,5657,5468,5591,292955,52059.0,6317864.0
2004-09-14,5650,5650,5427,5517,133775,51364.0,6317864.0
2004-09-15,5515,5515,5345,5347,86730,49785.0,6317864.0
2004-09-16,5284,5460,5270,5408,91062,50353.0,6317864.0
2004-09-17,5406,5453,5244,5314,100906,49469.0,6317864.0
2004-09-20,5257,5379,5257,5287,114140,49216.0,6317864.0
2004-09-21,5248,5379,5248,5314,57710,49469.0,6317864.0
2004-09-22,5310,5359,4965,4974,146220,46310.0,6317864.0
2004-09-23,4856,4911,4815,4838,92410,45046.0,6317864.0
2004-09-24,4788,4903,4768,4832,46300,44983.0,6317864.0
2004-09-30,4713,4876,4713,4805,76690,44730.0,6317864.0
2004-10-01,4753,4924,4753,4927,64044,45868.0,6317864.0
2004-10-04,4978,5134,4971,5077,123714,47258.0,6317864.0
