오리온(271560),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-03-15,102000,102500,98200,100500,377562,3973381.0,39536132.0
2019-03-18,101000,102000,99600,101500,116252,4012917.0,39536132.0
2019-03-19,102000,103500,100500,101500,94928,4012917.0,39536132.0
2019-03-20,101000,102000,99200,100000,106645,3953613.0,39536132.0
2019-03-21,99000,99800,98000,98500,149326,3894309.0,39536132.0
2019-03-22,98100,99500,97800,98000,109463,3874541.0,39536132.0
2019-03-25,97700,98500,96600,96900,59146,3831051.0,39536132.0
2019-03-26,96900,97700,96700,96800,100254,3827098.0,39536132.0
2019-03-27,96800,98600,96800,97800,74117,3866634.0,39536132.0
2019-03-28,96800,97600,95800,96400,91451,3811283.0,39536132.0
2019-03-29,96900,100500,96900,100000,292471,3953613.0,39536132.0
2019-04-01,101000,102000,99700,100500,262856,3973381.0,39536132.0
2019-04-02,101500,102000,100000,101000,168051,3993149.0,39536132.0
2019-04-03,100500,101000,99200,100500,143136,3973381.0,39536132.0
2019-04-04,100500,100500,99500,99900,81684,3949660.0,39536132.0
2019-04-05,100000,100000,97300,97900,86474,3870587.0,39536132.0
2019-04-08,98800,100500,98200,100000,131932,3953613.0,39536132.0
2019-04-09,100500,104500,99700,103500,316772,4091990.0,39536132.0
2019-04-10,102500,103500,101500,102000,101050,4032685.0,39536132.0
2019-04-11,102000,103000,101000,102500,101240,4052454.0,39536132.0
2019-04-12,101500,102000,96400,97100,499014,3838958.0,39536132.0
2019-04-15,97600,99100,97600,98700,230579,3902216.0,39536132.0
2019-04-16,98100,98900,97700,98600,116693,3898263.0,39536132.0
2019-04-17,98200,98800,98000,98300,68716,3886402.0,39536132.0
2019-04-18,98100,98700,96900,96900,94050,3831051.0,39536132.0
2019-04-19,97000,97700,94500,95000,163971,3755933.0,39536132.0
2019-04-22,95100,98200,95000,96500,123521,3815237.0,39536132.0
2019-04-23,96500,98000,95500,97000,94820,3835005.0,39536132.0
2019-04-24,97900,98200,96600,97300,94908,3846866.0,39536132.0
2019-04-25,96900,98000,96400,97400,96832,3850819.0,39536132.0
2019-04-26,97000,97100,95100,96500,90071,3815237.0,39536132.0
2019-04-29,96100,97600,95800,97600,60830,3858726.0,39536132.0
2019-04-30,97700,98000,96900,96900,48723,3831051.0,39536132.0
2019-05-02,96100,97900,96100,96900,59102,3831051.0,39536132.0
2019-05-03,96900,98900,96000,98900,139356,3910123.0,39536132.0
2019-05-07,97800,98400,96800,97000,134225,3835005.0,39536132.0
2019-05-08,95800,102500,95600,102000,424227,4032685.0,39536132.0
2019-05-09,101000,101000,96200,96200,172178,3803376.0,39536132.0
2019-05-10,97500,98600,96200,98000,140357,3874541.0,39536132.0
2019-05-13,97000,98300,96400,96700,83055,3823144.0,39536132.0
2019-05-14,96300,96900,94800,95500,66121,3775701.0,39536132.0
2019-05-15,95600,95600,94700,95400,75554,3771747.0,39536132.0
2019-05-16,94500,95100,88100,88700,386236,3506855.0,39536132.0
2019-05-17,87600,88200,84100,84300,435301,3332896.0,39536132.0
2019-05-20,84200,87500,84200,86700,172997,3427783.0,39536132.0
2019-05-21,86700,88100,82600,87100,196299,3443597.0,39536132.0
2019-05-22,86600,87500,85700,85900,58189,3396154.0,39536132.0
2019-05-23,86600,89100,85700,88900,107632,3514762.0,39536132.0
2019-05-24,88300,88800,86700,86800,73183,3431736.0,39536132.0
2019-05-27,87100,87100,85500,86500,50443,3419875.0,39536132.0
2019-05-28,86500,88900,85500,88900,187480,3514762.0,39536132.0
2019-05-29,87900,88500,85800,86100,81611,3404061.0,39536132.0
2019-05-30,86700,86700,85400,86300,68132,3411968.0,39536132.0
2019-05-31,85700,86800,84700,86000,96894,3400107.0,39536132.0
2019-06-03,85800,87500,84900,86900,109254,3435690.0,39536132.0
2019-06-04,86200,87400,85100,85100,77289,3364525.0,39536132.0
2019-06-05,85700,85700,81300,81900,297397,3238009.0,39536132.0
2019-06-07,82100,83800,82100,83300,142110,3293360.0,39536132.0
2019-06-10,84200,85900,84000,85800,191454,3392200.0,39536132.0
2019-06-11,86500,86500,85000,85700,62487,3388247.0,39536132.0
2019-06-12,85800,86200,84100,84900,104677,3356618.0,39536132.0
2019-06-13,85000,85500,84100,85400,74316,3376386.0,39536132.0
2019-06-14,86000,88200,85600,87700,394423,3467319.0,39536132.0
2019-06-17,88400,88700,86400,87700,97334,3467319.0,39536132.0
2019-06-18,88500,90200,86600,90200,175422,3566159.0,39536132.0
2019-06-19,90700,91500,89300,91300,147385,3609649.0,39536132.0
2019-06-20,91500,93000,91300,92100,117386,3641278.0,39536132.0
2019-06-21,92500,92800,90200,91700,88391,3625463.0,39536132.0
2019-06-24,91900,91900,89800,91200,60829,3605695.0,39536132.0
2019-06-25,91200,92200,90200,92100,62197,3641278.0,39536132.0
2019-06-26,91100,92200,91000,91500,48089,3617556.0,39536132.0
2019-06-27,91500,92000,90400,92000,58314,3637324.0,39536132.0
2019-06-28,92000,92600,91700,92500,63518,3657092.0,39536132.0
2019-07-01,92900,94800,92300,94400,96960,3732211.0,39536132.0
2019-07-02,94600,94600,92500,92600,66290,3661046.0,39536132.0
2019-07-03,92200,93000,88200,89300,153166,3530577.0,39536132.0
2019-07-04,89700,89800,87500,88700,96595,3506855.0,39536132.0
2019-07-05,88300,89800,88200,89300,53791,3530577.0,39536132.0
2019-07-08,88900,89300,87300,87900,50341,3475226.0,39536132.0
2019-07-09,86600,87900,86000,86500,60583,3419875.0,39536132.0
2019-07-10,86100,87000,85400,86100,48436,3404061.0,39536132.0
2019-07-11,86200,89100,86200,89100,64358,3522669.0,39536132.0
2019-07-12,89700,90000,88100,88700,49690,3506855.0,39536132.0
2019-07-15,89500,89500,87600,87700,46438,3467319.0,39536132.0
2019-07-16,88000,88700,86200,86500,84196,3419875.0,39536132.0
2019-07-17,86200,86600,84000,84600,89297,3344757.0,39536132.0
2019-07-18,84500,85300,83400,84600,93936,3344757.0,39536132.0
2019-07-19,84000,84900,83900,84600,84991,3344757.0,39536132.0
2019-07-22,84600,85100,83500,83600,67353,3305221.0,39536132.0
2019-07-23,83300,84300,83200,84000,66378,3321035.0,39536132.0
2019-07-24,83600,84600,82300,82500,82176,3261731.0,39536132.0
2019-07-25,83100,83700,81000,83700,80894,3309174.0,39536132.0
2019-07-26,83000,83200,81600,82600,67356,3265685.0,39536132.0
2019-07-29,82400,83200,80400,80500,53549,3182659.0,39536132.0
2019-07-30,80200,81300,78900,80300,60199,3174751.0,39536132.0
2019-07-31,79500,82600,79400,80800,69049,3194519.0,39536132.0
2019-08-01,80000,81600,79200,80800,54520,3194519.0,39536132.0
2019-08-02,81300,82200,80200,81600,127457,3226148.0,39536132.0
2019-08-05,81500,81500,79600,80000,111459,3162891.0,39536132.0
2019-08-06,79000,81600,76300,80500,138244,3182659.0,39536132.0
2019-08-07,79700,80400,78200,78500,110337,3103586.0,39536132.0
2019-08-08,78600,81000,75900,81000,193735,3202427.0,39536132.0
2019-08-09,81100,81700,80500,81100,76723,3206380.0,39536132.0
2019-08-12,80500,83400,80500,83000,67318,3281499.0,39536132.0
2019-08-13,82400,85800,81600,84800,127840,3352664.0,39536132.0
2019-08-14,84000,85000,82700,83000,78645,3281499.0,39536132.0
2019-08-16,81900,85300,81900,85300,96202,3372432.0,39536132.0
2019-08-19,86400,86500,84100,85100,42069,3364525.0,39536132.0
2019-08-20,84400,85900,84000,85200,84108,3368478.0,39536132.0
2019-08-21,89800,91000,87800,88300,234235,3491040.0,39536132.0
2019-08-22,88400,90300,88400,89400,110626,3534530.0,39536132.0
2019-08-23,89000,89300,87000,87100,89923,3443597.0,39536132.0
2019-08-26,85900,86200,84100,85300,72746,3372432.0,39536132.0
2019-08-27,85600,87300,85400,87000,84245,3439643.0,39536132.0
2019-08-28,87100,87500,85900,87000,41354,3439643.0,39536132.0
2019-08-29,86700,88000,86400,88000,59722,3479180.0,39536132.0
2019-08-30,88000,90100,87700,90100,72371,3562205.0,39536132.0
2019-09-02,88800,90400,88700,90200,41891,3566159.0,39536132.0
2019-09-03,90200,93500,89700,92700,133751,3664999.0,39536132.0
2019-09-04,92400,93700,91600,93700,87445,3704536.0,39536132.0
2019-09-05,92800,95100,92800,94700,115331,3744072.0,39536132.0
2019-09-06,94700,95500,94500,94800,69424,3748025.0,39536132.0
2019-09-09,95100,97000,95100,97000,104791,3835005.0,39536132.0
2019-09-10,97100,97100,94100,94900,101155,3751979.0,39536132.0
2019-09-11,94900,97000,94900,96500,136812,3815237.0,39536132.0
2019-09-16,97400,98300,96700,98300,92921,3886402.0,39536132.0
2019-09-17,97800,98500,96500,97800,63681,3866634.0,39536132.0
2019-09-18,98300,100500,98300,99900,99932,3949660.0,39536132.0
2019-09-19,100000,100500,98900,99100,44508,3918031.0,39536132.0
2019-09-20,98600,99600,97800,99100,76723,3918031.0,39536132.0
2019-09-23,98800,99300,97600,97900,56654,3870587.0,39536132.0
2019-09-24,97900,99800,97900,99700,68064,3941752.0,39536132.0
2019-09-25,99700,100500,97400,97900,62821,3870587.0,39536132.0
2019-09-26,98000,99500,97000,97900,50806,3870587.0,39536132.0
2019-09-27,99300,99300,96800,97500,57750,3854773.0,39536132.0
2019-09-30,96600,98500,96300,98400,62234,3890355.0,39536132.0
2019-10-01,98500,99000,97200,98100,70877,3878495.0,39536132.0
2019-10-02,98100,98700,97300,97700,68549,3862680.0,39536132.0
2019-10-04,98700,100500,98000,100500,123244,3973381.0,39536132.0
2019-10-07,100500,102000,99100,101500,89992,4012917.0,39536132.0
