삼성SDI(006400),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-11-05,120000,121500,119000,121000,326701,5624873.0,46486557.0
2003-11-06,120500,121500,117000,117000,392679,5438927.0,46486557.0
2003-11-07,117000,121000,117000,121000,273467,5624873.0,46486557.0
2003-11-10,121500,124500,120500,124500,633733,5787576.0,46486557.0
2003-11-11,123000,126500,121000,126000,414407,5857306.0,46486557.0
2003-11-12,125000,125500,122500,123000,449948,5717847.0,46486557.0
2003-11-13,125000,125500,123500,125000,250073,5810820.0,46486557.0
2003-11-14,123500,124500,120000,122000,473660,5671360.0,46486557.0
2003-11-17,120000,121000,119000,120000,219944,5578387.0,46486557.0
2003-11-18,120000,122500,118500,122500,306562,5694603.0,46486557.0
2003-11-19,119500,120500,116500,117500,377446,5462170.0,46486557.0
2003-11-20,118000,119000,114500,116000,299637,5392441.0,46486557.0
2003-11-21,115000,120000,114500,118500,279777,5508657.0,46486557.0
2003-11-24,117500,119000,113000,115500,228906,5369197.0,46486557.0
2003-11-25,117000,118500,117000,118000,232061,5485414.0,46486557.0
2003-11-26,118500,120000,117500,120000,264761,5578387.0,46486557.0
2003-11-27,119500,120500,118500,120000,144595,5578387.0,46486557.0
2003-11-28,119500,122000,119000,122000,291173,5671360.0,46486557.0
2003-12-01,122000,123500,121000,122500,208667,5694603.0,46486557.0
2003-12-02,123500,124000,122000,123500,242069,5741090.0,46486557.0
2003-12-03,124000,127000,123000,126500,443074,5880549.0,46486557.0
2003-12-04,125500,126000,123500,125000,123263,5810820.0,46486557.0
2003-12-05,125000,125500,121500,122000,177624,5671360.0,46486557.0
2003-12-08,119500,123500,119500,121500,148297,5648117.0,46486557.0
2003-12-09,122000,123500,122000,123000,112226,5717847.0,46486557.0
2003-12-10,120500,129000,120000,127500,445499,5927036.0,46486557.0
2003-12-11,128000,133000,127500,129500,650869,6020009.0,46486557.0
2003-12-12,134500,134500,130500,133000,404169,6182712.0,46486557.0
2003-12-15,135500,136000,133500,135500,241954,6298928.0,46486557.0
2003-12-16,132500,142000,132000,137000,529097,6368658.0,46486557.0
2003-12-17,141000,142000,139000,140000,408108,6508118.0,46486557.0
2003-12-18,139000,142000,138000,140500,317571,6531361.0,46486557.0
2003-12-19,142500,142500,137500,138000,282217,6415145.0,46486557.0
2003-12-22,138000,139000,136000,136000,193164,6322172.0,46486557.0
2003-12-23,136000,137000,133500,135000,292732,6275685.0,46486557.0
2003-12-24,136000,136500,133500,134500,186087,6252442.0,46486557.0
2003-12-26,133500,135500,133500,135000,184191,6275685.0,46486557.0
2003-12-29,133000,136000,132500,135000,280367,6275685.0,46486557.0
2003-12-30,137500,140500,136500,140500,264120,6531361.0,46486557.0
2004-01-02,141500,142000,138500,141000,276745,6554605.0,46486557.0
2004-01-05,141500,147000,141000,145500,320942,6763794.0,46486557.0
2004-01-06,147500,148000,144000,146000,233440,6787037.0,46486557.0
2004-01-07,147500,149000,146000,148500,304164,6903254.0,46486557.0
2004-01-08,149500,152000,146000,146000,436941,6787037.0,46486557.0
2004-01-09,148500,151000,147000,148000,513945,6880010.0,46486557.0
2004-01-12,149000,149000,145500,146500,289956,6810281.0,46486557.0
2004-01-13,148000,148500,144500,144500,239884,6717307.0,46486557.0
2004-01-14,146500,151500,145000,149000,327185,6926497.0,46486557.0
2004-01-15,150500,154000,149500,151000,308618,7019470.0,46486557.0
2004-01-16,153500,158500,153000,158000,440021,7344876.0,46486557.0
2004-01-19,159000,160500,156500,159000,313931,7391363.0,46486557.0
2004-01-20,159000,161000,158000,161000,217300,7484336.0,46486557.0
2004-01-26,164000,164000,160000,161000,307044,7484336.0,46486557.0
2004-01-27,161500,166500,161500,163000,295904,7577309.0,46486557.0
2004-01-28,162000,164000,161000,163000,291399,7577600.0,46488341.0
2004-01-29,160000,164000,158000,164000,419207,7624088.0,46488341.0
2004-01-30,166000,171000,165000,165000,441476,7670576.0,46488341.0
2004-02-02,162000,166000,162000,162500,186000,7554355.0,46488341.0
2004-02-03,161500,162500,155500,157000,371618,7298670.0,46488341.0
2004-02-04,156000,163000,155500,160000,329246,7438135.0,46488341.0
2004-02-05,160000,164500,159000,164500,253279,7647332.0,46488341.0
2004-02-06,167500,169500,165000,169500,359014,7879774.0,46488341.0
2004-02-09,170000,172000,168500,169500,299601,7879774.0,46488341.0
2004-02-10,171000,172000,168000,171000,237680,7949506.0,46488341.0
2004-02-11,171000,176000,169500,171000,410688,7949506.0,46488341.0
2004-02-12,173000,176000,169000,171500,331612,7972750.0,46488341.0
2004-02-13,169500,172000,168500,172000,230482,7995995.0,46488341.0
2004-02-16,170000,172500,169000,169500,196884,7879774.0,46488341.0
2004-02-17,168000,172500,167000,169500,228087,7879774.0,46488341.0
2004-02-18,170500,172000,169000,169500,200846,7879774.0,46488341.0
2004-02-19,170500,170500,166000,168000,255808,7810041.0,46488341.0
2004-02-20,169000,169000,165500,167000,206272,7763553.0,46488341.0
2004-02-23,165000,166000,162000,165000,342580,7670576.0,46488341.0
2004-02-24,162000,163000,157000,158500,485121,7368402.0,46488341.0
2004-02-25,159000,161000,157000,158500,309006,7368402.0,46488341.0
2004-02-26,160000,161000,158000,159000,252401,7391646.0,46488341.0
2004-02-27,156500,163000,154000,163000,545156,7577600.0,46488341.0
2004-03-02,164500,168500,164000,168500,414044,7833285.0,46488341.0
2004-03-03,168000,169500,166500,168000,312309,7810041.0,46488341.0
2004-03-04,170500,175000,169500,175000,481607,8135460.0,46488341.0
2004-03-05,173000,174000,170000,170000,275057,7903018.0,46488341.0
2004-03-08,170000,171000,165500,166500,259525,7740309.0,46488341.0
2004-03-09,163000,165000,161500,162000,299603,7531111.0,46488341.0
2004-03-10,160000,162500,159500,161500,366957,7507867.0,46488341.0
2004-03-11,160000,165500,157000,165000,583310,7670576.0,46488341.0
2004-03-12,162500,163000,153500,162000,635328,7531111.0,46488341.0
2004-03-15,163000,163500,160000,160000,237428,7438135.0,46488341.0
2004-03-16,156000,159500,156000,159000,177527,7391646.0,46488341.0
2004-03-17,161000,163500,160000,162000,249261,7531111.0,46488341.0
2004-03-18,164000,164500,161000,161000,200972,7484623.0,46488341.0
2004-03-19,160000,163500,159500,163500,148967,7600844.0,46488341.0
2004-03-22,160500,163000,159000,159500,215243,7414890.0,46488341.0
2004-03-23,158000,160000,155500,160000,257871,7438135.0,46488341.0
2004-03-24,158500,160000,158000,159000,150594,7391646.0,46488341.0
2004-03-25,158000,161500,158000,158000,234484,7345158.0,46488341.0
2004-03-26,160500,162500,159500,160500,368562,7461379.0,46488341.0
2004-03-29,160000,164500,160000,164500,198538,7647332.0,46488341.0
2004-03-30,166000,168500,165000,168000,310232,7810041.0,46488341.0
2004-03-31,169500,170000,165000,168000,228500,7810041.0,46488341.0
2004-04-01,166500,169000,166500,168500,253836,7833285.0,46488341.0
2004-04-02,170500,171000,168000,168500,291659,7833285.0,46488341.0
2004-04-06,171500,172500,170500,172500,342017,8019239.0,46488341.0
2004-04-07,170000,172000,168500,170500,429651,7926262.0,46488341.0
2004-04-08,170500,172000,169500,172000,314161,7995995.0,46488341.0
2004-04-09,171000,171000,166000,166500,316605,7740309.0,46488341.0
2004-04-12,167500,171000,167000,168000,332377,7810041.0,46488341.0
2004-04-13,169000,169000,166500,167500,298625,7786797.0,46488341.0
2004-04-14,165000,168000,164500,167500,231696,7786797.0,46488341.0
2004-04-16,166500,166500,163000,164000,275744,7624088.0,46488341.0
2004-04-19,164000,169000,163500,168000,313539,7810041.0,46488341.0
2004-04-20,170000,170000,167000,169500,326677,7879774.0,46488341.0
2004-04-21,168000,174000,167000,171500,553308,7972750.0,46488341.0
2004-04-22,173000,173000,164000,165000,457198,7670576.0,46488341.0
2004-04-23,167500,168500,161500,163000,463603,7577600.0,46488341.0
2004-04-26,162500,163000,159000,159500,317259,7414890.0,46488341.0
2004-04-27,158000,161000,157000,160000,266292,7438135.0,46488341.0
2004-04-28,160000,161500,156500,158000,243344,7345158.0,46488341.0
2004-04-29,155000,156500,151500,152500,335607,7089472.0,46488341.0
2004-04-30,148500,150000,144000,150000,545485,6973251.0,46488341.0
2004-05-03,150000,151000,146000,148000,236657,6880274.0,46488341.0
2004-05-04,149000,152000,148000,149000,256647,6926763.0,46488341.0
2004-05-06,149000,149000,135000,135500,390222,6299170.0,46488341.0
2004-05-07,135000,142500,131500,138000,670933,6415391.0,46488341.0
2004-05-10,135000,138500,126000,131500,434539,6113217.0,46488341.0
2004-05-11,131000,133500,127500,128500,416750,5973752.0,46488341.0
2004-05-12,132000,139000,131000,139000,665915,6461879.0,46488341.0
2004-05-13,137000,138500,133000,133500,350183,6206194.0,46488341.0
2004-05-14,136000,136500,127000,128000,466667,5950508.0,46488341.0
2004-05-17,126500,131000,120000,120500,441876,5601845.0,46488341.0
2004-05-18,118500,128000,118000,125500,574231,5834287.0,46488341.0
2004-05-19,127500,140500,127500,135000,500431,6275926.0,46488341.0
2004-05-20,132000,137000,128000,131000,435211,6089973.0,46488341.0
2004-05-21,134000,135000,131500,134000,293918,6229438.0,46488341.0
2004-05-24,137000,137500,132000,132500,362113,6159705.0,46488341.0
2004-05-25,130000,130500,127000,128500,321043,5973752.0,46488341.0
2004-05-27,132000,134000,130500,130500,441585,6066729.0,46488341.0
2004-05-28,132500,133500,123000,128500,867311,5973752.0,46488341.0
2004-05-31,129500,130000,125500,126500,264118,5880775.0,46488341.0
2004-06-01,129500,133000,128500,133000,490765,6182949.0,46488341.0
2004-06-02,131000,136000,128500,134000,328262,6229438.0,46488341.0
2004-06-03,134000,134000,125500,125500,501061,5834287.0,46488341.0
2004-06-04,126000,127500,121000,124000,456011,5764554.0,46488341.0
2004-06-07,125000,128000,125000,128000,359336,5950508.0,46488341.0
2004-06-08,133000,135000,130500,132500,588947,6159705.0,46488341.0
2004-06-09,134500,135000,128000,129000,296593,5996996.0,46488341.0
2004-06-10,127000,129000,125000,126000,449930,5857531.0,46488341.0
2004-06-11,125000,126000,113500,116000,863102,5392648.0,46488341.0
2004-06-14,111000,115000,104000,107500,906851,4997497.0,46488341.0
2004-06-15,108500,112500,106500,111500,816818,5183450.0,46488341.0
2004-06-16,111500,114000,109500,110000,560684,5113718.0,46488341.0
2004-06-17,109500,115000,108000,115000,452912,5346159.0,46488341.0
2004-06-18,113000,114000,109500,110500,417137,5136962.0,46488341.0
2004-06-21,111000,113000,108500,110500,289921,5136962.0,46488341.0
2004-06-22,109000,112000,108000,110000,265491,5113718.0,46488341.0
2004-06-23,110500,115000,110500,113500,571023,5276427.0,46488341.0
2004-06-24,117000,117500,114500,116000,351048,5392648.0,46488341.0
2004-06-25,115000,122000,114500,121000,428547,5625089.0,46488341.0
2004-06-28,121500,122000,117500,118500,226881,5508868.0,46488341.0
2004-06-29,117500,119500,115500,119500,207491,5555357.0,46488341.0
2004-06-30,119500,122500,118500,121500,284057,5648333.0,46488341.0
2004-07-01,122000,123500,119000,119500,204180,5555357.0,46488341.0
2004-07-02,116000,116000,111500,112000,404248,5206694.0,46488341.0
2004-07-05,112000,113500,110500,111500,224015,5183450.0,46488341.0
2004-07-06,111000,113000,110000,111000,204753,5160206.0,46488341.0
2004-07-07,107500,111500,107000,111500,224434,5183450.0,46488341.0
2004-07-08,110500,111000,106500,106500,375776,4951008.0,46488341.0
2004-07-09,107500,112500,107000,112000,406462,5206694.0,46488341.0
2004-07-12,114500,115000,111500,114000,332582,5299671.0,46488341.0
2004-07-13,115000,115000,110000,112500,246873,5229938.0,46488341.0
2004-07-14,111500,112500,107000,107500,294954,4997497.0,46488341.0
2004-07-15,106500,108000,102500,105000,428702,4881276.0,46488341.0
2004-07-16,104000,108000,101000,106500,613623,4951008.0,46488341.0
2004-07-19,104000,110000,103500,110000,298170,5113718.0,46488341.0
2004-07-20,108500,109000,106500,108000,301102,5020741.0,46488341.0
2004-07-21,113000,115000,111000,115000,575322,5346159.0,46488341.0
2004-07-22,111000,114500,110500,114000,290691,5299671.0,46488341.0
2004-07-23,115500,115500,111500,114000,282152,5299671.0,46488341.0
2004-07-26,111000,113000,110000,110000,223399,5113718.0,46488341.0
2004-07-27,109000,112000,107500,111500,191461,5183450.0,46488341.0
2004-07-28,114000,115000,113000,115000,284879,5346159.0,46488341.0
2004-07-29,114000,114500,110500,111000,114182,5160206.0,46488341.0
2004-07-30,114000,114000,109000,109500,182137,5090473.0,46488341.0
2004-08-02,110000,111000,108000,108500,251736,5043985.0,46488341.0
2004-08-03,110000,111000,108500,109500,198197,5090473.0,46488341.0
2004-08-04,107000,108000,104500,107000,260408,4974252.0,46488341.0
2004-08-05,108000,113000,107000,113000,288848,5253183.0,46488341.0
2004-08-06,111000,115000,110500,113000,264280,5253183.0,46488341.0
2004-08-09,111000,116500,111000,116500,276082,5415892.0,46488341.0
2004-08-10,118000,118500,113500,115500,427183,5369403.0,46488341.0
2004-08-11,116500,117000,115000,116500,271956,5415892.0,46488341.0
2004-08-12,116500,119500,116000,118500,402227,5508868.0,46488341.0
2004-08-13,117500,120500,116000,118500,345911,5508868.0,46488341.0
2004-08-16,119500,121500,117000,118000,236338,5485624.0,46488341.0
2004-08-17,121000,121000,116500,118000,223427,5485624.0,46488341.0
2004-08-18,117500,123500,117500,123500,400982,5741310.0,46488341.0
2004-08-19,124500,127000,123500,126000,300617,5857531.0,46488341.0
2004-08-20,125500,127000,125000,126000,160452,5857531.0,46488341.0
2004-08-23,127500,129000,124500,125000,158227,5811043.0,46488341.0
2004-08-24,125500,126000,123500,125500,193631,5834287.0,46488341.0
2004-08-25,126000,127000,123500,125500,240089,5834287.0,46488341.0
2004-08-26,126000,127500,125000,125500,265347,5834287.0,46488341.0
2004-08-27,126000,126500,124500,126000,161512,5857531.0,46488341.0
2004-08-30,126000,127500,122000,123000,211175,5718066.0,46488341.0
2004-08-31,120000,121000,116500,118000,558270,5485624.0,46488341.0
2004-09-01,118000,119500,115500,117000,669641,5439136.0,46488341.0
2004-09-02,117500,118000,115500,118000,435732,5485624.0,46488341.0
2004-09-03,117500,118000,116000,116500,536440,5415892.0,46488341.0
2004-09-06,116000,117000,114000,115500,329589,5369403.0,46488341.0
2004-09-07,115000,115500,111500,111500,389271,5183450.0,46488341.0
2004-09-08,111500,115000,111500,112000,259915,5206694.0,46488341.0
2004-09-09,112000,113500,110500,113000,490604,5253183.0,46488341.0
2004-09-10,113000,120000,113000,119500,552656,5555357.0,46488341.0
2004-09-13,120000,123500,119000,122500,579046,5694822.0,46488341.0
2004-09-14,123500,124000,118000,118000,298662,5485624.0,46488341.0
2004-09-15,117500,118500,115500,117000,289558,5439136.0,46488341.0
2004-09-16,116000,120000,115500,118000,379918,5485624.0,46488341.0
2004-09-17,118000,119000,111500,113000,634331,5253183.0,46488341.0
2004-09-20,112500,115000,111500,113500,464490,5276427.0,46488341.0
2004-09-21,114000,114500,111500,112500,303706,5229938.0,46488341.0
2004-09-22,113500,114000,112500,112500,313762,5229938.0,46488341.0
2004-09-23,112000,113000,111000,112500,261516,5229938.0,46488341.0
2004-09-24,113000,117000,112500,115000,479059,5346159.0,46488341.0
2004-09-30,115500,116000,112500,113500,189514,5276427.0,46488341.0
2004-10-01,113500,115500,113500,115000,188308,5346159.0,46488341.0
2004-10-04,117500,122500,117000,122500,658365,5694822.0,46488341.0
2004-10-05,123000,124000,121500,123500,458711,5741310.0,46488341.0
2004-10-06,124000,126000,122000,122000,597508,5671578.0,46488341.0
2004-10-07,122000,123000,117500,119000,375494,5532113.0,46488341.0
2004-10-08,118000,121500,117500,118500,269980,5508868.0,46488341.0
2004-10-11,118500,120500,118500,120000,230358,5578601.0,46488341.0
2004-10-12,119500,119500,113000,113000,674118,5253183.0,46488341.0
2004-10-13,113500,115000,112500,113500,254714,5276427.0,46488341.0
2004-10-14,112000,113500,111500,112000,236722,5206694.0,46488341.0
2004-10-15,110500,114000,110500,112500,196579,5229938.0,46488341.0
2004-10-18,112000,117500,112000,113500,285938,5276427.0,46488341.0
2004-10-19,115000,116500,113500,114500,195720,5322915.0,46488341.0
2004-10-20,113500,114500,110500,110500,283014,5136962.0,46488341.0
2004-10-21,110500,111500,103500,105000,370908,4881276.0,46488341.0
2004-10-22,106000,108000,105500,106500,197746,4951008.0,46488341.0
2004-10-25,105500,105500,100000,101000,363810,4695322.0,46488341.0
2004-10-26,100500,102000,99300,99900,427878,4644185.0,46488341.0
2004-10-27,101000,101500,96100,96500,546802,4486125.0,46488341.0
2004-10-28,98200,100500,97900,100500,379912,4672078.0,46488341.0
2004-10-29,99100,101500,99000,101000,178458,4695322.0,46488341.0
2004-11-01,99700,101000,99400,99500,160522,4625590.0,46488341.0
2004-11-02,99500,101000,99500,101000,238378,4695322.0,46488341.0
2004-11-03,101500,102000,99800,101000,358424,4695322.0,46488341.0
2004-11-04,100500,102500,100000,100500,400741,4672078.0,46488341.0
2004-11-05,101500,102500,99500,99500,376419,4625590.0,46488341.0
2004-11-08,100000,100000,96400,96400,546219,4481476.0,46488341.0
2004-11-09,96200,97000,94700,95000,364120,4416392.0,46488341.0
2004-11-10,95000,96000,94700,95500,522215,4439637.0,46488341.0
2004-11-11,95100,100500,95100,100000,926427,4648834.0,46488341.0
2004-11-12,101500,105000,99900,103500,618415,4811543.0,46488341.0
2004-11-15,105500,106500,104500,104500,372199,4858032.0,46488341.0
2004-11-16,104000,106000,103500,105500,317952,4904520.0,46488341.0
2004-11-17,106000,110000,105500,107500,349868,4997497.0,46488341.0
2004-11-18,108000,109500,105500,107500,227448,4997497.0,46488341.0
2004-11-19,107000,107500,104500,106000,239729,4927764.0,46488341.0
2004-11-22,103500,104500,101500,103000,257822,4788299.0,46488341.0
2004-11-23,104500,106000,102500,106000,175290,4927764.0,46488341.0
2004-11-24,105500,107500,103500,106500,247041,4951008.0,46488341.0
2004-11-25,108000,108000,104500,105000,277620,4881276.0,46488341.0
2004-11-26,105000,109500,105000,106000,359964,4927764.0,46488341.0
2004-11-29,106500,106500,104500,105500,174738,4904520.0,46488341.0
2004-11-30,105500,107500,104500,107500,273888,4997497.0,46488341.0
2004-12-01,106500,107500,104000,105000,173438,4881276.0,46488341.0
2004-12-02,107000,108000,104500,105500,266957,4904520.0,46488341.0
2004-12-03,107000,108000,106000,107500,282182,4997497.0,46488341.0
2004-12-06,107500,107500,104500,105000,141161,4881276.0,46488341.0
2004-12-07,104000,105000,99800,100000,427853,4648834.0,46488341.0
2004-12-08,99100,101000,99100,101000,225463,4695322.0,46488341.0
2004-12-09,100000,101000,99000,99100,386026,4606995.0,46488341.0
2004-12-10,98600,100500,98600,100500,154872,4672078.0,46488341.0
2004-12-13,100500,102500,99700,102500,133622,4765055.0,46488341.0
2004-12-14,102500,107500,101500,106000,269239,4927764.0,46488341.0
2004-12-15,107000,108500,106500,108500,299037,5043985.0,46488341.0
2004-12-16,109500,112500,108500,112000,573169,5206694.0,46488341.0
2004-12-17,112500,113000,110000,111000,280934,5160206.0,46488341.0
2004-12-20,111000,114500,109500,114500,285782,5216430.0,45558341.0
2004-12-21,114500,114500,111000,112500,237185,5125313.0,45558341.0
2004-12-22,114000,114000,110500,111000,163177,5056976.0,45558341.0
2004-12-23,111000,112000,107500,107500,233185,4897522.0,45558341.0
2004-12-24,107500,108500,106500,108500,190562,4943080.0,45558341.0
2004-12-27,108500,109500,108500,109000,126121,4965859.0,45558341.0
2004-12-28,107500,109500,107000,108000,281053,4920301.0,45558341.0
2004-12-29,107500,110000,107000,110000,220690,5011418.0,45558341.0
2004-12-30,110500,113000,110000,113000,265762,5148093.0,45558341.0
2005-01-03,114000,115000,111500,112000,129561,5102534.0,45558341.0
2005-01-04,108000,109000,104000,104500,658012,4760847.0,45558341.0
2005-01-05,103000,103000,101000,102500,400801,4669730.0,45558341.0
2005-01-06,102500,105000,102000,104000,468376,4738067.0,45558341.0
2005-01-07,103000,104500,101000,102500,413033,4669730.0,45558341.0
2005-01-10,101500,102500,100500,101500,271393,4624172.0,45558341.0
2005-01-11,102000,106000,101500,106000,413187,4829184.0,45558341.0
2005-01-12,105500,106000,101500,102500,397544,4669730.0,45558341.0
2005-01-13,103000,104500,102500,104500,287147,4760847.0,45558341.0
2005-01-14,103500,107500,102500,105500,774191,4806405.0,45558341.0
2005-01-17,107000,107500,104000,106000,949351,4829184.0,45558341.0
2005-01-18,107500,111000,107500,109500,1021587,4988638.0,45558341.0
2005-01-19,110500,113000,108500,108500,630614,4943080.0,45558341.0
2005-01-20,108000,111500,108000,110000,359194,5011418.0,45558341.0
2005-01-21,109000,113000,109000,113000,470896,5148093.0,45558341.0
2005-01-24,113500,116000,113000,115500,648132,5261988.0,45558341.0
2005-01-25,114000,114500,109500,111500,379241,5079755.0,45558341.0
2005-01-26,112500,113000,109000,111000,303092,5056976.0,45558341.0
2005-01-27,110500,111000,107000,107500,431648,4897522.0,45558341.0
2005-01-28,107000,111000,106500,111000,328628,5056976.0,45558341.0
2005-01-31,109500,112000,109000,112000,308589,5102534.0,45558341.0
2005-02-01,113000,113500,110000,111500,252388,5079755.0,45558341.0
2005-02-02,112000,112000,110000,111000,150457,5056976.0,45558341.0
2005-02-03,109500,112000,109000,112000,344943,5102534.0,45558341.0
2005-02-04,111000,112000,110500,112000,267396,5102534.0,45558341.0
2005-02-07,113500,114000,112000,112500,403074,5125313.0,45558341.0
2005-02-11,110500,112500,109500,112500,649180,5125313.0,45558341.0
2005-02-14,113500,114500,112500,114500,405338,5216430.0,45558341.0
2005-02-15,116000,120000,115500,119500,1066331,5444222.0,45558341.0
2005-02-16,120500,121000,116500,118000,554290,5375884.0,45558341.0
2005-02-17,117500,118000,116000,118000,347913,5375884.0,45558341.0
2005-02-18,115500,118500,115500,118500,485933,5398663.0,45558341.0
2005-02-21,119500,120500,117500,118500,585638,5398663.0,45558341.0
2005-02-22,119000,119500,116000,117500,370910,5353105.0,45558341.0
2005-02-23,116000,117500,115000,115500,336474,5261988.0,45558341.0
2005-02-24,115500,119000,115500,119000,330222,5421443.0,45558341.0
2005-02-25,120000,122000,119500,122000,666344,5558118.0,45558341.0
2005-02-28,124500,125000,122000,123500,566871,5626455.0,45558341.0
2005-03-02,124000,124500,122000,123000,429888,5603676.0,45558341.0
2005-03-03,123000,124500,121500,123000,278223,5603676.0,45558341.0
2005-03-04,122000,123500,122000,122500,255454,5580897.0,45558341.0
2005-03-07,122500,123500,119000,120500,355665,5489780.0,45558341.0
2005-03-08,121000,121000,116000,116500,494950,5307547.0,45558341.0
2005-03-09,114500,115000,110000,113000,808144,5148093.0,45558341.0
2005-03-10,111500,115000,111000,111500,568362,5079755.0,45558341.0
2005-03-11,111500,112500,109500,111500,770848,5079755.0,45558341.0
2005-03-14,110000,111000,108500,110000,514668,5011418.0,45558341.0
2005-03-15,110500,111000,108000,108000,470684,4920301.0,45558341.0
2005-03-16,107500,108500,106000,108500,623909,4943080.0,45558341.0
2005-03-17,106000,108000,103500,103500,844634,4715288.0,45558341.0
2005-03-18,102500,104500,101500,104000,609484,4738067.0,45558341.0
2005-03-21,104000,105000,102000,105000,487346,4783626.0,45558341.0
2005-03-22,104500,106500,104000,106000,263404,4829184.0,45558341.0
2005-03-23,105000,106500,104000,105000,192976,4783626.0,45558341.0
2005-03-24,104000,105000,103500,104000,215836,4738067.0,45558341.0
2005-03-25,103500,105500,103500,105500,147628,4806405.0,45558341.0
2005-03-28,107000,108500,105500,106500,238653,4851963.0,45558341.0
2005-03-29,106500,106500,104000,105500,221129,4806405.0,45558341.0
2005-03-30,104500,106000,104000,106000,150361,4829184.0,45558341.0
2005-03-31,106000,106500,104000,104500,389180,4760847.0,45558341.0
2005-04-01,102500,104000,101000,103500,586047,4715288.0,45558341.0
2005-04-04,102500,103000,101500,102000,255830,4646951.0,45558341.0
2005-04-06,101500,102500,99600,100000,781968,4555834.0,45558341.0
2005-04-07,99700,101000,99500,99900,479606,4551278.0,45558341.0
2005-04-08,100500,100500,99800,99900,426926,4551278.0,45558341.0
2005-04-11,99200,100000,99000,99400,340455,4528499.0,45558341.0
2005-04-12,99000,99300,97900,98300,454153,4478385.0,45558341.0
2005-04-13,98000,99100,97800,98600,197799,4492052.0,45558341.0
2005-04-14,98700,99200,98100,98600,321979,4492052.0,45558341.0
2005-04-15,98000,98500,97500,98200,239253,4473829.0,45558341.0
2005-04-18,97000,97500,95800,97000,364930,4419159.0,45558341.0
2005-04-19,96800,97500,95900,97300,255356,4432827.0,45558341.0
2005-04-20,97300,99900,97300,98800,561128,4501164.0,45558341.0
2005-04-21,98200,99100,96800,98500,278823,4487497.0,45558341.0
2005-04-22,100000,100000,98900,99300,244112,4523943.0,45558341.0
2005-04-25,98100,99400,97800,99400,156472,4528499.0,45558341.0
2005-04-26,98600,99400,98400,98800,134818,4501164.0,45558341.0
2005-04-27,97800,98800,97500,98800,236591,4501164.0,45558341.0
2005-04-28,98800,98800,97600,98200,128234,4473829.0,45558341.0
2005-04-29,97800,97800,96800,97400,184109,4437382.0,45558341.0
2005-05-02,97500,98600,97000,98600,110547,4492052.0,45558341.0
2005-05-03,98300,98600,97100,97500,112364,4441938.0,45558341.0
2005-05-04,97100,97500,97100,97500,264672,4441938.0,45558341.0
2005-05-06,97200,97500,96300,96900,373415,4414603.0,45558341.0
2005-05-09,96300,96700,95100,95800,309849,4364489.0,45558341.0
2005-05-10,95500,96200,95100,95400,219761,4346266.0,45558341.0
2005-05-11,94000,94800,94000,94500,272555,4305263.0,45558341.0
2005-05-12,94100,94600,94100,94200,198742,4291596.0,45558341.0
2005-05-13,93800,95300,93100,95000,241551,4328042.0,45558341.0
2005-05-16,95600,96600,95600,96300,208999,4387268.0,45558341.0
2005-05-17,97000,97200,95700,96400,126154,4391824.0,45558341.0
2005-05-18,97400,97500,96500,97300,193069,4432827.0,45558341.0
2005-05-19,97600,98100,97300,98100,239868,4469273.0,45558341.0
2005-05-20,98100,98900,97500,97700,145469,4451050.0,45558341.0
2005-05-23,97100,97500,96700,97200,140538,4428271.0,45558341.0
2005-05-24,97700,97900,96400,96800,111001,4410047.0,45558341.0
2005-05-25,96600,97600,96200,97200,110834,4428271.0,45558341.0
2005-05-26,96600,97000,95700,95900,179072,4369045.0,45558341.0
2005-05-27,96300,96800,96000,96200,217173,4382712.0,45558341.0
2005-05-30,96300,96700,96200,96400,119653,4391824.0,45558341.0
2005-05-31,96000,96500,95700,96400,140575,4391824.0,45558341.0
2005-06-01,95900,96300,95800,96000,153278,4373601.0,45558341.0
2005-06-02,96400,98100,96100,96600,332498,4400936.0,45558341.0
2005-06-03,97400,98000,97100,97700,397706,4451050.0,45558341.0
2005-06-07,97600,98300,96800,97700,284543,4451050.0,45558341.0
2005-06-08,98000,98700,97700,98500,275651,4487497.0,45558341.0
2005-06-09,98000,98900,97800,98900,220324,4505720.0,45558341.0
2005-06-10,98500,98900,98100,98300,143785,4478385.0,45558341.0
2005-06-13,98100,99900,98100,99500,289060,4533055.0,45558341.0
2005-06-14,99600,99900,99200,99400,145899,4528499.0,45558341.0
2005-06-15,99900,99900,98600,99900,251502,4551278.0,45558341.0
2005-06-16,100000,100000,99400,99700,99327,4542167.0,45558341.0
2005-06-17,99400,99600,98100,98600,214571,4492052.0,45558341.0
2005-06-20,98100,98500,97600,97800,153590,4455606.0,45558341.0
2005-06-21,97300,97800,96800,97000,239553,4419159.0,45558341.0
2005-06-22,96300,97500,96300,97200,173205,4428271.0,45558341.0
2005-06-23,97200,98400,97100,97900,180031,4460162.0,45558341.0
2005-06-24,96800,97200,96300,96600,305868,4400936.0,45558341.0
2005-06-27,95700,96600,95200,95600,319212,4355377.0,45558341.0
2005-06-28,96800,97000,95900,96200,175861,4382712.0,45558341.0
2005-06-29,97000,97400,95900,96100,205164,4378157.0,45558341.0
2005-06-30,96000,97600,96000,97100,261350,4423715.0,45558341.0
