삼성SDI(006400),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-08-24,121500,123000,119000,121000,200392,8320508.0,68764530.0
2016-08-25,121000,122000,120000,121500,99658,8354890.0,68764530.0
2016-08-26,121000,121500,118500,119000,170913,8182979.0,68764530.0
2016-08-29,119000,120000,117000,117500,130725,8079832.0,68764530.0
2016-08-30,118000,119500,115500,116000,177429,7976685.0,68764530.0
2016-08-31,116500,118000,113000,115500,340257,7942303.0,68764530.0
2016-09-01,111500,113000,107500,108500,920876,7460952.0,68764530.0
2016-09-02,105500,109000,104500,108500,697591,7460952.0,68764530.0
2016-09-05,103000,107500,101500,105500,763288,7254658.0,68764530.0
2016-09-06,106500,109000,106000,108500,451009,7460952.0,68764530.0
2016-09-07,109000,109500,106000,106500,278451,7323422.0,68764530.0
2016-09-08,107000,107500,104500,105500,379077,7254658.0,68764530.0
2016-09-09,104500,104500,102500,102500,247441,7048364.0,68764530.0
2016-09-12,97500,98400,96200,96500,626466,6635777.0,68764530.0
2016-09-13,98000,99400,97700,97900,442150,6732047.0,68764530.0
2016-09-19,98000,99400,98000,98200,259464,6752677.0,68764530.0
2016-09-20,98600,98600,97000,97300,223298,6690789.0,68764530.0
2016-09-21,97300,101500,97100,100000,457904,6876453.0,68764530.0
2016-09-22,101000,101000,98500,99500,219876,6842071.0,68764530.0
2016-09-23,100000,100500,98200,98600,318627,6780183.0,68764530.0
2016-09-26,98000,99400,97300,98500,161468,6773306.0,68764530.0
2016-09-27,97700,99200,97700,98300,197689,6759553.0,68764530.0
2016-09-28,98600,99100,97800,97800,126076,6725171.0,68764530.0
2016-09-29,98100,98700,98000,98000,168009,6738924.0,68764530.0
2016-09-30,98100,98200,96000,96000,273796,6601395.0,68764530.0
2016-10-04,96800,98300,96700,97400,234788,6697665.0,68764530.0
2016-10-05,96600,96800,95300,95500,208233,6567013.0,68764530.0
2016-10-06,95500,96500,94900,96100,179597,6608271.0,68764530.0
2016-10-07,96200,96300,95100,95700,109396,6580766.0,68764530.0
2016-10-10,95400,95400,92600,92600,344539,6367595.0,68764530.0
2016-10-11,93400,95300,93000,93600,325987,6436360.0,68764530.0
2016-10-12,94600,96900,94500,95700,406104,6580766.0,68764530.0
2016-10-13,96100,96500,94000,94700,191325,6512001.0,68764530.0
2016-10-14,94700,95400,93800,94000,132894,6463866.0,68764530.0
2016-10-17,93000,93500,92200,92400,190811,6353843.0,68764530.0
2016-10-18,92300,94400,91800,94300,168293,6484495.0,68764530.0
2016-10-19,94700,95100,93100,93500,164426,6429484.0,68764530.0
2016-10-20,93000,94300,93000,93500,169449,6429484.0,68764530.0
2016-10-21,93800,93800,92400,92600,160148,6367595.0,68764530.0
2016-10-24,92600,93200,92400,92500,187828,6360719.0,68764530.0
2016-10-25,92600,93100,92300,92300,145800,6346966.0,68764530.0
2016-10-26,92300,92300,89100,89300,306101,6140673.0,68764530.0
2016-10-27,89300,90300,89200,90000,265863,6188808.0,68764530.0
2016-10-28,93400,93700,92300,93000,582573,6395101.0,68764530.0
2016-10-31,92600,94700,92200,94300,483212,6484495.0,68764530.0
2016-11-01,94700,94700,93100,94600,271333,6505125.0,68764530.0
2016-11-02,94100,94600,93400,93400,329300,6422607.0,68764530.0
2016-11-03,93000,94700,92700,93900,183531,6456989.0,68764530.0
2016-11-04,94400,94400,93400,93700,141802,6443236.0,68764530.0
2016-11-07,94500,95000,93600,94800,236224,6518877.0,68764530.0
2016-11-08,95000,95200,94200,94800,260673,6518877.0,68764530.0
2016-11-09,95000,95300,92300,93500,419377,6429484.0,68764530.0
2016-11-10,94200,94400,93400,93700,286079,6443236.0,68764530.0
2016-11-11,93000,93300,91500,92300,210294,6346966.0,68764530.0
2016-11-14,91700,92600,91000,92200,215297,6340090.0,68764530.0
2016-11-15,92300,97300,92300,94800,522014,6518877.0,68764530.0
2016-11-16,95500,95700,94400,94700,194490,6512001.0,68764530.0
2016-11-17,94700,95300,94000,95300,240076,6553260.0,68764530.0
2016-11-18,94700,94800,92300,93400,280034,6422607.0,68764530.0
2016-11-21,93800,93900,91600,92900,158723,6388225.0,68764530.0
2016-11-22,92500,94000,92500,93500,121848,6429484.0,68764530.0
2016-11-23,92600,94000,92600,93900,94745,6456989.0,68764530.0
2016-11-24,92500,93400,90100,90200,340747,6202561.0,68764530.0
2016-11-25,89800,90900,88100,90700,229149,6236943.0,68764530.0
2016-11-28,90400,93100,90100,91500,156173,6291954.0,68764530.0
2016-11-29,91100,93400,91000,93000,155187,6395101.0,68764530.0
2016-11-30,93000,93100,92000,92300,229834,6346966.0,68764530.0
2016-12-01,91900,92300,91600,91800,130737,6312584.0,68764530.0
2016-12-02,91200,92000,90500,91300,186936,6278202.0,68764530.0
2016-12-05,90600,90700,89600,89800,206971,6175055.0,68764530.0
2016-12-06,89600,91000,89600,89900,182375,6181931.0,68764530.0
2016-12-07,89600,91300,89600,90700,192952,6236943.0,68764530.0
2016-12-08,91500,95500,91500,94500,413025,6498248.0,68764530.0
2016-12-09,94500,94600,93500,93900,266345,6456989.0,68764530.0
2016-12-12,95200,97600,95200,96300,398583,6622024.0,68764530.0
2016-12-13,96400,98400,96400,97800,300182,6725171.0,68764530.0
2016-12-14,98100,98200,97000,97700,302548,6718295.0,68764530.0
2016-12-15,97700,102500,96900,102000,508417,7013982.0,68764530.0
2016-12-16,101500,104500,100500,104000,452672,7151511.0,68764530.0
2016-12-19,103500,108000,103500,107500,483287,7392187.0,68764530.0
2016-12-20,107500,111000,106500,110000,432729,7564098.0,68764530.0
2016-12-21,109500,110500,107000,108000,357406,7426569.0,68764530.0
2016-12-22,107000,108000,105500,106500,235751,7323422.0,68764530.0
2016-12-23,106000,109000,106000,108500,222007,7460952.0,68764530.0
2016-12-26,108500,109500,107500,108500,144811,7460952.0,68764530.0
2016-12-27,108500,109500,108000,109500,124580,7529716.0,68764530.0
2016-12-28,108500,109500,107000,107500,178482,7392187.0,68764530.0
2016-12-29,106500,109000,104000,109000,178335,7495334.0,68764530.0
2017-01-02,103500,107500,102000,106000,345055,7289040.0,68764530.0
2017-01-03,105500,110000,105500,110000,273997,7564098.0,68764530.0
2017-01-04,110000,111000,108000,108500,226780,7460952.0,68764530.0
2017-01-05,109000,112500,108500,112000,225752,7701627.0,68764530.0
2017-01-06,111500,114000,111000,113000,214472,7770392.0,68764530.0
2017-01-09,113500,116500,113000,116000,289743,7976685.0,68764530.0
2017-01-10,116000,118000,115000,116500,277175,8011068.0,68764530.0
2017-01-11,115500,116500,115500,116500,169093,8011068.0,68764530.0
2017-01-12,116500,117000,115000,116500,174274,8011068.0,68764530.0
2017-01-13,115000,118000,115000,117500,203480,8079832.0,68764530.0
2017-01-16,117000,117000,113000,113500,237878,7804774.0,68764530.0
2017-01-17,112000,115500,111500,114000,195130,7839156.0,68764530.0
2017-01-18,113500,115000,112000,112500,191800,7736010.0,68764530.0
2017-01-19,113500,114000,105500,105500,694866,7254658.0,68764530.0
2017-01-20,105500,108500,105000,107500,203933,7392187.0,68764530.0
2017-01-23,106500,107500,104500,106500,296388,7323422.0,68764530.0
2017-01-24,107000,111000,107000,110000,340868,7564098.0,68764530.0
2017-01-25,109500,116000,109000,112500,473609,7736010.0,68764530.0
2017-01-26,114500,118000,114000,116000,432304,7976685.0,68764530.0
2017-01-31,115500,117000,113500,115500,194316,7942303.0,68764530.0
2017-02-01,116500,119000,115500,118000,289331,8114215.0,68764530.0
2017-02-02,117000,119000,116500,118500,317100,8148597.0,68764530.0
2017-02-03,118500,119000,117000,118500,297782,8148597.0,68764530.0
2017-02-06,120000,122500,118000,122000,383687,8389273.0,68764530.0
2017-02-07,122500,123000,121000,123000,216919,8458037.0,68764530.0
2017-02-08,122500,123000,121500,122500,365423,8423655.0,68764530.0
2017-02-09,122500,126000,122000,126000,422918,8664331.0,68764530.0
2017-02-10,126000,127000,124500,125000,409375,8595566.0,68764530.0
2017-02-13,123000,125000,122000,124000,404699,8526802.0,68764530.0
2017-02-14,124500,128000,124000,125500,397292,8629949.0,68764530.0
2017-02-15,124500,127500,124500,127000,359031,8733095.0,68764530.0
2017-02-16,127500,128000,122000,123000,385218,8458037.0,68764530.0
2017-02-17,120500,124500,120500,124000,231005,8526802.0,68764530.0
2017-02-20,124000,125500,122500,123500,167762,8492419.0,68764530.0
2017-02-21,122500,126000,122500,125000,206816,8595566.0,68764530.0
2017-02-22,125500,126000,123000,123000,140634,8458037.0,68764530.0
2017-02-23,123500,126000,123500,125500,197088,8629949.0,68764530.0
2017-02-24,125000,125500,123500,125000,157671,8595566.0,68764530.0
2017-02-27,125500,130500,125500,127000,353624,8733095.0,68764530.0
2017-02-28,128000,129500,127500,129000,370331,8870624.0,68764530.0
2017-03-02,128500,130000,127000,129000,269085,8870624.0,68764530.0
2017-03-03,128000,128000,124000,125000,184324,8595566.0,68764530.0
2017-03-06,124500,125500,122500,125000,147437,8595566.0,68764530.0
2017-03-07,125000,125500,124000,125000,176836,8595566.0,68764530.0
2017-03-08,125500,133000,125000,130000,653779,8939389.0,68764530.0
2017-03-09,130000,131000,127500,127500,321559,8767478.0,68764530.0
2017-03-10,128000,128500,125000,126500,324316,8698713.0,68764530.0
2017-03-13,126500,131000,126000,131000,240228,9008153.0,68764530.0
2017-03-14,132000,135000,130500,133500,393932,9180065.0,68764530.0
2017-03-15,134000,136000,133000,135500,318722,9317594.0,68764530.0
2017-03-16,137500,137500,132500,136000,394360,9351976.0,68764530.0
2017-03-17,134500,137000,134000,136000,249434,9351976.0,68764530.0
2017-03-20,136000,136500,133500,134000,124578,9214447.0,68764530.0
2017-03-21,133500,135000,132500,134000,220386,9214447.0,68764530.0
2017-03-22,133000,136000,133000,135000,204304,9283212.0,68764530.0
2017-03-23,136000,136000,134500,135500,149840,9317594.0,68764530.0
2017-03-24,135000,136000,134000,135500,157010,9317594.0,68764530.0
2017-03-27,136500,138500,134500,134500,298000,9248829.0,68764530.0
2017-03-28,135500,136000,134500,135500,242868,9317594.0,68764530.0
2017-03-29,136000,139500,135500,139500,349398,9592652.0,68764530.0
2017-03-30,140500,141500,135500,136500,245100,9386358.0,68764530.0
2017-03-31,138000,138500,136000,138000,192891,9489505.0,68764530.0
2017-04-03,138000,139500,137000,138000,141222,9489505.0,68764530.0
2017-04-04,138000,138500,135000,136500,120727,9386358.0,68764530.0
2017-04-05,136500,138500,135000,138500,159051,9523887.0,68764530.0
2017-04-06,137500,138500,136000,137500,116142,9455123.0,68764530.0
2017-04-07,138000,138500,136500,137500,94548,9455123.0,68764530.0
2017-04-10,136500,138500,136000,137500,113622,9455123.0,68764530.0
2017-04-11,137500,138000,135500,136000,101249,9351976.0,68764530.0
2017-04-12,136000,136500,132500,133000,183071,9145682.0,68764530.0
2017-04-13,134500,137000,133500,137000,172151,9420741.0,68764530.0
2017-04-14,137000,137000,134000,135000,87771,9283212.0,68764530.0
2017-04-17,135000,136500,133000,134000,82057,9214447.0,68764530.0
2017-04-18,135000,135000,133500,133500,102473,9180065.0,68764530.0
2017-04-19,135500,137000,133500,134000,171802,9214447.0,68764530.0
2017-04-20,134000,138500,134000,138000,189405,9489505.0,68764530.0
2017-04-21,137500,139500,136500,138000,129500,9489505.0,68764530.0
2017-04-24,139500,139500,137000,138000,91515,9489505.0,68764530.0
2017-04-25,138000,139500,136500,139500,171537,9592652.0,68764530.0
2017-04-26,139000,141000,139000,140000,223200,9627034.0,68764530.0
2017-04-27,141000,141000,136000,136000,221109,9351976.0,68764530.0
2017-04-28,136000,138000,136000,137500,188222,9455123.0,68764530.0
2017-05-02,138500,140000,137500,137500,159035,9455123.0,68764530.0
2017-05-04,137000,140000,137000,139000,151037,9558270.0,68764530.0
2017-05-08,139500,142000,138500,142000,260898,9764563.0,68764530.0
2017-05-10,142000,144500,140500,141500,368405,9730181.0,68764530.0
2017-05-11,142500,150000,142000,150000,664511,10314680.0,68764530.0
2017-05-12,149500,155000,149000,153000,421768,10520973.0,68764530.0
2017-05-15,153500,154500,151000,154000,226077,10589738.0,68764530.0
2017-05-16,154000,156000,152000,153000,160127,10520973.0,68764530.0
2017-05-17,152500,157000,152000,155000,246074,10658502.0,68764530.0
2017-05-18,152000,153500,150000,151500,292024,10417826.0,68764530.0
2017-05-19,151500,156500,151500,156000,245549,10727267.0,68764530.0
2017-05-22,156000,157000,154500,156500,177297,10761649.0,68764530.0
2017-05-23,156000,158500,155500,157500,180839,10830413.0,68764530.0
2017-05-24,158500,159000,157500,158000,167218,10864796.0,68764530.0
2017-05-25,158500,158500,154000,156500,185838,10761649.0,68764530.0
2017-05-26,157500,160500,156500,159500,267846,10967943.0,68764530.0
2017-05-29,162500,166000,161500,165000,335646,11346147.0,68764530.0
2017-05-30,165000,168000,163000,164500,268216,11311765.0,68764530.0
2017-05-31,165000,166500,162500,165500,331999,11380530.0,68764530.0
2017-06-01,163000,164000,157000,158500,400254,10899178.0,68764530.0
2017-06-02,159500,160000,156500,158500,292916,10899178.0,68764530.0
2017-06-05,157000,160500,157000,158500,178572,10899178.0,68764530.0
2017-06-07,160000,161500,158500,161000,198446,11071089.0,68764530.0
2017-06-08,161000,161000,157000,159500,295417,10967943.0,68764530.0
2017-06-09,159500,159500,153500,155500,349800,10692884.0,68764530.0
2017-06-12,153500,153500,146000,148000,599554,10177150.0,68764530.0
2017-06-13,148500,151500,148000,151000,270689,10383444.0,68764530.0
2017-06-14,151500,154000,149500,150500,295407,10349062.0,68764530.0
2017-06-15,149500,153000,149500,152000,172193,10452209.0,68764530.0
2017-06-16,152500,153000,147000,147500,294643,10142768.0,68764530.0
2017-06-19,148000,156000,148000,155000,375439,10658502.0,68764530.0
2017-06-20,157000,157500,154000,156000,233720,10727267.0,68764530.0
2017-06-21,155500,158000,152000,158000,265175,10864796.0,68764530.0
2017-06-22,159500,164000,158500,164000,541036,11277383.0,68764530.0
2017-06-23,165000,165000,161500,164500,307151,11311765.0,68764530.0
2017-06-26,166000,172500,165000,172500,607350,11861881.0,68764530.0
2017-06-27,173500,176000,169000,176000,591129,12102557.0,68764530.0
2017-06-28,173500,175000,169000,170500,497289,11724352.0,68764530.0
2017-06-29,172500,172500,166000,168000,276576,11552441.0,68764530.0
2017-06-30,165500,171500,165000,171500,257586,11793117.0,68764530.0
2017-07-03,172000,173000,168500,170000,206252,11689970.0,68764530.0
2017-07-04,168500,171500,166500,168500,263754,11586823.0,68764530.0
2017-07-05,168000,179000,168000,177000,516326,12171322.0,68764530.0
2017-07-06,177000,179000,174500,177000,388257,12171322.0,68764530.0
2017-07-07,175500,179500,175000,177000,326829,12171322.0,68764530.0
2017-07-10,178000,179500,174500,176000,278213,12102557.0,68764530.0
2017-07-11,176000,177000,174000,176500,190984,12136940.0,68764530.0
2017-07-12,175500,177500,170500,172500,257124,11861881.0,68764530.0
2017-07-13,174000,181500,173500,181000,557722,12446380.0,68764530.0
2017-07-14,181500,184000,179000,181000,263822,12446380.0,68764530.0
2017-07-17,183000,187000,182500,187000,335737,12858967.0,68764530.0
2017-07-18,188000,191500,186000,189000,347937,12996496.0,68764530.0
2017-07-19,188000,188000,177000,178000,644301,12240086.0,68764530.0
2017-07-20,179500,179500,173500,177500,404126,12205704.0,68764530.0
2017-07-21,176500,181000,176500,181000,265384,12446380.0,68764530.0
2017-07-24,181000,182000,178000,180000,213514,12377615.0,68764530.0
2017-07-25,180000,183500,179000,182000,247297,12515144.0,68764530.0
2017-07-26,182500,182500,170500,171500,482123,11793117.0,68764530.0
2017-07-27,170000,176000,167000,173000,558227,11896264.0,68764530.0
2017-07-28,175500,175500,164000,166000,781325,11414912.0,68764530.0
2017-07-31,163500,169500,163500,168500,330394,11586823.0,68764530.0
2017-08-01,168500,173000,166500,172000,248124,11827499.0,68764530.0
2017-08-02,174500,180000,172500,179500,364917,12343233.0,68764530.0
2017-08-03,180000,180000,173500,175500,298824,12068175.0,68764530.0
2017-08-04,178500,182000,178000,181500,404492,12480762.0,68764530.0
2017-08-07,184000,184500,180500,181000,267294,12446380.0,68764530.0
2017-08-08,181500,183000,176500,177500,225402,12205704.0,68764530.0
2017-08-09,176500,177500,169500,170500,309685,11724352.0,68764530.0
2017-08-10,169000,173000,167000,171000,311759,11758735.0,68764530.0
2017-08-11,167500,170500,166000,169000,384140,11621206.0,68764530.0
2017-08-14,171500,176500,171000,176500,218942,12136940.0,68764530.0
2017-08-16,180000,180500,177500,178500,327605,12274469.0,68764530.0
2017-08-17,177500,178500,176000,178000,156100,12240086.0,68764530.0
2017-08-18,176000,178000,173000,176500,240057,12136940.0,68764530.0
2017-08-21,176500,181500,176000,178500,268510,12274469.0,68764530.0
2017-08-22,179500,186000,179000,185500,464280,12755820.0,68764530.0
2017-08-23,188000,189000,185500,189000,424767,12996496.0,68764530.0
2017-08-24,188500,192000,187500,191000,465563,13134025.0,68764530.0
2017-08-25,192000,193000,188000,191000,278100,13134025.0,68764530.0
2017-08-28,190500,190500,187000,187000,271014,12858967.0,68764530.0
2017-08-29,184000,186500,183000,185500,319674,12755820.0,68764530.0
2017-08-30,186500,192500,186500,192500,421849,13237172.0,68764530.0
2017-08-31,194000,197000,191500,196500,412694,13512230.0,68764530.0
2017-09-01,198000,198000,193000,197000,329443,13546612.0,68764530.0
2017-09-04,191000,196000,191000,193000,349161,13271554.0,68764530.0
2017-09-05,193500,194000,189000,190500,293888,13099643.0,68764530.0
2017-09-06,192000,194000,191000,192500,266629,13237172.0,68764530.0
2017-09-07,192000,196000,192000,193000,255968,13271554.0,68764530.0
2017-09-08,193500,196000,191500,192500,207241,13237172.0,68764530.0
2017-09-11,194000,203000,193500,202500,618610,13924817.0,68764530.0
2017-09-12,204000,204500,199000,200000,397674,13752906.0,68764530.0
2017-09-13,201500,210000,200000,208500,554660,14337405.0,68764530.0
2017-09-14,209000,210000,206000,210000,425707,14440551.0,68764530.0
2017-09-15,208000,215000,207500,214500,400722,14749992.0,68764530.0
2017-09-18,217500,220500,214500,220500,410794,15162579.0,68764530.0
2017-09-19,221000,224500,217000,223000,436289,15334490.0,68764530.0
2017-09-20,223500,224000,216000,219000,333971,15059432.0,68764530.0
2017-09-21,215500,217000,210500,213000,432374,14646845.0,68764530.0
2017-09-22,213000,215000,207000,208500,305831,14337405.0,68764530.0
2017-09-25,210000,217500,209500,216000,284106,14853138.0,68764530.0
2017-09-26,213500,215000,208500,210000,307822,14440551.0,68764530.0
2017-09-27,212000,212000,206000,209500,210185,14406169.0,68764530.0
2017-09-28,207000,207500,198500,200000,677664,13752906.0,68764530.0
2017-09-29,199500,201000,192500,198500,685843,13649759.0,68764530.0
2017-10-10,203000,216500,201000,213500,632311,14681227.0,68764530.0
2017-10-11,214500,217000,211500,217000,360825,14921903.0,68764530.0
2017-10-12,216500,216500,212500,215000,277890,14784374.0,68764530.0
2017-10-13,215000,220000,209500,216000,436917,14853138.0,68764530.0
2017-10-16,214000,215500,200500,203500,771109,13993582.0,68764530.0
2017-10-17,205000,207000,199500,202500,420210,13924817.0,68764530.0
2017-10-18,203000,204500,197000,198000,445683,13615377.0,68764530.0
2017-10-19,197000,200500,196000,197000,311282,13546612.0,68764530.0
2017-10-20,198000,201500,197000,199500,272371,13718524.0,68764530.0
2017-10-23,201500,205000,201500,205000,301557,14096729.0,68764530.0
2017-10-24,205000,205000,197000,197500,364306,13580995.0,68764530.0
2017-10-25,197500,199500,195000,198500,235953,13649759.0,68764530.0
2017-10-26,198500,200500,195000,195500,219362,13443466.0,68764530.0
2017-10-27,194500,196500,191000,195000,345506,13409083.0,68764530.0
2017-10-30,197000,203000,195500,202500,381343,13924817.0,68764530.0
2017-10-31,204000,206500,201000,206000,395599,14165493.0,68764530.0
2017-11-01,220000,224500,215000,224500,1325337,15437637.0,68764530.0
2017-11-02,226000,227500,221500,225000,472515,15472019.0,68764530.0
2017-11-03,220500,222000,212500,220000,629297,15128197.0,68764530.0
2017-11-06,216000,219000,213500,217500,267576,14956285.0,68764530.0
2017-11-07,217000,221000,215000,221000,284111,15196961.0,68764530.0
2017-11-08,219000,223500,216500,221000,221294,15196961.0,68764530.0
2017-11-09,221500,223000,219500,221500,227263,15231343.0,68764530.0
2017-11-10,220500,223000,218500,221000,131534,15196961.0,68764530.0
2017-11-13,218000,220500,210000,212500,318541,14612463.0,68764530.0
2017-11-14,213000,214500,208000,214000,269646,14715609.0,68764530.0
2017-11-15,210500,217500,209500,217500,299474,14956285.0,68764530.0
2017-11-16,217500,218000,213500,215500,208965,14818756.0,68764530.0
2017-11-17,219000,224000,217000,220000,326069,15128197.0,68764530.0
2017-11-20,221000,221000,211500,214500,248268,14749992.0,68764530.0
2017-11-21,215500,218500,214000,218500,150510,15025050.0,68764530.0
2017-11-22,220000,228500,217000,227500,554363,15643931.0,68764530.0
2017-11-23,229500,232500,227000,229500,351764,15781460.0,68764530.0
2017-11-24,228500,233500,228000,232500,230904,15987753.0,68764530.0
2017-11-27,234000,234000,221500,222500,462103,15300108.0,68764530.0
2017-11-28,223000,224000,215000,220000,279866,15128197.0,68764530.0
2017-11-29,220000,224000,219500,220500,176946,15162579.0,68764530.0
2017-11-30,214000,216500,212000,212000,397586,14578080.0,68764530.0
2017-12-01,213500,217000,211500,214500,240475,14749992.0,68764530.0
2017-12-04,215500,217500,212000,214000,306716,14715609.0,68764530.0
2017-12-05,210500,211500,202000,204000,514290,14027964.0,68764530.0
2017-12-06,204000,207500,201500,202500,304323,13924817.0,68764530.0
2017-12-07,204500,209000,203000,208000,382306,14303022.0,68764530.0
2017-12-08,209000,211500,207500,209500,227996,14406169.0,68764530.0
2017-12-11,211500,212000,208000,210000,186698,14440551.0,68764530.0
2017-12-12,213000,218000,209500,213500,356468,14681227.0,68764530.0
2017-12-13,215000,217000,211500,217000,284118,14921903.0,68764530.0
2017-12-14,217500,218000,210500,210500,410541,14474934.0,68764530.0
2017-12-15,213500,216000,209000,209000,242106,14371787.0,68764530.0
2017-12-18,210500,211000,205000,208000,152505,14303022.0,68764530.0
2017-12-19,210000,213500,208000,209000,211626,14371787.0,68764530.0
2017-12-20,209500,212500,208000,211000,181309,14509316.0,68764530.0
2017-12-21,210000,210000,201000,202000,281320,13890435.0,68764530.0
2017-12-22,201500,204500,199500,202500,260801,13924817.0,68764530.0
2017-12-26,202500,203000,195000,195000,388845,13409083.0,68764530.0
2017-12-27,195000,199500,195000,197500,286908,13580995.0,68764530.0
2017-12-28,196500,205500,196500,204500,263440,14062346.0,68764530.0
2018-01-02,207500,212500,206500,212000,256209,14578080.0,68764530.0
2018-01-03,209500,213000,207000,207500,243427,14268640.0,68764530.0
2018-01-04,210000,211500,207000,208500,288525,14337405.0,68764530.0
2018-01-05,209500,221000,209500,220500,631052,15162579.0,68764530.0
2018-01-08,224500,227000,222000,225500,395868,15506402.0,68764530.0
2018-01-09,225000,227000,217000,219500,318641,15093814.0,68764530.0
2018-01-10,221500,221500,211000,213500,320655,14681227.0,68764530.0
2018-01-11,216000,217000,211500,214500,344856,14749992.0,68764530.0
2018-01-12,217500,218500,212000,215500,207713,14818756.0,68764530.0
2018-01-15,213000,215500,211000,213000,197666,14646845.0,68764530.0
2018-01-16,215500,217500,213500,216500,215395,14887521.0,68764530.0
2018-01-17,216500,219000,212000,214500,296120,14749992.0,68764530.0
2018-01-18,218500,223500,216000,218000,378700,14990668.0,68764530.0
2018-01-19,218000,220500,202000,204000,969072,14027964.0,68764530.0
2018-01-22,202000,205000,198000,203000,580327,13959200.0,68764530.0
2018-01-23,204000,205000,199500,201000,608934,13821671.0,68764530.0
2018-01-24,207500,210500,204500,208000,645722,14303022.0,68764530.0
2018-01-25,215000,215500,209000,210000,642179,14440551.0,68764530.0
2018-01-26,211000,212000,204500,207000,384321,14234258.0,68764530.0
2018-01-29,209000,210000,208000,209000,200975,14371787.0,68764530.0
2018-01-30,207500,208000,203500,204500,359741,14062346.0,68764530.0
2018-01-31,202500,203000,196000,197000,889811,13546612.0,68764530.0
2018-02-01,197000,198000,185000,187500,1296858,12893349.0,68764530.0
2018-02-02,184500,185000,175000,179000,1541960,12308851.0,68764530.0
2018-02-05,174000,176000,171000,175000,1147535,12033793.0,68764530.0
2018-02-06,169000,177500,168500,177000,685967,12171322.0,68764530.0
2018-02-07,179500,180000,172000,172000,662100,11827499.0,68764530.0
2018-02-08,171500,177500,171500,175000,458644,12033793.0,68764530.0
2018-02-09,169000,171500,168000,170000,382665,11689970.0,68764530.0
2018-02-12,171500,176000,170500,174000,348174,11965028.0,68764530.0
2018-02-13,176500,177000,172000,172500,364983,11861881.0,68764530.0
2018-02-14,174500,180500,174000,180500,386259,12411998.0,68764530.0
2018-02-19,184000,185000,180000,182500,282469,12549527.0,68764530.0
2018-02-20,182000,182500,178500,179500,223122,12343233.0,68764530.0
2018-02-21,179000,180000,177000,178000,220036,12240086.0,68764530.0
2018-02-22,176500,179500,176000,179000,150548,12308851.0,68764530.0
2018-02-23,180500,183000,180000,182000,179995,12515144.0,68764530.0
2018-02-26,184000,184000,175500,177000,329449,12171322.0,68764530.0
2018-02-27,178000,179500,175000,175500,298657,12068175.0,68764530.0
2018-02-28,174000,174500,170000,171000,380856,11758735.0,68764530.0
2018-03-02,169500,172000,168500,170500,249335,11724352.0,68764530.0
2018-03-05,172000,173500,170000,170000,168451,11689970.0,68764530.0
2018-03-06,172500,179500,172000,179500,378661,12343233.0,68764530.0
2018-03-07,179500,182500,177000,178000,318101,12240086.0,68764530.0
2018-03-08,179000,182000,178500,182000,335895,12515144.0,68764530.0
2018-03-09,185000,196500,184500,196500,1178221,13512230.0,68764530.0
2018-03-12,202000,206000,199500,202500,598690,13924817.0,68764530.0
2018-03-13,199000,203500,199000,202000,403440,13890435.0,68764530.0
2018-03-14,205500,212500,204000,206500,953548,14199875.0,68764530.0
2018-03-15,210500,215000,207000,214500,633572,14749992.0,68764530.0
2018-03-16,215500,217000,211000,215500,498717,14818756.0,68764530.0
2018-03-19,214500,215000,205000,206000,635991,14165493.0,68764530.0
2018-03-20,203500,209000,201500,208500,289067,14337405.0,68764530.0
2018-03-21,208000,208000,203000,204500,364147,14062346.0,68764530.0
2018-03-22,204000,210000,203500,208000,355010,14303022.0,68764530.0
2018-03-23,202000,203000,199000,199500,453539,13718524.0,68764530.0
2018-03-26,201000,203000,196500,201500,251989,13856053.0,68764530.0
2018-03-27,204000,205500,200000,201000,277273,13821671.0,68764530.0
2018-03-28,199000,199000,196000,197000,413634,13546612.0,68764530.0
2018-03-29,197000,197500,190000,191000,447080,13134025.0,68764530.0
2018-03-30,194500,195000,192500,192500,227870,13237172.0,68764530.0
2018-04-02,200000,204000,199000,199500,583028,13718524.0,68764530.0
2018-04-03,197000,199000,193500,197500,287353,13580995.0,68764530.0
2018-04-04,197000,197500,189000,189500,363317,13030878.0,68764530.0
2018-04-05,190500,194000,189500,191000,238497,13134025.0,68764530.0
2018-04-06,191500,193000,190000,191000,188792,13134025.0,68764530.0
2018-04-09,191000,193000,190000,191500,143533,13168407.0,68764530.0
2018-04-10,190500,191000,184000,186000,349119,12790203.0,68764530.0
2018-04-11,191000,192500,186000,187000,279502,12858967.0,68764530.0
2018-04-12,189000,192000,187000,189500,374912,13030878.0,68764530.0
2018-04-13,191500,196000,191000,192500,441237,13237172.0,68764530.0
2018-04-16,194000,195500,191500,192500,168140,13237172.0,68764530.0
2018-04-17,192000,194500,190000,193000,146298,13271554.0,68764530.0
2018-04-18,194000,194500,192000,192000,150286,13202790.0,68764530.0
2018-04-19,192000,192000,188000,189500,230395,13030878.0,68764530.0
2018-04-20,188500,189000,185500,186000,244574,12790203.0,68764530.0
2018-04-23,187000,189500,186000,188000,161518,12927732.0,68764530.0
2018-04-24,188000,188500,182000,182500,286740,12549527.0,68764530.0
2018-04-25,182000,182000,174500,176000,442091,12102557.0,68764530.0
