핸즈코퍼레이션(143210),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-08-23,7920,8030,7810,7920,12456,173157.0,21863268.0
2018-08-24,7810,8100,7810,8030,14656,175562.0,21863268.0
2018-08-27,8030,8140,7910,8010,13039,175125.0,21863268.0
2018-08-28,8010,8230,7950,8060,12417,176218.0,21863268.0
2018-08-29,8030,8140,7900,8000,11044,174906.0,21863268.0
2018-08-30,8050,8070,7960,8020,20004,175343.0,21863268.0
2018-08-31,8020,8130,8000,8090,24896,176874.0,21863268.0
2018-09-03,8200,8200,8000,8090,18351,176874.0,21863268.0
2018-09-04,8110,8130,7900,7990,25662,174688.0,21863268.0
2018-09-05,8000,8040,7770,7830,36970,171189.0,21863268.0
2018-09-06,7810,7960,7730,7730,25768,169003.0,21863268.0
2018-09-07,7810,7950,7740,7930,10047,173376.0,21863268.0
2018-09-10,7950,7970,7790,7890,7521,172501.0,21863268.0
2018-09-11,7900,7960,7800,7860,8124,171845.0,21863268.0
2018-09-12,7940,7940,7690,7720,28650,168784.0,21863268.0
2018-09-13,7840,7900,7700,7820,12652,170971.0,21863268.0
2018-09-14,7850,7910,7730,7800,20599,170533.0,21863268.0
2018-09-17,7800,7840,7740,7840,23294,171408.0,21863268.0
2018-09-18,7840,7870,7760,7760,13707,169659.0,21863268.0
2018-09-19,7800,7800,7650,7680,22105,167910.0,21863268.0
2018-09-20,7780,7780,7610,7640,17255,167035.0,21863268.0
2018-09-21,7610,7720,7470,7540,39014,164849.0,21863268.0
2018-09-27,7610,7790,7490,7750,20463,169440.0,21863268.0
2018-09-28,7700,7800,7640,7710,8591,168566.0,21863268.0
2018-10-01,7700,7830,7610,7770,6345,169878.0,21863268.0
2018-10-02,7700,7780,7620,7670,4613,167691.0,21863268.0
2018-10-04,7610,7730,7510,7680,14568,167910.0,21863268.0
2018-10-05,7640,7860,7530,7650,15196,167254.0,21863268.0
2018-10-08,7570,7760,7500,7500,11646,163975.0,21863268.0
2018-10-10,7530,7530,7250,7260,21620,158727.0,21863268.0
2018-10-11,7100,7260,7000,7000,17743,153043.0,21863268.0
2018-10-12,7230,7230,6750,6990,57471,152824.0,21863268.0
2018-10-15,7200,7250,6810,7040,12014,153917.0,21863268.0
2018-10-16,7040,7240,6950,7040,13293,153917.0,21863268.0
2018-10-17,7210,9040,6980,8200,1268254,179279.0,21863268.0
2018-10-18,7890,7890,7500,7600,249393,166161.0,21863268.0
2018-10-19,7550,7550,6790,7020,323403,153480.0,21863268.0
2018-10-22,6960,7070,6820,6980,74855,152606.0,21863268.0
2018-10-23,6890,6980,6690,6690,72878,146265.0,21863268.0
2018-10-24,6690,6820,6610,6700,43761,146484.0,21863268.0
2018-10-25,6600,6780,6500,6750,22475,147577.0,21863268.0
2018-10-26,6730,6800,6500,6750,28579,147577.0,21863268.0
2018-10-29,6620,6820,6510,6730,36107,147140.0,21863268.0
2018-10-30,6780,6890,6510,6590,32349,144079.0,21863268.0
2018-10-31,6610,6770,6580,6740,22454,147358.0,21863268.0
2018-11-01,6780,6870,6680,6760,26785,147796.0,21863268.0
2018-11-02,6760,6850,6670,6810,10668,148889.0,21863268.0
2018-11-05,6880,6880,6680,6820,20699,149107.0,21863268.0
2018-11-06,6820,6850,6680,6760,7531,147796.0,21863268.0
2018-11-07,6780,6800,6360,6670,17737,145828.0,21863268.0
2018-11-08,6670,6740,6560,6670,22713,145828.0,21863268.0
2018-11-09,6570,6650,6480,6530,20613,142767.0,21863268.0
2018-11-12,6470,6640,6460,6600,5906,144298.0,21863268.0
2018-11-13,6420,6600,6270,6390,35059,139706.0,21863268.0
2018-11-14,6330,6370,6040,6300,102419,137739.0,21863268.0
2018-11-15,6310,6330,6080,6190,33264,135334.0,21863268.0
2018-11-16,6280,6440,6180,6350,20628,138832.0,21863268.0
2018-11-19,6480,6570,6340,6550,13477,143204.0,21863268.0
2018-11-20,6480,6490,6330,6370,12223,139269.0,21863268.0
2018-11-21,6260,6430,6150,6280,17696,137301.0,21863268.0
2018-11-22,6450,6450,6090,6090,28506,133147.0,21863268.0
2018-11-23,6090,6270,6030,6100,9120,133366.0,21863268.0
2018-11-26,6260,6260,5920,6120,11375,133803.0,21863268.0
2018-11-27,6130,6310,6110,6290,13467,137520.0,21863268.0
2018-11-28,6430,6430,6180,6270,3570,137083.0,21863268.0
2018-11-29,6280,6370,6220,6240,16499,136427.0,21863268.0
2018-11-30,6200,6430,6200,6290,17055,137520.0,21863268.0
2018-12-03,6300,6690,6300,6650,23800,145391.0,21863268.0
2018-12-04,6500,6790,6500,6700,18192,146484.0,21863268.0
2018-12-05,6720,6720,6510,6640,8694,145172.0,21863268.0
2018-12-06,6580,6700,6540,6680,20291,146047.0,21863268.0
2018-12-07,6660,6740,6340,6590,27562,144079.0,21863268.0
2018-12-10,6420,6590,6310,6470,8535,141455.0,21863268.0
2018-12-11,6470,6600,6270,6320,9858,138176.0,21863268.0
2018-12-12,6250,6600,6250,6400,12007,139925.0,21863268.0
2018-12-13,6380,6530,6330,6530,21357,142767.0,21863268.0
2018-12-14,6680,6680,6490,6590,14140,144079.0,21863268.0
2018-12-17,6410,6690,6410,6590,10000,144079.0,21863268.0
2018-12-18,6590,6590,6420,6450,8862,141018.0,21863268.0
2018-12-19,6370,6580,6370,6450,3235,141018.0,21863268.0
2018-12-20,6450,6600,6200,6210,17750,135771.0,21863268.0
2018-12-21,6400,6410,6070,6120,24933,133803.0,21863268.0
2018-12-24,6210,6250,6020,6120,18492,133803.0,21863268.0
2018-12-26,6010,6200,5750,5990,19825,130961.0,21863268.0
2018-12-27,5910,6030,5910,6020,5013,131617.0,21863268.0
2018-12-28,6150,6220,6030,6220,9214,135990.0,21863268.0
2019-01-02,6290,6400,6130,6290,5523,137520.0,21863268.0
2019-01-03,6400,6410,6100,6250,4362,136645.0,21863268.0
2019-01-04,6290,6290,6100,6230,6360,136208.0,21863268.0
2019-01-07,6400,6400,6070,6240,15726,136427.0,21863268.0
2019-01-08,6150,6240,6100,6180,5906,135115.0,21863268.0
2019-01-09,6180,6300,6070,6260,15182,136864.0,21863268.0
2019-01-10,6240,6300,6150,6240,2701,136427.0,21863268.0
2019-01-11,6270,6270,6030,6150,41056,134459.0,21863268.0
2019-01-14,6150,6150,6030,6040,13666,132054.0,21863268.0
2019-01-15,6040,6130,6010,6100,14307,133366.0,21863268.0
2019-01-16,6240,6240,5990,6090,21671,133147.0,21863268.0
2019-01-17,6020,6110,5900,6000,55800,131180.0,21863268.0
2019-01-18,5990,6160,5960,6130,28814,134022.0,21863268.0
2019-01-21,6150,6230,6050,6210,17716,135771.0,21863268.0
2019-01-22,6140,6480,6140,6480,46360,141674.0,21863268.0
2019-01-23,6470,6540,6380,6530,21135,142767.0,21863268.0
2019-01-24,6530,6560,6180,6530,35063,142767.0,21863268.0
2019-01-25,6460,6630,6460,6570,17265,143642.0,21863268.0
2019-01-28,6500,6610,6430,6500,16665,142111.0,21863268.0
2019-01-29,6500,6650,6420,6580,22834,143860.0,21863268.0
2019-01-30,6540,6720,6520,6710,21034,146703.0,21863268.0
2019-01-31,6730,6910,6680,6730,15430,147140.0,21863268.0
2019-02-01,6840,6840,6680,6790,13120,148452.0,21863268.0
2019-02-07,6780,6780,6480,6590,24994,144079.0,21863268.0
2019-02-08,6460,6720,6460,6700,12339,146484.0,21863268.0
2019-02-11,6670,6770,6670,6700,6004,146484.0,21863268.0
2019-02-12,6770,6830,6650,6830,9909,149326.0,21863268.0
2019-02-13,6900,6900,6790,6870,9109,150201.0,21863268.0
2019-02-14,6910,6910,6750,6900,6086,150857.0,21863268.0
2019-02-15,6900,6900,6770,6870,13166,150201.0,21863268.0
2019-02-18,6810,6930,6740,6830,28456,149326.0,21863268.0
2019-02-19,6830,6830,6720,6810,11353,148889.0,21863268.0
2019-02-20,6830,6830,6700,6790,15185,148452.0,21863268.0
2019-02-21,6790,6850,6700,6790,11591,148452.0,21863268.0
2019-02-22,6790,6790,6650,6670,12970,145828.0,21863268.0
2019-02-25,6710,6870,6660,6830,20144,149326.0,21863268.0
2019-02-26,6890,6890,6710,6800,8359,148670.0,21863268.0
2019-02-27,6800,6960,6760,6950,15140,151950.0,21863268.0
2019-02-28,6950,6980,6810,6890,11534,150638.0,21863268.0
2019-03-04,6880,6940,6800,6890,9222,150638.0,21863268.0
2019-03-05,6940,6940,6800,6870,19116,150201.0,21863268.0
2019-03-06,6870,6870,6700,6730,20125,147140.0,21863268.0
2019-03-07,6640,6860,6510,6800,18028,148670.0,21863268.0
2019-03-08,6680,6820,6600,6780,14997,148233.0,21863268.0
2019-03-11,6780,6780,6680,6780,3724,148233.0,21863268.0
2019-03-12,6750,6830,6700,6830,9811,149326.0,21863268.0
2019-03-13,6890,6890,6720,6780,5712,148233.0,21863268.0
2019-03-14,6780,6830,6690,6800,7060,148670.0,21863268.0
2019-03-15,6800,6840,6610,6810,7156,148889.0,21863268.0
2019-03-18,6860,6860,6760,6780,2980,148233.0,21863268.0
2019-03-19,6690,6810,6690,6810,5294,148889.0,21863268.0
2019-03-20,6840,6840,6720,6730,4026,147140.0,21863268.0
2019-03-21,6800,6800,6680,6730,10631,147140.0,21863268.0
2019-03-22,6840,6840,6630,6700,10318,146484.0,21863268.0
2019-03-25,6650,6660,6580,6660,9158,145609.0,21863268.0
2019-03-26,6660,6940,6610,6940,10689,151731.0,21863268.0
2019-03-27,6860,6860,6700,6800,15172,148670.0,21863268.0
2019-03-28,6800,6800,6620,6790,3483,148452.0,21863268.0
2019-03-29,6800,6800,6680,6780,7675,148233.0,21863268.0
2019-04-01,6810,6810,6670,6760,7473,147796.0,21863268.0
2019-04-02,6790,6790,6670,6770,7555,148014.0,21863268.0
2019-04-03,6770,6840,6730,6760,7335,147796.0,21863268.0
2019-04-04,6760,6800,6730,6780,8553,148233.0,21863268.0
2019-04-05,6790,6800,6720,6790,7622,148452.0,21863268.0
2019-04-08,6830,6860,6660,6680,18538,146047.0,21863268.0
2019-04-09,6680,6880,6660,6780,26912,148233.0,21863268.0
2019-04-10,6780,6850,6750,6820,11662,149107.0,21863268.0
2019-04-11,6820,6900,6820,6880,13959,150419.0,21863268.0
2019-04-12,6880,6880,6790,6860,20494,149982.0,21863268.0
2019-04-15,6900,6910,6740,6840,22111,149545.0,21863268.0
2019-04-16,6800,6830,6720,6790,16010,148452.0,21863268.0
2019-04-17,6790,6820,6710,6810,4998,148889.0,21863268.0
2019-04-18,6810,7730,6810,7310,424496,159820.0,21863268.0
2019-04-19,7380,7500,7150,7480,71041,163537.0,21863268.0
2019-04-22,7400,7440,7210,7230,34803,158071.0,21863268.0
2019-04-23,7230,7230,7070,7230,28333,158071.0,21863268.0
2019-04-24,7230,7310,7110,7270,21823,158946.0,21863268.0
2019-04-25,7170,7410,7150,7300,34964,159602.0,21863268.0
2019-04-26,7320,7350,7140,7170,13588,156760.0,21863268.0
2019-04-29,7150,7210,7100,7140,10338,156104.0,21863268.0
2019-04-30,7270,7270,6980,7030,14620,153699.0,21863268.0
2019-05-02,7030,7160,7000,7070,14478,154573.0,21863268.0
2019-05-03,7190,7190,6900,7030,13819,153699.0,21863268.0
2019-05-07,7030,7030,6750,6910,26022,151075.0,21863268.0
2019-05-08,6890,7010,6800,6850,21268,149763.0,21863268.0
2019-05-09,7030,7030,6640,6640,37048,145172.0,21863268.0
2019-05-10,6990,6990,6440,6540,22369,142986.0,21863268.0
2019-05-13,6540,6660,6410,6470,15615,141455.0,21863268.0
2019-05-14,6360,6670,6070,6540,28537,142986.0,21863268.0
2019-05-15,6580,6970,6510,6520,15559,142549.0,21863268.0
2019-05-16,6520,6680,6360,6490,24147,141893.0,21863268.0
2019-05-17,6430,6500,6390,6390,12869,139706.0,21863268.0
2019-05-20,6290,6490,6290,6410,7918,140144.0,21863268.0
2019-05-21,6590,6590,6280,6370,13094,139269.0,21863268.0
2019-05-22,6300,6430,6160,6170,52025,134896.0,21863268.0
2019-05-23,6180,6320,6170,6250,7938,136645.0,21863268.0
2019-05-24,6130,6260,6100,6180,13910,135115.0,21863268.0
2019-05-27,6160,6270,6120,6190,15320,135334.0,21863268.0
2019-05-28,6110,6250,6090,6250,19902,136645.0,21863268.0
2019-05-29,6330,6340,6050,6170,28729,134896.0,21863268.0
2019-05-30,6080,6300,6050,6270,24071,137083.0,21863268.0
2019-05-31,6490,6490,6240,6300,6715,137739.0,21863268.0
2019-06-03,6300,6300,6170,6300,19339,137739.0,21863268.0
2019-06-04,6580,6580,6150,6350,12259,138832.0,21863268.0
2019-06-05,6350,6390,6240,6330,9513,138394.0,21863268.0
2019-06-07,6330,6480,6310,6460,11742,141237.0,21863268.0
2019-06-10,6460,6560,6410,6530,18137,142767.0,21863268.0
2019-06-11,6550,6560,6460,6560,17306,143423.0,21863268.0
2019-06-12,6580,6830,6480,6650,25471,145391.0,21863268.0
2019-06-13,6650,6840,6650,6810,13847,148889.0,21863268.0
2019-06-14,6850,7030,6800,6950,32295,151950.0,21863268.0
2019-06-17,6950,6990,6630,6870,31627,150201.0,21863268.0
2019-06-18,6710,6950,6710,6850,12169,149763.0,21863268.0
2019-06-19,6970,6970,6820,6930,22784,151512.0,21863268.0
2019-06-20,7020,7190,6930,7060,23646,154355.0,21863268.0
2019-06-21,7140,7140,6800,6900,28337,150857.0,21863268.0
2019-06-24,6900,7100,6690,6730,21622,147140.0,21863268.0
2019-06-25,6730,6980,6430,6790,41359,148452.0,21863268.0
2019-06-26,6790,6790,6630,6770,9118,148014.0,21863268.0
2019-06-27,6690,6840,6670,6820,8059,149107.0,21863268.0
2019-06-28,6820,6910,6690,6850,9611,149763.0,21863268.0
2019-07-01,6760,7000,6760,6850,3095,149763.0,21863268.0
2019-07-02,6800,6940,6770,6850,4734,149763.0,21863268.0
2019-07-03,6890,6890,6470,6610,25424,144516.0,21863268.0
2019-07-04,6610,6700,6480,6600,24167,144298.0,21863268.0
2019-07-05,6600,6680,6420,6440,28621,140799.0,21863268.0
2019-07-08,6440,6700,6200,6350,24681,138832.0,21863268.0
2019-07-09,6230,6390,6230,6310,6441,137957.0,21863268.0
2019-07-10,6210,6570,6210,6470,14232,141455.0,21863268.0
2019-07-11,6330,6650,6330,6630,12124,144953.0,21863268.0
2019-07-12,6700,6700,6430,6430,11643,140581.0,21863268.0
2019-07-15,6430,6570,6430,6470,6794,141455.0,21863268.0
2019-07-16,6430,6500,6320,6500,25033,142111.0,21863268.0
2019-07-17,6500,6500,6360,6420,14139,140362.0,21863268.0
2019-07-18,6420,6430,6300,6430,14666,140581.0,21863268.0
2019-07-19,6410,6460,6250,6370,39829,139269.0,21863268.0
2019-07-22,6390,6400,6150,6350,61879,138832.0,21863268.0
2019-07-23,6390,6390,6220,6330,10270,138394.0,21863268.0
2019-07-24,6330,6410,6190,6290,10508,137520.0,21863268.0
2019-07-25,6190,6360,6150,6230,11151,136208.0,21863268.0
2019-07-26,6150,6370,6000,6230,25903,136208.0,21863268.0
2019-07-29,6230,6230,5770,6170,8444,134896.0,21863268.0
2019-07-30,5830,6170,5830,6060,14945,132491.0,21863268.0
2019-07-31,5880,6070,5880,6030,7624,131836.0,21863268.0
2019-08-01,6030,6030,5880,6010,18828,131398.0,21863268.0
2019-08-02,5880,6300,5880,6070,17335,132710.0,21863268.0
2019-08-05,6070,6070,5770,5910,18838,129212.0,21863268.0
2019-08-06,5710,6100,5700,5710,15811,124839.0,21863268.0
2019-08-07,5500,5900,5500,5780,20910,126370.0,21863268.0
2019-08-08,5960,5980,5840,5980,11363,130742.0,21863268.0
2019-08-09,5990,6150,5990,6140,12727,134240.0,21863268.0
2019-08-12,6190,6200,5900,6140,11222,134240.0,21863268.0
2019-08-13,6150,6200,6080,6170,9721,134896.0,21863268.0
2019-08-14,6090,6410,6090,6410,45177,140144.0,21863268.0
2019-08-16,6260,6450,6260,6450,12539,141018.0,21863268.0
2019-08-19,6450,6520,6360,6420,20162,140362.0,21863268.0
2019-08-20,6570,6570,6370,6480,9726,141674.0,21863268.0
2019-08-21,6490,6500,6370,6420,12155,140362.0,21863268.0
2019-08-22,6430,6500,6280,6500,20792,142111.0,21863268.0
2019-08-23,6350,6520,6350,6520,6618,142549.0,21863268.0
2019-08-26,6500,6500,6380,6450,7057,141018.0,21863268.0
2019-08-27,6490,6540,6370,6500,14317,142111.0,21863268.0
2019-08-28,6500,6520,6460,6490,5653,141893.0,21863268.0
2019-08-29,6530,6540,6450,6540,11997,142986.0,21863268.0
2019-08-30,6570,6580,6500,6550,8767,143204.0,21863268.0
2019-09-02,6440,6590,6400,6590,7094,144079.0,21863268.0
2019-09-03,6590,6610,6500,6600,8078,144298.0,21863268.0
2019-09-04,6480,6610,6480,6570,9680,143642.0,21863268.0
2019-09-05,6650,6650,6400,6570,23733,143642.0,21863268.0
2019-09-06,6630,6630,6400,6400,6298,139925.0,21863268.0
2019-09-09,6480,7800,6360,7140,587406,156104.0,21863268.0
2019-09-10,7150,7300,7030,7150,109325,156322.0,21863268.0
2019-09-11,7150,7230,7050,7150,37141,156322.0,21863268.0
2019-09-16,7160,7210,7040,7100,40404,155229.0,21863268.0
2019-09-17,7020,7100,6820,6930,46271,151512.0,21863268.0
2019-09-18,6930,7100,6820,7010,41241,153262.0,21863268.0
2019-09-19,7120,7150,7020,7150,25979,156322.0,21863268.0
2019-09-20,7140,7210,7050,7050,27440,154136.0,21863268.0
2019-09-23,7130,7220,7060,7130,30171,155885.0,21863268.0
2019-09-24,7190,7430,7110,7350,76776,160695.0,21863268.0
2019-09-25,7350,7390,7150,7360,46855,160914.0,21863268.0
2019-09-26,7460,7460,7210,7210,26302,157634.0,21863268.0
2019-09-27,7450,7450,7300,7380,34681,161351.0,21863268.0
2019-09-30,7280,7450,7040,7420,30652,162225.0,21863268.0
2019-10-01,7420,7470,7330,7420,29431,162225.0,21863268.0
2019-10-02,7400,7470,7080,7330,19165,160258.0,21863268.0
2019-10-04,7480,7480,7050,7140,44960,156104.0,21863268.0
2019-10-07,7140,7200,6910,7150,34653,156322.0,21863268.0
