유유제약(000220),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-07-25,2980,3020,2980,3000,6710,18625.0,1241658.0
2003-07-28,3020,3200,3010,3080,23730,19122.0,1241658.0
2003-07-29,3140,3140,3030,3070,8900,19059.0,1241658.0
2003-07-30,3050,3070,3040,3050,3860,18935.0,1241658.0
2003-07-31,3010,3080,3010,3030,6920,18811.0,1241658.0
2003-08-01,3030,3080,3010,3020,10030,18749.0,1241658.0
2003-08-04,3000,3030,2980,3000,3845,18625.0,1241658.0
2003-08-05,3000,3060,3000,3010,4440,18687.0,1241658.0
2003-08-06,2990,3000,2930,2990,6470,18563.0,1241658.0
2003-08-07,2980,3040,2980,3000,2540,18625.0,1241658.0
2003-08-08,3000,3030,2980,3010,2040,18687.0,1241658.0
2003-08-11,2980,3150,2980,3070,10160,19059.0,1241658.0
2003-08-12,3060,3060,2960,2980,7740,18501.0,1241658.0
2003-08-13,3000,3030,2980,3020,4650,18749.0,1241658.0
2003-08-14,3000,3050,3000,3010,2860,18687.0,1241658.0
2003-08-18,3010,3060,3000,3020,2780,18749.0,1241658.0
2003-08-19,3020,3070,3000,3060,8980,18997.0,1241658.0
2003-08-20,3020,3040,3020,3020,2630,18749.0,1241658.0
2003-08-21,3020,3040,3010,3020,4910,18749.0,1241658.0
2003-08-22,3020,3050,3020,3050,3140,18935.0,1241658.0
2003-08-25,3050,3070,3030,3040,4660,18873.0,1241658.0
2003-08-26,3020,3030,3000,3010,1980,18687.0,1241658.0
2003-08-27,3010,3010,2980,2990,6080,18563.0,1241658.0
2003-08-28,3000,3020,2990,3010,5010,18687.0,1241658.0
2003-08-29,3000,3040,2990,3000,5380,18625.0,1241658.0
2003-09-01,3030,3030,3000,3010,1930,18687.0,1241658.0
2003-09-02,3000,3020,3000,3020,7520,18749.0,1241658.0
2003-09-03,3040,3040,3000,3040,2780,18873.0,1241658.0
2003-09-04,3110,3410,3080,3160,109427,19618.0,1241658.0
2003-09-05,3120,3130,3030,3060,17380,18997.0,1241658.0
2003-09-08,3080,3100,2990,3000,20121,18625.0,1241658.0
2003-09-09,3010,3060,3000,3000,9018,18625.0,1241658.0
2003-09-15,3000,3040,2980,2980,4570,18501.0,1241658.0
2003-09-16,2980,3080,2970,3040,5750,18873.0,1241658.0
2003-09-17,3010,3050,3010,3010,3488,18687.0,1241658.0
2003-09-18,3000,3050,2990,3010,6030,18687.0,1241658.0
2003-09-19,3010,3020,2950,2990,14090,18563.0,1241658.0
2003-09-22,3010,3010,2940,2940,9450,18252.0,1241658.0
2003-09-23,2900,2980,2900,2950,4040,18314.0,1241658.0
2003-09-24,2920,2950,2920,2930,1830,18190.0,1241658.0
2003-09-25,2930,2940,2910,2920,4195,18128.0,1241658.0
2003-09-26,2880,2920,2820,2860,3900,17756.0,1241658.0
2003-09-29,2940,2940,2840,2840,1250,17632.0,1241658.0
2003-09-30,2840,2900,2840,2840,5956,17632.0,1241658.0
2003-10-01,2830,2860,2820,2840,960,17632.0,1241658.0
2003-10-02,2850,2860,2820,2860,1090,17756.0,1241658.0
2003-10-06,2830,2880,2830,2860,1400,17756.0,1241658.0
2003-10-07,2850,2860,2830,2850,1250,17694.0,1241658.0
2003-10-08,2850,2860,2840,2860,1450,17756.0,1241658.0
2003-10-09,2860,2880,2850,2860,2950,17756.0,1241658.0
2003-10-10,2880,2900,2860,2900,2750,18004.0,1241658.0
2003-10-13,2840,2940,2840,2880,1824,17880.0,1241658.0
2003-10-14,2950,2950,2860,2900,3970,18004.0,1241658.0
2003-10-15,2900,2930,2880,2880,1380,17880.0,1241658.0
2003-10-16,2860,2920,2860,2860,2260,17756.0,1241658.0
2003-10-17,2860,2900,2850,2850,3780,17694.0,1241658.0
2003-10-20,2850,2860,2850,2860,875,17756.0,1241658.0
2003-10-21,2920,2920,2840,2860,1250,17756.0,1241658.0
2003-10-22,2890,2900,2860,2870,2190,17818.0,1241658.0
2003-10-23,2860,2860,2800,2800,3300,17383.0,1241658.0
2003-10-24,2800,2840,2800,2820,1440,17507.0,1241658.0
2003-10-27,2860,2860,2820,2820,640,17507.0,1241658.0
2003-10-28,2820,2930,2800,2870,2100,17818.0,1241658.0
2003-10-29,2870,2890,2840,2860,2270,17756.0,1241658.0
2003-10-30,2800,2890,2800,2840,1160,17632.0,1241658.0
2003-10-31,2810,2850,2810,2830,2330,17569.0,1241658.0
2003-11-03,2830,2830,2810,2830,1641,17569.0,1241658.0
2003-11-04,2810,2830,2800,2820,5670,17507.0,1241658.0
2003-11-05,2800,2800,2720,2730,5078,16949.0,1241658.0
2003-11-06,2720,2780,2710,2720,3570,16887.0,1241658.0
2003-11-07,2710,2810,2710,2780,7460,17259.0,1241658.0
2003-11-10,2730,2740,2720,2720,3360,16887.0,1241658.0
2003-11-11,2690,2860,2690,2800,4380,17383.0,1241658.0
2003-11-12,2800,2840,2760,2790,1741,17321.0,1241658.0
2003-11-13,2860,2860,2780,2780,1570,17259.0,1241658.0
2003-11-14,2780,2830,2780,2800,750,17383.0,1241658.0
2003-11-17,2860,2860,2780,2810,642,17445.0,1241658.0
2003-11-18,2800,2820,2790,2790,2451,17321.0,1241658.0
2003-11-19,2780,2840,2700,2820,4181,17507.0,1241658.0
2003-11-20,2760,2780,2730,2770,800,17197.0,1241658.0
2003-11-21,2730,2770,2700,2720,3270,16887.0,1241658.0
2003-11-24,2720,2720,2680,2690,2795,16700.0,1241658.0
2003-11-25,2740,2740,2660,2670,4200,16576.0,1241658.0
2003-11-26,2710,2730,2670,2730,3501,16949.0,1241658.0
2003-11-27,2730,2730,2680,2680,3241,16638.0,1241658.0
2003-11-28,2690,2710,2680,2680,570,16638.0,1241658.0
2003-12-01,2680,2730,2680,2730,3120,16949.0,1241658.0
2003-12-02,2730,2760,2710,2760,3633,17135.0,1241658.0
2003-12-03,2770,2770,2730,2730,1210,16949.0,1241658.0
2003-12-04,2740,2780,2730,2750,1020,17073.0,1241658.0
2003-12-05,2760,2760,2700,2710,5640,16824.0,1241658.0
2003-12-08,2670,2740,2670,2740,2071,17011.0,1241658.0
2003-12-09,2740,2740,2720,2740,2500,17011.0,1241658.0
2003-12-10,2700,2720,2700,2700,1420,16762.0,1241658.0
2003-12-11,2700,2730,2700,2710,1860,16824.0,1241658.0
2003-12-12,2740,2740,2710,2720,1110,16887.0,1241658.0
2003-12-15,2720,2780,2720,2760,5273,17135.0,1241658.0
2003-12-16,2750,2820,2740,2800,3571,17383.0,1241658.0
2003-12-17,2800,2900,2800,2830,4480,17569.0,1241658.0
2003-12-18,2830,2840,2780,2800,1331,17383.0,1241658.0
2003-12-19,2770,2840,2770,2780,1051,17259.0,1241658.0
2003-12-22,2760,2790,2760,2760,2240,17135.0,1241658.0
2003-12-23,2760,2760,2740,2740,1530,17011.0,1241658.0
2003-12-24,2760,2860,2740,2740,4625,17011.0,1241658.0
2003-12-26,2750,2760,2680,2760,2890,17135.0,1241658.0
2003-12-29,2780,2790,2740,2780,1700,17259.0,1241658.0
2003-12-30,2720,2760,2720,2760,3590,17135.0,1241658.0
2004-01-02,2760,2790,2750,2790,2350,17321.0,1241658.0
2004-01-05,2770,2820,2770,2820,2061,17507.0,1241658.0
2004-01-06,2800,2830,2770,2800,3270,17383.0,1241658.0
2004-01-07,2740,2820,2740,2810,3368,17445.0,1241658.0
2004-01-08,2780,2850,2780,2820,3920,17507.0,1241658.0
2004-01-09,2810,2860,2800,2800,6530,17383.0,1241658.0
2004-01-12,2800,2870,2800,2860,3470,17756.0,1241658.0
2004-01-13,2800,2860,2800,2850,2514,17694.0,1241658.0
2004-01-14,2900,2900,2820,2850,1610,17694.0,1241658.0
2004-01-15,2850,2850,2820,2820,1502,17507.0,1241658.0
2004-01-16,2800,2840,2790,2830,3460,17569.0,1241658.0
2004-01-19,2810,2830,2780,2830,3530,17569.0,1241658.0
2004-01-20,2810,2840,2800,2820,3130,17507.0,1241658.0
2004-01-26,2820,2820,2780,2780,6040,17259.0,1241658.0
2004-01-27,2770,2800,2770,2800,4920,17383.0,1241658.0
2004-01-28,2770,2820,2770,2790,2000,17321.0,1241658.0
2004-01-29,2770,2810,2770,2790,1470,17321.0,1241658.0
2004-01-30,2770,2810,2770,2810,3460,17445.0,1241658.0
2004-02-02,2810,2810,2780,2780,4230,17259.0,1241658.0
2004-02-03,2770,2960,2770,2820,21700,17507.0,1241658.0
2004-02-04,2860,3200,2840,3150,142410,19556.0,1241658.0
2004-02-05,3270,3490,2800,2860,181805,17756.0,1241658.0
2004-02-06,2890,2960,2810,2840,53355,17632.0,1241658.0
2004-02-09,2960,3220,2850,3040,143632,18873.0,1241658.0
2004-02-10,3040,3060,2840,2870,62974,17818.0,1241658.0
2004-02-11,2900,3000,2880,2890,41030,17942.0,1241658.0
2004-02-12,2940,2940,2840,2880,16998,17880.0,1241658.0
2004-02-13,2860,2950,2860,2930,23053,18190.0,1241658.0
2004-02-16,2900,2920,2870,2870,14281,17818.0,1241658.0
2004-02-17,2850,2860,2820,2820,24102,17507.0,1241658.0
2004-02-18,2840,2860,2820,2830,10421,17569.0,1241658.0
2004-02-19,2840,2850,2790,2800,22019,17383.0,1241658.0
2004-02-20,2790,2860,2790,2810,8231,17445.0,1241658.0
2004-02-23,2820,2830,2800,2820,12760,17507.0,1241658.0
2004-02-24,2820,2830,2800,2820,7595,17507.0,1241658.0
2004-02-25,2810,2850,2810,2830,8660,17569.0,1241658.0
2004-02-26,2850,2890,2840,2890,8330,17942.0,1241658.0
2004-02-27,2880,2970,2880,2920,15485,18128.0,1241658.0
2004-03-02,2940,2970,2920,2950,6521,18314.0,1241658.0
2004-03-03,2960,2970,2910,2920,12852,18128.0,1241658.0
2004-03-04,2910,2930,2890,2930,11770,18190.0,1241658.0
2004-03-05,2930,2930,2900,2930,6840,18190.0,1241658.0
2004-03-08,2930,2940,2910,2940,3840,18252.0,1241658.0
2004-03-09,2940,3050,2940,2980,17150,18501.0,1241658.0
2004-03-10,3000,3020,2920,2940,13150,18252.0,1241658.0
2004-03-11,2930,2930,2910,2920,3890,18128.0,1241658.0
2004-03-12,2910,2910,2760,2820,20272,17507.0,1241658.0
2004-03-15,2820,2850,2820,2850,3820,17694.0,1241658.0
2004-03-16,2840,2900,2820,2860,4150,17756.0,1241658.0
2004-03-17,2900,2900,2860,2900,2730,18004.0,1241658.0
2004-03-18,2900,2930,2900,2910,1730,18066.0,1241658.0
2004-03-19,2920,2950,2910,2910,1620,18066.0,1241658.0
2004-03-22,2890,2960,2890,2950,9300,18314.0,1241658.0
2004-03-23,2930,2930,2880,2910,4780,18066.0,1241658.0
2004-03-24,2930,2930,2900,2910,3650,18066.0,1241658.0
2004-03-25,2900,2950,2890,2890,10675,17942.0,1241658.0
2004-03-26,2910,2940,2890,2920,11690,18128.0,1241658.0
2004-03-29,2920,2940,2900,2930,10451,18190.0,1241658.0
2004-03-30,2880,2880,2800,2810,8050,17445.0,1241658.0
2004-03-31,2810,2820,2770,2800,4420,17383.0,1241658.0
2004-04-01,2800,2820,2770,2800,3710,17383.0,1241658.0
2004-04-02,2780,2790,2780,2790,1770,17321.0,1241658.0
2004-04-06,2780,2800,2780,2780,2870,17259.0,1241658.0
2004-04-07,2780,2790,2760,2780,2610,17259.0,1241658.0
2004-04-08,2770,2790,2740,2760,6320,17135.0,1241658.0
2004-04-09,2760,2780,2750,2750,2960,17073.0,1241658.0
2004-04-12,2740,2760,2720,2730,7999,16949.0,1241658.0
2004-04-13,2730,2740,2690,2700,4472,16762.0,1241658.0
2004-04-14,2720,2720,2680,2690,3970,16700.0,1241658.0
2004-04-16,2690,2700,2680,2700,2100,16762.0,1241658.0
2004-04-19,2700,2700,2670,2700,2410,16762.0,1241658.0
2004-04-20,2680,2730,2680,2720,2620,16887.0,1241658.0
2004-04-21,2700,2730,2680,2720,4090,16887.0,1241658.0
2004-04-22,2700,2720,2690,2690,4920,16700.0,1241658.0
2004-04-23,2710,2740,2710,2720,4920,16887.0,1241658.0
2004-04-26,2720,2800,2720,2760,15570,17135.0,1241658.0
2004-04-27,2740,2820,2730,2790,8770,17321.0,1241658.0
2004-04-28,2750,2790,2700,2700,5250,16762.0,1241658.0
2004-04-29,2740,2740,2660,2670,6823,16576.0,1241658.0
2004-04-30,2620,2680,2600,2620,5730,16266.0,1241658.0
2004-05-03,2630,2820,2630,2670,18920,16576.0,1241658.0
2004-05-04,2690,2690,2650,2670,3560,16576.0,1241658.0
2004-05-06,2660,2720,2620,2670,15550,16576.0,1241658.0
2004-05-07,2660,2750,2630,2750,19640,17073.0,1241658.0
2004-05-10,2750,2750,2650,2650,8640,16452.0,1241658.0
2004-05-11,2650,2670,2630,2670,3960,16576.0,1241658.0
2004-05-12,2710,2710,2660,2670,5440,16576.0,1241658.0
2004-05-13,2640,2690,2640,2680,3260,16638.0,1241658.0
2004-05-14,2680,2680,2600,2610,4610,16204.0,1241658.0
2004-05-17,2610,2620,2470,2500,6240,15521.0,1241658.0
2004-05-18,2500,2600,2380,2490,16870,15459.0,1241658.0
2004-05-19,2460,2520,2440,2480,8577,15397.0,1241658.0
2004-05-20,2470,2500,2460,2500,6840,15521.0,1241658.0
2004-05-21,2520,2530,2490,2520,5760,15645.0,1241658.0
2004-05-24,2490,2560,2490,2550,4180,15831.0,1241658.0
2004-05-25,2550,2550,2510,2520,3230,15645.0,1241658.0
2004-05-27,2520,2570,2510,2560,1850,15893.0,1241658.0
2004-05-28,2560,2640,2560,2610,4932,16204.0,1241658.0
2004-05-31,2580,2590,2530,2590,5400,16079.0,1241658.0
2004-06-01,2540,2970,2540,2740,127948,17011.0,1241658.0
2004-06-02,2780,2790,2600,2620,40940,16266.0,1241658.0
2004-06-03,2670,2710,2520,2540,18920,15769.0,1241658.0
2004-06-04,2540,2560,2520,2520,7810,15645.0,1241658.0
2004-06-07,2510,2540,2500,2520,6870,15645.0,1241658.0
2004-06-08,2520,2560,2520,2540,5340,15769.0,1241658.0
2004-06-09,2550,2600,2540,2580,8163,16017.0,1241658.0
2004-06-10,2560,2590,2530,2540,3470,15769.0,1241658.0
2004-06-11,2520,2590,2480,2520,5430,15645.0,1241658.0
2004-06-14,2480,2520,2460,2490,1702,15459.0,1241658.0
2004-06-15,2410,2480,2410,2450,2290,15210.0,1241658.0
2004-06-16,2430,2480,2430,2450,1140,15210.0,1241658.0
2004-06-17,2490,2490,2410,2450,1090,15210.0,1241658.0
2004-06-18,2450,2450,2400,2400,1510,14900.0,1241658.0
2004-06-21,2400,2480,2390,2430,2220,15086.0,1241658.0
2004-06-22,2430,2430,2360,2420,2610,15024.0,1241658.0
2004-06-23,2420,2460,2400,2450,3200,15210.0,1241658.0
2004-06-24,2420,2500,2420,2500,3658,15521.0,1241658.0
2004-06-25,2460,2540,2460,2540,750,15769.0,1241658.0
2004-06-28,2480,2520,2470,2480,300,15397.0,1241658.0
2004-06-29,2460,2540,2460,2540,810,15769.0,1241658.0
2004-06-30,2500,2580,2500,2570,820,15955.0,1241658.0
2004-07-01,2560,2560,2520,2550,490,15831.0,1241658.0
2004-07-02,2500,2500,2490,2500,360,15521.0,1241658.0
2004-07-05,2480,2530,2480,2500,920,15521.0,1241658.0
2004-07-06,2500,2560,2490,2540,2460,15769.0,1241658.0
2004-07-07,2500,2540,2490,2540,950,15769.0,1241658.0
2004-07-08,2490,2540,2490,2540,660,15769.0,1241658.0
2004-07-09,2480,2500,2460,2500,870,15521.0,1241658.0
2004-07-12,2490,2610,2480,2550,5010,15831.0,1241658.0
2004-07-13,2550,2550,2500,2540,1304,15769.0,1241658.0
2004-07-14,2500,2700,2500,2540,17810,15769.0,1241658.0
2004-07-15,2510,2560,2480,2540,4650,15769.0,1241658.0
2004-07-16,2500,2540,2460,2530,2480,15707.0,1241658.0
2004-07-19,2550,2550,2500,2520,1300,15645.0,1241658.0
2004-07-20,2520,2520,2500,2520,2928,15645.0,1241658.0
2004-07-21,2540,2540,2500,2500,1150,15521.0,1241658.0
2004-07-22,2500,2520,2460,2510,1570,15583.0,1241658.0
2004-07-23,2510,2530,2500,2520,930,15645.0,1241658.0
2004-07-26,2470,2520,2470,2520,50,15645.0,1241658.0
2004-07-27,2510,2560,2510,2560,3270,15893.0,1241658.0
2004-07-28,2560,2580,2530,2560,2870,15893.0,1241658.0
2004-07-29,2550,2560,2540,2560,1240,15893.0,1241658.0
2004-07-30,2550,2560,2530,2540,3120,15769.0,1241658.0
2004-08-02,2520,2520,2490,2490,760,15459.0,1241658.0
2004-08-03,2510,2510,2480,2510,750,15583.0,1241658.0
2004-08-04,2490,2520,2490,2520,1070,15645.0,1241658.0
2004-08-05,2520,2560,2500,2540,887,15769.0,1241658.0
2004-08-06,2520,2540,2510,2540,130,15769.0,1241658.0
2004-08-09,2510,2530,2500,2530,660,15707.0,1241658.0
2004-08-10,2540,2570,2520,2570,3350,15955.0,1241658.0
2004-08-11,2520,2570,2500,2560,1532,15893.0,1241658.0
2004-08-12,2540,2570,2520,2560,971,15893.0,1241658.0
2004-08-13,2510,2540,2510,2530,2485,15707.0,1241658.0
2004-08-16,2510,2530,2510,2530,2130,15707.0,1241658.0
2004-08-17,2520,2540,2520,2530,2040,15707.0,1241658.0
2004-08-18,2560,2560,2490,2520,2930,15645.0,1241658.0
2004-08-19,2490,2520,2490,2500,4050,15521.0,1241658.0
2004-08-20,2490,2550,2480,2530,5830,15707.0,1241658.0
2004-08-23,2510,2780,2510,2610,91675,15220.0,1166290.0
2004-08-24,2570,2680,2560,2600,13140,15162.0,1166290.0
2004-08-25,2600,2630,2540,2540,9855,14812.0,1166290.0
2004-08-26,2560,2620,2540,2590,21550,15103.0,1166290.0
2004-08-27,2570,2620,2560,2570,3681,14987.0,1166290.0
2004-08-30,2560,2590,2500,2510,8490,14637.0,1166290.0
2004-08-31,2510,2550,2510,2550,3692,14870.0,1166290.0
2004-09-01,2530,2580,2520,2570,4110,14987.0,1166290.0
2004-09-02,2550,2730,2550,2620,41880,15278.0,1166290.0
2004-09-03,2620,2640,2570,2590,12980,15103.0,1166290.0
2004-09-06,2570,2640,2560,2600,9550,15162.0,1166290.0
2004-09-07,2590,2630,2590,2620,5208,15278.0,1166290.0
2004-09-08,2600,2640,2590,2630,6280,15337.0,1166290.0
2004-09-09,2620,2660,2620,2660,5660,15512.0,1166290.0
2004-09-10,2660,2710,2640,2670,8821,15570.0,1166290.0
2004-09-13,2690,2690,2650,2670,3210,15570.0,1166290.0
2004-09-14,2680,2680,2630,2670,5560,15570.0,1166290.0
2004-09-15,2640,2670,2600,2640,4530,15395.0,1166290.0
2004-09-16,2640,2660,2600,2630,11650,15337.0,1166290.0
2004-09-17,2650,2660,2630,2650,8080,15453.0,1166290.0
2004-09-20,2660,2680,2650,2680,8310,15628.0,1166290.0
2004-09-21,2680,2710,2660,2700,9481,15745.0,1166290.0
2004-09-22,2700,2880,2700,2840,33430,16561.0,1166290.0
2004-09-23,2790,2830,2740,2740,10070,15978.0,1166290.0
2004-09-24,2720,2810,2720,2800,10320,16328.0,1166290.0
2004-09-30,2780,2860,2750,2860,11550,16678.0,1166290.0
2004-10-01,2860,2870,2820,2870,4750,16736.0,1166290.0
2004-10-04,2820,2880,2810,2850,7734,16620.0,1166290.0
2004-10-05,2850,2900,2830,2890,5810,16853.0,1166290.0
2004-10-06,2870,2920,2870,2900,5680,16911.0,1166290.0
2004-10-07,2880,2920,2850,2910,8120,16970.0,1166290.0
2004-10-08,2880,2910,2840,2860,4138,16678.0,1166290.0
2004-10-11,2860,2910,2850,2890,2540,16853.0,1166290.0
2004-10-12,2900,2900,2840,2850,5050,16620.0,1166290.0
2004-10-13,2850,2890,2840,2890,1620,16853.0,1166290.0
2004-10-14,2860,2890,2800,2850,7590,16620.0,1166290.0
2004-10-15,2830,2860,2800,2860,4610,16678.0,1166290.0
2004-10-18,2830,2860,2790,2820,3020,16445.0,1166290.0
2004-10-19,2800,2900,2780,2900,7010,16911.0,1166290.0
2004-10-20,2860,2890,2860,2890,3660,16853.0,1166290.0
2004-10-21,2900,2900,2860,2890,1170,16853.0,1166290.0
2004-10-22,2870,2890,2840,2870,2390,16736.0,1166290.0
2004-10-25,2840,2840,2780,2840,1790,16561.0,1166290.0
2004-10-26,2840,2880,2820,2880,2220,16795.0,1166290.0
2004-10-27,2840,2860,2820,2860,1140,16678.0,1166290.0
2004-10-28,2820,2860,2820,2860,2700,16678.0,1166290.0
2004-10-29,2830,2840,2790,2840,4120,16561.0,1166290.0
2004-11-01,2840,2850,2780,2800,2010,16328.0,1166290.0
2004-11-02,2840,2840,2780,2820,3080,16445.0,1166290.0
2004-11-03,2820,2840,2810,2840,2110,16561.0,1166290.0
2004-11-04,2820,2840,2820,2840,393,16561.0,1166290.0
2004-11-05,2840,2850,2800,2840,3120,16561.0,1166290.0
2004-11-08,2830,2860,2800,2840,1260,16561.0,1166290.0
2004-11-09,2840,2860,2800,2840,1880,16561.0,1166290.0
2004-11-10,2840,2850,2800,2800,3550,16328.0,1166290.0
2004-11-11,2800,2830,2800,2830,2608,16503.0,1166290.0
2004-11-12,2830,2890,2810,2870,8248,16736.0,1166290.0
2004-11-15,2880,2900,2860,2890,2160,16853.0,1166290.0
2004-11-16,2890,2890,2830,2880,2450,16795.0,1166290.0
2004-11-17,2900,3000,2900,3000,12634,17494.0,1166290.0
2004-11-18,3000,3110,3000,3020,22350,17611.0,1166290.0
2004-11-19,3020,3080,3000,3020,4361,17611.0,1166290.0
2004-11-22,3000,3040,2950,2990,2673,17436.0,1166290.0
2004-11-23,2960,3000,2930,3000,8050,17494.0,1166290.0
2004-11-24,3020,3200,3020,3140,13531,18311.0,1166290.0
2004-11-25,3140,3190,3100,3160,7131,18427.0,1166290.0
2004-11-26,3120,3230,3120,3130,11324,18252.0,1166290.0
2004-11-29,3130,3330,3110,3240,27415,18894.0,1166290.0
2004-11-30,3280,3280,3160,3190,8941,18602.0,1166290.0
2004-12-01,3190,3230,3150,3220,5730,18777.0,1166290.0
2004-12-02,3190,3230,3120,3180,8572,18544.0,1166290.0
2004-12-03,3180,3180,3020,3050,15751,17786.0,1166290.0
2004-12-06,3070,3100,3020,3040,8992,17728.0,1166290.0
2004-12-07,3080,3110,3050,3100,10201,18077.0,1166290.0
2004-12-08,3060,3120,3060,3080,6857,17961.0,1166290.0
2004-12-09,3120,3120,3060,3120,4700,18194.0,1166290.0
2004-12-10,3100,3150,3050,3110,7770,18136.0,1166290.0
2004-12-13,3070,3140,3070,3120,10130,18194.0,1166290.0
2004-12-14,3130,3170,3100,3100,10284,18077.0,1166290.0
2004-12-15,3100,3120,3050,3050,7960,17786.0,1166290.0
2004-12-16,3060,3120,3050,3060,3950,17844.0,1166290.0
2004-12-17,3090,3140,3060,3090,12540,18019.0,1166290.0
2004-12-20,3120,3230,3100,3170,14197,18486.0,1166290.0
2004-12-21,3150,3180,3120,3150,3790,18369.0,1166290.0
2004-12-22,3150,3170,3110,3140,2410,18311.0,1166290.0
2004-12-23,3200,3290,3140,3140,14430,18311.0,1166290.0
2004-12-24,3160,3200,3130,3160,3453,18427.0,1166290.0
2004-12-27,3220,3220,3130,3160,3067,18427.0,1166290.0
2004-12-28,3100,3160,3060,3060,8110,17844.0,1166290.0
2004-12-29,3100,3110,3060,3090,5660,18019.0,1166290.0
2004-12-30,3090,3100,3040,3090,3350,18019.0,1166290.0
2005-01-03,3080,3110,3060,3100,9060,18077.0,1166290.0
2005-01-04,3100,3120,3070,3100,7640,18077.0,1166290.0
2005-01-05,3110,3200,3110,3190,6840,18602.0,1166290.0
2005-01-06,3200,3310,3180,3200,17950,18661.0,1166290.0
2005-01-07,3220,3670,3220,3600,87280,20993.0,1166290.0
2005-01-10,3680,4140,3610,4140,116564,24142.0,1166290.0
2005-01-11,4760,4760,4630,4760,64840,27758.0,1166290.0
2005-01-12,5320,5420,4720,4800,258180,27991.0,1166290.0
2005-01-13,4650,4800,4400,4800,130703,27991.0,1166290.0
2005-01-14,4760,4880,4410,4410,81804,25717.0,1166290.0
2005-01-17,4420,4560,4280,4340,112990,25308.0,1166290.0
2005-01-18,4400,4680,4330,4340,147071,25308.0,1166290.0
2005-01-19,4400,4450,4200,4450,78835,25950.0,1166290.0
2005-01-20,4560,4660,4490,4500,104080,26242.0,1166290.0
2005-01-21,4400,4500,4320,4330,50320,25250.0,1166290.0
2005-01-24,4370,4450,4230,4250,33217,24784.0,1166290.0
2005-01-25,4250,4320,4150,4260,29198,24842.0,1166290.0
2005-01-26,4330,4890,4330,4600,172810,26825.0,1166290.0
2005-01-27,4700,4730,4200,4320,55878,25192.0,1166290.0
2005-01-28,4350,4600,4350,4400,39450,25658.0,1166290.0
2005-01-31,4470,4800,4450,4620,35210,26941.0,1166290.0
2005-02-01,4610,5120,4560,5120,96548,29857.0,1166290.0
2005-02-02,5180,5220,4840,4960,47257,28924.0,1166290.0
2005-02-03,5040,5300,4960,5070,68080,29565.0,1166290.0
2005-02-04,5100,5160,4880,5100,37382,29740.0,1166290.0
2005-02-07,5170,5380,5170,5320,44730,31023.0,1166290.0
2005-02-11,5230,5360,5120,5300,23084,30907.0,1166290.0
2005-02-14,5310,5780,5300,5560,57564,32423.0,1166290.0
2005-02-15,5670,5670,5360,5420,23129,31606.0,1166290.0
2005-02-16,5500,5500,5280,5350,32837,31198.0,1166290.0
2005-02-17,5300,5420,5200,5260,27880,30673.0,1166290.0
2005-02-18,5200,5350,5100,5230,23546,30498.0,1166290.0
2005-02-21,5360,5360,5120,5200,19640,30324.0,1166290.0
2005-02-22,5250,5250,5100,5170,12350,30149.0,1166290.0
2005-02-23,5060,5180,4990,5030,18349,29332.0,1166290.0
2005-02-24,5200,5360,5110,5260,32554,30673.0,1166290.0
2005-02-25,5260,5550,5070,5070,58289,29565.0,1166290.0
2005-02-28,5140,5220,5060,5140,24270,29974.0,1166290.0
2005-03-02,5300,5300,5000,5150,23410,30032.0,1166290.0
2005-03-03,5040,5110,5020,5090,8730,29682.0,1166290.0
2005-03-04,5020,5120,5020,5080,6857,29624.0,1166290.0
2005-03-07,5080,5260,5030,5090,13721,29682.0,1166290.0
2005-03-08,5060,5150,4800,4820,16303,28108.0,1166290.0
2005-03-09,4770,4800,4600,4700,14371,27408.0,1166290.0
2005-03-10,4620,4780,4560,4690,12140,27350.0,1166290.0
2005-03-11,4720,4900,4660,4900,13345,28574.0,1166290.0
2005-03-14,4820,4850,4740,4800,13500,27991.0,1166290.0
2005-03-15,4780,4870,4680,4700,8370,27408.0,1166290.0
2005-03-16,4620,4770,4620,4680,6340,27291.0,1166290.0
2005-03-17,4620,4680,4560,4560,7410,26591.0,1166290.0
2005-03-18,4550,4560,4340,4340,25520,25308.0,1166290.0
2005-03-21,4350,4380,4200,4340,20200,25308.0,1166290.0
2005-03-22,4320,4320,4260,4300,5050,25075.0,1166290.0
2005-03-23,4300,4300,4070,4110,26520,23967.0,1166290.0
2005-03-24,4110,4220,4010,4020,21650,23442.0,1166290.0
2005-03-25,3970,4080,3960,4060,17660,23676.0,1166290.0
2005-03-28,4140,4280,4120,4280,13360,24959.0,1166290.0
2005-03-29,4340,4340,4220,4300,19694,25075.0,1166290.0
2005-03-30,4120,4200,4120,4160,7865,24259.0,1166290.0
2005-03-31,4240,4520,4170,4300,15481,25075.0,1166290.0
2005-04-01,4280,4400,4280,4380,12641,25542.0,1166290.0
2005-04-04,4250,4580,4230,4460,2660,26008.0,1166290.0
2005-04-06,4410,4460,4320,4450,6775,25950.0,1166290.0
2005-04-07,4410,4420,4280,4380,9270,25542.0,1166290.0
2005-04-08,4350,4460,4320,4440,8081,25892.0,1166290.0
2005-04-11,4380,4440,4360,4440,3370,25892.0,1166290.0
2005-04-12,4440,4440,4390,4390,4090,25600.0,1166290.0
