제일약품(271980),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-04-10,43000,44600,42400,43900,16427,645544.0,14704872.0
2019-04-11,43550,45200,43550,45100,37101,663190.0,14704872.0
2019-04-12,44700,45150,44300,44350,15364,652161.0,14704872.0
2019-04-15,44300,44800,44000,44350,10883,652161.0,14704872.0
2019-04-16,44350,44400,43850,43900,16432,645544.0,14704872.0
2019-04-17,44550,44600,43550,43900,11656,645544.0,14704872.0
2019-04-18,43900,43900,42850,43250,31322,635986.0,14704872.0
2019-04-19,42900,43650,42900,43100,8450,633780.0,14704872.0
2019-04-22,43000,43450,42900,43100,14745,633780.0,14704872.0
2019-04-23,43100,43550,42900,43250,22158,635986.0,14704872.0
2019-04-24,43650,43650,43050,43150,16976,634515.0,14704872.0
2019-04-25,43150,43400,42950,42950,8686,631574.0,14704872.0
2019-04-26,42350,43000,41800,41900,24336,616134.0,14704872.0
2019-04-29,41900,42750,41550,42600,17010,626428.0,14704872.0
2019-04-30,42200,42750,41800,42600,13308,626428.0,14704872.0
2019-05-02,42550,43350,42400,43050,10420,633045.0,14704872.0
2019-05-03,43400,43400,42200,42450,14382,624222.0,14704872.0
2019-05-07,42000,42200,39000,41050,31583,603635.0,14704872.0
2019-05-08,40550,41500,39700,41150,34382,605105.0,14704872.0
2019-05-09,40700,41100,39950,40000,23368,588195.0,14704872.0
2019-05-10,39900,40500,39200,40000,22684,588195.0,14704872.0
2019-05-13,39550,40000,39150,39150,14857,575696.0,14704872.0
2019-05-14,38000,41400,38000,40950,39065,602165.0,14704872.0
2019-05-15,41350,41600,40700,41550,17186,610987.0,14704872.0
2019-05-16,42100,42100,41000,41500,21083,610252.0,14704872.0
2019-05-17,42100,42100,40650,40650,14207,597753.0,14704872.0
2019-05-20,40350,40350,38400,38400,50960,564667.0,14704872.0
2019-05-21,37650,39150,37650,38500,27771,566138.0,14704872.0
2019-05-22,38250,38900,38050,38050,15852,559520.0,14704872.0
2019-05-23,38000,38450,35800,36000,50457,529375.0,14704872.0
2019-05-24,35700,36700,35700,36500,41007,536728.0,14704872.0
2019-05-27,36050,36750,35850,36300,16528,533787.0,14704872.0
2019-05-28,36300,36700,35300,35300,31229,519082.0,14704872.0
2019-05-29,35950,36200,35150,35250,33794,518347.0,14704872.0
2019-05-30,35000,35700,34400,35250,31641,518347.0,14704872.0
2019-05-31,35000,36000,34800,35650,22983,524229.0,14704872.0
2019-06-03,35350,35950,35000,35550,13311,522758.0,14704872.0
2019-06-04,35200,35600,34900,35200,29188,517611.0,14704872.0
2019-06-05,35400,36400,35400,35800,25825,526434.0,14704872.0
2019-06-07,36500,36500,35700,36050,18401,530111.0,14704872.0
2019-06-10,36050,36550,35600,35900,21751,527905.0,14704872.0
2019-06-11,35900,36700,35750,36700,23611,539669.0,14704872.0
2019-06-12,36700,36750,36150,36300,13688,533787.0,14704872.0
2019-06-13,36200,36650,35900,36200,20855,532316.0,14704872.0
2019-06-14,36550,45900,36350,40650,1310103,597753.0,14704872.0
2019-06-17,40150,40300,37800,37850,210842,556579.0,14704872.0
2019-06-18,38050,39850,37150,37550,205506,552168.0,14704872.0
2019-06-19,37600,38750,37400,37700,61986,554374.0,14704872.0
2019-06-20,37700,39400,37450,39100,69167,574960.0,14704872.0
2019-06-21,39050,39100,38000,38450,44172,565402.0,14704872.0
2019-06-24,38150,39750,38100,39000,34859,573490.0,14704872.0
2019-06-25,38750,39750,38750,39100,42673,574960.0,14704872.0
2019-06-26,38950,40250,38500,38700,46579,569079.0,14704872.0
2019-06-27,38500,39050,37600,37600,48337,552903.0,14704872.0
2019-06-28,37600,38000,37250,37400,22015,549962.0,14704872.0
2019-07-01,37200,38300,37200,37850,21438,556579.0,14704872.0
2019-07-02,37500,38200,37400,38150,14831,560991.0,14704872.0
2019-07-03,38000,38200,37600,37650,10204,553638.0,14704872.0
2019-07-04,37400,37750,35600,36300,61358,533787.0,14704872.0
2019-07-05,36000,37000,35900,36300,20550,533787.0,14704872.0
2019-07-08,36000,36850,34950,35100,42886,516141.0,14704872.0
2019-07-09,34500,35350,33850,33850,33388,497760.0,14704872.0
2019-07-10,33850,34800,33850,34250,24442,503642.0,14704872.0
2019-07-11,34050,34700,34000,34400,12053,505848.0,14704872.0
2019-07-12,34500,35550,34400,35100,13651,516141.0,14704872.0
2019-07-15,34800,35450,34100,34200,19964,502907.0,14704872.0
2019-07-16,34200,34600,34150,34300,11232,504377.0,14704872.0
2019-07-17,34150,34600,33900,34200,12220,502907.0,14704872.0
2019-07-18,34000,35700,33950,35050,25773,515406.0,14704872.0
2019-07-19,35150,36150,35150,36150,17267,531581.0,14704872.0
2019-07-22,35950,37350,35950,37000,26655,544080.0,14704872.0
2019-07-23,37300,37300,36200,36200,18117,532316.0,14704872.0
2019-07-24,36200,36200,34500,34650,35079,509524.0,14704872.0
2019-07-25,34250,34800,33900,34250,22263,503642.0,14704872.0
2019-07-26,33850,34300,33350,33500,25542,492613.0,14704872.0
2019-07-29,33500,33500,30750,30800,77874,452910.0,14704872.0
2019-07-30,30100,31300,30100,30650,35846,450704.0,14704872.0
2019-07-31,30650,31500,29500,31400,46607,461733.0,14704872.0
2019-08-01,30700,39300,30700,32650,686646,480114.0,14704872.0
2019-08-02,31650,32600,31300,31850,70918,468350.0,14704872.0
2019-08-05,31500,31550,28950,28950,96415,425706.0,14704872.0
2019-08-06,27150,29200,26400,27300,109602,401443.0,14704872.0
2019-08-07,26800,28100,26550,27250,63125,400708.0,14704872.0
2019-08-08,27300,28600,27300,28100,39007,413207.0,14704872.0
2019-08-09,28150,28800,28150,28350,22603,416883.0,14704872.0
2019-08-12,28350,28800,27700,28600,18396,420559.0,14704872.0
2019-08-13,28200,29050,28200,28650,14882,421295.0,14704872.0
2019-08-14,28800,29200,28250,28250,19960,415413.0,14704872.0
2019-08-16,28250,29200,28050,28300,19228,416148.0,14704872.0
2019-08-19,28550,29500,28450,29500,23027,433794.0,14704872.0
2019-08-20,29550,30300,29550,30050,13462,441881.0,14704872.0
2019-08-21,29750,30400,29750,30250,28382,444822.0,14704872.0
2019-08-22,30450,30700,29950,30000,13256,441146.0,14704872.0
2019-08-23,29550,30250,29550,30000,16525,441146.0,14704872.0
2019-08-26,29000,29900,28950,29100,14479,427912.0,14704872.0
2019-08-27,29200,29750,28600,28800,11347,423500.0,14704872.0
2019-08-28,28600,30300,28600,29900,11171,439676.0,14704872.0
2019-08-29,29500,30300,29300,29700,23965,436735.0,14704872.0
2019-08-30,29850,30400,29800,29800,14831,438205.0,14704872.0
2019-09-02,29500,30550,29500,30300,15262,445558.0,14704872.0
2019-09-03,30300,30900,30050,30150,11993,443352.0,14704872.0
2019-09-04,30450,30500,30100,30250,12691,444822.0,14704872.0
2019-09-05,30250,31100,30250,30700,20030,451440.0,14704872.0
2019-09-06,30700,30800,30050,30150,16542,443352.0,14704872.0
2019-09-09,30000,30800,30000,30250,13432,444822.0,14704872.0
2019-09-10,30450,30500,30150,30250,8646,444822.0,14704872.0
2019-09-11,30300,30600,30250,30600,9007,449969.0,14704872.0
2019-09-16,30650,31200,30400,31100,14273,457322.0,14704872.0
2019-09-17,31100,33750,31100,33100,47427,486731.0,14704872.0
2019-09-18,33150,33150,32250,32250,22881,474232.0,14704872.0
2019-09-19,32100,32700,32100,32100,10632,472026.0,14704872.0
2019-09-20,32750,32800,32000,32800,12978,482320.0,14704872.0
2019-09-23,32850,33100,32150,32600,16973,479379.0,14704872.0
2019-09-24,32300,32750,32150,32650,15157,480114.0,14704872.0
2019-09-25,32600,32600,31800,31900,21513,469085.0,14704872.0
2019-09-26,31950,32200,31500,31700,16713,466144.0,14704872.0
2019-09-27,31450,32550,30700,31300,23066,460262.0,14704872.0
2019-09-30,31000,31250,30500,30550,13966,,
2019-10-01,30400,32300,30400,31750,24105,,
2019-10-02,31050,32000,31000,31500,9607,,
2019-10-04,31300,31350,30750,31200,11469,,
2019-10-07,31000,34050,31000,32600,84351,,
