부국증권(001270),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-05-09,4020,4050,3970,4000,1440,41480.0,10369886.0
2003-05-12,4020,4210,4020,4110,9231,42620.0,10369886.0
2003-05-13,4200,4200,4000,4030,7390,41791.0,10369886.0
2003-05-14,4040,4040,4030,4040,11280,41894.0,10369886.0
2003-05-15,3955,4090,3955,4090,5000,42413.0,10369886.0
2003-05-16,4090,4090,3950,4010,5220,41583.0,10369886.0
2003-05-19,4000,4010,3930,4000,3160,41480.0,10369886.0
2003-05-20,3970,4000,3930,4000,17901,41480.0,10369886.0
2003-05-21,3910,4050,3910,3915,1181,40598.0,10369886.0
2003-05-22,4000,4000,3820,3900,26220,40443.0,10369886.0
2003-05-23,3900,4045,3900,3990,19040,41376.0,10369886.0
2003-05-26,4060,4060,3910,4000,12580,41480.0,10369886.0
2003-05-27,4080,4080,3940,3940,3704,40857.0,10369886.0
2003-05-28,4080,4090,3960,4000,12644,41480.0,10369886.0
2003-05-29,4010,4045,3975,4000,15050,41480.0,10369886.0
2003-05-30,4020,4020,3900,3970,17650,41168.0,10369886.0
2003-06-02,4030,4500,4000,4235,59228,43916.0,10369886.0
2003-06-03,4275,4275,4150,4245,26250,44020.0,10369886.0
2003-06-04,4380,4380,4210,4225,20980,43813.0,10369886.0
2003-06-05,4310,4370,4270,4270,20060,44279.0,10369886.0
2003-06-09,4290,4295,4210,4295,21342,44539.0,10369886.0
2003-06-10,4300,4445,4270,4385,12130,45472.0,10369886.0
2003-06-11,4385,4450,4335,4440,30470,46042.0,10369886.0
2003-06-12,4480,4490,4420,4480,7284,46457.0,10369886.0
2003-06-13,4530,4540,4460,4530,9050,46976.0,10369886.0
2003-06-16,4535,4585,4460,4510,20316,46768.0,10369886.0
2003-06-17,4600,4980,4600,4760,46640,49361.0,10369886.0
2003-06-18,4760,4850,4755,4755,24085,49309.0,10369886.0
2003-06-19,4680,5200,4575,4965,43860,51486.0,10369886.0
2003-06-20,4920,4925,4800,4800,18211,49775.0,10369886.0
2003-06-23,4750,4750,4500,4500,40861,46664.0,10369886.0
2003-06-24,4320,4500,4290,4345,17110,45057.0,10369886.0
2003-06-25,4400,4435,4330,4330,35460,44902.0,10369886.0
2003-06-26,4330,4380,4270,4370,10040,45316.0,10369886.0
2003-06-27,4395,4415,4200,4285,64047,44435.0,10369886.0
2003-06-30,4225,4375,4190,4275,17830,44331.0,10369886.0
2003-07-01,4205,4275,4205,4265,11760,44228.0,10369886.0
2003-07-02,4290,4360,4250,4330,55050,44902.0,10369886.0
2003-07-03,4400,4415,4235,4265,57130,44228.0,10369886.0
2003-07-04,4255,4320,4240,4320,9560,44798.0,10369886.0
2003-07-07,4300,4490,4300,4485,10348,46509.0,10369886.0
2003-07-08,4600,4600,4500,4510,41910,46768.0,10369886.0
2003-07-09,4550,4650,4510,4560,19240,47287.0,10369886.0
2003-07-10,4560,4640,4520,4520,24200,46872.0,10369886.0
2003-07-11,4400,4500,4400,4460,11720,46250.0,10369886.0
2003-07-14,4350,4620,4350,4555,14190,47235.0,10369886.0
2003-07-15,4555,4600,4430,4460,18020,46250.0,10369886.0
2003-07-16,4430,4540,4315,4370,13140,45316.0,10369886.0
2003-07-18,4265,4300,4210,4255,12680,44124.0,10369886.0
2003-07-21,4385,4385,4180,4280,6730,44383.0,10369886.0
2003-07-22,4250,4300,4205,4280,8240,44383.0,10369886.0
2003-07-23,4280,4290,4220,4220,4450,43761.0,10369886.0
2003-07-24,4220,4360,4185,4345,9750,45057.0,10369886.0
2003-07-25,4215,4300,4215,4295,2180,44539.0,10369886.0
2003-07-28,4310,4400,4290,4295,17300,44539.0,10369886.0
2003-07-29,4300,4300,4220,4230,10210,43865.0,10369886.0
2003-07-30,4250,4290,4190,4280,13450,44383.0,10369886.0
2003-07-31,4210,4500,4210,4500,22600,46664.0,10369886.0
2003-08-01,4400,4490,4350,4400,930,45627.0,10369886.0
2003-08-04,4275,4385,4230,4310,8480,44694.0,10369886.0
2003-08-05,4250,4330,4220,4290,4520,44487.0,10369886.0
2003-08-06,4200,4250,4015,4250,12070,44072.0,10369886.0
2003-08-07,4200,4275,4160,4200,2150,43554.0,10369886.0
2003-08-08,4200,4255,4170,4200,2880,43554.0,10369886.0
2003-08-11,4150,4195,4080,4140,8440,42931.0,10369886.0
2003-08-12,4190,4190,4110,4175,8909,43294.0,10369886.0
2003-08-13,4220,4220,4140,4145,4919,42983.0,10369886.0
2003-08-14,4120,4300,4120,4225,18440,43813.0,10369886.0
2003-08-18,4260,4300,4230,4285,8750,44435.0,10369886.0
2003-08-19,4300,4340,4240,4250,5971,44072.0,10369886.0
2003-08-20,4220,4265,4150,4150,5970,43035.0,10369886.0
2003-08-21,4200,4500,4155,4460,26540,46250.0,10369886.0
2003-08-22,4530,4530,4355,4405,21790,45679.0,10369886.0
2003-08-25,4350,4490,4350,4420,6390,45835.0,10369886.0
2003-08-26,4430,4430,4360,4400,13070,45627.0,10369886.0
2003-08-27,4445,4650,4400,4485,90440,46509.0,10369886.0
2003-08-28,4495,4495,4325,4420,9950,45835.0,10369886.0
2003-08-29,4335,4430,4325,4415,12430,45783.0,10369886.0
2003-09-01,4490,4490,4400,4460,1530,46250.0,10369886.0
2003-09-02,4400,4495,4400,4460,15559,46250.0,10369886.0
2003-09-03,4500,4570,4370,4375,16130,45368.0,10369886.0
2003-09-04,4420,4420,4350,4390,6571,45524.0,10369886.0
2003-09-05,4350,4410,4350,4395,2280,45576.0,10369886.0
2003-09-08,4410,4410,4300,4300,660,44591.0,10369886.0
2003-09-09,4390,4390,4300,4325,1680,44850.0,10369886.0
2003-09-15,4400,4400,4300,4300,1410,44591.0,10369886.0
2003-09-16,4305,4425,4285,4320,9070,44798.0,10369886.0
2003-09-17,4410,4410,4275,4280,27110,44383.0,10369886.0
2003-09-18,4370,4370,4200,4235,7100,43916.0,10369886.0
2003-09-19,4190,4355,4150,4150,16980,43035.0,10369886.0
2003-09-22,4135,4135,3900,4000,15110,41480.0,10369886.0
2003-09-23,3900,3955,3800,3950,11650,40961.0,10369886.0
2003-09-24,3960,4090,3865,3955,6771,41013.0,10369886.0
2003-09-25,3890,4070,3800,3920,6730,40650.0,10369886.0
2003-09-26,3860,3940,3800,3800,1920,39406.0,10369886.0
2003-09-29,3750,3820,3750,3810,8156,39509.0,10369886.0
2003-09-30,3810,3900,3800,3900,13300,40443.0,10369886.0
2003-10-01,3810,3885,3800,3820,2410,39613.0,10369886.0
2003-10-02,3950,3950,3820,3820,11860,39613.0,10369886.0
2003-10-06,3800,3940,3800,3835,4880,39769.0,10369886.0
2003-10-07,3820,3925,3820,3840,8050,39820.0,10369886.0
2003-10-08,3840,3905,3830,3830,7350,39717.0,10369886.0
2003-10-09,3900,3905,3830,3850,1670,39924.0,10369886.0
2003-10-10,3885,4190,3885,4100,23400,42517.0,10369886.0
2003-10-13,4030,4040,3900,3980,9760,41272.0,10369886.0
2003-10-14,3980,4090,3960,4010,16800,41583.0,10369886.0
2003-10-15,4005,4010,3930,3990,6470,41376.0,10369886.0
2003-10-16,3995,3995,3890,3990,7210,41376.0,10369886.0
2003-10-17,3970,4025,3920,3985,3000,41324.0,10369886.0
2003-10-20,3810,3965,3810,3910,5740,40546.0,10369886.0
2003-10-21,3910,3920,3780,3890,4690,40339.0,10369886.0
2003-10-22,3825,3865,3800,3800,7085,39406.0,10369886.0
2003-10-23,3790,3810,3760,3810,1000,39509.0,10369886.0
2003-10-24,3810,3810,3740,3810,5080,39509.0,10369886.0
2003-10-27,3740,3800,3730,3760,2370,38991.0,10369886.0
2003-10-28,3740,3840,3740,3840,20460,39820.0,10369886.0
2003-10-29,3820,3880,3820,3850,8210,39924.0,10369886.0
2003-10-30,3840,3840,3765,3800,4940,39406.0,10369886.0
2003-10-31,3760,3840,3715,3840,7550,39820.0,10369886.0
2003-11-03,3780,3840,3770,3785,2480,39250.0,10369886.0
2003-11-04,3840,3910,3810,3830,11310,39717.0,10369886.0
2003-11-05,3805,3940,3805,3840,12301,39820.0,10369886.0
2003-11-06,3930,3945,3830,3935,5641,40806.0,10369886.0
2003-11-07,3900,3990,3850,3990,4470,41376.0,10369886.0
2003-11-10,3930,4000,3865,3910,5360,40546.0,10369886.0
2003-11-11,3910,3990,3830,3965,8290,41117.0,10369886.0
2003-11-12,3965,3965,3855,3860,9970,40028.0,10369886.0
2003-11-13,3900,3915,3870,3870,12379,40131.0,10369886.0
2003-11-14,3820,4025,3820,3970,12280,41168.0,10369886.0
2003-11-17,3950,3970,3910,3970,6870,41168.0,10369886.0
2003-11-18,3910,3990,3860,3900,2090,40443.0,10369886.0
2003-11-19,3870,3935,3830,3850,9400,39924.0,10369886.0
2003-11-20,3850,3875,3760,3860,7420,40028.0,10369886.0
2003-11-21,3930,3935,3755,3930,12900,40754.0,10369886.0
2003-11-24,3850,3990,3810,3850,10924,39924.0,10369886.0
2003-11-25,3790,3880,3790,3850,19010,39924.0,10369886.0
2003-11-26,3800,3945,3780,3780,64820,39198.0,10369886.0
2003-11-27,3880,3880,3785,3790,5190,39302.0,10369886.0
2003-11-28,3850,3865,3780,3840,2720,39820.0,10369886.0
2003-12-01,3840,4080,3820,3900,13610,40443.0,10369886.0
2003-12-02,3900,3990,3860,3940,4401,40857.0,10369886.0
2003-12-03,3990,3990,3870,3880,15410,40235.0,10369886.0
2003-12-04,3845,3940,3845,3900,370,40443.0,10369886.0
2003-12-05,3910,3935,3830,3890,8250,40339.0,10369886.0
2003-12-08,4000,4000,3870,3935,5910,40806.0,10369886.0
2003-12-09,3950,3955,3835,3915,16580,40598.0,10369886.0
2003-12-10,3855,3910,3855,3890,1440,40339.0,10369886.0
2003-12-11,3830,3905,3815,3900,7760,40443.0,10369886.0
2003-12-12,3910,3920,3870,3900,3680,40443.0,10369886.0
2003-12-15,3865,3990,3855,3990,19620,41376.0,10369886.0
2003-12-16,3870,3920,3860,3870,5470,40131.0,10369886.0
2003-12-17,3870,3910,3840,3885,1270,40287.0,10369886.0
2003-12-18,3920,3920,3850,3920,10320,40650.0,10369886.0
2003-12-19,3950,3950,3855,3870,23720,40131.0,10369886.0
2003-12-22,3850,3920,3850,3895,1280,40391.0,10369886.0
2003-12-23,3895,3895,3820,3850,580,39924.0,10369886.0
2003-12-24,3850,3895,3780,3780,4560,39198.0,10369886.0
2003-12-26,3770,3800,3655,3800,15460,39406.0,10369886.0
2003-12-29,3750,3835,3750,3805,9140,39457.0,10369886.0
2003-12-30,3850,3945,3805,3900,21990,40443.0,10369886.0
2004-01-02,3925,3955,3870,3940,16290,40857.0,10369886.0
2004-01-05,3940,4150,3900,4100,17990,42517.0,10369886.0
2004-01-06,4010,4050,3950,4000,17580,41480.0,10369886.0
2004-01-07,4000,4110,3970,4100,7920,42517.0,10369886.0
2004-01-08,4000,4050,3960,3965,2050,41117.0,10369886.0
2004-01-09,3900,4020,3900,4020,9710,41687.0,10369886.0
2004-01-12,4025,4200,4020,4115,7570,42672.0,10369886.0
2004-01-13,4160,4160,4060,4100,12620,42517.0,10369886.0
2004-01-14,4100,4110,4050,4050,5520,41998.0,10369886.0
2004-01-15,4050,4100,4050,4050,1050,41998.0,10369886.0
2004-01-16,4050,4100,4050,4100,30,42517.0,10369886.0
2004-01-19,4100,4100,3960,4090,3360,42413.0,10369886.0
2004-01-20,3970,4100,3955,4070,9800,42205.0,10369886.0
2004-01-26,4050,4160,4020,4160,11440,43139.0,10369886.0
2004-01-27,4150,4150,4070,4130,1360,42828.0,10369886.0
2004-01-28,4100,4170,4025,4025,13740,41739.0,10369886.0
2004-01-29,4025,4030,3920,4030,7500,41791.0,10369886.0
2004-01-30,3970,4050,3930,4045,15940,41946.0,10369886.0
2004-02-02,4060,4060,4000,4000,4990,41480.0,10369886.0
2004-02-03,4000,4000,3910,3950,10580,40961.0,10369886.0
2004-02-04,3950,3950,3880,3900,5293,40443.0,10369886.0
2004-02-05,3910,3940,3850,3880,15370,40235.0,10369886.0
2004-02-06,3900,3940,3870,3900,5170,40443.0,10369886.0
2004-02-09,3940,4045,3940,4010,12900,41583.0,10369886.0
2004-02-10,4015,4075,4010,4075,15970,42257.0,10369886.0
2004-02-11,4015,4080,4015,4050,4970,41998.0,10369886.0
2004-02-12,4040,4150,4010,4045,17571,41946.0,10369886.0
2004-02-13,4050,4105,4050,4075,4320,42257.0,10369886.0
2004-02-16,4030,4150,4030,4065,7620,42154.0,10369886.0
2004-02-17,4115,4180,4115,4150,16340,43035.0,10369886.0
2004-02-18,4200,4250,4160,4200,9550,43554.0,10369886.0
2004-02-19,4200,4360,4190,4250,5720,44072.0,10369886.0
2004-02-20,4250,4320,4250,4285,7090,44435.0,10369886.0
2004-02-23,4285,4375,4285,4350,10577,45109.0,10369886.0
2004-02-24,4340,4390,4280,4300,6940,44591.0,10369886.0
2004-02-25,4350,4390,4240,4350,17969,45109.0,10369886.0
2004-02-26,4450,4450,4300,4320,16630,44798.0,10369886.0
2004-02-27,4300,4400,4300,4360,17260,45213.0,10369886.0
2004-03-02,4390,4430,4350,4355,6411,45161.0,10369886.0
2004-03-03,4400,4400,4360,4400,8630,45627.0,10369886.0
2004-03-04,4400,4590,4400,4500,23340,46664.0,10369886.0
2004-03-05,4450,4490,4370,4450,5388,46146.0,10369886.0
2004-03-08,4495,4600,4465,4465,12670,46302.0,10369886.0
2004-03-09,4370,4475,4310,4420,17799,45835.0,10369886.0
2004-03-10,4330,4435,4330,4420,8230,45835.0,10369886.0
2004-03-11,4400,4435,4350,4420,13870,45835.0,10369886.0
2004-03-12,4305,4400,3805,4235,15150,43916.0,10369886.0
2004-03-15,4235,4450,4235,4340,15900,45005.0,10369886.0
2004-03-16,4250,4290,4250,4280,10718,44383.0,10369886.0
2004-03-17,4300,4450,4300,4350,4250,45109.0,10369886.0
2004-03-18,4350,4490,4350,4460,16860,46250.0,10369886.0
2004-03-19,4420,4490,4420,4490,45810,46561.0,10369886.0
2004-03-22,4450,4450,4365,4400,7810,45627.0,10369886.0
2004-03-23,4350,4410,4300,4400,48130,45627.0,10369886.0
2004-03-24,4320,4410,4320,4400,11130,45627.0,10369886.0
2004-03-25,4355,4400,4340,4340,23870,45005.0,10369886.0
2004-03-26,4350,4450,4350,4365,12550,45265.0,10369886.0
2004-03-29,4320,4370,4265,4370,22070,45316.0,10369886.0
2004-03-30,4100,4200,4065,4200,32130,43554.0,10369886.0
2004-03-31,4100,4240,4100,4195,5230,43502.0,10369886.0
2004-04-01,4100,4195,4095,4095,4940,42465.0,10369886.0
2004-04-02,4095,4095,4060,4080,6444,42309.0,10369886.0
2004-04-06,4080,4150,4080,4150,16150,43035.0,10369886.0
2004-04-07,4055,4200,4020,4200,14570,43554.0,10369886.0
2004-04-08,4135,4200,4110,4150,25111,43035.0,10369886.0
2004-04-09,4235,4235,4120,4200,4300,43554.0,10369886.0
2004-04-12,4205,4205,4150,4200,20333,43554.0,10369886.0
2004-04-13,4200,4215,4140,4170,17072,43242.0,10369886.0
2004-04-14,4170,4240,4170,4200,25830,43554.0,10369886.0
2004-04-16,4205,4205,4205,4205,2000,43605.0,10369886.0
2004-04-19,4200,4240,4200,4240,7260,43968.0,10369886.0
2004-04-20,4120,4230,4120,4210,3702,43657.0,10369886.0
2004-04-21,4240,4300,4240,4300,15257,44591.0,10369886.0
2004-04-22,4150,4350,4150,4330,22940,44902.0,10369886.0
2004-04-23,4350,4400,4310,4385,27001,45472.0,10369886.0
2004-04-26,4400,4400,4265,4310,1857,44694.0,10369886.0
2004-04-27,4260,4440,4260,4440,95420,46042.0,10369886.0
2004-04-28,4400,4450,4400,4450,8260,46146.0,10369886.0
2004-04-29,4445,4470,4300,4350,18030,45109.0,10369886.0
2004-04-30,4530,5000,4530,5000,152204,51849.0,10369886.0
2004-05-03,5000,5100,4810,5020,160004,52057.0,10369886.0
2004-05-04,5020,5090,5000,5010,87472,51953.0,10369886.0
2004-05-06,5010,5020,4900,4960,189710,51435.0,10369886.0
2004-05-07,4960,4990,4800,4990,155270,51746.0,10369886.0
2004-05-10,4990,4990,4670,4875,119030,50553.0,10369886.0
2004-05-11,4530,4680,4530,4650,8020,48220.0,10369886.0
2004-05-12,4600,4725,4565,4660,13720,48324.0,10369886.0
2004-05-13,4660,4660,4380,4500,102670,46664.0,10369886.0
2004-05-14,4500,4690,4340,4340,113270,45005.0,10369886.0
2004-05-17,4340,4345,4260,4340,229980,45005.0,10369886.0
2004-05-18,4345,4375,4345,4360,10600,45213.0,10369886.0
2004-05-19,4365,4475,4365,4370,11640,45316.0,10369886.0
2004-05-20,4375,4400,4375,4385,3270,45472.0,10369886.0
2004-05-21,4390,4555,4390,4555,5880,47235.0,10369886.0
2004-05-24,4710,4875,4700,4845,12429,50242.0,10369886.0
2004-05-25,4845,4845,4770,4770,890,49464.0,10369886.0
2004-05-27,4950,4985,4720,4720,14085,48946.0,10369886.0
2004-05-28,4760,4840,4760,4825,20260,50035.0,10369886.0
2004-05-31,4830,5000,4830,5000,9440,51849.0,10369886.0
2004-06-01,4995,5000,4770,5000,8460,51849.0,10369886.0
2004-06-02,5010,5120,5010,5120,40121,53094.0,10369886.0
2004-06-03,5140,5400,5130,5330,70490,55271.0,10369886.0
2004-06-04,5370,5490,5200,5390,8721,55894.0,10369886.0
2004-06-07,5200,5390,5200,5390,7060,55894.0,10369886.0
2004-06-08,5390,5450,5390,5420,37148,56205.0,10369886.0
2004-06-09,5500,6220,5430,5860,75363,60768.0,10369886.0
2004-06-10,6190,6190,5860,5900,24461,61182.0,10369886.0
2004-06-11,6100,6100,5050,5690,13671,59005.0,10369886.0
2004-06-14,5080,5700,5080,5460,970,56620.0,10369886.0
2004-06-15,5170,5300,5170,5280,3590,54753.0,10369886.0
2004-06-16,5140,5480,5140,5250,2670,54442.0,10369886.0
2004-06-17,5200,5280,5070,5250,1368,54442.0,10369886.0
2004-06-18,5250,5260,5170,5260,2510,54546.0,10369886.0
2004-06-21,5100,5210,5100,5210,1200,54027.0,10369886.0
2004-06-22,5210,5210,5000,5100,10597,52886.0,10369886.0
2004-06-23,5100,5100,5000,5000,2360,51849.0,10369886.0
2004-06-24,5100,5300,5000,5100,4860,52886.0,10369886.0
2004-06-25,5020,5150,4955,5100,3010,52886.0,10369886.0
2004-06-28,5110,5390,5100,5390,4490,55894.0,10369886.0
2004-06-29,5240,5390,5210,5390,2710,55894.0,10369886.0
2004-06-30,5300,6000,5300,6000,63552,62219.0,10369886.0
2004-07-01,5350,6050,5350,5610,2280,58175.0,10369886.0
2004-07-02,5630,5890,5610,5610,9875,58175.0,10369886.0
2004-07-05,6440,6440,5610,5610,17735,58175.0,10369886.0
2004-07-06,5880,5880,5620,5620,5240,58279.0,10369886.0
2004-07-07,5660,5740,5620,5740,4720,59523.0,10369886.0
2004-07-08,5750,5750,5740,5740,15730,59523.0,10369886.0
2004-07-09,5740,6080,5740,5740,42520,59523.0,10369886.0
2004-07-12,5740,5790,5730,5790,52010,60042.0,10369886.0
2004-07-13,5790,5790,5400,5790,48460,60042.0,10369886.0
2004-07-14,5780,5780,5780,5780,0,59938.0,10369886.0
2004-07-15,5360,5400,5350,5360,1150,55583.0,10369886.0
2004-07-16,5280,5280,5100,5270,1200,54649.0,10369886.0
2004-07-19,5290,5290,5250,5250,170,54442.0,10369886.0
2004-07-20,4825,5200,4825,5190,1270,53820.0,10369886.0
2004-07-21,4900,5180,4900,4955,640,51383.0,10369886.0
2004-07-22,4955,5050,4955,5050,70,52368.0,10369886.0
2004-07-23,4800,4975,4750,4890,1542,50709.0,10369886.0
2004-07-26,4480,4800,4480,4800,2590,49775.0,10369886.0
2004-07-27,4810,4890,4525,4890,1830,50709.0,10369886.0
2004-07-28,5180,5180,4700,5000,542,51849.0,10369886.0
2004-07-29,4700,4980,4695,4980,661,51642.0,10369886.0
2004-07-30,4995,5000,4995,5000,50,51849.0,10369886.0
2004-08-02,4980,5750,4980,5100,961,52886.0,10369886.0
2004-08-03,4770,4970,4770,4965,790,51486.0,10369886.0
2004-08-04,5200,5200,5180,5180,20,53716.0,10369886.0
2004-08-05,4780,5170,4780,5170,1801,53612.0,10369886.0
2004-08-06,5150,5150,5150,5150,0,53405.0,10369886.0
2004-08-09,4770,4770,4770,4770,17,49464.0,10369886.0
2004-08-10,4775,5000,4775,4995,80,51798.0,10369886.0
2004-08-11,4940,5010,4900,5010,730,51953.0,10369886.0
2004-08-12,5000,5000,4765,4990,640,51746.0,10369886.0
2004-08-13,4980,5000,4900,4995,2630,51798.0,10369886.0
2004-08-16,4995,4995,4800,4970,540,51538.0,10369886.0
2004-08-17,4950,4950,4945,4945,220,51279.0,10369886.0
2004-08-18,4930,4950,4825,4950,250,51331.0,10369886.0
2004-08-19,4950,4950,4830,4900,1320,50812.0,10369886.0
2004-08-20,4850,4850,4830,4830,630,50087.0,10369886.0
2004-08-23,4795,4835,4795,4830,340,50087.0,10369886.0
2004-08-24,4800,4830,4755,4755,585,49309.0,10369886.0
2004-08-25,4725,4780,4725,4780,1260,49568.0,10369886.0
2004-08-26,4800,4885,4755,4810,3652,49879.0,10369886.0
2004-08-27,4750,5390,4750,5390,3026,55894.0,10369886.0
2004-08-30,5010,5390,5010,5390,5489,55894.0,10369886.0
2004-08-31,5450,5990,5200,5800,9980,60145.0,10369886.0
2004-09-01,5370,6090,5370,5510,598,57138.0,10369886.0
2004-09-02,5280,5510,5270,5270,1245,54649.0,10369886.0
2004-09-03,5350,5580,5290,5290,1703,54857.0,10369886.0
2004-09-06,5280,5600,5120,5570,580,57760.0,10369886.0
2004-09-07,5200,5500,5200,5500,110,57034.0,10369886.0
2004-09-08,5480,5490,5230,5230,510,54235.0,10369886.0
2004-09-09,5290,5300,5110,5250,760,54442.0,10369886.0
2004-09-10,5380,5400,5350,5400,3700,55997.0,10369886.0
2004-09-13,5400,5710,5300,5460,1139,56620.0,10369886.0
2004-09-14,5740,5740,5260,5500,6630,57034.0,10369886.0
2004-09-15,5800,5800,5370,5490,370,56931.0,10369886.0
2004-09-16,5570,5570,5350,5550,8510,57553.0,10369886.0
2004-09-17,5700,5700,5400,5530,460,57345.0,10369886.0
2004-09-20,5350,5530,5320,5400,1397,55997.0,10369886.0
2004-09-21,5450,5490,5400,5400,1370,55997.0,10369886.0
2004-09-22,5490,5490,5360,5420,2150,56205.0,10369886.0
2004-09-23,5550,5580,5340,5580,780,57864.0,10369886.0
2004-09-24,5400,5910,5400,5860,24135,60768.0,10369886.0
2004-09-30,5860,5950,5700,5950,2550,61701.0,10369886.0
2004-10-01,5520,6130,5520,5720,1090,59316.0,10369886.0
2004-10-04,5610,5960,5610,5850,1040,60664.0,10369886.0
2004-10-05,5850,5850,5710,5750,940,59627.0,10369886.0
2004-10-06,5900,5900,5800,5900,18920,61182.0,10369886.0
2004-10-07,6000,6000,5600,5730,1030,59419.0,10369886.0
2004-10-08,5700,5880,5700,5880,2440,60975.0,10369886.0
2004-10-11,5880,6100,5600,5710,870,59212.0,10369886.0
2004-10-12,5710,5810,5610,5800,4711,60145.0,10369886.0
2004-10-13,5850,5970,5800,5970,10590,61908.0,10369886.0
2004-10-14,5950,5950,5810,5900,9730,61182.0,10369886.0
2004-10-15,5800,5950,5800,5950,540,61701.0,10369886.0
2004-10-18,5850,5950,5850,5950,605,61701.0,10369886.0
2004-10-19,6000,6000,6000,6000,10,62219.0,10369886.0
2004-10-20,6000,6000,5860,5860,2720,60768.0,10369886.0
2004-10-21,5860,5870,5860,5860,630,60768.0,10369886.0
2004-10-22,5950,5950,5950,5950,10,61701.0,10369886.0
2004-10-25,5750,5900,5750,5900,480,61182.0,10369886.0
2004-10-26,5900,6020,5900,6000,11223,62219.0,10369886.0
2004-10-27,5990,5990,5800,5990,1030,62116.0,10369886.0
2004-10-28,5990,5990,5800,5810,170,60249.0,10369886.0
2004-10-29,5810,6480,4955,6300,5830,65330.0,10369886.0
2004-11-01,5810,6190,5810,6150,60350,63775.0,10369886.0
2004-11-02,6140,6140,5870,6100,30,63256.0,10369886.0
2004-11-03,5850,5850,5850,5850,80,60664.0,10369886.0
2004-11-04,5660,6100,5660,5850,1340,60664.0,10369886.0
2004-11-05,6100,6100,5850,5850,550,60664.0,10369886.0
2004-11-08,5850,5900,5850,5850,1150,60664.0,10369886.0
2004-11-09,5900,6000,5800,6000,240,62219.0,10369886.0
2004-11-10,5850,5990,5850,5980,550,62012.0,10369886.0
2004-11-11,5860,5980,5860,5980,30,62012.0,10369886.0
2004-11-12,5800,5970,5800,5900,2800,61182.0,10369886.0
2004-11-15,5800,5900,5800,5900,2460,61182.0,10369886.0
2004-11-16,5880,6020,5880,6020,4740,62427.0,10369886.0
2004-11-17,6020,6490,6020,6300,6810,65330.0,10369886.0
2004-11-18,6070,6150,5860,6150,1080,63775.0,10369886.0
2004-11-19,6300,6300,6000,6010,1270,62323.0,10369886.0
2004-11-22,6000,6000,5110,5800,850,60145.0,10369886.0
2004-11-23,6300,6300,5920,5920,100,61390.0,10369886.0
2004-11-24,5920,6190,5920,6190,300,64190.0,10369886.0
2004-11-25,6390,6390,5900,6140,1000,63671.0,10369886.0
2004-11-26,6190,6190,5900,6080,510,63049.0,10369886.0
2004-11-29,6090,6100,5900,6100,1240,63256.0,10369886.0
2004-11-30,5920,6150,5920,6150,980,63775.0,10369886.0
2004-12-01,6100,6100,5900,6010,1013,62323.0,10369886.0
2004-12-02,6040,6040,6030,6030,2097,62530.0,10369886.0
2004-12-03,6040,6160,6040,6160,310,63878.0,10369886.0
2004-12-06,6010,6220,5950,5950,1640,61701.0,10369886.0
2004-12-07,5900,6160,5900,6100,230,63256.0,10369886.0
2004-12-08,6140,6140,6100,6100,100,63256.0,10369886.0
2004-12-09,6200,6200,5950,6010,730,62323.0,10369886.0
2004-12-10,5950,6050,5950,6000,3370,62219.0,10369886.0
2004-12-13,5900,6000,5800,6000,1310,62219.0,10369886.0
2004-12-14,5900,6050,5900,6050,110,62738.0,10369886.0
2004-12-15,5910,6040,5900,6000,2960,62219.0,10369886.0
2004-12-16,5910,6040,5900,6040,1690,62634.0,10369886.0
2004-12-17,6050,6590,6050,6150,7430,63775.0,10369886.0
2004-12-20,6150,6170,5960,6000,1480,62219.0,10369886.0
2004-12-21,5950,5960,5950,5950,390,61701.0,10369886.0
2004-12-22,6000,6300,6000,6060,1580,62842.0,10369886.0
2004-12-23,6050,6100,6050,6090,560,63153.0,10369886.0
2004-12-24,6000,6130,6000,6130,1930,63567.0,10369886.0
2004-12-27,6130,6200,6010,6110,4590,63360.0,10369886.0
2004-12-28,6010,6300,6010,6300,1620,65330.0,10369886.0
2004-12-29,6110,6510,6110,6500,5640,67404.0,10369886.0
2004-12-30,6350,6500,6250,6500,1080,67404.0,10369886.0
2005-01-03,6450,6700,6320,6700,3580,69478.0,10369886.0
2005-01-04,6600,6610,6500,6600,840,68441.0,10369886.0
2005-01-05,6600,6700,6500,6700,2200,69478.0,10369886.0
2005-01-06,6570,6630,6560,6630,570,68752.0,10369886.0
2005-01-07,6630,7000,6500,6700,1120,69478.0,10369886.0
2005-01-10,6690,6700,6650,6650,285,68960.0,10369886.0
2005-01-11,6650,6650,6410,6560,940,68026.0,10369886.0
2005-01-12,6510,6510,6310,6460,2290,66989.0,10369886.0
2005-01-13,6440,6550,6300,6460,3170,66989.0,10369886.0
2005-01-14,6350,6490,6310,6490,1750,67301.0,10369886.0
2005-01-17,6500,6600,6500,6540,4710,67819.0,10369886.0
2005-01-18,6550,6600,6400,6450,9189,66886.0,10369886.0
2005-01-19,6530,6530,6380,6450,1837,66886.0,10369886.0
2005-01-20,6400,6450,6380,6430,2220,66678.0,10369886.0
2005-01-21,6320,6490,6290,6430,3530,66678.0,10369886.0
2005-01-24,6430,6460,6380,6460,4370,66989.0,10369886.0
