현대백화점(069960),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-03-21,96800,97400,93900,93900,59455,2126987.0,22651622.0
2006-03-22,91900,93500,91000,91300,71679,2068093.0,22651622.0
2006-03-23,93000,93000,90200,91000,68402,2061298.0,22651622.0
2006-03-24,89600,91100,89600,90900,56673,2059032.0,22651622.0
2006-03-27,90500,95400,90500,95000,80298,2151904.0,22651622.0
2006-03-28,95800,95800,92100,93200,43119,2111131.0,22651622.0
2006-03-29,92800,92800,90400,91300,77881,2068093.0,22651622.0
2006-03-30,91300,91300,88900,89900,160920,2036381.0,22651622.0
2006-03-31,89900,90900,89000,90800,262664,2056767.0,22651622.0
2006-04-03,90800,94200,90100,94000,177403,2129252.0,22651622.0
2006-04-04,93700,99200,93700,97600,224120,2210798.0,22651622.0
2006-04-05,99000,102500,98200,102000,220754,2310465.0,22651622.0
2006-04-06,102500,104000,101000,102000,128852,2310465.0,22651622.0
2006-04-07,103000,103000,101000,102000,35120,2310465.0,22651622.0
2006-04-10,100500,103000,100000,102000,27226,2310465.0,22651622.0
2006-04-11,101000,102000,99400,101500,56377,2299410.0,22654282.0
2006-04-12,98600,99400,95000,96000,230409,2174811.0,22654282.0
2006-04-13,95000,95400,93700,95000,145415,2152157.0,22654282.0
2006-04-14,95000,98000,95000,97800,75465,2215589.0,22654282.0
2006-04-17,96400,98700,96300,96700,63772,2190669.0,22654282.0
2006-04-18,95900,96400,94100,94900,125217,2149891.0,22654282.0
2006-04-19,95200,97500,95200,96200,157995,2179342.0,22654282.0
2006-04-20,95700,96300,91400,91600,215617,2075132.0,22654282.0
2006-04-21,92000,93700,92000,92800,125415,2102317.0,22654282.0
2006-04-24,92800,93200,89900,89900,151140,2036620.0,22654282.0
2006-04-25,89700,93300,89700,91200,125558,2066071.0,22654282.0
2006-04-26,90500,92200,90400,92000,78486,2084194.0,22654282.0
2006-04-27,91900,92800,90600,91000,88482,2061540.0,22654282.0
2006-04-28,90900,91700,90100,90500,117379,2050213.0,22654282.0
2006-05-02,91400,91500,88000,88400,98958,2002639.0,22654282.0
2006-05-03,88000,89700,88000,88200,94321,1998108.0,22654282.0
2006-05-04,88200,89100,85300,85700,151663,1941472.0,22654282.0
2006-05-08,86300,86500,83200,84600,268724,1916552.0,22654282.0
2006-05-09,85900,89800,85700,88500,307829,2004904.0,22654282.0
2006-05-10,89300,89800,88500,89200,168156,2020762.0,22654282.0
2006-05-11,88700,89300,86400,88900,112659,2013966.0,22654282.0
2006-05-12,87100,90000,87100,89400,102518,2025293.0,22654282.0
2006-05-15,88500,88500,85500,86500,161590,1959595.0,22654282.0
2006-05-16,87000,87700,83800,83900,123131,1900694.0,22654282.0
2006-05-17,83500,85000,83000,83000,71221,1880305.0,22654282.0
2006-05-18,82000,82000,77200,77500,137977,1755707.0,22654282.0
2006-05-19,78000,78400,75500,77200,353126,1748911.0,22654282.0
2006-05-22,78000,79300,77000,77500,215620,1755707.0,22654282.0
2006-05-23,77000,78100,75900,77000,89158,1744380.0,22654282.0
2006-05-24,78500,84100,77700,82100,311414,1859917.0,22654282.0
2006-05-25,83800,83800,80700,81100,84640,1837262.0,22654282.0
2006-05-26,81100,83300,81000,81500,42062,1846324.0,22654282.0
2006-05-29,80900,81500,78200,80000,75504,1812343.0,22654282.0
2006-05-30,80000,82000,79000,81500,133580,1846324.0,22654282.0
2006-06-01,79500,81400,75700,76000,129109,1721725.0,22654282.0
2006-06-02,76900,77400,71500,73000,169402,1653763.0,22654282.0
2006-06-05,73600,74000,72200,73500,195806,1665090.0,22654282.0
2006-06-07,72200,73300,68100,69000,180260,1563145.0,22654282.0
2006-06-08,69700,71200,68400,68500,233589,1551818.0,22654282.0
2006-06-09,69000,70200,67600,67800,182373,1535960.0,22654282.0
2006-06-12,67200,67400,64600,66500,303483,1506510.0,22654282.0
2006-06-13,66300,67700,65100,65700,229910,1488386.0,22654282.0
2006-06-14,65700,70000,64600,68600,261387,1554084.0,22654282.0
2006-06-15,69300,71800,68700,69200,156692,1567676.0,22654282.0
2006-06-16,72300,73500,71200,72800,110655,1649232.0,22654282.0
2006-06-19,72600,72900,71000,72000,72573,1631108.0,22654282.0
2006-06-20,72000,72000,68500,68500,52330,1551818.0,22654282.0
2006-06-21,68500,69200,66100,66100,52152,1497448.0,22654282.0
2006-06-22,67400,69400,66800,67100,103422,1520102.0,22654282.0
2006-06-23,66200,67300,65900,67000,61513,1517837.0,22654282.0
2006-06-26,67600,69100,67000,67300,31300,1524633.0,22654282.0
2006-06-27,68800,68800,65500,67100,136738,1520102.0,22654282.0
2006-06-28,66000,66000,63900,64500,190691,1461201.0,22654282.0
2006-06-29,65800,72800,65100,68800,238223,1558615.0,22654282.0
2006-06-30,71700,74300,71300,73300,213699,1660559.0,22654282.0
2006-07-03,73800,74500,70000,74000,86081,1676417.0,22654282.0
2006-07-04,74600,75700,73000,74600,93158,1690009.0,22654282.0
2006-07-05,74400,77200,73400,75700,93118,1714929.0,22654282.0
2006-07-06,76300,76500,73000,75700,99147,1714929.0,22654282.0
2006-07-07,77600,79000,76200,77500,180205,1755707.0,22654282.0
2006-07-10,76200,79900,75100,79900,90461,1810077.0,22654282.0
2006-07-11,79800,79900,77000,77100,110358,1746645.0,22654282.0
2006-07-12,77200,78300,75300,75500,64024,1710398.0,22654282.0
2006-07-13,75000,77300,73600,74000,89495,1676417.0,22654282.0
2006-07-14,74000,74000,71700,72000,129657,1631108.0,22654282.0
2006-07-18,70200,71700,67600,68000,67072,1540491.0,22654282.0
2006-07-19,68100,69900,67500,68000,81586,1540491.0,22654282.0
2006-07-20,70800,72000,69600,72000,165014,1631108.0,22654282.0
2006-07-21,69100,71300,69100,70700,71113,1601658.0,22654282.0
2006-07-24,69300,69600,67800,68800,108170,1558615.0,22654282.0
2006-07-25,69000,69700,68000,68100,135613,1542757.0,22654282.0
2006-07-26,68100,68800,66900,66900,244063,1515571.0,22654282.0
2006-07-27,67000,68600,67000,68000,150235,1540491.0,22654282.0
2006-07-28,68100,69500,67400,69200,121631,1567676.0,22654282.0
2006-07-31,70400,71000,69200,69400,98392,1572207.0,22654282.0
2006-08-01,69200,70200,67400,67400,103555,1526899.0,22654282.0
2006-08-02,67400,68500,67400,67700,71538,1533695.0,22654282.0
2006-08-03,69700,71100,69400,70500,164788,1597127.0,22654282.0
2006-08-04,72200,73000,71400,72500,145061,1642435.0,22654282.0
2006-08-07,73300,73500,71200,71200,95308,1612985.0,22654282.0
2006-08-08,71200,72400,70800,72000,72415,1631108.0,22654282.0
2006-08-09,71300,73900,70200,72800,71520,1649232.0,22654282.0
2006-08-10,72900,72900,69200,70500,128856,1597127.0,22654282.0
2006-08-11,71300,71500,68900,68900,118454,1560880.0,22654282.0
2006-08-14,69200,70100,68700,69200,48703,1567676.0,22654282.0
2006-08-16,70000,71500,69500,71400,110571,1617516.0,22654282.0
2006-08-17,72400,73800,72200,73500,159451,1665090.0,22654282.0
2006-08-18,74000,74200,72100,72500,117594,1642435.0,22654282.0
2006-08-21,73500,73800,72300,72800,130911,1649232.0,22654282.0
2006-08-22,73800,75200,72600,74800,121060,1694540.0,22654282.0
2006-08-23,74200,74900,73500,74300,88182,1683213.0,22654282.0
2006-08-24,73800,74100,72300,73500,68401,1665090.0,22654282.0
2006-08-25,74000,76900,73800,76000,169137,1721725.0,22654282.0
2006-08-28,76600,77100,75400,76900,83274,1742114.0,22654282.0
2006-08-29,77000,77200,75500,75700,96660,1714929.0,22654282.0
2006-08-30,76300,76300,75500,76000,71800,1721725.0,22654282.0
2006-08-31,76100,76500,74600,74800,187820,1694540.0,22654282.0
2006-09-01,75000,75000,73100,73500,208750,1665090.0,22654282.0
2006-09-04,74000,74000,72300,74000,220711,1676417.0,22654282.0
2006-09-05,73400,75300,73200,74900,163003,1696806.0,22654282.0
2006-09-06,74600,75200,73200,73200,163321,1658293.0,22654282.0
2006-09-07,72300,72700,72000,72500,99955,1642435.0,22654282.0
2006-09-08,72200,72900,72000,72000,112553,1631108.0,22654282.0
2006-09-11,72500,73400,71400,71600,125575,1622047.0,22654282.0
2006-09-12,71800,72900,70100,70800,109285,1603923.0,22654282.0
2006-09-13,71800,72000,70800,70800,97034,1603923.0,22654282.0
2006-09-14,71400,73700,70800,73700,133436,1669621.0,22654282.0
2006-09-15,73000,73500,72300,72500,85252,1642435.0,22654282.0
2006-09-18,72200,72800,71200,72100,98225,1633374.0,22654282.0
2006-09-19,72600,74300,72600,73600,144609,1667355.0,22654282.0
2006-09-20,73600,73600,71600,72000,68364,1631108.0,22654282.0
2006-09-21,72300,73000,70700,70800,160433,1603923.0,22654282.0
2006-09-22,70700,70700,68400,68600,187287,1554084.0,22654282.0
2006-09-25,68000,69400,67900,68500,119964,1551818.0,22654282.0
2006-09-26,68500,69100,67200,67300,145958,1524633.0,22654282.0
2006-09-27,67500,69700,67200,67500,202335,1529164.0,22654282.0
2006-09-28,68100,68500,67600,67700,114029,1533695.0,22654282.0
2006-09-29,68500,69300,68000,68000,193962,1540491.0,22654282.0
2006-10-02,68200,68600,67600,67800,126579,1535960.0,22654282.0
2006-10-04,67500,68400,66500,66500,164125,1506510.0,22654282.0
2006-10-09,67000,67900,64900,65400,246081,1481590.0,22654282.0
2006-10-10,65700,67400,65700,66000,128313,1495183.0,22654282.0
2006-10-11,65600,66400,63900,64500,250882,1461201.0,22654282.0
2006-10-12,64800,67600,64800,67000,322021,1517837.0,22654282.0
2006-10-13,68300,71200,67900,70400,322491,1594861.0,22654282.0
2006-10-16,71000,71600,70000,71400,137203,1617516.0,22654282.0
2006-10-17,71700,72300,69600,70500,190942,1597127.0,22654282.0
2006-10-18,70000,70200,68700,69000,242188,1563145.0,22654282.0
2006-10-19,69100,70500,69000,69100,103739,1565411.0,22654282.0
2006-10-20,70300,72400,69900,72000,164520,1631108.0,22654282.0
2006-10-23,72000,72700,71400,72000,108183,1631108.0,22654282.0
2006-10-24,72600,75400,72400,75000,352043,1699071.0,22654282.0
2006-10-25,75400,76500,74700,76400,191207,1730787.0,22654282.0
2006-10-26,76900,78800,76500,78400,359769,1776096.0,22654282.0
2006-10-27,78000,78600,76500,78600,138953,1780627.0,22654282.0
2006-10-30,78900,78900,76500,77000,125814,1744380.0,22654282.0
2006-10-31,77000,79600,76900,78900,275632,1787423.0,22654282.0
2006-11-01,78900,79000,75900,78100,193811,1769456.0,22656282.0
2006-11-02,76900,82000,76900,81700,235744,1851018.0,22656282.0
2006-11-03,82000,82200,81000,82000,247728,1857815.0,22656282.0
2006-11-06,82200,82200,80200,80800,138097,1830628.0,22656282.0
2006-11-07,81800,82600,81100,82600,100192,1871409.0,22656282.0
2006-11-08,82400,83400,79000,79000,69436,1789846.0,22656282.0
2006-11-09,78500,80000,77100,80000,132060,1812503.0,22656282.0
2006-11-10,80200,80200,78800,79300,52763,1796643.0,22656282.0
2006-11-13,78700,79500,77900,78600,66620,1780784.0,22656282.0
2006-11-14,78800,81100,78400,81000,74256,1835159.0,22656282.0
2006-11-15,81000,81300,80100,80800,78293,1830628.0,22656282.0
2006-11-16,81000,81200,79900,80800,117270,1830628.0,22656282.0
2006-11-17,81000,81000,80200,80800,109433,1830628.0,22656282.0
2006-11-20,80300,80400,77600,78000,143633,1767190.0,22656282.0
2006-11-21,77200,77700,76000,77300,123993,1751331.0,22656282.0
2006-11-22,76600,78400,76600,77200,77451,1749065.0,22656282.0
2006-11-23,77300,79000,77000,79000,96022,1789846.0,22656282.0
2006-11-24,78600,79000,77200,77800,133938,1762659.0,22656282.0
2006-11-27,77200,77600,75900,77000,160206,1744534.0,22656282.0
2006-11-28,75700,78500,75600,78000,140629,1767190.0,22656282.0
2006-11-29,78000,82000,78000,82000,134095,1857815.0,22656282.0
2006-11-30,81000,84700,80800,83000,188467,1880471.0,22656282.0
2006-12-01,83000,84700,82300,83800,78027,1898596.0,22656282.0
2006-12-04,83800,83800,80100,80400,84743,1821565.0,22656282.0
2006-12-05,81500,83700,80800,83500,90962,1891800.0,22656282.0
2006-12-06,83400,84300,81400,83500,94306,1891800.0,22656282.0
2006-12-07,83500,86700,83500,86200,141294,1952972.0,22656282.0
2006-12-08,86300,87200,84000,85600,135792,1939378.0,22656282.0
2006-12-11,85600,86300,84300,84900,51432,1923518.0,22656282.0
2006-12-12,84400,85400,82000,82100,70806,1860081.0,22656282.0
2006-12-13,82200,82900,79700,80700,110682,1828362.0,22656282.0
2006-12-14,81300,82000,79600,81000,168769,1835159.0,22656282.0
2006-12-15,82100,85700,82000,84500,199555,1914456.0,22656282.0
2006-12-18,85400,86200,84600,85000,102406,1925784.0,22656282.0
2006-12-19,85200,86600,84500,85500,150086,1937112.0,22656282.0
2006-12-20,85300,86600,84600,86200,92654,1952972.0,22656282.0
2006-12-21,85500,86000,84700,85100,66780,1928050.0,22656282.0
2006-12-22,85900,86400,85200,86300,39801,1955349.0,22657582.0
2006-12-26,86200,86200,83700,85200,52669,1930426.0,22657582.0
2006-12-27,85000,85800,84000,84600,17325,1916831.0,22657582.0
2006-12-28,85500,85500,82900,84000,39961,1903237.0,22657582.0
2007-01-02,83500,84200,82500,84000,44547,1903237.0,22657582.0
2007-01-03,84000,84600,81500,83500,85725,1891908.0,22657582.0
2007-01-04,83300,83400,80000,80000,116393,1812607.0,22657582.0
2007-01-05,80200,81700,77600,80600,127228,1826201.0,22657582.0
2007-01-08,79100,80300,77500,77500,104913,1755963.0,22657582.0
2007-01-09,77600,78400,77300,77500,75839,1755963.0,22657582.0
2007-01-10,77100,77900,75500,75600,105169,1712913.0,22657582.0
2007-01-11,75700,77000,75300,75500,124204,1710647.0,22657582.0
2007-01-12,76800,78000,76300,77000,296077,1744689.0,22658302.0
2007-01-15,77800,79700,77300,77600,85552,1758284.0,22658302.0
2007-01-16,77600,78300,76100,77000,40401,1744689.0,22658302.0
2007-01-17,77000,77700,74100,75000,168694,1699373.0,22658302.0
2007-01-18,73600,74000,71000,72900,244454,1651790.0,22658302.0
2007-01-19,72800,73600,72500,73400,98571,1663119.0,22658302.0
2007-01-22,72900,73500,72600,73000,82571,1654056.0,22658302.0
2007-01-23,72400,74200,72000,73900,103727,1674449.0,22658302.0
2007-01-24,74500,77000,74400,76200,72662,1726563.0,22658302.0
2007-01-25,76300,77000,75500,76000,95561,1722031.0,22658302.0
2007-01-26,74400,76100,74100,76000,78281,1722031.0,22658302.0
2007-01-29,76000,76200,75100,75100,66654,1701638.0,22658302.0
2007-01-30,74800,76400,73700,75900,56660,1719765.0,22658302.0
2007-01-31,75700,76800,74000,74600,80189,1690309.0,22658302.0
2007-02-01,76200,78200,75600,77500,98065,1756018.0,22658302.0
2007-02-02,77600,79700,77600,79500,76381,1801335.0,22658302.0
2007-02-05,79200,79900,78400,78800,73071,1785474.0,22658302.0
2007-02-06,79000,79900,77600,79900,75326,1810398.0,22658302.0
2007-02-07,80000,81100,79900,81100,78669,1837588.0,22658302.0
2007-02-08,81700,81700,79500,80400,102382,1821727.0,22658302.0
2007-02-09,80500,81200,78300,78400,144341,1776803.0,22663302.0
2007-02-12,78400,78500,76600,77500,71516,1756406.0,22663302.0
2007-02-13,76800,79400,76800,79000,63530,1790401.0,22663302.0
2007-02-14,80000,81300,79700,80000,152419,1813064.0,22663302.0
2007-02-15,81000,82900,80300,82100,134856,1860657.0,22663302.0
2007-02-16,83200,84100,82100,83500,118967,1892386.0,22663302.0
2007-02-20,84600,84700,82200,83000,129633,1881054.0,22663302.0
2007-02-21,82500,82600,79700,80400,109849,1822129.0,22663302.0
2007-02-22,80600,81100,79800,80800,69293,1831195.0,22663302.0
2007-02-23,81800,83900,81400,83000,99889,1881054.0,22663302.0
2007-02-26,83000,86300,83000,86300,93780,1955843.0,22663302.0
2007-02-27,86300,86400,84300,84900,87908,1924114.0,22663302.0
2007-02-28,82000,84900,80800,84500,74655,1915049.0,22663302.0
2007-03-02,83400,83400,81500,82100,98164,1860657.0,22663302.0
2007-03-05,81800,81800,78600,80000,67237,1813064.0,22663302.0
2007-03-06,78800,81000,78300,80100,112227,1815330.0,22663302.0
2007-03-07,80300,80500,78400,78400,170438,1776803.0,22663302.0
2007-03-08,78500,80400,78100,78100,143623,1770004.0,22663302.0
2007-03-09,79100,79600,77200,77200,115584,1749765.0,22665352.0
2007-03-12,77200,78400,76700,77000,113568,1745232.0,22665352.0
2007-03-13,77500,78600,77000,77900,162590,1765631.0,22665352.0
2007-03-14,77000,77500,74800,75700,115686,1715767.0,22665352.0
2007-03-15,76500,78200,76300,78100,77844,1770164.0,22665352.0
2007-03-16,79000,80600,78900,80600,151622,1826827.0,22665352.0
2007-03-19,81600,82400,81300,82400,145340,1867625.0,22665352.0
2007-03-20,82300,82300,79700,80000,42634,1813228.0,22665352.0
2007-03-21,79600,80500,79500,80000,47585,1813228.0,22665352.0
2007-03-22,79500,80500,79500,80000,159010,1813228.0,22665352.0
2007-03-23,79300,81800,79300,79400,70595,1799629.0,22665352.0
2007-03-26,78700,80100,78700,80000,78277,1813228.0,22665352.0
2007-03-27,80000,80000,77300,77700,145869,1761098.0,22665352.0
2007-03-28,78300,78700,76700,77600,76952,1758831.0,22665352.0
2007-03-29,77800,78200,76800,77800,64323,1763364.0,22665352.0
2007-03-30,77800,79500,77800,79000,69746,1790563.0,22665352.0
2007-04-02,79200,80000,78400,79700,53171,1806429.0,22665352.0
2007-04-03,80000,80900,78600,79900,83739,1810962.0,22665352.0
2007-04-04,79500,79700,78900,79000,97411,1790793.0,22668262.0
2007-04-05,79000,80300,78500,79600,100856,1804394.0,22668262.0
2007-04-06,79700,81000,78000,78600,52019,1781725.0,22668262.0
2007-04-09,78800,82200,78500,81200,123757,1840663.0,22668262.0
2007-04-10,81100,81800,78900,79900,187091,1811194.0,22668262.0
2007-04-11,79900,81000,78200,78600,117619,1781725.0,22668262.0
2007-04-12,78400,80300,78300,79900,102307,1811194.0,22668262.0
2007-04-13,80100,80100,79400,80000,93707,1813461.0,22668262.0
2007-04-16,80500,86200,79900,84700,383715,1920002.0,22668262.0
2007-04-17,85800,88400,85000,88000,302941,1994807.0,22668262.0
2007-04-18,90600,94500,90000,92800,353021,2103615.0,22668262.0
2007-04-19,92500,92500,90600,91800,213466,2080946.0,22668262.0
2007-04-20,91200,96400,91200,94000,177778,2130817.0,22668262.0
2007-04-23,94100,98200,94100,95600,176349,2167086.0,22668262.0
2007-04-24,94100,96000,93700,95500,107853,2164819.0,22668262.0
2007-04-25,95300,95900,91400,95900,159308,2173886.0,22668262.0
2007-04-26,95300,96100,93100,94200,144135,2135350.0,22668262.0
2007-04-27,93100,94300,92900,93500,140670,2119482.0,22668262.0
2007-04-30,92900,96500,92900,95900,100052,2173886.0,22668262.0
2007-05-02,95700,96000,93300,95600,90101,2167086.0,22668262.0
2007-05-03,95600,95700,93900,93900,76478,2128550.0,22668262.0
2007-05-04,93400,93800,91400,91500,135046,2074146.0,22668262.0
2007-05-07,92300,92700,91600,91600,170521,2076413.0,22668262.0
2007-05-08,92200,93800,89400,91000,211480,2062812.0,22668262.0
2007-05-09,92000,92300,90600,91900,330928,2083213.0,22668262.0
2007-05-10,92500,98800,92500,96800,325765,2194288.0,22668262.0
2007-05-11,96700,98000,94800,96800,129031,2194627.0,22671762.0
2007-05-14,99500,101500,96900,98600,134006,2235436.0,22671762.0
2007-05-15,98000,99000,96200,96500,121361,2187825.0,22671762.0
2007-05-16,95700,96400,94500,94800,116586,2149283.0,22671762.0
2007-05-17,96900,98800,95600,97400,89356,2208230.0,22671762.0
2007-05-18,97500,98600,97000,97900,76675,2219565.0,22671762.0
2007-05-21,97500,98500,95600,96500,64086,2187825.0,22671762.0
2007-05-22,96000,98100,94300,97500,115911,2210497.0,22671762.0
2007-05-23,97200,98500,96500,97600,84035,2212764.0,22671762.0
2007-05-25,97000,98100,96200,96500,76554,2187825.0,22671762.0
2007-05-28,96500,102500,95500,101500,241204,2301184.0,22671762.0
2007-05-29,101500,105500,101000,103000,138937,2335191.0,22671762.0
2007-05-30,101500,110000,99000,110000,227018,2493894.0,22671762.0
2007-05-31,107000,115500,105000,114500,410984,2595917.0,22671762.0
2007-06-01,112000,122000,110500,114500,306026,2595917.0,22671762.0
2007-06-04,114500,115500,112000,114000,191965,2584581.0,22671762.0
2007-06-05,116500,122000,112000,119500,175371,2709276.0,22671762.0
2007-06-07,115500,117000,112000,116000,385526,2629924.0,22671762.0
2007-06-08,113000,114500,106000,111000,307891,2516566.0,22671762.0
2007-06-11,114000,116500,110500,113000,242483,2561909.0,22671762.0
2007-06-12,111500,119000,111500,116500,212190,2641260.0,22671762.0
2007-06-13,115500,118500,113500,115500,97161,2618589.0,22671762.0
2007-06-14,115500,118000,114000,116500,132612,2641260.0,22671762.0
2007-06-15,115500,118000,111500,118000,138259,2675268.0,22671762.0
2007-06-18,117000,123000,116500,118000,133202,2675268.0,22671762.0
2007-06-19,117500,117500,112000,112000,166668,2539237.0,22671762.0
2007-06-20,114000,117000,109500,112000,135838,2539237.0,22671762.0
2007-06-21,109000,111500,107500,108000,155878,2448550.0,22671762.0
2007-06-22,108500,110000,104000,105000,143570,2380903.0,22675262.0
2007-06-25,104000,109500,103000,103000,121616,2335552.0,22675262.0
2007-06-26,103500,108500,103500,107000,155589,2426253.0,22675262.0
2007-06-27,108000,108500,103500,106000,79502,2403578.0,22675262.0
2007-06-28,107500,109000,105500,108500,106436,2460266.0,22675262.0
2007-06-29,110000,111500,106500,109000,109434,2471604.0,22675262.0
2007-07-02,107500,111000,105000,111000,64640,2516954.0,22675262.0
2007-07-03,110000,112000,109500,111000,63516,2516954.0,22675262.0
2007-07-04,111000,112000,106500,107000,198828,2426253.0,22675262.0
2007-07-05,107500,116000,107000,114000,252079,2584980.0,22675262.0
2007-07-06,113000,115000,111500,113500,97200,2573642.0,22675262.0
2007-07-09,114000,115500,112500,114000,93362,2584980.0,22675262.0
2007-07-10,115500,115500,112500,113500,85391,2573642.0,22675262.0
2007-07-11,111000,111500,108000,110000,119197,2494279.0,22675262.0
2007-07-12,110000,114500,110000,112000,93986,2539629.0,22675262.0
2007-07-13,114000,114000,111000,112000,86451,2539629.0,22675262.0
2007-07-16,113000,116000,112500,115500,120237,2618993.0,22675262.0
2007-07-18,117000,120000,115000,115500,149466,2618993.0,22675262.0
2007-07-19,116000,118000,111500,115000,122112,2607655.0,22675262.0
2007-07-20,116000,117500,114000,115500,110578,2618993.0,22675262.0
2007-07-23,115500,115500,110500,110500,167056,2505616.0,22675262.0
2007-07-24,110500,113500,109500,110500,202716,2505616.0,22675262.0
2007-07-25,110500,114500,107500,111500,128119,2528292.0,22675262.0
2007-07-26,113000,115000,110000,111000,116133,2516954.0,22675262.0
2007-07-27,108000,112500,107000,108500,101353,2460266.0,22675262.0
2007-07-30,106500,107500,103000,106000,125735,2403578.0,22675262.0
2007-07-31,105000,107000,99900,100000,377891,2267526.0,22675262.0
2007-08-01,101000,103000,97000,99000,199911,2244851.0,22675262.0
2007-08-02,101000,101000,95700,99000,191073,2244851.0,22675262.0
2007-08-03,101000,101000,95100,96100,285138,2179093.0,22675262.0
2007-08-06,94500,97000,92000,96700,230686,2192698.0,22675262.0
2007-08-07,98500,98700,96000,97800,137194,2217641.0,22675262.0
2007-08-08,98700,99700,98500,99000,159449,2244851.0,22675262.0
2007-08-09,99100,102000,99100,102000,191941,2312877.0,22675262.0
2007-08-10,98500,99000,95500,97100,111182,2201768.0,22675262.0
2007-08-13,97600,98500,95800,98200,97562,2226711.0,22675262.0
2007-08-14,98300,98400,93600,97000,70005,2199500.0,22675262.0
2007-08-16,94000,94000,86000,89500,196414,2029436.0,22675262.0
2007-08-17,88100,92100,85400,88700,146668,2011296.0,22675262.0
2007-08-20,90900,91000,89200,90300,226208,2047576.0,22675262.0
2007-08-21,91000,93100,89900,92800,201983,2104264.0,22675262.0
2007-08-22,93100,94000,91800,92900,70660,2106532.0,22675262.0
2007-08-23,94200,96400,94200,95500,190292,2165488.0,22675262.0
2007-08-24,95500,96000,91900,94800,167866,2149615.0,22675262.0
2007-08-27,96000,97200,95900,96000,79752,2176825.0,22675262.0
2007-08-28,96000,98500,95900,97500,53364,2210838.0,22675262.0
2007-08-29,96800,98900,95600,98600,128042,2235781.0,22675262.0
2007-08-30,99500,101500,99400,100000,78244,2267526.0,22675262.0
2007-08-31,101000,106000,100500,106000,131640,2403578.0,22675262.0
2007-09-03,104500,106000,103000,106000,55263,2403578.0,22675262.0
2007-09-04,104500,105000,101500,103000,91332,2335552.0,22675262.0
2007-09-05,103000,103000,97900,99000,261239,2244851.0,22675262.0
2007-09-06,98000,101000,98000,101000,112124,2290201.0,22675262.0
2007-09-07,101000,101000,98300,99900,105988,2265259.0,22675262.0
2007-09-10,99200,99200,95300,98100,108479,2224443.0,22675262.0
2007-09-11,97400,98900,96500,96800,77172,2194965.0,22675262.0
2007-09-12,97000,98000,96500,97500,48443,2210838.0,22675262.0
2007-09-13,97500,99900,96700,99900,90317,2265259.0,22675262.0
2007-09-14,99800,100500,99100,100000,92044,2267526.0,22675262.0
2007-09-17,100000,105000,100000,104500,177257,2369565.0,22675262.0
2007-09-18,104500,106000,103000,105000,106157,2380903.0,22675262.0
2007-09-19,107000,109500,104500,107500,149159,2437591.0,22675262.0
2007-09-20,107500,109500,106500,107500,102523,2437591.0,22675262.0
2007-09-21,108500,109000,107000,107500,116127,2437591.0,22675262.0
2007-09-27,109500,114000,108000,113500,255113,2573642.0,22675262.0
2007-09-28,114000,114000,108500,110000,80030,2494279.0,22675262.0
2007-10-01,108500,110000,107000,108000,66759,2448928.0,22675262.0
2007-10-02,109000,112000,106500,109500,97567,2482941.0,22675262.0
2007-10-04,110000,112500,105000,105500,193698,2392240.0,22675262.0
2007-10-05,106000,106500,103500,105000,116009,2380903.0,22675262.0
2007-10-08,107000,111500,106000,108000,139076,2448928.0,22675262.0
2007-10-09,110000,111000,107500,110000,95953,2494279.0,22675262.0
2007-10-10,111000,118500,111000,114000,226537,2584980.0,22675262.0
2007-10-11,115500,118000,113000,115000,103853,2607655.0,22675262.0
2007-10-12,116000,119500,115500,117500,190392,2664343.0,22675262.0
2007-10-15,121000,121500,115000,115500,149806,2618993.0,22675262.0
2007-10-16,114500,115500,112000,114000,141035,2584980.0,22675262.0
2007-10-17,112500,114000,107500,112000,142140,2539629.0,22675262.0
2007-10-18,110500,119500,109000,115000,184095,2607655.0,22675262.0
2007-10-19,118500,122000,115000,115000,192204,2607655.0,22675262.0
2007-10-22,108000,116500,105000,111500,190743,2528292.0,22675262.0
2007-10-23,114500,115500,112000,112500,112032,2550967.0,22675262.0
2007-10-24,113500,115500,105500,107500,163153,2437591.0,22675262.0
2007-10-25,110500,123000,110500,115000,369553,2607655.0,22675262.0
2007-10-26,120500,127500,117000,125000,274279,2834408.0,22675262.0
2007-10-29,127000,128500,122000,128000,162191,2902434.0,22675262.0
2007-10-30,125000,126000,120000,124000,117955,2811732.0,22675262.0
2007-10-31,124000,127000,120500,125000,81583,2834408.0,22675262.0
2007-11-01,128000,128000,123500,126000,129802,2857083.0,22675262.0
2007-11-02,123000,123500,116000,118500,159264,2687019.0,22675262.0
2007-11-05,120000,123500,118500,123500,127458,2800395.0,22675262.0
2007-11-06,123000,127000,121000,121000,80548,2743707.0,22675262.0
2007-11-07,122000,124500,119000,122000,145847,2766382.0,22675262.0
2007-11-08,120000,122000,116500,120000,114123,2721031.0,22675262.0
2007-11-09,120000,126500,118000,126000,119491,2857083.0,22675262.0
2007-11-12,122000,126000,120000,125000,128287,2834408.0,22675262.0
2007-11-13,128000,131500,121000,125000,124344,2834408.0,22675262.0
2007-11-14,127000,127000,120000,121000,135513,2743707.0,22675262.0
2007-11-15,120000,121500,114500,116000,133699,2630330.0,22675262.0
