한일현대시멘트(006390),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-12-20,56727,58844,56727,58422,4460,101347.0,7344000.0
2002-12-23,59267,59267,57574,58422,8160,101347.0,7344000.0
2002-12-24,58632,59056,57151,58422,5220,101347.0,7344000.0
2002-12-26,58421,58632,57151,58422,11630,101347.0,7344000.0
2002-12-27,57151,57151,53764,54611,4387,94738.0,7344000.0
2002-12-30,54611,54823,48895,51648,5220,89597.0,7344000.0
2003-01-02,51648,52699,49530,50378,4370,87394.0,7344000.0
2003-01-03,50377,51647,49953,49955,8600,86659.0,7344000.0
2003-01-06,49953,51223,49953,51225,3297,88862.0,7344000.0
2003-01-07,50801,52283,50378,50378,5400,87394.0,7344000.0
2003-01-08,49107,52283,49107,51013,3380,88495.0,7344000.0
2003-01-09,53340,55033,53128,53130,18380,92167.0,7344000.0
2003-01-10,55033,55033,53552,54400,6970,94370.0,7344000.0
2003-01-13,54822,56938,54610,56940,10150,98777.0,7344000.0
2003-01-14,57362,57362,55239,57152,3880,99144.0,7344000.0
2003-01-15,58209,58844,57151,57152,4470,99144.0,7344000.0
2003-01-16,57150,57996,56938,57575,16550,99878.0,7344000.0
2003-01-17,57574,57574,56304,56728,21450,98410.0,7344000.0
2003-01-20,56727,57151,56727,56728,16130,98410.0,7344000.0
2003-01-21,58421,58421,55881,56728,23310,98410.0,7344000.0
2003-01-22,56726,57150,55457,56305,21440,97675.0,7344000.0
2003-01-23,56304,56939,55033,56728,25520,98410.0,7344000.0
2003-01-24,56727,56727,55246,55882,23900,96941.0,7344000.0
2003-01-27,55881,56727,54188,55458,28200,96206.0,7344000.0
2003-01-28,55458,55669,54188,54188,22940,94003.0,7344000.0
2003-01-29,54188,54816,54188,54611,5580,94738.0,7344000.0
2003-01-30,54610,55033,54610,55035,4500,95472.0,7344000.0
2003-02-03,53764,55034,53764,54188,830,94003.0,7344000.0
2003-02-04,54187,55033,54187,55035,5240,95472.0,7344000.0
2003-02-05,55034,55881,52706,52706,13160,91433.0,7344000.0
2003-02-06,53341,55662,53341,54611,6740,94738.0,7344000.0
2003-02-07,55662,55881,54611,54611,5070,94738.0,7344000.0
2003-02-10,58632,58632,54611,54611,1850,94738.0,7344000.0
2003-02-11,54816,56727,54611,54611,1520,94738.0,7344000.0
2003-02-12,56303,56303,53756,54400,5930,94370.0,7344000.0
2003-02-13,55881,60961,54399,60962,8680,105754.0,7344000.0
2003-02-14,58844,58844,53763,55458,3690,96206.0,7344000.0
2003-02-17,56091,57150,55457,55670,5367,96574.0,7344000.0
2003-02-18,56939,57574,55669,56093,6670,97308.0,7344000.0
2003-02-19,56303,57996,56303,57575,2870,99878.0,7344000.0
2003-02-20,57573,57573,55668,55670,3260,96574.0,7344000.0
2003-02-21,55457,56938,55033,56305,1110,97675.0,7344000.0
2003-02-24,56726,57573,55033,56305,5910,97675.0,7344000.0
2003-02-25,57150,57150,54610,56305,2710,97675.0,7344000.0
2003-02-26,54399,55881,54399,55882,2120,96941.0,7344000.0
2003-02-27,55881,56304,48049,54823,9230,95105.0,7344000.0
2003-02-28,54187,55880,53763,53765,2550,93269.0,7344000.0
2003-03-03,54822,55033,53552,54400,3440,94370.0,7344000.0
2003-03-04,53764,53976,51648,53976,1600,93636.0,7344000.0
2003-03-05,54611,54611,51647,52918,1620,91800.0,7344000.0
2003-03-06,52070,52493,50588,52071,3300,90331.0,7344000.0
2003-03-07,52494,52494,48472,49743,3270,86292.0,7344000.0
2003-03-10,48260,49742,47202,48896,3940,84823.0,7344000.0
2003-03-11,47414,49953,47202,49955,2870,86659.0,7344000.0
2003-03-12,53552,53552,49742,50801,3680,88128.0,7344000.0
2003-03-13,49953,55881,49107,55882,11280,96941.0,7344000.0
2003-03-14,55662,55662,52494,54611,3270,94738.0,7344000.0
2003-03-17,55033,55033,52070,52071,2920,90331.0,7344000.0
2003-03-18,53757,55034,52283,52706,3410,91433.0,7344000.0
2003-03-19,51648,54188,51648,52706,5210,91433.0,7344000.0
2003-03-20,53763,53975,52070,53765,6840,93269.0,7344000.0
2003-03-21,52918,54188,52918,53341,3760,92534.0,7344000.0
2003-03-24,53129,54399,52918,53341,9490,92534.0,7344000.0
2003-03-25,53341,54188,52282,54188,5690,94003.0,7344000.0
2003-03-26,53340,56516,53340,54823,17110,95105.0,7344000.0
2003-03-27,55034,55881,53764,54611,7870,94738.0,7344000.0
2003-03-28,55880,56303,54187,56305,12700,97675.0,7344000.0
2003-03-31,57151,57151,55034,55247,7390,95839.0,7344000.0
2003-04-01,56938,56938,53128,55035,16399,95472.0,7344000.0
2003-04-02,54188,58632,54188,58422,44570,101347.0,7344000.0
2003-04-03,59267,61807,59267,61385,57290,106488.0,7344000.0
2003-04-04,62655,70479,61385,66888,110170,116035.0,7344000.0
2003-04-07,69850,69850,66887,68582,27323,118973.0,7344000.0
2003-04-08,69005,69428,66465,69429,24580,120442.0,7344000.0
2003-04-09,68580,79587,67734,75355,43330,130723.0,7344000.0
2003-04-10,76413,76413,72814,72815,17960,126317.0,7344000.0
2003-04-11,71967,74084,69850,70487,19530,122278.0,7344000.0
2003-04-14,71333,72391,70274,71969,15960,124848.0,7344000.0
2003-04-15,74083,74083,71120,71122,12688,123379.0,7344000.0
2003-04-16,71332,73025,70697,72392,16172,125582.0,7344000.0
2003-04-17,72603,73238,71121,71969,11860,124848.0,7344000.0
2003-04-18,72391,73238,72179,73239,13140,127051.0,7344000.0
2003-04-21,74084,74084,72391,74085,12160,128520.0,7344000.0
2003-04-22,74296,74296,72814,73239,8290,127051.0,7344000.0
2003-04-23,74084,78318,72391,76202,36270,132192.0,7344000.0
2003-04-24,75354,77047,74296,75355,17120,130723.0,7344000.0
2003-04-25,76201,76201,71968,75355,14700,130723.0,7344000.0
2003-04-28,74719,76202,73449,76202,13660,132192.0,7344000.0
2003-04-29,76201,77894,76201,77684,13860,134762.0,7344000.0
2003-04-30,78106,81281,77471,80859,48110,140270.0,7344000.0
2003-05-02,82552,84245,79165,82341,23460,142841.0,7344000.0
2003-05-06,80858,82340,78742,82341,8330,142841.0,7344000.0
2003-05-07,80647,88902,80647,82341,30746,142841.0,7344000.0
2003-05-09,82974,83609,82127,82129,18877,142474.0,7344000.0
2003-05-12,82552,84245,82128,83822,14390,145411.0,7344000.0
2003-05-13,82127,84244,80857,82129,16640,142474.0,7344000.0
2003-05-14,80434,82551,78741,82129,9900,142474.0,7344000.0
2003-05-15,79800,88478,79800,88056,47790,152755.0,7344000.0
2003-05-16,85725,90171,85090,90172,26152,156427.0,7344000.0
2003-05-19,88055,90806,87208,88902,13590,154224.0,7344000.0
2003-05-20,85725,92499,85725,91442,26540,158630.0,7344000.0
2003-05-21,92705,92705,89319,92289,14514,160099.0,7344000.0
2003-05-22,90383,94404,90171,92713,16570,160834.0,7344000.0
2003-05-23,95252,96945,92712,95253,15120,165240.0,7344000.0
2003-05-26,97156,97369,93127,95041,8390,164873.0,7344000.0
2003-05-27,93770,95887,92289,94829,8180,164506.0,7344000.0
2003-05-28,94617,97363,93135,95253,12390,165240.0,7344000.0
2003-05-29,94187,96099,91018,93136,12380,161568.0,7344000.0
2003-05-30,91653,97369,91018,97369,36732,168912.0,7344000.0
2003-06-02,99485,101602,97792,97793,19410,169646.0,7344000.0
2003-06-03,98215,99485,95252,95253,17630,165240.0,7344000.0
2003-06-04,97157,97369,95245,97369,4015,168912.0,7344000.0
2003-06-05,97369,99062,95245,97369,12590,168912.0,7344000.0
2003-06-09,95668,97369,95668,96099,6200,166709.0,7344000.0
2003-06-10,96098,98214,95674,98216,5370,170381.0,7344000.0
2003-06-11,97579,102448,97369,102449,27010,177725.0,7344000.0
2003-06-12,103295,107945,103295,105836,78110,183600.0,7344000.0
2003-06-13,106893,107951,106046,106048,12010,183967.0,7344000.0
2003-06-16,107945,108376,105836,105836,6790,183600.0,7344000.0
2003-06-17,108376,113879,105836,113880,13100,197554.0,7344000.0
2003-06-18,112185,114725,110704,112186,5260,194616.0,7344000.0
2003-06-19,109857,114302,109434,112186,6780,194616.0,7344000.0
2003-06-20,110069,112609,107952,110070,8520,190944.0,7344000.0
2003-06-23,109221,111551,107944,109223,116390,189475.0,7344000.0
2003-06-24,111338,111761,109221,110493,15360,191678.0,7344000.0
2003-06-25,110492,113455,110069,111340,4180,193147.0,7344000.0
2003-06-26,112820,116420,110069,115573,26740,200491.0,7344000.0
2003-06-27,122345,122345,114724,114938,10770,199390.0,7344000.0
2003-06-30,116207,116419,112609,116420,7890,201960.0,7344000.0
2003-07-01,114302,115360,114302,114726,5260,199022.0,7344000.0
2003-07-02,116419,117689,114302,115785,22239,200858.0,7344000.0
2003-07-03,116419,116419,113454,114303,25660,198288.0,7344000.0
2003-07-04,113454,115149,112184,113033,5620,196085.0,7344000.0
2003-07-07,113879,114302,112185,112186,6579,194616.0,7344000.0
2003-07-08,112609,112609,107951,109858,20010,190577.0,7344000.0
2003-07-09,110916,110916,103296,105201,17219,182498.0,7344000.0
2003-07-10,104353,107105,103718,105413,21288,182866.0,7344000.0
2003-07-11,107529,107529,104559,105836,7960,183600.0,7344000.0
2003-07-14,107529,107529,103718,105836,11690,183600.0,7344000.0
2003-07-15,104559,106894,102873,103931,12780,180295.0,7344000.0
2003-07-16,103930,104565,101602,101603,9457,176256.0,7344000.0
2003-07-18,100543,100543,97362,98639,9260,171115.0,7344000.0
2003-07-21,95887,98427,93770,94829,37260,164506.0,7344000.0
2003-07-22,92924,98003,92924,95253,5680,165240.0,7344000.0
2003-07-23,94829,101390,94829,100333,8600,174053.0,7344000.0
2003-07-24,100325,101602,99484,100756,4320,174787.0,7344000.0
2003-07-25,99478,101602,99478,99698,6270,172951.0,7344000.0
2003-07-28,102660,102872,99485,101179,6390,175522.0,7344000.0
2003-07-29,102441,103507,100332,102873,10030,178459.0,7344000.0
2003-07-30,102872,105411,101813,105413,13240,182866.0,7344000.0
2003-07-31,107317,109646,106675,109435,20520,189842.0,7344000.0
2003-08-01,111974,111974,107952,109435,7010,189842.0,7344000.0
2003-08-04,107740,109221,107105,109223,22110,189475.0,7344000.0
2003-08-05,110068,110491,109221,109223,4980,189475.0,7344000.0
2003-08-06,109222,110492,109222,110281,3710,191311.0,7344000.0
2003-08-07,109850,110703,109221,109858,5160,190577.0,7344000.0
2003-08-08,108375,108798,107528,108165,3670,187639.0,7344000.0
2003-08-11,107951,112185,107951,108588,12650,188374.0,7344000.0
2003-08-12,112185,112185,106681,107318,15260,186170.0,7344000.0
2003-08-13,109222,109222,106675,107741,6227,186905.0,7344000.0
2003-08-14,109222,110069,106464,110070,16760,190944.0,7344000.0
2003-08-18,110069,111762,107310,110070,13221,190944.0,7344000.0
2003-08-19,110491,114302,107528,112398,33579,194983.0,7344000.0
2003-08-20,114090,114302,109011,111340,21589,193147.0,7344000.0
2003-08-21,111338,126578,111338,121077,93440,210038.0,7344000.0
2003-08-22,118747,121075,117265,117267,17090,203429.0,7344000.0
2003-08-25,118960,119806,114515,116208,34753,201593.0,7344000.0
2003-08-26,114724,118112,113878,114303,13541,198288.0,7344000.0
2003-08-27,115150,116420,114303,115573,6410,200491.0,7344000.0
2003-08-28,116842,118113,112185,113880,11830,197554.0,7344000.0
2003-08-29,112184,114302,112184,113668,6760,197186.0,7344000.0
2003-09-01,114090,114090,109646,110916,11980,192413.0,7344000.0
2003-09-02,109222,115784,109222,115150,7710,199757.0,7344000.0
2003-09-03,112397,115784,109646,109646,15086,190210.0,7344000.0
2003-09-04,108375,110916,107105,108588,6330,188374.0,7344000.0
2003-09-05,108157,111339,107952,110070,6204,190944.0,7344000.0
2003-09-08,110492,112185,108799,108800,3715,188741.0,7344000.0
2003-09-09,106681,109433,104988,104990,25321,182131.0,7344000.0
2003-09-15,115995,115995,109433,110493,23331,191678.0,7344000.0
2003-09-16,111339,111339,107952,110070,6650,190944.0,7344000.0
2003-09-17,108375,110061,107951,108165,4520,187639.0,7344000.0
2003-09-18,106259,111339,106259,111340,6671,193147.0,7344000.0
2003-09-19,111762,111762,110069,110070,5864,190944.0,7344000.0
2003-09-22,107741,112185,106894,107106,8600,185803.0,7344000.0
2003-09-23,107106,109222,107106,108376,7120,188006.0,7344000.0
2003-09-24,110068,110068,103718,104355,6802,181030.0,7344000.0
2003-09-25,103719,105836,101603,103931,7450,180295.0,7344000.0
2003-09-26,103718,105193,101806,103719,8060,179928.0,7344000.0
2003-09-29,104777,109646,102025,109646,6410,190210.0,7344000.0
2003-09-30,108164,110069,105412,105836,11512,183600.0,7344000.0
2003-10-01,108799,108799,104989,105836,2280,183600.0,7344000.0
2003-10-02,109011,109011,103501,103508,9050,179561.0,7344000.0
2003-10-06,103931,103931,100333,102026,7582,176990.0,7344000.0
2003-10-07,102237,103295,101602,101814,6540,176623.0,7344000.0
2003-10-08,102872,102872,101602,101603,1180,176256.0,7344000.0
2003-10-09,101603,104143,101603,103296,11400,179194.0,7344000.0
2003-10-10,102448,105194,101602,105201,6520,182498.0,7344000.0
2003-10-13,103719,108376,102231,103931,4630,180295.0,7344000.0
2003-10-14,103718,106681,103718,106683,4491,185069.0,7344000.0
2003-10-15,107951,107951,104777,105625,10681,183233.0,7344000.0
2003-10-16,104565,107951,103718,107953,8620,187272.0,7344000.0
2003-10-17,106675,110916,106471,107741,8299,186905.0,7344000.0
2003-10-20,109221,109433,106893,109223,3560,189475.0,7344000.0
2003-10-21,109010,110491,106681,110493,8387,191678.0,7344000.0
2003-10-22,108164,110916,107529,109011,5280,189108.0,7344000.0
2003-10-23,106471,109222,105201,105836,15090,183600.0,7344000.0
2003-10-24,111762,111762,104142,107318,3610,186170.0,7344000.0
2003-10-27,110069,111762,107316,107953,8100,187272.0,7344000.0
2003-10-28,107741,110069,103924,110070,8950,190944.0,7344000.0
2003-10-29,107952,111339,107952,110070,9562,190944.0,7344000.0
2003-10-30,108798,110491,108798,110493,2951,191678.0,7344000.0
2003-10-31,107741,109646,107529,107741,4094,186905.0,7344000.0
2003-11-03,107952,111339,106471,111340,8534,193147.0,7344000.0
2003-11-04,110281,110281,107106,107741,7870,186905.0,7344000.0
2003-11-05,107951,109645,106046,107530,7080,186538.0,7344000.0
2003-11-06,107316,109011,106681,106683,4280,185069.0,7344000.0
2003-11-07,107944,109221,106251,109223,6980,189475.0,7344000.0
2003-11-10,107316,107528,105835,106048,8280,183967.0,7344000.0
2003-11-11,106046,108798,106046,106260,4090,184334.0,7344000.0
2003-11-12,106682,109646,106682,107106,2720,185803.0,7344000.0
2003-11-13,106259,108587,106259,107741,7470,186905.0,7344000.0
2003-11-14,107741,109011,107106,107741,4810,186905.0,7344000.0
2003-11-17,110069,111339,107741,110070,19040,190944.0,7344000.0
2003-11-18,110069,111339,110069,110070,11430,190944.0,7344000.0
2003-11-19,111120,111762,106894,109435,22360,189842.0,7344000.0
2003-11-20,110069,111339,109646,111340,13350,193147.0,7344000.0
2003-11-21,111339,115150,111339,111340,15610,193147.0,7344000.0
2003-11-24,111339,113032,109215,109646,23690,190210.0,7344000.0
2003-11-25,109646,112609,108376,108376,25300,188006.0,7344000.0
2003-11-26,108376,109857,108376,109646,24180,190210.0,7344000.0
2003-11-27,109646,110069,108799,110070,27770,190944.0,7344000.0
2003-11-28,110069,115149,110069,115150,34500,199757.0,7344000.0
2003-12-01,116419,116419,114302,115150,4980,199757.0,7344000.0
2003-12-02,115572,118112,115149,117690,6917,204163.0,7344000.0
2003-12-03,118535,124885,117689,118537,13245,205632.0,7344000.0
2003-12-04,116420,124886,116420,124887,27385,216648.0,7344000.0
2003-12-05,125309,127002,124886,126157,11020,218851.0,7344000.0
2003-12-08,126156,128696,120653,128697,29070,223258.0,7344000.0
2003-12-09,128696,128696,126366,128485,1410,222890.0,7344000.0
2003-12-10,128477,128477,122768,125310,30890,217382.0,7344000.0
2003-12-11,125309,127002,117689,117690,32338,204163.0,7344000.0
2003-12-12,119806,124886,119806,124887,17450,216648.0,7344000.0
2003-12-15,131229,131229,124886,129544,35706,224726.0,7344000.0
2003-12-16,124038,129119,124038,129120,6140,223992.0,7344000.0
2003-12-17,127002,128061,124251,126157,7040,218851.0,7344000.0
2003-12-18,127849,130389,124463,124463,2440,215914.0,7344000.0
2003-12-19,126791,128696,123193,128273,10450,222523.0,7344000.0
2003-12-22,125309,128696,125309,126368,1180,219218.0,7344000.0
2003-12-23,123828,127426,123828,123828,3560,214812.0,7344000.0
2003-12-24,126155,126366,121075,121077,4040,210038.0,7344000.0
2003-12-26,122133,122345,117689,121077,4340,210038.0,7344000.0
2003-12-29,120228,122345,114937,119807,4270,207835.0,7344000.0
2003-12-30,122768,122768,117689,119807,1190,207835.0,7344000.0
2004-01-02,118324,122768,117900,117902,2610,204530.0,7344000.0
2004-01-05,117054,119170,115572,116420,5555,201960.0,7344000.0
2004-01-06,116419,120652,116419,119807,7630,207835.0,7344000.0
2004-01-07,119806,121923,117265,120653,4780,209304.0,7344000.0
2004-01-08,121923,122769,119170,120230,5700,208570.0,7344000.0
2004-01-09,120229,124039,119383,119383,4332,207101.0,7344000.0
2004-01-12,116842,118959,116630,118325,5410,205265.0,7344000.0
2004-01-13,116842,120440,115995,117267,5950,203429.0,7344000.0
2004-01-14,120441,120653,117478,120653,4177,209304.0,7344000.0
2004-01-15,117054,119170,116630,118537,4710,205632.0,7344000.0
2004-01-16,122134,122346,117477,118960,2630,206366.0,7344000.0
2004-01-19,117477,121923,117477,121923,8040,211507.0,7344000.0
2004-01-20,118536,120653,117266,118113,4160,204898.0,7344000.0
2004-01-26,116843,118536,115996,116843,12440,202694.0,7344000.0
2004-01-27,117265,118959,116630,118960,5370,206366.0,7344000.0
2004-01-28,116842,118959,116842,118537,8620,205632.0,7344000.0
2004-01-29,116842,120653,116842,120653,2241,209304.0,7344000.0
2004-01-30,120652,120652,117900,117902,2410,204530.0,7344000.0
2004-02-02,122769,122769,117055,120018,2051,208202.0,7344000.0
2004-02-03,121498,123192,121075,121077,4060,210038.0,7344000.0
2004-02-04,121075,123615,119170,122770,4530,212976.0,7344000.0
2004-02-05,124886,126156,121288,126157,4241,218851.0,7344000.0
2004-02-06,123193,124886,119383,123193,8740,213710.0,7344000.0
2004-02-09,121923,126156,120653,120653,4090,209304.0,7344000.0
2004-02-10,120652,120652,118535,120230,3700,208570.0,7344000.0
2004-02-11,118112,121287,118112,118537,2720,205632.0,7344000.0
2004-02-12,117054,122346,117054,121923,5404,211507.0,7344000.0
2004-02-13,124674,124674,120229,121288,3260,210406.0,7344000.0
2004-02-16,119383,124886,118748,124887,2130,216648.0,7344000.0
2004-02-17,125733,125733,122768,122770,3470,212976.0,7344000.0
2004-02-18,122769,123616,122769,123617,12680,214445.0,7344000.0
2004-02-19,125091,127849,122768,125310,13800,217382.0,7344000.0
2004-02-20,123193,124886,122769,124887,5540,216648.0,7344000.0
2004-02-23,126579,126579,123192,124675,2580,216281.0,7344000.0
2004-02-24,126156,126156,122769,123193,3300,213710.0,7344000.0
2004-02-25,127002,129119,122769,123828,10150,214812.0,7344000.0
2004-02-26,122981,124886,122346,124463,11350,215914.0,7344000.0
2004-02-27,125309,125309,122769,124463,6990,215914.0,7344000.0
2004-03-02,123193,124886,121288,121288,3590,210406.0,7344000.0
2004-03-03,119383,122346,118113,118113,3220,204898.0,7344000.0
2004-03-04,117266,122346,117266,119383,8350,207101.0,7344000.0
2004-03-05,117690,119594,117266,119383,8400,207101.0,7344000.0
2004-03-08,119382,123828,119382,119595,3440,207468.0,7344000.0
2004-03-09,118747,123192,118747,119807,3190,207835.0,7344000.0
2004-03-10,124038,124038,118535,118537,8180,205632.0,7344000.0
2004-03-11,118960,120653,116420,116843,18080,202694.0,7344000.0
2004-03-12,120017,121922,116419,116632,9560,202327.0,7344000.0
2004-03-15,116630,121499,116630,120653,6900,209304.0,7344000.0
2004-03-16,122768,124038,120863,121077,19250,210038.0,7344000.0
2004-03-17,121076,123616,121076,123193,5250,213710.0,7344000.0
2004-03-18,121499,122346,120441,121288,5940,210406.0,7344000.0
2004-03-19,122768,123615,120863,122770,7230,212976.0,7344000.0
2004-03-22,119806,123616,119806,123193,6075,213710.0,7344000.0
2004-03-23,122345,123615,118747,122770,8080,212976.0,7344000.0
2004-03-24,120018,121923,118535,121923,5840,211507.0,7344000.0
2004-03-25,121923,123616,119171,122558,7030,212609.0,7344000.0
2004-03-26,121075,126156,121075,122770,8070,212976.0,7344000.0
2004-03-29,123616,123616,121711,122558,4330,212609.0,7344000.0
2004-03-30,121075,121287,119593,120230,5136,208570.0,7344000.0
2004-03-31,120228,120228,118747,119172,6128,206734.0,7344000.0
2004-04-01,118325,120653,118325,120653,5220,209304.0,7344000.0
2004-04-02,118747,122980,118747,122770,2670,212976.0,7344000.0
2004-04-06,122768,123403,120017,121712,11590,211140.0,7344000.0
2004-04-07,120863,123615,120652,122770,9000,212976.0,7344000.0
2004-04-08,122133,126578,121922,126580,11240,219586.0,7344000.0
2004-04-09,125733,125733,122769,123193,8900,213710.0,7344000.0
2004-04-12,121075,126784,121075,125310,11950,217382.0,7344000.0
2004-04-13,124885,126156,123615,125310,3850,217382.0,7344000.0
2004-04-14,125309,129542,121710,127003,7760,220320.0,7344000.0
2004-04-16,124462,124462,119805,122347,13920,212242.0,7344000.0
2004-04-19,120440,121710,119593,121500,9634,210773.0,7344000.0
2004-04-20,121499,125733,121288,124887,2920,216648.0,7344000.0
2004-04-21,128484,128484,121711,124887,4103,216648.0,7344000.0
2004-04-22,123616,127002,122769,124887,12480,216648.0,7344000.0
2004-04-23,123616,127002,122769,123617,7080,214445.0,7344000.0
2004-04-26,122980,123615,121498,122770,228770,212976.0,7344000.0
2004-04-27,121499,123616,121499,122982,4960,213343.0,7344000.0
2004-04-28,123192,123192,119805,121077,13020,210038.0,7344000.0
2004-04-29,121922,126579,121922,124675,10630,216281.0,7344000.0
2004-04-30,125733,126156,121923,122982,8430,213343.0,7344000.0
2004-05-03,121288,124674,117689,117690,5670,204163.0,7344000.0
2004-05-04,118960,120653,118748,118748,3130,205999.0,7344000.0
2004-05-06,118535,119805,114725,119172,8970,206734.0,7344000.0
2004-05-07,124038,124250,117265,117267,5410,203429.0,7344000.0
2004-05-10,120229,120229,107317,108376,5660,188006.0,7344000.0
2004-05-11,113879,114302,108375,110493,5450,191678.0,7344000.0
2004-05-12,108799,120228,108799,111551,5730,193514.0,7344000.0
2004-05-13,119383,119383,106259,108800,15400,188741.0,7344000.0
2004-05-14,109215,111762,106681,107953,9870,187272.0,7344000.0
2004-05-17,116419,116419,106893,112186,6120,194616.0,7344000.0
2004-05-18,112184,114302,107521,110493,12210,191678.0,7344000.0
2004-05-19,112185,112185,107317,110281,13400,191311.0,7344000.0
2004-05-20,108375,110703,107740,109223,7000,189475.0,7344000.0
2004-05-21,112185,112185,109011,109646,3770,190210.0,7344000.0
2004-05-24,108587,111339,108587,109435,4675,189842.0,7344000.0
2004-05-25,107528,108586,106046,107530,4530,186538.0,7344000.0
2004-05-27,110492,112185,107316,112186,6690,194616.0,7344000.0
2004-05-28,109646,112185,108799,111975,2720,194249.0,7344000.0
2004-05-31,109011,110916,105836,109011,6110,189108.0,7344000.0
2004-06-01,109646,110069,108376,109435,3721,189842.0,7344000.0
2004-06-02,107316,109221,106258,106895,5290,185436.0,7344000.0
2004-06-03,110069,110069,104143,105836,6060,183600.0,7344000.0
2004-06-04,104565,106681,104142,104143,4100,180662.0,7344000.0
2004-06-07,102872,106046,102872,106048,5850,183967.0,7344000.0
2004-06-08,106046,108799,102237,102238,4040,177358.0,7344000.0
2004-06-09,102872,106682,102237,102238,6900,177358.0,7344000.0
2004-06-10,104558,105835,98849,98851,21550,171482.0,7344000.0
2004-06-11,100120,100332,94405,94829,14640,164506.0,7344000.0
2004-06-14,95674,95674,93551,95041,2980,164873.0,7344000.0
2004-06-15,95252,101390,93135,97793,3480,169646.0,7344000.0
2004-06-16,100967,104565,99484,99486,2240,172584.0,7344000.0
2004-06-17,97792,103507,97792,101603,2350,176256.0,7344000.0
2004-06-18,99485,99485,96521,96946,4040,168178.0,7344000.0
2004-06-21,94828,100755,94828,99486,3460,172584.0,7344000.0
2004-06-22,97368,101602,96514,101391,2440,175889.0,7344000.0
2004-06-23,105835,105835,95674,98851,5030,171482.0,7344000.0
2004-06-24,101171,103295,98850,102449,1600,177725.0,7344000.0
2004-06-25,99697,104988,99697,104778,1260,181764.0,7344000.0
2004-06-28,105835,105835,100543,103719,980,179928.0,7344000.0
2004-06-29,105835,105835,102025,104778,1980,181764.0,7344000.0
2004-06-30,102442,105624,102442,104566,530,181397.0,7344000.0
2004-07-01,102025,105835,102025,105413,1620,182866.0,7344000.0
2004-07-02,101178,105623,100967,105625,2700,183233.0,7344000.0
2004-07-05,103930,104135,103718,103719,1470,179928.0,7344000.0
2004-07-06,104988,106681,103718,103719,1000,179928.0,7344000.0
2004-07-07,103718,107951,103718,107953,10230,187272.0,7344000.0
2004-07-08,104143,105836,102237,105836,5120,183600.0,7344000.0
2004-07-09,104142,107105,104142,104990,2450,182131.0,7344000.0
2004-07-12,108798,108798,102872,104355,3210,181030.0,7344000.0
2004-07-13,109646,110069,101602,102873,9070,178459.0,7344000.0
2004-07-14,99902,103931,98215,102661,7090,178092.0,7344000.0
2004-07-15,102660,102660,100120,101179,1970,175522.0,7344000.0
2004-07-16,99485,101178,97792,99909,2620,173318.0,7344000.0
2004-07-19,98215,101602,97792,101603,640,176256.0,7344000.0
2004-07-20,101602,101602,98849,100756,1473,174787.0,7344000.0
2004-07-21,104778,104778,101602,101603,4280,176256.0,7344000.0
2004-07-22,99062,101602,99062,101603,2580,176256.0,7344000.0
2004-07-23,100332,101813,100332,101603,2470,176256.0,7344000.0
2004-07-26,101813,101813,99485,101603,3130,176256.0,7344000.0
2004-07-27,102872,105411,99697,105413,3070,182866.0,7344000.0
2004-07-28,109221,109221,102448,102449,2900,177725.0,7344000.0
2004-07-29,110281,110281,103296,105201,970,182498.0,7344000.0
2004-07-30,107105,107741,105411,105413,5110,182866.0,7344000.0
2004-08-02,101178,105623,100120,105625,4560,183233.0,7344000.0
2004-08-03,108580,109427,103500,106683,450,185069.0,7344000.0
2004-08-04,103084,104778,101813,103931,18030,180295.0,7344000.0
2004-08-05,104142,106258,104142,106260,2200,184334.0,7344000.0
2004-08-06,107951,107951,103718,103719,720,179928.0,7344000.0
2004-08-09,101602,107951,101602,107530,2630,186538.0,7344000.0
2004-08-10,104988,105835,102872,103719,2340,179928.0,7344000.0
2004-08-11,103930,105405,102872,104143,3240,180662.0,7344000.0
2004-08-12,107105,107316,104988,104990,4220,182131.0,7344000.0
2004-08-13,104353,107951,104353,107530,7220,186538.0,7344000.0
2004-08-16,122345,122345,107105,109223,1910,189475.0,7344000.0
2004-08-17,113667,113667,109221,110493,870,191678.0,7344000.0
2004-08-18,110485,111762,110069,110916,2170,192413.0,7344000.0
2004-08-19,110915,112184,110915,111128,2180,192780.0,7344000.0
2004-08-20,110491,111761,110491,111763,270,193882.0,7344000.0
2004-08-23,109221,110491,108586,110493,2130,191678.0,7344000.0
2004-08-24,114302,114302,108376,111340,1580,193147.0,7344000.0
2004-08-25,109222,111974,109222,111975,790,194249.0,7344000.0
2004-08-26,113244,113244,109433,110493,690,191678.0,7344000.0
2004-08-27,112396,112396,110068,111763,3440,193882.0,7344000.0
2004-08-30,110062,110062,109010,109858,1080,190577.0,7344000.0
2004-08-31,110915,111761,110915,111763,2890,193882.0,7344000.0
2004-09-01,109221,112184,109221,111763,2490,193882.0,7344000.0
2004-09-02,111127,113879,109857,113880,7650,197554.0,7344000.0
2004-09-03,113879,113879,112184,113033,980,196085.0,7344000.0
2004-09-06,113031,114302,111761,113033,1500,196085.0,7344000.0
2004-09-07,113032,113032,110492,112821,430,195718.0,7344000.0
