삼양패키징(272550),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-08-20,16700,16950,16600,16950,8831,240856.0,14209804.0
2019-08-21,16950,17000,16800,17000,6724,241567.0,14209804.0
2019-08-22,17050,17250,16750,16950,6804,240856.0,14209804.0
2019-08-23,16950,16950,16550,16850,16794,239435.0,14209804.0
2019-08-26,16550,16650,16250,16350,10826,232330.0,14209804.0
2019-08-27,16400,16500,16300,16300,5327,231620.0,14209804.0
2019-08-28,16300,16750,16150,16750,9133,238014.0,14209804.0
2019-08-29,16800,16800,16350,16600,5829,235883.0,14209804.0
2019-08-30,16700,16700,16500,16550,4722,235172.0,14209804.0
2019-09-02,16550,16650,16350,16550,4419,235172.0,14209804.0
2019-09-03,16550,16600,16300,16400,7858,233041.0,14209804.0
2019-09-04,16450,16600,16250,16500,10439,234462.0,14209804.0
2019-09-05,16600,16650,16350,16450,13872,233751.0,14209804.0
2019-09-06,16400,16650,16300,16500,13341,234462.0,14209804.0
2019-09-09,16550,16700,16300,16500,8106,234462.0,14209804.0
2019-09-10,16500,16750,16400,16650,13230,236593.0,14209804.0
2019-09-11,16650,16700,16300,16700,18829,237304.0,14209804.0
2019-09-16,16700,16700,16350,16550,13656,235172.0,14209804.0
2019-09-17,16550,16600,16350,16550,9021,235172.0,14209804.0
2019-09-18,16550,16550,16450,16550,4968,235172.0,14209804.0
2019-09-19,16600,16800,16600,16750,11249,238014.0,14209804.0
2019-09-20,16800,16800,16550,16700,4387,237304.0,14209804.0
2019-09-23,16500,16750,16400,16650,11653,236593.0,14209804.0
2019-09-24,16650,16750,16550,16700,8258,237304.0,14209804.0
2019-09-25,16650,16700,16250,16550,21731,235172.0,14209804.0
2019-09-26,16500,16550,16350,16500,7012,234462.0,14209804.0
2019-09-27,16550,16550,16200,16350,12378,232330.0,14209804.0
2019-09-30,16300,16350,16150,16350,8499,232330.0,14209804.0
2019-10-01,16350,16500,16300,16400,3883,233041.0,14209804.0
2019-10-02,16350,16600,16150,16450,7559,233751.0,14209804.0
2019-10-04,16450,16450,16250,16350,3560,232330.0,14209804.0
2019-10-07,16500,16700,16250,16350,4252,232330.0,14209804.0
