대림씨엔에스(004440),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-09-05,7360,7360,7150,7150,44300,91033.0,12731947.0
2019-09-06,7180,7240,7100,7160,28404,91161.0,12731947.0
2019-09-09,7200,7200,7050,7130,22071,90779.0,12731947.0
2019-09-10,7220,7220,7080,7190,10976,91543.0,12731947.0
2019-09-11,7200,7250,7150,7230,7768,92052.0,12731947.0
2019-09-16,7270,7600,7270,7600,32870,96763.0,12731947.0
2019-09-17,7580,7650,7520,7610,10600,96890.0,12731947.0
2019-09-18,7610,7750,7530,7730,10667,98418.0,12731947.0
2019-09-19,7650,7750,7650,7720,10509,98291.0,12731947.0
2019-09-20,7730,7770,7660,7750,12513,98673.0,12731947.0
2019-09-23,7710,7710,7510,7620,12341,97017.0,12731947.0
2019-09-24,7500,7620,7430,7480,16468,95235.0,12731947.0
2019-09-25,7510,7510,7310,7310,8833,93071.0,12731947.0
2019-09-26,7430,7430,7310,7360,1797,93707.0,12731947.0
2019-09-27,7400,7410,7320,7400,2481,94216.0,12731947.0
2019-09-30,7310,7400,7290,7390,1002,94089.0,12731947.0
2019-10-01,7310,7570,7310,7570,11030,96381.0,12731947.0
2019-10-02,7600,7600,7370,7400,13279,94216.0,12731947.0
2019-10-04,7400,7400,7310,7370,7717,93834.0,12731947.0
2019-10-07,7300,7390,7150,7160,7467,91161.0,12731947.0
